direction,entry,tp,sl,rr,regime,adx,atr,plus_di,minus_di,confidence,signal_type,has_fvg,timestamp,ema_position,position_size,risk_amount,symbol,bars_alive,max_r,initial_risk,exit_time,exit_price,pnl,exit_reason
LONG,588.7,609.31,577.25,1.8,TREND,27.2397,3.7464,27.2641,10.3908,3,BOS,True,2024-08-24 19:00:00,ABOVE,0.03915291223701254,0.44830084511379537,BNBUSDT,2,0.05240174672488268,11.450000000000045,2024-08-24 21:00:00,577.25,-0.5283008451137954,stop_loss
SHORT,563.5,547.3,561.4,1.8,TREND,33.6379,4.0321,7.9717,29.8494,4,BOS,True,2024-08-26 06:00:00,BELOW,0.06919156979516086,0.6227241281564477,BNBUSDT,15,1.7055555555555582,9.0,2024-08-26 21:00:00,547.3,1.040903430681609,take_profit
SHORT,527.9,500.72,536.75,1.8,TREND,41.8102,5.1714,16.5746,27.3481,4,BOS,True,2024-08-30 16:00:00,BELOW,0.0221994399993106,0.3352115439895906,BNBUSDT,8,0.0,15.100000000000023,2024-08-31 00:00:00,536.75,-0.2764650439938993,stop_loss
SHORT,526.55,512.78,534.2,1.8,TREND,31.4253,2.6107,7.1135,35.5677,3,BOS,True,2024-09-01 01:00:00,BELOW,0.100280641088939,0.7671469043303925,BNBUSDT,13,1.3267973856208963,7.650000000000091,2024-09-01 14:00:00,512.78,1.3008644277946881,take_profit
LONG,522.4,548.05,540.3,1.8,TREND,37.6312,4.9607,29.4456,15.6947,4,BOS,True,2024-09-11 16:00:00,ABOVE,0.02377109044689999,0.3387380388683249,BNBUSDT,21,1.5789473684210527,14.25,2024-09-12 13:00:00,548.05,0.5297284699629843,take_profit
SHORT,538.35,518.55,543.4,1.8,TREND,23.7967,2.9821,12.3353,30.0599,3,BOS,True,2024-09-18 09:00:00,BELOW,0.046249110128245646,0.5087402114107021,BNBUSDT,8,0.0500000000000062,11.0,2024-09-18 17:00:00,543.4,-0.3135580061476384,stop_loss
LONG,552.0,572.34,558.4,1.8,TREND,34.21,5.1214,23.6402,16.7364,4,BOS,True,2024-09-18 22:00:00,ABOVE,0.04339497221209575,0.49036318599667994,BNBUSDT,30,1.9469026548672645,11.299999999999955,2024-09-20 04:00:00,572.34,0.8026537347940289,take_profit
LONG,574.0,602.08,568.6,1.8,TREND,26.108,4.5893,28.716,21.0895,4,BOS,True,2024-09-20 04:00:00,ABOVE,0.02413268431341288,0.3764698752892415,BNBUSDT,7,0.09294871794872073,15.600000000000023,2024-09-20 11:00:00,568.6,-0.21031649529242902,stop_loss
LONG,577.15,597.85,583.05,1.8,TREND,39.1174,3.2429,38.6564,10.022,3,BOS,True,2024-09-21 06:00:00,ABOVE,0.03629695258943892,0.4174149547785476,BNBUSDT,20,0.9826086956521799,11.5,2024-09-22 02:00:00,583.05,0.1341520202776888,stop_loss
LONG,594.85,629.32,591.45,1.8,TREND,26.6184,5.9214,27.4427,17.1894,4,BOS,True,2024-09-23 01:00:00,ABOVE,0.01964394044195717,0.37618145946347936,BNBUSDT,6,0.09138381201044397,19.149999999999977,2024-09-23 07:00:00,591.45,-0.14678939750265393,stop_loss
LONG,612.5,650.48,600.5,1.8,TREND,23.3198,4.6607,36.8582,8.046,4,BOS,True,2024-09-23 18:00:00,ABOVE,0.019780179289757015,0.4173617830138735,BNBUSDT,20,0.0,21.100000000000023,2024-09-24 14:00:00,600.5,-0.3173621514770842,stop_loss
LONG,605.85,631.14,591.8,1.8,TREND,41.2384,4.2429,43.0976,7.1549,4,BOS,True,2024-09-26 16:00:00,ABOVE,0.024226711975760495,0.3403853032594366,BNBUSDT,4,0.0,14.050000000000068,2024-09-26 20:00:00,591.8,-0.4203853032594366,stop_loss
SHORT,586.85,561.38,575.35,1.8,TREND,23.3426,3.6179,11.846,37.3149,4,BOS,True,2024-09-30 00:00:00,BELOW,0.02927616329314984,0.41425771059806954,BNBUSDT,27,1.4028268551236787,14.149999999999977,2024-10-01 03:00:00,575.35,0.25667587787122315,stop_loss
LONG,575.25,597.12,571.05,1.8,TREND,33.6773,3.375,31.8519,4.6561,4,BOS,True,2024-10-07 00:00:00,ABOVE,0.052519316846885204,0.638109699689654,BNBUSDT,9,0.11522633744855801,12.149999999999977,2024-10-07 09:00:00,571.05,-0.3005811307569202,stop_loss
LONG,587.95,603.79,587.0,1.8,TREND,34.0535,3.9536,34.598,15.8988,4,BOS,True,2024-10-14 15:00:00,ABOVE,0.05560897448559036,0.48935897547319895,BNBUSDT,12,0.40909090909089557,8.800000000000068,2024-10-15 03:00:00,587.0,-0.13282852576131338,stop_loss
LONG,598.1,624.47,583.45,1.8,TREND,28.9268,4.675,22.0779,16.8831,4,BOS,True,2024-10-15 13:00:00,ABOVE,0.025403596785117513,0.372162692901971,BNBUSDT,1,0.0,14.649999999999977,2024-10-15 14:00:00,583.45,-0.45216269290197103,stop_loss
SHORT,588.3,567.96,599.6,1.8,TREND,37.2123,3.2464,7.3707,36.1936,4,BOS,True,2024-10-22 08:00:00,BELOW,0.029802933694659875,0.33677315074965863,BNBUSDT,4,0.0,11.300000000000068,2024-10-22 12:00:00,599.6,-0.41677315074965865,stop_loss
LONG,593.45,631.25,592.3,1.8,TREND,31.221,3.7,32.4324,11.0039,4,BOS,True,2024-10-24 05:00:00,ABOVE,0.029985286323341954,0.629691012790181,BNBUSDT,23,0.14285714285714285,21.0,2024-10-25 04:00:00,592.3,-0.11448307927184598,stop_loss
LONG,597.9,615.18,604.0,1.8,TREND,34.2223,3.2571,29.8246,12.8289,4,BOS,True,2024-10-28 20:00:00,ABOVE,0.05039671198277216,0.48380843503461385,BNBUSDT,23,1.3124999999999993,9.600000000000023,2024-10-29 19:00:00,604.0,0.22741994309491131,stop_loss
SHORT,590.55,572.64,588.75,1.8,TREND,28.0526,3.3107,5.3937,29.5577,4,BOS,True,2024-10-31 04:00:00,BELOW,0.03711556922262347,0.36929991376510524,BNBUSDT,16,1.7638190954773743,9.950000000000045,2024-10-31 20:00:00,572.64,0.5847398447771852,take_profit
SHORT,543.7,514.0,560.2,1.8,TREND,23.2607,3.9464,8.5068,37.4661,4,BOS,True,2024-11-04 21:00:00,BELOW,0.02501778972204143,0.41279353041368355,BNBUSDT,10,0.0,16.5,2024-11-05 07:00:00,560.2,-0.49279353041368357,stop_loss
LONG,588.35,604.91,579.15,1.8,TREND,29.6114,4.425,29.54,15.3349,4,BOS,True,2024-11-06 19:00:00,ABOVE,0.040179140377284726,0.3696480914710213,BNBUSDT,6,1.4945652173912969,9.200000000000045,2024-11-07 01:00:00,604.91,0.5853665646478329,take_profit
LONG,608.95,662.59,591.5,1.8,TREND,43.4472,5.0786,38.1857,2.8833,4,BOS,True,2024-11-07 02:00:00,ABOVE,0.011344256507312403,0.33805884391791036,BNBUSDT,11,0.0,29.800000000000068,2024-11-07 13:00:00,591.5,-0.27795727605260195,stop_loss
LONG,635.7,712.47,631.75,1.8,TREND,28.9917,7.2321,48.4938,10.6667,4,BOS,True,2024-11-09 03:00:00,ABOVE,0.008694306532112742,0.3708121735946092,BNBUSDT,40,0.15357561547479345,42.65000000000009,2024-11-10 19:00:00,631.75,-0.11434251080184572,stop_loss
LONG,647.6,699.62,660.5,1.8,TREND,32.9642,6.7179,36.9484,12.5997,4,BOS,True,2024-11-23 01:00:00,ABOVE,0.021877628401146192,0.6322634607931245,BNBUSDT,15,0.9826989619377162,28.899999999999977,2024-11-23 16:00:00,660.5,0.20222140637478536,stop_loss
LONG,654.2,701.0,646.15,1.8,TREND,34.4817,8.2679,28.3801,10.2808,4,BOS,True,2024-12-03 00:00:00,ABOVE,0.01874469439406162,0.4873620542456021,BNBUSDT,12,0.08846153846153672,26.0,2024-12-03 12:00:00,646.15,-0.2308947898721973,stop_loss
LONG,678.75,779.46,744.65,1.8,TREND,36.2541,10.25,32.4739,22.1951,4,BOS,True,2024-12-03 18:00:00,ABOVE,0.006016258155120175,0.33660964377897407,BNBUSDT,14,1.803395889186772,55.950000000000045,2024-12-04 08:00:00,779.46,0.5258973588021532,take_profit
LONG,269.45,291.536,279.67,1.8,TREND,29.4658,6.0814,30.2208,9.1379,3,BOS,True,2024-12-06 15:00:00,ABOVE,0.03708125101678418,0.45498694997594125,AAVEUSDT,10,1.4653626731866378,12.269999999999982,2024-12-07 01:00:00,279.67,0.2989703853915353,stop_loss
LONG,24.94,28.855,25.163,1.8,TREND,39.9628,0.5025,25.3447,17.4129,4,BOS,True,2024-12-06 19:00:00,ABOVE,0.15559542318926456,0.3384200454366505,LINKUSDT,14,0.7811494252873552,2.1750000000000007,2024-12-07 09:00:00,25.163,-0.04530222062879417,stop_loss
LONG,17.591,20.5628,17.357,1.8,TREND,32.6015,0.4763,33.3233,8.6083,4,BOS,True,2024-12-06 18:00:00,ABOVE,0.38490468859811483,0.6354776408754882,UNIUSDT,18,0.40763173834039834,1.6510000000000016,2024-12-07 12:00:00,17.357,-0.17006769713195954,stop_loss
LONG,0.458,0.4855,0.4488,1.8,TREND,35.9293,0.0073,32.5886,11.752,4,BOS,True,2024-12-07 16:00:00,ABOVE,32.18714854242767,0.48924465784490034,DOGEUSDT,17,1.1138157894736849,0.015199999999999991,2024-12-08 09:00:00,0.4488,-0.3761217665903359,stop_loss
SHORT,8.555,6.8378,8.839,1.8,TREND,35.0738,0.1728,8.3506,43.241,4,BOS,True,2024-12-09 08:00:00,BELOW,0.5108746251158591,0.48737439236052993,AXSUSDT,13,1.0534591194968546,0.9540000000000006,2024-12-09 21:00:00,6.8378,0.7972739062489533,take_profit
SHORT,9.56,7.958,9.846,1.8,TREND,41.5942,0.1749,6.1249,40.1388,4,BOS,True,2024-12-09 08:00:00,BELOW,0.3791157762527896,0.33741304086498225,DOTUSDT,13,1.310112359550564,0.8899999999999988,2024-12-09 21:00:00,7.958,0.5273434735569691,take_profit
SHORT,124.49,102.368,127.25,1.8,TREND,30.082,2.2771,11.857,41.8758,4,BOS,True,2024-12-09 08:00:00,BELOW,0.03569055761793952,0.4386369531244769,LTCUSDT,13,1.2530512611879563,12.290000000000006,2024-12-09 21:00:00,102.368,0.709546515624058,take_profit
SHORT,107.45,94.076,111.51,1.8,TREND,42.8361,3.0971,16.9742,31.988,3,BOS,True,2024-12-10 16:00:00,BELOW,0.056655782126888043,0.42095246120277774,LTCUSDT,16,0.7321668909825038,7.429999999999993,2024-12-11 08:00:00,111.51,-0.3100224754351656,stop_loss
SHORT,6.266,5.2526,6.496,1.8,TREND,41.7129,0.2149,19.2154,32.0146,3,BOS,True,2024-12-10 16:00:00,BELOW,0.7476953129711864,0.42095246120277774,NEARUSDT,16,0.543516873889876,0.5629999999999997,2024-12-11 08:00:00,6.496,-0.2519699219833732,stop_loss
LONG,16.49,18.7796,16.895,1.8,TREND,23.9614,0.3895,34.3297,15.6978,3,BOS,True,2024-12-11 13:00:00,ABOVE,0.4022070807212647,0.5116074066774481,UNIUSDT,16,1.7350628930817638,1.2719999999999985,2024-12-12 05:00:00,18.7796,0.8408933320194077,take_profit
LONG,0.3203,0.3772,0.30322,1.8,TREND,25.2377,0.0078,44.7194,10.138,4,BOS,True,2024-12-13 12:00:00,ABOVE,12.022574151791147,0.3799133431965998,HBARUSDT,19,0.0,0.03159999999999996,2024-12-14 07:00:00,0.30322,-0.28534556651259263,stop_loss
LONG,53.61,58.911,52.03,1.8,TREND,31.35,0.8918,20.5847,7.8494,5,BOS,True,2024-12-14 01:00:00,ABOVE,0.22021695735015814,0.6485389393962158,AVAXUSDT,11,0.0,2.9450000000000003,2024-12-14 12:00:00,52.03,-0.4279427926132495,stop_loss
SHORT,523.4,473.0,534.0,1.8,TREND,35.5931,6.3214,13.3333,25.9887,4,BOS,True,2024-12-14 13:00:00,BELOW,0.017690331459360893,0.49532928086210504,BCHUSDT,10,0.09999999999999838,28.0,2024-12-14 23:00:00,534.0,-0.26751751346922586,stop_loss
SHORT,16.496,14.948,16.907,1.8,TREND,24.385,0.2596,11.3099,31.4254,3,BOS,True,2024-12-14 13:00:00,BELOW,0.5956553665704086,0.5122636152505532,UNIUSDT,12,0.0,0.860000000000003,2024-12-15 01:00:00,16.907,-0.32481435566043876,stop_loss
SHORT,119.67,112.182,120.18,1.8,TREND,37.9094,1.595,11.33,23.4662,3,BOS,True,2024-12-14 12:00:00,BELOW,0.10075114810434839,0.41912477611408894,LTCUSDT,26,1.0288461538461549,4.159999999999997,2024-12-15 14:00:00,120.18,-0.1313830855332182,stop_loss
SHORT,3844.45,3722.644,3912.12,1.8,TREND,36.6348,28.3271,16.201,23.4177,4,BOS,True,2024-12-15 07:00:00,BELOW,0.005037404594452394,0.34088116890659387,ETHUSDT,9,0.0,67.67000000000007,2024-12-15 16:00:00,3912.12,-0.4208811689065939,stop_loss
SHORT,7.532,6.7976,7.896,1.8,TREND,30.1294,0.1106,13.9445,32.7308,3,BOS,True,2024-12-14 13:00:00,BELOW,1.3354465905595958,0.5448622089483156,AXSUSDT,35,0.41421568627450844,0.40800000000000036,2024-12-16 00:00:00,7.896,-0.5661025589636927,stop_loss
LONG,553.5,606.24,534.3,1.8,TREND,23.8794,6.8857,33.8174,19.6058,4,BOS,True,2024-12-16 00:00:00,ABOVE,0.014058942368850896,0.4119270114073306,BCHUSDT,8,0.0,29.299999999999955,2024-12-16 08:00:00,534.3,-0.34993169348193787,stop_loss
LONG,6.893,7.7768,6.623,1.8,TREND,24.3688,0.1149,37.6866,17.7239,4,BOS,True,2024-12-16 00:00:00,ABOVE,0.8389552167155415,0.4119270114073306,FILUSDT,8,0.0,0.49099999999999966,2024-12-16 08:00:00,6.623,-0.3065179085131959,stop_loss
LONG,16.958,18.272,16.228,1.8,TREND,23.3404,0.2829,19.1618,10.1237,4,BOS,True,2024-12-16 17:00:00,ABOVE,0.560499999598545,0.4091649997069361,UNIUSDT,6,0.34657534246575505,0.7299999999999969,2024-12-16 23:00:00,16.228,-0.4891649997069361,stop_loss
SHORT,211.75,198.7,215.73,1.8,TREND,24.828,2.9579,15.7208,27.2639,4,BOS,True,2024-12-17 00:00:00,BELOW,0.056152667306299205,0.4071068379706692,SOLUSDT,7,0.0,7.25,2024-12-17 07:00:00,215.73,-0.30348761587907025,stop_loss
LONG,724.2,760.56,720.25,1.8,TREND,28.0767,5.0571,26.2712,13.2062,5,BOS,True,2024-12-16 17:00:00,ABOVE,0.018230123749318896,0.3682484997362425,BNBUSDT,29,0.4108910891089077,20.200000000000045,2024-12-17 22:00:00,720.25,-0.15200898880981045,stop_loss
LONG,2.5886,2.8181,2.5778,1.8,TREND,37.1625,0.0351,35.9959,13.8415,4,BOS,True,2024-12-17 09:00:00,ABOVE,2.6042561315092505,0.3320426567674293,XRPUSDT,13,0.9960784313725477,0.12749999999999995,2024-12-17 22:00:00,2.5778,-0.10812596622030028,stop_loss
SHORT,27.19,24.9922,27.942,1.8,TREND,28.9234,0.5965,12.2021,26.7752,4,BOS,True,2024-12-18 04:00:00,BELOW,0.2983307587249893,0.36426185640321196,LINKUSDT,15,0.6486486486486499,1.221,2024-12-18 19:00:00,27.942,-0.30434473056119166,stop_loss
SHORT,484.8,407.94,484.3,1.8,TREND,37.8422,10.3357,10.6427,46.1645,4,BOS,True,2024-12-18 20:00:00,BELOW,0.007730665935592068,0.3300994354497812,BCHUSDT,14,0.30679156908665167,42.69999999999999,2024-12-19 10:00:00,484.3,-0.07613466703220396,stop_loss
