direction,entry,entry_level,tp,sl,rr,regime,adx,atr,plus_di,minus_di,confidence,confidence_bucket,bos,fvg,liquidity_sweep,bos_strength,range,volume,fvg_size,signal_type,has_fvg,nearest_level,last_swing_low,last_swing_high,timestamp,confidence_threshold_used,entry_mode,candles_since_bos,ema_position,position_size,risk_amount,symbol,bars_alive,max_r,initial_risk,mfe_r,mae_r,max_r_reached,max_price_since_entry,min_price_since_entry,original_sl,scale_level,entry_idx,trailing_type,swing_trail_updates,signal_id,exit_time,exit_price,pnl,exit_reason,exit_type,last_structure_swing_price,last_structure_swing_idx
LONG,6.927,2.0,,6.691,-1.0,TREND,34.4966,0.0609,27.23,10.2113,5.0,full,BULLISH_BOS,True,,,0.036000000000000476,,,BOS,True,,6.691,,2023-09-07 01:00:00,2.5,zone,,ABOVE,4.037280266707891,0.9527981429430614,ATOMUSDT,75,0.22881355932203526,0.23599999999999977,0.29237288135593603,1.923728813559323,0.29237288135593603,6.996,6.473,6.691,0,3871,R,0,30,2023-09-10 04:00:00,6.691,-0.9527981429430614,stop_loss,SL,,
LONG,6.6304,1.0,,6.8332,2.0,TREND,33.6986,0.0415,23.2358,13.7694,3.5,half,BULLISH_BOS,False,SWEEP_HIGH,,0.06400000000000006,,,BOS,False,,6.529,,2023-09-14 14:00:00,2.5,zone,,ABOVE,4.651233538035657,0.4716350807568154,ATOMUSDT,14,2.6489151873767294,0.10139999999999993,4.128205128205136,0.043392504930961716,4.128205128205136,7.049,6.626,6.529,0,4052,R,1,31,2023-09-15 04:00:00,6.8332,0.9432701615136307,stop_loss,trailing_stop,6.792,4063.0
LONG,6.706,1.0,,6.7837,0.438983050847452,TREND,33.6986,0.0415,23.2358,13.7694,3.5,half,BULLISH_BOS,False,SWEEP_HIGH,,0.06400000000000006,,,BOS,False,,6.529,,2023-09-14 18:00:00,2.5,zone,,ABOVE,4.651233538035657,0.4716350807568154,ATOMUSDT,20,1.107344632768357,0.1770000000000005,1.9378531073446272,0.09039548022598853,1.9378531073446272,7.049,6.69,6.529,1,4052,R,0,31,2023-09-15 14:00:00,6.7837,0.3614008459053669,stop_loss,trailing_stop,,
LONG,6.873,1.0,,6.7837,-0.3680956306677678,TREND,33.6986,0.0415,23.2358,13.7694,3.5,half,BULLISH_BOS,False,SWEEP_HIGH,,0.06400000000000006,,,BOS,False,,6.529,,2023-09-14 22:00:00,2.5,zone,,ABOVE,4.651233538035657,0.4716350807568154,ATOMUSDT,16,0.11953833470733664,0.24260000000000037,0.7254740313272873,0.5111294311624087,0.7254740313272873,7.049,6.749,6.529,2,4052,R,0,31,2023-09-15 14:00:00,6.7837,-0.415355154946587,stop_loss,trailing_stop,,
LONG,7.0633,1.0,,7.30256,0.8356968215158924,TREND,31.8758,0.0572,41.3233,7.8652,5.0,full,BULLISH_BOS,True,,,0.1459999999999999,,,BOS,True,,6.777,,2023-09-16 02:00:00,2.5,zone,,ABOVE,3.3257538247934177,0.9521633200383548,ATOMUSDT,75,1.396088019559904,0.2862999999999998,1.4729304924903972,0.8113866573524264,1.4729304924903972,7.485,6.831,6.777,0,4088,structure,3,32,2023-09-19 05:00:00,7.30256,0.7957198601200725,stop_loss,trailing_stop,7.314,4158.0
LONG,7.356,1.0,,7.30256,-0.099619715159198,TREND,31.8758,0.0572,41.3233,7.8652,5.0,full,BULLISH_BOS,True,,,0.1459999999999999,,,BOS,True,,6.777,,2023-09-18 10:00:00,2.5,zone,,ABOVE,3.3257538247934177,0.9521633200383548,ATOMUSDT,19,0.19946312728357365,0.5364399999999998,0.24047423756617795,0.18827827902468125,0.24047423756617795,7.485,7.255,6.777,1,4088,structure,1,32,2023-09-19 05:00:00,7.30256,-0.17772828439696076,stop_loss,trailing_stop,6.831,4134.0
LONG,7.1322,1.0,,7.067,-1.0,TREND,38.2214,0.0449,17.965,11.2878,4.5,full,BULLISH_BOS,False,SWEEP_HIGH,,0.07399999999999984,,,BOS,False,,7.067,,2023-09-29 07:00:00,2.5,zone,,ABOVE,4.7917161789779295,0.9583432357955859,ATOMUSDT,7,0.3803680981595086,0.06519999999999992,0.8098159509202388,1.0,0.8098159509202388,7.185,7.067,7.067,0,4405,R,0,33,2023-09-29 14:00:00,7.067,-0.3124198948693606,stop_loss,SL,,
LONG,7.3509,1.0,,7.506700000000001,2.0,TREND,35.4402,0.0518,35.5862,2.069,4.5,full,BULLISH_BOS,False,SWEEP_HIGH,,0.09299999999999997,,,BOS,False,,7.273,,2023-10-01 18:00:00,2.5,zone,,ABOVE,4.776095184234461,0.9552190368468922,ATOMUSDT,6,3.4287548138639066,0.07790000000000052,4.096277278562228,0.0,4.096277278562228,7.67,7.3509,7.273,0,4464,R,0,34,2023-10-02 00:00:00,7.506700000000001,0.744115629703734,stop_loss,trailing_stop,,
LONG,7.437,1.0,,7.506700000000001,0.4250000000000045,TREND,35.4402,0.0518,35.5862,2.069,4.5,full,BULLISH_BOS,False,SWEEP_HIGH,,0.09299999999999997,,,BOS,False,,7.273,,2023-10-01 19:00:00,2.5,zone,,ABOVE,4.776095184234461,0.9552190368468922,ATOMUSDT,5,1.1036585365853622,0.1640000000000006,1.420731707317066,0.2073170731707352,1.420731707317066,7.67,7.403,7.273,1,4464,R,0,34,2023-10-02 00:00:00,7.506700000000001,0.33289383434114667,stop_loss,trailing_stop,,
LONG,7.618,1.0,,7.506700000000001,-1.0,TREND,35.4402,0.0518,35.5862,2.069,4.5,full,BULLISH_BOS,False,SWEEP_HIGH,,0.09299999999999997,,,BOS,False,,7.273,,2023-10-01 22:00:00,2.5,zone,,ABOVE,4.776095184234461,0.9552190368468922,ATOMUSDT,2,0.0,0.11129999999999907,0.04492362982928962,1.0601976639712607,0.04492362982928962,7.623,7.5,7.273,2,4464,R,0,34,2023-10-02 00:00:00,7.506700000000001,-0.5315793940052911,stop_loss,trailing_stop,,
LONG,2.1522,1.0,,2.16942,0.39953596287703125,TREND,32.7538,0.0224,25.717,17.9414,5.0,full,BULLISH_BOS,True,,,0.02069999999999972,,,BOS,True,,2.1091,,2023-10-22 06:00:00,2.5,zone,,ABOVE,4.803366687736441,0.9606733375472881,TONUSDT,24,1.8422273781902516,0.043099999999999916,2.032482598607885,0.8538283062645016,2.032482598607885,2.2398,2.1154,2.1091,0,272,structure,3,35,2023-10-23 06:00:00,2.16942,0.08271397436282157,stop_loss,trailing_stop,2.1739,288.0
LONG,2.1641,1.0,,2.16942,0.10003760812335907,TREND,32.7538,0.0224,25.717,17.9414,5.0,full,BULLISH_BOS,True,,,0.02069999999999972,,,BOS,True,,2.1091,,2023-10-22 12:00:00,2.5,zone,,ABOVE,4.803366687736441,0.9606733375472881,TONUSDT,18,1.2692741632192586,0.05317999999999978,1.4234674689733018,0.3572771718691276,1.4234674689733018,2.2398,2.1451,2.1091,1,272,structure,1,35,2023-10-23 06:00:00,2.16942,0.02555391077875889,stop_loss,trailing_stop,2.1154,274.0
LONG,2.1896,1.0,,2.16942,-1.0,TREND,32.7538,0.0224,25.717,17.9414,5.0,full,BULLISH_BOS,True,,,0.02069999999999972,,,BOS,True,,2.1091,,2023-10-23 04:00:00,2.5,zone,,ABOVE,4.803366687736441,0.9606733375472881,TONUSDT,2,0.0,0.020179999999999865,0.8176412289395586,1.8235877106045684,0.8176412289395586,2.2061,2.1528,2.1091,2,272,structure,3,35,2023-10-23 06:00:00,2.16942,-0.09693193975852073,stop_loss,trailing_stop,2.1739,288.0
