symbol,direction,entry,entry_level,zone_size_at_entry,tp,sl,rr,regime,adx,atr,plus_di,minus_di,confidence,confidence_bucket,position_size_multiplier,trade_type,tf,bos,fvg,liquidity_sweep,bos_strength,range,volume,fvg_size,signal_type,has_fvg,nearest_level,last_swing_low,last_swing_high,timestamp,confidence_threshold_used,entry_type,zone_entry_type,htf_filter_variant,htf_filter_applied,entry_mode,candles_since_bos,ema_position,mtf_tf,position_size,risk_amount,trade_risk,stop_distance,max_leverage,requested_size,actual_size,capital_before_entry,risk_percent,allocated_capital,log_message,sizing_warning,capital_after_entry,bars_alive,max_r,initial_risk,mfe_r,mae_r,max_r_reached,max_price_since_entry,min_price_since_entry,original_sl,scale_level,realized_pnl,realized_r,mfe_valid,mae_valid,partial_tp_hits,tp1_taken,tp1_price,signal_id,entry_bar_index,exit_time,exit_price,pnl,exit_reason,exit_type,capital_after_exit,anomaly_flags
DOTUSDT,LONG,4.417,2.0,0.032036,,4.427,-0.05577508196720843,TREND,42.3757,0.0427,23.4114,7.6923,2.5,below_3,1.0,standalone,30m,BULLISH_BOS,False,,,0.03300000000000036,,,BOS,False,,4.39,,2024-09-24 01:00:00,2.0,zone,full,NONE,False,zone,,ABOVE,30m,23.419203747072622,1.0,1.0,0.04269999999999996,3.0,103.44262295081977,103.44262295081977,100.0,0.01,103.44262295081977,"ENTRY DOTUSDT: notional=103.442623, capital=100.00, units=23.419204, risk_amount=1.0000, trade_risk=1.0000",False,100.0,1,0.020000000000000462,1.0,0.025000000000000355,0.019000000000000128,0.025000000000000355,4.442,4.398,4.3743,0,0.0,-0.05577508196720843,True,True,0,False,5.417,1,263,2024-09-24 02:00:00,4.427,-0.05577508196720843,stop_loss,trailing_stop,99.94422491803279,
DOTUSDT,LONG,4.456,1.0,0.031071,,4.613,2.487990737931009,TREND,48.1134,0.0414,21.3793,8.9655,3.5,3_to_4,0.5,standalone,30m,BULLISH_BOS,False,,,0.054999999999999716,,,BOS,False,,4.398,,2024-09-24 05:00:00,2.0,zone,full,NONE,False,zone,,ABOVE,30m,17.231762916901992,0.9994422491803279,0.9994422491803279,0.05800000000000072,3.0,76.78473555771528,76.78473555771528,99.94422491803279,0.01,76.78473555771528,"ENTRY DOTUSDT: notional=76.784736, capital=99.94, units=17.231763, risk_amount=0.9994, trade_risk=0.9994",False,99.94422491803279,29,0.2191222155953561,0.9994422491803279,0.22812723815406974,0.0,0.22812723815406974,4.684,4.456,4.398,0,0.0,2.487990737931009,True,True,0,False,5.4554422491803285,2,267,2024-09-25 10:00:00,4.613,2.4866030590575914,take_profit,TP,102.43082797709037,
FILUSDT,LONG,3.924,,0.032679,,3.899,-0.15768513157894543,TREND,38.4312,0.0436,38.5246,0.0,2.5,below_3,1.0,standalone,15m,BULLISH_BOS,False,,,0.029999999999999805,,,BOS,False,,3.696,,2024-09-25 05:00:00,2.0,momentum,momentum,NONE,False,momentum,,ABOVE,15m,4.383518636755829,0.9994422491803279,0.999442249180328,0.22799999999999976,3.0,17.20092713062987,17.20092713062987,99.94422491803279,0.01,17.20092713062987,"ENTRY FILUSDT: notional=17.200927, capital=99.94, units=4.383519, risk_amount=0.9994, trade_risk=0.9994",False,99.94422491803279,5,0.007003906434554896,0.999442249180328,0.025013951551981266,0.04102288054524934,0.025013951551981266,3.949,3.883,3.696,0,0.0,-0.15768513157894543,True,True,0,False,4.923442249180328,3,291,2024-09-25 10:00:00,3.899,-0.15759718256755717,stop_loss,trailing_stop,102.27323079452282,
DOTUSDT,LONG,4.743,1.0,0.030804,,4.613,-0.9114551082802549,TREND,33.0809,0.0411,23.1304,12.3478,3.5,3_to_4,0.5,aligned,30m,BULLISH_BOS,False,SWEEP_HIGH,,0.05900000000000016,,,BOS,False,,4.586,,2024-09-25 15:00:00,2.0,zone,full,NONE,False,zone,,ABOVE,30m,6.5142185219441275,1.0227323079452282,1.0227323079452282,0.15700000000000003,3.0,30.896938449581,30.896938449581,102.27323079452282,0.01,30.896938449581,"ENTRY DOTUSDT: notional=30.896938, capital=102.27, units=6.514219, risk_amount=1.0227, trade_risk=1.0227",False,102.27323079452282,9,0.0,1.0227323079452282,0.02737764298876447,0.17306581460754988,0.02737764298876447,4.771,4.566,4.586,0,0.0,-0.9114551082802549,True,True,0,False,5.765732307945228,4,301,2024-09-26 00:00:00,4.613,-0.9321745864799329,stop_loss,trailing_stop,101.34105620804289,
FILUSDT,LONG,4.094,2.0,0.038411,,4.071,-0.16164793051643,TREND,34.6128,0.0512,28.4519,7.5314,2.5,below_3,1.0,aligned,15m,BULLISH_BOS,False,,,0.03500000000000014,,,BOS,False,,3.881,,2024-09-26 13:00:00,2.0,zone,full,NONE,False,zone,,ABOVE,15m,4.757796066105287,1.0134105620804288,1.0134105620804288,0.21300000000000052,3.0,19.47841709463505,19.47841709463505,101.34105620804289,0.01,19.47841709463505,"ENTRY FILUSDT: notional=19.478417, capital=101.34, units=4.757796, risk_amount=1.0134, trade_risk=1.0134",False,101.34105620804289,7,0.025655939431521658,1.0134105620804288,0.051311878863043316,0.04736481125819424,0.051311878863043316,4.146,4.046,3.881,0,0.0,-0.16164793051643,True,True,0,False,5.107410562080429,5,323,2024-09-26 20:00:00,4.071,-0.16381572012379342,stop_loss,trailing_stop,100.52022194463048,
DOTUSDT,LONG,4.801,1.0,0.036964,,4.782,-0.6483241519999844,TREND,40.4069,0.0493,33.6232,6.2319,3.5,3_to_4,0.5,aligned,30m,BULLISH_BOS,False,,,0.0600000000000005,,,BOS,False,,4.751,,2024-09-26 18:00:00,2.0,zone,full,NONE,False,zone,,ABOVE,30m,20.268211241608647,1.0134105620804288,1.0134105620804288,0.04999999999999982,3.0,97.30768217096312,97.30768217096312,101.34105620804289,0.01,97.30768217096312,"ENTRY DOTUSDT: notional=97.307682, capital=101.34, units=20.268211, risk_amount=1.0134, trade_risk=1.0134",False,101.34105620804289,1,0.0,1.0134105620804288,0.0276294732339462,0.025655939431521658,0.0276294732339462,4.829,4.775,4.751,0,0.0,-0.6483241519999844,True,True,0,False,5.814410562080429,6,328,2024-09-26 19:00:00,4.782,-0.6570185432886215,stop_loss,trailing_stop,100.68403766475427,
DOTUSDT,LONG,4.887,3.0,0.037661,,4.871,-0.21971263999999305,TREND,46.4549,0.0502,27.027,13.6558,2.5,below_3,1.0,aligned,30m,,False,SWEEP_HIGH,,0.052999999999999936,,,BOS,False,,4.752,,2024-09-27 02:00:00,2.0,momentum,full,NONE,False,momentum,8.0,ABOVE,30m,7.445942366268937,1.0052022194463048,1.0052022194463048,0.1349999999999998,3.0,36.38832034395629,36.38832034395629,100.52022194463048,0.01,36.38832034395629,"ENTRY DOTUSDT: notional=36.388320, capital=100.52, units=7.445942, risk_amount=1.0052, trade_risk=1.0052",False,100.52022194463048,15,0.05869465751130067,1.0052022194463048,0.07560667747218422,0.041782637550417126,0.07560667747218422,4.963,4.845,4.752,0,0.0,-0.21971263999999305,True,True,0,False,5.892202219446304,7,336,2024-09-27 17:00:00,4.871,-0.22085563336839997,stop_loss,trailing_stop,100.29936631126208,
XRPUSDT,LONG,0.608,3.0,0.004789,,0.6222,0.5448788506550204,TREND,40.327,0.0064,45.7494,7.9418,2.5,below_3,1.0,aligned,15m,,False,,,0.012900000000000023,,,BOS,False,,0.5851,,2024-09-28 10:00:00,2.0,momentum,full,NONE,False,momentum,1.0,ABOVE,15m,43.798849917581634,1.0029936631126208,1.0029936631126208,0.02290000000000003,3.0,26.629700749889633,26.629700749889633,100.29936631126208,0.01,26.629700749889633,"ENTRY XRPUSDT: notional=26.629701, capital=100.30, units=43.798850, risk_amount=1.0030, trade_risk=1.0030",False,100.29936631126208,9,0.015653139772865324,1.0029936631126208,0.017846573371610754,0.0,0.017846573371610754,0.6259,0.608,0.5851,0,0.0,0.5448788506550204,True,True,0,False,1.610993663112621,8,368,2024-09-28 19:00:00,0.6222,0.5465100343710736,take_profit,TP,100.84587634563314,
XRPUSDT,LONG,0.6595,1.0,0.007409,,0.6396,-0.5554666997442443,TREND,32.1548,0.0099,43.3839,5.2061,4.0,4_to_5,1.0,aligned,15m,BULLISH_BOS,True,,,0.015199999999999991,,,BOS,True,,0.6204,,2024-09-29 16:00:00,2.0,zone,full,NONE,False,zone,,ABOVE,15m,25.79178423161972,1.0084587634563316,1.0084587634563316,0.039100000000000024,3.0,17.009681700753205,17.009681700753205,100.84587634563314,0.01,17.009681700753205,"ENTRY XRPUSDT: notional=17.009682, capital=100.85, units=25.791784, risk_amount=1.0085, trade_risk=1.0085",False,100.84587634563314,6,0.0,1.0084587634563316,0.0,0.02131966202198704,0.0,0.6595,0.638,0.6204,0,0.0,-0.5554666997442443,True,True,0,False,1.6679587634563315,9,398,2024-09-29 22:00:00,0.6396,-0.56016526116525,stop_loss,trailing_stop,100.28571108446789,
DOTUSDT,SHORT,4.516,1.0,0.038679,,4.543,-0.3006258393939349,TREND,53.1349,0.0516,5.5402,28.2548,2.5,below_3,1.0,aligned,30m,BEARISH_BOS,False,,,0.04500000000000082,,,BOS,False,,,4.648,2024-09-30 20:00:00,2.0,zone,full,NONE,False,zone,,BELOW,30m,7.5974023548839495,1.0028571108446789,1.0028571108446789,0.13199999999999967,3.0,34.30986903465592,34.30986903465592,100.28571108446789,0.01,34.30986903465592,"ENTRY DOTUSDT: notional=34.309869, capital=100.29, units=7.597402, risk_amount=1.0029, trade_risk=1.0029",False,100.28571108446789,10,0.08675213952137413,1.0028571108446789,0.125641029651646,0.03888889013027098,0.125641029651646,4.555,4.39,4.648,0,0.0,-0.3006258393939349,True,True,0,False,3.513142889155321,10,426,2024-10-01 06:00:00,4.543,-0.30148476073985797,stop_loss,trailing_stop,99.98422632372804,
