direction,entry,entry_level,zone_size_at_entry,tp,sl,rr,regime,adx,atr,plus_di,minus_di,confidence,confidence_bucket,position_size_multiplier,bos,fvg,liquidity_sweep,bos_strength,range,volume,fvg_size,signal_type,has_fvg,nearest_level,last_swing_low,last_swing_high,timestamp,confidence_threshold_used,entry_type,zone_entry_type,htf_filter_variant,htf_filter_applied,entry_mode,candles_since_bos,ema_position,initial_risk,mtf_tf,position_size,risk_amount,capital_before_entry,trade_risk,symbol,bars_alive,max_r,mfe_r,mae_r,max_r_reached,max_price_since_entry,min_price_since_entry,original_sl,scale_level,realized_pnl,realized_r,mfe_valid,mae_valid,partial_tp_hits,tp1_taken,tp1_price,signal_id,entry_bar_index,exit_time,exit_price,pnl,exit_reason,exit_type
SHORT,5.814,1.0,0.062036,,5.888,-0.2474916387959858,TREND,35.3251,0.0827,4.8359,39.2055,3.0,3_to_4,0.5,,True,,,0.10999999999999943,,,BOS,True,,,6.113,2024-04-29 07:45:00,2.5,momentum,full,NONE,False,momentum,10.0,ABOVE,0.2990000000000004,15m,546.8084699894588,163.49573252684837,32699.146505369674,163.49573252684837,FILUSDT,2,0.10033444816053583,0.25083612040133807,0.3578595317725755,0.25083612040133807,5.921,5.739,6.113,0,0.0,-0.2474916387959858,True,True,0,False,5.515,977,20383,2024-04-29 09:00:00,5.888,-40.463826779219865,stop_loss,trailing_stop
SHORT,394.56,,5.759464,,386.61,1.005725190839695,TREND,34.1421,7.6793,11.5803,23.1885,3.5,3_to_4,0.5,,False,SWEEP_LOW,,6.180000000000007,,,BOS,False,,,410.28,2024-04-30 07:00:00,2.5,momentum,,NONE,False,momentum,11.0,BELOW,15.71999999999997,15m,5.1783787107194295,162.80822666501857,32561.64533300371,162.80822666501857,TAOUSDT,14,1.5324427480916043,1.8784987277353744,0.0,1.8784987277353744,394.56,365.03,410.28,0,81.40411333250928,1.005725190839695,True,True,1,True,378.84000000000003,978,2181,2024-04-30 21:00:00,386.61,122.5722240827287,take_profit,TP
SHORT,379.62,,5.759464,,386.61,0.1890569395017792,TREND,34.1421,7.6793,11.5803,23.1885,3.5,3_to_4,0.5,,False,SWEEP_LOW,,6.180000000000007,,,BOS,False,,,410.28,2024-04-30 08:00:00,2.5,momentum,,NONE,False,momentum,11.0,BELOW,22.480000000000018,15m,5.1783787107194295,162.80822666501857,32561.64533300371,116.40995341697287,TAOUSDT,13,0.40702846975088836,0.6490213523131682,0.3487544483985751,0.6490213523131682,387.46,365.03,410.28,1,81.40411333250928,0.1890569395017792,True,True,1,True,378.84000000000003,978,2181,2024-04-30 21:00:00,386.61,45.207246144580424,take_profit,TP
SHORT,1.1177,3.0,0.013323,,0.993,2.699134199134196,TREND,32.6398,0.0178,3.0559,36.9924,4.0,4_to_5,1.0,,True,SWEEP_LOW,,0.013700000000000045,,,BOS,True,,,1.1639,2024-04-30 12:00:00,2.5,momentum,full,NONE,False,momentum,1.0,ABOVE,0.04620000000000002,,1628.0822666501856,325.61645333003713,32561.64533300371,325.61645333003713,ARBUSDT,8,2.9978354978354957,3.274891774891771,0.0,3.274891774891771,1.1177,0.9664,1.1639,0,0.0,2.699134199134196,True,True,0,False,1.0715,979,9694,2024-04-30 20:00:00,0.993,203.02185865127802,take_profit,TP
SHORT,550.6,3.0,6.1125,,552.05,-0.026976744186045242,TREND,31.0585,8.15,10.6486,38.475,4.0,4_to_5,1.0,,True,SWEEP_LOW,,8.849999999999909,,,BOS,True,,,604.35,2024-05-01 09:00:00,2.5,momentum,full,NONE,False,momentum,1.0,ABOVE,53.75,15m,6.126966820815312,329.324466618823,32932.4466618823,329.324466618823,BNBUSDT,4,0.009302325581395349,0.08930232558139661,0.09395348837209218,0.08930232558139661,555.65,545.8,604.35,0,0.0,-0.026976744186045242,True,True,0,False,496.85,980,20432,2024-05-01 12:00:00,552.05,-8.884101890181785,stop_loss,trailing_stop
SHORT,5.371,,0.071946,,5.628,-0.35893854748603343,TREND,36.2689,0.0959,8.7118,36.7833,4.0,4_to_5,1.0,,True,SWEEP_LOW,,0.125,,,BOS,True,,,6.087,2024-05-01 09:00:00,2.5,momentum,,NONE,False,momentum,1.0,ABOVE,0.7159999999999993,15m,459.9503723726583,329.324466618823,32932.4466618823,329.324466618823,FILUSDT,10,0.058659217877096013,0.10474860335195565,0.5642458100558664,0.10474860335195565,5.775,5.296,6.087,0,0.0,-0.35893854748603343,True,True,0,False,4.655000000000001,981,20432,2024-05-01 18:00:00,5.628,-118.20724569977304,stop_loss,trailing_stop
LONG,0.0069,,0.000192,,0.0067701,-0.4479310344827582,TREND,34.7171,0.0003,44.0077,5.157,3.0,3_to_4,0.5,,True,,,0.0001158000000000001,,,BOS,True,,0.0072,,2024-05-01 22:00:00,2.5,momentum,,NONE,False,momentum,3.0,ABOVE,0.00028999999999999946,15m,1640.2677657146176,164.02677657146174,32805.35531429235,164.02677657146174,1000PEPEUSDT,3,0.29482758620689886,0.591034482758623,0.8386206896551734,0.591034482758623,0.0070714,0.0066568,0.00661,0,0.0,-0.4479310344827582,True,True,0,False,0.007189999999999999,982,8747,2024-05-02 01:00:00,0.0067701,-0.2130707827663282,stop_loss,trailing_stop
LONG,2.7863,3.0,0.056695,,3.2837,4.696883852691212,TREND,38.3272,0.0756,29.4434,10.4318,4.0,4_to_5,1.0,,True,,,0.0394000000000001,,,BOS,True,,2.6922,,2024-05-03 12:15:00,2.5,momentum,full,NONE,False,momentum,9.0,ABOVE,0.1059000000000001,15m,1640.257112175479,328.05142243509584,32805.14224350958,328.05142243509584,WIFUSDT,37,6.407932011331437,6.592067988668546,0.0,6.592067988668546,3.4844,2.7863,2.6804,0,0.0,4.696883852691212,True,True,0,False,2.8922000000000003,983,2712,2024-05-05 01:00:00,3.2837,815.863887596083,take_profit,TP
LONG,2.9832,3.0,0.056695,,3.2837,1.1742868307932786,TREND,38.3272,0.0756,29.4434,10.4318,4.0,4_to_5,1.0,,True,,,0.0394000000000001,,,BOS,True,,2.6922,,2024-05-03 13:00:00,2.5,momentum,full,NONE,False,momentum,9.0,ABOVE,0.2559,15m,903.7759000263475,328.05142243509584,32805.14224350958,231.27625281674233,WIFUSDT,36,1.8823759280969128,1.9585775693630318,0.2610394685424001,1.9585775693630318,3.4844,2.9164,2.6804,1,0.0,1.1742868307932786,True,True,0,False,2.8922000000000003,983,2712,2024-05-05 01:00:00,3.2837,271.5846579579174,take_profit,TP
LONG,2.9765,3.0,0.056695,,3.2837,4.260748959778069,TREND,38.3272,0.0756,29.4434,10.4318,4.0,4_to_5,1.0,,True,,,0.0394000000000001,,,BOS,True,,2.6922,,2024-05-03 14:00:00,2.5,momentum,full,NONE,False,momentum,9.0,ABOVE,0.07210000000000027,15m,875.4440577683181,328.05142243509584,32805.14224350958,63.11951656509598,WIFUSDT,35,6.773925104022164,7.044382801664326,0.6241331484049897,7.044382801664326,3.4844,2.9315,2.6804,2,0.0,4.260748959778069,True,True,0,False,2.8922000000000003,983,2712,2024-05-05 01:00:00,3.2837,268.9364145464273,take_profit,TP
LONG,2.7258,,0.028254,,2.8879,1.9792429792429789,TREND,33.86,0.0377,30.0152,10.1251,4.0,4_to_5,1.0,,True,,,0.059399999999999675,,,BOS,True,,2.6439,,2024-05-05 20:00:00,2.5,momentum,,NONE,False,momentum,9.0,BELOW,0.08190000000000008,,1708.0763601805004,341.61527203610007,34161.52720361001,341.61527203610007,OPUSDT,2,2.1758241758241725,2.4395604395604393,0.0,2.4395604395604393,2.9256,2.7258,2.6439,0,0.0,1.9792429792429789,True,True,0,False,2.8077,984,16907,2024-05-05 22:00:00,2.8879,276.87917798525933,take_profit,TP
LONG,2.904,,0.028254,,2.8879,-1.0,TREND,33.86,0.0377,30.0152,10.1251,4.0,4_to_5,1.0,,True,,,0.059399999999999675,,,BOS,True,,2.6439,,2024-05-05 21:00:00,2.5,momentum,,NONE,False,momentum,9.0,BELOW,0.01609999999999978,,1708.0763601805004,341.61527203610007,34161.52720361001,27.50002939890568,OPUSDT,1,0.0,0.3354037267080973,1.745341614906843,0.3354037267080973,2.9094,2.8759,2.6439,1,0.0,-1.0,True,True,0,False,2.8077,984,16907,2024-05-05 22:00:00,2.8879,-27.50002939890568,stop_loss,trailing_stop
LONG,2.7381,,0.028634,,2.8957,3.177419354838689,TREND,35.1269,0.0382,28.8868,14.406,4.0,4_to_5,1.0,,True,SWEEP_HIGH,,0.0484,,,BOS,True,,2.6885,,2024-05-06 01:00:00,2.5,momentum,,NONE,False,momentum,14.0,BELOW,0.04960000000000031,,1720.545317609818,344.1090635219636,34410.90635219636,344.1090635219636,OPUSDT,3,3.7520161290322287,4.544354838709641,0.0,4.544354838709641,2.9635,2.7381,2.6885,0,0.0,3.177419354838689,True,True,0,False,2.7877000000000005,985,16912,2024-05-06 04:00:00,2.8957,271.1579420553073,take_profit,TP
LONG,2.9242,,0.028634,,2.8957,-1.0,TREND,35.1269,0.0382,28.8868,14.406,4.0,4_to_5,1.0,,True,SWEEP_HIGH,,0.0484,,,BOS,True,,2.6885,,2024-05-06 02:00:00,2.5,momentum,,NONE,False,momentum,14.0,BELOW,0.028499999999999748,,1720.545317609818,344.1090635219636,34410.90635219636,49.03554155187938,OPUSDT,2,0.0,0.34035087719298696,1.2842105263157997,0.34035087719298696,2.9339,2.8876,2.6885,1,0.0,-1.0,True,True,0,False,2.7877000000000005,985,16912,2024-05-06 04:00:00,2.8957,-49.03554155187938,stop_loss,trailing_stop
LONG,2.9138,,0.028634,,2.8957,-1.0,TREND,35.1269,0.0382,28.8868,14.406,4.0,4_to_5,1.0,,True,SWEEP_HIGH,,0.0484,,,BOS,True,,2.6885,,2024-05-06 03:00:00,2.5,momentum,,NONE,False,momentum,14.0,BELOW,0.018100000000000005,,1321.302757722484,344.1090635219636,34410.90635219636,23.91557991477697,OPUSDT,1,0.18232044198894243,0.18232044198894243,1.447513812154708,0.18232044198894243,2.9171,2.8876,2.6885,2,0.0,-1.0,True,True,0,False,2.7877000000000005,985,16912,2024-05-06 04:00:00,2.8957,-23.91557991477697,stop_loss,trailing_stop
SHORT,1.0626,2.0,0.01252,,1.074,-0.1826347305389293,TREND,37.6474,0.0167,3.3376,40.9927,5.0,5_plus,1.25,BEARISH_BOS,True,,,0.007200000000000095,,,BOS,True,,,1.0791,2024-05-06 23:00:00,2.5,zone,full,NONE,False,zone,,BELOW,0.016699999999999937,,865.2278293196255,432.61391465981274,34609.113172785015,432.61391465981274,ARBUSDT,9,0.742514970059881,1.3353293413173695,0.70658682634731,1.3353293413173695,1.0744,1.0403,1.0793,0,14.44930474963769,-0.1826347305389293,True,True,1,True,1.0459,986,9849,2024-05-07 08:00:00,1.074,4.585707495393894,take_profit,TP
SHORT,1.0502,2.0,0.01252,,1.074,-0.5,TREND,37.6474,0.0167,3.3376,40.9927,5.0,5_plus,1.25,BEARISH_BOS,True,,,0.007200000000000095,,,BOS,True,,,1.0791,2024-05-07 03:00:00,2.5,zone,full,NONE,False,zone,,BELOW,0.023800000000000043,,865.2278293196255,432.61391465981274,34609.113172785015,20.592422337807125,ARBUSDT,5,0.0,0.12184873949580334,1.0168067226890738,0.12184873949580334,1.0744,1.0473,1.0793,1,14.44930474963769,-0.5,True,True,1,True,1.0459,986,9849,2024-05-07 08:00:00,1.074,-6.143117588169435,stop_loss,trailing_stop
SHORT,1.0941,1.0,0.012011,,1.0766,0.8054101221640506,TREND,33.4234,0.016,6.1998,37.3773,3.5,3_to_4,0.5,BEARISH_BOS,False,SWEEP_LOW,,0.05479999999999996,,,BOS,False,,,1.1514,2024-05-08 08:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,0.05729999999999991,,865.1888940673061,173.03777881346124,34607.555762692245,173.03777881346124,SUIUSDT,6,0.8481675392670167,1.0349040139616095,0.0,1.0349040139616095,1.0941,1.0348,1.1514,0,49.57532363005656,0.8054101221640506,True,True,1,True,1.0368000000000002,987,8899,2024-05-08 14:00:00,1.0766,64.71612927623448,take_profit,TP
SHORT,1.0455,1.0,0.012011,,1.0766,-0.5,TREND,33.4234,0.016,6.1998,37.3773,3.5,3_to_4,0.5,BEARISH_BOS,False,SWEEP_LOW,,0.05479999999999996,,,BOS,False,,,1.1514,2024-05-08 09:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,0.031099999999999905,,865.1888940673061,173.03777881346124,34607.555762692245,26.90737460549314,SUIUSDT,5,0.0,0.19935691318328694,1.1350482315112538,0.19935691318328694,1.0808,1.0393,1.1514,1,49.57532363005656,-0.5,True,True,1,True,1.0368000000000002,987,8899,2024-05-08 14:00:00,1.0766,22.66794902456342,take_profit,TP
SHORT,2.7434,1.0,0.023068,,2.5167,3.50928792569659,TREND,39.1153,0.0308,10.7524,41.268,3.5,3_to_4,0.5,BEARISH_BOS,False,SWEEP_LOW,,0.12250000000000005,,,BOS,False,,,2.808,2024-05-10 16:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,0.06459999999999999,,1734.7469920496524,173.47469920496522,34694.93984099304,173.47469920496522,OPUSDT,6,3.859133126934983,4.167182662538695,0.0,4.167182662538695,2.7434,2.4742,2.808,0,0.0,3.50928792569659,True,True,0,False,2.6788,988,17023,2024-05-10 22:00:00,2.5167,393.26714309765566,take_profit,TP
SHORT,1.0043,,0.018916,,1.0011,0.041830065359475414,TREND,34.8404,0.0252,13.7638,26.678,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.007800000000000029,,,BOS,False,,,1.0808,2024-05-10 22:00:00,2.5,momentum,momentum,NONE,False,momentum,,BELOW,0.07650000000000001,,1754.4103492045351,175.4410349204535,35088.2069840907,175.4410349204535,SUIUSDT,14,0.13202614379084962,0.21307189542483632,0.3647058823529416,0.21307189542483632,1.0322,0.988,1.0808,0,0.0,0.041830065359475414,True,True,0,False,0.9278,989,8961,2024-05-11 12:00:00,1.0011,5.614113117454283,take_profit,TP
SHORT,378.54,,5.503393,,379.24,-0.03336510962821687,TREND,38.9317,7.3379,14.5527,27.7524,3.5,3_to_4,0.5,BEARISH_BOS,False,,,7.720000000000027,,,BOS,False,,,399.52,2024-05-11 03:00:00,2.5,momentum,momentum,NONE,False,momentum,,BELOW,20.97999999999996,15m,8.362299090584072,175.4410349204535,35088.2069840907,175.4410349204535,TAOUSDT,2,0.1367969494756916,0.2421353670162083,0.03813155386081773,0.2421353670162083,379.34,373.46,399.52,0,0.0,-0.03336510962821687,True,True,0,False,357.56000000000006,990,2441,2024-05-11 05:00:00,379.24,-5.853609363408755,stop_loss,trailing_stop
SHORT,1.0852,,0.009863,,1.0329,1.4111498257839705,TREND,32.0008,0.0132,7.7675,36.1217,4.0,4_to_5,1.0,,True,,,0.012399999999999967,,,BOS,True,,,1.1426,2024-05-11 14:00:00,2.5,momentum,,NONE,False,momentum,4.0,BELOW,0.05740000000000012,,877.1991871961186,350.8796748784474,35087.96748784474,350.8796748784474,AXLUSDT,10,1.0418118466898907,1.1236933797909385,0.0,1.1236933797909385,1.0852,1.0207,1.1426,0,50.35123334505731,1.4111498257839705,True,True,1,True,1.0277999999999998,991,3746,2024-05-12 00:00:00,1.0329,96.22875083541433,take_profit,TP
SHORT,1.0308,,0.009863,,1.0416,0.09550561797752527,TREND,32.0008,0.0132,7.7675,36.1217,4.0,4_to_5,1.0,,True,,,0.012399999999999967,,,BOS,True,,,1.1426,2024-05-11 17:00:00,2.5,momentum,,NONE,False,momentum,4.0,BELOW,0.026700000000000168,,877.1991871961186,350.8796748784474,35087.96748784474,23.421218298136512,AXLUSDT,11,0.20224719101122904,0.3295880149812683,0.43071161048689116,0.3295880149812683,1.0423,1.022,1.1426,1,50.35123334505731,0.09550561797752527,True,True,1,True,1.0277999999999998,991,3746,2024-05-12 04:00:00,1.0416,40.87748212333911,take_profit,TP
SHORT,0.503,,0.001661,,0.5004,0.12621359223301226,TREND,32.5211,0.0022,9.3548,24.8387,4.0,4_to_5,1.0,,True,,,0.0033999999999999586,,,BOS,True,,,0.5236,2024-05-12 18:00:00,2.5,momentum,,NONE,False,momentum,11.0,ABOVE,0.02059999999999995,15m,1761.2536860401747,352.25073720803493,35225.07372080349,352.25073720803493,XRPUSDT,6,0.19417475728155403,0.3737864077669904,0.0,0.3737864077669904,0.503,0.4953,0.5236,0,0.0,0.12621359223301226,True,True,0,False,0.48240000000000005,992,20706,2024-05-13 00:00:00,0.5004,4.579259583704537,take_profit,TP
SHORT,0.9958,2.0,0.010173,,1.0007,-0.3602941176470503,TREND,37.9028,0.0136,24.8025,33.7546,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.011199999999999988,,,BOS,False,,,1.0072,2024-05-13 10:00:00,2.5,zone,full,NONE,False,zone,,BELOW,0.013600000000000056,,1761.48264901936,176.148264901936,35229.652980387196,176.148264901936,ARBUSDT,6,0.5441176470588267,0.6617647058823508,0.40441176470588514,0.6617647058823508,1.0013,0.9868,1.0094,0,0.0,-0.3602941176470503,True,True,0,False,0.9822,993,10004,2024-05-13 16:00:00,1.0007,-8.631264980194695,stop_loss,trailing_stop
SHORT,8.5215,,0.107839,,8.4,0.30299251870324023,TREND,36.0407,0.1438,24.4411,29.8808,4.0,4_to_5,1.0,BEARISH_BOS,True,,,0.18849999999999945,,,BOS,True,,,8.9225,2024-05-13 12:00:00,2.5,momentum,momentum,NONE,False,momentum,,ABOVE,0.4009999999999998,,878.5449621044194,352.296529803872,35229.652980387196,352.296529803872,APTUSDT,2,0.7618453865336671,0.7980049875311732,0.05486284289276871,0.7980049875311732,8.5435,8.2015,8.9225,0,0.0,0.30299251870324023,True,True,0,False,8.1205,994,13738,2024-05-13 14:00:00,8.4,106.74321289568631,take_profit,TP
SHORT,1.0018,,0.010339,,0.9609,2.420118343195281,TREND,38.8873,0.0138,13.7306,38.4974,3.0,3_to_4,0.5,,True,,,0.011799999999999922,,,BOS,True,,,1.0187,2024-05-14 07:00:00,2.5,momentum,,NONE,False,momentum,9.0,ABOVE,0.016899999999999915,,1766.3882464151347,176.63882464151345,35327.76492830269,176.63882464151345,AXLUSDT,1,2.7455621301775284,3.3786982248520903,0.0,3.3786982248520903,1.0018,0.9447,1.0187,0,0.0,2.420118343195281,True,True,0,False,0.9849000000000001,995,3811,2024-05-14 08:00:00,0.9609,72.2452792783791,take_profit,TP
SHORT,0.9945,1.0,0.006659,,0.9449,4.592592592592587,TREND,31.4939,0.0089,9.3323,32.9847,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.010700000000000154,,,BOS,False,,,1.0053,2024-05-14 09:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,0.010800000000000032,,1770.0005103790536,177.00005103790537,35400.01020758107,177.00005103790537,ARBUSDT,18,5.888888888888881,6.268518518518508,0.0,6.268518518518508,0.9945,0.9268,1.0053,0,0.0,4.592592592592587,True,True,0,False,0.9837,996,10027,2024-05-15 03:00:00,0.9449,87.79202531480121,take_profit,TP
SHORT,0.9688,1.0,0.006659,,0.9512999999999999,1.5217391304347947,TREND,31.4939,0.0089,9.3323,32.9847,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.010700000000000154,,,BOS,False,,,1.0053,2024-05-14 10:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,0.011499999999999955,,1770.0005103790536,177.00005103790537,35400.01020758107,20.355005869359037,ARBUSDT,26,3.356521739130445,4.0000000000000195,0.46956521739130275,4.0000000000000195,0.9742,0.9228,1.0053,1,0.0,1.5217391304347947,True,True,0,False,0.9837,996,10027,2024-05-15 12:00:00,0.9512999999999999,30.975008931633564,take_profit,TP
SHORT,0.9687,1.0,0.006659,,0.9512999999999999,1.5000000000000144,TREND,31.4939,0.0089,9.3323,32.9847,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.010700000000000154,,,BOS,False,,,1.0053,2024-05-14 11:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,0.011599999999999944,,1770.0005103790536,177.00005103790537,35400.01020758107,20.532005920396923,ARBUSDT,25,3.3189655172413937,3.9568965517241614,0.4741379310344807,3.9568965517241614,0.9742,0.9228,1.0053,2,0.0,1.5000000000000144,True,True,0,False,0.9837,996,10027,2024-05-15 12:00:00,0.9512999999999999,30.798008880595678,take_profit,TP
LONG,0.0111,2.0,0.00022,,0.0113016,0.07199999999999988,TREND,35.4354,0.0003,32.7227,3.8833,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.0001393000000000002,,,BOS,False,,0.0083,,2024-05-15 06:00:00,2.5,zone,full,NONE,False,zone,,BELOW,0.0028000000000000004,15m,1774.390111644794,177.43901116447938,35487.802232895876,177.43901116447938,1000PEPEUSDT,2,0.12121428571428573,0.18753571428571383,0.0,0.18753571428571383,0.0116251,0.0111,0.0083,0,0.0,0.07199999999999988,True,True,0,False,0.013900000000000001,997,9067,2024-05-15 08:00:00,0.0113016,0.3577170465075899,take_profit,TP
SHORT,2.4997,1.0,0.028077,,2.3684,3.1486810551558695,TREND,30.1835,0.0374,9.0059,32.3793,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.0535000000000001,,,BOS,False,,,2.5414,2024-05-16 14:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,0.04170000000000007,,1777.4966483877306,177.74966483877307,35549.93296775461,177.74966483877307,OPUSDT,9,3.601918465227809,4.148681055155858,0.0,4.148681055155858,2.4997,2.3267,2.5414,0,0.0,3.1486810551558695,True,True,0,False,2.4579999999999997,998,17165,2024-05-16 23:00:00,2.3684,233.38530993330897,take_profit,TP
SHORT,2.3581,1.0,0.028077,,2.3684,-0.1918063314711352,TREND,30.1835,0.0374,9.0059,32.3793,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.0535000000000001,,,BOS,False,,,2.5414,2024-05-16 15:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,0.05370000000000008,,400.51600457154126,177.74966483877307,35549.93296775461,21.5077094454918,OPUSDT,8,0.16014897579143256,0.5363128491620092,0.3016759776536307,0.5363128491620092,2.3743,2.3293,2.5414,1,0.0,-0.1918063314711352,True,True,0,False,2.4579999999999997,998,17165,2024-05-16 23:00:00,2.3684,-4.125314847086865,stop_loss,trailing_stop
SHORT,0.1458,,0.00116,,0.1473,-1.0,TREND,31.7372,0.0015,17.6905,30.0693,4.0,4_to_5,1.0,,True,,,0.0013299999999999979,,,BOS,True,,,0.147,2024-05-19 12:00:00,2.5,momentum,,NONE,False,momentum,11.0,BELOW,0.0014999999999999736,,1788.9596481420417,357.79192962840835,35779.19296284083,357.79192962840835,DOGEUSDT,1,0.0,0.0,3.3666666666667253,0.0,0.15085,0.1458,0.1473,0,0.0,-1.0,True,True,0,False,0.14430000000000004,999,20868,2024-05-19 13:00:00,0.1473,-2.6834394722130153,stop_loss,SL
SHORT,0.1458,3.0,0.001225,,0.1474,-1.0,TREND,31.1426,0.0016,16.7542,28.4777,3.0,3_to_4,0.5,,True,,,0.0010999999999999899,,,BOS,True,,,0.147,2024-05-19 13:00:00,2.5,momentum,full,NONE,False,momentum,12.0,BELOW,0.0015999999999999903,,1788.8254761684311,178.8825476168431,35776.50952336862,178.8825476168431,DOGEUSDT,1,0.0,0.0,3.3500000000000054,0.0,0.15116,0.1458,0.1474,0,0.0,-1.0,True,True,0,False,0.14420000000000002,1000,20869,2024-05-19 14:00:00,0.1474,-2.8621207618694724,stop_loss,SL
SHORT,8.326,,0.063027,,8.242,1.0,TREND,38.7028,0.084,1.7,43.5614,4.0,4_to_5,1.0,,True,,,0.05150000000000077,,,BOS,True,,,8.3645,2024-05-19 16:00:00,2.5,momentum,,NONE,False,momentum,4.0,BELOW,0.08399999999999963,,1788.6823701303376,357.7364740260675,35773.64740260675,357.7364740260675,APTUSDT,12,2.797619047619074,3.8035714285714413,0.0,3.8035714285714413,8.326,8.0065,8.41,0,0.0,1.0,True,True,0,False,8.242,1001,13886,2024-05-20 04:00:00,8.242,150.2493190909477,take_profit,TP
SHORT,0.513,,0.001966,,0.5116,0.13207547169810846,TREND,36.6222,0.0026,2.9973,41.9619,4.0,4_to_5,1.0,,True,,,0.00269999999999998,,,BOS,True,,,0.5024,2024-05-19 16:00:00,2.5,momentum,,NONE,False,momentum,8.0,BELOW,0.010600000000000054,15m,1788.6823701303376,357.7364740260675,35773.64740260675,357.7364740260675,XRPUSDT,2,0.3301886792452869,0.35849056603773644,0.0,0.35849056603773644,0.513,0.5092,0.5236000000000001,0,0.0,0.13207547169810846,True,True,0,False,0.5024,1002,20872,2024-05-19 18:00:00,0.5116,2.5041553181823955,take_profit,TP
SHORT,8.197,,0.063027,,8.242,-0.569620253164574,TREND,38.7028,0.084,1.7,43.5614,4.0,4_to_5,1.0,,True,,,0.05150000000000077,,,BOS,True,,,8.3645,2024-05-19 17:00:00,2.5,momentum,,NONE,False,momentum,4.0,BELOW,0.07900000000000063,,1788.6823701303376,357.7364740260675,35773.64740260675,141.30590724029778,APTUSDT,11,1.341772151898722,2.411392405063251,1.0063291139240582,2.411392405063251,8.2765,8.0065,8.41,1,0.0,-0.569620253164574,True,True,0,False,8.242,1001,13886,2024-05-20 04:00:00,8.242,-80.49070665586824,stop_loss,trailing_stop
SHORT,8.1605,,0.063027,,8.242,-0.7056277056277126,TREND,38.7028,0.084,1.7,43.5614,4.0,4_to_5,1.0,,True,,,0.05150000000000077,,,BOS,True,,,8.3645,2024-05-19 19:00:00,2.5,momentum,,NONE,False,momentum,4.0,BELOW,0.11549999999999905,,1099.536348738118,357.7364740260675,35773.64740260675,126.99644827925158,APTUSDT,9,0.6017316017316192,1.3333333333333437,1.0043290043290096,1.3333333333333437,8.2765,8.0065,8.41,2,0.0,-0.7056277056277126,True,True,0,False,8.242,1001,13886,2024-05-20 04:00:00,8.242,-89.61221242215676,stop_loss,trailing_stop
LONG,157.8709,1.0,1.901786,,183.52,1.7259452657645216,TREND,31.4814,2.5357,28.0,10.0563,3.5,3_to_4,0.5,BULLISH_BOS,False,SWEEP_HIGH,,3.9000000000000057,,,BOS,False,,143.01,,2024-05-20 08:00:00,2.5,zone,full,NONE,False,zone,,BELOW,14.860900000000015,,12.030327220403144,178.78148978968926,35756.29795793785,178.78148978968926,SOLUSDT,18,1.9843414598039135,2.1115208365576756,0.0,2.1115208365576756,189.25,157.8709,143.01,0,0.0,1.7259452657645216,True,True,0,False,172.73180000000002,1003,20888,2024-05-21 02:00:00,183.52,308.5670659088423,take_profit,TP
LONG,176.81,1.0,1.901786,,168.45,-1.243911483253587,TREND,31.4814,2.5357,28.0,10.0563,3.5,3_to_4,0.5,BULLISH_BOS,False,SWEEP_HIGH,,3.9000000000000057,,,BOS,False,,143.01,,2024-05-20 09:00:00,2.5,zone,full,NONE,False,zone,,BELOW,8.360000000000014,,3.080828653847038,178.78148978968926,35756.29795793785,51.511455092322564,SOLUSDT,83,1.2619617224880375,1.488038277511959,1.5179425837320546,1.488038277511959,189.25,164.12,143.01,1,-12.564235416118933,-1.243911483253587,True,True,1,True,172.73180000000002,1003,20888,2024-05-23 20:00:00,168.45,-38.319962962280215,stop_loss,trailing_stop
LONG,68550.4,2.0,428.330357,,70887.0,1.2970119725756415,TREND,33.054,571.1071,45.6144,1.7047,3.5,3_to_4,0.5,BULLISH_BOS,False,,,606.8000000000029,,,BOS,False,,65618.7,,2024-05-20 19:00:00,2.5,zone,full,NONE,False,zone,,BELOW,2931.699999999997,15m,0.030491095574187235,178.78148978968926,35756.29795793785,178.78148978968926,BTCUSDT,18,0.9845823242487304,1.1977009925981534,0.0,1.1977009925981534,72061.7,68550.4,65618.7,0,89.39074489484463,1.2970119725756415,True,True,1,True,71482.09999999999,1004,20899,2024-05-21 13:00:00,70887.0,160.6362388134907,take_profit,TP
