direction,entry,tp,sl,rr,regime,adx,atr,plus_di,minus_di,confidence,bos,fvg,liquidity_sweep,bos_strength,range,volume,fvg_size,signal_type,has_fvg,nearest_level,last_swing_low,last_swing_high,timestamp,position_size,risk_amount,symbol,bars_alive,max_r,initial_risk,exit_time,exit_price,pnl,exit_reason,ema_position
SHORT,11.085,10.881,11.1031,11.28,RANGE,19.6061,0.0603,28.3175,12.5592,4,BULLISH_BOS,False,SWEEP_HIGH,,0.11999999999999922,,,SWEEP,False,11.1031,,,2023-04-10 16:00:00,99.447513812162,1.8000000000000003,ATOMUSDT,1,0.0,0.018099999999998673,2023-04-10 17:00:00,11.1031,-1.8000000000000003,stop_loss,
SHORT,11.016,,11.337,0.0,TREND,31.3341,0.1018,6.9474,36.8421,4,BEARISH_BOS,True,,,0.26699999999999946,,,BOS,True,,,11.337,2023-04-12 02:00:00,5.506542056074772,1.7676000000000003,ATOMUSDT,12,0.0,0.32099999999999973,2023-04-12 14:00:00,11.337,-1.7676000000000003,stop_loss,BELOW
LONG,11.698,,12.06,0.0,TREND,30.1602,0.0808,43.2361,8.6649,4,BULLISH_BOS,True,,,0.2110000000000003,,,BOS,True,,11.296,,2023-04-13 12:00:00,4.317868656716407,1.7357832000000002,ATOMUSDT,28,1.6890547263681557,0.402000000000001,2023-04-14 16:00:00,12.06,1.56306845373134,stop_loss,ABOVE
SHORT,10.798,,10.889,0.0,TREND,38.7085,0.0744,2.0173,43.2277,4,BEARISH_BOS,True,,,0.11500000000000021,,,BOS,True,,,11.072,2023-05-06 14:00:00,6.437658511559015,1.7639184321671644,ATOMUSDT,20,0.06934306569343135,0.27399999999999913,2023-05-07 10:00:00,10.889,-0.5858269245518658,stop_loss,BELOW
LONG,10.948,,10.807,0.0,TREND,30.1266,0.1099,51.4304,14.4993,4,BULLISH_BOS,True,,,0.41999999999999993,,,BOS,True,,10.199,,2023-05-10 13:00:00,2.34095266692287,1.7533735475252308,ATOMUSDT,14,0.10280373831775688,0.7490000000000006,2023-05-11 03:00:00,10.807,-0.3300743260361247,stop_loss,ABOVE
SHORT,10.868,10.677,10.8922,7.9,RANGE,20.2667,0.0806,23.1383,21.0993,3,,False,SWEEP_HIGH,,0.20000000000000107,,,SWEEP,False,10.8922,,,2023-05-16 21:00:00,64.18483782025889,1.5532730752502937,ATOMUSDT,1,0.6198347107438138,0.024200000000000443,2023-05-16 22:00:00,10.8922,-1.5532730752502937,stop_loss,
LONG,10.957,,10.874,0.0,TREND,30.1841,0.0664,32.1505,10.1075,3,BULLISH_BOS,True,,,0.0389999999999997,,,BOS,True,,10.861,,2023-05-18 04:00:00,15.921049021315497,1.528420706046289,ATOMUSDT,10,0.27083333333333104,0.09600000000000009,2023-05-18 14:00:00,10.874,-1.3214470687691893,stop_loss,ABOVE
LONG,10.879,,10.815,0.0,TREND,37.8546,0.0416,37.7358,6.0034,3,BULLISH_BOS,True,,,0.045999999999999375,,,BOS,True,,10.76,,2023-05-30 11:00:00,12.66619792391584,1.507277552945982,ATOMUSDT,15,0.0,0.11899999999999977,2023-05-31 02:00:00,10.815,-0.8106366671306144,stop_loss,ABOVE
LONG,10.608,,10.592,0.0,TREND,33.6932,0.0736,31.4563,20.9709,4,BULLISH_BOS,True,,,0.16500000000000092,,,BOS,True,,10.246,,2023-06-02 05:00:00,4.643911013966516,1.6810957870558791,ATOMUSDT,19,0.10220994475137851,0.3620000000000001,2023-06-03 00:00:00,10.592,-0.07430257622346433,stop_loss,ABOVE
LONG,10.694,,10.725,0.0,TREND,37.8069,0.0433,35.1485,12.5413,4,BULLISH_BOS,True,,,0.014000000000001123,,,BOS,True,,10.627,,2023-06-03 23:00:00,25.071020010206755,1.6797583406838568,ATOMUSDT,25,2.089552238805947,0.06700000000000017,2023-06-05 00:00:00,10.725,0.7772016203163795,stop_loss,ABOVE
SHORT,10.18,9.8,10.3836,1.87,RANGE,21.5526,0.0822,29.192,15.5517,5,BULLISH_BOS,False,SWEEP_HIGH,,0.10400000000000098,,,SWEEP,False,10.3836,,,2023-06-06 20:00:00,9.243330985863093,1.8819421887217238,ATOMUSDT,18,2.337917485265224,0.20359999999999978,2023-06-07 14:00:00,9.8,3.512465774627966,take_profit,
SHORT,8.305,,8.622,0.0,TREND,30.0584,0.0559,9.5785,44.4444,4,BEARISH_BOS,True,,,0.10299999999999976,,,BOS,True,,,8.622,2023-06-20 14:00:00,5.54249953877872,1.756972353792855,ATOMUSDT,4,0.0,0.31700000000000017,2023-06-20 18:00:00,8.622,-1.756972353792855,stop_loss,BELOW
LONG,9.363,,9.219,0.0,TREND,32.8663,0.0773,21.2569,15.9889,4,BULLISH_BOS,True,,,0.0730000000000004,,,BOS,True,,9.219,,2023-06-27 07:00:00,11.981575357115153,1.7253468514245835,ATOMUSDT,8,0.16666666666667285,0.14400000000000013,2023-06-27 15:00:00,9.219,-1.7253468514245835,stop_loss,ABOVE
LONG,9.403,,9.126,0.0,TREND,39.6208,0.0687,37.7339,6.8607,4,BULLISH_BOS,True,,,0.09399999999999942,,,BOS,True,,9.126,,2023-06-29 11:00:00,6.116572592414927,1.6942906080989408,ATOMUSDT,8,0.0,0.277000000000001,2023-06-29 19:00:00,9.126,-1.6942906080989408,stop_loss,ABOVE
LONG,9.756,,9.825,0.0,TREND,31.6232,0.0783,29.0146,18.1569,4,BULLISH_BOS,True,,,0.07699999999999996,,,BOS,True,,9.347,,2023-07-03 03:00:00,4.067954467367132,1.66379337715316,ATOMUSDT,22,0.6821515892420524,0.4090000000000007,2023-07-04 01:00:00,9.825,0.2806888582483283,stop_loss,ABOVE
LONG,9.838,,9.687,0.0,TREND,35.5495,0.1051,26.8525,7.274,3,BULLISH_BOS,True,,,0.07200000000000095,,,BOS,True,,9.629,,2023-07-15 08:00:00,7.097696019571005,1.4834184680903375,ATOMUSDT,8,0.2966507177033554,0.20899999999999963,2023-07-15 16:00:00,9.687,-1.0717520989552203,stop_loss,ABOVE
SHORT,8.916,,9.024,0.0,TREND,39.3479,0.0827,9.7582,52.7634,4,BEARISH_BOS,True,,,0.375,,,BOS,True,,,9.278,2023-07-24 09:00:00,4.556779665249822,1.649554238820436,ATOMUSDT,17,0.0,0.3620000000000001,2023-07-25 02:00:00,9.024,-0.49213220384697515,stop_loss,BELOW
SHORT,8.824,,8.822,0.0,TREND,35.1411,0.0559,8.4291,32.6948,4,BEARISH_BOS,True,,,0.11000000000000121,,,BOS,True,,,9.117,2023-07-31 19:00:00,5.599644570481859,1.6406958591511904,ATOMUSDT,23,0.45051194539248873,0.29300000000000104,2023-08-01 18:00:00,8.822,0.011199289140967458,stop_loss,BELOW
SHORT,8.499,,8.448,0.0,TREND,34.7676,0.0589,14.1818,33.0909,4,BEARISH_BOS,True,,,0.19200000000000017,,,BOS,True,,,8.662,2023-08-04 18:00:00,10.066855499114878,1.6408974463557275,ATOMUSDT,20,0.7116564417177991,0.16300000000000026,2023-08-05 14:00:00,8.448,0.5134096304548603,stop_loss,BELOW
SHORT,8.45,8.383,8.4566,10.15,RANGE,17.0534,0.022,33.1169,11.039,4,,False,SWEEP_HIGH,,0.05500000000000149,,,SWEEP,False,8.4566,,,2023-08-13 20:00:00,250.02103328844905,1.650138819703915,ATOMUSDT,1,2.5757575757572577,0.006600000000000605,2023-08-13 21:00:00,8.4566,-1.650138819703915,stop_loss,
LONG,8.55,,8.493,0.0,TREND,39.8096,0.0318,42.0225,16.4045,4,BULLISH_BOS,True,,,0.08200000000000074,,,BOS,True,,8.409,,2023-08-14 14:00:00,11.492456176944996,1.6204363209492447,ATOMUSDT,14,0.0,0.14100000000000001,2023-08-15 04:00:00,8.493,-0.6550700020858692,stop_loss,ABOVE
SHORT,8.027,,7.957,0.0,TREND,32.5504,0.0854,4.097,64.4649,4,BEARISH_BOS,True,,,0.6279999999999992,,,BOS,True,,,8.52,2023-08-15 19:00:00,3.2629717259872173,1.6086450609116991,ATOMUSDT,23,0.2799188640973609,0.4930000000000003,2023-08-16 18:00:00,7.957,0.22840802081910325,stop_loss,BELOW
SHORT,6.666,,6.689,0.0,TREND,37.3442,0.0516,8.8643,43.0748,4,BEARISH_BOS,True,,,0.13699999999999957,,,BOS,True,,,6.971,2023-09-01 17:00:00,5.287725918971949,1.612756405286443,ATOMUSDT,12,0.06229508196721359,0.3049999999999997,2023-09-02 05:00:00,6.689,-0.12161769613635318,stop_loss,BELOW
LONG,6.928,,6.907,0.0,TREND,34.4966,0.0609,27.23,10.2113,4,BULLISH_BOS,True,,,0.036000000000000476,,,BOS,True,,6.691,,2023-09-07 01:00:00,6.7956425601518475,1.6105672867559886,ATOMUSDT,32,0.223628691983122,0.2370000000000001,2023-09-08 09:00:00,6.907,-0.14270849376318817,stop_loss,ABOVE
SHORT,6.784,,6.42,0.0,TREND,32.3441,0.0277,12.6289,38.6598,4,BEARISH_BOS,True,,,0.041999999999999815,,,BOS,True,,,6.873,2023-09-10 01:00:00,18.06739925694656,1.6079985338682512,ATOMUSDT,50,5.2921348314606504,0.08900000000000041,2023-09-12 03:00:00,6.42,6.576533329528545,stop_loss,BELOW
LONG,7.07,,7.037,0.0,TREND,31.8758,0.0572,41.3233,7.8652,4,BULLISH_BOS,True,,,0.1459999999999999,,,BOS,True,,6.777,,2023-09-16 02:00:00,5.892068716040151,1.726376133799765,ATOMUSDT,17,0.2798634812286683,0.29300000000000015,2023-09-16 19:00:00,7.037,-0.19443826762932712,stop_loss,ABOVE
LONG,7.091,,7.072,0.0,TREND,33.0945,0.0409,38.7435,4.014,4,BULLISH_BOS,True,,,0.06200000000000028,,,BOS,True,,6.928,,2023-09-28 10:00:00,10.569792914002665,1.722876244982437,ATOMUSDT,15,0.3926380368098157,0.16300000000000026,2023-09-29 01:00:00,7.072,-0.200826065366052,stop_loss,ABOVE
LONG,2.161,,2.1739,0.0,TREND,32.7538,0.0224,25.717,17.9414,4,BULLISH_BOS,True,,,0.02069999999999972,,,BOS,True,,2.1091,,2023-10-22 06:00:00,33.12642342593167,1.7192613758058481,TONUSDT,24,1.3603082851637764,0.051899999999999835,2023-10-23 06:00:00,2.1739,0.427330862194523,stop_loss,ABOVE
SHORT,2.0841,,2.0721,0.0,TREND,31.3309,0.0161,14.9578,33.2446,3,BEARISH_BOS,True,,,0.025700000000000056,,,BOS,True,,,2.1208,2023-10-27 11:00:00,41.827510295497206,1.5350696278447549,TONUSDT,18,1.283378746593997,0.03670000000000018,2023-10-28 05:00:00,2.0721,0.5019301235459669,stop_loss,BELOW
LONG,551.55,,565.3,0.0,TREND,37.3686,4.3464,37.4692,6.2449,4,BULLISH_BOS,True,,,8.5,,,BOS,True,,530.25,,2024-08-19 17:30:00,0.08150178749057185,1.7359880735491768,BNBUSDT,21,1.0375586854460126,21.299999999999955,2024-08-20 14:00:00,565.3,1.120649577995363,stop_loss,ABOVE
SHORT,563.5,,555.3,0.0,TREND,33.6379,4.0321,7.9717,29.8494,4,BEARISH_BOS,True,,,5.149999999999977,,,BOS,True,,,572.5,2024-08-26 06:45:00,0.19512886288367703,1.7561597659530934,BNBUSDT,22,1.7277777777777727,9.0,2024-08-27 04:00:00,555.3,1.6000566756461605,stop_loss,BELOW
SHORT,527.85,,516.1,0.0,TREND,31.4253,2.6107,7.1135,35.5677,3,BEARISH_BOS,True,,,4.25,,,BOS,True,,,534.2,2024-09-01 01:30:00,0.24986327714641718,1.5866318098797547,BNBUSDT,32,3.9291338582677096,6.350000000000023,2024-09-02 09:00:00,516.1,2.9358935064704017,stop_loss,BELOW
LONG,522.1,,540.3,0.0,TREND,37.6312,4.9607,29.4456,15.6947,4,BULLISH_BOS,True,,,6.850000000000023,,,BOS,True,,508.15,,2024-09-11 16:30:00,0.1317424279018771,1.8378068692311915,BNBUSDT,23,1.634408602150529,13.950000000000045,2024-09-12 15:00:00,540.3,2.3977121878141543,stop_loss,ABOVE
LONG,552.5,555.7,551.29463,2.32,RANGE,16.1772,4.0179,18.6667,25.6,4,BEARISH_BOS,False,SWEEP_LOW,,9.200000000000045,,,SWEEP,False,551.6946,,,2024-09-15 23:30:00,1.5604882223813819,1.8809656886118462,BNBUSDT,1,0.0,1.2053700000000163,2024-09-16 00:00:00,551.29463,-1.8809656886118715,stop_loss,
LONG,550.55,,568.6,0.0,TREND,34.21,5.1214,23.6402,16.7364,4,BULLISH_BOS,True,,,5.350000000000023,,,BOS,True,,540.7,,2024-09-18 22:30:00,0.18752368591034008,1.8471083062168328,BNBUSDT,37,2.527918781725921,9.849999999999909,2024-09-20 11:00:00,568.6,3.384802530681651,stop_loss,ABOVE
LONG,575.6,,583.05,0.0,TREND,39.1174,3.2429,38.6564,10.022,3,BULLISH_BOS,True,,,6.0,,,BOS,True,,565.65,,2024-09-21 06:15:00,0.17045536587551924,1.6960308904614243,BNBUSDT,20,1.2914572864321572,9.950000000000045,2024-09-22 02:00:00,583.05,1.2698924757726067,stop_loss,ABOVE
SHORT,576.8,,575.35,0.0,TREND,32.251,4.2893,6.6611,44.1299,4,BEARISH_BOS,True,,,8.549999999999955,,,BOS,True,,,601.0,2024-09-30 02:30:00,0.07978895935260355,1.9308928163330095,BNBUSDT,25,0.4049586776859478,24.200000000000045,2024-10-01 03:00:00,575.35,0.11569399106126971,stop_loss,BELOW
LONG,573.55,,571.05,0.0,TREND,33.6773,3.375,31.8519,4.6561,4,BULLISH_BOS,True,,,8.5,,,BOS,True,,563.1,,2024-10-07 00:30:00,0.1849737137006818,1.9329753081721122,BNBUSDT,9,0.2966507177033534,10.449999999999932,2024-10-07 09:00:00,571.05,-0.4624342842517045,stop_loss,ABOVE
LONG,568.5,577.25,566.5,2.58,RANGE,14.5574,5.0714,17.6056,26.0563,4,,False,SWEEP_LOW,,6.7000000000000455,,,SWEEP,False,566.5,,,2024-10-08 00:30:00,0.9623257455277907,1.9246514910555814,BNBUSDT,5,0.8000000000000114,2.0,2024-10-08 05:00:00,566.5,-1.9246514910555814,stop_loss,
LONG,586.9,,587.0,0.0,TREND,34.0535,3.9536,34.598,15.8988,4,BULLISH_BOS,True,,,3.3500000000000227,,,BOS,True,,579.15,,2024-10-14 15:30:00,0.24387196957633303,1.890007764216581,BNBUSDT,12,0.5999999999999971,7.75,2024-10-15 03:00:00,587.0,0.024387196957638847,stop_loss,ABOVE
SHORT,590.95,,599.6,0.0,TREND,37.2123,3.2464,7.3707,36.1936,4,BEARISH_BOS,True,,,7.0,,,BOS,True,,,599.6,2024-10-22 08:30:00,0.21854875534818768,1.8904467337618185,BNBUSDT,4,0.13294797687862359,8.649999999999977,2024-10-22 12:00:00,599.6,-1.8904467337618185,stop_loss,BELOW
