direction,entry,entry_level,zone_size_at_entry,tp,sl,rr,regime,adx,atr,plus_di,minus_di,confidence,confidence_bucket,position_size_multiplier,bos,fvg,liquidity_sweep,bos_strength,range,volume,fvg_size,signal_type,has_fvg,nearest_level,last_swing_low,last_swing_high,timestamp,confidence_threshold_used,entry_type,htf_filter_variant,htf_filter_applied,entry_mode,candles_since_bos,ema_position,initial_risk,mtf_tf,position_size,risk_amount,symbol,bars_alive,max_r,mfe_r,mae_r,max_r_reached,max_price_since_entry,min_price_since_entry,original_sl,scale_level,signal_id,exit_time,exit_price,pnl,exit_reason,exit_type
LONG,147.08,1.0,0.825268,,145.68,-0.4294478527607354,TREND,34.7247,2.2007,42.0967,7.6274,3.5,3_to_4,0.5,BULLISH_BOS,False,,,5.100000000000023,,,BOS,False,,143.82,,2022-01-15 02:00:00,2.5,zone,NONE,False,zone,,ABOVE,3.2600000000000193,15m,0.22964912962614165,0.5053888395682526,LTCUSDT,10,0.9386503067484526,1.0521472392637907,0.7515337423312891,1.0521472392637907,150.51,144.63,143.4793,1,7,2022-01-15 12:00:00,145.68,-0.3215087814765996,stop_loss,trailing_stop
LONG,43270.5,1.0,89.772321,,42790.0,-0.6791519434628975,TREND,30.3541,239.3929,26.2271,20.9458,4.0,4_to_5,1.0,BULLISH_BOS,True,,,327.5,,,BOS,True,,42563.0,,2022-01-15 15:30:00,2.5,zone,NONE,False,zone,,ABOVE,707.5,15m,0.0014211503811753453,1.0054638946815568,BTCUSDT,20,0.2890459363957597,0.719434628975265,0.6975265017667844,0.719434628975265,43779.5,42777.0,42563.0,0,8,2022-01-16 11:00:00,42790.0,-0.6828627581547534,stop_loss,trailing_stop
LONG,30.13,1.0,0.119732,,29.77,-0.4444444444444444,TREND,33.1397,0.3193,31.7673,20.1342,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.5999999999999979,,,BOS,False,,29.32,,2022-01-15 16:15:00,2.5,zone,NONE,False,zone,,ABOVE,0.8099999999999987,15m,0.6206567251120731,0.5027319473407784,FILUSDT,19,0.1481481481481496,0.4567901234567921,0.6049382716049373,0.4567901234567921,30.5,29.64,29.32,0,9,2022-01-16 11:00:00,29.77,-0.22343642104034597,stop_loss,trailing_stop
LONG,1.3481,,0.005971,,1.3945,0.7557003257328975,TREND,31.7082,0.0159,37.9542,10.9466,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.018600000000000172,,,BOS,False,,1.2867,,2022-01-16 04:00:00,2.5,zone,NONE,False,zone,,ABOVE,0.06140000000000012,,5.027319473407784,0.5027319473407784,ADAUSDT,15,1.0488599348534184,1.2003257328990184,0.0,1.2003257328990184,1.4218,1.3481,1.2867,0,10,2022-01-16 19:00:00,1.3945,0.23326762356612118,stop_loss,trailing_stop
LONG,43.48,,0.304018,,42.58,-0.19396551724137928,TREND,39.3676,0.8107,39.2511,8.6784,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.9250000000000043,,,BOS,False,,38.84,,2022-01-16 12:00:00,2.5,zone,NONE,False,zone,,ABOVE,4.6399999999999935,,0.10737078694931113,0.4982004514448029,ATOMUSDT,7,0.0,0.010775862068966451,0.2489224137931025,0.010775862068966451,43.53,42.325,38.84,0,11,2022-01-16 19:00:00,42.58,-0.09663370825437986,stop_loss,trailing_stop
LONG,1.406,,0.005971,,1.3945,-0.09639564124056871,TREND,31.7082,0.0159,37.9542,10.9466,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.018600000000000172,,,BOS,False,,1.2867,,2022-01-16 12:00:00,2.5,zone,NONE,False,zone,,ABOVE,0.11929999999999996,,5.027319473407784,0.5027319473407784,ADAUSDT,7,0.05448449287510624,0.13243922883487041,0.19195305951383007,0.13243922883487041,1.4218,1.3831,1.2867,1,10,2022-01-16 19:00:00,1.3945,-0.05781417394418874,stop_loss,trailing_stop
LONG,20.206,2.0,0.116946,,19.689,-1.0,TREND,35.5644,0.3119,33.1425,12.1393,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.24199999999999733,,,BOS,False,,19.689,,2022-01-16 21:30:00,2.5,zone,NONE,False,zone,,ABOVE,0.5169999999999995,15m,0.9643995167343157,0.49859455015164067,NEARUSDT,4,0.0,0.5299806576402344,1.0947775628626684,0.5299806576402344,20.48,19.64,19.689,0,12,2022-01-17 01:00:00,19.689,-0.49859455015164067,stop_loss,SL
LONG,1.5045,1.0,0.011277,,1.4931,-0.16740088105726647,TREND,36.8504,0.0301,40.1663,10.1188,5.0,5_plus,1.25,BULLISH_BOS,True,,,0.04259999999999997,,,BOS,True,,1.4364,,2022-01-17 06:00:00,2.5,zone,NONE,False,zone,,ABOVE,0.06810000000000005,,4.961015774008825,1.2402539435022062,ADAUSDT,9,0.6857562408223191,0.8002936857562402,0.44346549192364143,0.8002936857562402,1.559,1.4743,1.4364,0,13,2022-01-17 15:00:00,1.4931,-0.05655557982369988,stop_loss,trailing_stop
LONG,17.2174,1.0,0.124366,,16.552,-1.0,TREND,35.9375,0.3316,29.8945,20.3748,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.6870000000000012,,,BOS,False,,16.552,,2022-01-18 09:00:00,2.5,zone,NONE,False,zone,,ABOVE,0.6654000000000018,,0.7451439728009659,0.495818799501764,UNIUSDT,4,0.42320408776675184,0.6215810039074208,1.0661256387135563,0.6215810039074208,17.631,16.508,16.552,0,14,2022-01-18 13:00:00,16.552,-0.495818799501764,stop_loss,SL
LONG,1.3729,2.0,0.008413,,1.3768,0.10626702997275257,TREND,33.4015,0.0224,33.2697,10.2833,5.0,5_plus,1.25,BULLISH_BOS,True,SWEEP_HIGH,,0.03859999999999997,,,BOS,True,,1.3362,,2022-01-20 14:00:00,2.5,zone,NONE,False,zone,,ABOVE,0.036699999999999955,,4.933397055042552,1.233349263760638,ADAUSDT,6,0.9100817438692136,1.435967302452317,0.48228882833787656,1.435967302452317,1.4256,1.3552,1.3362,0,16,2022-01-20 20:00:00,1.3768,0.019240248514666027,stop_loss,trailing_stop
LONG,38.9633,1.0,0.258348,,38.945,-0.0070295394307211805,TREND,37.6163,0.6889,30.1192,7.5168,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.980000000000004,,,BOS,False,,36.36,,2022-01-20 06:00:00,2.5,zone,NONE,False,zone,,ABOVE,2.6032999999999973,,0.1895055143488095,0.4933397055042552,ATOMUSDT,15,1.0570045711212728,1.1914493143318112,0.22598240694503027,1.1914493143318112,42.065,38.375,36.36,0,15,2022-01-20 21:00:00,38.945,-0.0034679509125825373,stop_loss,trailing_stop
LONG,0.2784,1.0,0.001563,,0.2671,-1.0,TREND,39.6038,0.0042,36.5039,18.2519,5.0,5_plus,1.25,BULLISH_BOS,True,,,0.008299999999999974,,,BOS,True,,0.2671,,2022-01-20 14:30:00,2.5,zone,NONE,False,zone,,ABOVE,0.011299999999999977,15m,4.933397055042552,1.233349263760638,HBARUSDT,7,0.11504424778761292,0.3407079646017724,1.0353982300884967,0.3407079646017724,0.28225,0.2667,0.2671,0,17,2022-01-20 21:00:00,0.2671,-0.05574738672198072,stop_loss,SL
LONG,37886.5,1.0,174.375,,37599.0,-0.3797886393659181,TREND,33.142,465.0,31.7204,9.5853,3.5,3_to_4,0.5,BULLISH_BOS,False,SWEEP_HIGH,,623.5,,,BOS,False,,37129.5,,2022-01-26 13:30:00,2.5,zone,NONE,False,zone,,ABOVE,757.0,15m,0.0006514396698264937,0.49313983005865575,BTCUSDT,5,0.48282694848084545,0.7694848084544254,0.4299867899603699,0.7694848084544254,38469.0,37561.0,37129.5,0,18,2022-01-26 18:00:00,37599.0,-0.18728890507511695,stop_loss,trailing_stop
LONG,0.2252,1.0,0.000978,,0.22145,-0.694444444444443,TREND,33.7138,0.0026,34.2466,11.7808,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.0032999999999999974,,,BOS,False,,0.2198,,2022-01-30 04:30:00,2.5,zone,NONE,False,zone,,ABOVE,0.005400000000000016,15m,4.922033855332802,0.49220338553328014,HBARUSDT,10,0.12962962962962526,0.3796296296296278,1.2222222222222228,0.3796296296296278,0.22725,0.2186,0.2198,0,19,2022-01-30 14:00:00,0.22145,-0.018457626957498023,stop_loss,trailing_stop
LONG,52.3925,1.0,0.362545,,53.135,0.15099135739705138,TREND,39.2721,0.9668,35.7961,2.2534,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.9200000000000017,,,BOS,False,,47.475,,2022-01-30 06:00:00,2.5,zone,NONE,False,zone,,ABOVE,4.917499999999997,,0.10009219837992485,0.49220338553328014,AXSUSDT,13,0.6288764616166758,0.7020843924758521,0.054397559735637716,0.7020843924758521,55.845,52.125,47.475,0,20,2022-01-30 19:00:00,53.135,0.07431845729709417,stop_loss,trailing_stop
LONG,37928.5,,112.633929,,38178.5,0.2178649237472767,TREND,37.3884,300.3571,36.2782,10.5945,5.0,5_plus,1.25,BULLISH_BOS,True,,,714.0,,,BOS,True,,36781.0,,2022-01-31 16:30:00,2.5,zone,NONE,False,zone,,ABOVE,1147.5,15m,0.0010729470363507148,1.2312067242124454,BTCUSDT,9,0.4466230936819172,0.7342047930283224,0.0,0.7342047930283224,38771.0,37928.5,36781.0,0,22,2022-02-01 01:00:00,38178.5,0.2682367590876787,stop_loss,trailing_stop
LONG,157.7,,0.857143,,161.15,0.21296296296296416,TREND,37.5654,2.2857,46.7187,7.5,5.0,5_plus,1.25,BULLISH_BOS,True,,,5.400000000000006,,,BOS,True,,141.5,,2022-01-31 16:00:00,2.5,zone,NONE,False,zone,,ABOVE,16.19999999999999,,0.07600041507484236,1.2312067242124454,AAVEUSDT,18,0.4135802469135816,0.5524691358024706,0.09876543209876515,0.5524691358024706,166.65,156.1,141.5,0,21,2022-02-01 10:00:00,161.15,0.26220143200820745,stop_loss,trailing_stop
LONG,2644.95,1.0,13.445089,,2749.25,0.8151621727237228,TREND,35.1534,35.8536,34.9338,8.6463,5.0,5_plus,1.25,BULLISH_BOS,True,,,80.94999999999982,,,BOS,True,,2517.0,,2022-01-31 16:30:00,2.5,zone,NONE,False,zone,,ABOVE,127.94999999999982,15m,0.009622561345935499,1.2312067242124454,ETHUSDT,33,1.2110199296600273,1.3028526768268895,0.0,1.3028526768268895,2811.65,2644.95,2517.0,0,23,2022-02-02 01:00:00,2749.25,1.0036331483810743,stop_loss,trailing_stop
LONG,2732.6,1.0,13.445089,,2749.25,0.9275766016713236,TREND,35.1534,35.8536,34.9338,8.6463,5.0,5_plus,1.25,BULLISH_BOS,True,,,80.94999999999982,,,BOS,True,,2517.0,,2022-02-01 09:00:00,2.5,zone,NONE,False,zone,,ABOVE,17.949999999999818,15m,0.009622561345935499,1.2312067242124454,ETHUSDT,16,3.7493036211699646,4.403899721448523,0.9025069637882999,4.403899721448523,2811.65,2716.4,2517.0,1,23,2022-02-02 01:00:00,2749.25,0.16021564640982694,stop_loss,trailing_stop
LONG,294.6,,0.887946,,286.25,-1.0,TREND,35.9852,2.3679,32.73,5.7315,3.5,3_to_4,0.5,BULLISH_BOS,False,,,2.75,,,BOS,False,,286.25,,2022-02-02 10:00:00,2.5,zone,NONE,False,zone,,ABOVE,8.350000000000023,,0.05999450594184559,0.500954124614412,BCHUSDT,4,0.16766467065867946,0.23952095808383167,1.065868263473055,0.23952095808383167,296.6,285.7,286.25,0,24,2022-02-02 14:00:00,286.25,-0.500954124614412,stop_loss,SL
LONG,0.2238,1.0,0.001176,,0.23925,1.5297029702970293,TREND,39.1387,0.0031,29.1572,16.6287,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.011449999999999988,,,BOS,False,,0.2138,,2022-02-03 12:30:00,2.5,zone,NONE,False,zone,,ABOVE,0.010099999999999998,15m,4.984493539913401,0.49844935399134005,HBARUSDT,25,2.0247524752475248,2.2722772277227725,0.0,2.2722772277227725,0.24675,0.2238,0.2137,0,25,2022-02-04 13:00:00,0.23925,0.077010425191662,stop_loss,trailing_stop
LONG,0.2307,1.0,0.001176,,0.23925,0.5044247787610623,TREND,39.1387,0.0031,29.1572,16.6287,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.011449999999999988,,,BOS,False,,0.2138,,2022-02-03 13:00:00,2.5,zone,NONE,False,zone,,ABOVE,0.016949999999999993,15m,4.984493539913401,0.49844935399134005,HBARUSDT,24,0.7994100294985258,0.9469026548672576,0.3274336283185842,0.9469026548672576,0.24675,0.22515,0.2137,1,25,2022-02-04 13:00:00,0.23925,0.04261741976625959,stop_loss,trailing_stop
LONG,0.2379,1.0,0.001176,,0.23925,0.09574468085106312,TREND,39.1387,0.0031,29.1572,16.6287,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.011449999999999988,,,BOS,False,,0.2138,,2022-02-03 16:00:00,2.5,zone,NONE,False,zone,,ABOVE,0.014100000000000001,15m,4.984493539913401,0.49844935399134005,HBARUSDT,21,0.45035460992907755,0.6276595744680848,0.28723404255319135,0.6276595744680848,0.24675,0.23385,0.2137,2,25,2022-02-04 13:00:00,0.23925,0.006729066278883041,stop_loss,trailing_stop
LONG,30.985,,0.238259,,30.995,0.003968253968254589,TREND,39.6165,0.6354,27.7122,8.8814,5.0,5_plus,1.25,BULLISH_BOS,True,,,0.9199999999999982,,,BOS,True,,28.465,,2022-02-04 16:00:00,2.5,zone,NONE,False,zone,,ABOVE,2.5199999999999996,,0.49512017713048023,1.24770284636881,ATOMUSDT,21,0.3591269841269846,0.5079365079365085,0.18253968253968292,0.5079365079365085,32.265,30.525,28.465,0,26,2022-02-05 13:00:00,30.995,0.004951201771305576,stop_loss,trailing_stop
LONG,0.2469,1.0,0.001365,,0.2567,1.1807228915662618,TREND,39.8595,0.0036,28.7537,11.58,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.0019499999999999795,,,BOS,False,,0.2386,,2022-02-04 17:30:00,2.5,zone,NONE,False,zone,,ABOVE,0.008300000000000002,15m,4.99081138547524,0.499081138547524,HBARUSDT,21,1.620481927710845,1.885542168674698,0.2831325301204841,1.885542168674698,0.26255,0.24455,0.2386,0,27,2022-02-05 14:00:00,0.2567,0.04890995157765723,stop_loss,trailing_stop
LONG,0.259,1.0,0.001365,,0.2567,-1.0,TREND,39.8595,0.0036,28.7537,11.58,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.0019499999999999795,,,BOS,False,,0.2386,,2022-02-05 13:00:00,2.5,zone,NONE,False,zone,,ABOVE,0.0023000000000000242,15m,4.99081138547524,0.499081138547524,HBARUSDT,1,0.0,0.19565217391304401,1.173913043478264,0.19565217391304401,0.25945,0.2563,0.2386,1,27,2022-02-05 14:00:00,0.2567,-0.011478866186593174,stop_loss,trailing_stop
LONG,1.1207,1.0,0.005298,,1.1201,-0.020202020202017938,TREND,33.3668,0.0141,37.0071,13.0435,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.016799999999999926,,,BOS,False,,1.091,,2022-02-04 22:00:00,2.5,zone,NONE,False,zone,,ABOVE,0.02970000000000006,,4.99081138547524,0.499081138547524,ADAUSDT,30,1.4882154882154859,1.8989898989898955,0.8080808080808072,1.8989898989898955,1.1771,1.0967,1.091,0,28,2022-02-06 04:00:00,1.1201,-0.002994486831284814,stop_loss,trailing_stop
LONG,1.1453,1.0,0.005298,,1.1201,-0.46408839779005306,TREND,33.3668,0.0141,37.0071,13.0435,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.016799999999999926,,,BOS,False,,1.091,,2022-02-05 14:00:00,2.5,zone,NONE,False,zone,,ABOVE,0.054300000000000015,,4.99081138547524,0.499081138547524,ADAUSDT,14,0.08471454880294542,0.15469613259668435,0.8950276243093915,0.15469613259668435,1.1537,1.0967,1.091,1,28,2022-02-06 04:00:00,1.1201,-0.12576844691397548,stop_loss,trailing_stop
LONG,125.18,1.0,0.50625,,121.37,-1.0,TREND,31.8842,1.35,39.8413,12.6984,3.5,3_to_4,0.5,BULLISH_BOS,False,,,5.969999999999985,,,BOS,False,,121.37,,2022-02-06 08:30:00,2.5,zone,NONE,False,zone,,ABOVE,3.8100000000000023,15m,0.13087906438703653,0.49864923531460953,LTCUSDT,6,0.3622047244094474,0.6299212598425171,1.212598425196851,0.6299212598425171,127.58,120.56,121.37,0,29,2022-02-06 14:00:00,121.37,-0.4986492353146095,stop_loss,SL
LONG,21.85,1.0,0.111027,,21.815,-0.0321100917431194,TREND,34.8074,0.2961,26.8999,20.5066,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.8350000000000009,,,BOS,False,,20.76,,2022-02-06 23:30:00,2.5,zone,NONE,False,zone,,ABOVE,1.0899999999999999,15m,0.45518898086058396,0.49615598913803644,DOTUSDT,14,0.4908256880733947,0.6055045871559636,0.431192660550461,0.6055045871559636,22.51,21.38,20.76,0,31,2022-02-07 13:00:00,21.815,-0.015931614330120504,stop_loss,trailing_stop
LONG,11.3935,1.0,0.068464,,12.253,3.23728813559323,TREND,33.9176,0.1826,27.6604,21.5962,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.4930000000000003,,,BOS,False,,11.128,,2022-02-06 23:00:00,2.5,zone,NONE,False,zone,,ABOVE,0.2654999999999994,,1.868760787713889,0.49615598913803644,UNIUSDT,25,4.3258003766478454,4.506591337099823,0.08851224105461526,4.506591337099823,12.59,11.37,11.128,0,32,2022-02-08 00:00:00,12.253,1.6061998970400886,stop_loss,trailing_stop
LONG,0.1493,1.0,0.000621,,0.1605,2.2857142857142945,TREND,34.0717,0.0017,31.0345,19.8276,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.007099999999999995,,,BOS,False,,0.1444,,2022-02-06 19:00:00,2.5,zone,NONE,False,zone,,ABOVE,0.004899999999999988,,4.9615598913803645,0.49615598913803644,DOGEUSDT,37,3.836734693877563,4.795918367346955,0.12244897959183489,4.795918367346955,0.1728,0.1487,0.1444,0,30,2022-02-08 08:00:00,0.1605,0.05556947078346016,stop_loss,trailing_stop
LONG,0.6795,1.0,0.002657,,0.8667000000000004,9.0,TREND,30.314,0.0071,35.4839,5.8468,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.016700000000000048,,,BOS,False,,0.6587,,2022-02-06 23:15:00,2.5,zone,NONE,False,zone,,ABOVE,0.02080000000000004,15m,4.9615598913803645,0.49615598913803644,XRPUSDT,33,10.471153846153825,11.288461538461517,0.389423076923076,11.288461538461517,0.9143,0.6714,0.6587,0,33,2022-02-08 08:00:00,0.8667000000000004,0.928804011666406,stop_loss,trailing_stop
LONG,0.151,1.0,0.000621,,0.1605,1.439393939393942,TREND,34.0717,0.0017,31.0345,19.8276,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.007099999999999995,,,BOS,False,,0.1444,,2022-02-06 20:00:00,2.5,zone,NONE,False,zone,,ABOVE,0.006599999999999995,,4.9615598913803645,0.49615598913803644,DOGEUSDT,36,2.5909090909090935,3.3030303030303076,0.13636363636363408,3.3030303030303076,0.1728,0.1501,0.1444,1,30,2022-02-08 08:00:00,0.1605,0.0471348189681135,stop_loss,trailing_stop
LONG,12.114,1.0,0.070045,,12.163,0.09664694280078767,TREND,39.3528,0.1868,28.26,18.5086,5.0,5_plus,1.25,BULLISH_BOS,True,,,0.3949999999999996,,,BOS,True,,11.607,,2022-02-09 06:00:00,2.5,zone,NONE,False,zone,,ABOVE,0.5070000000000014,,2.5111680081788696,1.2731621801466906,UNIUSDT,19,0.6982248520710024,1.0374753451676495,0.19921104536489265,1.0374753451676495,12.64,12.013,11.607,0,34,2022-02-10 01:00:00,12.163,0.12304723240076333,stop_loss,trailing_stop
LONG,12.463,1.0,0.070045,,12.163,-0.350467289719625,TREND,39.3528,0.1868,28.26,18.5086,5.0,5_plus,1.25,BULLISH_BOS,True,,,0.3949999999999996,,,BOS,True,,11.607,,2022-02-09 13:00:00,2.5,zone,NONE,False,zone,,ABOVE,0.8559999999999999,,2.5111680081788696,1.2731621801466906,UNIUSDT,12,0.005841121495328017,0.07242990654205744,0.3948598130841113,0.07242990654205744,12.525,12.125,11.607,1,34,2022-02-10 01:00:00,12.163,-0.7533504024536583,stop_loss,trailing_stop
LONG,0.8887,1.0,0.008633,,0.8599,-0.6590389016018307,TREND,39.4608,0.023,32.9196,10.7664,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.04820000000000002,,,BOS,False,,0.845,,2022-02-09 12:30:00,2.5,zone,NONE,False,zone,,ABOVE,0.04370000000000007,15m,5.092648720586762,0.5092648720586762,XRPUSDT,14,0.24485125858123374,0.6613272311212787,0.7734553775743707,0.6613272311212787,0.9176,0.8549,0.845,0,35,2022-02-10 02:00:00,0.8599,-0.146668283152899,stop_loss,trailing_stop
LONG,43703.0,1.0,147.84375,,43252.0,-1.0,TREND,37.7832,394.25,19.0688,13.3164,4.0,4_to_5,1.0,BULLISH_BOS,True,,,288.0,,,BOS,True,,43252.0,,2022-02-11 13:30:00,2.5,zone,NONE,False,zone,,ABOVE,451.0,15m,0.0022411530589474377,1.0107600295852943,BTCUSDT,5,0.0,0.3835920177383592,2.4900221729490024,0.3835920177383592,43876.0,42580.0,43252.0,0,36,2022-02-11 18:00:00,43252.0,-1.0107600295852943,stop_loss,SL
LONG,0.1567,,0.000814,,0.1501,-0.5546218487394956,TREND,30.4112,0.0022,52.3026,2.9605,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.006199999999999983,,,BOS,False,,0.1448,,2022-02-13 13:00:00,2.5,zone,NONE,False,zone,,ABOVE,0.011899999999999994,,5.003262146447207,0.5003262146447207,DOGEUSDT,10,0.0,0.0,0.8151260504201697,0.0,0.1567,0.147,0.1448,0,37,2022-02-13 23:00:00,0.1501,-0.03302153016655154,stop_loss,trailing_stop
