direction,entry,tp,sl,rr,regime,adx,atr,plus_di,minus_di,confidence,bos,fvg,liquidity_sweep,bos_strength,range,volume,fvg_size,signal_type,has_fvg,nearest_level,last_swing_low,last_swing_high,timestamp,confidence_threshold_used,entry_mode,entry_type,candles_since_bos,ema_position,position_size,risk_amount,risk_percent,symbol,bars_alive,max_r,initial_risk,mfe_r,mae_r,max_r_reached,max_price_since_entry,min_price_since_entry,original_sl,exit_time,exit_price,pnl,exit_reason,exit_type,mtf_tf
LONG,93917.8,94502.95,93527.7,1.4999999999999627,RANGE,19.2906,390.1,8.2671,27.46,4.0,,False,SWEEP_LOW,,488.70000000001164,,,SWEEP,False,93616.2,,,2025-04-27 13:30:00,1,,,,,0.0036098218646694034,1.4081915094075552,1.0,BTCUSDT,8,1.2260958728531037,390.1000000000058,1.5355037169956192,0.6262496795693393,1.5355037169956192,94516.8,93673.5,93527.7,2025-04-27 21:00:00,94502.95,2.11228726411128,take_profit,TP,15m
LONG,0.1864,0.192,0.1827,1.5135135135135083,RANGE,12.4941,0.0021,14.2413,22.9174,4.0,BEARISH_BOS,False,SWEEP_LOW,,0.0020799999999999985,,,SWEEP,False,0.1827,,,2025-04-27 15:00:00,1,,,,,7.005617938696766,1.401123587739353,1.0,HBARUSDT,6,1.5837837837837736,0.003700000000000009,1.7783783783783749,0.4297297297297309,1.7783783783783749,0.19298,0.18481,0.1827,2025-04-27 21:00:00,0.192,0.039231460456701846,take_profit,TP,
LONG,0.1776,0.1805,0.1756,-1.0,RANGE,13.4384,0.002,15.3957,31.8345,3.0,,False,SWEEP_LOW,,0.0031799999999999884,,,SWEEP,False,0.1756,,,2025-04-28 00:00:00,1,,,,,7.113193874925165,0.7113193874925164,0.5,DOGEUSDT,1,0.0,0.0020000000000000018,0.2599999999999961,1.9750000000000028,0.2599999999999961,0.17812,0.17365,0.1756,2025-04-28 01:00:00,0.1756,-0.014226387749850343,stop_loss,SL,
LONG,2.644,,2.601,-1.0,TREND,34.5246,0.0279,44.2455,7.6726,4.5,BULLISH_BOS,False,SWEEP_HIGH,,0.04400000000000004,,,BOS,False,,2.601,,2025-04-29 06:00:00,1,zone,inside_zone,,ABOVE,7.112482555537672,1.4224965111075343,1.0,AXSUSDT,4,0.0,0.04300000000000015,0.372093023255813,2.209302325581392,0.372093023255813,2.66,2.549,2.601,2025-04-29 10:00:00,2.601,-0.30583674988812093,stop_loss,SL,
LONG,85.14,87.18,83.78,1.5000000000000053,RANGE,15.945,0.8764,15.0774,23.3904,4.0,BEARISH_BOS,False,SWEEP_LOW,,0.789999999999992,,,SWEEP,False,83.78,,,2025-04-29 15:00:00,1,,,,,1.0437045173593043,1.4194381436086532,1.0,LTCUSDT,2,1.4852941176470564,1.3599999999999994,1.6544117647058831,0.05882352941176348,1.6544117647058831,87.39,85.06,83.78,2025-04-29 17:00:00,87.18,2.129157215412987,take_profit,TP,
LONG,2.51,2.5853,2.4598,-1.0,RANGE,17.6005,0.0344,9.9792,25.9875,4.0,BEARISH_BOS,False,SWEEP_LOW,,0.03999999999999959,,,SWEEP,False,2.4598,,,2025-04-29 22:00:00,1,,,,,7.203648578813915,1.440729715762783,1.0,NEARUSDT,14,0.7171314741035891,0.0501999999999998,0.7768924302788904,1.2549800796812745,0.7768924302788904,2.549,2.447,2.4598,2025-04-30 12:00:00,2.4598,-0.3616231586564571,stop_loss,SL,
SHORT,0.1734,,0.1734,0.0,TREND,35.9296,0.0018,10.5704,39.6889,4.0,,True,,,0.002569999999999989,,,BOS,True,,,0.1766,2025-04-30 07:00:00,1,momentum,inside_zone,8.0,BELOW,7.203648578813915,1.440729715762783,1.0,DOGEUSDT,13,2.009374999999992,0.0032000000000000084,2.131249999999992,0.8312499999999965,2.131249999999992,0.17606,0.16658,0.1766,2025-04-30 20:00:00,0.1734,0.0,stop_loss,trailing_stop,
SHORT,0.3253,,0.3302,-0.5104166666666684,TREND,39.9465,0.0041,17.9443,31.7073,3.5,,False,SWEEP_LOW,,0.012400000000000022,,,BOS,False,,,0.3349,2025-04-30 12:00:00,1,momentum,inside_zone,13.0,BELOW,7.185567420881092,1.4371134841762183,1.0,ARBUSDT,19,1.062499999999999,0.009599999999999997,1.1145833333333324,0.6250000000000008,1.1145833333333324,0.3313,0.3146,0.3349,2025-05-01 07:00:00,0.3302,-0.035209280362317456,stop_loss,trailing_stop,
SHORT,4.0683,,4.1273,-0.884557721139433,TREND,36.4277,0.0483,16.3954,32.1397,4.0,,True,,,0.026500000000000412,,,BOS,True,,,4.135,2025-04-30 23:30:00,1,momentum,inside_zone,9.0,BELOW,7.185567420881092,1.4371134841762183,1.0,DOTUSDT,9,0.0,0.06669999999999998,0.11394302848575792,1.1784107946026956,0.11394302848575792,4.1469,4.0607,4.135,2025-05-01 08:00:00,4.1273,-0.4239484778319856,stop_loss,trailing_stop,15m
SHORT,5.341,5.2419,5.4071,-1.0,RANGE,22.7013,0.0661,19.2432,14.2703,4.0,,False,SWEEP_HIGH,,0.08999999999999986,,,SWEEP,False,5.4071,,,2025-05-01 15:00:00,1,,,,,7.162609532971375,1.432521906594275,1.0,UNIUSDT,1,0.0,0.0660999999999996,0.0,1.1800302571860797,0.0,5.419,5.341,5.4071,2025-05-01 16:00:00,5.4071,-0.47344849012940504,stop_loss,SL,
LONG,4.2392,,4.1681,-0.8713235294117706,TREND,30.544,0.0457,27.9437,7.5841,4.0,BULLISH_BOS,True,SWEEP_HIGH,,0.048499999999999766,,,BOS,True,,4.1576,,2025-05-02 03:45:00,1,zone,near_zone,,ABOVE,7.138937108464905,1.427787421692981,1.0,DOTUSDT,7,0.0,0.0815999999999999,0.12377450980391626,0.9522058823529437,0.12377450980391626,4.2493,4.1615,4.1576,2025-05-02 10:00:00,4.1681,-0.5075784284118575,stop_loss,trailing_stop,15m
LONG,5.469,5.5633,5.4061,-1.0,RANGE,20.2715,0.0629,14.5455,26.1364,4.0,,False,SWEEP_LOW,,0.08599999999999941,,,SWEEP,False,5.4061,,,2025-05-02 12:00:00,1,,,,,7.113558187044312,1.4227116374088624,1.0,APTUSDT,7,0.34976152623210444,0.06289999999999996,0.8744038155802822,1.510333863275051,0.8744038155802822,5.524,5.374,5.4061,2025-05-02 19:00:00,5.4061,-0.4474428099650869,stop_loss,SL,
LONG,2.815,2.89795,2.7597,-1.0,RANGE,22.2937,0.03,15.2381,20.9524,3.0,,False,SWEEP_LOW,,0.03200000000000003,,,SWEEP,False,2.7597,,,2025-05-02 15:15:00,1,,,,,7.113558187044312,0.7113558187044312,0.5,FILUSDT,4,0.07233273056057885,0.055299999999999905,0.4520795660036158,1.0669077757685401,0.4520795660036158,2.84,2.756,2.7597,2025-05-02 19:00:00,2.7597,-0.39337976774354977,stop_loss,SL,15m
LONG,96433.0,96998.1679,96056.2214,-1.0,RANGE,12.7695,376.7786,6.8361,24.7531,4.0,BEARISH_BOS,False,SWEEP_LOW,,285.6000000000058,,,SWEEP,False,96093.8214,,,2025-05-03 04:15:00,1,,,,,0.0037536723466559856,1.414303411631776,1.0,BTCUSDT,6,0.0,376.7786000000051,0.3068114802698568,1.629604229114901,0.3068114802698568,96548.6,95819.0,96056.2214,2025-05-03 10:00:00,96056.2214,-1.414303411631776,stop_loss,SL,15m
LONG,171.48,176.6244,168.0504,1.5000000000000082,RANGE,14.6511,1.5043,19.8481,31.1966,2.0,,False,SWEEP_LOW,,2.3899999999999864,,,SWEEP,False,168.0504,,,2025-05-03 16:00:00,1,,,,,0.20412881640941521,0.7000801887577291,0.5,AAVEUSDT,4,1.4987170515512085,3.4295999999999935,1.924422673198051,0.6123163051084669,1.924422673198051,178.08,169.38,168.0504,2025-05-03 20:00:00,176.6244,1.0501202831365994,take_profit,TP,
SHORT,3.3447,,3.2453,0.8283333333333339,TREND,34.1584,0.0427,14.697,28.2558,3.5,BEARISH_BOS,False,,,0.06700000000000017,,,BOS,False,,,3.4647,2025-05-03 10:00:00,1,zone,inside_zone,,BELOW,7.000801887577293,1.4001603775154583,1.0,SUIUSDT,26,1.4383333333333328,0.1200000000000001,1.6091666666666637,0.31333333333333185,1.6091666666666637,3.3823,3.1516,3.4647,2025-05-04 12:00:00,3.2453,0.6958797076251839,stop_loss,trailing_stop,
SHORT,21.242,,20.18,2.5406698564593375,TREND,32.8765,0.2452,7.5153,32.3332,3.2,,True,,,0.2579999999999991,,,BOS,True,,,21.66,2025-05-02 18:30:00,1,momentum,near_zone,10.0,BELOW,1.701808178718738,0.7113558187044312,0.5,AVAXUSDT,56,3.294258373205753,0.41799999999999926,3.8421052631579053,0.356459330143535,3.8421052631579053,21.391,19.636,21.66,2025-05-05 02:00:00,20.18,1.8073202857993018,stop_loss,trailing_stop,15m
SHORT,4.0023,,3.9714,0.2207142857142857,TREND,38.7271,0.0362,10.1461,31.4449,3.5,BEARISH_BOS,False,,,0.045399999999999885,,,BOS,False,,,4.1423,2025-05-04 00:30:00,1,zone,inside_zone,,BELOW,7.053307901734122,1.4106615803468245,1.0,DOTUSDT,26,0.6121428571428593,0.13999999999999968,0.7650000000000016,0.33500000000000035,0.7650000000000016,4.0492,3.8952,4.1423,2025-05-05 02:00:00,3.9714,0.21794721416358387,stop_loss,trailing_stop,15m
SHORT,0.3104,,0.3156,-1.0,TREND,37.8697,0.0038,11.9318,28.9773,3.5,,False,SWEEP_LOW,,0.005900000000000016,,,BOS,False,,,0.3156,2025-05-05 01:00:00,1,momentum,inside_zone,8.0,BELOW,7.088101887115382,1.4176203774230762,1.0,ARBUSDT,1,0.0,0.005199999999999982,0.21153846153846032,1.0576923076923122,0.21153846153846032,0.3159,0.3093,0.3156,2025-05-05 02:00:00,0.3156,-0.036858129812999865,stop_loss,SL,
SHORT,3.3125,3.2295,3.3678,-1.0,RANGE,22.3138,0.0553,22.509,17.0367,3.0,,False,SWEEP_HIGH,,0.12699999999999978,,,SWEEP,False,3.3678,,,2025-05-05 02:00:00,1,,,,,7.1875223556228764,0.7187522355622876,0.5,SUIUSDT,3,0.506329113924052,0.055299999999999905,0.8915009041591357,1.714285714285721,0.8915009041591357,3.4073,3.2632,3.3678,2025-05-05 05:00:00,3.3678,-0.3974699862659444,stop_loss,SL,
SHORT,14.099,13.86065,14.2579,1.500000000000011,RANGE,17.1361,0.1589,20.2338,19.1996,5.0,BULLISH_BOS,False,SWEEP_HIGH,,0.12899999999999956,,,SWEEP,False,14.2479,,,2025-05-05 06:00:00,1,,,,,7.1676488563095795,2.1502946568928736,1.5,LINKUSDT,4,2.234109502831984,0.15889999999999915,2.781623662680947,0.2894902454373796,2.781623662680947,14.145,13.657,14.2579,2025-05-05 10:00:00,13.86065,1.7084091049013919,take_profit,TP,15m
SHORT,0.1741,,0.17463,-0.12325581395348904,TREND,33.4112,0.002,11.0679,28.819,3.5,,False,SWEEP_LOW,,0.0037500000000000033,,,BOS,False,,,0.1784,2025-05-05 10:00:00,1,momentum,inside_zone,9.0,BELOW,7.253069311554649,1.4506138623109297,1.0,HBARUSDT,21,0.44883720930232923,0.004299999999999998,0.774418604651163,0.6279069767441882,0.774418604651163,0.1768,0.17077,0.1784,2025-05-06 07:00:00,0.17463,-0.003844126735123983,stop_loss,trailing_stop,
SHORT,0.663,,0.6572,0.20138888888889028,TREND,39.8469,0.0087,15.2263,34.9794,4.0,BEARISH_BOS,True,,,0.01090000000000002,,,BOS,True,,,0.6918,2025-05-05 11:00:00,1,zone,near_zone,,BELOW,7.253069311554649,1.4506138623109297,1.0,ADAUSDT,31,0.6076388888888927,0.028799999999999937,0.7569444444444475,0.32638888888888834,0.7569444444444475,0.6724,0.6412,0.6918,2025-05-06 18:00:00,0.6572,0.04206780200701716,stop_loss,trailing_stop,
SHORT,2.583,,2.58,0.0666666666666693,TREND,30.4396,0.0224,13.0573,29.9363,3.5,BEARISH_BOS,False,,,0.027000000000000135,,,BOS,False,,,2.628,2025-05-06 10:15:00,1,zone,inside_zone,,BELOW,7.252877105217893,1.4505754210435786,1.0,FILUSDT,12,1.4666666666666752,0.04499999999999993,2.2222222222222276,0.24444444444443764,2.2222222222222276,2.594,2.483,2.628,2025-05-06 22:00:00,2.58,0.021758631315654503,stop_loss,trailing_stop,15m
SHORT,2.352,2.3173,2.3751,-1.0,RANGE,18.2393,0.0231,23.7654,17.284,4.0,BULLISH_BOS,False,SWEEP_HIGH,,0.03200000000000003,,,SWEEP,False,2.3751,,,2025-05-07 22:00:00,1,,,,,7.256068426884027,1.4512136853768052,1.0,AXSUSDT,2,0.08658008658007577,0.023100000000000342,0.38961038961037936,1.515151515151499,0.38961038961037936,2.387,2.343,2.3751,2025-05-08 00:00:00,2.3751,-0.16761518066102352,stop_loss,SL,
LONG,2.2073,,2.3269999999999995,3.0,TREND,33.169,0.0193,46.7432,8.1051,5.0,BULLISH_BOS,True,,,0.031400000000000095,,,BOS,True,,2.1674,,2025-05-08 08:30:00,1,zone,inside_zone,,ABOVE,7.247687667850975,2.1743063003552927,1.5,XRPUSDT,32,4.932330827067693,0.039899999999999824,5.573934837092755,0.1704260651629115,5.573934837092755,2.4297,2.2005,2.1674,2025-05-09 16:00:00,2.3269999999999995,0.867548213841758,stop_loss,trailing_stop,15m
LONG,3.047,,2.997,-1.0,TREND,32.9056,0.0361,25.3465,9.901,4.0,,True,,,0.028999999999999915,,,BOS,True,,2.997,,2025-05-10 06:30:00,1,momentum,inside_zone,22.0,ABOVE,7.291065078543063,1.4582130157086126,1.0,FILUSDT,5,0.5399999999999909,0.050000000000000266,0.9399999999999892,1.0999999999999974,0.9399999999999892,3.094,2.992,2.997,2025-05-10 11:00:00,2.997,-0.3645532539271551,stop_loss,SL,15m
LONG,0.2062,,0.21213,1.005084745762717,TREND,35.626,0.0027,28.8234,2.1585,5.0,BULLISH_BOS,True,,,0.002590000000000009,,,BOS,True,,0.2003,,2025-05-10 06:00:00,1,zone,inside_zone,,ABOVE,7.291065078543063,2.187319523562919,1.5,HBARUSDT,23,2.205084745762715,0.005899999999999989,2.4694915254237335,0.4423728813559333,2.4694915254237335,0.22077,0.20359,0.2003,2025-05-11 05:00:00,0.21213,0.0432360159157605,stop_loss,trailing_stop,
LONG,100.59,102.9471,99.0186,-1.0,RANGE,15.7694,1.5714,10.6364,30.8182,4.0,BEARISH_BOS,False,SWEEP_LOW,,2.509999999999991,,,SWEEP,False,99.0186,,,2025-05-11 07:00:00,1,,,,,0.9259258262240688,1.454999843328499,1.0,LTCUSDT,6,0.6618302150948161,1.571399999999997,0.8527427771414063,1.0691103474608692,0.8527427771414063,101.93,98.91,99.0186,2025-05-11 13:00:00,99.0186,-1.454999843328499,stop_loss,SL,
LONG,2475.9,2543.74605,2430.6693,-1.0,RANGE,22.2975,45.2307,18.7752,19.8553,4.0,BEARISH_BOS,False,SWEEP_LOW,,47.40000000000009,,,SWEEP,False,2430.6693,,,2025-05-12 17:45:00,1,,,,,0.03184672898927524,1.440449844895214,1.0,ETHUSDT,1,0.0,45.23070000000007,0.1978744525289196,1.5420941970829523,0.1978744525289196,2484.85,2406.15,2430.6693,2025-05-12 18:00:00,2430.6693,-1.4404498448952139,stop_loss,SL,15m
LONG,168.93,173.7664,165.7057,1.4999844927581176,RANGE,20.0097,3.2243,17.1467,27.6252,3.0,,False,SWEEP_LOW,,3.25,,,SWEEP,False,165.7057,,,2025-05-13 02:00:00,1,,,,,0.22114030121984027,0.7130226732231308,0.5,SOLUSDT,7,1.4793908755388712,3.2242999999999995,1.5662314300778413,0.8839127872716542,1.5662314300778413,173.98,166.08,165.7057,2025-05-13 09:00:00,173.7664,1.0695229528196348,take_profit,TP,
LONG,0.791,0.8178,0.7731,1.4972067039106087,RANGE,21.7482,0.0179,9.8721,35.4117,4.0,,False,SWEEP_LOW,,0.020299999999999985,,,SWEEP,False,0.7731,,,2025-05-13 04:00:00,1,,,,,7.130226732231309,1.4260453464462617,1.0,ADAUSDT,12,1.2178770949720614,0.017900000000000027,1.8212290502793247,0.49720670391061483,1.8212290502793247,0.8236,0.7821,0.7731,2025-05-13 16:00:00,0.8178,0.1910900764237986,take_profit,TP,
LONG,3.139,3.2516,3.0639,-1.0,RANGE,14.6457,0.0751,13.6061,23.882,4.0,BEARISH_BOS,False,SWEEP_LOW,,0.07100000000000017,,,SWEEP,False,3.0639,,,2025-05-15 09:00:00,1,,,,,7.19325738369348,1.438651476738696,1.0,AXSUSDT,4,0.15978695073235713,0.07509999999999994,0.3994673768308957,1.5046604527296947,0.3994673768308957,3.169,3.026,3.0639,2025-05-15 13:00:00,3.0639,-0.5402136295153799,stop_loss,SL,
SHORT,23.352,,22.375,1.548335974643423,TREND,35.6242,0.3417,7.6923,29.1597,3.6,BEARISH_BOS,False,SWEEP_LOW,,0.5009999999999977,,,BOS,False,,,23.983,2025-05-16 20:15:00,1,zone,near_zone,,BELOW,2.2713935664715397,1.433249340443542,1.0,AVAXUSDT,32,2.0206022187004726,0.6310000000000002,2.218700475435813,0.03328050713153849,2.218700475435813,23.373,21.952,23.983,2025-05-18 04:00:00,22.375,2.2191515144426948,stop_loss,trailing_stop,15m
SHORT,4.589,,4.6419,-0.5890868596881916,TREND,37.3806,0.0676,7.9134,31.1252,3.5,,False,SWEEP_LOW,,0.0990000000000002,,,BOS,False,,,4.6788,2025-05-17 22:30:00,1,momentum,inside_zone,20.0,BELOW,7.16624670221771,1.433249340443542,1.0,DOTUSDT,6,0.0,0.08979999999999944,0.1692650334075746,0.7305122494432104,0.1692650334075746,4.6546,4.5738,4.6788,2025-05-18 04:00:00,4.6419,-0.3790944505473117,stop_loss,trailing_stop,15m
SHORT,0.7175,0.696,0.7319,-1.0,RANGE,22.7218,0.0116,29.8645,10.5296,5.0,BULLISH_BOS,False,SWEEP_HIGH,,0.01629999999999998,,,SWEEP,False,0.7319,,,2025-05-18 09:00:00,1,,,,,7.25824955541248,2.1774748666237436,1.5,OPUSDT,5,0.645833333333333,0.014399999999999968,1.0972222222222272,1.5069444444444438,1.0972222222222272,0.7392,0.7017,0.7319,2025-05-18 14:00:00,0.7319,-0.10451879359793947,stop_loss,SL,
SHORT,4.876,,5.016,-0.4022988505747119,TREND,31.4353,0.1044,13.8261,42.2998,5.0,BEARISH_BOS,True,,,0.12199999999999989,,,BOS,True,,,5.224,2025-05-19 04:00:00,1,zone,inside_zone,,BELOW,6.25260656528671,2.1759070847197743,1.5,APTUSDT,9,0.13218390804597782,0.34799999999999986,0.14655172413793155,0.5833333333333318,0.14655172413793155,5.079,4.825,5.224,2025-05-19 13:00:00,5.016,-0.8753649191401374,stop_loss,trailing_stop,
SHORT,103224.6,,103392.0,-0.04281658439266294,TREND,37.2901,1055.6214,22.6184,28.9092,4.0,BEARISH_BOS,True,,,987.0,,,BOS,True,,,107134.3,2025-05-19 04:30:00,1,zone,near_zone,,BELOW,0.00037102711797491305,1.4506047231465165,1.0,BTCUSDT,9,0.273499245466405,3909.699999999997,0.3132209632452635,0.06936593600531941,0.3132209632452635,103495.8,102000.0,107134.3,2025-05-19 13:00:00,103392.0,-0.06210993954899829,stop_loss,trailing_stop,15m
SHORT,0.1936,0.1875,0.1977,-1.0,RANGE,20.7941,0.0024,24.0096,14.916,3.0,,False,SWEEP_HIGH,,0.0021700000000000053,,,SWEEP,False,0.1977,,,2025-05-19 23:00:00,1,,,,,7.206149872798125,0.7206149872798124,0.5,HBARUSDT,3,0.056097560975611804,0.0040999999999999925,0.14634146341463183,1.1512195121951245,0.14634146341463183,0.19832,0.193,0.1977,2025-05-20 02:00:00,0.1977,-0.02954521447847226,stop_loss,SL,
LONG,2536.6,,2520.56,-0.3585158694680385,TREND,36.983,40.2057,32.586,11.8764,3.5,BULLISH_BOS,False,,,40.070000000000164,,,BOS,False,,2491.86,,2025-05-20 01:30:00,1,zone,inside_zone,,ABOVE,0.03221345495215985,1.4412299745596249,1.0,ETHUSDT,9,0.7624050067054156,44.73999999999978,1.138578453285657,0.6819400983459971,1.138578453285657,2587.54,2506.09,2491.86,2025-05-20 10:00:00,2520.56,-0.5167038174326429,stop_loss,trailing_stop,15m
SHORT,0.7299,0.7077,0.7447,-1.0,RANGE,20.5135,0.0148,20.2507,13.7898,3.0,,False,SWEEP_HIGH,,0.013399999999999967,,,SWEEP,False,0.7447,,,2025-05-21 03:00:00,1,,,,,7.178837421202569,0.7178837421202569,0.5,OPUSDT,2,0.0,0.014800000000000035,0.3175675675675693,1.2027027027027024,0.3175675675675693,0.7477,0.7252,0.7447,2025-05-21 05:00:00,0.7447,-0.10624679383379829,stop_loss,SL,
LONG,107411.9,,106136.0,-1.0,TREND,35.6611,904.3786,24.8813,7.0569,4.0,BULLISH_BOS,True,,,467.59999999999127,,,BOS,True,,106136.0,,2025-05-21 05:30:00,1,zone,near_zone,,ABOVE,0.0011244650962474977,1.4347050163021757,1.0,BTCUSDT,4,0.2402225879771153,1275.8999999999942,0.4870287640097277,1.1051806567912827,0.4870287640097277,108033.3,106001.8,106136.0,2025-05-21 09:00:00,106136.0,-1.4347050163021757,stop_loss,SL,15m
SHORT,22.77,22.25595,23.1127,-1.0,RANGE,21.2876,0.3427,21.3839,14.1726,3.0,,False,SWEEP_HIGH,,0.29199999999999804,,,SWEEP,False,23.1057,,,2025-05-21 05:30:00,1,,,,,2.0932375493174393,0.7173525081510879,0.5,AVAXUSDT,9,1.047563466588846,0.34270000000000067,1.2313977239568128,1.0096294134811772,1.2313977239568128,23.116,22.348,23.1127,2025-05-21 14:00:00,23.1127,-0.7173525081510879,stop_loss,SL,15m
LONG,169.92,,167.33,-0.8018575851393137,TREND,33.8025,2.3764,17.914,9.5582,3.5,BULLISH_BOS,False,,,2.3100000000000023,,,BOS,False,,166.69,,2025-05-21 03:00:00,1,zone,inside_zone,,ABOVE,0.44451005704040814,1.4357674842405137,1.0,SOLUSDT,14,1.0000000000000089,3.2299999999999898,1.5479876160990762,1.3931888544891684,1.5479876160990762,174.92,165.42,166.69,2025-05-21 17:00:00,167.33,-1.151281047734646,stop_loss,trailing_stop,
LONG,2586.3,,2521.21,-0.8297004461440397,TREND,38.4142,34.91,27.8103,10.4923,3.5,BULLISH_BOS,False,,,50.2199999999998,,,BOS,False,,2507.85,,2025-05-21 05:30:00,1,zone,inside_zone,,ABOVE,0.018288145523290895,1.4347050163021757,1.0,ETHUSDT,12,0.13792224346717236,78.45000000000027,0.3807520713830438,1.7282345442957285,0.3807520713830438,2616.17,2450.72,2507.85,2025-05-21 17:00:00,2521.21,-1.190375392111007,stop_loss,trailing_stop,15m
LONG,0.225,0.2317,0.2206,1.5227272727272638,RANGE,21.1547,0.0045,23.8956,21.911,4.0,BEARISH_BOS,False,SWEEP_LOW,,0.013369999999999993,,,SWEEP,False,0.2206,,,2025-05-21 17:00:00,1,,,,,6.948839383295932,1.3897678766591863,1.0,DOGEUSDT,5,1.7818181818181724,0.004400000000000015,1.931818181818177,0.22272727272727394,1.931818181818177,0.2335,0.22402,0.2206,2025-05-21 22:00:00,0.2317,0.046557223868082635,take_profit,TP,
LONG,248.68,256.1404,243.7064,1.4999999999999971,RANGE,18.8114,4.6743,15.7702,29.6608,5.0,BEARISH_BOS,False,SWEEP_LOW,,6.0800000000000125,,,SWEEP,False,243.7064,,,2025-05-21 19:00:00,1,,,,,0.4191434403628715,2.0846518149887796,1.5,AAVEUSDT,8,1.455686022197196,4.973600000000005,1.662779475631328,0.5448769502975722,1.662779475631328,256.95,245.97,243.7064,2025-05-22 03:00:00,256.1404,3.1269777224831636,take_profit,TP,
LONG,0.4188,,0.4231,0.1535714285714274,TREND,38.3216,0.01,29.4918,8.5898,3.5,BULLISH_BOS,False,SWEEP_HIGH,,0.007500000000000007,,,BOS,False,,0.3908,,2025-05-22 05:00:00,1,zone,inside_zone,,ABOVE,7.107516130613495,1.421503226122699,1.0,ARBUSDT,30,0.9071428571428556,0.028000000000000025,0.9321428571428567,0.4428571428571432,0.9321428571428567,0.4449,0.4064,0.3908,2025-05-23 11:00:00,0.4231,0.030562319361637818,stop_loss,trailing_stop,
LONG,5.393,,5.752,1.2640845070422544,TREND,30.8141,0.0649,26.0726,3.4103,4.5,BULLISH_BOS,False,SWEEP_HIGH,,0.06299999999999972,,,BOS,False,,5.109,,2025-05-22 07:00:00,1,zone,inside_zone,,ABOVE,5.0052930497278165,1.421503226122699,1.0,APTUSDT,28,2.09154929577465,0.2839999999999998,2.1091549295774668,0.1021126760563378,2.1091549295774668,5.992,5.364,5.109,2025-05-23 11:00:00,5.752,1.796900204852286,stop_loss,trailing_stop,
LONG,0.7752,,0.7982,0.36624203821656104,TREND,31.8203,0.0148,31.0961,3.5249,3.5,BULLISH_BOS,False,,,0.012699999999999934,,,BOS,False,,0.7124,,2025-05-22 07:00:00,1,zone,inside_zone,,ABOVE,7.107516130613495,1.421503226122699,1.0,OPUSDT,28,1.0207006369426763,0.06279999999999997,1.085987261146498,0.05891719745222991,1.085987261146498,0.8434,0.7715,0.7124,2025-05-23 11:00:00,0.7982,0.1634728710041105,stop_loss,trailing_stop,
SHORT,2.872,,2.853,0.1743119266055017,TREND,31.2753,0.0609,15.2582,40.7277,3.5,BEARISH_BOS,False,,,0.04599999999999982,,,BOS,False,,,2.981,2025-05-23 20:00:00,1,zone,inside_zone,,BELOW,7.207062900374396,1.4414125800748792,1.0,NEARUSDT,14,0.697247706422019,0.10899999999999999,0.8348623853210987,0.19266055045871477,0.8348623853210987,2.893,2.781,2.981,2025-05-24 10:00:00,2.853,0.13693419510711125,stop_loss,trailing_stop,
SHORT,0.1846,,0.18525,-0.11607142857143021,TREND,38.9594,0.002,12.7139,36.1509,5.0,BEARISH_BOS,True,,,0.004409999999999997,,,BOS,True,,,0.1902,2025-05-25 08:00:00,1,zone,inside_zone,,BELOW,7.213909610129751,2.1641728830389253,1.5,HBARUSDT,11,0.27678571428571247,0.005600000000000022,0.7517857142857098,0.18571428571428733,0.7517857142857098,0.18564,0.18039,0.1902,2025-05-25 19:00:00,0.18525,-0.004689041246584423,stop_loss,trailing_stop,
SHORT,5.961,,6.086,-0.8169934640522898,TREND,37.0169,0.0744,6.6219,35.5086,4.0,BEARISH_BOS,True,SWEEP_LOW,,0.07699999999999996,,,BOS,True,,,6.114,2025-05-25 09:00:00,1,zone,inside_zone,,BELOW,7.213909610129751,1.4427819220259503,1.0,UNIUSDT,10,0.0,0.15299999999999958,0.2679738562091535,0.8496732026143807,0.2679738562091535,6.091,5.92,6.114,2025-05-25 19:00:00,6.086,-0.9017387012662189,stop_loss,trailing_stop,
SHORT,0.4008,,0.3862,0.941935483870967,TREND,36.2487,0.0087,11.9574,39.9672,5.0,BEARISH_BOS,True,,,0.006699999999999984,,,BOS,True,,,0.4163,2025-05-23 20:00:00,1,zone,inside_zone,,BELOW,7.207062900374396,2.1621188701123186,1.5,ARBUSDT,50,1.3935483870967735,0.015500000000000014,1.670967741935481,0.180645161290324,1.670967741935481,0.4036,0.3749,0.4163,2025-05-25 22:00:00,0.3862,0.1052231183454662,stop_loss,trailing_stop,
LONG,668.9,,671.9,0.3658536585365884,TREND,34.5815,3.1929,32.4385,5.8166,4.0,BULLISH_BOS,True,,,2.2999999999999545,,,BOS,True,,660.7,,2025-05-25 23:45:00,1,zone,inside_zone,,ABOVE,0.1749719360712547,1.4347698757842766,1.0,BNBUSDT,14,0.7804878048780525,8.199999999999932,0.829268292682942,0.17073170731707182,0.829268292682942,675.7,667.5,660.7,2025-05-26 13:00:00,671.9,0.524915808213764,stop_loss,trailing_stop,15m
