direction,entry,tp,sl,rr,regime,adx,atr,plus_di,minus_di,confidence,bos,fvg,liquidity_sweep,bos_strength,range,volume,fvg_size,signal_type,has_fvg,nearest_level,last_swing_low,last_swing_high,timestamp,confidence_threshold_used,entry_mode,entry_type,candles_since_bos,ema_position,position_size,risk_amount,risk_percent,symbol,bars_alive,max_r,initial_risk,mfe_r,mae_r,max_r_reached,max_price_since_entry,min_price_since_entry,original_sl,exit_time,exit_price,pnl,exit_reason,exit_type,mtf_tf
LONG,381.74,389.42105000000004,376.6193,-1.0,RANGE,19.4987,5.1207,14.1582,34.5236,4.0,BEARISH_BOS,False,SWEEP_LOW,,5.509999999999991,,,SWEEP,False,376.6193,,,2025-08-11 09:45:00,1,,,,,0.36429605828661776,1.8654508256682834,1.0,TAOUSDT,2,0.0,5.120699999999999,0.03515144413849803,2.691038334602697,0.03515144413849803,381.92,367.96,376.6193,2025-08-11 11:00:00,376.6193,-1.8654508256682834,stop_loss,SL,15m
SHORT,0.0114,,0.011365,0.07000000000000056,TREND,36.0501,0.0002,6.778,39.0651,3.5,BEARISH_BOS,False,,,0.0002570000000000003,,,BOS,False,,,0.0119,2025-08-11 19:00:00,1,zone,inside_zone,,BELOW,9.221427196589973,1.8442854393179946,1.0,1000PEPEUSDT,17,0.4779999999999988,0.0005000000000000004,0.6759999999999989,0.7899999999999984,0.6759999999999989,0.011795,0.011062,0.0119,2025-08-12 12:00:00,0.011365,0.0003227499518806519,stop_loss,trailing_stop,
SHORT,0.7691,,0.7886,-1.0,TREND,31.4822,0.0085,16.1616,31.9024,4.0,BEARISH_BOS,True,,,0.005700000000000038,,,BOS,True,,,0.7886,2025-08-12 10:00:00,1,zone,inside_zone,,BELOW,9.221427196589973,1.8442854393179946,1.0,ADAUSDT,2,0.0,0.019499999999999962,0.2051282051282057,1.333333333333337,0.2051282051282057,0.7951,0.7651,0.7886,2025-08-12 12:00:00,0.7886,-0.17981783033350413,stop_loss,SL,
LONG,119991.3,,119120.2,-1.0,TREND,32.7789,660.5,26.7568,10.8846,3.5,BULLISH_BOS,False,,,850.0,,,BOS,False,,119120.2,,2025-08-12 20:30:00,1,zone,inside_zone,,ABOVE,0.00211513085583075,1.8424904885141786,1.0,BTCUSDT,6,0.11387900355871476,871.1000000000058,0.3199403053610323,1.1677189760073359,0.3199403053610323,120270.0,118974.1,119120.2,2025-08-13 02:00:00,119120.2,-1.8424904885141784,stop_loss,SL,15m
LONG,0.36,,0.3581,-0.07063197026022358,TREND,39.1058,0.0051,39.2211,9.0403,3.5,BULLISH_BOS,False,,,0.003500000000000003,,,BOS,False,,0.3331,,2025-08-12 19:00:00,1,zone,inside_zone,,ABOVE,9.212452442570893,1.8424904885141786,1.0,AXLUSDT,11,0.182156133828997,0.02689999999999998,0.26765799256505746,0.07063197026022358,0.26765799256505746,0.3672,0.3581,0.3331,2025-08-13 06:00:00,0.3581,-0.017503659640884815,stop_loss,trailing_stop,
LONG,176.47,,196.77000000000004,7.0,TREND,31.1549,1.7293,27.7571,13.259,4.0,BULLISH_BOS,True,,,2.6599999999999966,,,BOS,True,,173.57,,2025-08-12 13:00:00,1,zone,inside_zone,,BELOW,0.6353415477635086,1.8424904885141786,1.0,SOLUSDT,25,9.003448275862056,2.9000000000000057,9.858620689655154,0.11379310344827995,9.858620689655154,205.06,176.14,173.57,2025-08-13 14:00:00,196.77000000000004,12.897433419599249,stop_loss,trailing_stop,
LONG,0.7699,0.7955,0.7528,-1.0,RANGE,16.501,0.0171,13.6097,22.1106,3.0,,False,SWEEP_LOW,,0.0232,,,SWEEP,False,0.7528,,,2025-08-13 18:00:00,1,,,,,9.764324406143103,0.9764324406143102,0.5,ENAUSDT,12,0.976608187134499,0.017100000000000004,1.152046783625727,2.3274853801169617,1.152046783625727,0.7896,0.7301,0.7528,2025-08-14 06:00:00,0.7528,-0.1669699473450471,stop_loss,SL,
LONG,624.9,,606.1,-1.0,TREND,32.9618,7.2,35.6151,11.6071,4.0,,True,,,6.600000000000023,,,BOS,True,,606.1,,2025-08-14 01:00:00,1,momentum,inside_zone,12.0,ABOVE,0.1038757915547141,1.9528648812286205,1.0,BCHUSDT,7,0.015957446808514304,18.799999999999955,0.13297872340425565,1.1542553191489353,0.13297872340425565,627.4,603.2,606.1,2025-08-14 08:00:00,606.1,-1.9528648812286205,stop_loss,SL,
LONG,128.98,131.4411,127.3393,-1.0,RANGE,14.0613,1.6407,16.7175,24.162,4.0,,False,SWEEP_LOW,,1.5799999999999983,,,SWEEP,False,127.3393,,,2025-08-14 09:00:00,1,,,,,1.1773429224982566,1.931666532942884,1.0,LTCUSDT,1,0.0,1.6406999999999954,0.08532943255928273,1.346986042542817,0.08532943255928273,129.12,126.77,127.3393,2025-08-14 10:00:00,127.3393,-1.9316665329428842,stop_loss,SL,
LONG,1.0131,1.0411499999999998,0.9943999999999998,-1.0,RANGE,13.5008,0.0187,11.5664,26.465,5.0,BEARISH_BOS,False,SWEEP_LOW,,0.022699999999999942,,,SWEEP,False,1.0031,,,2025-08-14 09:30:00,1,,,,,9.65833266471442,2.8974997994143257,1.5,WIFUSDT,3,0.0,0.01870000000000005,0.4705882352941239,4.582887700534741,0.4705882352941239,1.0219,0.9274,0.9943999999999998,2025-08-14 12:00:00,0.9943999999999998,-0.18061082083016014,stop_loss,SL,15m
LONG,127.78,131.6134,125.2244,-1.0,RANGE,15.4726,1.7429,15.7377,26.0656,4.0,BEARISH_BOS,False,SWEEP_LOW,,2.3500000000000085,,,SWEEP,False,125.2244,,,2025-08-14 10:00:00,1,,,,,0.7482978038869371,1.9123498676134552,1.0,LTCUSDT,2,0.0,2.5555999999999983,0.17608389419314013,3.114728439505405,0.17608389419314013,128.23,119.82,125.2244,2025-08-14 12:00:00,125.2244,-1.9123498676134552,stop_loss,SL,
SHORT,2.278,,2.309,-0.5344827586206936,TREND,32.7619,0.03,10.2381,37.1429,4.5,BEARISH_BOS,False,SWEEP_LOW,,0.02200000000000024,,,BOS,False,,,2.336,2025-08-18 08:00:00,1,zone,inside_zone,,BELOW,9.457101303645095,1.891420260729019,1.0,AXSUSDT,4,0.0,0.05799999999999983,0.18965517241379573,0.6896551724137957,0.18965517241379573,2.318,2.267,2.336,2025-08-18 12:00:00,2.309,-0.29317014041299927,stop_loss,trailing_stop,
SHORT,0.8592,,0.8766,-0.5878378378378392,TREND,37.6194,0.0162,9.9119,32.2467,3.5,BEARISH_BOS,False,,,0.012299999999999978,,,BOS,False,,,0.8888,2025-08-18 08:30:00,1,zone,inside_zone,,BELOW,9.457101303645095,1.891420260729019,1.0,WIFUSDT,4,0.0,0.02960000000000007,0.3141891891891876,0.8344594594594593,0.3141891891891876,0.8839,0.8499,0.8888,2025-08-18 12:00:00,0.8766,-0.16455356268342541,stop_loss,trailing_stop,15m
SHORT,0.6742,,0.6879,-0.6255707762557039,TREND,39.0568,0.0114,9.5925,34.1066,3.5,BEARISH_BOS,False,SWEEP_LOW,,0.007699999999999929,,,BOS,False,,,0.6961,2025-08-18 11:00:00,1,zone,inside_zone,,BELOW,9.457101303645095,1.891420260729019,1.0,ENAUSDT,8,0.32876712328767005,0.02190000000000003,0.35616438356164465,0.6757990867579865,0.35616438356164465,0.689,0.6664,0.6961,2025-08-18 19:00:00,0.6879,-0.12956228785993718,stop_loss,trailing_stop,
SHORT,23.092,,22.734,0.9421052631578805,TREND,36.6645,0.3141,9.8909,31.9691,3.5,BEARISH_BOS,False,,,0.6159999999999997,,,BOS,False,,,23.472,2025-08-19 14:00:00,1,zone,inside_zone,,BELOW,4.961966844261692,1.8855474008194555,1.0,AVAXUSDT,13,1.95526315789472,0.38000000000000256,2.339473684210509,0.0,2.339473684210509,23.092,22.203,23.472,2025-08-20 03:00:00,22.734,1.7763841302456709,stop_loss,trailing_stop,15m
SHORT,0.6998,,0.699,0.030888030888031732,TREND,30.6089,0.0114,12.406,32.7694,3.5,,False,SWEEP_LOW,,0.024800000000000044,,,BOS,False,,,0.7257,2025-08-19 14:00:00,1,momentum,inside_zone,11.0,BELOW,9.427737004097278,1.8855474008194555,1.0,OPUSDT,13,0.49034749034748715,0.025900000000000034,1.1544401544401501,0.4092664092664108,1.1544401544401501,0.7104,0.6699,0.7257,2025-08-20 03:00:00,0.699,0.007542189603278038,stop_loss,trailing_stop,
SHORT,3.8422,,3.7834,0.900459418070445,TREND,33.6689,0.0496,12.3812,29.5422,3.5,BEARISH_BOS,False,,,0.08929999999999971,,,BOS,False,,,3.9075,2025-08-19 14:00:00,1,zone,inside_zone,,BELOW,9.427737004097278,1.8855474008194555,1.0,DOTUSDT,14,1.8973966309341446,0.06530000000000014,2.28483920367534,0.0,2.28483920367534,3.8422,3.693,3.9075,2025-08-20 04:00:00,3.7834,0.5543509358409217,stop_loss,trailing_stop,15m
SHORT,0.3132,,0.3092,0.46511627906976805,TREND,31.8736,0.004,13.8989,31.4079,3.5,,False,SWEEP_LOW,,0.008299999999999974,,,BOS,False,,,0.3218,2025-08-19 14:00:00,1,momentum,inside_zone,10.0,BELOW,9.427737004097278,1.8855474008194555,1.0,AXLUSDT,17,1.116279069767442,0.008599999999999997,1.348837209302326,0.290697674418605,1.348837209302326,0.3157,0.3016,0.3218,2025-08-20 07:00:00,0.3092,0.03771094801638914,stop_loss,trailing_stop,
SHORT,4.415,,4.369,0.48421052631579353,TREND,39.0676,0.0594,12.0192,37.7404,6.0,BEARISH_BOS,True,SWEEP_LOW,,0.10000000000000053,,,BOS,True,,,4.51,2025-08-19 13:00:00,1,zone,inside_zone,,BELOW,9.427737004097278,2.828321101229183,1.5,APTUSDT,19,1.2526315789473692,0.09499999999999975,1.5473684210526382,0.1578947368421023,1.5473684210526382,4.43,4.268,4.51,2025-08-20 08:00:00,4.369,0.43367590218847724,stop_loss,trailing_stop,
SHORT,2.424,,2.392,0.9696969696969729,TREND,36.5269,0.0309,11.3164,34.873,4.5,BEARISH_BOS,False,SWEEP_LOW,,0.06300000000000017,,,BOS,False,,,2.457,2025-08-19 14:00:00,1,zone,inside_zone,,BELOW,9.427737004097278,1.8855474008194555,1.0,FILUSDT,18,2.030303030303027,0.03299999999999992,2.3636363636363646,0.0,2.3636363636363646,2.424,2.346,2.457,2025-08-20 08:00:00,2.392,0.30168758413111313,stop_loss,trailing_stop,15m
SHORT,181.29,178.1068,183.4121,-1.0,RANGE,16.2938,2.1221,17.5025,19.8586,3.0,,False,SWEEP_HIGH,,5.159999999999997,,,SWEEP,False,183.4121,,,2025-08-20 14:00:00,1,,,,,0.4515953342725833,0.9583304588598569,0.5,SOLUSDT,1,0.0,2.1221000000000174,0.10838320531548366,1.7765421045190988,0.10838320531548366,185.06,181.06,183.4121,2025-08-20 15:00:00,183.4121,-0.9583304588598569,stop_loss,SL,
SHORT,4306.24,4220.6029,4363.3314,-1.0,RANGE,18.7117,57.0914,23.4336,17.5633,4.0,BULLISH_BOS,False,SWEEP_HIGH,,75.07999999999993,,,SWEEP,False,4356.4214,,,2025-08-20 16:30:00,1,,,,,0.03340393847639236,1.9070776131311151,1.0,ETHUSDT,1,0.0,57.09140000000025,0.19039645200502778,1.0104849416899964,0.19039645200502778,4363.93,4295.37,4363.3314,2025-08-20 17:00:00,4363.3314,-1.907077613131115,stop_loss,SL,15m
SHORT,0.6582,0.6396,0.6706,1.5000000000000089,RANGE,15.5894,0.0124,18.8581,15.8016,3.0,,False,SWEEP_HIGH,,0.012400000000000078,,,SWEEP,False,0.6706,,,2025-08-20 17:00:00,1,,,,,9.44003418499902,0.944003418499902,0.5,ENAUSDT,14,1.209677419354843,0.012399999999999967,1.7338709677419373,0.33064516129032284,1.7338709677419373,0.6623,0.6367,0.6706,2025-08-21 07:00:00,0.6396,0.17558463584098233,take_profit,TP,
SHORT,3.5574,3.4507,3.6285,1.5007032348804517,RANGE,20.8844,0.0539,16.6468,18.7144,4.0,BULLISH_BOS,False,SWEEP_HIGH,,0.05920000000000014,,,SWEEP,False,3.6285,,,2025-08-20 17:00:00,1,,,,,9.44003418499902,1.888006836999804,1.0,SUIUSDT,17,1.4627285513361488,0.07109999999999994,1.5105485232067484,0.42897327707454286,1.5105485232067484,3.5879,3.45,3.6285,2025-08-21 10:00:00,3.4507,1.0072516475393956,take_profit,TP,
SHORT,23.419,22.939600000000002,23.7386,1.499999999999989,RANGE,14.673,0.3196,16.3128,17.2067,4.0,BULLISH_BOS,False,SWEEP_HIGH,,0.32099999999999795,,,SWEEP,False,23.6866,,,2025-08-20 17:30:00,1,,,,,5.907405622652681,1.888006836999804,1.0,AVAXUSDT,19,1.2421777221526924,0.3196000000000012,1.6301627033792203,0.6226533166457988,1.6301627033792203,23.618,22.898,23.7386,2025-08-21 12:00:00,22.939600000000002,2.8320102554996853,take_profit,TP,15m
LONG,25.217,,25.474,0.33949801849405836,TREND,36.1609,0.5358,21.6238,10.5586,3.5,BULLISH_BOS,False,,,0.5500000000000007,,,BOS,False,,24.46,,2025-08-20 12:30:00,1,zone,inside_zone,,ABOVE,2.531916668057753,1.9166609177197138,1.0,LINKUSDT,26,1.8797886393659258,0.7569999999999979,2.210039630118899,0.8599735799207419,2.210039630118899,26.89,24.566,24.46,2025-08-21 14:00:00,25.474,0.6507025836908462,stop_loss,trailing_stop,15m
SHORT,116.21,114.0843,117.6271,1.5000352833250916,RANGE,15.0425,1.4171,16.9859,17.6411,4.0,BULLISH_BOS,False,SWEEP_HIGH,,1.1699999999999875,,,SWEEP,False,117.6271,,,2025-08-20 17:00:00,1,,,,,1.3323031804387817,1.888006836999804,1.0,LTCUSDT,22,1.5101263143038552,1.417100000000005,1.608919624585406,0.7480064921318175,1.608919624585406,117.27,113.93,117.6271,2025-08-21 15:00:00,114.0843,2.832076870658711,take_profit,TP,
SHORT,0.4882,,0.5035,-0.864406779661013,TREND,39.5919,0.0089,8.2466,22.8183,3.5,BEARISH_BOS,False,,,0.009000000000000008,,,BOS,False,,,0.5059,2025-08-21 15:00:00,1,zone,inside_zone,,BELOW,9.814915484660501,1.9629830969321,1.0,ARBUSDT,11,0.062146892655369816,0.017699999999999994,0.20903954802260102,1.0112994350282474,0.20903954802260102,0.5061,0.4845,0.5059,2025-08-22 02:00:00,0.5035,-0.15016820691530494,stop_loss,trailing_stop,
SHORT,0.2337,,0.2376,-0.7090909090909111,TREND,37.2946,0.0028,7.0762,23.1726,3.5,BEARISH_BOS,False,,,0.0033199999999999896,,,BOS,False,,,0.2392,2025-08-21 15:00:00,1,zone,inside_zone,,BELOW,9.814915484660501,1.9629830969321,1.0,HBARUSDT,11,0.17272727272726868,0.005500000000000005,0.2799999999999972,0.8818181818181848,0.2799999999999972,0.23855,0.23216,0.2392,2025-08-22 02:00:00,0.2376,-0.0382781703901761,stop_loss,trailing_stop,
SHORT,114.07,,115.63,-0.7722772277227695,TREND,32.9128,1.0707,8.2722,20.0801,3.5,BEARISH_BOS,False,,,1.3699999999999903,,,BOS,False,,,116.09,2025-08-21 15:00:00,1,zone,inside_zone,,BELOW,0.9717738103624208,1.9629830969321,1.0,LTCUSDT,11,0.222772277227716,2.0200000000000102,0.3465346534653391,1.1237623762376232,0.3465346534653391,116.34,113.37,116.09,2025-08-22 02:00:00,115.63,-1.5159671441653788,stop_loss,trailing_stop,
SHORT,561.4,553.9643,566.3571,1.5000100865425439,RANGE,19.2795,4.9571,28.6744,8.5014,3.0,,False,SWEEP_HIGH,,6.0,,,SWEEP,False,566.3571,,,2025-08-22 02:00:00,1,,,,,0.19627796107778778,0.9729694808586956,0.5,BCHUSDT,10,1.3717697847531818,4.9570999999999685,2.2190393576889855,0.948134998285303,2.2190393576889855,566.1,550.4,566.3571,2025-08-22 12:00:00,553.9643,1.459464035186106,take_profit,TP,
SHORT,115.48,112.795,117.27,1.500000000000008,RANGE,21.5971,1.1486,17.2264,12.8109,4.0,,False,SWEEP_HIGH,,1.1899999999999977,,,SWEEP,False,117.27,,,2025-08-22 03:00:00,1,,,,,1.0871167383896088,1.9459389617173912,1.0,LTCUSDT,9,0.9832402234636943,1.789999999999992,1.7039106145251457,0.7430167597765387,1.7039106145251457,116.81,112.43,117.27,2025-08-22 12:00:00,112.795,2.918908442576102,take_profit,TP,
SHORT,2.427,,2.476,-1.0,TREND,31.7988,0.0282,12.9114,19.7468,3.5,BEARISH_BOS,False,,,0.028999999999999915,,,BOS,False,,,2.476,2025-08-22 10:00:00,1,zone,inside_zone,,BELOW,9.729694808586956,1.9459389617173912,1.0,NEARUSDT,4,0.6938775510204143,0.04899999999999993,1.2040816326530661,2.8979591836734713,1.2040816326530661,2.569,2.368,2.476,2025-08-22 14:00:00,2.476,-0.4767550456207602,stop_loss,SL,
LONG,25.169,,25.034,-0.04495504495504547,TREND,35.7516,0.4141,48.8962,14.2635,3.5,BULLISH_BOS,False,,,0.19200000000000017,,,BOS,False,,22.166,,2025-08-22 20:30:00,1,zone,inside_zone,,ABOVE,0.6609907212916436,1.9849551360388058,1.0,AVAXUSDT,5,0.027972027972027847,3.003,0.07892107892107836,0.14285714285714354,0.07892107892107836,25.406,24.74,22.166,2025-08-23 01:00:00,25.034,-0.08923374737437292,stop_loss,trailing_stop,15m
LONG,0.3336,,0.3241,-0.23929471032745606,TREND,36.5181,0.0051,47.398,16.4557,4.5,BULLISH_BOS,False,SWEEP_HIGH,,0.0028000000000000247,,,BOS,False,,0.2939,,2025-08-22 23:00:00,1,zone,inside_zone,,ABOVE,9.92477568019403,1.9849551360388058,1.0,AXLUSDT,12,0.017632241813601467,0.03970000000000001,0.040302267002518634,0.24937027707808607,0.040302267002518634,0.3352,0.3237,0.2939,2025-08-23 11:00:00,0.3241,-0.09428536896184336,stop_loss,trailing_stop,
LONG,2.558,,2.529,-0.39189189189189155,TREND,39.7965,0.0341,31.7992,21.9665,4.0,,True,,,0.020000000000000018,,,BOS,True,,2.484,,2025-08-23 05:30:00,1,momentum,inside_zone,8.0,ABOVE,9.92031399282531,1.9840627985650618,1.0,FILUSDT,6,0.0,0.07399999999999984,0.04054054054054216,0.4189189189189157,0.04054054054054216,2.561,2.527,2.484,2025-08-23 11:00:00,2.529,-0.28768910579193313,stop_loss,trailing_stop,15m
LONG,0.2579,,0.24889,-0.2993355481727579,TREND,35.8202,0.0043,47.2064,15.005,3.5,BULLISH_BOS,False,,,0.0030999999999999917,,,BOS,False,,0.2278,,2025-08-22 21:00:00,1,zone,inside_zone,,ABOVE,9.92477568019403,1.9849551360388058,1.0,HBARUSDT,16,0.0,0.030100000000000016,0.014285714285713812,0.3654485049833888,0.014285714285713812,0.25833,0.2469,0.2278,2025-08-23 13:00:00,0.24889,-0.08942222887854838,stop_loss,trailing_stop,
LONG,209.41,,203.4,-1.0,TREND,34.6062,2.3143,28.0247,20.0617,3.5,BULLISH_BOS,False,,,3.3100000000000023,,,BOS,False,,203.4,,2025-08-24 17:00:00,1,zone,inside_zone,,ABOVE,0.3293425676420535,1.9793488315287386,1.0,SOLUSDT,2,0.32945091514142977,6.009999999999991,0.44758735440931813,1.3244592346089883,0.44758735440931813,212.1,201.45,203.4,2025-08-24 19:00:00,203.4,-1.9793488315287384,stop_loss,SL,
SHORT,0.8132,,0.7878,0.31203931203931345,TREND,33.6462,0.017,12.2115,36.5925,3.5,BEARISH_BOS,False,,,0.01640000000000008,,,BOS,False,,,0.8946,2025-08-25 15:30:00,1,zone,inside_zone,,BELOW,9.797776716067256,1.9595553432134512,1.0,WIFUSDT,16,0.675675675675677,0.08139999999999992,0.7100737100737117,0.049140049140049234,0.7100737100737117,0.8172,0.7554,0.8946,2025-08-26 07:00:00,0.7878,0.24886352858810917,stop_loss,trailing_stop,15m
SHORT,0.6816,,0.6328,1.1167048054919908,TREND,36.1992,0.0149,17.3058,24.976,3.5,,False,SWEEP_LOW,,0.024500000000000077,,,BOS,False,,,0.7253,2025-08-25 00:00:00,1,momentum,inside_zone,14.0,BELOW,9.797776716067256,1.9595553432134512,1.0,ENAUSDT,34,1.4050343249427932,0.04369999999999996,1.5469107551487427,0.33867276887871967,1.5469107551487427,0.6964,0.614,0.7253,2025-08-26 10:00:00,0.6328,0.47813150374408164,stop_loss,trailing_stop,
SHORT,574.2,,544.4,1.1550387596899272,TREND,33.8463,7.3143,8.7891,32.7148,3.5,BEARISH_BOS,False,,,8.599999999999909,,,BOS,False,,,600.0,2025-08-25 05:00:00,1,zone,inside_zone,,BELOW,0.07595175748889359,1.9595553432134512,1.0,BCHUSDT,31,1.480620155038764,25.799999999999955,1.5813953488372148,0.02713178294573384,1.5813953488372148,574.9,533.4,600.0,2025-08-26 12:00:00,544.4,2.263362373169034,stop_loss,trailing_stop,
LONG,327.89,333.8729,323.9014,-1.0,RANGE,18.562,3.9886,10.6017,21.5079,3.0,,False,SWEEP_LOW,,5.389999999999986,,,SWEEP,False,323.9014,,,2025-08-27 12:00:00,1,,,,,0.24939313509357697,0.9947294586342318,0.5,AAVEUSDT,1,0.0,3.9885999999999626,0.2707716993431407,1.085593942736806,0.2707716993431407,328.97,323.56,323.9014,2025-08-27 13:00:00,323.9014,-0.9947294586342318,stop_loss,SL,
SHORT,10.017,9.8319,10.1404,1.5,RANGE,17.1683,0.1234,13.5995,13.831,4.0,,False,SWEEP_HIGH,,0.1120000000000001,,,SWEEP,False,10.1404,,,2025-08-27 18:00:00,1,,,,,9.897558113410607,1.9795116226821214,1.0,UNIUSDT,2,0.7050243111831411,0.12340000000000018,1.8152350081037267,0.2755267423014639,1.8152350081037267,10.051,9.793,10.1404,2025-08-27 20:00:00,9.8319,1.832038006792306,take_profit,TP,
SHORT,0.2208,0.2173,0.2232,-1.0,RANGE,19.0301,0.0024,17.7502,17.8712,4.0,,False,SWEEP_HIGH,,0.0025300000000000045,,,SWEEP,False,0.2232,,,2025-08-27 18:00:00,1,,,,,9.897558113410607,1.9795116226821214,1.0,DOGEUSDT,3,0.27499999999999597,0.0024000000000000132,1.1541666666666581,1.2374999999999934,1.1541666666666581,0.22377,0.21803,0.2232,2025-08-27 21:00:00,0.2232,-0.02375413947218559,stop_loss,SL,
SHORT,2.55,2.502,2.582,1.5,RANGE,12.1697,0.032,18.75,13.6161,4.0,,False,SWEEP_HIGH,,0.03500000000000014,,,SWEEP,False,2.582,,,2025-08-27 21:00:00,1,,,,,9.987972306776614,1.9975944613553227,1.0,NEARUSDT,3,1.2812499999999964,0.03200000000000003,1.7812499999999964,0.03125000000001041,1.7812499999999964,2.551,2.493,2.582,2025-08-28 00:00:00,2.502,0.4794226707252779,take_profit,TP,
SHORT,0.2202,0.2157,0.2232,-1.0,RANGE,12.2282,0.0028,20.7242,13.4566,4.0,,False,SWEEP_HIGH,,0.004170000000000007,,,SWEEP,False,0.2232,,,2025-08-27 21:00:00,1,,,,,9.987972306776614,1.9975944613553227,1.0,DOGEUSDT,7,0.4666666666666704,0.0030000000000000027,1.2166666666666703,1.4333333333333316,1.2166666666666703,0.2245,0.21655,0.2232,2025-08-28 04:00:00,0.2232,-0.029963916920329868,stop_loss,SL,
SHORT,23.811,,24.456,-1.0,TREND,33.3137,0.303,17.0203,23.951,3.0,,True,,,0.2560000000000002,,,BOS,True,,,24.456,2025-08-28 10:30:00,1,momentum,inside_zone,12.0,BELOW,1.552007014646026,1.0010445244466861,0.5,LINKUSDT,3,0.0,0.6449999999999996,0.13333333333333114,3.1581395348837216,0.13333333333333114,25.848,23.725,24.456,2025-08-28 13:00:00,24.456,-1.0010445244466861,stop_loss,SL,15m
SHORT,2.347,2.31235,2.3701,-1.0,RANGE,10.6392,0.0231,19.195,12.6935,4.0,BULLISH_BOS,False,SWEEP_HIGH,,0.02499999999999991,,,SWEEP,False,2.3641,,,2025-08-28 08:00:00,1,,,,,10.010445244466862,2.0020890488933722,1.0,FILUSDT,6,0.7792207792207737,0.0230999999999999,1.0389610389610444,1.9480519480519536,1.0389610389610444,2.392,2.323,2.3701,2025-08-28 14:00:00,2.3701,-0.23124128514718348,stop_loss,SL,15m
SHORT,114.28,113.1046,115.0636,1.500000000000009,RANGE,22.0536,0.7836,30.8113,3.0082,3.0,BULLISH_BOS,False,SWEEP_HIGH,,1.1699999999999875,,,SWEEP,False,115.0636,,,2025-08-28 14:00:00,1,,,,,1.2696313111265007,0.9948830953987168,0.5,LTCUSDT,1,2.2077590607453037,0.7835999999999927,2.718223583460969,0.37008677896885495,2.718223583460969,114.57,112.15,115.0636,2025-08-28 15:00:00,113.1046,1.492324643098084,take_profit,TP,
SHORT,0.3136,0.3094,0.3164,-1.0,RANGE,21.0845,0.0028,31.1224,11.7347,3.0,,False,SWEEP_HIGH,,0.0048000000000000265,,,SWEEP,False,0.3164,,,2025-08-28 15:00:00,1,,,,,10.023447186142072,1.0023447186142072,0.5,AXLUSDT,1,1.1071428571428443,0.0028000000000000247,1.1785714285714073,1.0,1.1785714285714073,0.3164,0.3103,0.3164,2025-08-28 16:00:00,0.3164,-0.028065652121198048,stop_loss,SL,
LONG,25.014,,24.408,-1.0,TREND,36.4208,0.5902,35.3625,15.9506,4.0,,True,,,0.541999999999998,,,BOS,True,,24.408,,2025-08-28 22:00:00,1,momentum,inside_zone,8.0,ABOVE,3.3076052486917633,2.004408780707202,1.0,LINKUSDT,3,0.24917491749174964,0.6059999999999981,0.511551155115517,1.316831683168318,0.511551155115517,25.324,24.216,24.408,2025-08-29 01:00:00,24.408,-2.004408780707202,stop_loss,SL,15m
SHORT,2.9473,,2.9165999999999994,1.0,TREND,32.5561,0.0263,9.7388,26.6322,5.0,BEARISH_BOS,True,,,0.02289999999999992,,,BOS,True,,,2.978,2025-08-29 01:30:00,1,zone,inside_zone,,BELOW,9.921823464500653,2.9765470393501956,1.5,XRPUSDT,11,3.12377850162862,0.030700000000000394,3.413680781758914,0.34853420195440515,3.413680781758914,2.958,2.8425,2.978,2025-08-29 12:00:00,2.9165999999999994,0.30459998036017394,stop_loss,trailing_stop,15m
SHORT,3.7619,,3.7852,-0.1546118115461202,TREND,38.9279,0.0559,13.716,35.4723,3.5,,False,SWEEP_LOW,,0.03869999999999996,,,BOS,False,,,3.9126,2025-08-29 17:30:00,1,momentum,inside_zone,8.0,BELOW,9.93705346351866,1.987410692703732,1.0,DOTUSDT,7,0.20902455209024454,0.15070000000000006,0.27206370272063646,0.16058394160583936,0.27206370272063646,3.7861,3.7209,3.9126,2025-08-30 00:00:00,3.7852,-0.23153334569998799,stop_loss,trailing_stop,15m
SHORT,4.216,,4.275,-0.3710691823899386,TREND,39.5586,0.0515,13.8696,33.5645,3.5,,False,SWEEP_LOW,,0.03599999999999959,,,BOS,False,,,4.375,2025-08-29 17:00:00,1,momentum,inside_zone,8.0,BELOW,9.93705346351866,1.987410692703732,1.0,APTUSDT,10,0.16981132075471803,0.1589999999999998,0.21383647798742045,0.522012578616354,0.21383647798742045,4.299,4.182,4.375,2025-08-30 03:00:00,4.275,-0.5862861543476026,stop_loss,trailing_stop,
SHORT,2.256,,2.274,-0.20930232558139739,TREND,35.2188,0.0353,11.7409,36.8421,3.5,,False,SWEEP_LOW,,0.023999999999999577,,,BOS,False,,,2.342,2025-08-29 17:30:00,1,momentum,inside_zone,8.0,BELOW,9.93705346351866,1.987410692703732,1.0,FILUSDT,10,0.3023255813953455,0.0860000000000003,0.36046511627906497,0.5116279069767429,0.36046511627906497,2.3,2.225,2.342,2025-08-30 03:00:00,2.274,-0.17886696234333826,stop_loss,trailing_stop,15m
