direction,entry,tp,sl,rr,regime,adx,atr,plus_di,minus_di,confidence,bos,fvg,liquidity_sweep,bos_strength,range,volume,fvg_size,signal_type,has_fvg,timestamp,position_size,risk_amount,symbol,bars_alive,max_r,initial_risk,exit_time,exit_price,pnl,exit_reason,ema_position
SHORT,11.085,10.881,11.1031,11.28,RANGE,19.6061,0.0603,28.3175,12.5592,4,BULLISH_BOS,False,SWEEP_HIGH,,0.11999999999999922,,,SWEEP,False,2023-04-10 16:00:00,5.0,0.315,ATOMUSDT,1,0.0,0.018099999999998673,2023-04-10 17:00:00,11.1031,-0.09049999999999336,stop_loss,
SHORT,11.016,,11.337,,TREND,31.3341,0.1018,6.9474,36.8421,4,BEARISH_BOS,True,,,0.26699999999999946,,,BOS,True,2023-04-12 02:00:00,4.995475000000001,0.6458399853750001,ATOMUSDT,12,0.0,0.32099999999999973,2023-04-12 14:00:00,11.337,-1.603547474999999,stop_loss,BELOW
LONG,11.698,,12.06,,TREND,30.1602,0.0808,43.2361,8.6649,4,BULLISH_BOS,True,,,0.2110000000000003,,,BOS,True,2023-04-13 12:00:00,4.915297626250001,0.43994371403750626,ATOMUSDT,28,1.6890547263681557,0.402000000000001,2023-04-14 16:00:00,12.06,1.7793377407025008,stop_loss,ABOVE
SHORT,10.798,,10.889,,TREND,38.7085,0.0744,2.0173,43.2277,4,BEARISH_BOS,True,,,0.11500000000000021,,,BOS,True,2023-05-06 14:00:00,5.004264513285126,0.3445436117396809,ATOMUSDT,20,0.06934306569343135,0.27399999999999913,2023-05-07 10:00:00,10.889,-0.45538807070894294,stop_loss,BELOW
LONG,10.948,,10.807,,TREND,30.1266,0.1099,51.4304,14.4993,4,BULLISH_BOS,True,,,0.41999999999999993,,,BOS,True,2023-05-10 13:00:00,4.9814951097496785,0.44586871979814496,ATOMUSDT,14,0.10280373831775688,0.7490000000000006,2023-05-11 03:00:00,10.807,-0.7023908104747048,stop_loss,ABOVE
SHORT,10.868,10.677,10.8922,7.9,RANGE,20.2667,0.0806,23.1383,21.0993,3,,False,SWEEP_HIGH,,0.20000000000000107,,,SWEEP,False,2023-05-16 21:00:00,4.946375569225943,0.3808709188303976,ATOMUSDT,1,0.6198347107438138,0.024200000000000443,2023-05-16 22:00:00,10.8922,-0.11970228877527,stop_loss,
LONG,10.957,,10.874,,TREND,30.1841,0.0664,32.1505,10.1075,3,BULLISH_BOS,True,,,0.0389999999999997,,,BOS,True,2023-05-18 04:00:00,4.940390454787179,0.5404540138014435,ATOMUSDT,10,0.27083333333333104,0.09600000000000009,2023-05-18 14:00:00,10.874,-0.4100524077473368,stop_loss,ABOVE
LONG,10.879,,10.815,,TREND,37.8546,0.0416,37.7358,6.0034,3,BULLISH_BOS,True,,,0.045999999999999375,,,BOS,True,2023-05-30 11:00:00,4.9198878343998125,0.4140085612647442,ATOMUSDT,15,0.0,0.11899999999999977,2023-05-31 02:00:00,10.815,-0.3148728214015883,stop_loss,ABOVE
LONG,10.608,,10.592,,TREND,33.6932,0.0736,31.4563,20.9709,4,BULLISH_BOS,True,,,0.16500000000000092,,,BOS,True,2023-06-02 05:00:00,4.904144193329732,0.6340322820346345,ATOMUSDT,19,0.10220994475137851,0.3620000000000001,2023-06-03 00:00:00,10.592,-0.07846630709327579,stop_loss,ABOVE
LONG,10.694,,10.725,,TREND,37.8069,0.0433,35.1485,12.5413,4,BULLISH_BOS,True,,,0.014000000000001123,,,BOS,True,2023-06-03 23:00:00,4.900220877975069,0.33738020744858344,ATOMUSDT,25,2.089552238805947,0.06700000000000017,2023-06-05 00:00:00,10.725,0.15190684721722128,stop_loss,ABOVE
SHORT,10.18,9.8,10.3836,1.87,RANGE,21.5526,0.0822,29.192,15.5517,5,BULLISH_BOS,False,SWEEP_HIGH,,0.10400000000000098,,,SWEEP,False,2023-06-06 20:00:00,4.9078162203359295,0.3091924218811635,ATOMUSDT,18,2.337917485265224,0.20359999999999978,2023-06-07 14:00:00,9.8,1.8649701637276483,take_profit,
SHORT,8.305,,8.622,,TREND,30.0584,0.0559,9.5785,44.4444,4,BEARISH_BOS,True,,,0.10299999999999976,,,BOS,True,2023-06-20 14:00:00,5.001064728522312,0.4476202985263895,ATOMUSDT,4,0.0,0.31700000000000017,2023-06-20 18:00:00,8.622,-1.585337518941574,stop_loss,BELOW
LONG,9.363,,9.219,,TREND,32.8663,0.0773,21.2569,15.9889,4,BULLISH_BOS,True,,,0.0730000000000004,,,BOS,True,2023-06-27 07:00:00,4.921797852575233,0.6363146353701891,ATOMUSDT,8,0.16666666666667285,0.14400000000000013,2023-06-27 15:00:00,9.219,-0.7087388907708342,stop_loss,ABOVE
LONG,9.403,,9.126,,TREND,39.6208,0.0687,37.7339,6.8607,4,BULLISH_BOS,True,,,0.09399999999999942,,,BOS,True,2023-06-29 11:00:00,4.886360908036692,0.3364259485183262,ATOMUSDT,8,0.0,0.277000000000001,2023-06-29 19:00:00,9.126,-1.3535219715261686,stop_loss,ABOVE
LONG,9.756,,9.825,,TREND,31.6232,0.0783,29.0146,18.1569,4,BULLISH_BOS,True,,,0.07699999999999996,,,BOS,True,2023-07-03 03:00:00,4.818684809460383,0.6229836655910858,ATOMUSDT,22,0.6821515892420524,0.4090000000000007,2023-07-04 01:00:00,9.825,0.33248925185276196,stop_loss,ABOVE
LONG,9.838,,9.687,,TREND,35.5495,0.1051,26.8525,7.274,3,BULLISH_BOS,True,,,0.07200000000000095,,,BOS,True,2023-07-15 08:00:00,4.8353092720530215,0.5877318420180447,ATOMUSDT,8,0.2966507177033554,0.20899999999999963,2023-07-15 16:00:00,9.687,-0.7301317000800053,stop_loss,ABOVE
SHORT,8.916,,9.024,,TREND,39.3479,0.0827,9.7582,52.7634,4,BEARISH_BOS,True,,,0.375,,,BOS,True,2023-07-24 09:00:00,4.7988026870490215,0.33039756500332507,ATOMUSDT,17,0.0,0.3620000000000001,2023-07-25 02:00:00,9.024,-0.5182706902012884,stop_loss,BELOW
