direction,entry,entry_level,zone_size_at_entry,tp,sl,rr,regime,adx,atr,plus_di,minus_di,confidence,confidence_bucket,position_size_multiplier,bos,fvg,liquidity_sweep,bos_strength,range,volume,fvg_size,signal_type,has_fvg,nearest_level,last_swing_low,last_swing_high,timestamp,confidence_threshold_used,entry_type,zone_entry_type,htf_filter_variant,htf_filter_applied,entry_mode,candles_since_bos,ema_position,initial_risk,mtf_tf,position_size,risk_amount,trade_risk,stop_distance,max_leverage,requested_size,actual_size,capital_before_entry,risk_percent,allocated_capital,log_message,sizing_warning,capital_after_entry,symbol,bars_alive,max_r,mfe_r,mae_r,max_r_reached,max_price_since_entry,min_price_since_entry,original_sl,scale_level,realized_pnl,realized_r,mfe_valid,mae_valid,partial_tp_hits,tp1_taken,tp1_price,signal_id,entry_bar_index,exit_time,exit_price,pnl,exit_reason,exit_type,capital_after_exit,anomaly_flags
SHORT,3033.0,1.0,38.196429,,2894.139600376787,0.5462864423717401,TREND,36.0235,50.9286,19.3128,40.1262,3.5,3_to_4,0.5,BEARISH_BOS,False,SWEEP_LOW,,88.20000000000027,,,BOS,False,,,3272.0,2022-01-21 00:30:00,2.5,zone,full,NONE,False,zone,,BELOW,0.984825529242646,15m,0.004120608908965046,0.9848255292426461,0.984825529242646,239.0,3.0,12.497806820890984,12.497806820890984,98.48255292426461,0.01,12.497806820890984,"ENTRY ETHUSDT: notional=12.497807, capital=98.48, units=0.004121, risk_amount=0.9848, trade_risk=0.9848",False,98.48255292426461,ETHUSDT,1,136.11548037659807,50.0,0.0,50.0,3033.0,2891.45,3272.0,0,0.0,0.5462864423717401,True,True,0,False,3032.0151744707573,10,480,2022-01-21 01:00:00,2894.139600376787,0.5379968347268311,take_profit,TP,99.78454866704342,
SHORT,15.683,,0.335464,,11.333,1.2948904925438274,TREND,34.7682,0.4473,15.107,38.5819,3.5,3_to_4,0.5,BEARISH_BOS,False,SWEEP_LOW,,0.5800000000000001,,,BOS,False,,,17.53,2022-01-21 00:30:00,2.5,momentum,momentum,NONE,False,momentum,,BELOW,0.9848255292426462,15m,0.266601388533472,0.9848255292426461,0.9848255292426462,1.8470000000000013,3.0,8.362219152740883,8.362219152740883,98.48255292426461,0.01,4.181109576370441,"ENTRY NEARUSDT: notional=8.362219, capital=98.48, units=0.533203, risk_amount=0.9848, trade_risk=0.9848",False,98.48255292426461,NEARUSDT,40,5.075010599942081,5.693394244472839,0.0,5.693394244472839,15.683,10.076,17.53,0,0.25121642996278876,1.2948904925438274,True,True,1,True,14.698174470757353,11,480,2022-01-22 16:00:00,11.333,1.40084942961214,take_profit,TP,102.38109184881408,
SHORT,128.715,,2.101339,,123.79087235378677,0.2984408354272946,TREND,32.9488,2.8018,19.4264,44.2065,4.0,4_to_5,1.0,BEARISH_BOS,True,,,3.2700000000000102,,,BOS,True,,,144.03,2022-01-21 00:30:00,2.5,momentum,momentum,NONE,False,momentum,,BELOW,0.9848255292426461,15m,0.06430463788721164,0.9848255292426461,0.9848255292426461,15.314999999999998,3.0,8.276971465652446,8.276971465652446,98.48255292426461,0.01,8.276971465652446,"ENTRY SOLUSDT: notional=8.276971, capital=98.48, units=0.064305, risk_amount=0.9848, trade_risk=0.9848",False,98.48255292426461,SOLUSDT,2,7.44801975801825,7.833874905672905,0.0,7.833874905672905,128.715,121.0,144.03,0,0.0,0.2984408354272946,True,True,0,False,127.73017447075736,12,480,2022-01-21 02:00:00,123.79087235378677,0.29391215369730284,take_profit,TP,100.32967725070353,
SHORT,22.81,,0.367232,,22.06,1.5671638470913838,TREND,35.7878,0.4896,16.9949,39.752,3.5,3_to_4,0.5,BEARISH_BOS,False,SWEEP_LOW,,0.6899999999999977,,,BOS,False,,,25.585,2022-01-21 02:00:00,2.5,momentum,momentum,NONE,False,momentum,,BELOW,0.5890545221638261,15m,0.21167349238522465,1.0032967725070352,0.5418841405061756,2.5600000000000023,3.0,8.93953100815838,4.828272361306974,100.32967725070353,0.01,4.828272361306974,"SCALE-IN DOTUSDT L1: notional=8.939531, capital=100.33, units=0.391913, risk_amount=1.0033, trade_risk=1.0033",False,95.50140488939655,DOTUSDT,199,11.594851992495965,11.88345006551563,0.0,11.88345006551563,22.81,15.81,25.585,1,0.2118200205981762,1.5671638470913838,True,True,1,True,22.460174470757355,9,480,2022-01-29 09:00:00,18.69,1.071616928155635,timeout,timeout,103.43030989503659,
SHORT,12.676,,0.335464,,12.728523412272061,0.05029328242061305,TREND,34.7682,0.4473,15.107,38.5819,3.5,3_to_4,0.5,BEARISH_BOS,False,SWEEP_LOW,,0.5800000000000001,,,BOS,False,,,17.53,2022-01-21 21:00:00,2.5,momentum,momentum,NONE,False,momentum,,BELOW,0.4326940535898249,15m,0.3794511444931123,1.0098024241920194,0.615849207512321,1.6229999999999993,3.0,7.886787140516354,4.8099227075946915,100.98024241920194,0.01,4.8099227075946915,"SCALE-IN NEARUSDT L1: notional=7.886787, capital=100.98, units=0.622183, risk_amount=1.0098, trade_risk=1.0098",False,96.17031971160725,NEARUSDT,118,7.199082063080267,7.3192593559470955,1.9806142305167844,7.3192593559470955,13.533,9.509,17.53,1,0.25121642996278876,0.05029328242061305,True,True,1,True,14.698174470757353,11,480,2022-01-26 19:00:00,12.728523412272061,0.2177906674137204,take_profit,TP,102.35869296688095,
SHORT,17.81,1.0,0.346607,,18.4,-0.35397471602209674,TREND,31.2955,0.4621,15.3014,36.1669,4.0,4_to_5,1.0,BEARISH_BOS,True,,,0.5899999999999999,,,BOS,True,,,19.62,2022-01-24 10:00:00,2.5,zone,full,NONE,False,zone,,BELOW,1.0238109184881408,15m,0.5656413914299113,1.0238109184881408,1.0238109184881408,1.8100000000000023,3.0,10.07407318136672,10.07407318136672,102.38109184881408,0.01,10.07407318136672,"ENTRY FILUSDT: notional=10.074073, capital=102.38, units=0.565641, risk_amount=1.0238, trade_risk=1.0238",False,102.38109184881408,FILUSDT,13,0.8302314271615612,0.9865102840390321,0.879068569935775,0.9865102840390321,18.71,16.8,19.62,0,0.0,-0.35397471602209674,True,True,0,False,16.786189081511857,13,562,2022-01-24 23:00:00,18.4,-0.36240317913216163,stop_loss,trailing_stop,102.14090229946723,
SHORT,86.86,,2.3625,,84.81237816302372,0.11937128973558732,TREND,32.8239,3.15,14.6485,34.4218,5.0,5_plus,1.25,BEARISH_BOS,True,,,3.4299999999999926,,,BOS,True,,,102.0,2022-01-24 11:00:00,2.5,momentum,momentum,NONE,False,momentum,,BELOW,1.0238109184881408,15m,0.0676229140348838,1.0238109184881408,1.0238109184881408,15.14,3.0,5.873726313070007,5.873726313070007,102.38109184881408,0.01,5.873726313070007,"ENTRY SOLUSDT: notional=5.873726, capital=102.38, units=0.067623, risk_amount=1.0238, trade_risk=1.0238",False,102.38109184881408,SOLUSDT,1,2.7934845666847887,4.991155991524221,0.34674371369689205,4.991155991524221,87.215,81.75,102.0,0,0.0,0.11937128973558732,True,True,0,False,85.83618908151186,14,562,2022-01-24 11:00:00,84.81237816302372,0.12221362978530562,take_profit,TP,102.50330547859939,
SHORT,19.76,,0.213214,,19.38,0.31882760000000276,TREND,33.8633,0.2843,9.2965,40.201,4.0,4_to_5,1.0,BEARISH_BOS,True,,,0.3099999999999987,,,BOS,True,,,20.78,2022-01-30 20:00:00,2.5,momentum,momentum,NONE,False,momentum,,ABOVE,1.0343030989503659,15m,1.014022646029771,1.0343030989503659,1.0343030989503659,1.0199999999999996,3.0,20.037087485548277,20.037087485548277,103.43030989503659,0.01,20.037087485548277,"ENTRY FILUSDT: notional=20.037087, capital=103.43, units=1.014023, risk_amount=1.0343, trade_risk=1.0343",False,103.43030989503659,FILUSDT,13,0.618774129797626,0.8121410453593834,0.2900503733426342,0.8121410453593834,20.06,18.92,20.78,0,0.0,0.31882760000000276,True,True,0,False,18.725696901049634,15,716,2022-01-31 09:00:00,19.38,0.3297643747109105,take_profit,TP,105.46478230702952,
SHORT,10.447,1.0,0.136554,,10.259,0.2274845138769666,TREND,30.3594,0.1821,7.1793,39.0349,3.5,3_to_4,0.5,BEARISH_BOS,False,SWEEP_LOW,,0.13899999999999935,,,BOS,False,,,11.146,2022-01-30 21:00:00,2.5,zone,full,NONE,False,zone,,BELOW,1.0343030989503659,15m,1.4796896980691896,1.0343030989503659,1.0343030989503659,0.6990000000000016,3.0,15.458318275728823,15.458318275728823,103.43030989503659,0.01,15.458318275728823,"ENTRY NEARUSDT: notional=15.458318, capital=103.43, units=1.479690, risk_amount=1.0343, trade_risk=1.0343",False,103.43030989503659,NEARUSDT,10,0.324856418143752,0.4099378609909264,0.08798194658060092,0.4099378609909264,10.538,10.023,11.146,0,0.0,0.2274845138769666,True,True,0,False,9.412696901049634,16,717,2022-01-31 07:00:00,10.259,0.23528793766616407,take_profit,TP,104.05825055284653,
SHORT,147.1,,1.955357,,143.9970907031489,0.37963022690569287,TREND,32.9392,2.6071,10.8219,35.6164,3.5,3_to_4,0.5,BEARISH_BOS,False,,,1.8499999999999943,,,BOS,False,,,154.2,2022-01-31 00:00:00,2.5,momentum,momentum,NONE,False,momentum,,BELOW,1.0343030989503659,,0.1456764928099108,1.0343030989503659,1.0343030989503659,7.099999999999994,3.0,21.429012092337878,21.429012092337878,103.43030989503659,0.01,21.429012092337878,"ENTRY AAVEUSDT: notional=21.429012, capital=103.43, units=0.145676, risk_amount=1.0343, trade_risk=1.0343",False,103.43030989503659,AAVEUSDT,2,3.335579293440314,5.317590177948344,0.0,5.317590177948344,147.1,141.6,154.2,0,0.0,0.37963022690569287,True,True,0,False,146.06569690104962,17,720,2022-01-31 02:00:00,143.9970907031489,0.3926527201437887,take_profit,TP,103.82296261518037,
SHORT,149.5915,1.0,2.016964,,144.40035186924098,1.037118718585519,TREND,37.6837,2.6893,9.8274,38.1142,3.5,3_to_4,0.5,BEARISH_BOS,False,SWEEP_LOW,,3.1999999999999886,,,BOS,False,,,154.2,2022-01-31 02:00:00,2.5,zone,full,NONE,False,zone,,BELOW,1.0382296261518038,,0.22528580365667908,1.0382296261518038,1.0382296261518038,4.608499999999992,3.0,33.70084129770811,33.70084129770811,103.82296261518037,0.01,33.70084129770811,"ENTRY AAVEUSDT: notional=33.700841, capital=103.82, units=0.225286, risk_amount=1.0382, trade_risk=1.0382",False,103.82296261518037,AAVEUSDT,5,6.926695038221238,7.793555294690565,0.0,7.793555294690565,149.5915,141.5,154.2,0,0.0,1.037118718585519,True,True,0,False,148.5532703738482,18,722,2022-01-31 07:00:00,144.40035186924098,1.0767673794720813,take_profit,TP,105.13501793231862,
SHORT,155.95,,2.051786,,152.7860565307891,0.36667305444901654,TREND,37.7016,2.7357,14.8825,39.1645,3.0,3_to_4,0.5,,True,,,1.9499999999999886,,,BOS,True,,,163.4,2022-02-02 22:00:00,2.5,momentum,,NONE,False,momentum,3.0,BELOW,1.0546478230702951,,0.1415634661839319,1.0546478230702951,1.0546478230702951,7.450000000000017,3.0,22.07682255138418,22.07682255138418,105.46478230702952,0.01,22.07682255138418,"ENTRY AAVEUSDT: notional=22.076823, capital=105.46, units=0.141563, risk_amount=1.0546, trade_risk=1.0546",False,105.46478230702952,AAVEUSDT,1,4.503873137643029,5.072783428713722,0.0,5.072783428713722,155.95,150.6,163.4,0,0.0,0.36667305444901654,True,True,0,False,154.8953521769297,19,790,2022-02-02 23:00:00,152.7860565307891,0.3867109386531911,take_profit,TP,105.85149324568272,
SHORT,37191.5,,267.133929,,36792.84312287943,0.19464311095731948,TREND,37.5822,356.1786,10.6488,46.0543,3.0,3_to_4,0.5,,True,,,234.5,,,BOS,True,,,38707.5,2022-02-02 22:30:00,2.5,momentum,,NONE,False,momentum,3.0,BELOW,1.0546478230702951,15m,0.0006956779835556036,1.0546478230702951,1.0546478230702951,1516.0,3.0,25.87330772540823,25.87330772540823,105.46478230702952,0.01,25.87330772540823,"ENTRY BTCUSDT: notional=25.873308, capital=105.46, units=0.000696, risk_amount=1.0546, trade_risk=1.0546",False,105.46478230702952,BTCUSDT,1,288.72197271837945,50.0,0.0,50.0,37191.5,36790.0,38707.5,0,0.0,0.19464311095731948,True,True,0,False,37190.44535217693,20,790,2022-02-02 23:00:00,36792.84312287943,0.2052799332467669,take_profit,TP,106.05677317892949,
SHORT,15.995,,0.214607,,15.69,0.18928186056644938,TREND,33.5425,0.2861,11.5577,48.003,3.0,3_to_4,0.5,,True,,,0.17600000000000193,,,BOS,True,,,17.372,2022-02-02 22:45:00,2.5,momentum,,NONE,False,momentum,3.0,BELOW,1.0546478230702951,15m,0.7659025585114703,1.0546478230702951,1.0546478230702951,1.3770000000000007,3.0,12.250611423390966,12.250611423390966,105.46478230702952,0.01,12.250611423390966,"ENTRY LINKUSDT: notional=12.250611, capital=105.46, units=0.765903, risk_amount=1.0546, trade_risk=1.0546",False,105.46478230702952,LINKUSDT,15,0.5622730043415402,0.70924149620147,0.0,0.70924149620147,15.995,15.247,17.372,0,0.0,0.18928186056644938,True,True,0,False,14.940352176929704,21,790,2022-02-03 13:00:00,15.69,0.199625702193101,take_profit,TP,106.37431003171939,
SHORT,68.405,3.0,1.048125,,67.34443226821071,0.16676608253657166,TREND,39.1778,1.3975,12.8546,24.4314,3.5,3_to_4,0.5,,False,SWEEP_LOW,,0.6650000000000063,,,BOS,False,,,72.32,2022-02-03 06:00:00,2.5,momentum,full,NONE,False,momentum,3.0,BELOW,1.060567731789295,15m,0.13544926331919505,1.060567731789295,1.060567731789295,3.914999999999992,3.0,18.530813714699075,18.530813714699075,106.05677317892949,0.01,9.265406857349538,"ENTRY AVAXUSDT: notional=18.530814, capital=106.06, units=0.270899, risk_amount=1.0606, trade_risk=1.0606",False,106.05677317892949,AVAXUSDT,9,2.673096601965298,3.2246879642755903,0.306439645727946,3.2246879642755903,68.73,64.985,72.32,0,0.11791115059679877,0.16676608253657166,True,True,1,True,67.34443226821071,22,798,2022-02-03 15:00:00,67.34443226821071,0.23582230119359754,take_profit,TP,106.61013233291298,
SHORT,67.68,3.0,1.048125,,67.34443226821071,0.45092994391217495,TREND,39.1778,1.3975,12.8546,24.4314,3.5,3_to_4,0.5,,False,SWEEP_LOW,,0.6650000000000063,,,BOS,False,,,72.32,2022-02-03 07:00:00,2.5,momentum,full,NONE,False,momentum,3.0,BELOW,0.21739606762730665,15m,0.5865248473946479,1.0617468432952628,0.941372380068404,1.6049999999999898,3.0,44.771979036899594,39.69600167166978,106.17468432952629,0.01,39.69600167166978,"SCALE-IN AVAXUSDT L1: notional=44.771979, capital=106.17, units=0.661525, risk_amount=1.0617, trade_risk=1.0617",False,66.47868265785651,AVAXUSDT,8,9.705787335662833,12.396728374223335,4.829894171775299,12.396728374223335,68.73,64.985,72.32,1,0.11791115059679877,0.45092994391217495,True,True,1,True,67.34443226821071,22,798,2022-02-03 15:00:00,67.34443226821071,0.20385678365968704,take_profit,TP,106.81398911657267,
SHORT,65.995,3.0,1.048125,,67.34443226821071,-4.429109316241115,TREND,39.1778,1.3975,12.8546,24.4314,3.5,3_to_4,0.5,,False,SWEEP_LOW,,0.6650000000000063,,,BOS,False,,,72.32,2022-02-03 13:00:00,2.5,momentum,full,NONE,False,momentum,3.0,BELOW,0.18277960662829046,15m,0.5336287104612218,1.063743100317194,0.7200958011400403,1.3494322682107054,3.0,52.023156374137976,35.21682674688834,106.37431003171939,0.01,35.21682674688834,"SCALE-IN AVAXUSDT L2: notional=52.023156, capital=106.37, units=0.788289, risk_amount=1.0637, trade_risk=1.0637",False,71.15748328483105,AVAXUSDT,2,0.0,1.778097710106898,14.963376114284069,1.778097710106898,68.73,65.67,72.32,2,0.11791115059679877,-4.429109316241115,True,True,1,True,67.34443226821071,22,798,2022-02-03 15:00:00,67.34443226821071,-0.7018001875944404,stop_loss,trailing_stop,106.11218892897823,
SHORT,2663.0,1.0,24.361607,,2603.5771741997723,1.6024099896705555,TREND,31.4818,32.4821,15.9868,23.7493,3.5,3_to_4,0.5,BEARISH_BOS,False,,,45.40000000000009,,,BOS,False,,,2682.25,2022-02-03 16:00:00,2.5,zone,full,NONE,False,zone,,BELOW,1.0611218892897822,15m,0.032667896758207644,1.0611218892897822,1.0611218892897822,32.48210000000017,3.0,86.99460906710695,86.99460906710695,106.11218892897823,0.01,86.99460906710695,"ENTRY ETHUSDT: notional=86.994609, capital=106.11, units=0.032668, risk_amount=1.0611, trade_risk=1.0611",False,106.11218892897823,ETHUSDT,1,33.973476905776344,50.0,0.0,50.0,2663.0,2601.0,2695.4821,0,0.0,1.6024099896705555,True,True,0,False,2661.93887811071,23,808,2022-02-03 17:00:00,2603.5771741997723,1.7003523156560403,take_profit,TP,107.81254124463426,
LONG,424.15,1.0,3.289286,,426.3062508248927,0.06997195190132327,TREND,30.9465,4.3857,34.8534,9.3648,4.0,4_to_5,1.0,BULLISH_BOS,True,,,7.5,,,BOS,True,,410.35,,2022-02-07 04:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,1.0781254124463426,15m,0.07812502988741639,1.0781254124463426,1.0781254124463426,13.799999999999955,3.0,33.13673142674766,33.13673142674766,107.81254124463426,0.01,33.13673142674766,"ENTRY BNBUSDT: notional=33.136731, capital=107.81, units=0.078125, risk_amount=1.0781, trade_risk=1.0781",False,107.81254124463426,BNBUSDT,1,2.9217380126978565,4.730432972939357,0.0,4.730432972939357,429.25,424.15,410.35,0,0.0,0.06997195190132327,True,True,0,False,425.22812541244633,24,892,2022-02-07 05:00:00,426.3062508248927,0.0754385395032898,take_profit,TP,107.88797978413756,
