symbol,direction,entry,entry_level,zone_size_at_entry,tp,sl,rr,regime,adx,atr,plus_di,minus_di,confidence,confidence_bucket,position_size_multiplier,trade_type,tf,bos,fvg,liquidity_sweep,bos_strength,range,volume,fvg_size,signal_type,has_fvg,nearest_level,last_swing_low,last_swing_high,timestamp,confidence_threshold_used,entry_type,zone_entry_type,htf_filter_variant,htf_filter_applied,entry_mode,candles_since_bos,ema_position,mtf_tf,position_size,risk_amount,trade_risk,stop_distance,max_leverage,requested_size,actual_size,capital_before_entry,risk_percent,allocated_capital,log_message,sizing_warning,capital_after_entry,bars_alive,max_r,initial_risk,mfe_r,mae_r,max_r_reached,max_price_since_entry,min_price_since_entry,original_sl,scale_level,realized_pnl,realized_r,mfe_valid,mae_valid,partial_tp_hits,tp1_taken,tp1_price,signal_id,entry_bar_index,exit_time,exit_price,pnl,exit_reason,exit_type,capital_after_exit,anomaly_flags
XRPUSDT,SHORT,0.7593,,0.003863,,0.7644,-0.6759983214953181,TREND,51.7327,0.0052,13.0374,44.5215,3.0,3_to_4,0.5,aligned,30m,,True,,,0.0029000000000000137,,,BOS,True,,,0.77,2022-01-17 16:00:00,2.0,momentum,,NONE,False,momentum,10.0,BELOW,30m,93.45794392523327,1.0,1.0,0.010700000000000043,3.0,70.96261682242962,70.96261682242962,100.0,0.01,70.96261682242962,"ENTRY XRPUSDT: notional=70.962617, capital=100.00, units=93.457944, risk_amount=1.0000, trade_risk=1.0000",False,100.0,8,0.005699999999999927,1.0,0.008900000000000019,0.008700000000000041,0.008900000000000019,0.768,0.7504,0.77,0,0.0,-0.6759983214953181,True,True,0,False,-0.24070000000000003,1,400,2022-01-18 00:00:00,0.7644,-0.6759983214953181,stop_loss,trailing_stop,99.32400167850469,
HBARUSDT,SHORT,0.2591,,0.002306,,0.26445,-0.6271105298969119,TREND,33.1544,0.0031,16.3763,36.8177,4.0,4_to_5,1.0,aligned,15m,,True,,,0.0024000000000000132,,,BOS,True,,,0.2688,2022-01-19 07:00:00,2.0,momentum,,NONE,False,momentum,2.0,BELOW,15m,102.39587801907714,0.9932400167850469,0.9932400167850469,0.009699999999999986,3.0,26.53077199474289,26.53077199474289,99.32400167850469,0.01,26.53077199474289,"ENTRY HBARUSDT: notional=26.530772, capital=99.32, units=102.395878, risk_amount=0.9932, trade_risk=0.9932",False,99.32400167850469,12,0.004883009059279212,0.9932400167850469,0.00684628074290688,0.0062421971479445166,0.00684628074290688,0.2653,0.2523,0.2688,0,0.0,-0.6271105298969119,True,True,0,False,-0.7341400167850469,2,439,2022-01-19 19:00:00,0.26445,-0.6228712732408884,stop_loss,trailing_stop,98.7011304052638,
DOTUSDT,SHORT,23.0,,0.367232,,18.06494347973681,1.0327977428927624,TREND,35.7878,0.4896,16.9949,39.752,3.5,3_to_4,0.5,aligned,30m,BEARISH_BOS,False,SWEEP_LOW,,0.6899999999999977,,,BOS,False,,,25.585,2022-01-21 00:00:00,2.0,momentum,momentum,NONE,False,momentum,,BELOW,30m,0.19091127737962044,0.987011304052638,0.9870113040526379,2.585000000000001,3.0,8.78191875946254,8.78191875946254,98.7011304052638,0.01,4.39095937973127,"ENTRY DOTUSDT: notional=8.781919, capital=98.70, units=0.381823, risk_amount=0.9870, trade_risk=0.9870",False,98.7011304052638,34,6.033365550677031,0.9870113040526379,7.061722567291169,0.31914528101818185,7.061722567291169,23.315,16.03,25.585,0,0.17640078217858482,1.0327977428927624,True,True,1,True,22.012988695947364,3,480,2022-01-22 10:00:00,18.06494347973681,1.1075834381244989,take_profit,TP,99.84772938303071,
XRPUSDT,SHORT,0.7204,1.0,0.007114,,0.5918,2.6686941355789497,TREND,40.2035,0.0095,18.4488,35.0151,3.5,3_to_4,0.5,aligned,30m,BEARISH_BOS,False,SWEEP_LOW,,0.01100000000000001,,,BOS,False,,,0.7679,2022-01-21 00:00:00,2.0,zone,full,NONE,False,zone,,BELOW,30m,20.779185348476595,0.987011304052638,0.987011304052638,0.04749999999999999,3.0,14.96932512504254,14.96932512504254,98.7011304052638,0.01,14.96932512504254,"ENTRY XRPUSDT: notional=14.969325, capital=98.70, units=20.779185, risk_amount=0.9870, trade_risk=0.9870",False,98.7011304052638,43,0.1542028945110066,0.987011304052638,0.1762897742767093,0.006180273695907617,0.1762897742767093,0.7265,0.5464,0.7679,0,0.0,2.6686941355789497,True,True,0,False,-0.266611304052638,4,480,2022-01-22 19:00:00,0.5918,2.634031278875407,take_profit,TP,106.0432459302073,
DOGEUSDT,SHORT,0.1527,,0.0027,,0.1523,-0.049397499999999275,TREND,37.764,0.0036,9.7222,35.9127,2.5,below_3,1.0,standalone,1h,BEARISH_BOS,False,,,0.004200000000000009,,,BOS,False,,,0.1693,2022-01-21 02:00:00,2.0,momentum,momentum,NONE,False,momentum,,BELOW,,59.458512292327576,0.987011304052638,0.9870113040526379,0.016600000000000004,3.0,9.079314827038422,9.079314827038422,98.7011304052638,0.01,9.079314827038422,"ENTRY DOGEUSDT: notional=9.079315, capital=98.70, units=59.458512, risk_amount=0.9870, trade_risk=0.9870",False,98.7011304052638,16,0.0028368469423838243,0.9870113040526379,0.00577500984699566,0.0019250032823318677,0.00577500984699566,0.1546,0.147,0.1693,0,0.0,-0.049397499999999275,True,True,0,False,-0.834311304052638,5,482,2022-01-21 18:00:00,0.1523,-0.04875589089193947,stop_loss,trailing_stop,98.74014594490622,
FILUSDT,SHORT,25.03,,0.440893,,25.29,-0.08979568043478198,TREND,40.4158,0.5879,8.87,46.9016,4.0,4_to_5,1.0,aligned,15m,BEARISH_BOS,True,,,0.5700000000000003,,,BOS,True,,,28.71,2022-01-21 02:00:00,2.0,momentum,momentum,NONE,False,momentum,,BELOW,15m,0.2682095934925647,0.987011304052638,0.9870113040526379,3.6799999999999997,3.0,6.713286125118894,6.713286125118894,98.7011304052638,0.01,6.713286125118894,"ENTRY FILUSDT: notional=6.713286, capital=98.70, units=0.268210, risk_amount=0.9870, trade_risk=0.9870",False,98.7011304052638,9,0.07092117355959597,0.9870113040526379,0.38500065646637915,0.3951322526891765,0.38500065646637915,25.42,24.65,28.71,0,0.0,-0.08979568043478198,True,True,0,False,24.042988695947365,6,482,2022-01-21 11:00:00,25.29,-0.08862935164422811,stop_loss,trailing_stop,98.78890183579816,
DOTUSDT,SHORT,21.85,,0.367232,,19.051954783789448,3.8183183521064628,TREND,35.7878,0.4896,16.9949,39.752,3.5,3_to_4,0.5,aligned,30m,BEARISH_BOS,False,SWEEP_LOW,,0.6899999999999977,,,BOS,False,,,25.585,2022-01-21 18:00:00,2.0,momentum,momentum,NONE,False,momentum,,BELOW,30m,1.2350790801906073,0.9874014594490622,0.9077831239400956,0.7349999999999994,3.0,29.353363114234053,26.986477902164772,98.74014594490622,0.01,26.986477902164772,"SCALE-IN DOTUSDT L1: notional=29.353363, capital=98.74, units=1.343403, risk_amount=0.9874, trade_risk=0.9874",False,71.75366804274145,19,5.293114482173476,0.9077831239400956,6.411222952393264,0.11566639347100904,6.411222952393264,21.955,16.03,25.585,1,0.17640078217858482,3.8183183521064628,True,True,1,True,22.012988695947364,3,480,2022-01-22 13:00:00,19.051954783789448,3.561485268301184,take_profit,TP,103.4092146513319,
HBARUSDT,SHORT,0.2102,1.0,0.003091,,0.20855,0.08939081176470573,TREND,35.3071,0.0041,14.0381,33.0156,4.0,4_to_5,1.0,aligned,15m,BEARISH_BOS,True,,,0.0028499999999999914,,,BOS,True,,,0.2222,2022-01-24 05:00:00,2.0,zone,full,NONE,False,zone,,BELOW,15m,89.11197136992216,1.060432459302073,1.060432459302073,0.011899999999999994,3.0,18.731336381957636,18.731336381957636,106.0432459302073,0.01,18.731336381957636,"ENTRY HBARUSDT: notional=18.731336, capital=106.04, units=89.111971, risk_amount=1.0604, trade_risk=1.0604",False,106.0432459302073,35,0.021594963261565674,1.060432459302073,0.02277372763173847,0.0018388724174695727,0.02277372763173847,0.21215,0.18605,0.2221,0,0.0,0.08939081176470573,True,True,0,False,-0.8502324593020731,7,557,2022-01-25 16:00:00,0.20855,0.09479291835865558,take_profit,TP,105.11152415663592,
FILUSDT,SHORT,17.75,1.0,0.346607,,18.4,-0.3746578930481253,TREND,31.2955,0.4621,15.3014,36.1669,4.0,4_to_5,1.0,aligned,15m,BEARISH_BOS,True,,,0.5899999999999999,,,BOS,True,,,19.62,2022-01-24 10:00:00,2.0,zone,full,NONE,False,zone,,BELOW,15m,0.5670761814449585,1.060432459302073,1.060432459302073,1.870000000000001,3.0,10.065602220648014,10.065602220648014,106.0432459302073,0.01,10.065602220648014,"ENTRY FILUSDT: notional=10.065602, capital=106.04, units=0.567076, risk_amount=1.0604, trade_risk=1.0604",False,106.0432459302073,13,0.7449790819492079,1.060432459302073,0.8958609213313262,0.9052910362927101,0.8958609213313262,18.71,16.8,19.62,0,0.0,-0.3746578930481253,True,True,0,False,16.689567540697926,8,562,2022-01-24 23:00:00,18.4,-0.3972993909219566,stop_loss,trailing_stop,105.64594653928535,
DOGEUSDT,SHORT,0.1319,,0.002684,,0.138,-0.593357262396697,TREND,36.3796,0.0036,8.1836,28.5429,2.5,below_3,1.0,aligned,1h,BEARISH_BOS,False,,,0.003599999999999992,,,BOS,False,,,0.144,2022-01-24 15:00:00,2.0,momentum,momentum,NONE,False,momentum,,BELOW,,87.63904622331182,1.060432459302073,1.060432459302073,0.0121,3.0,11.55959019685483,11.55959019685483,106.0432459302073,0.01,11.55959019685483,"ENTRY DOGEUSDT: notional=11.559590, capital=106.04, units=87.639046, risk_amount=1.0604, trade_risk=1.0604",False,106.0432459302073,8,0.0016974206930488263,1.060432459302073,0.004243551732622052,0.007355489669878265,0.004243551732622052,0.1397,0.1274,0.144,0,0.0,-0.593357262396697,True,True,0,False,-0.9285324593020731,9,567,2022-01-24 23:00:00,0.138,-0.6292153010080749,stop_loss,trailing_stop,105.01673123827727,
