direction,entry,tp,sl,rr,regime,adx,atr,plus_di,minus_di,confidence,bos,fvg,liquidity_sweep,bos_strength,range,volume,fvg_size,signal_type,has_fvg,nearest_level,last_swing_low,last_swing_high,timestamp,confidence_threshold_used,entry_mode,candles_since_bos,ema_position,position_size,risk_amount,symbol,bars_alive,max_r,initial_risk,mfe_r,mae_r,max_price_since_entry,min_price_since_entry,exit_time,exit_price,pnl,exit_reason,mtf_tf
SHORT,0.6335,,0.6077,0.5608695652173894,TREND,34.8675,0.0102,10.8863,35.5897,4.0,BEARISH_BOS,True,,,0.018199999999999994,,,BOS,True,,,0.6795,2025-02-27 20:00:00,1,zone,,BELOW,7.196312868000058,2.5906726324800213,ADAUSDT,17,0.978260869565215,0.04600000000000004,1.1673913043478243,0.32608695652173914,0.6485,0.5798,2025-02-28 13:00:00,0.6077,0.18566487199440104,stop_loss,
SHORT,291.9,,285.7,0.5391304347826077,TREND,39.4593,3.3643,7.8556,29.087,5.0,BEARISH_BOS,True,SWEEP_LOW,,5.399999999999977,,,BOS,True,,,303.4,2025-02-27 20:00:00,1,zone,,BELOW,0.25030653453913243,2.878525147200023,BCHUSDT,17,1.7478260869565188,11.5,1.9478260869565198,0.4869565217391324,297.5,269.5,2025-02-28 13:00:00,285.7,1.5519005141426183,stop_loss,
SHORT,599.9,,579.05,2.266304347826078,TREND,36.4245,5.0036,4.8537,36.4026,4.0,BEARISH_BOS,True,,,8.199999999999932,,,BOS,True,,,609.1,2025-02-27 20:30:00,1,zone,,BELOW,0.2815948513565227,2.5906726324800213,BNBUSDT,17,3.5815217391304097,9.200000000000045,4.407608695652147,0.7445652173913031,606.75,559.35,2025-02-28 13:00:00,579.05,5.871252650783505,stop_loss,15m
SHORT,0.2028,,0.18885,1.7012195121951272,TREND,35.6638,0.0031,9.9628,29.215,4.0,BEARISH_BOS,True,,,0.0039000000000000146,,,BOS,True,,,0.211,2025-02-27 20:00:00,1,zone,,BELOW,7.196312868000058,2.5906726324800213,DOGEUSDT,17,2.197560975609761,0.008199999999999985,2.6134146341463467,0.5890243902439036,0.20763,0.18137,2025-02-28 13:00:00,0.18885,0.10038856450860094,stop_loss,
SHORT,14.937,,14.047,1.0633213859020298,TREND,33.0388,0.2524,9.7906,23.9955,5.0,BEARISH_BOS,True,,,0.3100000000000005,,,BOS,True,,,15.774,2025-02-27 20:00:00,1,zone,,BELOW,3.439098144802896,2.878525147200023,LINKUSDT,17,1.5770609318996403,0.8369999999999997,1.7873357228195927,0.3261648745519732,15.21,13.441,2025-02-28 13:00:00,14.047,3.060797348874573,stop_loss,15m
SHORT,7.865,,7.334,1.2406542056074807,TREND,35.8965,0.1174,14.2336,24.3309,3.5,BEARISH_BOS,False,SWEEP_LOW,,0.17999999999999883,,,BOS,False,,,8.293,2025-02-27 19:00:00,1,zone,,BELOW,5.7166971381309,2.44674637512002,UNIUSDT,19,1.6612149532710325,0.42799999999999905,1.925233644859817,0.06308411214953316,7.892,7.041,2025-02-28 14:00:00,7.334,3.0355661803475114,stop_loss,
LONG,127.74,,125.96,-0.13011695906432763,TREND,35.686,3.1264,29.6093,8.4533,3.5,BULLISH_BOS,False,,,3.3299999999999983,,,BOS,False,,114.06,,2025-02-28 19:00:00,1,zone,,ABOVE,0.19601177392844238,2.6814410673410904,LTCUSDT,14,0.13961988304093653,13.679999999999993,0.23172514619883067,0.14400584795321636,130.91,125.77,2025-03-01 09:00:00,125.96,-0.3489009575926277,stop_loss,
SHORT,139.27,,141.34,-0.4198782961460451,TREND,32.2646,2.3643,11.3897,29.577,3.5,BEARISH_BOS,False,,,3.140000000000015,,,BOS,False,,,144.2,2025-03-01 13:00:00,1,zone,,BELOW,0.5426997466657256,2.6755097510620156,SOLUSDT,6,0.0,4.929999999999978,0.1622718052738367,0.4482758620689633,141.48,138.47,2025-03-01 19:00:00,141.34,-1.1233884755980483,stop_loss,
LONG,622.15,,614.9,-0.3411764705882353,TREND,32.1726,5.1607,40.2076,13.3564,5.0,BULLISH_BOS,True,,,19.800000000000068,,,BOS,True,,600.9,,2025-03-02 16:15:00,1,zone,,ABOVE,0.1470678005246698,3.1251907611492333,BNBUSDT,10,0.3858823529411786,21.25,0.5717647058823518,0.6423529411764696,634.3,608.5,2025-03-03 02:00:00,614.9,-1.066241553803856,stop_loss,15m
LONG,3.25,,3.427,2.528571428571435,TREND,37.4549,0.0375,41.9048,17.9048,3.5,BULLISH_BOS,False,,,0.18999999999999995,,,BOS,False,,3.18,,2025-03-02 15:15:00,1,zone,,ABOVE,7.812976902873084,2.6564121469768485,FILUSDT,15,4.828571428571441,0.06999999999999984,5.000000000000012,0.0,3.6,3.25,2025-03-03 06:00:00,3.427,1.3828969118085361,stop_loss,15m
LONG,217.25,,212.65,-0.16880733944954107,TREND,38.0621,4.4343,54.2204,10.6637,5.0,BULLISH_BOS,True,,,24.0,,,BOS,True,,190.0,,2025-03-02 16:00:00,1,zone,,ABOVE,0.11468589949171498,3.1251907611492333,AAVEUSDT,14,0.31596330275229406,27.25,0.3636697247706421,0.4058715596330276,227.16,206.19,2025-03-03 06:00:00,212.65,-0.5275551376618882,stop_loss,
LONG,3.437,,3.371,-0.2509505703422048,TREND,39.4718,0.0673,42.3567,13.1635,5.0,BULLISH_BOS,True,,,0.246,,,BOS,True,,3.174,,2025-03-02 16:00:00,1,zone,,ABOVE,7.812976902873084,3.1251907611492333,NEARUSDT,14,0.43726235741444963,0.2629999999999999,0.4790874524714843,0.6235741444866911,3.563,3.273,2025-03-03 06:00:00,3.371,-0.5156564755896222,stop_loss,
LONG,1.1435,,1.1085,-0.3286384976525813,TREND,33.9609,0.0225,46.7047,11.4385,5.0,BULLISH_BOS,True,,,0.09320000000000017,,,BOS,True,,1.037,,2025-03-02 16:00:00,1,zone,,ABOVE,7.812976902873084,3.1251907611492333,OPUSDT,14,0.27793427230047,0.10650000000000004,0.33708920187793456,0.4957746478873234,1.1794,1.0907,2025-03-03 06:00:00,1.1085,-0.2734541916005573,stop_loss,
SHORT,3.715,,3.349,1.3071428571428547,TREND,37.5335,0.0615,3.252,41.115,3.5,BEARISH_BOS,False,,,0.18199999999999994,,,BOS,False,,,3.995,2025-03-03 06:00:00,1,zone,,BELOW,7.762976380530714,2.639411969380443,AXSUSDT,32,1.6071428571428548,0.28000000000000025,1.8392857142857115,0.26071428571428534,3.788,3.2,2025-03-04 14:00:00,3.349,2.8412493552742384,stop_loss,
SHORT,87272.0,,84350.0,0.45478599221789884,TREND,39.3837,1558.5429,10.3595,39.7707,3.5,BEARISH_BOS,False,,,3795.399999999994,,,BOS,False,,,93697.0,2025-03-03 18:30:00,1,zone,,BELOW,0.0004108034193588238,2.639411969380443,BTCUSDT,20,0.6998443579766537,6425.0,0.8169182879377428,0.0666147859922179,87700.0,82023.3,2025-03-04 14:00:00,84350.0,1.2003675913664833,stop_loss,15m
SHORT,602.7,,579.4,0.737341772151903,TREND,31.6157,7.2,9.5734,34.623,4.5,BEARISH_BOS,False,SWEEP_LOW,,13.549999999999955,,,BOS,False,,,634.3,2025-03-03 06:30:00,1,zone,,BELOW,0.0933522476139772,2.9499310246016712,BNBUSDT,36,1.5015822784810184,31.59999999999991,1.7990506329113982,0.1598101265822775,607.75,545.85,2025-03-04 18:00:00,579.4,2.175107369405675,stop_loss,15m
SHORT,0.9664,0.9063,0.9965,-1.0,RANGE,16.8877,0.0301,22.9746,21.0501,3.0,,False,SWEEP_HIGH,,0.041100000000000025,,,SWEEP,False,0.9965,,,2025-03-04 21:00:00,1,,,,8.073812596333033,2.583620030826571,OPUSDT,22,1.4318936877076414,0.030100000000000016,1.4651162790697676,1.0066445182724244,0.9967,0.9223,2025-03-05 19:00:00,0.9965,-0.24302175914962443,stop_loss,
LONG,0.9775,,0.9481,-0.6099585062240658,TREND,32.469,0.0299,28.4452,14.7361,3.0,,True,,,0.023900000000000032,,,BOS,True,,0.9293,,2025-03-05 18:00:00,1,momentum,8.0,ABOVE,8.073812596333033,2.583620030826571,ADAUSDT,11,0.2759336099585057,0.04820000000000002,0.43775933609958506,0.91701244813278,0.9986,0.9333,2025-03-06 05:00:00,0.9481,-0.23737009033219103,stop_loss,
LONG,90644.6,,89961.3,-0.5676966876273307,TREND,38.1196,1203.6357,25.5969,14.9695,3.5,BULLISH_BOS,False,,,1873.0,,,BOS,False,,89961.3,,2025-03-06 01:30:00,1,zone,,ABOVE,0.0022772379656466574,2.740964912847688,BTCUSDT,11,1.7000991246770016,1203.635699999999,1.7754541511189823,0.744909776272012,92781.6,89748.0,2025-03-06 12:00:00,89961.3,-1.5560367019263677,stop_loss,15m
SHORT,2283.66,2222.0627999999997,2329.3332,1.348650849951392,RANGE,17.8418,30.7986,24.3355,14.2098,3.0,BULLISH_BOS,False,SWEEP_HIGH,,29.43000000000029,,,SWEEP,False,2329.3332,,,2025-03-06 02:45:00,1,,,,0.05648239411033531,2.5797316826801766,ETHUSDT,12,1.3121480430536858,45.67320000000018,1.6935533310562783,0.7899599765289007,2319.74,2206.31,2025-03-06 14:00:00,2222.0627999999997,3.479157326493155,take_profit,15m
SHORT,88698.9,,89381.8,-0.2503023861012381,TREND,34.9563,1077.5286,15.3453,33.2461,5.0,BEARISH_BOS,True,,,1376.0,,,BOS,True,,,91427.2,2025-03-06 17:15:00,1,zone,,BELOW,0.001194289342827002,3.2583796140349133,BTCUSDT,4,0.11461349558332909,2728.300000000003,0.3294359124729639,0.43664553018363145,89890.2,87800.1,2025-03-06 21:00:00,89381.8,-0.8155801922165702,stop_loss,15m
LONG,3.221,,3.069,-0.6846846846846854,TREND,37.0302,0.0689,36.0622,14.9223,3.5,BULLISH_BOS,False,,,0.1200000000000001,,,BOS,False,,2.999,,2025-03-06 15:00:00,1,zone,,ABOVE,8.145949035087282,2.7696226719296764,NEARUSDT,8,0.0,0.22199999999999998,0.12162162162162224,0.7657657657657655,3.248,3.051,2025-03-06 23:00:00,3.069,-1.238184253333268,stop_loss,
SHORT,0.9628,,0.9785,-0.3536036036036038,TREND,30.1412,0.0199,11.0352,29.1517,5.0,BEARISH_BOS,True,,,0.021100000000000008,,,BOS,True,,,1.0072,2025-03-06 17:00:00,1,zone,,BELOW,8.145949035087282,3.2583796140349133,OPUSDT,12,0.9504504504504485,0.044400000000000106,1.1891891891891855,0.4639639639639643,0.9834,0.91,2025-03-07 05:00:00,0.9785,-0.12789139985087072,stop_loss,
SHORT,581.05,,601.05,-1.0,TREND,30.8977,6.0071,12.8419,42.0333,3.5,BEARISH_BOS,False,,,23.149999999999977,,,BOS,False,,,601.05,2025-03-07 00:30:00,1,zone,,BELOW,0.13673543381776646,2.734708676355329,BNBUSDT,5,0.0,20.0,0.14499999999999885,1.075,602.55,578.15,2025-03-07 05:00:00,601.05,-2.734708676355329,stop_loss,15m
SHORT,0.2259,,0.24131,-0.7943298969072168,TREND,36.3577,0.0051,4.742,38.3821,3.5,BEARISH_BOS,False,,,0.017089999999999994,,,BOS,False,,,0.2453,2025-03-07 00:00:00,1,zone,,BELOW,8.043260812809791,2.734708676355329,HBARUSDT,5,0.0,0.0194,0.058762886597938255,1.1819587628865982,0.24883,0.22476,2025-03-07 05:00:00,0.24131,-0.12394664912539893,stop_loss,
SHORT,3.492,,3.57,-0.6190476190476184,TREND,36.0388,0.0531,16.5323,35.4839,5.0,BEARISH_BOS,True,,,0.07100000000000017,,,BOS,True,,,3.618,2025-03-06 17:00:00,1,zone,,BELOW,8.145949035087282,3.2583796140349133,AXSUSDT,13,1.0714285714285707,0.1259999999999999,1.3095238095238109,0.634920634920636,3.572,3.327,2025-03-07 06:00:00,3.57,-0.6353840247368068,stop_loss,
SHORT,0.8291,,0.8816,-0.5297679112008079,TREND,37.0963,0.0274,8.1074,43.4046,3.5,BEARISH_BOS,False,,,0.10509999999999997,,,BOS,False,,,0.9282,2025-03-07 00:00:00,1,zone,,BELOW,8.043260812809791,2.734708676355329,ADAUSDT,9,0.0,0.09910000000000008,0.03128153380423804,0.5943491422805249,0.888,0.826,2025-03-07 09:00:00,0.8816,-0.42227119267251484,stop_loss,
SHORT,98.06,,104.55,-1.0,TREND,34.5742,1.9471,9.5378,43.4703,3.5,BEARISH_BOS,False,,,7.239999999999995,,,BOS,False,,,104.55,2025-03-07 00:00:00,1,zone,,BELOW,0.42137267740451945,2.734708676355329,LTCUSDT,10,0.0,6.489999999999995,0.07704160246533134,1.0154083204930675,104.65,97.56,2025-03-07 10:00:00,104.55,-2.734708676355329,stop_loss,
SHORT,0.1916,,0.2047,-1.0,TREND,36.1795,0.004,8.1119,41.091,3.5,BEARISH_BOS,False,,,0.013929999999999998,,,BOS,False,,,0.2047,2025-03-07 00:00:00,1,zone,,BELOW,8.043260812809791,2.734708676355329,DOGEUSDT,11,0.0,0.0131,0.048091603053434476,1.0572519083969467,0.20545,0.19097,2025-03-07 11:00:00,0.2047,-0.10536671664780826,stop_loss,
SHORT,2119.83,,2210.06,-0.8306941631375447,TREND,38.2876,40.7464,8.2742,38.6116,3.5,BEARISH_BOS,False,,,125.86999999999989,,,BOS,False,,,2228.45,2025-03-07 00:30:00,1,zone,,BELOW,0.025176842905131024,2.734708676355329,ETHUSDT,13,0.0,108.61999999999989,0.11121340452955202,0.977352237157061,2225.99,2107.75,2025-03-07 13:00:00,2210.06,-2.271706535329973,stop_loss,15m
LONG,89927.9,,88272.7,-1.0,TREND,39.3576,1208.75,24.9709,5.9312,3.5,BULLISH_BOS,False,,,2501.5,,,BOS,False,,88272.7,,2025-03-07 14:30:00,1,zone,,ABOVE,0.0015581542717176627,2.579056950547071,BTCUSDT,1,0.0,1655.199999999997,0.5242870952150824,1.180703238279357,90795.7,87973.6,2025-03-07 15:00:00,88272.7,-2.579056950547071,stop_loss,15m
LONG,149.55,,141.22,-1.0,TREND,37.4328,3.2471,29.8064,8.139,3.5,BULLISH_BOS,False,,,6.849999999999994,,,BOS,False,,141.22,,2025-03-07 18:00:00,1,zone,,ABOVE,0.3043472968052541,2.5352129823877703,SOLUSDT,4,0.0,8.330000000000013,0.1584633853541406,1.0864345738295316,150.87,140.5,2025-03-07 22:00:00,141.22,-2.5352129823877703,stop_loss,
SHORT,0.2306,,0.22892,0.11999999999999897,TREND,31.2147,0.0068,7.1893,28.2431,4.5,BEARISH_BOS,False,SWEEP_LOW,,0.006929999999999992,,,BOS,False,,,0.2446,2025-03-08 01:00:00,1,zone,,BELOW,7.329748122609347,2.785304286591552,HBARUSDT,18,0.41142857142857014,0.014000000000000012,0.577142857142857,0.2949999999999994,0.23473,0.22252,2025-03-08 19:00:00,0.22892,0.012313976845983609,stop_loss,
SHORT,0.8287,,0.8165,0.17888563049853345,TREND,34.2578,0.0213,19.1226,26.8587,4.5,BEARISH_BOS,False,SWEEP_LOW,,0.05400000000000005,,,BOS,False,,,0.8969,2025-03-07 16:00:00,1,zone,,BELOW,7.4565087717287355,2.8334733332569195,ADAUSDT,39,0.4956011730205267,0.06820000000000004,0.5366568914956004,0.5557184750733142,0.8666,0.7921,2025-03-09 07:00:00,0.8165,0.09096940701509049,stop_loss,
LONG,384.1,400.8714,375.7143,-1.0,RANGE,20.862,8.3857,9.7104,24.8722,4.0,BEARISH_BOS,False,SWEEP_LOW,,14.5,,,SWEEP,False,375.7143,,,2025-03-08 01:00:00,1,,,,0.3146677467759819,2.638709324139365,BCHUSDT,32,0.8943797178530072,8.385700000000043,1.4310075485648115,1.0136303469000747,396.1,375.6,2025-03-09 09:00:00,375.7143,-2.638709324139365,stop_loss,
SHORT,4.4098,,4.09,1.497892271662758,TREND,32.2141,0.0876,10.9064,22.9948,3.5,BEARISH_BOS,False,,,0.08549999999999969,,,BOS,False,,,4.6233,2025-03-07 23:45:00,1,zone,,BELOW,7.329748122609347,2.492114361687178,DOTUSDT,50,1.9142857142857064,0.2135000000000007,2.077283372365332,0.14894613583138358,4.4416,3.9663,2025-03-10 01:00:00,4.09,2.344053449610468,stop_loss,15m
SHORT,0.1845,,0.1726,1.6081081081081094,TREND,32.7422,0.0023,10.8689,37.5987,4.0,BEARISH_BOS,True,,,0.00470000000000001,,,BOS,True,,,0.1919,2025-03-09 10:00:00,1,zone,,BELOW,7.202976825595432,2.5930716572143555,DOGEUSDT,16,2.4013513513513556,0.00739999999999999,2.7135135135135156,0.1810810810810824,0.18584,0.16442,2025-03-10 02:00:00,0.1726,0.0857154242245856,stop_loss,
SHORT,2.3737,,2.2015,2.421940928270046,TREND,33.6177,0.0711,7.6622,28.57,3.5,,False,SWEEP_LOW,,0.07160000000000011,,,BOS,False,,,2.4096,2025-03-08 01:15:00,1,momentum,9.0,BELOW,7.329748122609347,2.492114361687178,XRPUSDT,52,3.80168776371308,0.07109999999999994,4.108298171589315,0.016877637130799844,2.3749,2.0816,2025-03-10 05:00:00,2.2015,1.2621826267133305,stop_loss,15m
SHORT,2.442,,2.347,0.4094827586206909,TREND,32.6395,0.065,22.5275,29.5604,5.0,BEARISH_BOS,True,,,0.15700000000000003,,,BOS,True,,,2.674,2025-03-10 14:00:00,1,zone,,BELOW,7.38757440062285,2.95502976024914,NEARUSDT,12,1.0172413793103467,0.23199999999999976,1.3189655172413808,0.27586206896551585,2.506,2.136,2025-03-11 02:00:00,2.347,0.7018195680591722,stop_loss,
SHORT,6.285,,5.952,0.6330798479087458,TREND,33.0467,0.1484,18.2868,25.3609,3.5,BEARISH_BOS,False,,,0.14100000000000001,,,BOS,False,,,6.811,2025-03-10 16:00:00,1,zone,,BELOW,4.775238205725799,2.5117752962117694,UNIUSDT,16,1.2547528517110274,0.5259999999999998,1.5019011406844114,0.034220532319391254,6.303,5.495,2025-03-11 08:00:00,5.952,1.5901543225066919,stop_loss,
SHORT,92.0,,89.43,0.3888048411497721,TREND,31.9542,2.0443,22.0475,28.9658,5.0,BEARISH_BOS,True,,,4.25,,,BOS,True,,,98.61,2025-03-10 14:00:00,1,zone,,BELOW,0.4470544266640152,2.95502976024914,LTCUSDT,19,1.0438729198184578,6.609999999999999,1.3373676248108932,0.30408472012102955,94.01,83.16,2025-03-11 09:00:00,89.43,1.148929876526516,stop_loss,
SHORT,0.1662,0.157,0.1708,-1.0,RANGE,21.0851,0.0046,18.6871,13.0825,5.0,BULLISH_BOS,False,SWEEP_HIGH,,0.0024000000000000132,,,SWEEP,False,0.1708,,,2025-03-11 20:00:00,1,,,,7.559619588977469,3.023847835590988,DOGEUSDT,16,1.2391304347825993,0.004600000000000021,1.46304347826086,1.721739130434777,0.17412,0.15947,2025-03-12 12:00:00,0.1708,-0.034774250109296516,stop_loss,
SHORT,0.7409,0.7054,0.7586,-1.0,RANGE,18.1598,0.0177,17.029,18.7198,4.0,BULLISH_BOS,False,SWEEP_HIGH,,0.021499999999999964,,,SWEEP,False,0.7586,,,2025-03-12 01:00:00,1,,,,7.559619588977469,2.721463052031889,ADAUSDT,11,1.3954802259886998,0.01770000000000005,1.711864406779656,1.5480225988700511,0.7683,0.7106,2025-03-12 12:00:00,0.7586,-0.13380526672490156,stop_loss,
SHORT,83294.8,81041.5714,84421.4143,-1.0,RANGE,11.8354,1126.6143,20.2541,19.2961,3.0,,False,SWEEP_HIGH,,1030.5,,,SWEEP,False,84397.2143,,,2025-03-12 01:30:00,1,,,,0.0021472106900052553,2.41907826847279,BTCUSDT,11,1.6976528701970177,1126.614300000001,1.819344916889476,1.0607001881655496,84489.8,81245.1,2025-03-12 12:00:00,84421.4143,-2.41907826847279,stop_loss,15m
SHORT,0.2024,0.1901,0.2086,-1.0,RANGE,20.7174,0.0061,21.8008,20.0907,3.0,,False,SWEEP_HIGH,,0.007760000000000017,,,SWEEP,False,0.2086,,,2025-03-12 01:00:00,1,,,,7.559619588977469,2.41907826847279,HBARUSDT,11,0.6822580645161253,0.006200000000000011,1.0193548387096742,2.0499999999999963,0.21511,0.19608,2025-03-12 12:00:00,0.2086,-0.04686964145166039,stop_loss,
SHORT,2.547,2.4411,2.5999,2.001890359168254,RANGE,11.2027,0.0529,36.3023,22.5371,3.0,BULLISH_BOS,False,SWEEP_HIGH,,0.09299999999999997,,,SWEEP,False,2.5999,,,2025-03-12 12:00:00,1,,,,7.427893217639538,2.376925829644652,NEARUSDT,2,2.457466918714575,0.052899999999999725,2.514177693761828,0.1512287334593582,2.555,2.414,2025-03-12 14:00:00,2.4411,0.7866138917480278,take_profit,
SHORT,0.8709,0.8329,0.8899,2.0,RANGE,16.0146,0.019,32.8942,21.7162,4.0,BULLISH_BOS,False,SWEEP_HIGH,,0.032399999999999984,,,SWEEP,False,0.8899,,,2025-03-12 12:00:00,1,,,,7.427893217639538,2.6740415583502335,OPUSDT,2,2.39473684210526,0.019000000000000017,2.536842105263157,0.12105263157894562,0.8732,0.8227,2025-03-12 14:00:00,0.8329,0.28225994227030266,take_profit,
SHORT,18.616,17.8498,18.9991,2.0000000000000093,RANGE,16.1788,0.3831,37.733,11.5585,5.0,BULLISH_BOS,False,SWEEP_HIGH,,0.5559999999999974,,,SWEEP,False,18.7821,,,2025-03-12 13:30:00,1,,,,7.427893217639538,2.971157287055815,AVAXUSDT,1,1.9577133907595985,0.3830999999999989,2.049073348995047,0.0,18.616,17.831,2025-03-12 14:00:00,17.8498,5.6912517833554235,take_profit,15m
LONG,359.5,,349.4,-0.3713235294117657,TREND,39.4804,6.9214,42.9309,11.0423,4.5,BULLISH_BOS,False,SWEEP_HIGH,,3.7999999999999545,,,BOS,False,,332.3,,2025-03-12 22:00:00,1,zone,,ABOVE,0.10849418417033556,2.951041809433126,BCHUSDT,4,0.0,27.19999999999999,0.018382352941176478,0.4779411764705884,360.0,346.5,2025-03-13 02:00:00,349.4,-1.0957912601203916,stop_loss,
SHORT,2.654,2.556,2.703,-1.0,RANGE,12.8909,0.049,20.6997,18.6589,3.0,,False,SWEEP_HIGH,,0.07199999999999962,,,SWEEP,False,2.703,,,2025-03-14 02:00:00,1,,,,7.711109935502207,2.4675551793607062,NEARUSDT,6,0.6734693877551013,0.04899999999999993,0.8775510204081585,1.2040816326530661,2.713,2.611,2025-03-14 08:00:00,2.703,-0.37784438683960764,stop_loss,
SHORT,2.83,2.7696,2.8602,-1.0,RANGE,18.5678,0.0302,38.0615,5.6738,3.0,BULLISH_BOS,False,SWEEP_HIGH,,0.051000000000000156,,,SWEEP,False,2.8572,,,2025-03-14 08:30:00,1,,,,7.6922177161602265,2.4615096691712726,FILUSDT,5,0.0,0.030199999999999783,0.46357615894040843,1.0264900662251775,2.861,2.816,2025-03-14 13:00:00,2.8602,-0.23230497502803718,stop_loss,15m
LONG,0.1773,,0.17429,-0.49344262295082,TREND,38.9176,0.0018,26.8379,9.3281,4.0,BULLISH_BOS,True,,,0.0030000000000000027,,,BOS,True,,0.1712,,2025-03-15 13:00:00,1,zone,,ABOVE,7.680602467408825,2.7650168882671773,DOGEUSDT,12,0.0,0.006100000000000022,0.07704918032786828,0.5885245901639339,0.17777,0.17371,2025-03-16 01:00:00,0.17429,-0.02311861342690066,stop_loss,
LONG,19.565,,18.951,-1.0,TREND,33.3627,0.2889,37.2064,13.2015,3.5,BULLISH_BOS,False,,,0.5670000000000002,,,BOS,False,,18.951,,2025-03-16 03:30:00,1,zone,,ABOVE,4.252462251613584,2.6110118224907435,AVAXUSDT,7,0.21335504885993495,0.6140000000000008,0.4495114006514649,1.330618892508142,19.841,18.748,2025-03-16 10:00:00,18.951,-2.6110118224907435,stop_loss,15m
SHORT,82479.2,,84380.0,-1.0,TREND,39.2979,359.2857,5.4215,53.8608,5.0,BEARISH_BOS,True,,,1358.0999999999913,,,BOS,True,,,84380.0,2025-03-16 11:30:00,1,zone,,BELOW,0.0015885723791273002,3.019558378245177,BTCUSDT,5,0.0,1900.800000000003,0.07428451178451013,1.397727272727272,85136.0,82338.0,2025-03-16 16:00:00,84380.0,-3.019558378245177,stop_loss,15m
SHORT,92.41,,91.0,1.3557692307692193,TREND,36.4601,0.8007,12.4888,18.1088,3.5,BEARISH_BOS,False,,,0.8000000000000114,,,BOS,False,,,93.45,2025-03-15 23:00:00,1,zone,,ABOVE,2.510966191268255,2.6114048389190008,LTCUSDT,25,3.6538461538461293,1.0400000000000063,4.048076923076893,0.20192307692308337,92.62,88.2,2025-03-17 00:00:00,91.0,3.5404623296882307,stop_loss,
SHORT,2.494,,2.577,-0.6859504132231383,TREND,38.5677,0.0461,12.2481,33.7984,3.5,,False,SWEEP_LOW,,0.03299999999999992,,,BOS,False,,,2.615,2025-03-16 22:00:00,1,momentum,9.0,BELOW,7.397918026700684,2.5152921290782326,NEARUSDT,11,0.0,0.121,0.09917355371900835,0.7851239669421467,2.589,2.482,2025-03-17 09:00:00,2.577,-0.6140271962161549,stop_loss,
SHORT,18.29,,18.73,-0.5751633986928117,TREND,38.6791,0.3245,12.3927,37.2001,3.5,BEARISH_BOS,False,,,0.22199999999999775,,,BOS,False,,,19.055,2025-03-16 22:30:00,1,zone,,BELOW,3.287963567422524,2.5152921290782326,AVAXUSDT,14,0.06535947712418388,0.7650000000000006,0.24705882352941166,0.6797385620915022,18.81,18.101,2025-03-17 12:00:00,18.73,-1.4467039696659147,stop_loss,15m
SHORT,82389.9,,83749.3,-0.4950293143002825,TREND,38.9091,772.6429,20.857,34.4523,5.0,BEARISH_BOS,True,,,760.2000000000116,,,BOS,True,,,85136.0,2025-03-16 22:30:00,1,zone,,BELOW,0.001077589021040846,2.9591672106802736,BTCUSDT,14,0.0,2746.100000000006,0.16587159972324353,0.5862860056079519,83999.9,81934.4,2025-03-17 12:00:00,83749.3,-1.4648745152029354,stop_loss,15m
SHORT,129.74,126.4786,131.3707,2.0000000000000173,RANGE,19.972,1.6307,16.9952,23.4341,3.0,,False,SWEEP_HIGH,,2.369999999999976,,,SWEEP,False,131.3707,,,2025-03-17 18:00:00,1,,,,1.4518743330605783,2.367571474921871,SOLUSDT,6,2.005273808793788,1.6306999999999903,2.281228920095686,0.5151162077635423,130.58,126.02,2025-03-18 00:00:00,126.4786,4.735142949843783,take_profit,
SHORT,0.1743,0.1698,0.1765,2.0454545454545663,RANGE,19.4989,0.0022,17.7522,18.8378,4.0,BULLISH_BOS,False,SWEEP_HIGH,,0.003379999999999994,,,SWEEP,False,0.1765,,,2025-03-17 17:00:00,1,,,,7.398660859130847,2.6635179092871053,DOGEUSDT,8,3.050000000000038,0.0021999999999999797,3.3045454545454844,0.8454545454545535,0.17616,0.16703,2025-03-18 01:00:00,0.1698,0.033293973866088844,take_profit,
LONG,2.955,,2.933,-0.27160493827160803,TREND,35.5556,0.0305,26.4637,8.1967,3.5,BULLISH_BOS,False,,,0.04499999999999993,,,BOS,False,,2.874,,2025-03-17 15:30:00,1,zone,,ABOVE,7.398660859130847,2.515544692104488,FILUSDT,15,1.2345679012345696,0.08099999999999996,1.5432098765432105,0.5185185185185219,3.08,2.913,2025-03-18 06:00:00,2.933,-0.16277053890088042,stop_loss,15m
SHORT,0.7003,,0.6977,0.08783783783783954,TREND,31.8019,0.0073,6.6148,28.7938,3.5,BEARISH_BOS,False,,,0.012299999999999978,,,BOS,False,,,0.7299,2025-03-18 06:00:00,1,zone,,BELOW,7.628944178371296,2.593841020646241,ADAUSDT,16,0.5135135135135139,0.02959999999999996,0.6621621621621652,0.4256756756756744,0.7129,0.6807,2025-03-18 22:00:00,0.6977,0.019835254863765726,stop_loss,
SHORT,89.15,,88.69,0.08646616541353544,TREND,34.7662,0.9621,5.8649,36.2287,3.5,BEARISH_BOS,False,,,1.1700000000000017,,,BOS,False,,,94.47,2025-03-18 06:00:00,1,zone,,BELOW,0.4875641016252339,2.593841020646241,LTCUSDT,16,0.3195488721804521,5.319999999999993,0.4003759398496264,0.19360902255639145,90.18,87.02,2025-03-18 22:00:00,88.69,0.22427948674761147,stop_loss,
