direction,entry,entry_level,zone_size_at_entry,tp,sl,rr,regime,adx,atr,plus_di,minus_di,confidence,confidence_bucket,position_size_multiplier,bos,fvg,liquidity_sweep,bos_strength,range,volume,fvg_size,signal_type,has_fvg,nearest_level,last_swing_low,last_swing_high,timestamp,confidence_threshold_used,entry_type,zone_entry_type,htf_filter_variant,htf_filter_applied,entry_mode,candles_since_bos,ema_position,position_size,risk_amount,capital_before_entry,trade_risk,symbol,bars_alive,max_r,initial_risk,mfe_r,mae_r,max_r_reached,max_price_since_entry,min_price_since_entry,original_sl,scale_level,signal_id,entry_bar_index,exit_time,exit_price,pnl,exit_reason,exit_type,mtf_tf
LONG,1281.8,,7.810714,,1279.75,-0.05055487053020855,TREND,33.1817,10.4143,46.5706,3.4979,3.0,3_to_4,0.5,,True,,,4.25,,,BOS,True,,1241.25,,2022-12-08 19:30:00,2.5,momentum,,NONE,False,momentum,2.0,ABOVE,0.03912997820475674,1.5867206162028842,317.34412324057683,1.5867206162028842,ETHUSDT,11,0.038224414303328146,40.549999999999955,0.18125770653514536,0.2367447595561016,0.18125770653514536,1289.15,1272.2,1241.25,0,423,8203,2022-12-09 06:00:00,1279.75,-0.08021645531974954,stop_loss,trailing_stop,15m
SHORT,287.9,3.0,1.175893,,287.25,0.21311475409835637,TREND,30.9286,1.5679,10.0228,29.6128,4.0,4_to_5,1.0,,True,SWEEP_LOW,,2.0,,,BOS,True,,,284.85,2022-12-09 19:45:00,2.5,momentum,full,NONE,False,momentum,19.0,BELOW,1.0402095304434813,3.172639067852571,317.26390678525706,3.172639067852571,BNBUSDT,12,0.6721311475409787,3.0499999999999545,1.114754098360665,0.016393442622954793,1.114754098360665,287.95,284.5,290.94999999999993,0,424,8227,2022-12-10 07:00:00,287.25,0.6761361947882392,stop_loss,trailing_stop,15m
SHORT,285.95,3.0,1.175893,,287.25,-0.6500000000000057,TREND,30.9286,1.5679,10.0228,29.6128,4.0,4_to_5,1.0,,True,SWEEP_LOW,,2.0,,,BOS,True,,,284.85,2022-12-09 21:00:00,2.5,momentum,full,NONE,False,momentum,19.0,BELOW,1.0402095304434813,3.172639067852571,317.26390678525706,3.172639067852571,BNBUSDT,10,0.04999999999998295,2.0,0.17499999999998295,0.75,0.17499999999998295,287.45,285.6,290.94999999999993,1,424,8227,2022-12-10 07:00:00,287.25,-1.3522723895765376,stop_loss,trailing_stop,15m
SHORT,0.0474,,,0.045875,0.0485,-1.0,RANGE,21.6985,0.0002,25.0,21.875,4.0,4_to_5,1.0,BULLISH_BOS,False,SWEEP_HIGH,,0.00034999999999999615,,,SWEEP,False,0.0485,,,2022-12-08 15:30:00,2.5,zone,,NONE,False,,,,15.867206162028843,3.1734412324057684,317.34412324057683,3.1734412324057684,HBARUSDT,47,0.04545454545454029,0.0011000000000000038,0.0909090909090869,1.0909090909090868,0.0909090909090869,0.0486,0.0473,0.0485,0,422,8199,2022-12-10 14:00:00,0.0485,-0.017453926778231786,stop_loss,SL,15m
LONG,0.0483,1.0,0.000137,,0.0486,0.5999999999999889,TREND,36.0545,0.0002,31.3725,21.5686,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.0002500000000000002,,,BOS,False,,0.0478,,2022-12-11 00:30:00,2.5,zone,full,NONE,False,zone,,BELOW,15.828515833184529,1.5828515833184529,316.57031666369056,1.5828515833184529,HBARUSDT,1,0.29999999999999444,0.0005000000000000004,0.29999999999999444,0.0,0.29999999999999444,0.04845,0.0483,0.0478,0,425,8256,2022-12-11 01:00:00,0.0486,0.004748554749955275,stop_loss,trailing_stop,15m
SHORT,5.325,,,5.2993500000000004,5.3421,1.499999999999974,RANGE,20.3439,0.0171,20.8333,12.5,3.0,3_to_4,0.5,,False,SWEEP_HIGH,,0.009999999999999787,,,SWEEP,False,5.33,,,2022-12-11 19:15:00,2.5,zone,,NONE,False,,,,15.828753260922026,1.5828753260922026,316.5750652184405,1.5828753260922026,DOTUSDT,42,15.497076023391742,0.017100000000000115,19.59064327485367,0.0,19.59064327485367,5.325,4.99,5.3421,0,426,8275,2022-12-13 13:00:00,5.2993500000000004,0.40600752114264566,take_profit,TP,15m
LONG,17992.5,,54.026786,,17788.0,-0.20068694798822376,TREND,36.7816,72.0357,39.4646,7.5359,3.5,3_to_4,0.5,BULLISH_BOS,False,,,103.0,,,BOS,False,,16973.5,,2022-12-14 14:30:00,2.5,momentum,momentum,NONE,False,momentum,,BELOW,0.001555353644453303,1.5849053636979158,316.98107273958317,1.5849053636979158,BTCUSDT,5,0.2085377821393523,1019.0,0.37929342492639845,0.46957801766437685,0.37929342492639845,18379.0,17514.0,16973.5,0,427,8342,2022-12-14 19:00:00,17788.0,-0.31806982029070047,stop_loss,trailing_stop,15m
SHORT,5.205,,0.034554,,5.205,0.0,TREND,35.6549,0.0461,9.3023,29.4574,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.08999999999999986,,,BOS,False,,,5.205,2022-12-15 00:30:00,2.5,momentum,momentum,NONE,False,momentum,,BELOW,15.833150145964623,1.5833150145964623,316.66300291929247,1.5833150145964623,DOTUSDT,1,1.5184381778741918,0.04610000000000003,2.0607375271149606,0.0,2.0607375271149606,5.205,5.11,5.2511,0,428,8352,2022-12-15 01:00:00,5.205,0.0,stop_loss,trailing_stop,15m
SHORT,6.716,1.0,0.048214,,6.623,1.4463452566096364,TREND,39.0538,0.0643,8.8889,31.5556,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.11699999999999999,,,BOS,False,,,6.728,2022-12-15 00:30:00,2.5,zone,full,NONE,False,zone,,BELOW,15.833150145964623,1.5833150145964623,316.66300291929247,1.5833150145964623,LINKUSDT,9,1.8818040435458783,0.06430000000000025,2.348367029548977,0.0,2.348367029548977,6.716,6.565,6.7803,0,429,8352,2022-12-15 09:00:00,6.623,1.4724829635747094,stop_loss,trailing_stop,15m
SHORT,4.6294,1.0,0.051161,,4.1,6.568238213399549,TREND,38.5155,0.0682,4.712,43.4555,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.16500000000000004,,,BOS,False,,,4.71,2022-12-16 15:00:00,2.5,zone,full,NONE,False,zone,,BELOW,15.906774294143359,1.5906774294143358,318.13548588286716,1.5906774294143358,APTUSDT,15,7.31265508684868,0.08059999999999956,8.305210918114195,0.0,8.305210918114195,4.6294,3.96,4.71,0,430,1405,2022-12-17 06:00:00,4.1,8.421046311319506,stop_loss,trailing_stop,
SHORT,4.63,,0.029196,,4.635,-0.011627906976743946,TREND,31.4497,0.0389,15.5963,25.6881,3.0,3_to_4,0.5,,True,,,0.040000000000000036,,,BOS,True,,,5.06,2022-12-19 04:45:00,2.5,momentum,,NONE,False,momentum,12.0,BELOW,3.7971689790021736,1.6327826609709335,326.5565321941867,1.6327826609709335,DOTUSDT,3,0.046511627906975786,0.4299999999999997,0.05813953488371973,0.011627906976743946,0.05813953488371973,4.635,4.605,5.06,0,431,8452,2022-12-19 07:00:00,4.635,-0.018985844895010463,stop_loss,trailing_stop,15m
SHORT,0.343,2.0,0.002764,,0.3388,0.3620689655172446,TREND,38.4706,0.0037,13.1783,36.6279,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.0043999999999999595,,,BOS,False,,,0.3536,2022-12-19 11:30:00,2.5,zone,full,NONE,False,zone,,BELOW,16.326877317464586,1.6326877317464585,326.5375463492917,1.6326877317464585,XRPUSDT,9,0.9051724137931043,0.0116,0.9741379310344856,0.05172413793103357,0.9741379310344856,0.3436,0.3317,0.3546,0,432,8459,2022-12-19 20:00:00,0.3388,0.06857288473335187,stop_loss,trailing_stop,15m
SHORT,5.2466,3.0,0.02925,,5.331,-0.47309417040359036,TREND,33.0093,0.039,18.4982,24.7253,3.0,3_to_4,0.5,,True,,,0.052999999999999936,,,BOS,True,,,5.425,2022-12-21 01:00:00,2.5,momentum,full,NONE,False,momentum,4.0,BELOW,9.153758947141961,1.633030596170125,326.606119234025,1.633030596170125,UNIUSDT,23,0.16031390134529136,0.1783999999999999,0.2780269058295958,0.6692825112107612,0.2780269058295958,5.366,5.197,5.425,0,433,8497,2022-12-22 00:00:00,5.331,-0.7725772551387858,stop_loss,trailing_stop,
SHORT,6.608,1.0,0.048214,,6.716,5.435185185185156,TREND,39.0538,0.0643,8.8889,31.5556,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.11699999999999999,,,BOS,False,,,6.728,2022-12-15 01:00:00,2.5,zone,full,NONE,False,zone,,BELOW,15.833150145964623,1.5833150145964623,316.66300291929247,1.5833150145964623,LINKUSDT,200,7.731481481481443,0.10800000000000054,8.796296296296246,0.666666666666664,8.796296296296246,6.68,5.658,6.7803,1,429,8352,2022-12-23 09:00:00,6.021,9.29405913568123,timeout,timeout,15m
SHORT,6.663,1.0,0.048214,,6.716,12.113207547169832,TREND,39.0538,0.0643,8.8889,31.5556,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.11699999999999999,,,BOS,False,,,6.728,2022-12-15 02:00:00,2.5,zone,full,NONE,False,zone,,BELOW,15.833150145964623,1.5833150145964623,316.66300291929247,1.5833150145964623,LINKUSDT,199,16.79245283018871,0.052999999999999936,18.962264150943415,0.3207547169811223,18.962264150943415,6.68,5.658,6.7803,2,429,8352,2022-12-23 09:00:00,6.021,10.164882393709293,timeout,timeout,15m
SHORT,3.695,,0.0225,,3.574999999999999,4.0,TREND,32.6797,0.03,8.3333,44.0476,3.0,3_to_4,0.5,,True,,,0.009999999999999787,,,BOS,True,,,3.72,2022-12-25 14:00:00,2.5,momentum,,NONE,False,momentum,8.0,BELOW,17.26462417541384,1.7264624175413839,345.29248350827675,1.7264624175413839,APTUSDT,5,5.166666666666617,0.03000000000000025,6.333333333333279,0.0,6.333333333333279,3.695,3.505,3.725,0,434,1620,2022-12-25 19:00:00,3.574999999999999,2.071754901049678,stop_loss,trailing_stop,
SHORT,3.575,,0.0225,,3.604999999999999,-0.4999999999999889,TREND,32.6797,0.03,8.3333,44.0476,3.0,3_to_4,0.5,,True,,,0.009999999999999787,,,BOS,True,,,3.72,2022-12-25 15:00:00,2.5,momentum,,NONE,False,momentum,8.0,BELOW,17.26462417541384,1.7264624175413839,345.29248350827675,1.7264624175413839,APTUSDT,10,0.5833333333333438,0.059999999999999165,1.1666666666666876,0.6666666666666765,1.1666666666666876,3.615,3.505,3.725,1,434,1620,2022-12-26 01:00:00,3.604999999999999,-0.5179387252623965,stop_loss,trailing_stop,
SHORT,3.565,,0.0225,,3.604999999999999,-1.0,TREND,32.6797,0.03,8.3333,44.0476,3.0,3_to_4,0.5,,True,,,0.009999999999999787,,,BOS,True,,,3.72,2022-12-25 16:00:00,2.5,momentum,,NONE,False,momentum,8.0,BELOW,17.26462417541384,1.7264624175413839,345.29248350827675,1.7264624175413839,APTUSDT,9,0.6250000000000111,0.03999999999999915,1.5000000000000333,1.2500000000000333,1.5000000000000333,3.615,3.505,3.725,2,434,1620,2022-12-26 01:00:00,3.604999999999999,-0.6905849670165388,stop_loss,trailing_stop,
SHORT,0.0756,,0.000417,,0.07359,1.6750000000000085,TREND,37.5302,0.0006,4.2416,35.347,3.5,3_to_4,0.5,,False,SWEEP_LOW,,0.0005399999999999988,,,BOS,False,,,0.0768,2022-12-27 17:00:00,2.5,momentum,,NONE,False,momentum,8.0,ABOVE,17.307785735852374,1.7307785735852375,346.1557147170475,1.7307785735852375,DOGEUSDT,5,1.9416666666666773,0.0011999999999999927,2.5750000000000117,0.0,2.5750000000000117,0.0756,0.07251,0.0768,0,436,8657,2022-12-27 22:00:00,0.07359,0.03478864932906323,stop_loss,trailing_stop,
SHORT,6.85,,0.036696,,6.3,2.8205128205128154,TREND,35.0209,0.0489,2.9197,37.2263,4.0,4_to_5,1.0,,True,,,0.07500000000000018,,,BOS,True,,,7.045,2022-12-27 14:00:00,2.5,momentum,,NONE,False,momentum,8.0,ABOVE,17.307785735852374,3.461557147170475,346.1557147170475,3.461557147170475,AXSUSDT,17,2.9743589743589705,0.19500000000000028,3.564102564102556,0.0,3.564102564102556,6.85,6.155,7.045,0,435,8654,2022-12-28 07:00:00,6.3,9.519282154718802,stop_loss,trailing_stop,
SHORT,11.0288,1.0,0.1425,,8.972800000000005,5.0,TREND,33.8536,0.19,6.391,33.2707,4.0,4_to_5,1.0,BEARISH_BOS,True,,,0.22000000000000064,,,BOS,True,,,11.44,2022-12-29 07:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,8.6505298035286,3.5570978552109533,355.70978552109534,3.5570978552109533,SOLUSDT,15,6.78210116731519,0.4111999999999991,7.730544747081731,0.0,7.730544747081731,11.0288,7.85,11.44,0,437,8695,2022-12-29 22:00:00,8.972800000000005,17.785489276054765,stop_loss,trailing_stop,
SHORT,100.7603,1.0,0.479464,,96.25,2.5201430407330894,TREND,32.6652,0.6393,9.4972,36.3128,3.5,3_to_4,0.5,BEARISH_BOS,False,,,2.3499999999999943,,,BOS,False,,,102.55,2022-12-30 00:00:00,2.5,zone,full,NONE,False,zone,,BELOW,1.0434577716856202,1.8674763739857505,373.4952747971501,1.8674763739857505,BCHUSDT,12,2.91127004525899,1.7896999999999963,3.1347711907023563,0.0,3.1347711907023563,100.7603,95.15,102.55,0,438,8712,2022-12-30 12:00:00,96.25,4.7063075876336535,stop_loss,trailing_stop,
SHORT,54.5,,0.404464,,52.85,1.9411764705882304,TREND,35.861,0.5393,5.298,48.3444,3.0,3_to_4,0.5,,True,,,0.3499999999999943,,,BOS,True,,,55.35,2022-12-30 13:00:00,2.5,momentum,,NONE,False,momentum,13.0,ABOVE,2.2247151904987246,1.891007911923919,378.20158238478376,1.891007911923919,AAVEUSDT,10,3.176470588235292,0.8500000000000014,3.6470588235294072,0.0,3.6470588235294072,54.5,51.4,55.35,0,439,8725,2022-12-30 23:00:00,52.85,3.6707800643228925,stop_loss,trailing_stop,
SHORT,97.65,,0.31875,,96.7,0.3800000000000011,TREND,32.5382,0.425,15.1261,27.7311,3.0,3_to_4,0.5,,True,SWEEP_LOW,,0.20000000000000284,,,BOS,True,,,100.15,2022-12-31 23:00:00,2.5,momentum,,NONE,False,momentum,8.0,ABOVE,0.7637447248982133,1.9093618122455334,381.8723624491067,1.9093618122455334,BCHUSDT,18,0.6200000000000045,2.5,0.6200000000000045,0.0,0.6200000000000045,97.65,96.1,100.15,0,440,8759,2023-01-01 17:00:00,96.7,0.7255574886533048,stop_loss,trailing_stop,
LONG,74.68,1.0,0.805179,,75.1,0.05982053838484368,TREND,34.5678,1.0736,56.4205,8.4498,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.36999999999999034,,,BOS,False,,67.7,,2023-01-02 07:30:00,2.5,zone,full,NONE,False,zone,,BELOW,0.27246682804284283,1.9129895996887998,382.59791993775997,1.9129895996887998,LTCUSDT,6,0.09400370317618523,7.021000000000001,0.18231021222047952,0.027061672126479405,0.18231021222047952,75.96,74.49,67.659,0,441,8791,2023-01-02 13:00:00,75.1,0.11443606777799058,stop_loss,trailing_stop,15m
LONG,5.1606,3.0,0.032893,,5.354999999999998,4.0,TREND,32.6884,0.0439,29.8046,15.1466,4.0,4_to_5,1.0,,True,,,0.0470000000000006,,,BOS,True,,5.112,,2023-01-02 13:00:00,2.5,momentum,full,NONE,False,momentum,9.0,BELOW,19.1356178002769,3.8271235600553797,382.71235600553797,3.8271235600553797,UNIUSDT,9,5.625514403292246,0.04859999999999953,6.201646090535041,0.0,6.201646090535041,5.462,5.1606,5.112,0,442,8797,2023-01-02 22:00:00,5.354999999999998,3.7199641003737938,stop_loss,trailing_stop,
LONG,5.228,,,5.2899,5.1867,1.4987893462469977,RANGE,22.3092,0.0413,14.3599,24.5675,3.0,3_to_4,0.5,,False,SWEEP_LOW,,0.020999999999999908,,,SWEEP,False,5.1867,,,2023-01-03 15:00:00,2.5,zone,,NONE,False,,,,19.32161600529559,1.9321616005295588,386.43232010591174,1.9321616005295588,UNIUSDT,1,1.404358353510903,0.04129999999999967,2.881355932203429,0.0,2.881355932203429,5.347,5.228,5.1867,0,443,8823,2023-01-03 16:00:00,5.2899,1.1960080307278067,take_profit,TP,
SHORT,6.69,,0.036696,,6.654999999999999,0.2692307692307774,TREND,35.0209,0.0489,2.9197,37.2263,4.0,4_to_5,1.0,,True,,,0.07500000000000018,,,BOS,True,,,7.045,2022-12-27 15:00:00,2.5,momentum,,NONE,False,momentum,8.0,ABOVE,17.307785735852374,3.461557147170475,346.1557147170475,3.461557147170475,AXSUSDT,179,6.3076923076923155,0.1299999999999999,6.615384615384623,0.3076923076923082,6.615384615384623,6.73,5.83,7.045,1,435,8654,2023-01-04 02:00:00,6.654999999999999,0.6057725007548509,stop_loss,trailing_stop,
SHORT,6.465,,0.036696,,6.654999999999999,-0.5352112676056318,TREND,35.0209,0.0489,2.9197,37.2263,4.0,4_to_5,1.0,,True,,,0.07500000000000018,,,BOS,True,,,7.045,2022-12-28 03:00:00,2.5,momentum,,NONE,False,momentum,8.0,ABOVE,17.307785735852374,3.461557147170475,346.1557147170475,3.461557147170475,AXSUSDT,167,1.6760563380281663,0.3550000000000004,1.7887323943661944,0.6197183098591534,1.7887323943661944,6.685,5.83,7.045,2,435,8654,2023-01-04 02:00:00,6.654999999999999,-3.2884792898119426,stop_loss,trailing_stop,
LONG,5.2978,1.0,0.035571,,5.531,1.9146141215106822,TREND,32.2926,0.0474,39.006,12.8012,5.0,5_plus,1.25,BULLISH_BOS,True,,,0.10000000000000053,,,BOS,True,,5.176,,2023-01-04 03:00:00,2.5,zone,full,NONE,False,zone,,BELOW,19.24728106737912,4.81182026684478,384.9456213475824,4.81182026684478,UNIUSDT,5,2.275862068965532,0.12179999999999946,2.4154351395730815,0.0,2.4154351395730815,5.592,5.2978,5.176,0,446,8835,2023-01-04 08:00:00,5.531,4.488465944912813,stop_loss,trailing_stop,
LONG,3.19,1.0,0.032679,,3.27,0.5,TREND,37.8708,0.0436,29.5082,18.0328,5.0,5_plus,1.25,BULLISH_BOS,True,,,0.06999999999999984,,,BOS,True,,3.03,,2023-01-04 03:30:00,2.5,zone,full,NONE,False,zone,,ABOVE,19.24728106737912,4.81182026684478,384.9456213475824,4.81182026684478,FILUSDT,5,0.9374999999999987,0.16000000000000014,1.5,0.0,1.5,3.43,3.19,3.03,0,445,8835,2023-01-04 08:00:00,3.27,1.539782485390331,stop_loss,trailing_stop,15m
LONG,0.2515,1.0,0.001736,,0.2646,2.619999999999998,TREND,37.6785,0.0023,44.4444,14.5062,5.0,5_plus,1.25,BULLISH_BOS,True,,,0.006300000000000028,,,BOS,True,,0.2465,,2023-01-04 03:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,19.24728106737912,4.81182026684478,384.9456213475824,4.81182026684478,ADAUSDT,8,2.8,0.0050000000000000044,3.359999999999993,0.0,3.359999999999993,0.2683,0.2515,0.2465,0,444,8835,2023-01-04 11:00:00,0.2646,0.2521393819826665,stop_loss,trailing_stop,
LONG,0.9727,1.0,0.010366,,1.031,2.626126126126122,TREND,33.8302,0.0138,47.5452,2.3256,3.5,3_to_4,0.5,BULLISH_BOS,False,SWEEP_HIGH,,0.01100000000000001,,,BOS,False,,0.9505,,2023-01-04 08:00:00,2.5,zone,full,NONE,False,zone,,BELOW,19.54869348889428,1.954869348889428,390.97386977788557,1.954869348889428,OPUSDT,7,3.459459459459464,0.022199999999999998,3.504504504504504,0.0,3.504504504504504,1.0505,0.9727,0.9505,0,447,5207,2023-01-04 15:00:00,1.031,1.1396888304025348,stop_loss,trailing_stop,
LONG,1.035,1.0,0.010366,,1.0255,-1.0,TREND,33.8302,0.0138,47.5452,2.3256,3.5,3_to_4,0.5,BULLISH_BOS,False,SWEEP_HIGH,,0.01100000000000001,,,BOS,False,,0.9505,,2023-01-04 11:00:00,2.5,zone,full,NONE,False,zone,,BELOW,19.54869348889428,1.954869348889428,390.97386977788557,1.954869348889428,OPUSDT,4,1.5263157894737285,0.009499999999999842,1.6315789473684554,1.6315789473684321,1.6315789473684554,1.0505,1.0195,0.9505,1,447,5207,2023-01-04 15:00:00,1.0255,-0.18571258814449257,stop_loss,trailing_stop,
LONG,99.35,,0.567857,,101.62129999999998,3.0,TREND,34.2605,0.7571,26.4151,20.283,4.0,4_to_5,1.0,,True,SWEEP_HIGH,,0.5999999999999943,,,BOS,True,,98.7,,2023-01-05 01:00:00,2.5,momentum,,NONE,False,momentum,22.0,BELOW,5.180028865435601,3.9217998540212626,392.17998540212625,3.9217998540212626,BCHUSDT,8,5.019152027473307,0.7570999999999941,5.3493593977018135,0.0,5.3493593977018135,103.4,99.35,98.5929,0,448,8857,2023-01-05 09:00:00,101.62129999999998,11.765399562063788,stop_loss,trailing_stop,
LONG,102.7,,0.567857,,101.62129999999998,-0.5875912408759202,TREND,34.2605,0.7571,26.4151,20.283,4.0,4_to_5,1.0,,True,SWEEP_HIGH,,0.5999999999999943,,,BOS,True,,98.7,,2023-01-05 02:00:00,2.5,momentum,,NONE,False,momentum,22.0,BELOW,5.180028865435601,3.9217998540212626,392.17998540212625,3.9217998540212626,BCHUSDT,7,0.2451247412572164,1.8358000000000203,0.3813051530667802,0.5991938119620854,0.3813051530667802,103.4,101.6,98.5929,1,448,8857,2023-01-05 09:00:00,101.62129999999998,-5.587697137145518,stop_loss,trailing_stop,
LONG,56.8,,0.385714,,56.05,-1.0,TREND,34.0466,0.5143,32.6389,9.0278,3.0,3_to_4,0.5,,True,,,0.5,,,BOS,True,,56.05,,2023-01-06 19:00:00,2.5,momentum,,NONE,False,momentum,9.0,ABOVE,2.6557179188469635,1.9917884391352225,398.3576878270445,1.9917884391352225,AAVEUSDT,1,0.0,0.75,0.0,1.1999999999999982,0.0,56.8,55.9,56.05,0,449,8899,2023-01-06 20:00:00,56.05,-1.9917884391352225,stop_loss,SL,
LONG,1.028,2.0,0.015991,,1.0845,2.652582159624401,TREND,37.7691,0.0213,39.531,14.9079,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.010000000000000009,,,BOS,False,,1.013,,2023-01-06 22:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,19.818294969395467,1.9818294969395465,396.3658993879093,1.9818294969395465,OPUSDT,1,2.6291079812206477,0.021300000000000097,3.427230046948339,0.0,3.427230046948339,1.101,1.028,1.0067,0,450,5269,2023-01-06 23:00:00,1.0845,1.1197336657708439,stop_loss,trailing_stop,
LONG,3.34,,0.03,,3.33,-0.14285714285714013,TREND,34.8904,0.04,33.9286,8.9286,3.0,3_to_4,0.5,,True,,,0.040000000000000036,,,BOS,True,,3.28,,2023-01-06 23:45:00,2.5,momentum,,NONE,False,momentum,23.0,ABOVE,19.874281652684008,1.9874281652684007,397.48563305368015,1.9874281652684007,FILUSDT,7,0.4285714285714331,0.06999999999999984,0.4285714285714331,0.28571428571428664,0.4285714285714331,3.37,3.32,3.27,0,451,8903,2023-01-07 06:00:00,3.33,-0.19874281652683584,stop_loss,trailing_stop,15m
LONG,5.76,3.0,0.035946,,5.749,-0.22964509394572144,TREND,36.4001,0.0479,30.1043,13.2638,3.0,3_to_4,0.5,,True,,,0.04699999999999971,,,BOS,True,,5.738,,2023-01-07 02:45:00,2.5,momentum,full,NONE,False,momentum,27.0,ABOVE,19.874281652684008,1.9874281652684007,397.48563305368015,1.9874281652684007,LINKUSDT,4,0.43841336116909785,0.047900000000000276,0.5010438413361145,0.5427974947807861,0.5010438413361145,5.784,5.734,5.7120999999999995,0,452,8906,2023-01-07 06:00:00,5.749,-0.2186170981795265,stop_loss,trailing_stop,15m
LONG,264.4,3.0,0.774107,,276.45,1.1699029126213623,TREND,32.2345,1.0321,53.2872,6.5744,4.0,4_to_5,1.0,,True,,,2.0,,,BOS,True,,254.1,,2023-01-08 15:30:00,2.5,momentum,full,NONE,False,momentum,3.0,BELOW,0.38550317780482957,3.9706827313897377,397.0682731389738,3.9706827313897377,BNBUSDT,22,1.40291262135923,10.299999999999983,1.606796116504858,0.08252427184465702,1.606796116504858,280.95,263.55,254.1,0,453,8943,2023-01-09 13:00:00,276.45,4.645313292548201,stop_loss,trailing_stop,15m
LONG,0.0729,1.0,0.000336,,0.07587,0.848571428571428,TREND,38.0872,0.0004,38.2166,14.4904,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.000789999999999999,,,BOS,False,,0.0694,,2023-01-08 20:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,19.85341365694869,1.9853413656948689,397.0682731389738,1.9853413656948689,DOGEUSDT,24,1.6371428571428555,0.003500000000000003,1.922857142857141,0.14571428571428857,1.922857142857141,0.07963,0.07239,0.0694,0,454,8948,2023-01-09 20:00:00,0.07587,0.058964638561137615,stop_loss,trailing_stop,
LONG,0.07695,1.0,0.000336,,0.07587,-1.0,TREND,38.0872,0.0004,38.2166,14.4904,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.000789999999999999,,,BOS,False,,0.0694,,2023-01-09 13:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,19.85341365694869,1.9853413656948689,397.0682731389738,1.9853413656948689,DOGEUSDT,7,1.5555555555555598,0.0010799999999999976,2.4814814814814885,1.601851851851864,2.4814814814814885,0.07963,0.07522,0.0694,1,454,8948,2023-01-09 20:00:00,0.07587,-0.021441686749504536,stop_loss,trailing_stop,
LONG,12.46,1.0,0.109554,,12.36,-0.14492753623188584,TREND,35.7224,0.1461,21.5159,16.1369,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.08999999999999986,,,BOS,False,,11.77,,2023-01-10 10:30:00,2.5,zone,full,NONE,False,zone,,BELOW,2.9112399230676296,2.0087555469166682,401.75110938333364,2.0087555469166682,AVAXUSDT,3,0.0,0.6900000000000013,0.14492753623188329,0.19565217391304537,0.14492753623188329,12.56,12.325,11.77,0,455,8986,2023-01-10 13:00:00,12.36,-0.2911239923067671,stop_loss,trailing_stop,15m
LONG,59.1518,1.0,0.503571,,60.85,0.9978845927841117,TREND,35.2677,0.6714,30.8511,9.5745,4.0,4_to_5,1.0,BULLISH_BOS,True,,,0.8500000000000014,,,BOS,True,,57.45,,2023-01-10 19:00:00,2.5,zone,full,NONE,False,zone,,BELOW,2.359031527741375,4.014599853910268,401.45998539102686,4.014599853910268,AAVEUSDT,7,1.8499236102949808,1.7017999999999986,2.08496885650488,0.0,2.08496885650488,62.7,59.1518,57.45,0,457,8995,2023-01-11 02:00:00,60.85,4.006107340410403,stop_loss,trailing_stop,
LONG,6.228,1.0,0.039804,,6.084,-0.32286995515695116,TREND,31.1194,0.0531,38.7618,8.0754,4.0,4_to_5,1.0,BULLISH_BOS,True,,,0.11599999999999966,,,BOS,True,,5.782,,2023-01-10 19:30:00,2.5,zone,full,NONE,False,zone,,BELOW,9.001344963924375,4.014599853910268,401.45998539102686,4.014599853910268,LINKUSDT,7,0.0,0.44599999999999973,0.038116591928251925,0.336322869955156,0.038116591928251925,6.245,6.078,5.782,0,458,8995,2023-01-11 02:00:00,6.084,-1.296193674805111,stop_loss,trailing_stop,15m
LONG,12.735,2.0,0.112768,,12.435,-0.3174603174603162,TREND,31.6606,0.1504,38.7173,7.3634,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.09500000000000064,,,BOS,False,,11.79,,2023-01-10 18:30:00,2.5,zone,full,NONE,False,zone,,BELOW,2.124126906830829,2.007299926955134,401.45998539102686,2.007299926955134,AVAXUSDT,18,0.05291005291005364,0.9450000000000003,0.08994708994709082,0.3809523809523802,0.08994708994709082,12.82,12.375,11.79,0,456,8994,2023-01-11 12:00:00,12.435,-0.6372380720492464,stop_loss,trailing_stop,15m
