direction,entry,entry_level,zone_size_at_entry,tp,sl,rr,regime,adx,atr,plus_di,minus_di,confidence,confidence_bucket,position_size_multiplier,bos,fvg,liquidity_sweep,bos_strength,range,volume,fvg_size,signal_type,has_fvg,nearest_level,last_swing_low,last_swing_high,timestamp,confidence_threshold_used,entry_type,zone_entry_type,htf_filter_variant,htf_filter_applied,entry_mode,candles_since_bos,ema_position,position_size,risk_amount,capital_before_entry,trade_risk,symbol,bars_alive,max_r,initial_risk,mfe_r,mae_r,max_r_reached,max_price_since_entry,min_price_since_entry,original_sl,scale_level,signal_id,entry_bar_index,exit_time,exit_price,pnl,exit_reason,exit_type,mtf_tf
LONG,233.2125,1.0,3.525,,226.45,-0.5583075335397326,TREND,31.979,4.7,29.1793,18.769,4.0,4_to_5,1.0,BULLISH_BOS,True,,,7.850000000000023,,,BOS,True,,221.1,,2022-01-18 02:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,0.08255933952528371,1.0,100.0,1.0,AAVEUSDT,2,0.0,12.112500000000011,0.5603715170278628,0.6656346749226,0.5603715170278628,240.0,225.15,221.1,0,1,410,2022-01-18 04:00:00,226.45,-0.5583075335397325,stop_loss,trailing_stop,
SHORT,470.5,,3.747321,,475.25,-0.5165064590491941,TREND,35.9187,4.9964,15.4396,22.2302,4.0,4_to_5,1.0,,True,,,3.8000000000000114,,,BOS,True,,,479.2,2022-01-18 04:30:00,2.5,momentum,,NONE,False,momentum,10.0,BELOW,0.10813110833202172,0.9944169246646027,99.44169246646027,0.9944169246646027,BNBUSDT,2,0.20116567352442544,9.196399999999983,0.37514679657257133,0.5382540994302116,0.37514679657257133,475.45,467.05,479.6964,0,2,412,2022-01-18 06:00:00,475.25,-0.5136227645771032,stop_loss,trailing_stop,15m
SHORT,464.4,,4.138393,,465.8,-0.0932220883079548,TREND,30.1981,5.5179,9.7087,35.9871,4.0,4_to_5,1.0,,True,SWEEP_LOW,,3.9499999999999886,,,BOS,True,,,479.2,2022-01-18 09:30:00,2.5,momentum,,NONE,False,momentum,15.0,BELOW,0.0658734374991731,0.9892806970188316,98.92806970188316,0.9892806970188316,BNBUSDT,1,0.0,15.017899999999997,0.10653952949480061,0.17645609572576956,0.10653952949480061,467.05,462.8,479.4179,0,3,417,2022-01-18 10:00:00,465.8,-0.09222281249884458,stop_loss,trailing_stop,15m
LONG,17.2174,1.0,0.248732,,17.063,-0.23204087766757156,TREND,35.9375,0.3316,29.8945,20.3748,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.25900000000000034,,,BOS,False,,16.552,,2022-01-18 09:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,0.7433729313336557,0.4946403485094158,98.92806970188316,0.4946403485094158,UNIUSDT,4,0.42320408776675184,0.6654000000000018,0.6215810039074208,1.0661256387135563,0.6215810039074208,17.631,16.508,16.552,0,4,417,2022-01-18 13:00:00,17.063,-0.11477678059791832,stop_loss,trailing_stop,
SHORT,17.07,3.0,0.329679,,17.896,-0.7866666666666666,TREND,38.5094,0.4396,9.6198,34.7091,4.0,4_to_5,1.0,,True,,,0.37900000000000134,,,BOS,True,,,18.12,2022-01-18 14:30:00,2.5,momentum,full,NONE,False,momentum,15.0,BELOW,0.9402006677027269,0.9872107010878639,98.72107010878639,0.9872107010878639,NEARUSDT,8,0.11904761904761897,1.0500000000000007,0.31428571428571583,0.8599999999999982,0.31428571428571583,17.973,16.74,18.12,0,5,422,2022-01-18 22:00:00,17.896,-0.7766057515224529,stop_loss,trailing_stop,15m
SHORT,16.056,,0.179036,,15.817300000000003,1.0,TREND,36.6918,0.2387,19.0604,27.3489,3.0,3_to_4,0.5,,True,,,0.1390000000000029,,,BOS,True,,,16.221,2022-01-19 04:00:00,2.5,momentum,,NONE,False,momentum,8.0,BELOW,2.051622630022304,0.4897223217863197,97.94446435726394,0.4897223217863197,UNIUSDT,10,3.225806451612937,0.2386999999999979,3.4352744030163698,0.0,3.4352744030163698,16.056,15.236,16.2947,0,6,436,2022-01-19 14:00:00,15.817300000000003,0.48972232178631975,stop_loss,trailing_stop,
SHORT,15.736,,0.179036,,15.817300000000003,-0.24196428571429382,TREND,36.6918,0.2387,19.0604,27.3489,3.0,3_to_4,0.5,,True,,,0.1390000000000029,,,BOS,True,,,16.221,2022-01-19 05:00:00,2.5,momentum,,NONE,False,momentum,8.0,BELOW,2.051622630022304,0.4897223217863197,97.94446435726394,0.4897223217863197,UNIUSDT,9,1.3392857142857233,0.3359999999999985,1.4880952380952446,0.2648809523809495,1.4880952380952446,15.825,15.236,16.2947,1,6,436,2022-01-19 14:00:00,15.817300000000003,-0.16679691982081818,stop_loss,trailing_stop,
SHORT,15.313,,0.179036,,15.817300000000003,-1.0,TREND,36.6918,0.2387,19.0604,27.3489,3.0,3_to_4,0.5,,True,,,0.1390000000000029,,,BOS,True,,,16.221,2022-01-19 07:00:00,2.5,momentum,,NONE,False,momentum,8.0,BELOW,2.051622630022304,0.4897223217863197,97.94446435726394,0.4897223217863197,UNIUSDT,7,0.05353955978584354,0.5043000000000024,0.15070394606385118,1.0152686892722511,0.15070394606385118,15.825,15.237,16.2947,2,6,436,2022-01-19 14:00:00,15.817300000000003,-1.034633292320253,stop_loss,trailing_stop,
LONG,1.3816,1.0,0.017464,,1.378,-0.07929515418502328,TREND,33.1217,0.0233,36.9632,9.6933,4.0,4_to_5,1.0,BULLISH_BOS,True,SWEEP_HIGH,,0.04169999999999985,,,BOS,True,,1.3362,,2022-01-20 15:00:00,2.5,zone,full,NONE,False,zone,,BELOW,4.86163782334546,0.972327564669092,97.2327564669092,0.972327564669092,ADAUSDT,5,0.5440528634361284,0.045399999999999885,0.7488986784140995,0.5814977973568292,0.7488986784140995,1.4156,1.3552,1.3362,0,7,471,2022-01-20 20:00:00,1.378,-0.01750189616404389,stop_loss,trailing_stop,
SHORT,128.425,,2.101339,,124.095,0.2774751682153166,TREND,32.9488,2.8018,19.4264,44.2065,4.0,4_to_5,1.0,BEARISH_BOS,True,,,3.2700000000000102,,,BOS,True,,,144.03,2022-01-21 00:30:00,2.5,momentum,momentum,NONE,False,momentum,,BELOW,0.0622975037300514,0.9721525457074515,97.21525457074515,0.9721525457074515,SOLUSDT,16,0.6693367510413338,15.60499999999999,0.8250560717718695,0.0,0.8250560717718695,128.425,115.55,144.03,0,12,480,2022-01-21 16:00:00,124.095,0.2697481911511233,stop_loss,trailing_stop,15m
SHORT,41075.0,1.0,399.053571,,35850.0,2.2663196703535027,TREND,39.9816,532.0714,23.285,39.0254,3.5,3_to_4,0.5,BEARISH_BOS,False,SWEEP_LOW,,810.0,,,BOS,False,,,43380.5,2022-01-21 00:30:00,2.5,zone,full,NONE,False,zone,,BELOW,0.00021083334324603154,0.48607627285372573,97.21525457074515,0.48607627285372573,BTCUSDT,37,2.7224029494686617,2305.5,3.08609846020386,0.0,3.08609846020386,41075.0,33960.0,43380.5,0,8,480,2022-01-22 13:00:00,35850.0,1.1016042184605148,stop_loss,trailing_stop,15m
SHORT,23.4,,0.367232,,19.155,1.9427917620137267,TREND,35.7878,0.4896,16.9949,39.752,3.5,3_to_4,0.5,BEARISH_BOS,False,SWEEP_LOW,,0.6899999999999977,,,BOS,False,,,25.585,2022-01-21 00:30:00,2.5,momentum,momentum,NONE,False,momentum,,BELOW,0.22246053677516028,0.48607627285372573,97.21525457074515,0.48607627285372573,DOTUSDT,37,2.9084668192219634,2.1850000000000023,3.3729977116704757,0.0,3.3729977116704757,23.4,16.03,25.585,0,9,480,2022-01-22 13:00:00,19.155,0.9443449786105549,stop_loss,trailing_stop,15m
SHORT,3027.45,1.0,38.196429,,2430.6,2.44060519321202,TREND,36.0235,50.9286,19.3128,40.1262,3.5,3_to_4,0.5,BEARISH_BOS,False,SWEEP_LOW,,88.20000000000027,,,BOS,False,,,3272.0,2022-01-21 00:30:00,2.5,zone,full,NONE,False,zone,,BELOW,0.0019876355463247816,0.48607627285372573,97.21525457074515,0.48607627285372573,ETHUSDT,40,2.6248210999795507,244.55000000000018,2.991003884686155,0.0,2.991003884686155,3027.45,2296.0,3272.0,0,10,480,2022-01-22 16:00:00,2430.6,1.1863202758239457,stop_loss,trailing_stop,15m
SHORT,15.65,,0.335464,,11.333,2.29627659574468,TREND,34.7682,0.4473,15.107,38.5819,3.5,3_to_4,0.5,BEARISH_BOS,False,SWEEP_LOW,,0.5800000000000001,,,BOS,False,,,17.53,2022-01-21 00:30:00,2.5,momentum,momentum,NONE,False,momentum,,BELOW,0.25855120896474765,0.48607627285372573,97.21525457074515,0.48607627285372573,NEARUSDT,40,2.6409574468085095,1.8800000000000008,2.9648936170212754,0.0,2.9648936170212754,15.65,10.076,17.53,0,11,480,2022-01-22 16:00:00,11.333,1.1161655691008157,stop_loss,trailing_stop,15m
SHORT,376.1,,,363.3929,384.57140000000004,-1.0,RANGE,21.0983,8.4714,30.6492,15.8938,3.0,3_to_4,0.5,,False,SWEEP_HIGH,,5.0499999999999545,,,SWEEP,False,376.15,,,2022-01-23 05:45:00,2.5,zone,,NONE,False,,,,0.060104255379212344,0.5091671890194605,101.8334378038921,0.5091671890194605,BNBUSDT,4,0.005902212149114818,8.471400000000017,0.3187194560521331,1.4283353400854573,0.3187194560521331,388.2,373.4,384.57140000000004,0,13,533,2022-01-23 09:00:00,384.57140000000004,-0.5091671890194605,stop_loss,SL,15m
SHORT,17.21,1.0,0.346607,,18.4,-0.49377593360995753,TREND,31.2955,0.4621,15.3014,36.1669,4.0,4_to_5,1.0,BEARISH_BOS,True,,,0.5899999999999999,,,BOS,True,,,19.62,2022-01-24 10:30:00,2.5,zone,full,NONE,False,zone,,BELOW,0.42043265815299846,1.0132427061487264,101.32427061487263,1.0132427061487264,FILUSDT,13,0.10373443983402489,2.41,0.1701244813278009,0.6224066390041494,0.1701244813278009,18.71,16.8,19.62,0,14,562,2022-01-24 23:00:00,18.4,-0.5003148632020672,stop_loss,trailing_stop,15m
SHORT,10.845,,,10.3611,11.1676,-1.0,RANGE,20.5067,0.3226,21.1202,14.4565,3.0,3_to_4,0.5,,False,SWEEP_HIGH,,0.3520000000000003,,,SWEEP,False,11.076,,,2022-01-25 12:30:00,2.5,zone,,NONE,False,,,,1.5626775534976862,0.5041197787583529,100.82395575167057,0.5041197787583529,NEARUSDT,2,0.5145691258524507,0.32259999999999955,1.0384376937383797,1.109733415995038,1.0384376937383797,11.203,10.51,11.1676,0,15,588,2022-01-25 14:00:00,11.1676,-0.5041197787583529,stop_loss,SL,15m
SHORT,2465.05,1.0,38.196429,,2804.5,-0.2392104875533948,TREND,36.0235,50.9286,19.3128,40.1262,3.5,3_to_4,0.5,BEARISH_BOS,False,SWEEP_LOW,,88.20000000000027,,,BOS,False,,,3272.0,2022-01-22 13:00:00,2.5,zone,full,NONE,False,zone,,BELOW,0.0019876355463247816,0.48607627285372573,97.21525457074515,0.48607627285372573,ETHUSDT,164,0.835027249963177,339.4499999999998,0.9133893062306683,0.7510679039622918,0.9133893062306683,2720.0,2155.0,3272.0,1,10,480,2022-01-29 09:00:00,2546.25,-0.1613960063615719,timeout,timeout,15m
LONG,0.2251,,0.001907,,0.22285,-0.4245283018867929,TREND,36.8062,0.0025,37.5,8.1461,4.0,4_to_5,1.0,,True,SWEEP_HIGH,,0.0014500000000000068,,,BOS,True,,0.2198,,2022-01-30 05:45:00,2.5,momentum,,NONE,False,momentum,9.0,ABOVE,5.007921998327532,1.0015843996655065,100.15843996655065,1.0015843996655065,HBARUSDT,3,0.0,0.005299999999999999,0.12264150943396449,0.5660377358490571,0.12264150943396449,0.22575,0.2221,0.2198,0,16,701,2022-01-30 08:00:00,0.22285,-0.011267824496236957,stop_loss,trailing_stop,15m
SHORT,10.369,1.0,0.136554,,10.259,0.14157014157014064,TREND,30.3594,0.1821,7.1793,39.0349,3.5,3_to_4,0.5,BEARISH_BOS,False,SWEEP_LOW,,0.13899999999999935,,,BOS,False,,,11.146,2022-01-30 21:30:00,2.5,zone,full,NONE,False,zone,,BELOW,0.6444476971818164,0.500735860710272,100.1471721420544,0.500735860710272,NEARUSDT,10,0.3320463320463305,0.777000000000001,0.44530244530244484,0.21750321750321783,0.44530244530244484,10.538,10.023,11.146,0,18,717,2022-01-31 07:00:00,10.259,0.07088924668999944,stop_loss,trailing_stop,15m
SHORT,147.1,,1.955357,,144.65,0.3450704225352099,TREND,32.9392,2.6071,10.8219,35.6164,3.5,3_to_4,0.5,BEARISH_BOS,False,,,1.8499999999999943,,,BOS,False,,,154.2,2022-01-31 00:00:00,2.5,momentum,momentum,NONE,False,momentum,,BELOW,0.0705261775648271,0.500735860710272,100.1471721420544,0.500735860710272,AAVEUSDT,8,0.6619718309859144,7.099999999999994,0.788732394366197,0.0,0.788732394366197,147.1,141.5,154.2,0,19,720,2022-01-31 08:00:00,144.65,0.1727891350338256,stop_loss,trailing_stop,
SHORT,19.71,,0.213214,,19.38,0.30841121495327267,TREND,33.8633,0.2843,9.2965,40.201,4.0,4_to_5,1.0,BEARISH_BOS,True,,,0.3099999999999987,,,BOS,True,,,20.78,2022-01-30 20:15:00,2.5,momentum,momentum,NONE,False,momentum,,ABOVE,0.9359548798322839,1.001471721420544,100.1471721420544,1.001471721420544,FILUSDT,13,0.5514018691588782,1.0700000000000003,0.7383177570093448,0.3271028037383157,0.7383177570093448,20.06,18.92,20.78,0,17,716,2022-01-31 09:00:00,19.38,0.3088651103446554,stop_loss,trailing_stop,15m
SHORT,285.45,,,278.55,290.05,-1.0,RANGE,20.0686,2.4357,34.6041,14.0762,4.0,4_to_5,1.0,,False,SWEEP_HIGH,,1.4499999999999886,,,SWEEP,False,290.05,,,2022-02-01 09:00:00,2.5,zone,,NONE,False,,,,0.2189124252915704,1.0069971563412288,100.69971563412288,1.0069971563412288,BCHUSDT,21,0.282608695652175,4.600000000000023,0.7282608695652064,1.086956521739125,0.7282608695652064,290.45,282.1,290.05,0,20,753,2022-02-02 06:00:00,290.05,-1.0069971563412288,stop_loss,SL,
LONG,11.791,,0.188679,,11.295,-0.6729986431478974,TREND,30.3032,0.2516,34.5826,14.8211,4.0,4_to_5,1.0,,True,SWEEP_HIGH,,0.3730000000000011,,,BOS,True,,11.054,,2022-02-02 18:15:00,2.5,momentum,,NONE,False,momentum,2.0,ABOVE,1.3526827473240386,0.9969271847778166,99.69271847778165,0.9969271847778166,NEARUSDT,3,0.0,0.7370000000000001,0.1506105834464028,0.9620081411126181,0.1506105834464028,11.902,11.082,11.054,0,21,786,2022-02-02 21:00:00,11.295,-0.6709306426727237,stop_loss,trailing_stop,15m
SHORT,155.95,,2.051786,,153.25,0.362416107382548,TREND,37.7016,2.7357,14.8825,39.1645,3.0,3_to_4,0.5,,True,,,1.9499999999999886,,,BOS,True,,,163.4,2022-02-02 22:00:00,2.5,momentum,,NONE,False,momentum,3.0,BELOW,0.06645757572826087,0.4951089391755446,99.02178783510892,0.4951089391755446,AAVEUSDT,2,0.6375838926174482,7.450000000000017,0.7449664429530162,0.0,0.7449664429530162,155.95,150.4,163.4,0,22,790,2022-02-03 00:00:00,153.25,0.1794354544663036,stop_loss,trailing_stop,
SHORT,15.959,,0.214607,,15.69,0.1903750884642605,TREND,33.5425,0.2861,11.5577,48.003,3.0,3_to_4,0.5,,True,,,0.17600000000000193,,,BOS,True,,,17.372,2022-02-02 22:30:00,2.5,momentum,,NONE,False,momentum,3.0,BELOW,0.35039556912635844,0.4951089391755446,99.02178783510892,0.4951089391755446,LINKUSDT,15,0.3941967445152161,1.4130000000000003,0.5038924274593062,0.01486199575371606,0.5038924274593062,15.98,15.247,17.372,0,24,790,2022-02-03 13:00:00,15.69,0.09425640809499046,stop_loss,trailing_stop,15m
SHORT,37157.0,,267.133929,,36755.5,0.25894872621734927,TREND,37.5822,356.1786,10.6488,46.0543,3.0,3_to_4,0.5,,True,,,234.5,,,BOS,True,,,38707.5,2022-02-02 22:30:00,2.5,momentum,,NONE,False,momentum,3.0,BELOW,0.00031932211491489496,0.4951089391755446,99.02178783510892,0.4951089391755446,BTCUSDT,17,0.509513060303128,1550.5,0.6168977749113189,0.0,0.6168977749113189,37157.0,36200.5,38707.5,0,23,790,2022-02-03 15:00:00,36755.5,0.12820782913833031,stop_loss,trailing_stop,15m
SHORT,67.34,3.0,1.048125,,67.63,-0.058232931726906155,TREND,39.1778,1.3975,12.8546,24.4314,3.5,3_to_4,0.5,,False,SWEEP_LOW,,0.6650000000000063,,,BOS,False,,,72.32,2022-02-03 06:30:00,2.5,momentum,full,NONE,False,momentum,3.0,BELOW,0.09959962177668216,0.4960061164478761,99.20122328957522,0.4960061164478761,AVAXUSDT,9,0.35542168674699076,4.97999999999999,0.472891566265062,0.2791164658634545,0.472891566265062,68.73,64.985,72.32,0,25,798,2022-02-03 15:00:00,67.63,-0.028883890315237033,stop_loss,trailing_stop,15m
SHORT,2632.85,1.0,24.361607,,2620.4,0.25202429149797156,TREND,31.4818,32.4821,15.9868,23.7493,3.5,3_to_4,0.5,BEARISH_BOS,False,,,45.40000000000009,,,BOS,False,,,2682.25,2022-02-03 16:30:00,2.5,zone,full,NONE,False,zone,,BELOW,0.010060202797215903,0.49697401818246656,99.39480363649331,0.49697401818246656,ETHUSDT,1,0.11943319838056843,49.40000000000009,0.6447368421052602,0.0,0.6447368421052602,2632.85,2601.0,2682.25,0,26,808,2022-02-03 17:00:00,2620.4,0.12524952482533616,stop_loss,trailing_stop,15m
LONG,156.55,,1.392857,,156.5,-0.00952380952381169,TREND,39.3314,1.8571,45.9615,1.7308,3.5,3_to_4,0.5,BULLISH_BOS,False,SWEEP_HIGH,,1.4000000000000057,,,BOS,False,,151.3,,2022-02-04 10:00:00,2.5,momentum,momentum,NONE,False,momentum,,ABOVE,0.09478100301077966,0.4976002658065932,99.52005316131864,0.4976002658065932,AAVEUSDT,3,0.44761904761904653,5.25,0.6285714285714253,0.6380952380952424,0.6285714285714253,159.85,153.2,151.3,0,29,826,2022-02-04 13:00:00,156.5,-0.00473905015054006,stop_loss,trailing_stop,
LONG,105.71,1.0,1.497054,,108.675,0.29739217652958916,TREND,35.8657,1.9961,39.2199,10.1807,4.0,4_to_5,1.0,BULLISH_BOS,True,,,2.684999999999988,,,BOS,True,,95.74,,2022-02-04 06:30:00,2.5,zone,full,NONE,False,zone,,ABOVE,0.09981951169640788,0.9952005316131864,99.52005316131864,0.9952005316131864,SOLUSDT,12,0.3896690070210638,9.969999999999999,0.5656970912738216,0.41925777331995917,0.5656970912738216,111.35,101.53,95.74,0,28,822,2022-02-04 18:00:00,108.675,0.2959648521798497,stop_loss,trailing_stop,15m
LONG,29.2917,3.0,0.476518,,30.75,2.295450968046604,TREND,39.6165,0.6354,27.7122,8.8814,4.0,4_to_5,1.0,,True,,,0.7600000000000016,,,BOS,True,,28.83,,2022-02-04 16:00:00,2.5,momentum,full,NONE,False,momentum,12.0,ABOVE,1.5664302551734381,0.9951531411116811,99.51531411116811,0.9951531411116811,ATOMUSDT,2,2.547300487958458,0.6352999999999973,2.7834094128758187,0.0,2.7834094128758187,31.06,29.2917,28.6564,0,30,832,2022-02-04 18:00:00,30.75,2.284325241119427,stop_loss,trailing_stop,
LONG,2791.4,3.0,28.376786,,2940.1,0.6903435468895067,TREND,34.4011,37.8357,45.3559,10.9024,4.0,4_to_5,1.0,,True,,,22.0,,,BOS,True,,2576.0,,2022-02-04 06:30:00,2.5,momentum,full,NONE,False,momentum,3.0,ABOVE,0.004620243879355552,0.9952005316131864,99.52005316131864,0.9952005316131864,ETHUSDT,13,0.7683379758588669,215.4000000000001,0.8653667595171775,0.15645311049210892,0.8653667595171775,2977.8,2757.7,2576.0,0,27,822,2022-02-04 19:00:00,2940.1,0.6870302648601698,stop_loss,trailing_stop,15m
LONG,0.6619,3.0,0.007934,,0.6701,0.24117647058823463,TREND,39.976,0.0106,50.6415,9.318,3.0,3_to_4,0.5,,True,,,0.0043999999999999595,,,BOS,True,,0.6328,,2022-02-05 00:00:00,2.5,momentum,full,NONE,False,momentum,4.0,ABOVE,5.139131723466378,0.5139131723466378,102.78263446932756,0.5139131723466378,XRPUSDT,12,0.3382352941176454,0.03400000000000003,0.49705882352940883,0.038235294117649345,0.49705882352940883,0.6788,0.6606,0.6279,0,34,840,2022-02-05 12:00:00,0.6701,0.04214088013242422,stop_loss,trailing_stop,15m
LONG,20.465,3.0,0.250179,,21.53,0.6635514018691595,TREND,39.3352,0.3336,37.7944,12.6338,3.0,3_to_4,0.5,,True,,,0.19500000000000028,,,BOS,True,,18.86,,2022-02-05 00:00:00,2.5,momentum,full,NONE,False,momentum,4.0,ABOVE,0.32019512295740665,0.5139131723466378,102.78263446932756,0.5139131723466378,DOTUSDT,14,1.0249221183800619,1.6050000000000004,1.1028037383177565,0.0654205607476638,1.1028037383177565,22.235,20.36,18.86,0,32,840,2022-02-05 14:00:00,21.53,0.3410078059496385,stop_loss,trailing_stop,15m
LONG,11.088,3.0,0.135964,,11.666,0.767596281540508,TREND,35.5603,0.1813,41.5288,18.3215,3.0,3_to_4,0.5,,True,,,0.07299999999999862,,,BOS,True,,10.335,,2022-02-05 00:00:00,2.5,momentum,full,NONE,False,momentum,4.0,ABOVE,0.6824876126781394,0.5139131723466378,102.78263446932756,0.5139131723466378,UNIUSDT,14,0.9880478087649445,0.7529999999999983,1.2509960159362579,0.0,1.2509960159362579,12.03,11.088,10.335,0,33,840,2022-02-05 14:00:00,11.666,0.3944778401279654,stop_loss,trailing_stop,
LONG,1.1021,,0.01163,,1.1151,0.2280701754385941,TREND,34.4966,0.0155,41.5477,11.8839,4.0,4_to_5,1.0,,True,,,0.013500000000000068,,,BOS,True,,1.0451,,2022-02-04 23:00:00,2.5,momentum,,NONE,False,momentum,3.0,ABOVE,5.139131723466378,1.0278263446932756,102.78263446932756,1.0278263446932756,ADAUSDT,17,1.1017543859649086,0.05700000000000016,1.315789473684206,0.0,1.315789473684206,1.1771,1.1021,1.0451,0,31,839,2022-02-05 16:00:00,1.1151,0.0668087124050624,stop_loss,trailing_stop,
LONG,22.16,1.0,0.241607,,22.34,0.1285714285714285,TREND,38.6961,0.3221,34.0355,6.9845,4.0,4_to_5,1.0,BULLISH_BOS,True,,,0.620000000000001,,,BOS,True,,20.76,,2022-02-07 04:30:00,2.5,zone,full,NONE,False,zone,,ABOVE,0.7401933550567341,1.0362706970794267,103.62706970794265,1.0362706970794267,DOTUSDT,14,0.3321428571428574,1.3999999999999986,0.3714285714285715,0.36428571428571577,0.3714285714285715,22.68,21.65,20.76,0,36,892,2022-02-07 18:00:00,22.34,0.13323480391021192,stop_loss,trailing_stop,15m
LONG,11.398,1.0,0.146036,,12.438,3.8518518518518614,TREND,38.2348,0.1947,34.8129,6.5297,4.0,4_to_5,1.0,BULLISH_BOS,True,,,0.36400000000000077,,,BOS,True,,11.128,,2022-02-07 04:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,3.8380396188126973,1.0362706970794267,103.62706970794265,1.0362706970794267,UNIUSDT,27,5.203703703703716,0.2699999999999996,5.6259259259259355,0.0,5.6259259259259355,12.917,11.398,11.128,0,37,892,2022-02-08 07:00:00,12.438,3.9915612035652086,stop_loss,trailing_stop,
LONG,12.419,1.0,0.146036,,12.438,0.03950103950103963,TREND,38.2348,0.1947,34.8129,6.5297,4.0,4_to_5,1.0,BULLISH_BOS,True,,,0.36400000000000077,,,BOS,True,,11.128,,2022-02-07 18:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,3.8380396188126973,1.0362706970794267,103.62706970794265,1.0362706970794267,UNIUSDT,13,0.7983367983367963,0.48100000000000165,1.0353430353430304,0.7214137214137216,1.0353430353430304,12.917,12.072,11.128,1,37,892,2022-02-08 07:00:00,12.438,0.07292275275744174,stop_loss,trailing_stop,
LONG,426.2,1.0,3.289286,,433.35,0.4511041009463754,TREND,30.9465,4.3857,34.8534,9.3648,4.0,4_to_5,1.0,BULLISH_BOS,True,,,7.5,,,BOS,True,,410.35,,2022-02-07 04:30:00,2.5,zone,full,NONE,False,zone,,ABOVE,0.06537985470532674,1.0362706970794267,103.62706970794265,1.0362706970794267,BNBUSDT,28,0.9463722397476361,15.849999999999966,1.1924290220820237,0.3059936908517335,1.1924290220820237,445.1,421.35,410.35,0,35,892,2022-02-08 08:00:00,433.35,0.4674659611430884,stop_loss,trailing_stop,15m
SHORT,11.792,,0.235875,,11.969,-0.16682375117813347,TREND,36.3601,0.3145,10.7881,43.2432,4.0,4_to_5,1.0,,True,,,0.21700000000000053,,,BOS,True,,,12.853,2022-02-11 00:00:00,2.5,momentum,,NONE,False,momentum,6.0,BELOW,1.020662152962475,1.082922544293186,108.2922544293186,1.082922544293186,NEARUSDT,8,0.12818096135720947,1.061,0.2563619227144206,0.18567389255419506,0.2563619227144206,11.989,11.52,12.853,0,38,984,2022-02-11 08:00:00,11.969,-0.18065720107435768,stop_loss,trailing_stop,15m
SHORT,19.58,3.0,0.226071,,18.765,0.7059333044608022,TREND,36.7259,0.3014,8.6493,31.6351,3.0,3_to_4,0.5,,True,,,0.3150000000000013,,,BOS,True,,,20.68,2022-02-11 19:30:00,2.5,momentum,full,NONE,False,momentum,15.0,BELOW,0.4682182643059508,0.5405579861412213,108.11159722824425,0.5405579861412213,DOTUSDT,12,0.7968817669986975,1.1545000000000023,1.1563447379818057,0.008661758336943735,1.1563447379818057,19.59,18.245,20.7345,0,39,1003,2022-02-12 07:00:00,18.765,0.38159788540934886,stop_loss,trailing_stop,15m
SHORT,10.978,2.0,0.171643,,10.731,0.1857142857142856,TREND,39.5811,0.2289,12.0474,35.1436,4.0,4_to_5,1.0,BEARISH_BOS,True,,,0.21399999999999864,,,BOS,True,,,12.308,2022-02-11 21:30:00,2.5,zone,full,NONE,False,zone,,BELOW,0.8128691520920621,1.0811159722824426,108.11159722824425,1.0811159722824426,NEARUSDT,11,0.27368421052631503,1.33,0.4345864661654131,0.03759398496240655,0.4345864661654131,11.028,10.4,12.308,0,40,1005,2022-02-12 08:00:00,10.731,0.20077868056673925,stop_loss,trailing_stop,15m
SHORT,398.9,1.0,2.416071,,398.3,0.07228915662650182,TREND,37.4677,3.2214,9.9778,26.9401,3.5,3_to_4,0.5,BEARISH_BOS,False,,,6.150000000000034,,,BOS,False,,,407.2,2022-02-13 23:30:00,2.5,zone,full,NONE,False,zone,,BELOW,0.0654782974663977,0.5434698689711017,108.69397379422034,0.5434698689711017,BNBUSDT,1,0.2469879518072231,8.300000000000011,0.4156626506024077,0.01807228915663059,0.4156626506024077,399.05,395.45,407.2,0,42,1055,2022-02-14 00:00:00,398.3,0.039286978479836386,stop_loss,trailing_stop,15m
SHORT,2879.3,1.0,26.4375,,2866.15,0.17976760082023455,TREND,38.3519,35.25,11.4792,24.4985,3.5,3_to_4,0.5,BEARISH_BOS,False,,,69.5,,,BOS,False,,,2952.45,2022-02-13 23:30:00,2.5,zone,full,NONE,False,zone,,BELOW,0.0074295265751347156,0.5434698689711017,108.69397379422034,0.5434698689711017,ETHUSDT,1,0.12508544087491644,73.14999999999964,0.32399179767601355,0.18728639781271206,0.32399179767601355,2893.0,2855.6,2952.45,0,44,1055,2022-02-14 00:00:00,2866.15,0.09769827446302219,stop_loss,trailing_stop,15m
SHORT,160.8223,1.0,1.655357,,155.55,1.2043538844598831,TREND,39.8788,2.2071,10.356,32.5243,3.5,3_to_4,0.5,BEARISH_BOS,False,,,4.549999999999983,,,BOS,False,,,165.2,2022-02-13 23:00:00,2.5,zone,full,NONE,False,zone,,BELOW,0.12414506909361188,0.5434698689711017,108.69397379422034,0.5434698689711017,AAVEUSDT,4,1.5013134751125132,4.377699999999976,1.626950225004012,0.0,1.626950225004012,160.8223,153.7,165.2,0,41,1055,2022-02-14 03:00:00,155.55,0.6545300477822501,stop_loss,trailing_stop,
