direction,entry,entry_level,zone_size_at_entry,tp,sl,rr,regime,adx,atr,plus_di,minus_di,confidence,confidence_bucket,position_size_multiplier,bos,fvg,liquidity_sweep,bos_strength,range,volume,fvg_size,signal_type,has_fvg,nearest_level,last_swing_low,last_swing_high,timestamp,confidence_threshold_used,entry_type,zone_entry_type,htf_filter_variant,htf_filter_applied,entry_mode,candles_since_bos,ema_position,position_size,risk_amount,capital_before_entry,trade_risk,symbol,bars_alive,max_r,initial_risk,mfe_r,mae_r,max_r_reached,max_price_since_entry,min_price_since_entry,original_sl,scale_level,signal_id,exit_time,exit_price,pnl,exit_reason,exit_type,mtf_tf
SHORT,58.9,,0.648214,,52.8499,7.0,TREND,33.9309,0.8643,13.2231,36.7769,4.0,4_to_5,1.0,,True,SWEEP_LOW,,0.5,,,BOS,True,,,59.65,2022-11-22 07:00:00,2.5,momentum,,NONE,False,momentum,4.0,ABOVE,3.512753300462867,3.0360726775900564,303.60726775900565,3.0360726775900564,AAVEUSDT,6,7.4048362836977875,0.8643000000000001,9.024644220756677,0.0,9.024644220756677,58.9,51.1,59.7643,0,406,2022-11-22 13:00:00,52.8499,21.252508743130395,stop_loss,trailing_stop,
SHORT,5.06,2.0,0.051964,,5.23,-0.330097087378642,TREND,37.3479,0.0693,10.8247,34.5361,3.0,3_to_4,0.5,,True,,,0.05999999999999961,,,BOS,True,,,5.575,2022-11-22 07:45:00,2.5,momentum,full,NONE,False,momentum,4.0,ABOVE,2.9476433763010226,1.5180363387950282,303.60726775900565,1.5180363387950282,DOTUSDT,6,0.09708737864077625,0.5150000000000006,0.13592233009708607,0.48543689320388295,0.13592233009708607,5.31,4.99,5.575,0,407,2022-11-22 13:00:00,5.23,-0.5010993739711762,stop_loss,trailing_stop,15m
SHORT,0.0821,,0.000702,,0.07789999999999998,1.3548387096774304,TREND,38.8122,0.0009,13.7405,42.7481,3.0,3_to_4,0.5,,True,,,0.00040000000000001146,,,BOS,True,,,0.0859,2022-11-20 13:00:00,2.5,momentum,,NONE,False,momentum,4.0,BELOW,15.123845825982947,1.5123845825982947,302.4769165196589,1.5123845825982947,DOGEUSDT,48,3.1290322580645245,0.0030999999999999917,3.516129032258076,0.03225806451612557,3.516129032258076,0.0822,0.0712,0.0859,1,404,2022-11-22 13:00:00,0.07789999999999998,0.06352015246912873,stop_loss,trailing_stop,
SHORT,0.0806,,0.000702,,0.07789999999999998,0.7297297297297366,TREND,38.8122,0.0009,13.7405,42.7481,3.0,3_to_4,0.5,,True,,,0.00040000000000001146,,,BOS,True,,,0.0859,2022-11-20 17:00:00,2.5,momentum,,NONE,False,momentum,4.0,BELOW,15.123845825982947,1.5123845825982947,302.4769165196589,1.5123845825982947,DOGEUSDT,44,2.216216216216219,0.003699999999999995,2.5405405405405457,0.08108108108107977,2.5405405405405457,0.0809,0.0712,0.0859,2,404,2022-11-22 13:00:00,0.07789999999999998,0.040834383730154286,stop_loss,trailing_stop,
LONG,6.736,,0.083786,,6.631,-0.1162790697674414,TREND,33.7397,0.1117,35.1023,10.9335,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.09600000000000009,,,BOS,False,,5.833,,2022-11-24 06:30:00,2.5,momentum,momentum,NONE,False,momentum,,BELOW,1.7964705036190418,1.622212864767994,324.4425729535988,1.622212864767994,LINKUSDT,4,0.0,0.9029999999999996,0.02547065337763077,0.17497231450719772,0.02547065337763077,6.759,6.578,5.833,0,409,2022-11-24 10:00:00,6.631,-0.18862940287999855,stop_loss,trailing_stop,15m
LONG,0.3966,3.0,0.00405,,0.3978,0.04210526315789396,TREND,32.7308,0.0054,42.9894,8.9947,3.0,3_to_4,0.5,,True,,,0.003400000000000014,,,BOS,True,,0.3681,,2022-11-24 18:30:00,2.5,momentum,full,NONE,False,momentum,5.0,BELOW,16.21269717753594,1.6212697177535942,324.2539435507188,1.6212697177535942,XRPUSDT,3,0.2210526315789462,0.028500000000000025,0.28771929824561326,0.010526315789474463,0.28771929824561326,0.4048,0.3963,0.3681,0,410,2022-11-24 21:00:00,0.3978,0.019455236613042784,stop_loss,trailing_stop,15m
LONG,13.05,,0.086518,,12.955,-0.14728682170542703,TREND,34.2321,0.1154,33.4365,13.3127,3.0,3_to_4,0.5,,True,,,0.09499999999999886,,,BOS,True,,12.405,,2022-11-26 02:45:00,2.5,momentum,,NONE,False,momentum,7.0,ABOVE,2.5137472774211718,1.6213669939366593,324.27339878733187,1.6213669939366593,AVAXUSDT,4,0.0,0.6450000000000014,0.007751937984494565,0.2790697674418622,0.007751937984494565,13.055,12.87,12.405,0,411,2022-11-26 06:00:00,12.955,-0.23880599135501293,stop_loss,trailing_stop,15m
LONG,13.02,2.0,0.080357,,12.955,-0.24528301886792378,TREND,36.7935,0.1071,36.0,17.0,3.0,3_to_4,0.5,,True,,,0.09999999999999964,,,BOS,True,,12.755,,2022-11-26 11:30:00,2.5,momentum,full,NONE,False,momentum,16.0,ABOVE,6.113860241433554,1.6201729639798843,324.03459279597683,1.6201729639798843,AVAXUSDT,3,0.1886792452830224,0.2649999999999988,0.5471698113207556,0.41509433962264125,0.5471698113207556,13.165,12.91,12.755,0,412,2022-11-26 14:00:00,12.955,-0.397400915693178,stop_loss,trailing_stop,15m
SHORT,4.3,,0.024643,,4.32,-0.16666666666667038,TREND,32.6829,0.0329,13.0435,26.087,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.019999999999999574,,,BOS,False,,,4.42,2022-11-26 18:30:00,2.5,momentum,momentum,NONE,False,momentum,,BELOW,13.484882995011807,1.6181859594014183,323.63719188028364,1.6181859594014183,FILUSDT,3,0.0,0.1200000000000001,0.16666666666666297,0.16666666666667038,0.16666666666666297,4.32,4.28,4.42,0,413,2022-11-26 21:00:00,4.32,-0.26969765990024236,stop_loss,trailing_stop,15m
LONG,58.4848,1.0,0.669643,,61.75,2.3578856152513024,TREND,34.4907,0.8929,39.2,13.6,4.0,4_to_5,1.0,BULLISH_BOS,True,,,1.1999999999999957,,,BOS,True,,57.1,,2022-11-27 02:00:00,2.5,zone,full,NONE,False,zone,,BELOW,2.335120553295665,3.233674942203834,323.3674942203834,3.233674942203834,AAVEUSDT,3,3.0439052570768395,1.3847999999999985,3.4049682264587005,0.0,3.4049682264587005,63.2,58.4848,57.1,0,414,2022-11-27 05:00:00,61.75,7.624635630621006,stop_loss,trailing_stop,
LONG,62.7,1.0,0.669643,,61.75,-1.0,TREND,34.4907,0.8929,39.2,13.6,4.0,4_to_5,1.0,BULLISH_BOS,True,,,1.1999999999999957,,,BOS,True,,57.1,,2022-11-27 03:00:00,2.5,zone,full,NONE,False,zone,,BELOW,2.335120553295665,3.233674942203834,323.3674942203834,3.233674942203834,AAVEUSDT,2,0.0,0.9500000000000028,0.5263157894736826,1.0,0.5263157894736826,63.2,61.75,57.1,1,414,2022-11-27 05:00:00,61.75,-2.2183645256308884,stop_loss,trailing_stop,
LONG,1213.15,1.0,6.43125,,1214.5,0.03557312252964183,TREND,31.1943,8.575,25.4894,15.7434,5.0,5_plus,1.25,BULLISH_BOS,True,,,15.650000000000091,,,BOS,True,,1175.2,,2022-11-27 02:30:00,2.5,zone,full,NONE,False,zone,,BELOW,0.1065110323519048,4.042093677754792,323.3674942203834,4.042093677754792,ETHUSDT,6,0.12779973649538612,37.950000000000045,0.25955204216073513,0.09354413702240258,0.25955204216073513,1223.0,1209.6,1175.2,0,415,2022-11-27 08:00:00,1214.5,0.1437898936750618,stop_loss,trailing_stop,15m
LONG,0.0907,3.0,0.00195,,0.104,2.891304347826081,TREND,31.1877,0.0026,50.8242,10.4396,4.0,4_to_5,1.0,,True,,,0.001799999999999996,,,BOS,True,,0.0861,,2022-11-27 10:00:00,2.5,momentum,full,NONE,False,momentum,8.0,BELOW,16.445877760952428,3.2891755521904855,328.91755521904855,3.2891755521904855,DOGEUSDT,3,3.0434782608695605,0.004600000000000007,3.760869565217385,0.0,3.760869565217385,0.108,0.0907,0.0861,0,416,2022-11-27 13:00:00,0.104,0.21873017422066715,stop_loss,trailing_stop,
LONG,0.0508,1.0,0.000244,,0.05025,-0.2749999999999982,TREND,34.9234,0.0003,45.0549,2.1978,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.0008499999999999966,,,BOS,False,,0.0488,,2022-11-27 15:30:00,2.5,zone,full,NONE,False,zone,,BELOW,16.456814269663465,1.6456814269663462,329.13628539326925,1.6456814269663462,HBARUSDT,7,0.0,0.001999999999999995,0.050000000000001564,0.2749999999999982,0.050000000000001564,0.0509,0.05025,0.0488,0,417,2022-11-27 22:00:00,0.05025,-0.009051247848314823,stop_loss,trailing_stop,15m
LONG,0.1046,3.0,0.00195,,0.09530000000000001,-1.0,TREND,31.1877,0.0026,50.8242,10.4396,4.0,4_to_5,1.0,,True,,,0.001799999999999996,,,BOS,True,,0.0861,,2022-11-27 11:00:00,2.5,momentum,full,NONE,False,momentum,8.0,BELOW,16.445877760952428,3.2891755521904855,328.91755521904855,3.2891755521904855,DOGEUSDT,14,0.032258064516128504,0.009299999999999989,0.18279569892473216,1.3870967741935496,0.18279569892473216,0.1063,0.0917,0.0861,1,416,2022-11-28 01:00:00,0.09530000000000001,-0.1529466631768574,stop_loss,trailing_stop,
LONG,0.1047,3.0,0.00195,,0.09530000000000001,-1.0,TREND,31.1877,0.0026,50.8242,10.4396,4.0,4_to_5,1.0,,True,,,0.001799999999999996,,,BOS,True,,0.0861,,2022-11-27 12:00:00,2.5,momentum,full,NONE,False,momentum,8.0,BELOW,16.445877760952428,3.2891755521904855,328.91755521904855,3.2891755521904855,DOGEUSDT,13,0.021276595744680004,0.009399999999999992,0.17021276595744741,1.3829787234042563,0.17021276595744741,0.1063,0.0917,0.0861,2,416,2022-11-28 01:00:00,0.09530000000000001,-0.15459125095295267,stop_loss,trailing_stop,
LONG,6.942,,0.114482,,7.16,1.428571428571432,TREND,37.1664,0.1526,19.7941,10.6224,3.0,3_to_4,0.5,,True,,,0.06700000000000017,,,BOS,True,,7.05,,2022-11-28 17:00:00,2.5,momentum,,NONE,False,momentum,9.0,ABOVE,10.773908788705503,1.6440984811564556,328.8196962312911,1.6440984811564556,LINKUSDT,7,1.9659239842726117,0.15259999999999962,2.765399737876807,0.09174311926605681,2.765399737876807,7.364,6.928,6.7894000000000005,0,418,2022-11-29 00:00:00,7.16,2.3487121159377993,stop_loss,trailing_stop,15m
LONG,78.35,2.0,0.845357,,77.82,-0.07571428571428587,TREND,31.6822,1.1271,27.8834,17.8074,3.5,3_to_4,0.5,BULLISH_BOS,False,,,1.1799999999999926,,,BOS,False,,71.35,,2022-11-30 11:30:00,2.5,zone,partial,NONE,False,zone,,BELOW,0.23654886310516354,1.6558420417361448,331.16840834722893,1.6558420417361448,LTCUSDT,1,0.0,7.0,0.028571428571428976,0.10428571428571283,0.028571428571428976,78.55,77.62,71.35,0,419,2022-11-30 12:00:00,77.82,-0.12537089744573696,stop_loss,trailing_stop,15m
LONG,0.1024,,0.001602,,0.10384,0.16363636363636325,TREND,38.9806,0.0021,26.4126,21.1635,4.0,4_to_5,1.0,,True,SWEEP_HIGH,,0.0011999999999999927,,,BOS,True,,0.0936,,2022-11-30 23:00:00,2.5,momentum,,NONE,False,momentum,2.0,BELOW,16.55215187248916,3.310430374497832,331.0430374497832,3.310430374497832,DOGEUSDT,5,0.3556818181818174,0.008800000000000002,0.6079545454545445,0.0,0.6079545454545445,0.10775,0.1024,0.0936,0,420,2022-12-01 04:00:00,0.10384,0.023835098696384335,stop_loss,trailing_stop,
LONG,5.1005,1.0,0.061071,,5.215,0.671554252199409,TREND,39.8033,0.0814,27.6316,7.4561,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.13000000000000078,,,BOS,False,,4.93,,2022-12-03 20:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,9.708705939838081,1.655334362742398,331.0668725484796,1.655334362742398,APTUSDT,12,1.1994134897360633,0.17050000000000054,1.5513196480938365,0.2961876832844591,1.5513196480938365,5.365,5.05,4.93,0,421,2022-12-04 08:00:00,5.215,1.1116468301114564,stop_loss,trailing_stop,
LONG,111.5094,3.0,0.58125,,115.1,2.641312343681044,TREND,38.4197,0.775,44.7005,5.53,4.0,4_to_5,1.0,,True,SWEEP_HIGH,,0.5,,,BOS,True,,110.15,,2022-12-05 05:00:00,2.5,momentum,full,NONE,False,momentum,14.0,ABOVE,2.443567157412039,3.32178519378591,332.17851937859103,3.32178519378591,BCHUSDT,10,3.7079593938502433,1.3593999999999937,3.8918640576725188,0.0,3.8918640576725188,116.8,111.5094,110.15,0,422,2022-12-05 15:00:00,115.1,8.773872235403655,stop_loss,trailing_stop,
LONG,6.83,2.0,0.249643,,8.675,5.542204866326219,TREND,39.3179,0.3329,30.9013,13.412,5.0,5_plus,1.25,BULLISH_BOS,True,,,0.054999999999999716,,,BOS,True,,6.78,,2022-12-06 12:00:00,2.5,zone,full,NONE,False,zone,,BELOW,12.802357750600565,4.261904895174934,340.9523916139947,4.261904895174934,AXSUSDT,18,6.8038449984980405,0.3329000000000004,7.780114148392901,0.0,7.780114148392901,9.42,6.83,6.4971,0,423,2022-12-07 06:00:00,8.675,23.62035004985805,stop_loss,trailing_stop,
LONG,7.242,,0.114482,,6.942,-1.0,TREND,37.1664,0.1526,19.7941,10.6224,3.0,3_to_4,0.5,,True,,,0.06700000000000017,,,BOS,True,,7.05,,2022-11-28 20:00:00,2.5,momentum,,NONE,False,momentum,9.0,ABOVE,10.773908788705503,1.6440984811564556,328.8196962312911,1.6440984811564556,LINKUSDT,202,1.6533333333333358,0.2999999999999998,1.9166666666666683,1.0966666666666665,1.9166666666666683,7.817,6.913,6.7894000000000005,1,418,2022-12-07 06:00:00,6.942,-3.232172636611649,stop_loss,trailing_stop,15m
LONG,7.193,,0.114482,,6.942,-1.0,TREND,37.1664,0.1526,19.7941,10.6224,3.0,3_to_4,0.5,,True,,,0.06700000000000017,,,BOS,True,,7.05,,2022-11-28 23:00:00,2.5,momentum,,NONE,False,momentum,9.0,ABOVE,10.773908788705503,1.6440984811564556,328.8196962312911,1.6440984811564556,LINKUSDT,199,2.1713147410358644,0.25099999999999945,2.486055776892438,1.1155378486055776,2.486055776892438,7.817,6.913,6.7894000000000005,2,418,2022-12-07 06:00:00,6.942,-2.704251105965075,stop_loss,trailing_stop,15m
SHORT,111.05,,0.444643,,108.95,0.36521739130434683,TREND,33.1207,0.5929,14.4578,21.6867,3.0,3_to_4,0.5,,True,,,0.5499999999999972,,,BOS,True,,,116.8,2022-12-08 05:00:00,2.5,momentum,,NONE,False,momentum,18.0,ABOVE,0.31185766775763135,1.7931815896063803,358.63631792127603,1.7931815896063803,BCHUSDT,1,0.34782608695652173,5.75,0.4434782608695647,0.0,0.4434782608695647,111.05,108.5,116.8,0,424,2022-12-08 06:00:00,108.95,0.654901102291024,stop_loss,trailing_stop,
SHORT,63.4942,3.0,0.388393,,61.42259999999998,4.0,TREND,35.5954,0.5179,14.4828,23.4483,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.3500000000000014,,,BOS,False,,,64.0,2022-12-08 09:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,3.4687315989917358,1.7964560951178354,359.29121902356707,1.7964560951178354,AAVEUSDT,4,4.719443908090328,0.5179000000000045,6.167599922764963,0.0,6.167599922764963,63.4942,60.3,64.0121,0,425,2022-12-08 13:00:00,61.42259999999998,7.185824380471342,stop_loss,trailing_stop,
SHORT,61.1,3.0,0.388393,,61.42259999999998,-0.8064999999999529,TREND,35.5954,0.5179,14.4828,23.4483,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.3500000000000014,,,BOS,False,,,64.0,2022-12-08 10:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,3.4687315989917358,1.7964560951178354,359.29121902356707,1.7964560951178354,AAVEUSDT,3,0.1250000000000111,0.3999999999999986,2.0000000000000178,1.0,2.0000000000000178,61.5,60.3,64.0121,1,425,2022-12-08 13:00:00,61.42259999999998,-1.1190128138346647,stop_loss,trailing_stop,
SHORT,61.15,3.0,0.388393,,61.42259999999998,-1.0,TREND,35.5954,0.5179,14.4828,23.4483,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.3500000000000014,,,BOS,False,,,64.0,2022-12-08 11:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,3.4687315989917358,1.7964560951178354,359.29121902356707,1.7964560951178354,AAVEUSDT,2,0.3668378576669395,0.27259999999998286,1.1005135730007924,1.2839325018342753,1.1005135730007924,61.5,60.85,64.0121,2,425,2022-12-08 13:00:00,61.42259999999998,-0.9455762338850877,stop_loss,trailing_stop,
LONG,1281.8,,7.810714,,1279.75,-0.05055487053020855,TREND,33.1817,10.4143,46.5706,3.4979,3.0,3_to_4,0.5,,True,,,4.25,,,BOS,True,,1241.25,,2022-12-08 19:30:00,2.5,momentum,,NONE,False,momentum,2.0,ABOVE,0.04493371816970641,1.822062271781593,364.4124543563186,1.822062271781593,ETHUSDT,11,0.038224414303328146,40.549999999999955,0.18125770653514536,0.2367447595561016,0.18125770653514536,1289.15,1272.2,1241.25,0,427,2022-12-09 06:00:00,1279.75,-0.0921141222478961,stop_loss,trailing_stop,15m
SHORT,287.9,3.0,1.175893,,287.25,0.21311475409835637,TREND,30.9286,1.5679,10.0228,29.6128,4.0,4_to_5,1.0,,True,SWEEP_LOW,,2.0,,,BOS,True,,,284.85,2022-12-09 19:45:00,2.5,momentum,full,NONE,False,momentum,19.0,BELOW,1.1944929188002498,3.643203402340707,364.3203402340707,3.643203402340707,BNBUSDT,12,0.6721311475409787,3.0499999999999545,1.114754098360665,0.016393442622954793,1.114754098360665,287.95,284.5,290.94999999999993,0,428,2022-12-10 07:00:00,287.25,0.7764203972201352,stop_loss,trailing_stop,15m
SHORT,285.95,3.0,1.175893,,287.25,-0.6500000000000057,TREND,30.9286,1.5679,10.0228,29.6128,4.0,4_to_5,1.0,,True,SWEEP_LOW,,2.0,,,BOS,True,,,284.85,2022-12-09 21:00:00,2.5,momentum,full,NONE,False,momentum,19.0,BELOW,1.1944929188002498,3.643203402340707,364.3203402340707,3.643203402340707,BNBUSDT,10,0.04999999999998295,2.0,0.17499999999998295,0.75,0.17499999999998295,287.45,285.6,290.94999999999993,1,428,2022-12-10 07:00:00,287.25,-1.5528407944403382,stop_loss,trailing_stop,15m
SHORT,0.0474,,,0.045875,0.0485,-1.0,RANGE,21.6985,0.0002,25.0,21.875,4.0,4_to_5,1.0,BULLISH_BOS,False,SWEEP_HIGH,,0.00034999999999999615,,,SWEEP,False,0.0485,,,2022-12-08 15:30:00,2.5,zone,,NONE,False,,,,18.22062271781593,3.644124543563186,364.4124543563186,3.644124543563186,HBARUSDT,47,0.04545454545454029,0.0011000000000000038,0.0909090909090869,1.0909090909090868,0.0909090909090869,0.0486,0.0473,0.0485,0,426,2022-12-10 14:00:00,0.0485,-0.020042684989597593,stop_loss,SL,15m
LONG,0.0483,1.0,0.000137,,0.0486,0.5999999999999889,TREND,36.0545,0.0002,31.3725,21.5686,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.0002500000000000002,,,BOS,False,,0.0478,,2022-12-11 00:30:00,2.5,zone,full,NONE,False,zone,,BELOW,18.176193857593045,1.8176193857593046,363.5238771518609,1.8176193857593046,HBARUSDT,1,0.29999999999999444,0.0005000000000000004,0.29999999999999444,0.0,0.29999999999999444,0.04845,0.0483,0.0478,0,429,2022-12-11 01:00:00,0.0486,0.005452858157277817,stop_loss,trailing_stop,15m
SHORT,61.15,2.0,0.409821,,59.7,2.653733528550512,TREND,32.2653,0.5464,19.6078,29.4118,5.0,5_plus,1.25,BEARISH_BOS,True,SWEEP_LOW,,0.3500000000000014,,,BOS,True,,,61.5,2022-12-13 07:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,8.316465272923208,4.544116625125228,363.5293300100182,4.544116625125228,AAVEUSDT,2,3.660322108345545,0.5463999999999984,4.483894582723285,0.0,4.483894582723285,61.15,58.7,61.6964,0,431,2022-12-13 09:00:00,59.7,12.058874645738618,stop_loss,trailing_stop,
SHORT,59.15,2.0,0.409821,,59.7,-1.0,TREND,32.2653,0.5464,19.6078,29.4118,5.0,5_plus,1.25,BEARISH_BOS,True,SWEEP_LOW,,0.3500000000000014,,,BOS,True,,,61.5,2022-12-13 08:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,8.316465272923208,4.544116625125228,363.5293300100182,4.544116625125228,AAVEUSDT,1,0.0,0.5500000000000043,0.09090909090908504,1.909090909090902,0.09090909090908504,60.2,59.1,61.6964,1,431,2022-12-13 09:00:00,59.7,-4.5740559001078,stop_loss,trailing_stop,
SHORT,5.325,,,5.2993500000000004,5.3421,1.499999999999974,RANGE,20.3439,0.0171,20.8333,12.5,3.0,3_to_4,0.5,,False,SWEEP_HIGH,,0.009999999999999787,,,SWEEP,False,5.33,,,2022-12-11 19:15:00,2.5,zone,,NONE,False,,,,18.17646650050091,1.8176466500500912,363.5293300100182,1.8176466500500912,DOTUSDT,42,15.497076023391742,0.017100000000000115,19.59064327485367,0.0,19.59064327485367,5.325,4.99,5.3421,0,430,2022-12-13 13:00:00,5.2993500000000004,0.46622636573784343,take_profit,TP,15m
LONG,17992.5,,54.026786,,17788.0,-0.20068694798822376,TREND,36.7816,72.0357,39.4646,7.5359,3.5,3_to_4,0.5,BULLISH_BOS,False,,,103.0,,,BOS,False,,16973.5,,2022-12-14 14:30:00,2.5,momentum,momentum,NONE,False,momentum,,BELOW,0.0018227692596731447,1.8574018756069344,371.4803751213869,1.8574018756069344,BTCUSDT,5,0.2085377821393523,1019.0,0.37929342492639845,0.46957801766437685,0.37929342492639845,18379.0,17514.0,16973.5,0,432,2022-12-14 19:00:00,17788.0,-0.3727563136031581,stop_loss,trailing_stop,15m
SHORT,5.205,,0.034554,,5.205,0.0,TREND,35.6549,0.0461,9.3023,29.4574,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.08999999999999986,,,BOS,False,,,5.205,2022-12-15 00:30:00,2.5,momentum,momentum,NONE,False,momentum,,BELOW,18.55538094038919,1.8555380940389188,371.10761880778375,1.8555380940389188,DOTUSDT,1,1.5184381778741918,0.04610000000000003,2.0607375271149606,0.0,2.0607375271149606,5.205,5.11,5.2511,0,433,2022-12-15 01:00:00,5.205,0.0,stop_loss,trailing_stop,15m
SHORT,6.716,1.0,0.048214,,6.623,1.4463452566096364,TREND,39.0538,0.0643,8.8889,31.5556,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.11699999999999999,,,BOS,False,,,6.728,2022-12-15 00:30:00,2.5,zone,full,NONE,False,zone,,BELOW,18.55538094038919,1.8555380940389188,371.10761880778375,1.8555380940389188,LINKUSDT,9,1.8818040435458783,0.06430000000000025,2.348367029548977,0.0,2.348367029548977,6.716,6.565,6.7803,0,434,2022-12-15 09:00:00,6.623,1.725650427456194,stop_loss,trailing_stop,15m
SHORT,3.9,2.0,0.042321,,3.83,0.14391447368421015,TREND,39.6763,0.0564,7.5949,53.1646,5.0,5_plus,1.25,BEARISH_BOS,True,,,0.03000000000000025,,,BOS,True,,,4.36,2022-12-16 10:30:00,2.5,zone,full,NONE,False,zone,,ABOVE,9.581447091777338,4.660415865440499,372.8332692352399,4.660415865440499,FILUSDT,8,0.18503289473684176,0.48640000000000017,0.2467105263157896,0.020559210526316256,0.2467105263157896,3.91,3.78,4.3864,0,435,2022-12-16 18:00:00,3.83,0.6707012964244121,stop_loss,trailing_stop,15m
SHORT,4.63,,0.029196,,4.635,-0.011627906976743946,TREND,31.4497,0.0389,15.5963,25.6881,3.0,3_to_4,0.5,,True,,,0.040000000000000036,,,BOS,True,,,5.06,2022-12-19 04:45:00,2.5,momentum,,NONE,False,momentum,12.0,BELOW,4.343069424786798,1.8675198526583217,373.5039705316643,1.8675198526583217,DOTUSDT,3,0.046511627906975786,0.4299999999999997,0.05813953488371973,0.011627906976743946,0.05813953488371973,4.635,4.605,5.06,0,436,2022-12-19 07:00:00,4.635,-0.021715347123933526,stop_loss,trailing_stop,15m
SHORT,0.343,2.0,0.002764,,0.3388,0.3620689655172446,TREND,38.4706,0.0037,13.1783,36.6279,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.0043999999999999595,,,BOS,False,,,0.3536,2022-12-19 11:30:00,2.5,zone,full,NONE,False,zone,,BELOW,18.67411275922702,1.8674112759227022,373.4822551845404,1.8674112759227022,XRPUSDT,9,0.9051724137931043,0.0116,0.9741379310344856,0.05172413793103357,0.9741379310344856,0.3436,0.3317,0.3546,0,437,2022-12-19 20:00:00,0.3388,0.07843127358875418,stop_loss,trailing_stop,15m
SHORT,5.2466,3.0,0.02925,,5.331,-0.47309417040359036,TREND,33.0093,0.039,18.4982,24.7253,3.0,3_to_4,0.5,,True,,,0.052999999999999936,,,BOS,True,,,5.425,2022-12-21 01:00:00,2.5,momentum,full,NONE,False,momentum,4.0,BELOW,10.469750181001384,1.8678034322906458,373.56068645812917,1.8678034322906458,UNIUSDT,23,0.16031390134529136,0.1783999999999999,0.2780269058295958,0.6692825112107612,0.2780269058295958,5.366,5.197,5.425,0,438,2022-12-22 00:00:00,5.331,-0.8836469152765217,stop_loss,trailing_stop,
SHORT,3.695,,0.0225,,3.574999999999999,4.0,TREND,32.6797,0.03,8.3333,44.0476,3.0,3_to_4,0.5,,True,,,0.009999999999999787,,,BOS,True,,,3.72,2022-12-25 14:00:00,2.5,momentum,,NONE,False,momentum,8.0,BELOW,18.633851977142633,1.8633851977142633,372.67703954285264,1.8633851977142633,APTUSDT,5,5.166666666666617,0.03000000000000025,6.333333333333279,0.0,6.333333333333279,3.695,3.505,3.725,0,439,2022-12-25 19:00:00,3.574999999999999,2.2360622372571344,stop_loss,trailing_stop,
SHORT,6.85,,0.036696,,6.3,2.8205128205128154,TREND,35.0209,0.0489,2.9197,37.2263,4.0,4_to_5,1.0,,True,,,0.07500000000000018,,,BOS,True,,,7.045,2022-12-27 14:00:00,2.5,momentum,,NONE,False,momentum,8.0,ABOVE,18.745655089005492,3.749131017801098,374.9131017801098,3.749131017801098,AXSUSDT,17,2.9743589743589705,0.19500000000000028,3.564102564102556,0.0,3.564102564102556,6.85,6.155,7.045,0,440,2022-12-28 07:00:00,6.3,10.310110298953017,stop_loss,trailing_stop,
SHORT,11.0288,1.0,0.1425,,8.972800000000005,5.0,TREND,33.8536,0.19,6.391,33.2707,4.0,4_to_5,1.0,BEARISH_BOS,True,,,0.22000000000000064,,,BOS,True,,,11.44,2022-12-29 07:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,9.368268776241822,3.8522321207906285,385.2232120790628,3.8522321207906285,SOLUSDT,15,6.78210116731519,0.4111999999999991,7.730544747081731,0.0,7.730544747081731,11.0288,7.85,11.44,0,441,2022-12-29 22:00:00,8.972800000000005,19.261160603953144,stop_loss,trailing_stop,
SHORT,100.7603,1.0,0.479464,,96.25,2.5201430407330894,TREND,32.6652,0.6393,9.4972,36.3128,3.5,3_to_4,0.5,BEARISH_BOS,False,,,2.3499999999999943,,,BOS,False,,,102.55,2022-12-30 00:00:00,2.5,zone,full,NONE,False,zone,,BELOW,1.1300340076074673,2.02242186341508,404.484372683016,2.02242186341508,BCHUSDT,12,2.91127004525899,1.7896999999999963,3.1347711907023563,0.0,3.1347711907023563,100.7603,95.15,102.55,0,442,2022-12-30 12:00:00,96.25,5.096792384511961,stop_loss,trailing_stop,
