symbol,direction,entry,entry_level,zone_size_at_entry,tp,sl,rr,regime,adx,atr,plus_di,minus_di,confidence,confidence_bucket,position_size_multiplier,bos,fvg,liquidity_sweep,bos_strength,range,volume,fvg_size,signal_type,has_fvg,nearest_level,last_swing_low,last_swing_high,timestamp,confidence_threshold_used,entry_type,zone_entry_type,htf_filter_variant,htf_filter_applied,entry_mode,candles_since_bos,ema_position,initial_risk,mtf_tf,position_size,risk_amount,trade_risk,stop_distance,max_leverage,requested_size,actual_size,capital_before_entry,risk_percent,allocated_capital,log_message,sizing_warning,capital_after_entry,bars_alive,max_r,mfe_r,mae_r,max_r_reached,max_price_since_entry,min_price_since_entry,original_sl,scale_level,realized_pnl,realized_r,mfe_valid,mae_valid,partial_tp_hits,tp1_taken,tp1_price,signal_id,entry_bar_index,exit_time,exit_price,pnl,exit_reason,exit_type,capital_after_exit,anomaly_flags
BNBUSDT,LONG,468.15,,3.747321,,473.25,0.36285447922504765,TREND,35.9187,4.9964,15.4396,22.2302,4.0,4_to_5,1.0,,True,,,3.8000000000000114,,,BOS,True,,,479.2,2022-01-18 05:00:00,2.5,momentum,,NONE,False,momentum,10.0,BELOW,1.0,15m,0.10007205187735181,1.0,1.0,4.996399999999994,3.0,93.6974621727645,93.6974621727645,100.0,0.01,46.84873108638225,"ENTRY BNBUSDT: notional=93.697462, capital=100.00, units=0.200144, risk_amount=1.0000, trade_risk=1.0000",False,100.0,3,6.75,7.350000000000023,1.099999999999966,7.350000000000023,475.5,467.05,463.1536,0,-0.0312444560083235,0.36285447922504765,True,True,1,True,469.15,1,412,2022-01-18 07:00:00,473.25,0.3472322512208859,take_profit,TP,100.31598779521256,
BNBUSDT,LONG,468.65,,3.747321,,473.25,0.742634121824969,TREND,35.9187,4.9964,15.4396,22.2302,4.0,4_to_5,1.0,,True,,,3.8000000000000114,,,BOS,True,,,479.2,2022-01-18 05:00:00,2.5,momentum,,NONE,False,momentum,10.0,BELOW,0.4603314386358206,15m,0.10637393279682997,0.9996875554399168,0.4893200908654203,4.600000000000023,3.0,101.84860279498146,49.85214360523436,99.96875554399168,0.01,49.85214360523436,"SCALE-IN BNBUSDT L1: notional=101.848603, capital=99.97, units=0.217323, risk_amount=0.9997, trade_risk=0.9997",False,50.116611938757316,2,13.577173913043396,14.88058260869561,0.0,14.88058260869561,475.5,468.65,463.1536,1,-0.0312444560083235,0.742634121824969,True,True,1,True,469.15,1,412,2022-01-18 07:00:00,473.25,0.31780478036326637,take_profit,TP,100.63379257557582,
UNIUSDT,SHORT,17.2174,1.0,0.248732,,16.72,0.6761163795611687,TREND,35.9375,0.3316,29.8945,20.3748,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.25900000000000034,,,BOS,False,,16.552,,2022-01-18 09:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,1.0063379257557583,,1.5123804114153225,1.0063379257557583,1.0063379257557583,0.6654000000000018,3.0,26.039258495502175,26.039258495502175,100.63379257557582,0.01,26.039258495502175,"ENTRY UNIUSDT: notional=26.039258, capital=100.63, units=1.512380, risk_amount=1.0063, trade_risk=1.0063",False,100.63379257557582,1,0.0,0.0,0.41099514329581277,0.0,17.631,17.2174,17.882800000000003,0,0.0,0.6761163795611687,True,True,0,False,16.211062074244243,3,417,2022-01-18 10:00:00,16.72,0.6804015549770794,take_profit,TP,101.3141941305529,
BNBUSDT,SHORT,465.8,,4.138393,,465.8,-0.09577394458763366,TREND,30.1981,5.5179,9.7087,35.9871,4.0,4_to_5,1.0,,True,SWEEP_LOW,,3.9499999999999886,,,BOS,True,,,479.2,2022-01-18 09:45:00,2.5,momentum,,NONE,False,momentum,15.0,BELOW,1.0063379257557583,15m,0.07389817268123286,1.0063379257557583,1.0063379257557583,13.617899999999963,3.0,34.42176883491827,34.42176883491827,100.63379257557582,0.01,34.42176883491827,"ENTRY BNBUSDT: notional=34.421769, capital=100.63, units=0.073898, risk_amount=1.0063, trade_risk=1.0063",False,100.63379257557582,1,0.6459062938643448,2.981105971681435,1.2421274882005982,2.981105971681435,467.05,462.8,479.4179,0,0.0,-0.09577394458763366,True,True,0,False,464.79366207424425,2,417,2022-01-18 10:00:00,465.8,-0.0963809527377662,stop_loss,trailing_stop,101.21781317781515,
UNIUSDT,LONG,16.056,,0.179036,,16.031,-0.2929275659824024,TREND,36.6918,0.2387,19.0604,27.3489,3.0,3_to_4,0.5,,True,,,0.1390000000000029,,,BOS,True,,,16.221,2022-01-19 04:00:00,2.5,momentum,,NONE,False,momentum,8.0,BELOW,1.0121781317781515,,4.240377594378552,1.0121781317781515,1.0121781317781515,0.2386999999999979,3.0,68.08350265534204,68.08350265534204,101.21781317781515,0.01,68.08350265534204,"ENTRY UNIUSDT: notional=68.083503, capital=101.22, units=4.240378, risk_amount=1.0122, trade_risk=1.0122",False,101.21781317781515,1,0.0,0.0,0.3378851896347429,0.0,16.056,15.714,15.817300000000003,0,0.0,-0.2929275659824024,True,True,0,False,17.068178131778154,4,436,2022-01-19 05:00:00,16.031,-0.29649487648238926,stop_loss,trailing_stop,100.92131830133276,
LINKUSDT,SHORT,21.89,3.0,0.289714,,22.477,-0.5168105372611443,TREND,31.0678,0.3863,18.2138,39.7374,4.0,4_to_5,1.0,,True,,,0.29799999999999827,,,BOS,True,,,23.146,2022-01-19 07:00:00,2.5,momentum,full,NONE,False,momentum,11.0,BELOW,1.0092131830133275,15m,0.803513680743095,1.0092131830133275,1.0092131830133275,1.2560000000000002,3.0,17.58891447146635,17.58891447146635,100.92131830133276,0.01,17.58891447146635,"ENTRY LINKUSDT: notional=17.588914, capital=100.92, units=0.803514, risk_amount=1.0092, trade_risk=1.0092",False,100.92131830133276,7,0.4498553998714513,0.6599200359347717,0.625239553565827,0.6599200359347717,22.521,21.224,23.146,0,0.0,-0.5168105372611443,True,True,0,False,20.880786816986674,6,439,2022-01-19 14:00:00,22.477,-0.5215720073241474,stop_loss,trailing_stop,104.66532069147156,
HBARUSDT,LONG,0.2523,,0.002306,,0.2595,2.091446090322584,TREND,33.1544,0.0031,16.3763,36.8177,4.0,4_to_5,1.0,,True,,,0.0024000000000000132,,,BOS,True,,,0.2688,2022-01-19 07:45:00,2.5,momentum,,NONE,False,momentum,2.0,BELOW,1.0092131830133275,15m,325.5526396817194,1.0092131830133275,1.0092131830133275,0.0030999999999999917,3.0,82.13693099169782,82.13693099169782,100.92131830133276,0.01,82.13693099169782,"ENTRY HBARUSDT: notional=82.136931, capital=100.92, units=325.552640, risk_amount=1.0092, trade_risk=1.0092",False,100.92131830133276,1,0.002279003127102032,0.002724895043274181,0.0,0.002724895043274181,0.25505,0.2523,0.24920000000000003,0,0.0,2.091446090322584,True,True,0,False,1.2615131830133275,5,439,2022-01-19 08:00:00,0.2595,2.110714965915234,take_profit,TP,103.032033267248,
HBARUSDT,LONG,0.2523,3.0,0.002317,,0.2595,2.091446090322584,TREND,32.0252,0.0031,15.3757,36.6474,3.0,3_to_4,0.5,,True,,,0.0019500000000000073,,,BOS,True,,,0.2688,2022-01-19 08:30:00,2.5,momentum,full,NONE,False,momentum,3.0,BELOW,1.03032033267248,15m,332.3613976362847,1.03032033267248,1.03032033267248,0.0030999999999999917,3.0,83.85478062363464,83.85478062363464,103.032033267248,0.01,83.85478062363464,"ENTRY HBARUSDT: notional=83.854781, capital=103.03, units=332.361398, risk_amount=1.0303, trade_risk=1.0303",False,103.032033267248,1,0.003639644760065152,0.004270516518476433,0.0,0.004270516518476433,0.2567,0.2523,0.24920000000000003,0,0.0,2.091446090322584,True,True,0,False,1.2826203326724799,7,440,2022-01-19 09:00:00,0.2595,2.154859431547722,take_profit,TP,105.18689269879572,
BCHUSDT,SHORT,367.75,,2.630357,,370.95,-0.2558417691842856,TREND,32.2646,3.5071,12.6273,41.8534,3.5,3_to_4,0.5,BEARISH_BOS,False,,,2.4499999999999886,,,BOS,False,,,384.3,2022-01-19 10:00:00,2.5,momentum,momentum,NONE,False,momentum,,BELOW,1.051868926987957,,0.06355703486332062,1.051868926987957,1.051868926987957,16.55000000000001,3.0,23.37309957098616,23.37309957098616,105.18689269879572,0.01,23.37309957098616,"ENTRY BCHUSDT: notional=23.373100, capital=105.19, units=0.063557, risk_amount=1.0519, trade_risk=1.0519",False,105.18689269879572,7,0.0,0.38027551697470846,6.797424865923278,0.38027551697470846,374.9,367.35,384.3,0,0.0,-0.2558417691842856,True,True,0,False,366.69813107301206,8,442,2022-01-19 17:00:00,370.95,-0.26911200723057505,stop_loss,trailing_stop,104.39620868424099,
ADAUSDT,LONG,1.3816,1.0,0.017464,,1.378,-0.1643929832599102,TREND,33.1217,0.0233,36.9632,9.6933,4.0,4_to_5,1.0,BULLISH_BOS,True,SWEEP_HIGH,,0.04169999999999985,,,BOS,True,,1.3362,,2022-01-20 15:00:00,2.5,zone,full,NONE,False,zone,,BELOW,1.04396208684241,,22.994759622079574,1.04396208684241,1.04396208684241,0.045399999999999885,3.0,31.76955989386514,31.76955989386514,104.39620868424099,0.01,31.76955989386514,"ENTRY ADAUSDT: notional=31.769560, capital=104.40, units=22.994760, risk_amount=1.0440, trade_risk=1.0440",False,104.39620868424099,5,0.023659863046088497,0.03256823253307709,0.02528827467274217,0.03256823253307709,1.4156,1.3552,1.3362,0,0.0,-0.1643929832599102,True,True,0,False,2.42556208684241,9,471,2022-01-20 20:00:00,1.378,-0.17162004186626523,stop_loss,trailing_stop,104.22458864237473,
