time,symbol,direction,signal_type,selected_tf,status,entry
2023-05-09 00:00:00,HBARUSDT,SHORT,BOS,15m,candidate,
2023-05-09 00:00:00,HBARUSDT,SHORT,BOS,15m,accepted,0.05448
2023-05-09 09:00:00,DOTUSDT,SHORT,BOS,30m,candidate,
2023-05-09 09:00:00,DOTUSDT,SHORT,BOS,30m,accepted,5.321
2023-05-09 16:00:00,ATOMUSDT,SHORT,BOS,1h,candidate,
2023-05-10 18:00:00,AAVEUSDT,SHORT,BOS,30m,candidate,
2023-05-10 18:00:00,AAVEUSDT,SHORT,BOS,30m,accepted,63.88
2023-05-10 18:00:00,BTCUSDT,SHORT,BOS,30m,candidate,
2023-05-10 18:00:00,BTCUSDT,SHORT,BOS,30m,accepted,27482.2
2023-05-10 18:00:00,DOGEUSDT,SHORT,BOS,15m,candidate,
2023-05-10 18:00:00,LINKUSDT,SHORT,BOS,30m,candidate,
2023-05-10 18:00:00,LINKUSDT,SHORT,BOS,30m,accepted,6.482
2023-05-10 18:00:00,NEARUSDT,SHORT,BOS,30m,candidate,
2023-05-10 18:00:00,NEARUSDT,SHORT,BOS,30m,accepted,1.616
2023-05-11 01:00:00,DOGEUSDT,SHORT,BOS,15m,candidate,
2023-05-11 05:00:00,AXSUSDT,SHORT,BOS,1h,candidate,
2023-05-11 06:00:00,AAVEUSDT,SHORT,BOS,30m,candidate,
2023-05-11 06:00:00,AAVEUSDT,SHORT,BOS,30m,accepted,63.58
2023-05-11 09:00:00,AVAXUSDT,SHORT,BOS,30m,candidate,
2023-05-11 14:00:00,BNBUSDT,SHORT,BOS,30m,candidate,
2023-05-11 14:00:00,BNBUSDT,SHORT,BOS,30m,accepted,309.9
2023-05-11 14:00:00,FILUSDT,SHORT,BOS,15m,candidate,
2023-05-11 14:00:00,FILUSDT,SHORT,BOS,15m,accepted,4.457
2023-05-11 14:00:00,XRPUSDT,SHORT,BOS,30m,candidate,
2023-05-12 02:00:00,AAVEUSDT,SHORT,BOS,30m,candidate,
2023-05-12 02:00:00,AAVEUSDT,SHORT,BOS,30m,accepted,61.74
2023-05-12 02:00:00,BNBUSDT,SHORT,BOS,30m,candidate,
2023-05-12 02:00:00,BNBUSDT,SHORT,BOS,30m,accepted,307.05
2023-05-12 02:00:00,NEARUSDT,SHORT,BOS,30m,candidate,
2023-05-12 02:00:00,NEARUSDT,SHORT,BOS,30m,accepted,1.572
2023-05-12 02:00:00,UNIUSDT,SHORT,BOS,1h,candidate,
2023-05-12 03:00:00,XRPUSDT,SHORT,BOS,30m,candidate,
2023-05-12 04:00:00,BNBUSDT,SHORT,BOS,30m,candidate,
2023-05-12 04:00:00,BNBUSDT,SHORT,BOS,30m,accepted,304.2
2023-05-12 05:00:00,BNBUSDT,SHORT,BOS,30m,candidate,
2023-05-12 05:00:00,BNBUSDT,SHORT,BOS,30m,accepted,306.2
2023-05-12 06:00:00,BNBUSDT,SHORT,BOS,30m,candidate,
2023-05-12 06:00:00,BNBUSDT,SHORT,BOS,30m,accepted,302.15
2023-05-16 00:00:00,ADAUSDT,SHORT,BOS,30m,candidate,
2023-05-16 00:00:00,ADAUSDT,SHORT,BOS,30m,accepted,0.3667
2023-05-16 01:00:00,AAVEUSDT,SHORT,BOS,30m,candidate,
2023-05-16 01:00:00,AAVEUSDT,SHORT,BOS,30m,accepted,62.68
2023-05-21 10:00:00,BTCUSDT,SHORT,BOS,30m,candidate,
2023-05-21 10:00:00,BTCUSDT,SHORT,BOS,30m,accepted,27071.2
2023-05-21 11:00:00,BTCUSDT,SHORT,BOS,30m,candidate,
2023-05-21 11:00:00,BTCUSDT,SHORT,BOS,30m,accepted,26941.4
2023-05-21 11:00:00,LINKUSDT,SHORT,BOS,30m,candidate,
2023-05-21 11:00:00,LINKUSDT,SHORT,BOS,30m,accepted,6.467
2023-05-21 16:00:00,AVAXUSDT,SHORT,BOS,30m,candidate,
2023-05-21 16:00:00,FILUSDT,SHORT,BOS,15m,candidate,
2023-05-21 16:00:00,FILUSDT,SHORT,BOS,15m,accepted,4.416
2023-05-21 16:00:00,LINKUSDT,SHORT,BOS,30m,candidate,
2023-05-21 16:00:00,LINKUSDT,SHORT,BOS,30m,accepted,6.416
2023-05-21 16:00:00,OPUSDT,SHORT,BOS,1h,candidate,
2023-05-21 20:00:00,ARBUSDT,SHORT,BOS,30m,candidate,
2023-05-21 21:00:00,BNBUSDT,SHORT,BOS,30m,candidate,
2023-05-21 21:00:00,BNBUSDT,SHORT,BOS,30m,accepted,308.05
2023-05-21 22:00:00,BNBUSDT,SHORT,BOS,30m,candidate,
2023-05-21 22:00:00,BNBUSDT,SHORT,BOS,30m,accepted,306.65
2023-05-23 21:00:00,SUIUSDT,SHORT,BOS,30m,candidate,
2023-05-23 21:00:00,SUIUSDT,SHORT,BOS,30m,accepted,1.04378
2023-05-23 23:00:00,UNIUSDT,SHORT,BOS,1h,candidate,
2023-05-24 01:00:00,DOGEUSDT,SHORT,BOS,15m,candidate,
2023-05-24 01:00:00,UNIUSDT,SHORT,BOS,1h,candidate,
2023-05-24 04:00:00,HBARUSDT,SHORT,BOS,15m,candidate,
2023-05-24 04:00:00,HBARUSDT,SHORT,BOS,15m,accepted,0.05126
2023-05-24 04:00:00,SOLUSDT,SHORT,BOS,30m,candidate,
2023-05-24 06:00:00,AXSUSDT,SHORT,BOS,1h,candidate,
2023-05-24 07:00:00,1000PEPEUSDT,SHORT,BOS,30m,candidate,
2023-05-24 07:00:00,1000PEPEUSDT,SHORT,BOS,30m,accepted,0.0014654
2023-05-25 01:00:00,1000PEPEUSDT,SHORT,BOS,30m,candidate,
2023-05-25 01:00:00,1000PEPEUSDT,SHORT,BOS,30m,accepted,0.0014044
2023-05-25 01:00:00,HBARUSDT,SHORT,BOS,15m,candidate,
2023-05-25 01:00:00,HBARUSDT,SHORT,BOS,15m,accepted,0.05043
2023-05-25 01:00:00,SUIUSDT,SHORT,BOS,30m,candidate,
2023-05-25 01:00:00,SUIUSDT,SHORT,BOS,30m,accepted,0.96615
2023-05-28 20:00:00,ETHUSDT,LONG,BOS,30m,candidate,
2023-05-28 20:00:00,ETHUSDT,LONG,BOS,30m,accepted,1847.91
2023-05-28 22:00:00,XRPUSDT,LONG,BOS,30m,candidate,
2023-05-30 09:00:00,FILUSDT,LONG,BOS,15m,candidate,
2023-05-30 09:00:00,FILUSDT,LONG,BOS,15m,accepted,4.729
2023-05-30 09:00:00,SOLUSDT,LONG,BOS,30m,candidate,
2023-05-30 10:00:00,SOLUSDT,LONG,BOS,30m,candidate,
2023-05-30 15:00:00,SUIUSDT,SHORT,BOS,30m,candidate,
2023-05-30 15:00:00,SUIUSDT,SHORT,BOS,30m,accepted,1.00005
2023-05-30 18:00:00,FILUSDT,LONG,BOS,15m,candidate,
2023-05-30 18:00:00,FILUSDT,LONG,BOS,15m,accepted,4.856
2023-05-30 18:00:00,SOLUSDT,LONG,BOS,30m,candidate,
2023-05-31 23:00:00,XRPUSDT,LONG,BOS,30m,candidate,
2023-06-01 06:00:00,AVAXUSDT,SHORT,BOS,30m,candidate,
2023-06-02 00:00:00,FILUSDT,LONG,BOS,15m,candidate,
2023-06-02 00:00:00,FILUSDT,LONG,BOS,15m,accepted,4.696
2023-06-02 01:00:00,XRPUSDT,LONG,BOS,30m,candidate,
2023-06-02 04:00:00,APTUSDT,LONG,BOS,30m,candidate,
2023-06-02 04:00:00,APTUSDT,LONG,BOS,30m,accepted,8.737
2023-06-02 07:00:00,APTUSDT,LONG,BOS,30m,candidate,
2023-06-02 07:00:00,APTUSDT,LONG,BOS,30m,accepted,8.9325
2023-06-02 11:00:00,APTUSDT,LONG,BOS,30m,candidate,
2023-06-02 11:00:00,APTUSDT,LONG,BOS,30m,accepted,9.073
2023-06-02 12:00:00,ARBUSDT,LONG,BOS,30m,candidate,
2023-06-02 14:00:00,ARBUSDT,LONG,BOS,30m,candidate,
2023-06-02 15:00:00,ARBUSDT,LONG,BOS,30m,candidate,
2023-06-03 00:00:00,AAVEUSDT,SHORT,BOS,30m,candidate,
2023-06-03 00:00:00,AAVEUSDT,SHORT,BOS,30m,accepted,63.67
2023-06-03 21:00:00,LTCUSDT,LONG,BOS,30m,candidate,
2023-06-03 21:00:00,LTCUSDT,LONG,BOS,30m,accepted,95.78
2023-06-04 08:00:00,AXSUSDT,LONG,BOS,1h,candidate,
2023-06-04 09:00:00,AXSUSDT,LONG,BOS,1h,candidate,
2023-06-04 16:00:00,XRPUSDT,LONG,BOS,30m,candidate,
2023-06-04 18:00:00,ETHUSDT,LONG,BOS,30m,candidate,
2023-06-04 18:00:00,ETHUSDT,LONG,BOS,30m,accepted,1897.65
2023-06-04 19:00:00,AXSUSDT,LONG,BOS,1h,candidate,
2023-06-04 19:00:00,ETHUSDT,LONG,BOS,30m,candidate,
2023-06-04 19:00:00,ETHUSDT,LONG,BOS,30m,accepted,1902.22
2023-06-04 20:00:00,AXSUSDT,LONG,BOS,1h,candidate,
2023-06-04 21:00:00,AXSUSDT,LONG,BOS,1h,candidate,
2023-06-05 03:00:00,HBARUSDT,SHORT,BOS,15m,candidate,
2023-06-05 03:00:00,HBARUSDT,SHORT,BOS,15m,accepted,0.04962
2023-06-05 15:00:00,ATOMUSDT,SHORT,BOS,1h,candidate,
2023-06-06 12:00:00,ARBUSDT,SHORT,BOS,30m,candidate,
2023-06-06 19:00:00,SUIUSDT,SHORT,SWEEP,30m,candidate,
2023-06-06 19:00:00,SUIUSDT,SHORT,SWEEP,30m,accepted,0.83097
2023-06-06 21:00:00,BTCUSDT,LONG,BOS,30m,candidate,
2023-06-06 21:00:00,BTCUSDT,LONG,BOS,30m,accepted,26925.5
2023-06-06 22:00:00,BTCUSDT,LONG,BOS,30m,candidate,
2023-06-06 22:00:00,BTCUSDT,LONG,BOS,30m,accepted,27046.3
2023-06-07 05:00:00,XRPUSDT,LONG,BOS,30m,candidate,
2023-06-07 07:00:00,FILUSDT,SHORT,BOS,15m,candidate,
2023-06-07 07:00:00,FILUSDT,SHORT,BOS,15m,accepted,4.307
2023-06-07 13:00:00,LINKUSDT,SHORT,BOS,30m,candidate,
2023-06-07 13:00:00,LINKUSDT,SHORT,BOS,30m,accepted,6.06
2023-06-07 13:00:00,UNIUSDT,SHORT,BOS,1h,candidate,
2023-06-07 14:00:00,AAVEUSDT,SHORT,BOS,30m,candidate,
2023-06-07 14:00:00,AAVEUSDT,SHORT,BOS,30m,accepted,60.8
2023-06-07 14:00:00,BTCUSDT,SHORT,BOS,30m,candidate,
2023-06-07 14:00:00,BTCUSDT,SHORT,BOS,30m,accepted,26803.5
2023-06-07 14:00:00,DOTUSDT,SHORT,BOS,30m,candidate,
2023-06-07 14:00:00,DOTUSDT,SHORT,BOS,30m,accepted,5.11
2023-06-07 14:00:00,LINKUSDT,SHORT,BOS,30m,candidate,
2023-06-07 14:00:00,LINKUSDT,SHORT,BOS,30m,accepted,6.053
2023-06-07 15:00:00,AAVEUSDT,SHORT,BOS,30m,candidate,
2023-06-07 15:00:00,AAVEUSDT,SHORT,BOS,30m,accepted,59.86
2023-06-07 15:00:00,BTCUSDT,SHORT,BOS,30m,candidate,
2023-06-07 15:00:00,BTCUSDT,SHORT,BOS,30m,accepted,26430.0
2023-06-07 15:00:00,LINKUSDT,SHORT,BOS,30m,candidate,
2023-06-07 15:00:00,LINKUSDT,SHORT,BOS,30m,accepted,5.978
2023-06-07 16:00:00,BCHUSDT,SHORT,BOS,30m,candidate,
2023-06-07 16:00:00,BCHUSDT,SHORT,BOS,30m,accepted,111.1
2023-06-07 16:00:00,BTCUSDT,SHORT,BOS,30m,candidate,
2023-06-07 16:00:00,BTCUSDT,SHORT,BOS,30m,accepted,26337.1
2023-06-07 16:00:00,ETHUSDT,SHORT,BOS,30m,candidate,
2023-06-07 16:00:00,ETHUSDT,SHORT,BOS,30m,accepted,1838.02
2023-06-07 16:00:00,LTCUSDT,SHORT,BOS,30m,candidate,
2023-06-07 16:00:00,LTCUSDT,SHORT,BOS,30m,accepted,87.85
2023-06-07 17:00:00,AAVEUSDT,SHORT,BOS,30m,candidate,
2023-06-07 17:00:00,AAVEUSDT,SHORT,BOS,30m,accepted,59.32
2023-06-07 18:00:00,BCHUSDT,SHORT,BOS,30m,candidate,
2023-06-07 18:00:00,BCHUSDT,SHORT,BOS,30m,accepted,111.55
2023-06-07 21:00:00,BCHUSDT,SHORT,BOS,30m,candidate,
2023-06-07 21:00:00,BCHUSDT,SHORT,BOS,30m,accepted,111.25
2023-06-07 21:00:00,ETHUSDT,SHORT,BOS,30m,candidate,
2023-06-07 21:00:00,ETHUSDT,SHORT,BOS,30m,accepted,1841.12
2023-06-07 22:00:00,BCHUSDT,SHORT,BOS,30m,candidate,
2023-06-07 22:00:00,BCHUSDT,SHORT,BOS,30m,accepted,109.95
2023-06-07 22:00:00,ETHUSDT,SHORT,BOS,30m,candidate,
2023-06-07 22:00:00,ETHUSDT,SHORT,BOS,30m,accepted,1821.39
2023-06-08 02:00:00,BCHUSDT,SHORT,BOS,30m,candidate,
2023-06-08 02:00:00,BCHUSDT,SHORT,BOS,30m,accepted,111.55
2023-06-08 02:00:00,BTCUSDT,SHORT,BOS,30m,candidate,
2023-06-08 02:00:00,BTCUSDT,SHORT,BOS,30m,accepted,26433.6
2023-06-08 03:00:00,BCHUSDT,SHORT,BOS,30m,candidate,
2023-06-08 03:00:00,BCHUSDT,SHORT,BOS,30m,accepted,111.3
2023-06-08 04:00:00,LTCUSDT,SHORT,BOS,30m,candidate,
2023-06-08 04:00:00,LTCUSDT,SHORT,BOS,30m,accepted,88.29
2023-06-08 17:00:00,LTCUSDT,SHORT,BOS,30m,candidate,
2023-06-08 17:00:00,LTCUSDT,SHORT,BOS,30m,accepted,88.21
2023-06-09 22:00:00,ADAUSDT,SHORT,BOS,30m,candidate,
2023-06-09 22:00:00,ADAUSDT,SHORT,BOS,30m,accepted,0.3015
2023-06-09 23:00:00,ADAUSDT,SHORT,BOS,30m,candidate,
2023-06-09 23:00:00,ADAUSDT,SHORT,BOS,30m,accepted,0.2972
2023-06-09 23:00:00,ATOMUSDT,SHORT,BOS,1h,candidate,
2023-06-10 00:00:00,ADAUSDT,SHORT,BOS,30m,candidate,
2023-06-10 00:00:00,ADAUSDT,SHORT,BOS,30m,accepted,0.2949
2023-06-10 00:00:00,SOLUSDT,SHORT,BOS,30m,candidate,
2023-06-10 01:00:00,ADAUSDT,SHORT,BOS,30m,candidate,
2023-06-10 01:00:00,ADAUSDT,SHORT,BOS,30m,accepted,0.2874
2023-06-10 01:00:00,OPUSDT,SHORT,BOS,1h,candidate,
2023-06-10 01:00:00,SOLUSDT,SHORT,BOS,30m,candidate,
2023-06-10 02:00:00,AXSUSDT,SHORT,BOS,1h,candidate,
2023-06-10 04:00:00,ARBUSDT,SHORT,BOS,30m,candidate,
2023-06-10 04:00:00,SUIUSDT,SHORT,BOS,30m,candidate,
2023-06-10 04:00:00,SUIUSDT,SHORT,BOS,30m,accepted,0.66598
2023-06-10 05:00:00,AAVEUSDT,SHORT,BOS,30m,candidate,
2023-06-10 05:00:00,AAVEUSDT,SHORT,BOS,30m,accepted,52.67
2023-06-10 05:00:00,ARBUSDT,SHORT,BOS,30m,candidate,
2023-06-10 05:00:00,AVAXUSDT,SHORT,BOS,30m,candidate,
2023-06-10 05:00:00,BCHUSDT,SHORT,BOS,30m,candidate,
2023-06-10 05:00:00,BCHUSDT,SHORT,BOS,30m,accepted,98.15
2023-06-10 05:00:00,BNBUSDT,SHORT,BOS,30m,candidate,
2023-06-10 05:00:00,BNBUSDT,SHORT,BOS,30m,accepted,237.6
2023-06-10 05:00:00,BTCUSDT,SHORT,BOS,30m,candidate,
2023-06-10 05:00:00,BTCUSDT,SHORT,BOS,30m,accepted,25755.4
2023-06-10 05:00:00,DOGEUSDT,SHORT,BOS,15m,candidate,
2023-06-10 05:00:00,ETHUSDT,SHORT,BOS,30m,candidate,
2023-06-10 05:00:00,ETHUSDT,SHORT,BOS,30m,accepted,1787.21
2023-06-10 05:00:00,LINKUSDT,SHORT,BOS,30m,candidate,
2023-06-10 05:00:00,LINKUSDT,SHORT,BOS,30m,accepted,5.133
2023-06-10 05:00:00,UNIUSDT,SHORT,BOS,1h,candidate,
2023-06-10 06:00:00,BTCUSDT,SHORT,BOS,30m,candidate,
2023-06-10 06:00:00,BTCUSDT,SHORT,BOS,30m,accepted,25515.5
2023-06-10 06:00:00,ETHUSDT,SHORT,BOS,30m,candidate,
2023-06-10 06:00:00,ETHUSDT,SHORT,BOS,30m,accepted,1750.76
2023-06-10 07:00:00,ETHUSDT,SHORT,BOS,30m,candidate,
2023-06-10 07:00:00,ETHUSDT,SHORT,BOS,30m,accepted,1743.71
2023-06-15 05:00:00,1000PEPEUSDT,SHORT,BOS,30m,candidate,
2023-06-15 05:00:00,1000PEPEUSDT,SHORT,BOS,30m,accepted,0.000877
2023-06-18 00:00:00,AVAXUSDT,SHORT,BOS,30m,candidate,
2023-06-19 17:00:00,BTCUSDT,LONG,BOS,30m,candidate,
2023-06-19 17:00:00,BTCUSDT,LONG,BOS,30m,accepted,26492.5
2023-06-21 00:00:00,BCHUSDT,LONG,BOS,30m,candidate,
2023-06-21 00:00:00,BCHUSDT,LONG,BOS,30m,accepted,109.95
2023-06-21 01:00:00,BCHUSDT,LONG,BOS,30m,candidate,
2023-06-21 01:00:00,BCHUSDT,LONG,BOS,30m,accepted,110.25
2023-06-21 02:00:00,BCHUSDT,LONG,BOS,30m,candidate,
2023-06-21 02:00:00,BCHUSDT,LONG,BOS,30m,accepted,111.15
2023-06-23 17:00:00,DOTUSDT,LONG,BOS,30m,candidate,
2023-06-23 17:00:00,DOTUSDT,LONG,BOS,30m,accepted,5.063
2023-06-23 17:00:00,LTCUSDT,LONG,BOS,30m,candidate,
2023-06-23 17:00:00,LTCUSDT,LONG,BOS,30m,accepted,89.72
2023-06-24 01:00:00,NEARUSDT,LONG,BOS,30m,candidate,
2023-06-24 01:00:00,NEARUSDT,LONG,BOS,30m,accepted,1.392
2023-06-24 03:00:00,BTCUSDT,LONG,BOS,30m,candidate,
2023-06-24 03:00:00,BTCUSDT,LONG,BOS,30m,accepted,30742.9
2023-06-24 11:00:00,LINKUSDT,LONG,BOS,30m,candidate,
2023-06-24 11:00:00,LINKUSDT,LONG,BOS,30m,accepted,6.134
2023-06-26 07:00:00,UNIUSDT,LONG,BOS,1h,candidate,
2023-06-26 13:00:00,LTCUSDT,LONG,BOS,30m,candidate,
2023-06-26 13:00:00,LTCUSDT,LONG,BOS,30m,accepted,88.57
2023-06-26 14:00:00,BCHUSDT,LONG,BOS,30m,candidate,
2023-06-26 14:00:00,BCHUSDT,LONG,BOS,30m,accepted,222.25
2023-06-27 12:00:00,ARBUSDT,LONG,BOS,30m,candidate,
2023-06-27 16:00:00,BCHUSDT,LONG,BOS,30m,candidate,
2023-06-27 16:00:00,BCHUSDT,LONG,BOS,30m,accepted,225.35
2023-06-27 19:00:00,BCHUSDT,LONG,BOS,30m,candidate,
2023-06-27 19:00:00,BCHUSDT,LONG,BOS,30m,accepted,230.75
2023-06-28 07:00:00,SUIUSDT,SHORT,BOS,30m,candidate,
2023-06-28 07:00:00,SUIUSDT,SHORT,BOS,30m,accepted,0.6934
2023-06-29 11:00:00,BCHUSDT,LONG,BOS,30m,candidate,
2023-06-29 11:00:00,BCHUSDT,LONG,BOS,30m,accepted,240.95
2023-06-30 02:00:00,LTCUSDT,LONG,BOS,30m,candidate,
2023-06-30 02:00:00,LTCUSDT,LONG,BOS,30m,accepted,85.72
2023-06-30 04:00:00,LTCUSDT,LONG,BOS,30m,candidate,
2023-06-30 04:00:00,LTCUSDT,LONG,BOS,30m,accepted,95.82
2023-06-30 06:00:00,LTCUSDT,LONG,BOS,30m,candidate,
2023-06-30 06:00:00,LTCUSDT,LONG,BOS,30m,accepted,94.36
2023-06-30 16:00:00,AAVEUSDT,LONG,BOS,30m,candidate,
2023-06-30 16:00:00,AAVEUSDT,LONG,BOS,30m,accepted,65.45
2023-07-01 01:00:00,XRPUSDT,SHORT,BOS,30m,candidate,
2023-07-02 10:00:00,BCHUSDT,LONG,BOS,30m,candidate,
2023-07-02 10:00:00,BCHUSDT,LONG,BOS,30m,accepted,302.2
2023-07-02 23:00:00,1000PEPEUSDT,LONG,BOS,30m,candidate,
2023-07-02 23:00:00,1000PEPEUSDT,LONG,BOS,30m,accepted,0.0015852
2023-07-03 05:00:00,1000PEPEUSDT,LONG,BOS,30m,candidate,
2023-07-03 05:00:00,1000PEPEUSDT,LONG,BOS,30m,accepted,0.00162
2023-07-03 05:00:00,ATOMUSDT,LONG,BOS,1h,candidate,
2023-07-05 00:00:00,SUIUSDT,SHORT,BOS,30m,candidate,
2023-07-05 00:00:00,SUIUSDT,SHORT,BOS,30m,accepted,0.68476
2023-07-05 05:00:00,AAVEUSDT,LONG,BOS,30m,candidate,
2023-07-05 05:00:00,AAVEUSDT,LONG,BOS,30m,accepted,77.92
2023-07-05 06:00:00,AAVEUSDT,LONG,BOS,30m,candidate,
2023-07-05 06:00:00,AAVEUSDT,LONG,BOS,30m,accepted,79.35
2023-07-05 11:00:00,HBARUSDT,SHORT,BOS,15m,candidate,
2023-07-06 06:00:00,BTCUSDT,LONG,BOS,30m,candidate,
2023-07-06 06:00:00,BTCUSDT,LONG,BOS,30m,accepted,30570.9
2023-07-06 08:00:00,BTCUSDT,LONG,BOS,30m,candidate,
2023-07-06 08:00:00,BTCUSDT,LONG,BOS,30m,accepted,30788.5
2023-07-06 09:00:00,AAVEUSDT,LONG,BOS,30m,candidate,
2023-07-06 09:00:00,AAVEUSDT,LONG,BOS,30m,accepted,77.74
2023-07-06 09:00:00,BTCUSDT,LONG,BOS,30m,candidate,
2023-07-06 09:00:00,BTCUSDT,LONG,BOS,30m,accepted,31321.1
2023-07-06 23:00:00,OPUSDT,SHORT,BOS,1h,candidate,
2023-07-07 08:00:00,HBARUSDT,SHORT,BOS,15m,candidate,
2023-07-07 09:00:00,UNIUSDT,LONG,BOS,1h,candidate,
2023-07-09 06:00:00,XRPUSDT,SHORT,BOS,30m,candidate,
2023-07-09 07:00:00,AXSUSDT,SHORT,BOS,1h,candidate,
2023-07-09 23:00:00,AXSUSDT,SHORT,BOS,1h,candidate,
2023-07-10 01:00:00,AXSUSDT,SHORT,BOS,1h,candidate,
2023-07-10 01:00:00,DOGEUSDT,SHORT,BOS,15m,candidate,
2023-07-10 18:00:00,AVAXUSDT,LONG,BOS,30m,candidate,
2023-07-10 19:00:00,AVAXUSDT,LONG,BOS,30m,candidate,
2023-07-10 20:00:00,AVAXUSDT,LONG,BOS,30m,candidate,
2023-07-11 01:00:00,SOLUSDT,LONG,BOS,30m,candidate,
2023-07-12 20:00:00,DOGEUSDT,SHORT,BOS,15m,candidate,
2023-07-13 15:00:00,AVAXUSDT,LONG,BOS,30m,candidate,
2023-07-13 15:00:00,DOTUSDT,LONG,BOS,30m,candidate,
2023-07-13 15:00:00,DOTUSDT,LONG,BOS,30m,accepted,5.224
2023-07-13 15:00:00,ETHUSDT,LONG,BOS,30m,candidate,
2023-07-13 15:00:00,ETHUSDT,LONG,BOS,30m,accepted,1881.39
2023-07-13 15:00:00,FILUSDT,LONG,BOS,15m,candidate,
2023-07-13 15:00:00,FILUSDT,LONG,BOS,15m,accepted,4.243
2023-07-13 15:00:00,LINKUSDT,LONG,BOS,30m,candidate,
2023-07-13 15:00:00,LINKUSDT,LONG,BOS,30m,accepted,6.415
2023-07-14 14:00:00,AAVEUSDT,LONG,BOS,30m,candidate,
2023-07-14 14:00:00,AAVEUSDT,LONG,BOS,30m,accepted,82.47
2023-07-14 21:00:00,AAVEUSDT,LONG,BOS,30m,candidate,
2023-07-14 21:00:00,AAVEUSDT,LONG,BOS,30m,accepted,79.11
2023-07-14 22:00:00,AAVEUSDT,LONG,BOS,30m,candidate,
2023-07-14 22:00:00,AAVEUSDT,LONG,BOS,30m,accepted,80.2
2023-07-14 23:00:00,AAVEUSDT,LONG,BOS,30m,candidate,
2023-07-14 23:00:00,AAVEUSDT,LONG,BOS,30m,accepted,79.84
2023-07-15 07:00:00,SOLUSDT,LONG,BOS,30m,candidate,
2023-07-15 08:00:00,OPUSDT,LONG,BOS,1h,candidate,
2023-07-16 15:00:00,XRPUSDT,LONG,BOS,30m,candidate,
2023-07-18 10:00:00,SUIUSDT,LONG,BOS,30m,candidate,
2023-07-18 10:00:00,SUIUSDT,LONG,BOS,30m,accepted,0.73259
2023-07-19 09:00:00,HBARUSDT,LONG,BOS,15m,candidate,
2023-07-20 08:00:00,OPUSDT,LONG,BOS,1h,candidate,
2023-07-20 12:00:00,LINKUSDT,LONG,BOS,30m,candidate,
2023-07-20 12:00:00,LINKUSDT,LONG,BOS,30m,accepted,8.323
2023-07-21 20:00:00,DOGEUSDT,LONG,BOS,15m,candidate,
2023-07-23 07:00:00,DOTUSDT,LONG,BOS,30m,candidate,
2023-07-23 07:00:00,DOTUSDT,LONG,BOS,30m,accepted,5.394
2023-07-23 17:00:00,DOTUSDT,LONG,BOS,30m,candidate,
2023-07-23 17:00:00,DOTUSDT,LONG,BOS,30m,accepted,5.405
2023-07-23 17:00:00,UNIUSDT,LONG,BOS,1h,candidate,
2023-07-23 18:00:00,UNIUSDT,LONG,BOS,1h,candidate,
2023-07-23 22:00:00,SUIUSDT,SHORT,BOS,30m,candidate,
2023-07-23 22:00:00,SUIUSDT,SHORT,BOS,30m,accepted,0.67412
2023-07-24 08:00:00,DOGEUSDT,LONG,BOS,15m,candidate,
2023-07-25 19:00:00,NEARUSDT,SHORT,BOS,30m,candidate,
2023-07-25 19:00:00,NEARUSDT,SHORT,BOS,30m,accepted,1.342
2023-07-26 01:00:00,ARBUSDT,SHORT,BOS,30m,candidate,
2023-07-26 10:00:00,1000PEPEUSDT,SHORT,BOS,30m,candidate,
2023-07-26 10:00:00,1000PEPEUSDT,SHORT,BOS,30m,accepted,0.0012327
2023-07-26 17:00:00,ATOMUSDT,SHORT,BOS,1h,candidate,
2023-07-27 14:00:00,BTCUSDT,SHORT,BOS,30m,candidate,
2023-07-27 14:00:00,BTCUSDT,SHORT,BOS,30m,accepted,29429.0
2023-07-27 18:00:00,BTCUSDT,SHORT,BOS,30m,candidate,
2023-07-27 18:00:00,BTCUSDT,SHORT,BOS,30m,accepted,29206.3
2023-07-27 18:00:00,NEARUSDT,SHORT,BOS,30m,candidate,
2023-07-27 18:00:00,NEARUSDT,SHORT,BOS,30m,accepted,1.365
2023-07-27 19:00:00,DOTUSDT,SHORT,BOS,30m,candidate,
2023-07-27 19:00:00,DOTUSDT,SHORT,BOS,30m,accepted,5.188
2023-07-27 22:00:00,LINKUSDT,LONG,BOS,30m,candidate,
2023-07-27 22:00:00,LINKUSDT,LONG,BOS,30m,accepted,7.936
2023-07-30 05:00:00,ADAUSDT,LONG,BOS,30m,candidate,
2023-07-30 05:00:00,ADAUSDT,LONG,BOS,30m,accepted,0.3159
2023-07-30 20:00:00,ATOMUSDT,SHORT,BOS,1h,candidate,
2023-07-31 14:00:00,1000PEPEUSDT,SHORT,BOS,30m,candidate,
2023-07-31 14:00:00,1000PEPEUSDT,SHORT,BOS,30m,accepted,0.0012764
2023-07-31 17:00:00,UNIUSDT,LONG,BOS,1h,candidate,
2023-07-31 20:00:00,APTUSDT,SHORT,BOS,30m,candidate,
2023-07-31 20:00:00,APTUSDT,SHORT,BOS,30m,accepted,6.988
2023-08-01 17:00:00,UNIUSDT,LONG,BOS,1h,candidate,
2023-08-01 18:00:00,UNIUSDT,LONG,BOS,1h,candidate,
2023-08-01 19:00:00,OPUSDT,LONG,BOS,1h,candidate,
2023-08-01 20:00:00,OPUSDT,LONG,BOS,1h,candidate,
