direction,entry,tp,sl,rr,regime,adx,atr,plus_di,minus_di,confidence,bos,fvg,liquidity_sweep,bos_strength,range,volume,fvg_size,signal_type,has_fvg,nearest_level,last_swing_low,last_swing_high,timestamp,confidence_threshold_used,entry_mode,candles_since_bos,ema_position,position_size,risk_amount,symbol,bars_alive,max_r,initial_risk,mfe_r,mae_r,max_r_reached,max_price_since_entry,min_price_since_entry,original_sl,exit_time,exit_price,pnl,exit_reason,exit_type,mtf_tf
SHORT,92.0,,89.43,0.3888048411497721,TREND,31.9542,2.0443,22.0475,28.9658,5.0,BEARISH_BOS,True,,,4.25,,,BOS,True,,,98.61,2025-03-10 14:00:00,1,zone,,BELOW,0.423596403371603,2.7999722262862954,LTCUSDT,19,1.0438729198184578,6.609999999999999,1.3373676248108932,0.30408472012102955,1.3373676248108932,94.01,83.16,98.61,2025-03-11 09:00:00,89.43,1.0886427566650168,stop_loss,trailing_stop,
SHORT,0.7409,0.7143,0.7586,1.5028248587570556,RANGE,18.1598,0.0177,17.029,18.7198,4.0,BULLISH_BOS,False,SWEEP_HIGH,,0.021499999999999964,,,SWEEP,False,0.7586,,,2025-03-12 01:00:00,1,,,,7.1629481283606955,2.5786613262098506,ADAUSDT,3,1.3954802259886998,0.01770000000000005,1.711864406779656,0.07909604519773746,1.711864406779656,0.7423,0.7106,0.7586,2025-03-12 04:00:00,0.7143,0.19053442021439418,take_profit,TP,
SHORT,83294.8,81604.87855000001,84421.4143,1.4999999999999936,RANGE,11.8354,1126.6143,20.2541,19.2961,3.0,,False,SWEEP_HIGH,,1030.5,,,SWEEP,False,84397.2143,,,2025-03-12 01:30:00,1,,,,0.002034541369726463,2.2921434010754225,BTCUSDT,3,1.3482875195175479,1126.614300000001,1.5062830287171025,0.0,1.5062830287171025,83294.8,81597.8,84421.4143,2025-03-12 04:00:00,81604.87855000001,3.438215101613119,take_profit,TP,15m
SHORT,0.1662,0.1593,0.1708,-1.0,RANGE,21.0851,0.0046,18.6871,13.0825,5.0,BULLISH_BOS,False,SWEEP_HIGH,,0.0024000000000000132,,,SWEEP,False,0.1708,,,2025-03-11 20:00:00,1,,,,7.1629481283606955,2.865179251344278,DOGEUSDT,16,1.2391304347825993,0.004600000000000021,1.46304347826086,1.721739130434777,1.46304347826086,0.17412,0.15947,0.1708,2025-03-12 12:00:00,0.1708,-0.03294956139045935,stop_loss,SL,
SHORT,0.2024,0.1932,0.2086,-1.0,RANGE,20.7174,0.0061,21.8008,20.0907,3.0,,False,SWEEP_HIGH,,0.007760000000000017,,,SWEEP,False,0.2086,,,2025-03-12 01:00:00,1,,,,7.1629481283606955,2.2921434010754225,HBARUSDT,11,0.6822580645161253,0.006200000000000011,1.0193548387096742,2.0499999999999963,1.0193548387096742,0.21511,0.19608,0.2086,2025-03-12 12:00:00,0.2086,-0.04441027839583639,stop_loss,SL,
SHORT,2.547,2.4676,2.5999,1.5009451795841313,RANGE,11.2027,0.0529,36.3023,22.5371,3.0,BULLISH_BOS,False,SWEEP_HIGH,,0.09299999999999997,,,SWEEP,False,2.5999,,,2025-03-12 12:00:00,1,,,,7.3405176124627545,2.3489656359880815,NEARUSDT,1,1.4744801512287466,0.052899999999999725,1.7391304347826193,0.1512287334593582,1.7391304347826193,2.555,2.455,2.5999,2025-03-12 13:00:00,2.4676,0.5828370984295437,take_profit,TP,
SHORT,0.8709,0.8424,0.8899,1.4999999999999971,RANGE,16.0146,0.019,32.8942,21.7162,4.0,BULLISH_BOS,False,SWEEP_HIGH,,0.032399999999999984,,,SWEEP,False,0.8899,,,2025-03-12 12:00:00,1,,,,7.3405176124627545,2.642586340486592,OPUSDT,2,2.39473684210526,0.019000000000000017,2.536842105263157,0.12105263157894562,2.536842105263157,0.8732,0.8227,0.8899,2025-03-12 14:00:00,0.8424,0.20920475195518828,take_profit,TP,
SHORT,18.616,18.04135,18.9991,1.5,RANGE,16.1788,0.3831,37.733,11.5585,5.0,BULLISH_BOS,False,SWEEP_HIGH,,0.5559999999999974,,,SWEEP,False,18.7821,,,2025-03-12 13:30:00,1,,,,7.369659467384231,2.9478637869536928,AVAXUSDT,1,1.9577133907595985,0.3830999999999989,2.049073348995047,0.0,2.049073348995047,18.616,17.831,18.9991,2025-03-12 14:00:00,18.04135,4.234974812932336,take_profit,TP,15m
LONG,359.5,,349.4,-0.3713235294117657,TREND,39.4804,6.9214,42.9309,11.0423,4.5,BULLISH_BOS,False,SWEEP_HIGH,,3.7999999999999545,,,BOS,False,,332.3,,2025-03-12 22:00:00,1,zone,,ABOVE,0.1060628679903997,2.8849100093388707,BCHUSDT,4,0.0,27.19999999999999,0.018382352941176478,0.4779411764705884,0.018382352941176478,360.0,346.5,332.3,2025-03-13 02:00:00,349.4,-1.0712349667030394,stop_loss,trailing_stop,
SHORT,2.654,2.5805,2.703,-1.0,RANGE,12.8909,0.049,20.6997,18.6589,3.0,,False,SWEEP_HIGH,,0.07199999999999962,,,SWEEP,False,2.703,,,2025-03-14 02:00:00,1,,,,7.538306697293456,2.412258143133906,NEARUSDT,6,0.6734693877551013,0.04899999999999993,0.8775510204081585,1.2040816326530661,0.8775510204081585,2.713,2.611,2.703,2025-03-14 08:00:00,2.703,-0.36937702816737883,stop_loss,SL,
SHORT,2.83,2.7847,2.8602,-1.0,RANGE,18.5678,0.0302,38.0615,5.6738,3.0,BULLISH_BOS,False,SWEEP_HIGH,,0.051000000000000156,,,SWEEP,False,2.8572,,,2025-03-14 08:30:00,1,,,,7.519837845885087,2.406348110683228,FILUSDT,5,0.0,0.030199999999999783,0.46357615894040843,1.0264900662251775,0.46357615894040843,2.861,2.816,2.8602,2025-03-14 13:00:00,2.8602,-0.227099102945728,stop_loss,SL,15m
SHORT,6.174,5.9888,6.2975,-1.0,RANGE,17.534,0.0582,21.4724,10.6748,3.0,BULLISH_BOS,False,SWEEP_HIGH,,0.052999999999999936,,,SWEEP,False,6.2975,,,2025-03-15 17:00:00,1,,,,7.508482890737802,2.4027145250360964,UNIUSDT,5,0.29959514170041157,0.12349999999999994,0.5263157894736876,1.174089068825908,0.5263157894736876,6.319,6.109,6.2975,2025-03-15 22:00:00,6.2975,-0.9272976370061181,stop_loss,SL,
LONG,0.1773,,0.17429,-0.49344262295082,TREND,38.9176,0.0018,26.8379,9.3281,4.0,BULLISH_BOS,True,,,0.0030000000000000027,,,BOS,True,,0.1712,,2025-03-15 13:00:00,1,zone,,ABOVE,7.508482890737802,2.703053840665609,DOGEUSDT,12,0.0,0.006100000000000022,0.07704918032786828,0.5885245901639339,0.07704918032786828,0.17777,0.17371,0.1712,2025-03-16 01:00:00,0.17429,-0.022600533501120876,stop_loss,trailing_stop,
LONG,19.565,,18.951,-1.0,TREND,33.3627,0.2889,37.2064,13.2015,3.5,BULLISH_BOS,False,,,0.5670000000000002,,,BOS,False,,18.951,,2025-03-16 03:30:00,1,zone,,ABOVE,4.13149171653457,2.536735913952229,AVAXUSDT,7,0.21335504885993495,0.6140000000000008,0.4495114006514649,1.330618892508142,0.4495114006514649,19.841,18.748,18.951,2025-03-16 10:00:00,18.951,-2.536735913952229,stop_loss,SL,15m
SHORT,5.337,5.1769,5.4437,1.500468603561386,RANGE,21.5279,0.0579,24.7842,12.7004,4.0,BULLISH_BOS,False,SWEEP_HIGH,,0.11099999999999977,,,SWEEP,False,5.4437,,,2025-03-15 08:00:00,1,,,,7.508482890737802,2.703053840665609,APTUSDT,27,1.5932521087160254,0.10670000000000002,1.7244611059044062,0.9278350515463935,1.7244611059044062,5.436,5.153,5.4437,2025-03-16 11:00:00,5.1769,1.2021081108071214,take_profit,TP,
SHORT,92.41,,90.32999999999998,2.0,TREND,36.4601,0.8007,12.4888,18.1088,3.5,BEARISH_BOS,False,,,0.8000000000000114,,,BOS,False,,,93.45,2025-03-15 23:00:00,1,zone,,ABOVE,2.43953857982859,2.5371201230217486,LTCUSDT,17,3.6538461538461293,1.0400000000000063,4.048076923076893,0.20192307692308337,4.048076923076893,92.62,88.2,93.45,2025-03-16 16:00:00,90.32999999999998,5.074240246043497,stop_loss,trailing_stop,
SHORT,82479.2,,84380.0,-1.0,TREND,39.2979,359.2857,5.4215,53.8608,5.0,BEARISH_BOS,True,,,1358.0999999999913,,,BOS,True,,,84380.0,2025-03-16 11:30:00,1,zone,,BELOW,0.0015560304276210377,2.957702636822073,BTCUSDT,5,0.0,1900.800000000003,0.07428451178451013,1.397727272727272,0.07428451178451013,85136.0,82338.0,84380.0,2025-03-16 16:00:00,84380.0,-2.957702636822073,stop_loss,SL,15m
SHORT,2.494,,2.577,-0.6859504132231383,TREND,38.5677,0.0461,12.2481,33.7984,3.5,,False,SWEEP_LOW,,0.03299999999999992,,,BOS,False,,,2.615,2025-03-16 22:00:00,1,momentum,9.0,BELOW,7.5000834725162555,2.550028380655527,NEARUSDT,11,0.0,0.121,0.09917355371900835,0.7851239669421467,0.09917355371900835,2.589,2.482,2.615,2025-03-17 09:00:00,2.577,-0.6225069282188472,stop_loss,trailing_stop,
SHORT,18.29,,18.73,-0.5751633986928117,TREND,38.6791,0.3245,12.3927,37.2001,3.5,BEARISH_BOS,False,,,0.22199999999999775,,,BOS,False,,,19.055,2025-03-16 22:30:00,1,zone,,BELOW,3.333370432229444,2.550028380655527,AVAXUSDT,14,0.06535947712418388,0.7650000000000006,0.24705882352941166,0.6797385620915022,0.24705882352941166,18.81,18.101,19.055,2025-03-17 12:00:00,18.73,-1.4666829901809597,stop_loss,trailing_stop,15m
SHORT,82389.9,,83749.3,-0.4950293143002825,TREND,38.9091,772.6429,20.857,34.4523,5.0,BEARISH_BOS,True,,,760.2000000000116,,,BOS,True,,,85136.0,2025-03-16 22:30:00,1,zone,,BELOW,0.0010924705542429247,3.000033389006502,BTCUSDT,14,0.0,2746.100000000006,0.16587159972324353,0.5862860056079519,0.16587159972324353,83999.9,81934.4,85136.0,2025-03-17 12:00:00,83749.3,-1.4851044714378414,stop_loss,trailing_stop,15m
SHORT,0.1743,0.1709,0.1765,1.545454545454566,RANGE,19.4989,0.0022,17.7522,18.8378,4.0,BULLISH_BOS,False,SWEEP_HIGH,,0.003379999999999994,,,SWEEP,False,0.1765,,,2025-03-17 17:00:00,1,,,,7.321368753024372,2.635692751088774,DOGEUSDT,7,1.5136363636363774,0.0021999999999999797,1.8090909090909308,0.8454545454545535,1.8090909090909308,0.17616,0.17032,0.1765,2025-03-18 00:00:00,0.1709,0.02489265376028297,take_profit,TP,
SHORT,129.74,127.2939,131.3707,1.500030661679052,RANGE,19.972,1.6307,16.9952,23.4341,3.0,,False,SWEEP_HIGH,,2.369999999999976,,,SWEEP,False,131.3707,,,2025-03-17 18:00:00,1,,,,1.4367069362652929,2.342838000967799,SOLUSDT,6,2.005273808793788,1.6306999999999903,2.281228920095686,0.5151162077635423,2.281228920095686,130.58,126.02,131.3707,2025-03-18 00:00:00,127.2939,3.5143288367985552,take_profit,TP,
LONG,2.955,,2.933,-0.27160493827160803,TREND,35.5556,0.0305,26.4637,8.1967,3.5,BULLISH_BOS,False,,,0.04499999999999993,,,BOS,False,,2.874,,2025-03-17 15:30:00,1,zone,,ABOVE,7.321368753024372,2.489265376028287,FILUSDT,15,1.2345679012345696,0.08099999999999996,1.5432098765432105,0.5185185185185219,1.5432098765432105,3.08,2.913,2.874,2025-03-18 06:00:00,2.933,-0.16107011256653797,stop_loss,trailing_stop,15m
SHORT,0.7003,,0.6977,0.08783783783783954,TREND,31.8019,0.0073,6.6148,28.7938,3.5,BEARISH_BOS,False,,,0.012299999999999978,,,BOS,False,,,0.7299,2025-03-18 06:00:00,1,zone,,BELOW,7.490276321923988,2.546693949454156,ADAUSDT,16,0.5135135135135139,0.02959999999999996,0.6621621621621652,0.4256756756756744,0.6621621621621652,0.7129,0.6807,0.7299,2025-03-18 22:00:00,0.6977,0.019474718437002717,stop_loss,trailing_stop,
SHORT,89.15,,88.69,0.08646616541353544,TREND,34.7662,0.9621,5.8649,36.2287,3.5,BEARISH_BOS,False,,,1.1700000000000017,,,BOS,False,,,94.47,2025-03-18 06:00:00,1,zone,,BELOW,0.47870187019815025,2.546693949454156,LTCUSDT,16,0.3195488721804521,5.319999999999993,0.4003759398496264,0.19360902255639145,0.4003759398496264,90.18,87.02,94.47,2025-03-18 22:00:00,88.69,0.22020286029115294,stop_loss,trailing_stop,
SHORT,124.05,,125.88,-0.2802450229709026,TREND,31.2305,1.6371,11.911,34.2932,3.5,BEARISH_BOS,False,,,1.6699999999999875,,,BOS,False,,,130.58,2025-03-18 03:00:00,1,zone,,BELOW,0.39041839837178877,2.5494321413677867,SOLUSDT,21,0.2741194486983136,6.530000000000015,0.38131699846860473,0.32771822358346026,0.38131699846860473,126.19,121.56,130.58,2025-03-19 00:00:00,125.88,-0.7144656690203728,stop_loss,trailing_stop,
LONG,14.03,,14.229999999999999,1.0,TREND,37.5604,0.1726,30.0497,7.1606,4.5,BULLISH_BOS,False,SWEEP_HIGH,,0.2480000000000011,,,BOS,False,,13.83,,2025-03-19 08:30:00,1,zone,,ABOVE,7.466536917409377,2.837284028615563,LINKUSDT,10,2.88500000000001,0.1999999999999993,3.2350000000000128,0.2449999999999983,3.2350000000000128,14.677,13.981,13.83,2025-03-19 18:00:00,14.229999999999999,1.4933073834818702,stop_loss,trailing_stop,15m
LONG,3.399,,3.415,0.09523809523809523,TREND,36.2529,0.0371,25.7692,19.0385,4.5,BULLISH_BOS,False,SWEEP_HIGH,,0.029999999999999805,,,BOS,False,,3.231,,2025-03-19 02:00:00,1,zone,,ABOVE,7.466536917409377,2.837284028615563,AXSUSDT,26,0.5,0.16800000000000015,0.63690476190476,0.20238095238095105,0.63690476190476,3.506,3.365,3.231,2025-03-20 04:00:00,3.415,0.11946459067855014,stop_loss,trailing_stop,
LONG,174.88,,176.7,0.34535104364326363,TREND,39.8773,2.1236,33.4006,9.1826,3.5,BULLISH_BOS,False,,,3.9799999999999898,,,BOS,False,,169.61,,2025-03-19 10:00:00,1,zone,,ABOVE,0.48171205918770343,2.5386225519191883,AAVEUSDT,19,1.4193548387096857,5.269999999999982,1.82163187855788,0.0,1.82163187855788,184.48,174.88,169.61,2025-03-20 05:00:00,176.7,0.876715947721617,stop_loss,trailing_stop,
SHORT,173.88,,178.75,-1.0,TREND,33.1103,2.3329,13.4415,30.4348,3.5,BEARISH_BOS,False,,,4.360000000000014,,,BOS,False,,,178.75,2025-03-20 10:00:00,1,zone,,BELOW,0.5299679356450062,2.5809438465911825,AAVEUSDT,4,0.0,4.8700000000000045,0.0903490759753588,1.0985626283367536,0.0903490759753588,179.23,173.44,178.75,2025-03-20 14:00:00,178.75,-2.5809438465911825,stop_loss,SL,
LONG,3.066,,2.998,-0.9444444444444441,TREND,34.4307,0.0305,27.4005,16.6276,4.0,,True,,,0.040000000000000036,,,BOS,True,,2.994,,2025-03-20 08:00:00,1,momentum,8.0,ABOVE,7.591011313503478,2.732764072861252,FILUSDT,8,0.0138888888888936,0.07199999999999962,0.16666666666666768,1.319444444444448,0.16666666666666768,3.078,2.971,2.994,2025-03-20 16:00:00,2.998,-0.5161887693182337,stop_loss,trailing_stop,15m
SHORT,172.17,,179.23,-1.0,TREND,31.3728,2.4386,15.6708,29.6719,5.0,BEARISH_BOS,True,,,3.719999999999999,,,BOS,True,,,179.23,2025-03-20 16:00:00,1,zone,,BELOW,0.4213118800401135,2.9744618730832024,AAVEUSDT,8,0.0,7.060000000000002,0.03541076487252123,1.3626062322946177,0.03541076487252123,181.79,171.92,179.23,2025-03-21 00:00:00,179.23,-2.9744618730832024,stop_loss,SL,
SHORT,0.167,,0.17005,-0.42361111111111166,TREND,30.444,0.0021,10.7991,36.4427,5.0,BEARISH_BOS,True,,,0.003909999999999997,,,BOS,True,,,0.1742,2025-03-20 16:00:00,1,zone,,BELOW,7.436154682708007,2.9744618730832024,DOGEUSDT,8,0.0,0.007199999999999984,0.0,0.49166666666666603,0.0,0.17054,0.167,0.1742,2025-03-21 00:00:00,0.17005,-0.022680271782259398,stop_loss,trailing_stop,
SHORT,83862.5,,84313.5,-0.17177680441820606,TREND,30.5876,693.5571,15.5328,33.4075,5.0,BEARISH_BOS,True,,,1277.300000000003,,,BOS,True,,,86488.0,2025-03-20 16:30:00,1,zone,,BELOW,0.0011329125397384126,2.9744618730832024,BTCUSDT,20,0.16671110264711372,2625.5,0.20167587126261666,0.35707484288706914,0.20167587126261666,84800.0,83333.0,86488.0,2025-03-21 12:00:00,84313.5,-0.5109435554220241,stop_loss,trailing_stop,15m
SHORT,0.187,,0.18503,0.4477272727272739,TREND,31.7528,0.002,11.053,30.6834,5.0,BEARISH_BOS,True,,,0.0025600000000000067,,,BOS,True,,,0.1914,2025-03-21 03:00:00,1,zone,,BELOW,7.286297575464733,2.9145190301858928,HBARUSDT,14,1.0,0.004399999999999987,1.1568181818181877,0.2340909090909105,1.1568181818181877,0.18803,0.18191,0.1914,2025-03-21 17:00:00,0.18503,0.014354006223665521,stop_loss,trailing_stop,
SHORT,336.3,,325.7,0.9380530973451338,TREND,31.5461,3.5786,13.3733,32.7345,3.5,BEARISH_BOS,False,,,7.300000000000011,,,BOS,False,,,347.6,2025-03-20 15:00:00,1,zone,,BELOW,0.22451927444240086,2.5370678011991323,BCHUSDT,39,1.1858407079646036,11.300000000000011,1.460176991150441,0.03539823008849353,1.460176991150441,336.7,319.8,347.6,2025-03-22 06:00:00,325.7,2.3799043090894543,stop_loss,trailing_stop,
LONG,181.61,,179.62,-0.4354485776805251,TREND,36.4568,2.0586,30.9854,5.5864,3.5,BULLISH_BOS,False,,,1.1899999999999977,,,BOS,False,,177.04,,2025-03-22 04:00:00,1,zone,,ABOVE,0.5402405149500275,2.468899153321637,AAVEUSDT,10,0.16192560175054205,4.570000000000022,0.4420131291028386,0.5142231947483614,0.4420131291028386,183.63,179.26,177.04,2025-03-22 14:00:00,179.62,-1.0750786247505595,stop_loss,trailing_stop,
LONG,6.731,6.8041,6.6823,1.5010266940451722,RANGE,12.6896,0.0487,22.1408,32.6979,2.0,,False,SWEEP_LOW,,0.051000000000000156,,,SWEEP,False,6.6823,,,2025-03-22 23:00:00,1,,,,7.326709382221761,2.051478627022093,UNIUSDT,3,1.7659137577002046,0.04870000000000019,1.8685831622176559,0.2669404517453768,1.8685831622176559,6.822,6.718,6.6823,2025-03-23 02:00:00,6.8041,0.535582455840412,take_profit,TP,
SHORT,0.1696,0.168,0.1706,-1.0,RANGE,13.9376,0.0011,26.8707,22.381,4.0,BULLISH_BOS,False,SWEEP_HIGH,,0.0019699999999999995,,,SWEEP,False,0.1706,,,2025-03-23 06:00:00,1,,,,7.353488505013781,2.647255861804961,DOGEUSDT,3,0.12999999999999112,0.0010000000000000009,0.4000000000000111,1.370000000000009,0.4000000000000111,0.17097,0.1692,0.1706,2025-03-23 09:00:00,0.1706,-0.007353488505013787,stop_loss,SL,
LONG,3.362,,3.391,0.4531249999999983,TREND,33.9406,0.0266,24.1287,13.1367,4.0,BULLISH_BOS,True,,,0.020000000000000018,,,BOS,True,,3.298,,2025-03-22 04:00:00,1,zone,,BELOW,7.261468098004816,2.6141285152817337,AXSUSDT,30,1.1875,0.06400000000000006,1.296874999999995,0.10937500000000173,1.296874999999995,3.445,3.355,3.298,2025-03-23 10:00:00,3.391,0.21058257484213905,stop_loss,trailing_stop,
LONG,6.753,6.8344,6.6987,-1.0,RANGE,16.8371,0.0543,13.6842,24.2105,4.0,,False,SWEEP_LOW,,0.10599999999999987,,,SWEEP,False,6.6987,,,2025-03-23 13:00:00,1,,,,7.363649959330637,2.6509139853590296,UNIUSDT,1,0.0,0.05430000000000046,0.23941068139962782,1.712707182320427,0.23941068139962782,6.766,6.66,6.6987,2025-03-23 14:00:00,6.6987,-0.39984619279165695,stop_loss,SL,
LONG,4.4067,4.4562,4.3736999999999995,1.4999999999999865,RANGE,22.1353,0.033,24.2811,21.9676,4.0,BEARISH_BOS,False,SWEEP_LOW,,0.058399999999999785,,,SWEEP,False,4.3765,,,2025-03-23 17:30:00,1,,,,7.343657649691053,2.6437167538887794,DOTUSDT,2,1.8060606060606026,0.03300000000000036,1.8060606060606026,0.2969696969697014,1.8060606060606026,4.4663,4.3969,4.3736999999999995,2025-03-23 19:00:00,4.4562,0.3635110536597079,take_profit,TP,15m
LONG,2.981,3.0134,2.9594,1.5000000000000102,RANGE,16.3005,0.0216,15.2318,19.2053,4.0,BEARISH_BOS,False,SWEEP_LOW,,0.03200000000000003,,,SWEEP,False,2.9614,,,2025-03-23 16:30:00,1,,,,7.343657649691053,2.6437167538887794,FILUSDT,6,1.1574074074074119,0.02159999999999984,1.620370370370389,0.8333333333333299,1.620370370370389,3.016,2.963,2.9594,2025-03-23 22:00:00,3.0134,0.23793450784999,take_profit,TP,15m
LONG,619.3,623.43565,616.5428999999999,1.5,RANGE,17.2297,2.7571,16.8394,25.9067,4.0,,False,SWEEP_LOW,,3.7999999999999545,,,SWEEP,False,617.8429,,,2025-03-24 02:30:00,1,,,,0.9628025004518946,2.654542773995954,BNBUSDT,1,1.2694497841935197,2.7571000000000367,2.466359580718863,0.0,2.466359580718863,626.1,619.3,616.5428999999999,2025-03-24 03:00:00,623.43565,3.981814160993931,take_profit,TP,15m
LONG,14.276,14.5313,14.1058,1.5000000000000053,RANGE,17.0872,0.1702,14.6454,20.8141,4.0,,False,SWEEP_LOW,,0.20700000000000074,,,SWEEP,False,14.1588,,,2025-03-24 02:30:00,1,,,,7.373729927766539,2.654542773995954,LINKUSDT,1,2.232667450058766,0.17019999999999946,2.491186839012931,0.0,2.491186839012931,14.7,14.276,14.1058,2025-03-24 03:00:00,14.5313,1.882513250558798,take_profit,TP,15m
LONG,0.1725,,0.18249999999999988,4.0,TREND,37.1108,0.0013,19.9339,13.6564,3.5,BULLISH_BOS,False,,,0.0015199999999999936,,,BOS,False,,0.17,,2025-03-23 23:00:00,1,zone,,ABOVE,7.373729927766539,2.507068175440623,DOGEUSDT,19,5.780000000000066,0.0024999999999999745,6.140000000000064,0.7760000000000068,6.140000000000064,0.18785,0.17056,0.17,2025-03-24 18:00:00,0.18249999999999988,0.07373729927766463,stop_loss,trailing_stop,
LONG,134.68,,141.17,1.4139433551198204,TREND,37.265,1.2314,30.1624,19.0835,5.0,BULLISH_BOS,True,,,3.019999999999982,,,BOS,True,,130.09,,2025-03-24 00:00:00,1,zone,,ABOVE,0.6425908433783472,2.9494919711066157,SOLUSDT,22,2.122004357298469,4.590000000000003,2.226579520697166,0.4095860566448789,2.226579520697166,144.9,132.8,130.09,2025-03-24 22:00:00,141.17,4.170414573525461,stop_loss,trailing_stop,
LONG,5.817,,5.915,0.4666666666666661,TREND,30.0689,0.0632,33.8983,16.1582,5.0,BULLISH_BOS,True,,,0.07000000000000028,,,BOS,True,,5.607,,2025-03-24 05:00:00,1,zone,,ABOVE,7.666946298344175,3.06677851933767,APTUSDT,33,1.019047619047617,0.20999999999999996,1.3476190476190453,0.214285714285714,1.3476190476190453,6.1,5.772,5.607,2025-03-25 14:00:00,5.915,0.7513607372377281,stop_loss,trailing_stop,
LONG,3.035,,3.012,-0.188524590163935,TREND,33.6464,0.0339,27.1579,2.1053,3.5,BULLISH_BOS,False,,,0.04599999999999982,,,BOS,False,,2.913,,2025-03-25 17:00:00,1,zone,,ABOVE,7.916721928846217,2.691685455807714,NEARUSDT,10,0.22950819672131106,0.12200000000000033,0.3196721311475377,0.22131147540983656,0.3196721311475377,3.074,3.008,2.913,2025-03-26 03:00:00,3.012,-0.18208460436346402,stop_loss,trailing_stop,
LONG,3.587,,3.513,-1.0,TREND,39.6949,0.0349,36.4754,13.9344,4.0,,True,,,0.04800000000000004,,,BOS,True,,3.513,,2025-03-26 06:00:00,1,momentum,9.0,ABOVE,7.9076176986280435,2.846742371506096,AXSUSDT,7,0.5945945945945869,0.07400000000000029,0.8378378378378323,1.2702702702702695,0.8378378378378323,3.649,3.493,3.513,2025-03-26 13:00:00,3.513,-0.5851637096984775,stop_loss,SL,
LONG,95.13,,93.2,-0.919047619047618,TREND,37.256,0.8979,27.2076,6.5235,5.0,BULLISH_BOS,True,,,1.2199999999999989,,,BOS,True,,93.03,,2025-03-26 00:00:00,1,zone,,ABOVE,1.50794703406595,3.1666887715384866,LTCUSDT,14,0.45238095238095494,2.0999999999999943,0.6285714285714338,1.1809523809523792,0.6285714285714338,96.45,92.65,93.03,2025-03-26 14:00:00,93.2,-2.9103377757472724,stop_loss,trailing_stop,
LONG,2.424,2.4967499999999996,2.3755,-1.0,RANGE,19.0717,0.0236,20.5571,24.7956,3.0,,False,SWEEP_LOW,,0.016199999999999992,,,SWEEP,False,2.3755,,,2025-03-25 02:45:00,1,,,,7.8791538919843305,2.521329245434986,XRPUSDT,40,0.8989690721649545,0.048499999999999766,1.1525773195876403,1.1876288659793846,1.1525773195876403,2.4799,2.3664,2.3755,2025-03-26 18:00:00,2.3755,-0.3821389637612382,stop_loss,SL,15m
SHORT,2.3771,,2.3553,0.22923238696109177,TREND,34.4171,0.02,8.8046,36.1489,5.0,BEARISH_BOS,True,,,0.0253000000000001,,,BOS,True,,,2.4722,2025-03-26 18:30:00,1,zone,,BELOW,7.713735676167693,3.085494270467077,XRPUSDT,27,0.5941114616193459,0.09509999999999996,0.8044164037854871,0.11987381703470117,0.8044164037854871,2.3885,2.3006,2.4722,2025-03-27 21:00:00,2.3553,0.16815943774045433,stop_loss,trailing_stop,15m
SHORT,3.026,,3.035,-0.04945054945055122,TREND,31.362,0.0402,8.7034,42.8064,5.0,BEARISH_BOS,True,,,0.0389999999999997,,,BOS,True,,,3.208,2025-03-26 22:45:00,1,zone,,BELOW,7.713735676167693,3.085494270467077,FILUSDT,23,0.20879120879120733,0.18200000000000038,0.3901098901098878,0.4505494505494512,0.3901098901098878,3.108,2.955,3.208,2025-03-27 21:00:00,3.035,-0.06942362108551187,stop_loss,trailing_stop,15m
SHORT,322.7,,326.6,-0.2307692307692323,TREND,33.2411,3.75,4.7619,27.619,3.5,BEARISH_BOS,False,,,4.199999999999989,,,BOS,False,,,339.6,2025-03-27 16:00:00,1,zone,,BELOW,0.15518758165071067,2.6226701298970156,BCHUSDT,10,0.07692307692307744,16.900000000000034,0.12426035502958353,0.3076923076923064,0.12426035502958353,327.9,320.6,339.6,2025-03-28 02:00:00,326.6,-0.6052315684377769,stop_loss,trailing_stop,
SHORT,0.8431,,0.8338,0.13517441860465063,TREND,30.2565,0.0121,7.2104,46.4539,3.5,BEARISH_BOS,False,,,0.010800000000000032,,,BOS,False,,,0.9119,2025-03-28 09:00:00,1,zone,,BELOW,7.688410888578551,2.6140597021167076,OPUSDT,13,0.3037790697674403,0.06880000000000008,0.347383720930231,0.050872093023256605,0.347383720930231,0.8466,0.8192,0.9119,2025-03-28 22:00:00,0.8338,0.07150222126378034,stop_loss,trailing_stop,
SHORT,91.05,,86.97,1.7586206896551662,TREND,39.3391,0.8814,9.0762,31.9287,5.0,BEARISH_BOS,True,,,2.0799999999999983,,,BOS,True,,,93.37,2025-03-28 04:00:00,1,zone,,BELOW,1.325588084237677,3.0753643554314203,LTCUSDT,34,2.323275862068958,2.3200000000000074,2.6939655172413706,0.008620689655170672,2.6939655172413706,91.07,84.8,93.37,2025-03-29 14:00:00,86.97,5.40839938368972,stop_loss,trailing_stop,
SHORT,2.3061,,2.135,3.234404536861994,TREND,34.6609,0.0255,9.7506,34.7156,3.5,BEARISH_BOS,False,,,0.055400000000000116,,,BOS,False,,,2.359,2025-03-28 04:15:00,1,zone,,BELOW,7.688410888578551,2.6140597021167076,XRPUSDT,43,4.432892249527391,0.05290000000000017,4.665406427221155,0.0,4.665406427221155,2.3061,2.0593,2.359,2025-03-29 23:00:00,2.135,1.3154871030357904,stop_loss,trailing_stop,15m
