direction,entry,tp,sl,rr,regime,adx,atr,plus_di,minus_di,confidence,signal_type,has_fvg,timestamp,position_size,risk_amount,symbol,bars_alive,max_r,initial_risk,exit_time,exit_price,pnl,exit_reason,ema_position
LONG,4799.0,,4794.35,,TREND,36.396,79.9193,57.2211,10.6947,4,BOS,True,2025-08-22 17:00:00,0.0014306525895612318,0.8480050159365242,ETHUSDT,8,0.09029253973074275,592.7399999999998,2025-08-23 01:00:00,4794.35,-0.006652534541459207,stop_loss,ABOVE
LONG,320.42,,345.77,,TREND,32.578,5.9571,41.9185,14.1847,4,BOS,True,2025-08-22 14:00:00,0.060251834156966035,1.597276123501169,AAVEUSDT,17,1.2485854394568079,26.50999999999999,2025-08-23 07:00:00,345.77,1.527383995879087,stop_loss,ABOVE
LONG,894.7,,885.3,,TREND,34.2898,8.2857,46.6379,9.6552,4,BOS,True,2025-08-22 17:00:00,0.023198790419138894,1.224896134130535,BNBUSDT,23,0.1136363636363635,52.80000000000007,2025-08-23 16:00:00,885.3,-0.21806862993990772,stop_loss,ABOVE
LONG,2.669,,2.659,,TREND,30.7023,0.0459,46.1059,13.0841,4,BOS,True,2025-08-22 17:00:00,3.662480135274023,1.1024065207174816,NEARUSDT,23,0.11960132890365453,0.30100000000000016,2025-08-23 16:00:00,2.659,-0.03662480135274108,stop_loss,ABOVE
LONG,0.8223,,0.8036,,TREND,31.9245,0.0103,41.8459,5.3435,4,BOS,True,2025-08-23 19:00:00,35.410375236845425,1.6005489607054137,OPUSDT,6,0.0,0.04520000000000002,2025-08-24 01:00:00,0.8036,-0.6621740169290112,stop_loss,ABOVE
LONG,26.64,,25.711,,TREND,35.9583,0.375,38.4381,13.619,4,BOS,True,2025-08-23 13:00:00,0.8588557291442748,1.2324579713220363,AVAXUSDT,16,0.0,1.4350000000000023,2025-08-24 05:00:00,25.711,-0.797876972375033,stop_loss,ABOVE
LONG,26.389,,25.484,,TREND,37.3322,0.2695,29.8701,17.9698,3,BOS,True,2025-08-24 18:00:00,1.1443472547043647,1.0356342655074473,LINKUSDT,1,0.0,0.9049999999999976,2025-08-24 19:00:00,25.484,-1.0356342655074473,stop_loss,ABOVE
LONG,211.39,,203.4,,TREND,30.8017,2.3786,30.2102,19.5195,5,BOS,True,2025-08-24 18:00:00,0.1378646137949387,1.1015382642215574,SOLUSDT,1,0.0,7.989999999999981,2025-08-24 19:00:00,203.4,-1.1015382642215574,stop_loss,ABOVE
LONG,123.72,,118.24,,TREND,31.1904,1.1179,33.2907,19.6805,4,BOS,True,2025-08-24 18:00:00,0.29034869089375986,1.591110826097805,LTCUSDT,3,0.0,5.480000000000004,2025-08-24 21:00:00,118.24,-1.5911108260978053,stop_loss,ABOVE
LONG,0.9482,,0.8968,,TREND,37.004,0.0118,33.2726,18.2149,4,BOS,True,2025-08-24 18:00:00,14.761970841886319,0.8473371263242748,ADAUSDT,6,0.0,0.05740000000000001,2025-08-25 00:00:00,0.8968,-0.7587653012729568,stop_loss,ABOVE
LONG,0.2571,,0.24294,,TREND,39.4879,0.0029,35.479,23.8772,4,BOS,True,2025-08-24 18:00:00,59.67162861438559,0.8473371263242748,HBARUSDT,6,0.0,0.01419999999999999,2025-08-25 00:00:00,0.24294,-0.8449502611797003,stop_loss,ABOVE
LONG,3.793,,3.6201,,TREND,35.0577,0.0422,29.8578,22.7319,4,BOS,True,2025-08-24 18:00:00,6.680848278878917,1.2239314046906193,SUIUSDT,6,0.0,0.18320000000000025,2025-08-25 00:00:00,3.6201,-1.1551186674181666,stop_loss,ABOVE
SHORT,0.8657,,0.8467,,TREND,38.7561,0.016,7.3529,38.9483,4,BOS,True,2025-08-25 11:00:00,13.263749582564499,0.8250052240355108,ADAUSDT,20,0.5739549839228314,0.06219999999999992,2025-08-26 07:00:00,0.8467,0.2520112420687257,stop_loss,BELOW
SHORT,569.8,,544.4,,TREND,37.3647,7.5857,8.4746,35.5932,4,BOS,True,2025-08-25 06:00:00,0.02731805377601025,0.8250052240355108,BCHUSDT,30,1.1192052980132419,30.200000000000045,2025-08-26 12:00:00,544.4,0.6938785659106598,stop_loss,BELOW
SHORT,837.3,,849.2,,TREND,36.315,9.4786,12.5848,31.9518,4,BOS,True,2025-08-25 20:00:00,0.0242648595304562,0.8250052240355108,BNBUSDT,16,0.13823529411764504,34.0,2025-08-26 12:00:00,849.2,-0.28875182841243097,stop_loss,BELOW
LONG,327.89,338.39,326.6934,8.78,RANGE,18.562,3.9886,10.6017,21.5079,3,SWEEP,False,2025-08-27 12:00:00,0.7731855053591524,0.9251937757127536,AAVEUSDT,1,0.0,1.1965999999999894,2025-08-27 13:00:00,326.6934,-0.9251937757127536,stop_loss,
LONG,863.3,,855.6,,TREND,35.9625,6.5429,24.4541,4.5852,4,BOS,True,2025-08-26 20:00:00,0.04779767324396539,1.1949418310991347,BNBUSDT,24,0.1,25.0,2025-08-27 20:00:00,855.6,-0.3680420839785302,stop_loss,ABOVE
SHORT,0.2208,0.216,0.2232,2.08,RANGE,19.0301,0.0024,17.7502,17.8712,4,SWEEP,False,2025-08-27 18:00:00,314.1926521623595,0.7540623651896669,DOGEUSDT,3,0.27499999999999597,0.0024000000000000132,2025-08-27 21:00:00,0.2232,-0.754062365189667,stop_loss,
SHORT,0.2202,0.216,0.2232,1.43,RANGE,12.2282,0.0028,20.7242,13.4566,4,SWEEP,False,2025-08-27 21:00:00,250.17591205826213,0.7505277361747871,DOGEUSDT,7,0.4666666666666704,0.0030000000000000027,2025-08-28 04:00:00,0.2232,-0.7505277361747871,stop_loss,
LONG,0.7401,,0.7207,,TREND,36.8502,0.0105,31.9728,11.5646,4,BOS,True,2025-08-28 22:00:00,25.711820932680418,0.8176359056592357,OPUSDT,7,0.0,0.03179999999999994,2025-08-29 05:00:00,0.7207,-0.4988093260939994,stop_loss,ABOVE
LONG,0.8487,,0.8359,,TREND,37.4834,0.0125,23.4518,14.1055,4,BOS,True,2025-08-28 22:00:00,29.20128234497268,0.8176359056592357,WIFUSDT,9,0.12142857142856985,0.028000000000000025,2025-08-29 07:00:00,0.8359,-0.37377641401565126,stop_loss,ABOVE
SHORT,9.648,,9.621,,TREND,31.7784,0.1221,14.4529,30.7197,4,BOS,True,2025-08-29 07:00:00,4.309008229829901,1.5296979215896167,UNIUSDT,14,0.5267605633802793,0.3550000000000004,2025-08-29 21:00:00,9.621,0.11634322220540409,stop_loss,BELOW
SHORT,3.355,,3.2993,,TREND,31.4653,0.0379,12.8625,34.6328,4,BOS,True,2025-08-29 07:00:00,10.652492490178377,1.5296979215896167,SUIUSDT,20,0.9345403899721428,0.14360000000000017,2025-08-30 03:00:00,3.2993,0.5933438317029341,stop_loss,BELOW
SHORT,2.9406,,2.825,,TREND,32.5561,0.0263,9.7388,26.6322,4,BOS,True,2025-08-29 01:00:00,41.0518324588264,1.5353385339601204,XRPUSDT,28,4.721925133689801,0.03740000000000032,2025-08-30 05:00:00,2.825,4.745591832240319,stop_loss,BELOW
SHORT,23.53,,23.508,,TREND,36.1441,0.4276,12.3434,34.291,4,BOS,True,2025-08-29 07:00:00,0.4356321012026253,0.8146320292489082,LINKUSDT,23,0.3684491978609631,1.8699999999999974,2025-08-30 06:00:00,23.508,0.009583906226458636,stop_loss,BELOW
SHORT,0.7127,0.6741,0.727,2.71,RANGE,22.1127,0.0094,32.344,10.8828,5,SWEEP,False,2025-08-30 08:00:00,53.330716539893274,0.7626292465204727,OPUSDT,44,2.6853146853146885,0.01429999999999998,2025-09-01 04:00:00,0.6741,2.058565658439879,take_profit,
SHORT,0.4962,,0.5098,,TREND,34.4114,0.0054,5.1248,31.5375,4,BOS,True,2025-08-31 23:00:00,88.51946611398309,1.203864739150175,ARBUSDT,9,0.8602941176470544,0.013600000000000056,2025-09-01 08:00:00,0.5098,-1.203864739150175,stop_loss,BELOW
SHORT,4389.43,,4489.92,,TREND,30.7585,32.6457,14.5414,28.5336,4,BOS,True,2025-08-31 23:00:00,0.010781951092000794,1.0834782652351573,ETHUSDT,9,0.05612498756095472,100.48999999999978,2025-09-01 08:00:00,4489.92,-1.0834782652351573,stop_loss,BELOW
SHORT,2.7748,,2.8242,,TREND,32.8106,0.017,9.3697,32.479,4,BOS,True,2025-08-31 23:00:00,31.680651030267832,1.5650241608952273,XRPUSDT,9,1.1457489878542533,0.04939999999999989,2025-09-01 08:00:00,2.8242,-1.5650241608952273,stop_loss,BELOW
SHORT,0.0096,,0.009881,,TREND,30.8077,0.0001,10.5863,29.8046,4,BOS,True,2025-08-31 23:00:00,3611.5942174505044,1.0834782652351573,1000PEPEUSDT,10,0.6299999999999963,0.00030000000000000165,2025-09-01 09:00:00,0.009881,-1.0148579751035918,stop_loss,BELOW
SHORT,2.365,,2.446,,TREND,36.4919,0.0186,4.5977,36.7816,4,BOS,True,2025-08-31 23:00:00,10.289442214958765,0.8334448194116595,NEARUSDT,10,0.45679012345679487,0.08099999999999996,2025-09-01 09:00:00,2.446,-0.8334448194116596,stop_loss,BELOW
LONG,4.386,,4.181,,TREND,39.2779,0.0513,29.2479,23.9554,4,BOS,True,2025-09-01 08:00:00,3.349269869329396,0.8272696577243605,APTUSDT,12,0.0,0.2469999999999999,2025-09-01 20:00:00,4.181,-0.6866003232125264,stop_loss,ABOVE
LONG,2.502,,2.293,,TREND,39.2472,0.0436,44.5902,16.5574,4,BOS,True,2025-09-01 08:00:00,2.912921330015356,0.8272696577243605,FILUSDT,12,0.0,0.2839999999999998,2025-09-01 20:00:00,2.293,-0.6088005579732083,stop_loss,ABOVE
SHORT,23.579,22.631,23.6438,14.63,RANGE,11.4559,0.2159,12.7357,16.7053,2,SWEEP,False,2025-09-03 13:00:00,12.809946934078999,0.830084561328296,LINKUSDT,1,0.0,0.06479999999999819,2025-09-03 14:00:00,23.6438,-0.830084561328296,stop_loss,
LONG,327.4,,324.01,,TREND,31.3518,3.1807,35.1673,6.6921,5,BOS,True,2025-09-03 14:00:00,0.11159539948089235,1.527741018893416,AAVEUSDT,13,0.07962016070124413,13.689999999999998,2025-09-04 03:00:00,324.01,-0.37830840424022355,stop_loss,ABOVE
SHORT,0.2918,,0.2926,,TREND,38.2869,0.0022,2.9412,41.8301,3,BOS,True,2025-09-04 05:00:00,94.55199169740409,0.9927959128227438,AXLUSDT,6,0.1523809523809513,0.01050000000000001,2025-09-04 11:00:00,0.2926,-0.07564159335792545,stop_loss,BELOW
SHORT,23.297,,23.379,,TREND,37.8903,0.1974,12.595,22.5118,3,BOS,True,2025-09-04 05:00:00,1.5134084036932098,0.9927959128227438,LINKUSDT,6,0.19207317073170954,0.6559999999999988,2025-09-04 11:00:00,23.379,-0.12409948910284432,stop_loss,BELOW
SHORT,3.337,,3.3172,,TREND,34.2834,0.0259,7.9042,23.6574,3,BOS,True,2025-09-04 03:00:00,20.9654757418708,1.434038540743963,SUIUSDT,23,1.3684210526315836,0.06840000000000002,2025-09-05 02:00:00,3.3172,0.41511641968904267,stop_loss,ABOVE
SHORT,0.0096,,0.009572,,TREND,34.9596,0.0001,12.2349,29.9347,3,BOS,True,2025-09-04 05:00:00,3585.0963518598983,1.434038540743963,1000PEPEUSDT,24,0.5374999999999984,0.00040000000000000105,2025-09-05 05:00:00,0.009572,0.10038269785207182,stop_loss,BELOW
SHORT,0.8235,0.7809,0.8447,2.01,RANGE,21.3853,0.0094,26.9672,16.8831,3,SWEEP,False,2025-09-02 13:00:00,43.070425351939896,0.9130930174611257,ADAUSDT,71,0.9528301886792452,0.021199999999999997,2025-09-05 12:00:00,0.8447,-0.9130930174611257,stop_loss,
LONG,3.3454,,3.3604,,TREND,33.1909,0.0277,27.0968,12.6452,4,BOS,True,2025-09-05 04:00:00,20.827936955183915,1.526687778814984,SUIUSDT,10,1.3533424283765285,0.07330000000000014,2025-09-05 14:00:00,3.3604,0.3124190543277521,stop_loss,ABOVE
LONG,111860.4,,110402.2,,TREND,39.511,548.7714,43.1978,1.9954,4,BOS,True,2025-09-05 06:00:00,0.0005577935551176492,0.8133745620725544,BTCUSDT,9,0.9015224249074258,1458.199999999997,2025-09-05 15:00:00,110402.2,-0.8133745620725544,stop_loss,ABOVE
LONG,606.4,,609.6,,TREND,38.5518,5.1643,42.8769,5.2559,4,BOS,True,2025-09-05 12:00:00,0.036828692698179295,0.8102312393599445,BCHUSDT,21,0.3909090909090919,22.0,2025-09-06 09:00:00,609.6,0.11785181663417542,stop_loss,ABOVE
LONG,113.0,,113.87,,TREND,30.0988,0.55,26.1039,7.013,3,BOS,True,2025-09-07 02:00:00,0.823892264253356,1.2852719322352373,LTCUSDT,23,1.4102564102564101,1.5600000000000023,2025-09-08 01:00:00,113.87,0.7167862699004235,stop_loss,ABOVE
LONG,25.254,,25.205,,TREND,31.6875,0.2136,38.4281,11.1371,4,BOS,True,2025-09-08 09:00:00,2.3731950525566754,1.5235912237413929,AVAXUSDT,14,0.7196261682242953,0.642000000000003,2025-09-08 23:00:00,25.205,-0.1162865575752843,stop_loss,ABOVE
LONG,323.04,,337.76,,TREND,37.841,1.8429,29.9612,3.4884,3,BOS,True,2025-09-07 05:00:00,0.15352029768696102,0.9886707171040287,TAOUSDT,45,3.677018633540375,6.439999999999998,2025-09-09 02:00:00,337.76,2.2598187819520614,stop_loss,ABOVE
LONG,0.0099,,0.010153,,TREND,35.1296,0.0001,35.4839,4.6719,3,BOS,True,2025-09-07 11:00:00,7140.399623529076,1.428079924705819,1000PEPEUSDT,52,4.479999999999984,0.00020000000000000052,2025-09-09 15:00:00,0.010153,1.8065211047528544,stop_loss,ABOVE
LONG,0.8885,,0.8552,,TREND,39.2578,0.0088,31.417,11.1741,4,BOS,True,2025-09-09 07:00:00,24.587358898493854,0.8187590513198453,ADAUSDT,8,0.0510510510510521,0.033299999999999996,2025-09-09 15:00:00,0.8552,-0.8187590513198453,stop_loss,ABOVE
LONG,0.8409,,0.8048,,TREND,39.5324,0.0178,41.9109,6.8246,4,BOS,True,2025-09-09 07:00:00,10.4167818234077,0.8187590513198453,ENAUSDT,21,0.0,0.0786,2025-09-10 04:00:00,0.8048,-0.37604582382501817,stop_loss,ABOVE
LONG,0.7943,0.8369,0.7899,9.66,RANGE,13.3506,0.0147,15.0559,27.9262,4,SWEEP,False,2025-09-10 15:00:00,170.70868066197107,0.7511181949126658,ENAUSDT,1,1.1136363636363773,0.0043999999999999595,2025-09-10 16:00:00,0.7899,-0.7511181949126658,stop_loss,
LONG,0.0106,,0.010446,,TREND,30.1304,0.0001,31.9075,13.7572,4,BOS,True,2025-09-10 13:00:00,3557.081165907841,1.067124349772352,1000PEPEUSDT,6,0.0,0.0002999999999999999,2025-09-10 19:00:00,0.010446,-0.5477904995498062,stop_loss,ABOVE
LONG,3.6082,,3.604,,TREND,30.1378,0.0385,38.6043,11.7854,5,BOS,True,2025-09-09 07:00:00,5.704109146386922,1.064386766715799,SUIUSDT,53,0.13183279742765258,0.18659999999999988,2025-09-11 12:00:00,3.604,-0.023957258414824968,stop_loss,ABOVE
LONG,0.3225,0.3319,0.3214,8.62,RANGE,20.5766,0.0036,16.6994,19.057,4,SWEEP,False,2025-09-11 19:00:00,679.0465156010083,0.7469511671611023,AXLUSDT,1,0.0,0.0010999999999999899,2025-09-11 20:00:00,0.3214,-0.7469511671611022,stop_loss,
LONG,115756.0,,115630.5,,TREND,36.0616,386.9857,23.8362,10.5873,4,BOS,True,2025-09-12 17:00:00,0.0007711709050460013,0.8137395390045383,BTCUSDT,8,0.7619408642911317,1055.199999999997,2025-09-13 01:00:00,115630.5,-0.09678194858327316,stop_loss,ABOVE
LONG,0.5392,,0.5417,,TREND,33.7321,0.0061,26.1124,15.6909,4,BOS,True,2025-09-12 17:00:00,101.86813488279026,1.5280220232418553,ARBUSDT,20,1.1266666666666674,0.015000000000000013,2025-09-13 13:00:00,0.5417,0.25467033720697024,stop_loss,ABOVE
LONG,30.236,,29.974,,TREND,32.7138,0.3441,45.6413,4.9813,4,BOS,True,2025-09-13 03:00:00,1.0128623345694474,1.527396400530726,AVAXUSDT,10,0.6273209549071608,1.5079999999999991,2025-09-13 13:00:00,29.974,-0.2653699316571957,stop_loss,ABOVE
LONG,0.0113,,0.011909,,TREND,38.4313,0.0002,47.2653,11.7593,4,BOS,True,2025-09-12 17:00:00,904.1550433383761,0.8137395390045383,1000PEPEUSDT,23,1.2222222222222228,0.0008999999999999998,2025-09-13 16:00:00,0.011909,0.5506304213930712,stop_loss,ABOVE
LONG,30.575,,29.815,,TREND,39.774,0.3154,31.8913,17.0102,4,BOS,True,2025-09-14 05:00:00,0.8510073893719129,0.8152650790182911,AVAXUSDT,6,0.0,0.9579999999999984,2025-09-14 11:00:00,29.815,-0.6467656159226521,stop_loss,ABOVE
LONG,3.6425,3.7336,3.631,7.94,RANGE,19.5672,0.0382,14.1576,24.6918,4,SWEEP,False,2025-09-15 06:00:00,64.69190245749586,0.743956878261221,SUIUSDT,1,0.0,0.011500000000000288,2025-09-15 07:00:00,3.631,-0.7439568782612209,stop_loss,
LONG,0.7683,,0.7377,,TREND,36.1538,0.0113,28.3818,13.3375,4,BOS,True,2025-09-15 02:00:00,26.569888509329363,0.8130385883854775,ENAUSDT,6,0.026143790849673984,0.03059999999999996,2025-09-15 08:00:00,0.7377,-0.8130385883854775,stop_loss,ABOVE
SHORT,9.262,,9.171,,TREND,39.0995,0.0975,10.1832,23.7363,3,BOS,True,2025-09-15 07:00:00,3.6418515870721766,0.990583631683633,UNIUSDT,18,0.8198529411764727,0.27200000000000024,2025-09-16 01:00:00,9.171,0.331408494423572,stop_loss,BELOW
SHORT,0.894,,0.881,,TREND,31.0535,0.0142,3.4257,31.7884,4,BOS,True,2025-09-15 07:00:00,33.156790206879414,1.521896670495763,WIFUSDT,18,0.6819172113289768,0.04589999999999994,2025-09-16 01:00:00,0.881,0.4310382726894328,stop_loss,BELOW
SHORT,0.5069,,0.4935,,TREND,36.582,0.0064,13.0872,26.2864,5,BOS,True,2025-09-15 07:00:00,45.532444765846144,0.8104775168320631,ARBUSDT,23,1.1516853932584254,0.017800000000000038,2025-09-16 06:00:00,0.4935,0.6101347598623393,stop_loss,BELOW
SHORT,0.8775,,0.8657,,TREND,39.0665,0.0093,11.828,28.341,4,BOS,True,2025-09-15 07:00:00,32.68054503355088,0.8104775168320631,ADAUSDT,24,0.895161290322579,0.024800000000000044,2025-09-16 07:00:00,0.8657,0.3856304313958978,stop_loss,BELOW
LONG,0.7737,,0.7735,,TREND,33.879,0.0098,29.7297,9.9343,4,BOS,True,2025-09-16 18:00:00,53.42680095988426,1.5280065074526936,OPUSDT,10,0.37412587412587084,0.02860000000000007,2025-09-17 04:00:00,0.7735,-0.010685360191981607,stop_loss,ABOVE
LONG,2.539,,2.537,,TREND,30.1863,0.0267,47.5936,5.0802,4,BOS,True,2025-09-16 18:00:00,8.075195870272587,1.0578506590057108,FILUSDT,11,0.7404580152671741,0.13100000000000023,2025-09-17 05:00:00,2.537,-0.01615039174054698,stop_loss,ABOVE
SHORT,0.0108,,0.010943,,TREND,32.3144,0.0001,13.4319,21.1953,4,BOS,True,2025-09-17 09:00:00,7639.165172216365,1.5278330344432638,1000PEPEUSDT,8,0.17000000000000626,0.0001999999999999988,2025-09-17 17:00:00,0.010943,-1.092400619626933,stop_loss,BELOW
SHORT,0.3156,,0.3175,,TREND,32.0382,0.0023,11.8012,34.7826,3,BOS,True,2025-09-17 10:00:00,333.45562259674443,1.8673514865417669,AXLUSDT,7,0.2857142857142843,0.005599999999999994,2025-09-17 17:00:00,0.3175,-0.6335656829338187,stop_loss,BELOW
LONG,2.693,2.736,2.678,2.87,RANGE,17.8885,0.0314,15.0,22.7273,4,SWEEP,False,2025-09-17 16:00:00,49.633745172770645,0.7445061775915659,NEARUSDT,1,0.0,0.015000000000000124,2025-09-17 17:00:00,2.678,-0.7445061775915659,stop_loss,
LONG,0.0116,,0.0113,,TREND,35.0428,0.0002,27.9509,7.4934,4,BOS,True,2025-09-18 04:00:00,1292.1908399260167,1.1629717559334147,1000PEPEUSDT,6,0.0,0.0008999999999999998,2025-09-18 10:00:00,0.0113,-0.3876572519778049,stop_loss,ABOVE
LONG,4.671,,4.678,,TREND,36.7577,0.0379,32.4528,17.1698,5,BOS,True,2025-09-18 15:00:00,10.438958214017584,0.8037997824793535,APTUSDT,8,0.8441558441558381,0.07699999999999996,2025-09-18 23:00:00,4.678,0.07307270749811967,stop_loss,ABOVE
LONG,2.589,,2.57,,TREND,36.3763,0.0202,24.3816,15.1943,4,BOS,True,2025-09-18 17:00:00,11.482854035419361,0.8037997824793535,AXSUSDT,10,0.40000000000000124,0.06999999999999984,2025-09-19 03:00:00,2.57,-0.21817422667296935,stop_loss,ABOVE
LONG,0.3314,,0.3384,,TREND,35.5245,0.004,28.4698,15.1246,4,BOS,True,2025-09-17 22:00:00,58.44079175544805,1.1629717559334147,AXLUSDT,35,0.7839195979899509,0.019899999999999973,2025-09-19 09:00:00,0.3384,0.40908554228813676,stop_loss,ABOVE
LONG,0.2448,,0.24173,,TREND,38.0562,0.0023,24.691,17.5594,4,BOS,True,2025-09-20 06:00:00,114.95836392556049,0.804708547478921,HBARUSDT,17,0.0,0.0069999999999999785,2025-09-20 23:00:00,0.24173,-0.3529221772514695,stop_loss,ABOVE
SHORT,4443.11,,4209.61,,TREND,30.7023,19.3557,10.6613,19.507,4,BOS,True,2025-09-21 23:00:00,0.0191343047581764,1.0445416967488526,ETHUSDT,31,5.68144348781826,54.590000000000146,2025-09-23 06:00:00,4209.61,4.4678601610341895,stop_loss,BELOW
SHORT,107.04,104.36,107.2944,10.54,RANGE,15.6348,0.8479,15.2485,9.6883,4,SWEEP,False,2025-09-24 02:00:00,2.945348558400584,0.7492966732570784,LTCUSDT,3,5.110062893082012,0.25439999999998975,2025-09-24 05:00:00,107.2944,-0.7492966732570784,stop_loss,
SHORT,2.917,,3.055,,TREND,32.3819,0.0509,9.9719,21.9101,4,BOS,True,2025-09-23 23:00:00,10.050090300035416,1.537663815905419,NEARUSDT,14,0.07189542483659918,0.15300000000000002,2025-09-24 13:00:00,3.055,-1.3869124614048909,stop_loss,BELOW
SHORT,0.7,0.6727,0.714,1.95,RANGE,22.9336,0.009,20.2703,20.5087,4,SWEEP,False,2025-09-24 13:00:00,53.04054389163518,0.7425676144828932,OPUSDT,13,1.70714285714285,0.014000000000000012,2025-09-25 02:00:00,0.6727,1.44800684824164,take_profit,
SHORT,107.28,104.49,107.5695,9.64,RANGE,18.3003,0.965,18.2087,26.1288,3,SWEEP,False,2025-09-24 14:00:00,3.135000483328235,0.9075826399235362,LTCUSDT,12,8.08290155440405,0.28950000000000387,2025-09-25 02:00:00,104.49,8.746651348485795,take_profit,
SHORT,4.359,4.121,4.4462,2.73,RANGE,21.734,0.0491,27.9476,11.3537,3,SWEEP,False,2025-09-23 10:00:00,10.502374370320906,0.9158070450919847,APTUSDT,42,2.5688073394495388,0.08720000000000017,2025-09-25 04:00:00,4.121,2.499565100136371,take_profit,
SHORT,279.76,268.29,280.8355,10.66,RANGE,17.3908,3.585,14.6045,15.78,4,SWEEP,False,2025-09-24 14:00:00,0.6904394369901162,0.7425676144828932,AAVEUSDT,14,12.310553231054946,1.0755000000000337,2025-09-25 04:00:00,268.29,7.919340342276612,take_profit,
SHORT,0.8039,0.7587,0.8072,13.52,RANGE,12.6809,0.0111,18.141,19.5513,3,SWEEP,False,2025-09-24 14:00:00,275.02504240106487,0.9075826399235362,WIFUSDT,14,12.999999999999664,0.0033000000000000806,2025-09-25 04:00:00,0.7587,12.431131916528106,take_profit,
SHORT,2.882,,2.908,,TREND,38.8835,0.0449,8.2803,34.0764,3,BOS,True,2025-09-25 04:00:00,4.832879176598523,1.1308937273240542,NEARUSDT,10,0.20940170940170913,0.23399999999999999,2025-09-25 14:00:00,2.908,-0.12565485859156061,stop_loss,BELOW
SHORT,20.012,,20.526,,TREND,39.6548,0.2651,11.0183,21.2554,4,BOS,True,2025-09-26 10:00:00,1.7993076247893143,0.9248441191417064,LINKUSDT,2,0.0,0.5139999999999993,2025-09-26 12:00:00,20.526,-0.9248441191417064,stop_loss,BELOW
SHORT,3.0983,,3.1671,,TREND,36.3161,0.0412,12.615,27.1733,4,BOS,True,2025-09-26 10:00:00,10.196737807516056,0.9248441191417064,SUIUSDT,6,0.0,0.0907,2025-09-26 16:00:00,3.1671,-0.7015355611571044,stop_loss,BELOW
SHORT,0.5842,0.5491,0.5872,11.84,RANGE,11.7479,0.0099,14.8121,10.9827,4,SWEEP,False,2025-09-26 16:00:00,280.37983222858117,0.8411394966857442,ENAUSDT,1,0.0,0.0030000000000000027,2025-09-26 17:00:00,0.5872,-0.8411394966857443,stop_loss,
LONG,106.87,,105.49,,TREND,39.2615,0.5729,45.3865,9.8504,4,BOS,True,2025-09-28 22:00:00,0.2192224125298889,0.916349684374937,LTCUSDT,13,0.0,4.180000000000007,2025-09-29 11:00:00,105.49,-0.3025269292912488,stop_loss,ABOVE
SHORT,0.7035,,0.7349,,TREND,35.087,0.0074,15.1631,41.6507,4,BOS,True,2025-09-29 11:00:00,28.49379085361847,1.322111895607897,WIFUSDT,9,0.06681034482758604,0.0464,2025-09-29 20:00:00,0.7349,-0.8947050328036195,stop_loss,BELOW
LONG,0.812,,0.7958,,TREND,33.7654,0.0077,24.3993,18.9464,4,BOS,True,2025-09-29 14:00:00,69.58483661094179,1.7187454642902662,ADAUSDT,14,0.04453441295546508,0.024700000000000055,2025-09-30 04:00:00,0.7958,-1.1272743530972642,stop_loss,ABOVE
LONG,4224.57,,4166.74,,TREND,30.5878,38.7271,35.2946,11.64,4,BOS,True,2025-09-29 20:00:00,0.0119497851405588,1.1858966773490527,ETHUSDT,12,0.0,99.23999999999978,2025-09-30 08:00:00,4166.74,-0.6910560746785145,stop_loss,ABOVE
SHORT,309.45,298.32,315.639,1.8,RANGE,21.0377,3.8214,21.0093,15.5701,3,SWEEP,False,2025-09-29 19:00:00,0.16539930022590352,1.0236562690981204,TAOUSDT,20,1.8242042333171635,6.189000000000021,2025-09-30 15:00:00,298.32,1.8408942115143054,take_profit,
LONG,4.243,4.303,4.219,2.5,RANGE,16.0418,0.0303,10.3774,34.434,4,SWEEP,False,2025-09-30 10:00:00,34.54128690596211,0.8289908857430914,APTUSDT,5,1.6666666666666667,0.02400000000000002,2025-09-30 15:00:00,4.219,-0.8289908857430914,stop_loss,
LONG,3.2996,,3.2356,,TREND,30.3528,0.0375,29.0421,20.8913,4,BOS,True,2025-09-30 20:00:00,7.902992743721971,1.1822877144608066,SUIUSDT,7,0.0,0.14959999999999996,2025-10-01 03:00:00,3.2356,-0.5057915355982067,stop_loss,ABOVE
LONG,30.869,,30.46,,TREND,35.3561,0.4064,37.645,11.1424,4,BOS,True,2025-10-01 08:00:00,1.0835850972370247,1.311137967656801,AVAXUSDT,25,0.34628099173553734,1.2100000000000009,2025-10-02 09:00:00,30.46,-0.4431863047699419,stop_loss,ABOVE
LONG,282.67,287.89,282.0113,7.92,RANGE,13.612,2.1957,17.1113,17.2739,3,SWEEP,False,2025-10-02 11:00:00,1.5385658808162674,1.0134533456936912,AAVEUSDT,2,2.216487019887592,0.6587000000000103,2025-10-02 13:00:00,282.0113,-1.0134533456936912,stop_loss,
LONG,107.38,,117.38,,TREND,39.5471,0.755,31.7881,22.4219,4,BOS,True,2025-09-30 20:00:00,0.2519257861625414,0.9094520880467744,LTCUSDT,42,4.069252077562327,3.6099999999999994,2025-10-02 14:00:00,117.38,2.519257861625414,stop_loss,ABOVE
