direction,entry,tp,sl,rr,regime,adx,atr,plus_di,minus_di,confidence,signal_type,has_fvg,timestamp,position_size,risk_amount,symbol,bars_alive,max_r,initial_risk,exit_time,exit_price,pnl,exit_reason,ema_position
LONG,85250.0,,84671.4,,TREND,39.0948,595.3071,35.3983,19.7509,4,BOS,True,2025-04-01 15:00:00,0.0001773460927323758,0.48598149791452994,BTCUSDT,11,0.0,2740.300000000003,2025-04-02 02:00:00,84671.4,-0.10261244925495368,stop_loss,ABOVE
SHORT,1888.9,,1887.45,,TREND,31.6644,19.1029,21.6235,30.3507,4,BOS,True,2025-04-02 00:00:00,0.026967058427750122,0.9125652571950619,ETHUSDT,13,1.0664893617021345,33.83999999999992,2025-04-02 13:00:00,1887.45,0.0391022347202389,stop_loss,ABOVE
SHORT,2.811,,2.818,,TREND,36.5425,0.0306,13.5198,35.1981,4,BOS,True,2025-04-02 00:00:00,9.917989753357768,0.48598149791452994,FILUSDT,13,0.9183673469387753,0.04899999999999993,2025-04-02 13:00:00,2.818,-0.06942592827350554,stop_loss,BELOW
SHORT,13.862,,13.692,,TREND,35.5214,0.1744,15.6429,33.7428,4,BOS,True,2025-04-02 00:00:00,1.7505567949262655,0.7019732747654321,LINKUSDT,13,1.1895261845386547,0.4009999999999998,2025-04-02 13:00:00,13.692,0.297594655137465,stop_loss,ABOVE
SHORT,163.97,,164.96,,TREND,31.373,2.4143,17.1302,28.6391,4,BOS,True,2025-04-02 00:00:00,0.18700107729407023,0.9125652571950619,AAVEUSDT,17,1.2745901639344273,4.8799999999999955,2025-04-02 17:00:00,164.96,-0.18513106652113123,stop_loss,BELOW
LONG,2.694,,2.606,,TREND,34.1882,0.0477,30.3892,15.8683,5,BOS,True,2025-04-02 15:00:00,5.238224095041667,0.738589597400875,NEARUSDT,5,0.0,0.14100000000000001,2025-04-02 20:00:00,2.606,-0.46096372036366706,stop_loss,ABOVE
SHORT,0.718,,0.6804,,TREND,30.4719,0.0172,11.47,21.7805,5,BOS,True,2025-04-02 21:00:00,18.282850883032623,0.6618392019657812,OPUSDT,21,1.6049723756906054,0.03620000000000001,2025-04-03 18:00:00,0.6804,0.6874351932020261,stop_loss,BELOW
LONG,84391.5,,82585.0,,TREND,36.8292,543.2786,37.4065,6.5068,3,BOS,True,2025-04-04 08:00:00,0.00034604725620235305,0.6251343683295508,BTCUSDT,2,0.08939939108773873,1806.5,2025-04-04 10:00:00,82585.0,-0.6251343683295508,stop_loss,ABOVE
SHORT,0.6196,,0.5598,,TREND,38.387,0.0052,5.2705,53.6755,3,BOS,True,2025-04-06 13:00:00,28.16760703505901,0.6225041154748043,ADAUSDT,24,4.696832579185519,0.02210000000000001,2025-04-07 13:00:00,0.5598,1.684422900696531,stop_loss,BELOW
SHORT,2.302,,2.092,,TREND,31.5046,0.0253,4.5198,44.0678,3,BOS,True,2025-04-06 13:00:00,7.741221156382785,1.168924394613799,NEARUSDT,24,2.0860927152317905,0.1509999999999998,2025-04-07 13:00:00,2.092,1.6256564428403846,stop_loss,BELOW
SHORT,0.6504,,0.6013,,TREND,32.1774,0.0072,6.8794,53.8385,4,BOS,True,2025-04-06 13:00:00,24.712989315302263,0.9563926865021992,OPUSDT,24,2.490956072351415,0.03870000000000007,2025-04-07 13:00:00,0.6013,1.213407775381342,stop_loss,BELOW
SHORT,2.0499,,1.814,,TREND,32.8555,0.0178,5.502,43.8554,3,BOS,True,2025-04-06 13:00:00,13.405096268506844,1.168924394613799,XRPUSDT,24,4.535550458715587,0.08720000000000017,2025-04-07 13:00:00,1.814,3.1622622097407644,stop_loss,BELOW
SHORT,0.16,,0.15144,,TREND,31.8805,0.0015,4.5231,47.8368,3,BOS,True,2025-04-06 13:00:00,118.0731711731111,1.168924394613799,DOGEUSDT,25,2.8787878787878807,0.009899999999999992,2025-04-07 14:00:00,0.15144,1.0107063452418326,stop_loss,BELOW
SHORT,114.64,,107.75,,TREND,31.0085,1.1836,9.2336,41.5812,3,BOS,True,2025-04-06 13:00:00,0.21253170811159983,1.168924394613799,SOLUSDT,25,3.1909090909090905,5.5,2025-04-07 14:00:00,107.75,1.464343468888923,stop_loss,BELOW
SHORT,2.342,,2.229,,TREND,33.9337,0.0394,17.5725,26.6304,3,BOS,True,2025-04-08 06:00:00,9.46365400334238,1.2492023284411953,AXSUSDT,20,1.2878787878787863,0.13200000000000012,2025-04-09 02:00:00,2.229,1.069392902377689,stop_loss,BELOW
SHORT,11.074,,11.481,,TREND,31.2723,0.2229,13.1689,29.3816,3,BOS,True,2025-04-08 16:00:00,1.538426512858616,1.2492023284411953,LINKUSDT,22,0.4778325123152712,0.8119999999999994,2025-04-09 14:00:00,11.481,-0.6261395907334568,stop_loss,BELOW
SHORT,16.662,,16.855,,TREND,31.8052,0.3281,16.1768,24.6462,5,BOS,True,2025-04-08 16:00:00,0.9660440759555559,1.022074632360978,AVAXUSDT,23,0.6020793950850667,1.0579999999999998,2025-04-09 15:00:00,16.855,-0.18644650665942364,stop_loss,BELOW
SHORT,104.24,,108.22,,TREND,31.9142,2.0793,13.26,34.2838,3,BOS,True,2025-04-08 16:00:00,0.15752866689044062,1.2492023284411953,SOLUSDT,24,0.15006305170239556,7.930000000000007,2025-04-09 16:00:00,108.22,-0.6269640942239543,stop_loss,BELOW
SHORT,2.423,2.365,2.448,2.32,RANGE,20.8834,0.0304,37.0892,12.2066,5,SWEEP,False,2025-04-12 06:00:00,19.875455347659233,0.496886383691479,AXSUSDT,1,7.080000000000027,0.02499999999999991,2025-04-12 07:00:00,2.365,1.1527764101642322,take_profit,
LONG,141.4,,146.39,,TREND,36.796,1.5821,33.8149,9.3002,3,BOS,True,2025-04-12 12:00:00,0.08571135228453634,0.6685485478193844,AAVEUSDT,12,0.9923076923076883,7.800000000000011,2025-04-13 00:00:00,146.39,0.4276996478998347,stop_loss,ABOVE
LONG,1638.16,,1627.68,,TREND,36.9054,15.9893,44.369,7.2281,3,BOS,True,2025-04-12 13:00:00,0.0071395615956790235,0.6685485478193844,ETHUSDT,12,0.18421614694574948,93.6400000000001,2025-04-13 01:00:00,1627.68,-0.0748226055227163,stop_loss,ABOVE
LONG,0.1743,,0.17042,,TREND,33.4997,0.0021,34.2221,6.5474,3,BOS,True,2025-04-12 13:00:00,193.13624714782202,1.2553856064608442,HBARUSDT,19,0.410769230769227,0.006500000000000006,2025-04-13 08:00:00,0.17042,-0.7493686389335538,stop_loss,ABOVE
LONG,5.052,,4.902,,TREND,34.0493,0.0609,42.1362,12.6761,4,BOS,True,2025-04-13 10:00:00,4.74777876371817,0.7881312747772138,APTUSDT,9,0.0,0.16599999999999948,2025-04-13 19:00:00,4.902,-0.7121668145577229,stop_loss,ABOVE
LONG,0.676,0.6951,0.6725,5.53,RANGE,16.7465,0.0115,28.1463,30.9361,3,SWEEP,False,2025-04-13 19:00:00,173.5644098181988,0.607475434363706,OPUSDT,1,0.0,0.0035000000000000586,2025-04-13 20:00:00,0.6725,-0.607475434363706,stop_loss,
LONG,19.709,20.258,19.493,2.54,RANGE,21.7502,0.2991,24.0029,33.4368,3,SWEEP,False,2025-04-13 19:00:00,2.8123862702023286,0.607475434363706,AVAXUSDT,2,0.0,0.21600000000000108,2025-04-13 21:00:00,19.493,-0.607475434363706,stop_loss,
LONG,77.83,79.57,77.2,2.76,RANGE,14.7569,1.0521,22.539,27.6307,3,SWEEP,False,2025-04-13 19:00:00,0.9642467212122386,0.607475434363706,LTCUSDT,2,0.0,0.6299999999999955,2025-04-13 21:00:00,77.2,-0.607475434363706,stop_loss,
LONG,302.2,,339.3,,TREND,37.0172,3.2143,38.6667,2.8889,3,BOS,True,2025-04-11 09:00:00,0.05144947605221858,0.6636982410736185,BCHUSDT,70,4.217054263565902,12.899999999999977,2025-04-14 07:00:00,339.3,1.9087755615373103,stop_loss,ABOVE
SHORT,2.306,,2.305,,TREND,36.4617,0.0284,11.335,45.3401,4,BOS,True,2025-04-13 13:00:00,5.0993396642666715,0.5456293440765326,AXSUSDT,26,0.8411214953271033,0.10699999999999976,2025-04-14 15:00:00,2.305,0.00509933966426611,stop_loss,BELOW
SHORT,582.7,,587.6,,TREND,31.9317,3.4214,7.5157,22.1294,4,BOS,True,2025-04-14 16:00:00,0.10104536430492259,1.020558179479709,BNBUSDT,11,0.0,10.099999999999909,2025-04-15 03:00:00,587.6,-0.4951222850941184,stop_loss,BELOW
LONG,2.0983,2.185,2.0563,2.07,RANGE,19.0878,0.0246,17.1171,28.1023,4,SWEEP,False,2025-04-15 22:00:00,11.803661506535363,0.49575378327448827,XRPUSDT,8,0.0,0.04200000000000026,2025-04-16 06:00:00,2.0563,-0.4957537832744883,stop_loss,
SHORT,3.6123,3.4661,3.6284,9.09,RANGE,10.9592,0.0536,17.0819,18.1479,4,SWEEP,False,2025-04-17 05:00:00,30.695165146407874,0.49419215885717366,DOTUSDT,1,0.0,0.016100000000000225,2025-04-17 06:00:00,3.6284,-0.49419215885717366,stop_loss,
SHORT,0.6458,0.6158,0.649,9.47,RANGE,17.3633,0.0106,14.479,17.5913,4,SWEEP,False,2025-04-17 05:00:00,154.4350496428677,0.49419215885717366,OPUSDT,1,0.0,0.0031999999999999806,2025-04-17 06:00:00,0.649,-0.49419215885717366,stop_loss,
SHORT,5.242,5.016,5.2663,9.31,RANGE,17.268,0.0809,15.0927,20.2118,4,SWEEP,False,2025-04-17 05:00:00,20.337125878895858,0.49419215885717366,UNIUSDT,1,0.0,0.02430000000000021,2025-04-17 06:00:00,5.2663,-0.4941921588571736,stop_loss,
SHORT,0.1606,0.1539,0.1614,9.24,RANGE,13.8972,0.0024,17.2363,15.7172,4,SWEEP,False,2025-04-17 06:00:00,611.9025536949703,0.4895220429559733,HBARUSDT,9,2.462500000000014,0.0007999999999999952,2025-04-17 15:00:00,0.1614,-0.48952204295597324,stop_loss,
SHORT,0.161,0.1539,0.1615,15.32,RANGE,21.9707,0.0016,32.326,16.8956,2,SWEEP,False,2025-04-17 15:00:00,1084.4001078236925,0.5422000539118467,HBARUSDT,1,0.0,0.0005000000000000004,2025-04-17 16:00:00,0.1615,-0.5422000539118467,stop_loss,
SHORT,0.1577,0.1501,0.1582,16.01,RANGE,17.6231,0.0016,20.8806,20.3813,3,SWEEP,False,2025-04-17 16:00:00,1188.6651781909407,0.5943325890954708,DOGEUSDT,1,0.0,0.0005000000000000004,2025-04-17 17:00:00,0.1582,-0.5943325890954708,stop_loss,
SHORT,0.6516,0.6158,0.6537,17.0,RANGE,18.2652,0.007,29.0946,22.5839,4,SWEEP,False,2025-04-17 16:00:00,231.558151595639,0.4862721183508398,OPUSDT,1,0.047619047619042586,0.0020999999999999908,2025-04-17 17:00:00,0.6537,-0.4862721183508398,stop_loss,
SHORT,0.1576,0.1501,0.1581,15.34,RANGE,16.9461,0.0016,20.1578,19.6757,5,SWEEP,False,2025-04-17 18:00:00,965.736427044767,0.4828682135223839,DOGEUSDT,1,1.8399999999999512,0.0005000000000000004,2025-04-17 19:00:00,0.1581,-0.4828682135223839,stop_loss,
LONG,591.9,,588.3,,TREND,30.7113,2.5357,34.9296,8.4507,4,BOS,True,2025-04-17 16:00:00,0.08323539099826383,0.690853745285586,BNBUSDT,8,0.0,8.299999999999955,2025-04-18 00:00:00,588.3,-0.29964740759375164,stop_loss,ABOVE
LONG,0.2938,,0.2924,,TREND,35.7212,0.0022,26.3844,13.6808,3,BOS,True,2025-04-19 02:00:00,197.20709157833164,0.9268733304181552,ARBUSDT,7,0.17021276595744053,0.004699999999999982,2025-04-19 09:00:00,0.2924,-0.2760899282096667,stop_loss,ABOVE
LONG,0.3026,,0.2999,,TREND,33.4678,0.0024,36.4706,11.1765,4,BOS,True,2025-04-19 18:00:00,82.69508104193831,0.9840714643990631,ARBUSDT,14,0.2857142857142877,0.011899999999999966,2025-04-20 08:00:00,0.2999,-0.2232767188132318,stop_loss,ABOVE
LONG,2.596,,2.613,,TREND,30.537,0.0231,40.7407,11.1111,4,BOS,True,2025-04-19 19:00:00,5.1612139741209555,0.6812802445839667,FILUSDT,13,0.3787878787878771,0.13200000000000012,2025-04-20 08:00:00,2.613,0.08774063756005575,stop_loss,ABOVE
LONG,3.8436,,3.8648,,TREND,32.7598,0.0239,41.923,7.0469,4,BOS,True,2025-04-19 21:00:00,7.575607886058985,0.9840714643990631,DOTUSDT,11,0.7190146266358725,0.12990000000000013,2025-04-20 08:00:00,3.8648,0.16060288718444962,stop_loss,ABOVE
SHORT,84130.1,,84627.6,,TREND,38.326,221.85,7.2378,45.2944,4,BOS,True,2025-04-20 10:00:00,0.00045189069668287983,0.5241480190824697,BTCUSDT,10,0.04310716441072528,1159.8999999999942,2025-04-20 20:00:00,84627.6,-0.2248156215997327,stop_loss,BELOW
LONG,331.7,342.4,325.066,1.61,RANGE,21.8229,2.4071,7.4184,35.0148,3,SWEEP,False,2025-04-20 15:00:00,0.08836194404729159,0.5861931368097336,BCHUSDT,16,1.3264998492613795,6.6340000000000146,2025-04-21 07:00:00,342.4,0.945472801306019,take_profit,
LONG,13.608,,13.453,,TREND,32.194,0.1536,41.7945,7.9498,4,BOS,True,2025-04-21 01:00:00,2.6633610789088853,0.982780238117378,LINKUSDT,10,0.0785907859078589,0.3689999999999998,2025-04-21 11:00:00,13.453,-0.41282096723088024,stop_loss,ABOVE
LONG,2.1174,,2.1064,,TREND,39.8187,0.0174,37.2428,8.0247,5,BOS,True,2025-04-21 01:00:00,8.99268198118753,0.5233740913051126,XRPUSDT,12,0.3195876288659834,0.05819999999999981,2025-04-21 13:00:00,2.1064,-0.09891950179306393,stop_loss,ABOVE
LONG,597.2,,600.0,,TREND,31.2665,2.3571,31.8182,10.6061,4,BOS,True,2025-04-21 00:00:00,0.1198512485508991,0.982780238117378,BNBUSDT,14,1.0731707317073056,8.200000000000045,2025-04-21 14:00:00,600.0,0.335583495942512,stop_loss,ABOVE
LONG,5.415,,5.387,,TREND,34.0482,0.0511,47.067,11.1732,4,BOS,True,2025-04-21 01:00:00,3.6521004760957965,0.7559847985518293,UNIUSDT,13,0.28985507246376646,0.20699999999999985,2025-04-21 14:00:00,5.387,-0.10225881333068401,stop_loss,ABOVE
LONG,0.1602,,0.15952,,TREND,37.3655,0.0017,40.6521,14.3211,4,BOS,True,2025-04-21 01:00:00,76.96677813310478,0.5233740913051126,DOGEUSDT,15,0.31764705882352867,0.0068000000000000005,2025-04-21 16:00:00,0.15952,-0.052337409130512325,stop_loss,ABOVE
LONG,79.26,,78.52,,TREND,33.8123,0.6714,44.3617,2.5532,4,BOS,True,2025-04-21 01:00:00,0.25199493285060937,0.982780238117378,LTCUSDT,15,0.4538461538461522,3.9000000000000057,2025-04-21 16:00:00,78.52,-0.18647625030945322,stop_loss,ABOVE
SHORT,2.274,,2.291,,TREND,38.2349,0.0294,13.835,30.3398,4,BOS,True,2025-04-21 22:00:00,4.485883068856946,0.5248483190562627,AXSUSDT,12,0.4529914529914525,0.11699999999999999,2025-04-22 10:00:00,2.291,-0.07626001217056766,stop_loss,BELOW
LONG,0.1718,,0.1842,,TREND,38.0324,0.002,48.3618,9.9003,4,BOS,True,2025-04-21 01:00:00,72.69084601459885,0.5233740913051126,HBARUSDT,60,2.126388888888884,0.007200000000000012,2025-04-23 13:00:00,0.1842,0.9013664905810252,stop_loss,ABOVE
LONG,143.12,,150.87,,TREND,31.6125,1.6043,35.5298,4.8085,4,BOS,True,2025-04-22 13:00:00,0.23177777563392885,0.9850555464441976,SOLUSDT,24,2.2305882352941153,4.25,2025-04-23 13:00:00,150.87,1.7962777611629486,stop_loss,ABOVE
LONG,0.6364,,0.6959,,TREND,34.0975,0.0065,30.2863,6.9383,4,BOS,True,2025-04-22 08:00:00,47.08784090911949,0.7581142386368239,ADAUSDT,30,4.465838509316774,0.016100000000000003,2025-04-23 14:00:00,0.6959,2.8017265340926096,stop_loss,ABOVE
LONG,354.4,364.6,353.0307,7.45,RANGE,21.3093,4.5643,8.9202,28.3255,4,SWEEP,False,2025-04-23 13:00:00,0.3567594568005586,0.4885107241969881,BCHUSDT,2,2.48302052143442,1.3692999999999529,2025-04-23 15:00:00,353.0307,-0.4885107241969881,stop_loss,
LONG,2.676,2.817,2.6654,13.35,RANGE,14.154,0.0352,11.7647,35.497,4,SWEEP,False,2025-04-24 08:00:00,46.77333528284448,0.49579735399815916,FILUSDT,7,12.452830188679021,0.010600000000000165,2025-04-24 15:00:00,2.817,6.595040274881072,take_profit,
LONG,0.1846,,0.18516,,TREND,31.5036,0.0026,32.1409,15.2033,4,BOS,True,2025-04-24 14:00:00,109.40290307501657,1.0174469985976513,HBARUSDT,12,0.3956989247311856,0.009299999999999975,2025-04-25 02:00:00,0.18516,0.06126562572200982,stop_loss,ABOVE
LONG,154.83,,152.86,,TREND,39.838,1.6914,33.9105,12.2044,4,BOS,True,2025-04-25 07:00:00,0.12835227563395113,0.5647500127893857,SOLUSDT,6,0.0,4.400000000000006,2025-04-25 13:00:00,152.86,-0.25285398299888356,stop_loss,ABOVE
LONG,0.193,,0.1943,,TREND,32.8006,0.0025,27.5951,11.8101,4,BOS,True,2025-04-25 07:00:00,116.53571692479393,1.0604750240156244,HBARUSDT,13,0.8131868131868123,0.009099999999999997,2025-04-25 20:00:00,0.1943,0.1514964320022316,stop_loss,ABOVE
LONG,605.3,,601.9,,TREND,35.3367,3.25,22.1978,14.2857,4,BOS,True,2025-04-25 05:00:00,0.09485465331087976,0.8157500184735573,BNBUSDT,16,0.4883720930232663,8.599999999999909,2025-04-25 21:00:00,601.9,-0.322505821256989,stop_loss,ABOVE
LONG,0.8074,,0.8195,,TREND,36.4208,0.0115,24.2387,16.097,4,BOS,True,2025-04-25 06:00:00,17.16565388417584,0.5647500127893857,OPUSDT,29,0.9726443768996957,0.03290000000000004,2025-04-26 11:00:00,0.8195,0.20770441199852765,stop_loss,ABOVE
LONG,22.158,22.856,22.0721,8.13,RANGE,11.4546,0.2864,25.0437,22.2499,4,SWEEP,False,2025-04-26 09:00:00,6.000343980936508,0.5154295479624599,AVAXUSDT,2,0.7683352735738903,0.08590000000000231,2025-04-26 11:00:00,22.0721,-0.5154295479624599,stop_loss,
LONG,0.7068,0.7333,0.7042,10.1,RANGE,14.4834,0.0088,20.0,25.1429,3,SWEEP,False,2025-04-26 11:00:00,241.84027143701056,0.6287847057362119,ADAUSDT,2,0.15384615384618341,0.0025999999999999357,2025-04-26 13:00:00,0.7042,-0.6287847057362119,stop_loss,
LONG,1784.7,1815.43,1779.4284,5.83,RANGE,22.8613,17.5721,24.8974,18.2432,4,SWEEP,False,2025-04-26 11:00:00,0.09759090480768078,0.5144602137841734,ETHUSDT,2,1.1590408983989413,5.271600000000035,2025-04-26 13:00:00,1779.4284,-0.5144602137841734,stop_loss,
LONG,4.1724,4.3592,4.089,2.24,RANGE,22.8934,0.0417,12.6756,27.3553,4,SWEEP,False,2025-04-27 02:00:00,6.125407581387156,0.5108589922876843,DOTUSDT,10,0.04556354916067218,0.08339999999999925,2025-04-27 12:00:00,4.089,-0.5108589922876843,stop_loss,
LONG,5.475,5.643,5.3655,1.53,RANGE,17.1791,0.0589,15.1515,31.3939,3,SWEEP,False,2025-04-27 04:00:00,5.702129797224295,0.6243832127960586,APTUSDT,11,0.703196347031965,0.10949999999999971,2025-04-27 15:00:00,5.3655,-0.6243832127960586,stop_loss,
LONG,94006.3,94363.4,93839.8,2.14,RANGE,19.2906,390.1,8.2671,27.46,4,SWEEP,False,2025-04-27 13:00:00,0.0030585572760479162,0.509249786461978,BTCUSDT,2,0.0,166.5,2025-04-27 15:00:00,93839.8,-0.509249786461978,stop_loss,
LONG,0.1776,0.183,0.177,9.2,RANGE,13.4384,0.002,15.3957,31.8345,3,SWEEP,False,2025-04-28 00:00:00,1030.0865310476495,0.6180519186286074,DOGEUSDT,1,0.0,0.0006000000000000172,2025-04-28 01:00:00,0.177,-0.6180519186286074,stop_loss,
LONG,0.1864,0.194,0.1827,2.03,RANGE,12.4941,0.0021,14.2413,22.9174,4,SWEEP,False,2025-04-27 15:00:00,136.66995743630108,0.5056788425143152,HBARUSDT,12,1.7351351351351259,0.003700000000000009,2025-04-28 03:00:00,0.194,1.0386916765158876,take_profit,
SHORT,5.532,,5.575,,TREND,35.9097,0.06,3.4524,37.5,3,BOS,True,2025-04-27 16:00:00,4.316987168676431,0.9756391001208734,UNIUSDT,18,0.6814159292035395,0.22599999999999998,2025-04-28 10:00:00,5.575,-0.1856304482530872,stop_loss,BELOW
LONG,0.3443,,0.3382,,TREND,38.8324,0.004,30.4425,17.6991,4,BOS,True,2025-04-28 07:00:00,31.84383835632354,0.5540827874000287,ARBUSDT,6,0.04597701149425427,0.01739999999999997,2025-04-28 13:00:00,0.3382,-0.19424741397357342,stop_loss,ABOVE
LONG,4.2194,,4.1764,,TREND,30.0214,0.049,31.7877,19.0435,4,BOS,True,2025-04-28 07:00:00,3.3833143429780943,0.7203076236200373,DOTUSDT,6,0.031000469704085053,0.2129000000000003,2025-04-28 13:00:00,4.1764,-0.14548251674805857,stop_loss,ABOVE
LONG,2.776,,2.747,,TREND,31.4723,0.0332,24.5161,15.0538,4,BOS,True,2025-04-28 07:00:00,7.764510039021967,1.0404443452289427,FILUSDT,6,0.0895522388059703,0.1339999999999999,2025-04-28 13:00:00,2.747,-0.22517079113163638,stop_loss,ABOVE
SHORT,21.142,,22.075,,TREND,33.9978,0.2768,7.5613,35.4323,4,BOS,True,2025-04-28 01:00:00,0.7778254195327498,1.033729982559025,AVAXUSDT,29,0.0,1.3290000000000006,2025-04-29 06:00:00,22.075,-0.7257111164240554,stop_loss,BELOW
LONG,85.14,86.89,83.78,1.29,RANGE,15.945,0.8764,15.0774,23.3904,4,SWEEP,False,2025-04-29 15:00:00,0.36937771658021296,0.5023536945490894,LTCUSDT,2,1.4852941176470564,1.3599999999999994,2025-04-29 17:00:00,86.89,0.6464110040153727,take_profit,
LONG,2.51,2.619,2.4598,2.17,RANGE,17.6005,0.0344,9.9792,25.9875,4,SWEEP,False,2025-04-29 22:00:00,10.047607354815536,0.5043898892117379,NEARUSDT,14,0.7171314741035891,0.0501999999999998,2025-04-30 12:00:00,2.4598,-0.5043898892117379,stop_loss,
SHORT,2.683,,2.767,,TREND,32.0039,0.0315,19.2744,33.7868,4,BOS,True,2025-04-30 13:00:00,9.295672126302756,1.0318196060196079,FILUSDT,5,0.0,0.11100000000000021,2025-04-30 18:00:00,2.767,-0.7808364586094322,stop_loss,BELOW
SHORT,20.497,,21.209,,TREND,34.9296,0.2698,12.4702,38.4167,4,BOS,True,2025-04-30 13:00:00,0.6468682878939299,0.7937073892458523,AVAXUSDT,12,0.0,1.2270000000000003,2025-05-01 01:00:00,21.209,-0.46057022098047795,stop_loss,BELOW
SHORT,2.381,,2.491,,TREND,35.0537,0.0315,12.2449,42.6304,4,BOS,True,2025-04-30 13:00:00,5.187629995070929,0.7937073892458523,NEARUSDT,12,0.0,0.15300000000000002,2025-05-01 01:00:00,2.491,-0.5706392994578039,stop_loss,BELOW
SHORT,0.3151,,0.3302,,TREND,38.5583,0.0046,16.1442,35.7367,4,BOS,True,2025-04-30 13:00:00,27.752006616987863,0.5494897310163592,ARBUSDT,18,0.0,0.019799999999999984,2025-05-01 07:00:00,0.3302,-0.4190552999165168,stop_loss,BELOW
SHORT,5.078,,5.356,,TREND,30.0933,0.0724,17.6529,35.7988,4,BOS,True,2025-04-30 13:00:00,2.274957485099576,0.714336650321267,UNIUSDT,21,0.0,0.31400000000000006,2025-05-01 10:00:00,5.356,-0.6324381808576812,stop_loss,BELOW
LONG,0.1857,,0.18668,,TREND,30.1533,0.0015,29.3684,13.5546,3,BOS,True,2025-05-01 09:00:00,215.21864048745553,0.8608745619498229,HBARUSDT,11,1.0649999999999955,0.0040000000000000036,2025-05-01 20:00:00,0.18668,0.21091426767770827,stop_loss,ABOVE
LONG,2.2346,,2.214,,TREND,36.9483,0.0152,32.6598,13.8628,3,BOS,True,2025-05-01 10:00:00,15.446140933346735,0.659550217853905,XRPUSDT,10,0.18969555035129335,0.04269999999999996,2025-05-01 20:00:00,2.214,-0.318190503226942,stop_loss,ABOVE
LONG,2.582,,2.531,,TREND,37.2303,0.0246,41.5698,10.1744,3,BOS,True,2025-05-01 10:00:00,5.496251815449224,0.659550217853905,NEARUSDT,13,0.016666666666668578,0.11999999999999966,2025-05-01 23:00:00,2.531,-0.28030884258790884,stop_loss,ABOVE
LONG,0.3345,,0.3376,,TREND,36.4395,0.0031,34.0278,6.0185,3,BOS,True,2025-05-01 08:00:00,79.78448210841704,0.6622112014998638,ARBUSDT,21,1.1686746987951748,0.00830000000000003,2025-05-02 05:00:00,0.3376,0.24733189453609214,stop_loss,ABOVE
LONG,4.2392,,4.1681,,TREND,30.544,0.0457,27.9437,7.5841,4,BOS,True,2025-05-02 03:00:00,8.575821755303513,0.6997870552327657,DOTUSDT,7,0.0,0.0815999999999999,2025-05-02 10:00:00,4.1681,-0.6097409268020831,stop_loss,ABOVE
LONG,5.469,5.58,5.419,2.22,RANGE,20.2715,0.0629,14.5455,26.1364,4,SWEEP,False,2025-05-02 12:00:00,9.828368606290098,0.4914184303145119,APTUSDT,7,0.4399999999999808,0.05000000000000071,2025-05-02 19:00:00,5.419,-0.4914184303145119,stop_loss,
LONG,383.7,,376.3,,TREND,39.0454,4.6429,42.3077,3.0769,4,BOS,True,2025-05-02 14:00:00,0.03356563385630372,0.5370501417008595,BCHUSDT,10,0.0,16.0,2025-05-03 00:00:00,376.3,-0.24838569053664677,stop_loss,ABOVE
SHORT,21.393,,20.18,,TREND,30.7125,0.2397,15.3159,28.5161,3,BOS,True,2025-05-02 08:00:00,1.0912715074637895,0.8566481333590749,AVAXUSDT,66,1.9464968152866267,0.7850000000000001,2025-05-05 02:00:00,20.18,1.3237123385535778,stop_loss,BELOW
SHORT,5.255,,5.16,,TREND,34.5122,0.0393,10.1818,32.0,3,BOS,True,2025-05-03 10:00:00,5.583605912785475,0.9436293992607481,APTUSDT,40,1.011834319526626,0.16900000000000048,2025-05-05 02:00:00,5.16,0.5304425617146188,stop_loss,BELOW
SHORT,14.089,13.965,14.186,1.28,RANGE,17.1361,0.1589,20.2338,19.1996,5,SWEEP,False,2025-05-05 06:00:00,5.1023570646358545,0.49492863526967545,LINKUSDT,3,1.4845360824742353,0.09699999999999953,2025-05-05 09:00:00,13.965,0.6326922760148488,take_profit,
SHORT,593.1,,594.9,,TREND,34.6835,1.7929,1.992,24.7012,4,BOS,True,2025-05-04 09:00:00,0.10874090388408074,0.7720604175769757,BNBUSDT,25,1.1408450704225348,7.100000000000023,2025-05-05 10:00:00,594.9,-0.1957336269913404,stop_loss,BELOW
SHORT,0.663,,0.6572,,TREND,39.8469,0.0087,15.2263,34.9794,4,BOS,True,2025-05-05 11:00:00,18.833004319731497,0.542390524408266,ADAUSDT,31,0.6076388888888927,0.028799999999999937,2025-05-06 18:00:00,0.6572,0.10923142505444319,stop_loss,BELOW
LONG,86.88,,91.02,,TREND,35.7432,1.075,39.1362,8.2392,4,BOS,True,2025-05-06 22:00:00,0.13517174706239865,0.7839961329619117,LTCUSDT,14,1.015517241379311,5.799999999999997,2025-05-07 12:00:00,91.02,0.5596110328383305,stop_loss,ABOVE
LONG,0.6854,,0.6712,,TREND,32.1601,0.0105,24.5913,14.1008,4,BOS,True,2025-05-07 00:00:00,31.073017464953768,1.0191949728504852,ADAUSDT,13,0.021341463414635147,0.03280000000000005,2025-05-07 13:00:00,0.6712,-0.4412368480023432,stop_loss,ABOVE
SHORT,357.1,,367.6,,TREND,39.3887,4.0357,7.2566,44.0708,4,BOS,True,2025-05-07 17:00:00,0.051730862544791784,0.5431740567203137,BCHUSDT,5,0.0,10.5,2025-05-07 22:00:00,367.6,-0.5431740567203137,stop_loss,BELOW
