direction,entry,entry_level,zone_size_at_entry,tp,sl,rr,regime,adx,atr,plus_di,minus_di,confidence,confidence_bucket,position_size_multiplier,bos,fvg,liquidity_sweep,bos_strength,range,volume,fvg_size,signal_type,has_fvg,nearest_level,last_swing_low,last_swing_high,timestamp,confidence_threshold_used,entry_type,zone_entry_type,htf_filter_variant,htf_filter_applied,entry_mode,candles_since_bos,ema_position,position_size,risk_amount,capital_before_entry,trade_risk,symbol,bars_alive,max_r,initial_risk,mfe_r,mae_r,max_r_reached,max_price_since_entry,min_price_since_entry,original_sl,scale_level,realized_pnl,realized_r,partial_tp_hits,tp1_taken,tp1_price,signal_id,entry_bar_index,exit_time,exit_price,pnl,exit_reason,exit_type,mtf_tf
SHORT,1.2687,,0.009836,,1.2672,0.054945054945048685,TREND,33.791,0.0131,3.5948,60.8388,3.0,3_to_4,0.5,,True,,,0.006399999999999961,,,BOS,True,,,1.296,2023-09-10 05:00:00,2.5,momentum,,NONE,False,momentum,3.0,BELOW,5.0,0.5,100.0,0.5,OPUSDT,5,0.3406593406593344,0.027300000000000102,0.5201465201465179,0.1282051282051299,0.5201465201465179,1.2722,1.2545,1.296,0,0.0,0.0,0,False,1.2413999999999998,2,269,2023-09-10 10:00:00,1.2672,0.007499999999999174,stop_loss,trailing_stop,
SHORT,5.391,,0.045589,,5.2595,1.5233463035019463,TREND,33.2892,0.0608,4.7004,63.631,3.0,3_to_4,0.5,,True,,,0.03200000000000003,,,BOS,True,,,5.5195,2023-09-10 05:00:00,2.5,momentum,,NONE,False,momentum,3.0,BELOW,1.9455252918287962,0.5,100.0,0.5,APTUSDT,7,1.1556420233463074,0.12849999999999984,1.1867704280155646,0.0,1.1867704280155646,5.391,5.2385,5.5195,0,0.25,0.5,1,True,5.2625,1,269,2023-09-10 12:00:00,5.2595,0.5058365758754866,stop_loss,trailing_stop,
LONG,1.3957,,0.013591,,1.3954,-0.013698630136984774,TREND,32.6955,0.0181,46.078,12.4162,3.0,3_to_4,0.5,,True,,,0.018299999999999983,,,BOS,True,,1.3738,,2023-09-15 10:00:00,2.5,momentum,,NONE,False,momentum,3.0,ABOVE,5.025666828793774,0.5025666828793774,100.51333657587548,0.5025666828793774,OPUSDT,1,0.0,0.02190000000000003,1.1735159817351608,0.29680365296803385,1.1735159817351608,1.4214,1.3892,1.3738,0,0.0,0.0,0,False,1.4176,3,394,2023-09-15 11:00:00,1.3954,-0.0015077000486379663,stop_loss,trailing_stop,
LONG,3.32,,0.017893,,3.361,1.2735849056603854,TREND,30.5885,0.0239,24.5509,12.5749,4.0,4_to_5,1.0,,True,,,0.01499999999999968,,,BOS,True,,3.267,,2023-09-15 20:00:00,2.5,momentum,,NONE,False,momentum,16.0,ABOVE,2.5127957218956714,1.0051182887582686,100.51182887582685,1.0051182887582686,FILUSDT,15,2.037735849056608,0.052999999999999936,2.5849056603773617,0.0,2.5849056603773617,3.457,3.32,3.267,0,0.13317817326047043,0.5,1,True,3.3729999999999998,4,404,2023-09-16 11:00:00,3.361,0.23620279785819387,stop_loss,trailing_stop,15m
LONG,3.341,,0.017893,,3.32,0.11818181818181289,TREND,30.5885,0.0239,24.5509,12.5749,4.0,4_to_5,1.0,,True,,,0.01499999999999968,,,BOS,True,,3.267,,2023-09-15 21:00:00,2.5,momentum,,NONE,False,momentum,16.0,ABOVE,2.5127957218956714,1.0051182887582686,100.51182887582685,0.13820376470426232,FILUSDT,18,1.5818181818181725,0.05500000000000016,2.109090909090897,0.3818181818181871,2.109090909090897,3.457,3.32,3.267,1,0.13317817326047043,0.5,1,True,3.3729999999999998,4,404,2023-09-16 15:00:00,3.32,0.08040946310066045,stop_loss,trailing_stop,15m
LONG,64.98,,0.432321,,65.66,0.32692307692307254,TREND,35.6999,0.5764,38.7856,6.6914,4.0,4_to_5,1.0,,True,,,0.29999999999999716,,,BOS,True,,62.9,,2023-09-18 10:00:00,2.5,momentum,,NONE,False,momentum,2.0,ABOVE,0.48475212084993,1.008284411367857,100.82844113678571,1.008284411367857,LTCUSDT,1,0.3557692307692274,2.0800000000000054,0.5913461538461474,0.0,0.5913461538461474,66.21,64.98,62.9,0,0.0,0.0,0,False,67.06,5,466,2023-09-18 11:00:00,65.66,0.3296314421779488,stop_loss,trailing_stop,
SHORT,5.269,,0.045589,,5.479,0.21666666666666717,TREND,33.2892,0.0608,4.7004,63.631,3.0,3_to_4,0.5,,True,,,0.03200000000000003,,,BOS,True,,,5.5195,2023-09-10 06:00:00,2.5,momentum,,NONE,False,momentum,3.0,BELOW,1.5656846396145991,0.5,100.0,0.32879377431906576,APTUSDT,200,1.6666666666666694,0.20999999999999996,1.8500000000000028,0.49761904761904685,1.8500000000000028,5.3735,4.8805,5.5195,1,0.25,0.5,1,True,5.2625,1,269,2023-09-18 14:00:00,5.3285,0.15684176394293153,timeout,timeout,
LONG,65.5051,1.0,0.550179,,66.4,1.0845958065689196,TREND,37.9914,0.7336,46.0565,6.4265,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.7000000000000028,,,BOS,False,,64.68,,2023-09-18 12:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,0.6130049241241344,0.5057903628948184,101.15807257896367,0.5057903628948184,LTCUSDT,5,2.0299357653618038,0.825099999999992,2.405647800266653,0.0,2.405647800266653,67.49,65.5051,64.68,0,0.0,0.0,0,False,66.33019999999999,6,468,2023-09-18 17:00:00,66.4,0.5485781065986921,stop_loss,trailing_stop,
LONG,66.72,1.0,0.550179,,66.4,-0.3018867924528231,TREND,37.9914,0.7336,46.0565,6.4265,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.7000000000000028,,,BOS,False,,64.68,,2023-09-18 13:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,0.38758103787546266,0.5057903628948184,101.15807257896367,0.4108359001479913,LTCUSDT,4,0.43396226415094996,1.0600000000000023,0.6415094339622692,0.9245283018867942,0.6415094339622692,67.4,65.74,64.68,1,0.0,0.0,0,False,66.33019999999999,6,468,2023-09-18 17:00:00,66.4,-0.12402593212014541,stop_loss,trailing_stop,
SHORT,4.102,1.0,0.024054,,4.107,-0.04464285714285615,TREND,37.4222,0.0321,7.1269,30.5122,3.5,3_to_4,0.5,BEARISH_BOS,False,SWEEP_LOW,,0.03399999999999981,,,BOS,False,,,4.214,2023-09-19 02:00:00,2.5,zone,full,NONE,False,zone,,BELOW,4.541940469526119,0.5086973325869257,101.73946651738515,0.5086973325869257,DOTUSDT,7,0.04464285714285615,0.1120000000000001,0.11607142857142758,0.16964285714285812,0.11607142857142758,4.121,4.089,4.214,0,0.0,0.0,0,False,3.99,7,481,2023-09-19 08:00:00,4.107,-0.02270970234763011,stop_loss,trailing_stop,15m
LONG,0.5072,,0.003418,,0.5062,-0.11494252873563247,TREND,33.3726,0.0046,31.5047,14.8903,3.0,3_to_4,0.5,,True,,,0.0018000000000000238,,,BOS,True,,0.5001,,2023-09-19 03:30:00,2.5,momentum,,NONE,False,momentum,11.0,ABOVE,5.086973325869258,0.5086973325869257,101.73946651738515,0.5086973325869257,XRPUSDT,10,0.2528735632183889,0.008699999999999986,0.425287356321844,0.4482758620689679,0.425287356321844,0.5109,0.5033,0.4985,0,0.0,0.0,0,False,0.5159,8,483,2023-09-19 13:00:00,0.5062,-0.005086973325869263,stop_loss,trailing_stop,15m
LONG,218.05,2.0,0.704464,,216.8,-0.5343478818449944,TREND,33.7174,0.9393,34.6008,9.1255,4.0,4_to_5,1.0,BULLISH_BOS,True,,,0.3499999999999943,,,BOS,True,,216.0,,2023-09-19 09:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,0.43481706841806167,1.0171675681503753,101.71675681503753,1.0171675681503753,BNBUSDT,4,0.04274783054759712,2.3393000000000086,0.4274783054759955,0.6198435429402008,0.4274783054759955,219.05,216.6,215.7107,0,0.0,0.0,0,False,220.38930000000002,9,489,2023-09-19 13:00:00,216.8,-0.5435213355225771,stop_loss,trailing_stop,15m
LONG,62.22,2.0,0.504107,,61.91,0.10759493670885745,TREND,36.6481,0.6721,44.7396,4.0383,4.0,4_to_5,1.0,BULLISH_BOS,True,,,0.5500000000000043,,,BOS,True,,61.43,,2023-09-19 10:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,0.6437769418673268,1.0171675681503753,101.71675681503753,1.0171675681503753,AAVEUSDT,3,0.8101265822784826,0.7899999999999991,1.0379746835443053,0.6708860759493692,1.0379746835443053,63.04,61.69,61.43,0,0.5085837840751877,0.5,1,True,63.01,10,490,2023-09-19 13:00:00,61.91,0.30901293209631486,stop_loss,trailing_stop,
LONG,2.5217,3.0,0.035448,,2.5714,1.1471354166666679,TREND,34.8887,0.0473,35.6204,11.5762,3.0,3_to_4,0.5,,True,,,0.0378999999999996,,,BOS,True,,2.4449,,2023-09-19 17:00:00,2.5,momentum,full,NONE,False,momentum,26.0,ABOVE,2.536929035957135,0.5073858071914269,101.47716143828538,0.5073858071914269,TONUSDT,7,0.8281250000000016,0.07679999999999998,1.1367187499999993,0.022135416666667126,1.1367187499999993,2.609,2.52,2.4449,0,0.19483614996150792,0.5,1,True,2.5985,11,466,2023-09-20 00:00:00,2.5714,0.3209215230485777,stop_loss,trailing_stop,
LONG,2.5853,3.0,0.035448,,2.4921,-0.5,TREND,34.8887,0.0473,35.6204,11.5762,3.0,3_to_4,0.5,,True,,,0.0378999999999996,,,BOS,True,,2.4449,,2023-09-19 18:00:00,2.5,momentum,full,NONE,False,momentum,26.0,ABOVE,2.536929035957135,0.5073858071914269,101.47716143828538,0.23644178615120484,TONUSDT,12,0.0,0.09319999999999995,0.2542918454935606,1.2081545064377692,0.2542918454935606,2.609,2.4727,2.4449,1,0.19483614996150792,0.5,1,True,2.5985,11,466,2023-09-20 06:00:00,2.4921,-0.041605636189696926,stop_loss,trailing_stop,
SHORT,8.94,2.0,0.052768,,8.86,0.9705882352941182,TREND,32.3815,0.0704,15.2284,25.8883,4.0,4_to_5,1.0,BEARISH_BOS,True,,,0.0600000000000005,,,BOS,True,,,9.11,2023-09-21 09:00:00,2.5,zone,full,NONE,False,zone,,BELOW,2.543911933128607,1.0175647732514426,101.75647732514426,1.0175647732514426,AVAXUSDT,12,0.9411764705882365,0.16999999999999993,1.08823529411764,0.0,1.08823529411764,8.94,8.755,9.11,0,0.432465028631863,0.5,1,True,8.77,12,537,2023-09-21 21:00:00,8.86,0.6359779832821517,stop_loss,trailing_stop,15m
SHORT,3.283,1.0,0.021161,,3.22,0.6116504854368893,TREND,32.3835,0.0282,10.3797,41.7722,5.0,5_plus,1.25,BEARISH_BOS,True,,,0.013000000000000345,,,BOS,True,,,3.386,2023-09-21 09:00:00,2.5,zone,full,NONE,False,zone,,BELOW,5.087823866257214,1.2719559665643034,101.75647732514426,1.2719559665643034,FILUSDT,22,0.6893203883495106,0.1030000000000002,0.9805825242718426,0.0,0.9805825242718426,3.283,3.182,3.386,0,0.0,0.0,0,False,3.1799999999999997,13,537,2023-09-22 07:00:00,3.22,0.32053290357420305,stop_loss,trailing_stop,15m
LONG,6.725,1.0,0.040232,,6.869,2.686567164179091,TREND,34.2899,0.0536,22.5033,15.3129,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.03399999999999981,,,BOS,False,,6.707,,2023-09-22 17:15:00,2.5,zone,full,NONE,False,zone,,ABOVE,5.135649410600031,0.513564941060003,102.71298821200061,0.513564941060003,LINKUSDT,3,3.432835820895505,0.053600000000000314,4.514925373134302,0.0,4.514925373134302,6.967,6.725,6.671399999999999,0,0.0,0.0,0,False,6.7786,14,569,2023-09-22 20:00:00,6.869,0.7395335151264052,stop_loss,trailing_stop,15m
SHORT,0.0611,,0.00025,,0.06071,1.1500000000000064,TREND,33.1153,0.0003,6.424,40.8994,4.0,4_to_5,1.0,,True,SWEEP_LOW,,0.0002099999999999949,,,BOS,True,,,0.0617,2023-09-25 00:00:00,2.5,momentum,,NONE,False,momentum,1.0,BELOW,2.586313043178176,1.0345252172712702,103.45252172712702,1.0345252172712702,DOGEUSDT,12,0.9166666666666753,0.0005999999999999964,1.1500000000000121,0.0,1.1500000000000121,0.0611,0.06041,0.0617,0,0.001551787825906896,0.5,1,True,0.060500000000000005,15,624,2023-09-25 12:00:00,0.06071,0.0025604499127463883,stop_loss,trailing_stop,
SHORT,0.0607,1.0,0.000161,,0.06044,1.2999999999999445,TREND,33.831,0.0002,2.99,38.206,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.00018000000000000654,,,BOS,False,,,0.0608,2023-09-26 17:00:00,2.5,zone,full,NONE,False,zone,,BELOW,5.172754108851989,0.5172754108851989,103.45508217703977,0.5172754108851989,DOGEUSDT,3,2.4999999999999307,0.00020000000000000573,2.7999999999999097,0.0,2.7999999999999097,0.0607,0.06014,0.0609,0,0.0,0.0,0,False,0.06049999999999999,16,665,2023-09-26 20:00:00,0.06044,0.0013449160683014982,stop_loss,trailing_stop,
SHORT,63.8262,3.0,0.2325,,63.99,0.084052818689684,TREND,34.7677,0.31,6.2212,37.5576,3.0,3_to_4,0.5,,True,,,0.14000000000000057,,,BOS,True,,,64.22,2023-09-26 21:00:00,2.5,momentum,full,NONE,False,momentum,4.0,BELOW,0.656782802774939,0.5172821354655404,103.45642709310808,0.5172821354655404,LTCUSDT,3,0.9807008633824364,0.3937999999999988,1.1076688674454058,0.415947181310316,1.1076688674454058,63.99,63.39,64.22,0,0.2586410677327702,0.5,1,True,63.4324,17,669,2023-09-27 00:00:00,63.99,0.15106004463823391,stop_loss,trailing_stop,
SHORT,8.78,2.0,0.052768,,9.085,-0.5,TREND,32.3815,0.0704,15.2284,25.8883,4.0,4_to_5,1.0,BEARISH_BOS,True,,,0.0600000000000005,,,BOS,True,,,9.11,2023-09-21 10:00:00,2.5,zone,full,NONE,False,zone,,BELOW,2.126877189992747,1.0175647732514426,101.75647732514426,0.648697542947791,AVAXUSDT,134,0.13114754098360312,0.3050000000000015,0.5409836065573717,1.0163934426229475,0.5409836065573717,9.09,8.615,9.11,1,0.432465028631863,0.5,1,True,8.77,12,537,2023-09-27 00:00:00,9.085,-0.21623251431592805,stop_loss,trailing_stop,15m
LONG,61.24,2.0,0.424286,,62.63,2.014492753623175,TREND,38.9371,0.5657,44.9495,4.0404,4.0,4_to_5,1.0,BULLISH_BOS,True,,,0.4100000000000037,,,BOS,True,,60.55,,2023-09-28 11:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,1.498423980049705,1.0339125462343037,103.39125462343037,1.0339125462343037,AAVEUSDT,1,1.7971014492753423,0.6900000000000048,2.5217391304347574,0.0,2.5217391304347574,62.98,61.24,60.55,0,0.0,0.0,0,False,61.93000000000001,18,707,2023-09-28 12:00:00,62.63,2.0828093322690906,stop_loss,trailing_stop,
LONG,2.2322,1.0,0.024321,,2.2585,0.876790830945557,TREND,34.2665,0.0324,41.696,4.4934,4.0,4_to_5,1.0,BULLISH_BOS,True,,,0.03200000000000003,,,BOS,True,,2.1624,,2023-09-28 15:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,2.6368515988924868,1.0547406395569947,105.47406395569946,1.0547406395569947,TONUSDT,2,0.445558739255011,0.0698000000000003,1.3481375358166077,0.0,1.3481375358166077,2.3263,2.2322,2.1624,0,0.18405224160269637,0.5,1,True,2.3020000000000005,20,680,2023-09-28 17:00:00,2.2585,0.25340143865356873,stop_loss,trailing_stop,
LONG,3.27,2.0,0.015804,,3.31,0.6349206349206338,TREND,39.6576,0.0211,33.8983,13.5593,5.0,5_plus,1.25,BULLISH_BOS,True,,,0.019000000000000128,,,BOS,True,,3.207,,2023-09-28 15:15:00,2.5,zone,full,NONE,False,zone,,ABOVE,5.2737031977849735,1.3184257994462434,105.47406395569946,1.3184257994462434,FILUSDT,18,0.8730158730158732,0.06300000000000017,0.9682539682539648,0.11111111111111267,0.9682539682539648,3.331,3.263,3.207,0,0.0,0.0,0,False,3.333,19,711,2023-09-29 09:00:00,3.31,0.21094812791139914,stop_loss,trailing_stop,15m
LONG,0.0008,,1.3e-05,,0.0007957,-0.04300000000000048,TREND,34.7391,0.0,42.3061,7.3082,4.0,4_to_5,1.0,,True,SWEEP_HIGH,,9.800000000000021e-06,,,BOS,True,,0.0007,,2023-09-29 06:15:00,2.5,momentum,,NONE,False,momentum,2.0,ABOVE,5.286373269717652,1.0572746539435303,105.72746539435303,1.0572746539435303,1000PEPEUSDT,6,0.06900000000000002,0.00010000000000000005,0.20999999999999958,0.19400000000000028,0.20999999999999958,0.000821,0.0007806,0.0007,0,0.0,0.0,0,False,0.0009000000000000001,21,726,2023-09-29 12:00:00,0.0007957,-2.2731405059786168e-05,stop_loss,trailing_stop,15m
LONG,0.4568,,0.004015,,0.47586,1.4890625000000042,TREND,35.1689,0.0054,43.0554,6.1107,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.004410000000000025,,,BOS,False,,0.444,,2023-09-29 09:00:00,2.5,momentum,momentum,NONE,False,momentum,,ABOVE,5.2969206761132215,0.5296920676113221,105.93841352226443,0.5296920676113221,SUIUSDT,15,2.4578125000000077,0.012799999999999978,3.1398437500000056,0.0,3.1398437500000056,0.49699,0.4568,0.444,0,0.0,0.0,0,False,0.46959999999999996,22,729,2023-09-30 00:00:00,0.47586,0.10095930808671812,stop_loss,trailing_stop,
LONG,0.48257,,0.004015,,0.47586,-0.5173477255204298,TREND,35.1689,0.0054,43.0554,6.1107,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.004410000000000025,,,BOS,False,,0.444,,2023-09-29 12:00:00,2.5,momentum,momentum,NONE,False,momentum,,ABOVE,5.2969206761132215,0.5296920676113221,105.93841352226443,0.06870106116918868,SUIUSDT,12,0.0,0.012970000000000037,0.2991518889745554,0.8604471858134134,0.2991518889745554,0.48645,0.47141,0.444,1,0.0,0.0,0,False,0.46959999999999996,22,729,2023-09-30 00:00:00,0.47586,-0.035542337736719685,stop_loss,trailing_stop,
LONG,0.0008,2.0,9e-06,,0.0007813,-0.48195876288659895,TREND,36.1353,0.0,23.7798,9.2509,3.5,3_to_4,0.5,BULLISH_BOS,False,,,1.4400000000000025e-05,,,BOS,False,,0.0008,,2023-09-30 04:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,5.300190388060469,0.5300190388060468,106.00380776120937,0.5300190388060468,1000PEPEUSDT,1,0.0,3.8800000000000076e-05,0.0,0.5128865979381432,0.0,0.0008,0.0007801,0.0007612,0,0.0,0.0,0,False,0.0008388000000000001,23,748,2023-09-30 05:00:00,0.0007813,-9.911356025673117e-05,stop_loss,trailing_stop,15m
LONG,1.126,,0.005571,,1.139,0.5652173913043553,TREND,34.7783,0.0074,27.8846,0.9615,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.004999999999999893,,,BOS,False,,1.103,,2023-09-30 06:00:00,2.5,momentum,momentum,NONE,False,momentum,,ABOVE,5.300185432382456,0.5300185432382456,106.00370864764912,0.5300185432382456,NEARUSDT,9,0.7391304347826171,0.02299999999999991,0.9130434782608788,0.0869565217391212,0.9130434782608788,1.147,1.124,1.103,0,0.0,0.0,0,False,1.1489999999999998,24,750,2023-09-30 15:00:00,1.139,0.06890241062097258,stop_loss,trailing_stop,
LONG,6.909,1.0,0.040232,,6.8322,9.355828220858905,TREND,34.2899,0.0536,22.5033,15.3129,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.03399999999999981,,,BOS,False,,6.707,,2023-09-22 18:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,1.8274089927288348,0.513564941060003,102.71298821200061,0.2382941326518398,LINKUSDT,200,10.199386503067505,0.13039999999999985,10.42944785276075,0.39110429447852924,10.42944785276075,8.269,6.858,6.671399999999999,1,0.0,0.0,0,False,6.7786,14,569,2023-10-01 02:00:00,8.129,2.229438971129178,timeout,timeout,15m
LONG,0.2541,3.0,0.000964,,0.2602,4.566666666666659,TREND,30.6998,0.0013,32.7778,9.4444,4.0,4_to_5,1.0,,True,SWEEP_HIGH,,0.0010999999999999899,,,BOS,True,,0.2526,,2023-10-01 01:00:00,2.5,momentum,full,NONE,False,momentum,4.0,ABOVE,2.6518152764567526,1.060726110582701,106.0726110582701,1.060726110582701,ADAUSDT,13,5.333333333333333,0.0015000000000000013,6.133333333333319,0.0,6.133333333333319,0.2633,0.2541,0.2526,0,0.003977722914685133,0.5,1,True,0.2556,26,769,2023-10-01 14:00:00,0.2602,0.02015379610107131,stop_loss,trailing_stop,
LONG,0.2552,3.0,0.000964,,0.2602,3.6250000000000218,TREND,30.6998,0.0013,32.7778,9.4444,4.0,4_to_5,1.0,,True,SWEEP_HIGH,,0.0010999999999999899,,,BOS,True,,0.2526,,2023-10-01 02:00:00,2.5,momentum,full,NONE,False,momentum,4.0,ABOVE,2.6518152764567526,1.060726110582701,106.0726110582701,0.004242904442330778,ADAUSDT,12,4.312500000000037,0.0015999999999999903,5.062500000000028,0.4374999999999892,5.062500000000028,0.2633,0.2545,0.2526,1,0.003977722914685133,0.5,1,True,0.2556,26,769,2023-10-01 14:00:00,0.2602,0.01723679929696891,stop_loss,trailing_stop,
LONG,3.346,,0.013179,,3.347,0.5249999999999972,TREND,33.5863,0.0176,21.9512,10.9756,3.5,3_to_4,0.5,BULLISH_BOS,False,SWEEP_HIGH,,0.015000000000000124,,,BOS,False,,3.306,,2023-10-01 00:00:00,2.5,momentum,momentum,NONE,False,momentum,,ABOVE,2.6518152764567526,0.5303630552913505,106.0726110582701,0.5303630552913505,FILUSDT,18,1.5499999999999945,0.040000000000000036,1.9749999999999917,0.25000000000000555,1.9749999999999917,3.425,3.336,3.306,0,0.1060726110582702,0.5,1,True,3.386,25,767,2023-10-01 17:00:00,3.347,0.10872442633472666,stop_loss,trailing_stop,15m
LONG,3.369,,0.013179,,3.347,-0.5,TREND,33.5863,0.0176,21.9512,10.9756,3.5,3_to_4,0.5,BULLISH_BOS,False,SWEEP_HIGH,,0.015000000000000124,,,BOS,False,,3.306,,2023-10-01 14:00:00,2.5,momentum,momentum,NONE,False,momentum,,ABOVE,2.6518152764567526,0.5303630552913505,106.0726110582701,0.058339936082049196,FILUSDT,3,0.2727272727272599,0.02200000000000024,0.31818181818179986,1.5,0.31818181818179986,3.376,3.336,3.306,1,0.1060726110582702,0.5,1,True,3.386,25,767,2023-10-01 17:00:00,3.347,0.04773267497622101,stop_loss,trailing_stop,15m
LONG,7.306,,0.035196,,7.5405,5.5,TREND,31.4919,0.0469,37.5951,2.2831,4.0,4_to_5,1.0,,True,SWEEP_HIGH,,0.03000000000000025,,,BOS,True,,7.273,,2023-10-01 17:00:00,2.5,momentum,,NONE,False,momentum,18.0,ABOVE,2.7123974431527067,1.0849589772610828,108.49589772610827,1.0849589772610828,ATOMUSDT,7,6.652452025586368,0.04689999999999994,7.761194029850754,0.0,7.761194029850754,7.67,7.306,7.2591,0,0.1272114400838618,0.5,1,True,7.3529,27,785,2023-10-02 00:00:00,7.5405,0.7632686405031707,stop_loss,trailing_stop,
LONG,7.412,,0.035196,,7.5405,1.8526315789473702,TREND,31.4919,0.0469,37.5951,2.2831,4.0,4_to_5,1.0,,True,SWEEP_HIGH,,0.03000000000000025,,,BOS,True,,7.273,,2023-10-01 18:00:00,2.5,momentum,,NONE,False,momentum,18.0,ABOVE,2.7123974431527067,1.0849589772610828,108.49589772610827,0.25767775709950647,ATOMUSDT,6,2.168421052631589,0.09499999999999975,2.7157894736842176,0.16842105263157953,2.7157894736842176,7.67,7.396,7.2591,1,0.1272114400838618,0.5,1,True,7.3529,27,785,2023-10-02 00:00:00,7.5405,0.4757545115289842,stop_loss,trailing_stop,
LONG,7.437,,0.035196,,7.5405,1.7306777645659825,TREND,31.4919,0.0469,37.5951,2.2831,4.0,4_to_5,1.0,,True,SWEEP_HIGH,,0.03000000000000025,,,BOS,True,,7.273,,2023-10-01 19:00:00,2.5,momentum,,NONE,False,momentum,18.0,ABOVE,2.7123974431527067,1.0849589772610828,108.49589772610827,0.22811262496914342,ATOMUSDT,5,2.152199762187865,0.08410000000000029,2.7705112960760863,0.4042806183115408,2.7705112960760863,7.67,7.403,7.2591,2,0.1272114400838618,0.5,1,True,7.3529,27,785,2023-10-02 00:00:00,7.5405,0.4079445754501655,stop_loss,trailing_stop,
LONG,0.9525,1.0,0.008539,,0.9593,0.34343434343434415,TREND,34.7373,0.0114,28.4191,17.8168,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.03610000000000002,,,BOS,False,,0.9327,,2023-10-02 02:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,5.50714327267953,0.550714327267953,110.14286545359059,0.550714327267953,ARBUSDT,1,0.5757575757575729,0.01980000000000004,0.7474747474747477,0.0,0.7474747474747477,0.9673,0.9525,0.9327,0,0.0,0.0,0,False,0.9723,28,794,2023-10-02 03:00:00,0.9593,0.037448574254220955,stop_loss,trailing_stop,
LONG,0.265,,0.001671,,0.2657,0.8181818181818032,TREND,35.165,0.0022,26.6026,15.7051,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.0008999999999999564,,,BOS,False,,0.2633,,2023-10-02 06:00:00,2.5,momentum,momentum,NONE,False,momentum,,ABOVE,2.7545078506961205,0.5509015701392241,110.18031402784482,0.5509015701392241,ADAUSDT,8,1.4999999999999623,0.0022000000000000353,1.9999999999999496,0.8181818181818159,1.9999999999999496,0.2694,0.2632,0.2628,0,0.006059917271531563,0.5,1,True,0.26720000000000005,29,798,2023-10-02 14:00:00,0.2657,0.007988072767018788,stop_loss,trailing_stop,
LONG,0.2658,,0.001671,,0.2657,0.46666666666667034,TREND,35.165,0.0022,26.6026,15.7051,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.0008999999999999564,,,BOS,False,,0.2633,,2023-10-02 08:00:00,2.5,momentum,momentum,NONE,False,momentum,,ABOVE,2.7545078506961205,0.5509015701392241,110.18031402784482,0.008263523552088368,ADAUSDT,6,0.8333333333333334,0.0030000000000000027,1.1999999999999964,0.26666666666665556,1.1999999999999964,0.2694,0.265,0.2628,1,0.006059917271531563,0.5,1,True,0.26720000000000005,29,798,2023-10-02 14:00:00,0.2657,0.005784466486461981,stop_loss,trailing_stop,
SHORT,2.0954,1.0,0.017057,,2.0239,1.563988095238105,TREND,34.7358,0.0227,10.1759,41.8028,5.0,5_plus,1.25,BEARISH_BOS,True,,,0.02729999999999988,,,BOS,True,,,2.1626,2023-10-02 14:00:00,2.5,zone,full,NONE,False,zone,,BELOW,2.7548521641774575,1.3774260820887287,110.1940865670983,1.3774260820887287,TONUSDT,10,1.2901785714285772,0.0671999999999997,1.6279761904762,0.0,1.6279761904762,2.0954,1.986,2.1626,0,0.18512606543272433,0.5,1,True,2.0282000000000004,30,775,2023-10-03 00:00:00,2.0239,0.3820979951714135,stop_loss,trailing_stop,
SHORT,4.5523,1.0,0.025339,,4.441,2.7854209445585116,TREND,38.6087,0.0338,3.1712,26.6385,3.0,3_to_4,0.5,BEARISH_BOS,True,,,0.03699999999999992,,,BOS,True,,,4.601,2023-10-03 15:00:00,2.5,zone,full,NONE,False,zone,,BELOW,2.7644046140567426,0.5528809228113485,110.5761845622697,0.5528809228113485,AXSUSDT,12,2.942505133470214,0.04870000000000019,4.687885010266921,0.1375770020533952,4.687885010266921,4.559,4.324,4.601,0,0.1346265047045639,0.5,1,True,4.5036,31,831,2023-10-04 03:00:00,4.441,0.44230473824907923,stop_loss,trailing_stop,
