direction,entry,entry_level,zone_size_at_entry,tp,sl,rr,regime,adx,atr,plus_di,minus_di,confidence,confidence_bucket,position_size_multiplier,bos,fvg,liquidity_sweep,bos_strength,range,volume,fvg_size,signal_type,has_fvg,nearest_level,last_swing_low,last_swing_high,timestamp,confidence_threshold_used,entry_type,zone_entry_type,htf_filter_variant,htf_filter_applied,entry_mode,candles_since_bos,ema_position,initial_risk,mtf_tf,position_size,risk_amount,capital_before_entry,trade_risk,risk_percent,allocated_capital,symbol,bars_alive,max_r,mfe_r,mae_r,max_r_reached,max_price_since_entry,min_price_since_entry,original_sl,scale_level,realized_pnl,realized_r,mfe_valid,mae_valid,partial_tp_hits,tp1_taken,tp1_price,signal_id,entry_bar_index,exit_time,exit_price,pnl,exit_reason,exit_type,capital_after_exit,anomaly_flags,extreme_pnl_raw,extreme_pnl_cap
SHORT,155.95,,2.051786,,153.25,0.362416107382548,TREND,37.7016,2.7357,14.8825,39.1645,3.0,3_to_4,0.5,,True,,,1.9499999999999886,,,BOS,True,,,163.4,2022-02-02 22:00:00,2.5,momentum,,NONE,False,momentum,3.0,BELOW,7.450000000000017,,2.1421526696366033,15.959037388792732,159.59037388792729,15.959037388792732,0.2,15.959037388792732,AAVEUSDT,2,0.6375838926174482,0.7449664429530162,0.0,0.7449664429530162,155.95,150.4,163.4,0,0.0,0.362416107382548,True,True,0,False,148.49999999999997,16,790,2022-02-03 00:00:00,153.25,5.783812208018805,take_profit,TP,165.3741860959461,,,
SHORT,37191.5,,267.133929,,36755.5,0.287598944591029,TREND,37.5822,356.1786,10.6488,46.0543,3.0,3_to_4,0.5,,True,,,234.5,,,BOS,True,,,38707.5,2022-02-02 22:30:00,2.5,momentum,,NONE,False,momentum,3.0,BELOW,1516.0,15m,0.009474362565905975,14.363133649913458,143.63133649913456,14.363133649913458,0.2,14.363133649913458,BTCUSDT,17,0.5438654353562006,0.6536939313984169,0.0,0.6536939313984169,37191.5,36200.5,38707.5,0,0.0,0.287598944591029,True,True,0,False,35675.5,17,790,2022-02-03 15:00:00,36755.5,4.130822078735005,take_profit,TP,172.36824723561156,,,
SHORT,15.995,,0.214607,,15.69,0.22149600580973097,TREND,33.5425,0.2861,11.5577,48.003,3.0,3_to_4,0.5,,True,,,0.17600000000000193,,,BOS,True,,,17.372,2022-02-02 22:45:00,2.5,momentum,,NONE,False,momentum,3.0,BELOW,1.3770000000000007,15m,9.387669052231013,12.926820284922112,129.2682028492211,12.926820284922112,0.2,12.926820284922112,LINKUSDT,15,0.4306463326071167,0.5432098765432092,0.0,0.5432098765432092,15.995,15.247,17.372,0,0.0,0.22149600580973097,True,True,0,False,14.617999999999999,18,790,2022-02-03 13:00:00,15.69,2.8632390609304563,take_profit,TP,168.23742515687655,,,
SHORT,68.405,3.0,1.048125,,67.63,0.19795657726692395,TREND,39.1778,1.3975,12.8546,24.4314,3.5,3_to_4,0.5,,False,SWEEP_LOW,,0.6650000000000063,,,BOS,False,,,72.32,2022-02-03 06:00:00,2.5,momentum,full,NONE,False,momentum,3.0,BELOW,3.914999999999992,15m,4.224117141658913,16.53741860959461,165.3741860959461,16.53741860959461,0.2,16.53741860959461,AVAXUSDT,9,0.7241379310344863,0.8735632183908069,0.08301404853129081,0.8735632183908069,68.73,64.985,72.32,0,0.0,0.19795657726692395,True,True,0,False,64.49000000000001,19,798,2022-02-03 15:00:00,67.63,3.2736907847856815,take_profit,TP,175.64193802039725,,,
SHORT,2663.0,1.0,24.361607,,2620.4,1.3114915599668642,TREND,31.4818,32.4821,15.9868,23.7493,3.5,3_to_4,0.5,BEARISH_BOS,False,,,45.40000000000009,,,BOS,False,,,2682.25,2022-02-03 16:00:00,2.5,zone,full,NONE,False,zone,,BELOW,32.48210000000017,15m,0.19786925049237392,6.427208781418373,175.64193802039725,6.427208781418373,0.2,6.427208781418373,ETHUSDT,1,1.1098420360752534,1.908743584928304,0.0,1.908743584928304,2663.0,2601.0,2695.4821,0,0.0,1.3114915599668642,True,True,0,False,2630.5179,20,808,2022-02-03 17:00:00,2620.4,8.42923007097511,take_profit,TP,184.07116809137236,,,
LONG,424.15,1.0,3.289286,,433.35,1.1666666666666723,TREND,30.9465,4.3857,34.8534,9.3648,4.0,4_to_5,1.0,BULLISH_BOS,True,,,7.5,,,BOS,True,,410.35,,2022-02-07 04:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,13.799999999999955,15m,0.6509648759567572,17.96663057640644,184.07116809137236,17.96663057640644,0.2,17.96663057640644,BNBUSDT,28,1.2355072463768164,1.5181159420289938,0.20289855072463506,1.5181159420289938,445.1,421.35,410.35,0,8.98331528820322,1.1666666666666723,True,True,1,True,437.94999999999993,21,892,2022-02-08 08:00:00,433.35,14.972192147005416,take_profit,TP,235.81231710699063,,,
LONG,22.03,1.0,0.241607,,22.34,0.24409448818897544,TREND,38.6961,0.3221,34.0355,6.9845,4.0,4_to_5,1.0,BULLISH_BOS,True,,,0.620000000000001,,,BOS,True,,20.76,,2022-02-07 04:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,1.2699999999999996,15m,22.61977360621415,28.72711247989196,166.10453751496593,28.72711247989196,0.2,28.72711247989196,DOTUSDT,14,0.4685039370078733,0.5118110236220463,0.299212598425199,0.5118110236220463,22.68,21.65,20.76,0,0.0,0.24409448818897544,True,True,0,False,23.3,22,892,2022-02-07 18:00:00,22.34,7.012129817926358,take_profit,TP,191.08329790929872,,,
LONG,127.85,3.0,1.152857,,137.71,1.8525377229080966,TREND,34.8299,1.5371,32.4814,2.6952,4.0,4_to_5,1.0,,True,SWEEP_HIGH,,1.3700000000000045,,,BOS,True,,120.56,,2022-02-07 07:45:00,2.5,momentum,full,NONE,False,momentum,19.0,ABOVE,7.289999999999992,15m,1.7350919563082496,25.29764072297425,147.88767107600646,25.29764072297425,0.2,25.29764072297425,LTCUSDT,19,1.4156378600823052,1.6488340192043929,0.18930041152263333,1.6488340192043929,139.87,126.47,120.56,0,12.648820361487125,1.8525377229080966,True,True,1,True,135.14,23,895,2022-02-08 02:00:00,137.71,29.75682705068649,take_profit,TP,220.84012495998522,,,
LONG,435.4,1.0,3.289286,,433.35,0.26966292134831915,TREND,30.9465,4.3857,34.8534,9.3648,4.0,4_to_5,1.0,BULLISH_BOS,True,,,7.5,,,BOS,True,,410.35,,2022-02-07 18:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,8.899999999999977,15m,0.6509648759567572,17.96663057640644,188.9635991856555,5.793587396015124,0.2,5.793587396015124,BNBUSDT,14,0.6516853932584299,1.0898876404494462,1.0168539325842672,1.0898876404494462,445.1,426.35,410.35,1,8.98331528820322,0.26966292134831915,True,True,1,True,437.94999999999993,21,892,2022-02-08 08:00:00,433.35,7.648837292491898,take_profit,TP,243.46115439948252,,,
SHORT,11.812,,0.235875,,11.969,-0.1508165225744476,TREND,36.3601,0.3145,10.7881,43.2432,4.0,4_to_5,1.0,,True,,,0.21700000000000053,,,BOS,True,,,12.853,2022-02-11 00:00:00,2.5,momentum,,NONE,False,momentum,6.0,BELOW,1.0410000000000004,15m,46.774477310179144,48.692230879896506,243.46115439948252,48.692230879896506,0.2,48.692230879896506,NEARUSDT,8,0.14985590778097863,0.280499519692603,0.1700288184438053,0.280499519692603,11.989,11.52,12.853,0,0.0,-0.1508165225744476,True,True,0,False,10.770999999999999,24,984,2022-02-11 08:00:00,11.969,-7.343592937698127,stop_loss,trailing_stop,236.1175614617844,,,
SHORT,19.805,3.0,0.226071,,18.765,1.618881118881117,TREND,36.7259,0.3014,8.6493,31.6351,3.0,3_to_4,0.5,,True,,,0.3150000000000013,,,BOS,True,,,20.68,2022-02-11 19:30:00,2.5,momentum,full,NONE,False,momentum,15.0,BELOW,0.9295000000000009,15m,12.701321219030886,23.61175614617844,236.1175614617844,23.61175614617844,0.2,23.61175614617844,DOTUSDT,12,1.2318450779989225,1.6783216783216754,0.0,1.6783216783216754,19.805,18.245,20.7345,0,11.80587807308922,1.618881118881117,True,True,1,True,18.8755,25,1003,2022-02-12 07:00:00,18.765,25.01525214088133,take_profit,TP,261.1328136026657,,,
SHORT,11.037,2.0,0.171643,,10.731,0.24075531077891515,TREND,39.5811,0.2289,12.0474,35.1436,4.0,4_to_5,1.0,BEARISH_BOS,True,,,0.21399999999999864,,,BOS,True,,,12.308,2022-02-11 21:15:00,2.5,zone,full,NONE,False,zone,,BELOW,1.270999999999999,15m,37.15461234646492,47.22351229235688,236.1175614617844,47.22351229235688,0.2,47.22351229235688,NEARUSDT,11,0.3328088119590876,0.5011801730920542,0.0,0.5011801730920542,11.037,10.4,12.308,0,0.0,0.24075531077891515,True,True,0,False,9.766000000000002,26,1005,2022-02-12 08:00:00,10.731,11.3693113780183,take_profit,TP,272.502124980684,,,
SHORT,18.7,3.0,0.226071,,19.805,-0.5,TREND,36.7259,0.3014,8.6493,31.6351,3.0,3_to_4,0.5,,True,,,0.3150000000000013,,,BOS,True,,,20.68,2022-02-11 22:00:00,2.5,momentum,full,NONE,False,momentum,15.0,BELOW,1.1050000000000004,15m,12.701321219030886,23.61175614617844,210.59234277976302,14.034959947029135,0.2,14.034959947029135,DOTUSDT,84,0.5746606334841609,0.6334841628959267,1.0588235294117658,0.6334841628959267,19.87,18.0,20.7345,1,11.80587807308922,-0.5,True,True,1,True,18.8755,25,1003,2022-02-15 10:00:00,19.805,-2.229081873939915,stop_loss,trailing_stop,341.8560482533188,,,
SHORT,160.8223,1.0,1.655357,,155.55,1.7043538844598831,TREND,39.8788,2.2071,10.356,32.5243,3.5,3_to_4,0.5,BEARISH_BOS,False,,,4.549999999999983,,,BOS,False,,,165.2,2022-02-13 23:00:00,2.5,zone,full,NONE,False,zone,,BELOW,4.377699999999976,,2.4107399754292924,21.10699278087351,258.4671650336549,21.10699278087351,0.2,21.10699278087351,AAVEUSDT,4,1.5013134751125132,1.626950225004012,0.0,1.626950225004012,160.8223,153.7,165.2,0,10.553496390436756,1.7043538844598831,True,True,1,True,156.44460000000004,27,1055,2022-02-14 03:00:00,155.55,23.263640762892617,take_profit,TP,307.744853790165,,,
SHORT,400.1,1.0,2.416071,,398.3,0.2535211267605662,TREND,37.4677,3.2214,9.9778,26.9401,3.5,3_to_4,0.5,BEARISH_BOS,False,,,6.150000000000034,,,BOS,False,,,407.2,2022-02-13 23:00:00,2.5,zone,full,NONE,False,zone,,BELOW,7.099999999999966,15m,1.779756352807658,12.636270104934312,237.36017225278135,12.636270104934312,0.2,12.636270104934312,BNBUSDT,1,0.45774647887324166,0.6549295774647966,0.0,0.6549295774647966,400.1,395.45,407.2,0,0.0,0.2535211267605662,True,True,0,False,393.00000000000006,28,1055,2022-02-14 00:00:00,398.3,3.2035614350538046,take_profit,TP,275.70568641573783,,,
SHORT,2903.95,1.0,26.4375,,2866.15,0.7793814432989634,TREND,38.3519,35.25,11.4792,24.4985,3.5,3_to_4,0.5,BEARISH_BOS,False,,,69.5,,,BOS,False,,,2952.45,2022-02-13 23:00:00,2.5,zone,full,NONE,False,zone,,BELOW,48.5,15m,0.2321567886649361,11.259604250249401,224.72390214784707,11.259604250249401,0.2,11.259604250249401,ETHUSDT,1,0.6969072164948398,0.9969072164948435,0.0,0.9969072164948435,2903.95,2855.6,2952.45,0,0.0,0.7793814432989634,True,True,0,False,2855.45,29,1055,2022-02-14 00:00:00,2866.15,8.775526611534522,take_profit,TP,284.48121302727236,,,
SHORT,15.883,,0.148554,,15.435,1.5275229357798135,TREND,38.184,0.1981,5.2651,35.9899,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.2729999999999997,,,BOS,False,,,16.319,2022-02-13 23:00:00,2.5,momentum,momentum,NONE,False,momentum,,BELOW,0.43599999999999994,15m,20.159695702725966,17.57925465277704,213.46429789759765,17.57925465277704,0.2,17.57925465277704,LINKUSDT,6,1.3738532110091708,1.5642201834862355,0.0,1.5642201834862355,15.883,15.201,16.319,0,8.78962732638852,1.5275229357798135,True,True,1,True,15.447,30,1055,2022-02-14 05:00:00,15.435,17.821171001209724,take_profit,TP,325.56602479137473,,,
SHORT,15.36,,0.148554,,15.435,0.39451476793248824,TREND,38.184,0.1981,5.2651,35.9899,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.2729999999999997,,,BOS,False,,,16.319,2022-02-14 03:00:00,2.5,momentum,momentum,NONE,False,momentum,,BELOW,0.7110000000000021,15m,19.394137638065356,17.57925465277704,289.91987105102334,13.789231860664508,0.2,13.789231860664508,LINKUSDT,2,0.0745428973277059,0.0970464135021081,0.1195499296765128,0.0970464135021081,15.445,15.291,16.319,1,8.78962732638852,0.39451476793248824,True,True,1,True,15.447,30,1055,2022-02-14 05:00:00,15.435,7.335067003533597,take_profit,TP,332.9010917949083,,,
LONG,329.3,,2.515179,,333.15,1.0999999999999903,TREND,32.1304,3.3536,38.4452,15.442,3.0,3_to_4,0.5,,True,,,1.9500000000000455,,,BOS,True,,325.8,,2022-02-15 02:00:00,2.5,momentum,,NONE,False,momentum,4.0,ABOVE,3.5,,2.9049450213897288,10.16730757486405,318.8661318478792,10.16730757486405,0.2,10.16730757486405,BCHUSDT,4,1.828571428571422,2.328571428571422,0.0,2.328571428571422,337.45,329.3,325.8,0,0.0,1.0999999999999903,True,True,0,False,332.8,31,1082,2022-02-15 06:00:00,333.15,11.184038332350356,take_profit,TP,344.0851301272587,,,
LONG,335.7,,2.515179,,329.3,-1.2265624999999991,TREND,32.1304,3.3536,38.4452,15.442,3.0,3_to_4,0.5,,True,,,1.9500000000000455,,,BOS,True,,325.8,,2022-02-15 03:00:00,2.5,momentum,,NONE,False,momentum,4.0,ABOVE,6.399999999999977,,0.7943209042862568,10.16730757486405,318.8661318478792,10.16730757486405,0.2,10.16730757486405,BCHUSDT,36,1.1718750000000042,1.406250000000005,1.0312499999999982,1.406250000000005,344.7,329.1,325.8,1,-2.303530622430127,-1.2265624999999991,True,True,1,True,332.8,31,1082,2022-02-16 15:00:00,329.3,-7.387184409862153,stop_loss,trailing_stop,430.28111940475196,,,
LONG,84.98,3.0,0.989732,,93.255,1.8587848932676496,TREND,33.782,1.3196,38.4574,9.5805,4.0,4_to_5,1.0,,True,,,0.46999999999999886,,,BOS,True,,78.89,,2022-02-15 08:15:00,2.5,momentum,full,NONE,False,momentum,1.0,ABOVE,6.090000000000003,15m,5.3360675926567716,64.99330327855951,324.96651639279753,64.99330327855951,0.2,64.99330327855951,AVAXUSDT,20,1.5221674876847275,1.5788177339901461,0.0,1.5788177339901461,94.595,84.98,78.89,0,32.496651639279754,1.8587848932676496,True,True,1,True,91.07000000000001,32,1088,2022-02-16 04:00:00,93.255,76.6526109685145,take_profit,TP,418.50865922183334,,,
