direction,entry,entry_level,zone_size_at_entry,tp,sl,rr,regime,adx,atr,plus_di,minus_di,confidence,confidence_bucket,position_size_multiplier,bos,fvg,liquidity_sweep,bos_strength,range,volume,fvg_size,signal_type,has_fvg,nearest_level,last_swing_low,last_swing_high,timestamp,confidence_threshold_used,entry_type,position_size,risk_amount,symbol,bars_alive,max_r,initial_risk,mfe_r,mae_r,max_r_reached,max_price_since_entry,min_price_since_entry,original_sl,scale_level,signal_id,exit_time,exit_price,pnl,exit_reason,exit_type,entry_mode,candles_since_bos,ema_position,mtf_tf
SHORT,11.085,,,10.9946,11.1453,-1.0,RANGE,19.6061,0.0603,28.3175,12.5592,4.0,4_to_5,1.0,BULLISH_BOS,False,SWEEP_HIGH,,0.11999999999999922,,,SWEEP,False,11.1453,,,2023-04-10 16:00:00,2.5,zone,5.0,1.0,ATOMUSDT,1,0.0,0.0602999999999998,0.08291873963517078,1.4759535655057867,0.08291873963517078,11.174,11.08,11.1453,0,1,2023-04-10 17:00:00,11.1453,-0.301499999999999,stop_loss,SL,,,,
SHORT,11.1027,1.0,0.076339,,11.337,-1.0,TREND,31.3341,0.1018,6.9474,36.8421,5.0,5_plus,1.25,BEARISH_BOS,True,,,0.26699999999999946,,,BOS,True,,,11.337,2023-04-12 02:00:00,2.5,zone,4.9849250000000005,1.2462312500000001,ATOMUSDT,12,0.31028595817328775,0.2342999999999993,0.5663679043960743,1.0554844216816046,0.5663679043960743,11.35,10.97,11.337,0,2,2023-04-12 14:00:00,11.337,-1.1679679274999966,stop_loss,SL,zone,,BELOW,
LONG,12.7555,1.0,0.028518,,12.561,-1.0,TREND,37.0997,0.1141,37.5704,16.531,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.12599999999999945,,,BOS,False,,12.561,,2023-04-18 11:00:00,2.5,zone,2.5329185622750683,0.4926526603625,ATOMUSDT,3,0.0,0.19449999999999967,0.07455012853470427,1.179948586118253,0.07455012853470427,12.77,12.526,12.561,0,3,2023-04-18 14:00:00,12.561,-0.49265266036249994,stop_loss,SL,zone,,ABOVE,
SHORT,10.919,,,10.7673,11.0201,1.5004945598417572,RANGE,19.2848,0.1011,26.9068,18.0791,3.0,3_to_4,0.5,,False,SWEEP_HIGH,,0.16999999999999993,,,SWEEP,False,11.0201,,,2023-04-24 13:00:00,2.5,zone,4.848559812667586,0.4901893970606875,ATOMUSDT,1,0.8605341246290873,0.10109999999999886,1.5727002967359298,0.39564787339267654,1.5727002967359298,10.959,10.76,11.0201,0,4,2023-04-24 14:00:00,10.7673,0.7355265235816726,take_profit,TP,,,,
LONG,11.4236,1.0,0.040643,,11.426,0.00837404047452804,TREND,32.3322,0.1626,34.8418,8.1283,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.27200000000000024,,,BOS,False,,11.137,,2023-04-27 10:00:00,2.5,zone,1.7231927064849824,0.49386702967859586,ATOMUSDT,22,0.8178646196789919,0.28659999999999997,1.2400558269364952,0.619678995115143,1.2400558269364952,11.779,11.246,11.137,0,5,2023-04-28 08:00:00,11.426,0.004135662495563503,stop_loss,trailing_stop,zone,,ABOVE,
LONG,11.605,1.0,0.040643,,11.426,-0.6258741258741277,TREND,32.3322,0.1626,34.8418,8.1283,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.27200000000000024,,,BOS,False,,11.137,,2023-04-27 21:00:00,2.5,zone,1.7231927064849824,0.49386702967859586,ATOMUSDT,11,0.0,0.2859999999999996,0.11188811188811215,0.9090909090909096,0.11188811188811215,11.637,11.345,11.137,1,5,2023-04-28 08:00:00,11.426,-0.3084514944608123,stop_loss,trailing_stop,zone,,ABOVE,
SHORT,11.4227,1.0,0.033321,,11.028,0.798502933441232,TREND,39.5427,0.1333,6.6988,38.6924,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.32699999999999996,,,BOS,False,,,11.917,2023-05-01 01:00:00,2.5,zone,0.9960458234245813,0.4923454505187696,ATOMUSDT,31,1.1484928181266465,0.4942999999999991,1.205138579809836,0.0,1.205138579809836,11.4227,10.827,11.917,0,6,2023-05-02 08:00:00,11.028,0.3931392865056825,stop_loss,trailing_stop,zone,,BELOW,
SHORT,11.029,1.0,0.033321,,11.028,0.0030487804878031937,TREND,39.5427,0.1333,6.6988,38.6924,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.32699999999999996,,,BOS,False,,,11.917,2023-05-01 16:00:00,2.5,zone,0.9960458234245813,0.4923454505187696,ATOMUSDT,16,0.5304878048780481,0.3279999999999994,0.6158536585365864,0.054878048780489984,0.6158536585365864,11.047,10.827,11.917,1,6,2023-05-02 08:00:00,11.028,0.0009960458234240291,stop_loss,trailing_stop,zone,,BELOW,
SHORT,10.894,2.0,0.017393,,10.959,-0.268595041322313,TREND,38.8603,0.0696,6.7762,19.6099,3.5,3_to_4,0.5,,False,SWEEP_LOW,,0.06500000000000128,,,BOS,False,,,11.136,2023-05-04 18:00:00,2.5,momentum,2.0426286247124668,0.4943161271804151,ATOMUSDT,5,0.0,0.2419999999999991,0.012396694214876549,0.3347107438016521,0.012396694214876549,10.975,10.891,11.136,0,7,2023-05-04 23:00:00,10.959,-0.13277086060630933,stop_loss,trailing_stop,momentum,5.0,BELOW,
SHORT,10.9476,1.0,0.018446,,10.889,0.47106109324759154,TREND,32.3927,0.0738,6.97,35.5276,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.16300000000000026,,,BOS,False,,,11.072,2023-05-06 13:00:00,2.5,zone,3.9682658591429667,0.49365227287738356,ATOMUSDT,21,1.3553054662379433,0.12439999999999962,1.6125401929260472,0.0032154340836080815,1.6125401929260472,10.948,10.747,11.072,0,8,2023-05-07 10:00:00,10.889,0.23254037934577867,stop_loss,trailing_stop,zone,,BELOW,
SHORT,10.798,1.0,0.018446,,10.889,-0.33211678832116637,TREND,32.3927,0.0738,6.97,35.5276,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.16300000000000026,,,BOS,False,,,11.072,2023-05-06 14:00:00,2.5,zone,3.9682658591429667,0.49365227287738356,ATOMUSDT,20,0.06934306569343135,0.27399999999999913,0.18613138686131503,0.5474452554744555,0.18613138686131503,10.948,10.747,11.072,1,8,2023-05-07 10:00:00,10.889,-0.3611121931820072,stop_loss,trailing_stop,zone,,BELOW,
SHORT,10.571,2.0,0.034714,,10.64,-0.4893617021276655,TREND,36.6234,0.1389,7.9733,37.0885,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.06099999999999994,,,BOS,False,,,10.712,2023-05-09 03:00:00,2.5,zone,3.4965206653063996,0.4930094138082024,ATOMUSDT,9,0.6312056737588682,0.14100000000000001,0.9645390070921931,0.7092198581560257,0.9645390070921931,10.671,10.435,10.712,0,9,2023-05-09 12:00:00,10.64,-0.2412599259061445,stop_loss,trailing_stop,zone,,BELOW,
SHORT,10.4038,1.0,0.03125,,10.432,-0.10322108345534438,TREND,35.3968,0.125,17.0857,38.9714,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.5090000000000003,,,BOS,False,,,10.677,2023-05-09 15:00:00,2.5,zone,1.8001578117813801,0.4918031141786717,ATOMUSDT,10,0.29941434846266995,0.2731999999999992,0.49341142020498036,0.3191800878477289,0.49341142020498036,10.491,10.269,10.677,0,10,2023-05-10 01:00:00,10.432,-0.050764450292234926,stop_loss,trailing_stop,zone,,BELOW,
SHORT,10.868,,,10.7471,10.9486,-1.0,RANGE,20.2667,0.0806,23.1383,21.0993,3.0,3_to_4,0.5,,False,SWEEP_HIGH,,0.20000000000000107,,,SWEEP,False,10.9486,,,2023-05-16 21:00:00,2.5,zone,4.915492919272105,0.4915492919272105,ATOMUSDT,3,0.18610421836228888,0.08060000000000045,0.3846153846153897,1.0794044665012315,0.3846153846153897,10.955,10.837,10.9486,0,11,2023-05-17 00:00:00,10.9486,-0.3961887292933339,stop_loss,SL,,,,
LONG,10.9712,1.0,0.033214,,10.874,-0.8820326678765879,TREND,30.1841,0.0664,32.1505,10.1075,4.0,4_to_5,1.0,BULLISH_BOS,True,,,0.0389999999999997,,,BOS,True,,10.861,,2023-05-18 04:00:00,2.5,zone,4.8956834828074385,0.9791366965614877,ATOMUSDT,10,0.10707803992741408,0.11019999999999897,0.23411978221416072,1.5989110707804115,0.23411978221416072,10.997,10.795,10.861,0,12,2023-05-18 14:00:00,10.874,-0.47586043452887844,stop_loss,trailing_stop,zone,,ABOVE,
SHORT,10.645,,0.062214,,10.621,0.08955223880596669,TREND,35.4269,0.1244,16.7623,34.1561,4.0,4_to_5,1.0,,True,,,0.06700000000000017,,,BOS,True,,,10.913,2023-05-19 01:00:00,2.5,momentum,3.6357391500604344,0.9743780922161989,ATOMUSDT,26,0.4776119402985067,0.2680000000000007,0.8955223880597,0.05597014925373332,0.8955223880597,10.66,10.405,10.913,0,13,2023-05-20 03:00:00,10.621,0.08725773960144727,stop_loss,trailing_stop,momentum,6.0,BELOW,
LONG,10.8358,1.0,0.020821,,10.815,-0.27440633245383894,TREND,37.8546,0.0416,37.7358,6.0034,4.0,4_to_5,1.0,BULLISH_BOS,True,,,0.045999999999999375,,,BOS,True,,10.76,,2023-05-30 11:00:00,2.5,zone,4.876253348061066,0.9752506696122133,ATOMUSDT,15,0.30606860158309923,0.07580000000000098,0.7941952506596208,1.3562005277044709,0.7941952506596208,10.896,10.733,10.76,0,14,2023-05-31 02:00:00,10.815,-0.10142606963967633,stop_loss,trailing_stop,zone,,ABOVE,
SHORT,10.7991,1.0,0.015914,,10.336,5.795994993742142,TREND,30.6432,0.0574,12.2042,37.858,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.21199999999999974,,,BOS,False,,,10.879,2023-05-31 04:00:00,2.5,zone,4.871182044579083,0.48711820445790827,ATOMUSDT,29,7.1727158948685386,0.0799000000000003,7.222778473091333,0.0,7.222778473091333,10.7991,10.222,10.879,0,15,2023-06-01 09:00:00,10.336,2.2558444048445683,stop_loss,trailing_stop,zone,,BELOW,
SHORT,10.595,1.0,0.015914,,10.336,2.0853462157810294,TREND,30.6432,0.0574,12.2042,37.858,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.21199999999999974,,,BOS,False,,,10.879,2023-05-31 05:00:00,2.5,zone,4.871182044579083,0.48711820445790827,ATOMUSDT,28,2.9710144927536617,0.12419999999999831,3.003220611916314,0.31400966183575063,3.003220611916314,10.634,10.222,10.879,1,15,2023-06-01 09:00:00,10.336,1.261636149545984,stop_loss,trailing_stop,zone,,BELOW,
SHORT,10.597,1.0,0.015914,,10.336,2.1358428805237355,TREND,30.6432,0.0574,12.2042,37.858,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.21199999999999974,,,BOS,False,,,10.879,2023-05-31 06:00:00,2.5,zone,4.871182044579083,0.48711820445790827,ATOMUSDT,27,3.036006546644848,0.12219999999999942,3.068739770867445,0.30278232405892785,3.068739770867445,10.634,10.222,10.879,2,15,2023-06-01 09:00:00,10.336,1.2713785136351368,stop_loss,trailing_stop,zone,,BELOW,
LONG,10.4862,1.0,0.055179,,10.592,0.4404662781015839,TREND,33.6932,0.0736,31.4563,20.9709,5.0,5_plus,1.25,BULLISH_BOS,True,,,0.16500000000000092,,,BOS,True,,10.246,,2023-06-02 05:00:00,2.5,zone,5.110624997980367,1.2776562494950918,ATOMUSDT,19,0.6611157368859265,0.24019999999999975,0.7360532889258962,0.0,0.7360532889258962,10.663,10.4862,10.246,0,16,2023-06-03 00:00:00,10.592,0.5407041247863246,stop_loss,trailing_stop,zone,,ABOVE,
LONG,10.693,2.0,0.032464,,10.725,0.484848484848493,TREND,37.8069,0.0433,35.1485,12.5413,5.0,5_plus,1.25,BULLISH_BOS,True,,,0.014000000000001123,,,BOS,True,,10.627,,2023-06-03 23:00:00,2.5,zone,5.137660204219684,1.284415051054921,ATOMUSDT,25,2.1363636363636704,0.06599999999999895,2.2878787878788214,0.6212121212121368,2.2878787878788214,10.844,10.652,10.627,0,17,2023-06-05 00:00:00,10.725,0.16440512653503003,stop_loss,trailing_stop,zone,,ABOVE,
LONG,10.758,2.0,0.032464,,10.725,-0.31132075471697657,TREND,37.8069,0.0433,35.1485,12.5413,5.0,5_plus,1.25,BULLISH_BOS,True,,,0.014000000000001123,,,BOS,True,,10.627,,2023-06-04 03:00:00,2.5,zone,5.137660204219684,1.284415051054921,ATOMUSDT,21,0.7169811320754774,0.10599999999999987,0.811320754716985,0.3490566037735762,0.811320754716985,10.844,10.721,10.627,1,17,2023-06-05 00:00:00,10.725,-0.1695427867392469,stop_loss,trailing_stop,zone,,ABOVE,
LONG,10.834,2.0,0.032464,,10.725,-0.7730496453900707,TREND,37.8069,0.0433,35.1485,12.5413,5.0,5_plus,1.25,BULLISH_BOS,True,,,0.014000000000001123,,,BOS,True,,10.627,,2023-06-04 12:00:00,2.5,zone,5.137660204219684,1.284415051054921,ATOMUSDT,12,0.0,0.14100000000000001,0.07092198581560132,0.8014184397163088,0.07092198581560132,10.844,10.721,10.627,2,17,2023-06-05 00:00:00,10.725,-0.5600049622599454,stop_loss,trailing_stop,zone,,ABOVE,
SHORT,10.18,,,9.8746,10.3836,1.5000000000000044,RANGE,21.5526,0.0822,29.192,15.5517,5.0,5_plus,1.25,BULLISH_BOS,False,SWEEP_HIGH,,0.10400000000000098,,,SWEEP,False,10.3836,,,2023-06-06 20:00:00,2.5,zone,5.109403073096477,1.2773507682741192,ATOMUSDT,13,1.3998035363457781,0.20359999999999978,1.5422396856581553,0.0933202357563858,1.5422396856581553,10.199,9.866,10.3836,0,18,2023-06-07 09:00:00,9.8746,1.560411698523667,take_profit,TP,,,,
SHORT,9.4961,1.0,0.016893,,9.1094,3.0,TREND,31.9659,0.0676,18.8161,33.4038,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.12099999999999866,,,BOS,False,,,9.625,2023-06-08 16:00:00,2.5,zone,4.024378322748385,0.518742365802266,ATOMUSDT,34,4.197827773467813,0.1288999999999998,5.314972847168359,0.2086889061287783,5.314972847168359,9.523,8.811,9.625,0,19,2023-06-10 02:00:00,9.1094,1.556227097406798,stop_loss,trailing_stop,zone,,BELOW,
SHORT,9.42,1.0,0.016893,,9.3672,0.25756097560975366,TREND,31.9659,0.0676,18.8161,33.4038,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.12099999999999866,,,BOS,False,,,9.625,2023-06-08 17:00:00,2.5,zone,4.024378322748385,0.518742365802266,ATOMUSDT,329,7.902439024390242,0.20500000000000007,11.512195121951217,0.5024390243902426,11.512195121951217,9.523,7.06,9.625,1,19,2023-06-22 10:00:00,9.3672,0.21248717544111276,stop_loss,trailing_stop,zone,,BELOW,
SHORT,9.269,1.0,0.016893,,9.3672,-0.4324086305592261,TREND,31.9659,0.0676,18.8161,33.4038,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.12099999999999866,,,BOS,False,,,9.625,2023-06-09 07:00:00,2.5,zone,4.024378322748385,0.518742365802266,ATOMUSDT,315,6.468516072214882,0.22710000000000008,9.726992514310876,0.9158960810215769,9.726992514310876,9.477,7.06,9.625,2,19,2023-06-22 10:00:00,9.3672,-0.39519395129389256,stop_loss,trailing_stop,zone,,BELOW,
LONG,9.361,1.0,0.057964,,9.219,-1.0,TREND,32.8663,0.0773,21.2569,15.9889,5.0,5_plus,1.25,BULLISH_BOS,True,,,0.0730000000000004,,,BOS,True,,9.219,,2023-06-27 07:00:00,2.5,zone,5.256099674100361,1.3140249185250903,ATOMUSDT,8,0.18309859154929278,0.14200000000000124,0.5845070422535174,1.0704225352112655,0.5845070422535174,9.444,9.209,9.219,0,20,2023-06-27 15:00:00,9.219,-0.7463661537222578,stop_loss,SL,zone,,ABOVE,
LONG,9.21,2.0,0.016768,,9.21,0.0,TREND,36.7324,0.0671,23.1097,7.0288,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.09499999999999886,,,BOS,False,,9.126,,2023-06-29 09:00:00,2.5,zone,5.218781366414248,0.5218781366414248,ATOMUSDT,7,2.2976190476190044,0.0840000000000014,2.619047619047562,0.44047619047619274,2.619047619047562,9.43,9.173,9.126,0,21,2023-06-29 16:00:00,9.21,0.0,stop_loss,trailing_stop,zone,,BELOW,
LONG,9.326,2.0,0.016768,,9.21,-0.5799999999999952,TREND,36.7324,0.0671,23.1097,7.0288,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.09499999999999886,,,BOS,False,,9.126,,2023-06-29 10:00:00,2.5,zone,5.218781366414248,0.5218781366414248,ATOMUSDT,6,0.38499999999999773,0.20000000000000107,0.5199999999999932,0.7250000000000029,0.5199999999999932,9.43,9.181,9.126,1,21,2023-06-29 16:00:00,9.21,-0.605378638504051,stop_loss,trailing_stop,zone,,BELOW,
LONG,9.403,2.0,0.016768,,9.21,-1.0,TREND,36.7324,0.0671,23.1097,7.0288,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.09499999999999886,,,BOS,False,,9.126,,2023-06-29 11:00:00,2.5,zone,5.218781366414248,0.5218781366414248,ATOMUSDT,5,0.0,0.19299999999999962,0.1398963730569912,1.150259067357522,0.1398963730569912,9.43,9.181,9.126,2,21,2023-06-29 16:00:00,9.21,-1.0072248037179479,stop_loss,trailing_stop,zone,,BELOW,
SHORT,9.1022,1.0,0.023821,,9.386,-0.8657718120805353,TREND,32.0243,0.0953,18.3658,25.0375,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.11800000000000033,,,BOS,False,,,9.43,2023-06-29 20:00:00,2.5,zone,1.5674652819716748,0.5138151194303148,ATOMUSDT,15,0.5253203172666266,0.32779999999999987,0.7846247712019503,0.8657718120805353,0.7846247712019503,9.386,8.845,9.43,0,22,2023-06-30 11:00:00,9.386,-0.44484664702356036,stop_loss,trailing_stop,zone,,BELOW,
LONG,9.874,2.0,0.019286,,9.825,-0.2899408284023735,TREND,36.94,0.0771,46.9444,6.0185,3.5,3_to_4,0.5,,False,SWEEP_HIGH,,0.13900000000000112,,,BOS,False,,9.705,,2023-07-03 08:00:00,2.5,momentum,3.027165007072163,0.511590886195197,ATOMUSDT,17,0.952662721893486,0.16900000000000048,1.3017751479289836,0.36686390532544966,1.3017751479289836,10.094,9.812,9.705,0,23,2023-07-04 01:00:00,9.825,-0.14833108534653983,stop_loss,trailing_stop,momentum,3.0,ABOVE,
LONG,10.003,2.0,0.019286,,9.825,-1.0,TREND,36.94,0.0771,46.9444,6.0185,3.5,3_to_4,0.5,,False,SWEEP_HIGH,,0.13900000000000112,,,BOS,False,,9.705,,2023-07-03 17:00:00,2.5,momentum,3.027165007072163,0.511590886195197,ATOMUSDT,8,0.17977528089887573,0.17800000000000082,0.5112359550561735,1.0730337078651677,0.5112359550561735,10.094,9.812,9.705,1,23,2023-07-04 01:00:00,9.825,-0.5388353712588475,stop_loss,trailing_stop,momentum,3.0,ABOVE,
SHORT,9.3674,1.0,0.024607,,9.423,-0.1135620915032683,TREND,30.606,0.0984,7.9826,50.6531,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.1999999999999993,,,BOS,False,,,9.857,2023-07-05 15:00:00,2.5,zone,1.037898394428453,0.50815505391217,ATOMUSDT,14,0.17034313725490066,0.48959999999999937,0.22140522875816943,0.21364379084967264,0.22140522875816943,9.472,9.259,9.857,0,24,2023-07-06 05:00:00,9.423,-0.05770715073022208,stop_loss,trailing_stop,zone,,BELOW,
SHORT,9.0108,1.0,0.016161,,9.077,-0.27791771620486994,TREND,32.4789,0.0646,4.8619,42.9834,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.11499999999999844,,,BOS,False,,,9.249,2023-07-12 19:00:00,2.5,zone,2.1321012517150173,0.5078665181585189,ATOMUSDT,14,0.20906801007556347,0.23820000000000086,0.32241813602015174,0.5591939546599494,0.32241813602015174,9.144,8.934,9.249,0,25,2023-07-13 09:00:00,9.077,-0.14114510286353468,stop_loss,trailing_stop,zone,,BELOW,
LONG,9.8475,1.0,0.052536,,9.687,-0.7345537757437086,TREND,35.5495,0.1051,26.8525,7.274,4.0,4_to_5,1.0,BULLISH_BOS,True,,,0.07200000000000095,,,BOS,True,,9.629,,2023-07-15 08:00:00,2.5,zone,4.642204051663157,1.0143215852884024,ATOMUSDT,8,0.24027459954233443,0.21850000000000058,0.6201372997711672,0.7803203661327235,0.6201372997711672,9.983,9.677,9.629,0,26,2023-07-15 16:00:00,9.687,-0.7450737502919401,stop_loss,trailing_stop,zone,,ABOVE,
SHORT,9.335,,0.029857,,9.328,0.07291666666668305,TREND,35.2635,0.0597,10.0478,39.7129,4.0,4_to_5,1.0,,True,,,0.049999999999998934,,,BOS,True,,,9.431,2023-07-22 18:00:00,2.5,momentum,5.034354238927416,1.006870847785483,ATOMUSDT,11,0.9375000000000335,0.09599999999999831,1.7708333333333823,0.4791666666666686,1.7708333333333823,9.381,9.165,9.431,0,27,2023-07-23 05:00:00,9.328,0.03524047967249921,stop_loss,trailing_stop,momentum,8.0,BELOW,
SHORT,9.258,,0.029857,,9.328,-0.5691056910569078,TREND,35.2635,0.0597,10.0478,39.7129,4.0,4_to_5,1.0,,True,,,0.049999999999998934,,,BOS,True,,,9.431,2023-07-22 23:00:00,2.5,momentum,5.034354238927416,1.006870847785483,ATOMUSDT,6,0.10569105691056735,0.12300000000000111,0.3495934959349502,0.6504065040650354,0.3495934959349502,9.338,9.215,9.431,1,27,2023-07-23 05:00:00,9.328,-0.35240479672492053,stop_loss,trailing_stop,momentum,8.0,BELOW,
SHORT,9.032,1.0,0.062036,,9.024,0.032520325203255616,TREND,39.3479,0.0827,9.7582,52.7634,5.0,5_plus,1.25,BEARISH_BOS,True,,,0.375,,,BOS,True,,,9.278,2023-07-24 09:00:00,2.5,zone,5.018496023074794,1.2546240057686986,ATOMUSDT,17,0.4430894308943081,0.24600000000000044,0.6178861788617844,0.1626016260162564,0.6178861788617844,9.072,8.88,9.278,0,28,2023-07-25 02:00:00,9.024,0.040147968184602846,stop_loss,trailing_stop,zone,,BELOW,
SHORT,9.001,2.0,0.01351,,9.046,-1.0,TREND,33.1984,0.0286,5.985,29.4264,3.5,3_to_4,0.5,,False,SWEEP_LOW,,0.038000000000000256,,,BOS,False,,,9.046,2023-07-30 13:00:00,2.5,momentum,5.020503421484024,0.5020503421484024,ATOMUSDT,1,0.0,0.04499999999999993,0.0,1.9333333333333307,0.0,9.088,9.001,9.046,0,29,2023-07-30 14:00:00,9.046,-0.22592265396678074,stop_loss,SL,momentum,3.0,BELOW,
