direction,entry,tp,sl,rr,regime,adx,atr,plus_di,minus_di,confidence,signal_type,has_fvg,timestamp,ema_position,position_size,risk_amount,symbol,bars_alive,max_r,initial_risk,exit_time,exit_price,pnl,exit_reason
SHORT,10.771,10.2298,10.946,,TREND,27.3081,0.168,14.2007,35.5017,4,BOS,False,2023-05-11 03:00:00,ABOVE,2.192964771728824,0.5394693338452877,ATOMUSDT,10,0.0,0.24599999999999866,2023-05-11 13:00:00,10.946,-0.38376883505254183,stop_loss
SHORT,10.77,10.119,10.987,,TREND,29.925,0.0778,7.1625,29.2929,4,BOS,False,2023-05-15 00:00:00,BELOW,2.4764698615503535,0.537393959956428,ATOMUSDT,2,0.0,0.21700000000000053,2023-05-15 02:00:00,10.987,-0.537393959956428,stop_loss
SHORT,10.868,10.677,10.8922,7.9,RANGE,20.2667,0.0806,23.1383,21.0993,3,SWEEP,False,2023-05-16 21:00:00,,15.009047428632671,0.3632189477729173,ATOMUSDT,1,0.6198347107438138,0.024200000000000443,2023-05-16 22:00:00,10.8922,-0.3632189477729173,stop_loss
LONG,10.983,11.349,10.874,,TREND,29.0569,0.0728,29.1462,13.739,4,BOS,True,2023-05-18 03:00:00,ABOVE,4.962255759812641,0.6053952026971416,ATOMUSDT,11,0.0,0.12199999999999989,2023-05-18 14:00:00,10.874,-0.5408858778195779,stop_loss
SHORT,10.488,10.314,10.5051,10.18,TREND,35.1218,0.057,24.812,23.4336,4,SWEEP,False,2023-05-22 11:00:00,,32.930008904775455,0.5631031522716934,ATOMUSDT,2,1.1695906432747603,0.017100000000001003,2023-05-22 13:00:00,10.5051,-0.5631031522716933,stop_loss
LONG,10.821,11.065,10.815,,TREND,39.8605,0.0391,30.5302,10.0548,3,BOS,False,2023-05-30 09:00:00,ABOVE,7.164919191531571,0.43706007068342545,ATOMUSDT,17,0.9508196721311456,0.06099999999999994,2023-05-31 02:00:00,10.815,-0.042989515149191054,stop_loss
SHORT,10.609,9.799,10.336,,TREND,30.6432,0.0574,12.2042,37.858,4,BOS,False,2023-05-31 04:00:00,BELOW,2.3037612583367326,0.6220155397509168,ATOMUSDT,29,1.4185185185185174,0.2699999999999996,2023-06-01 09:00:00,10.336,0.6289268235259273,stop_loss
LONG,10.608,11.694,10.592,,TREND,33.6932,0.0736,31.4563,20.9709,4,BOS,True,2023-06-02 05:00:00,ABOVE,2.8398218666055293,1.0280155157112019,ATOMUSDT,19,0.10220994475137851,0.3620000000000001,2023-06-03 00:00:00,10.592,-0.04543714986568851,stop_loss
SHORT,10.569,10.287,10.663,,TREND,31.6693,0.0531,21.5054,24.5968,4,BOS,True,2023-06-03 01:00:00,ABOVE,10.931262312415774,1.0275386573670764,ATOMUSDT,14,0.13829787234044422,0.09399999999999942,2023-06-03 15:00:00,10.663,-1.0275386573670764,stop_loss
LONG,10.694,10.962,10.725,,TREND,37.8069,0.0433,35.1485,12.5413,4,BOS,True,2023-06-03 23:00:00,ABOVE,8.081597348058683,0.5414670223199332,ATOMUSDT,25,2.089552238805947,0.06700000000000017,2023-06-05 00:00:00,10.725,0.25052951778980953,stop_loss
SHORT,10.187,8.347,10.022,,TREND,43.7461,0.0844,5.1651,51.4818,4,BOS,False,2023-06-05 15:00:00,BELOW,1.0380915261777706,0.47752210204177536,ATOMUSDT,19,0.5456521739130412,0.46000000000000085,2023-06-06 10:00:00,10.022,0.17128510181933126,stop_loss
SHORT,10.18,9.8,10.3836,1.87,RANGE,21.5526,0.0822,29.192,15.5517,5,SWEEP,False,2023-06-06 20:00:00,,1.923591307899428,0.3916431902883231,ATOMUSDT,18,2.337917485265224,0.20359999999999978,2023-06-07 14:00:00,9.8,0.7309646970017807,take_profit
SHORT,9.45,8.925,9.477,,TREND,31.9659,0.0676,18.8161,33.4038,4,BOS,False,2023-06-08 16:00:00,BELOW,5.171483562347523,0.9050096234108201,ATOMUSDT,34,2.8285714285714127,0.1750000000000007,2023-06-10 02:00:00,8.925,2.715028870232442,take_profit
SHORT,8.47,8.108,8.5025,11.14,TREND,32.1383,0.1083,26.2533,17.5462,2,SWEEP,False,2023-06-12 06:00:00,,15.499792236844916,0.5037432476974422,ATOMUSDT,2,3.2000000000001423,0.03249999999999886,2023-06-12 08:00:00,8.5025,-0.5037432476974422,stop_loss
SHORT,8.472,8.0606,8.659,,TREND,26.5652,0.0791,8.8528,22.6739,4,BOS,False,2023-06-15 16:00:00,BELOW,2.898994238570673,0.5421119226127192,ATOMUSDT,3,0.0,0.18700000000000117,2023-06-15 19:00:00,8.659,-0.5421119226127192,stop_loss
SHORT,8.775,8.172,8.552,,TREND,29.179,0.0727,16.2083,25.6385,4,BOS,True,2023-06-18 01:00:00,BELOW,3.0495662164292017,0.6129628095022711,ATOMUSDT,41,1.90547263681592,0.2010000000000005,2023-06-19 18:00:00,8.552,0.6800532662637143,stop_loss
SHORT,8.365,7.7996,8.622,,TREND,26.2833,0.0532,14.8993,34.4966,4,BOS,True,2023-06-20 13:00:00,BELOW,2.4013373890192007,0.6171437089779338,ATOMUSDT,5,0.23346303501945748,0.2569999999999997,2023-06-20 18:00:00,8.622,-0.6171437089779338,stop_loss
LONG,8.75,9.8236,9.089,,TREND,26.5824,0.0885,34.3019,24.3745,4,BOS,False,2023-06-20 22:00:00,ABOVE,1.105574705166654,0.5395204561213267,ATOMUSDT,40,1.297131147540983,0.48799999999999955,2023-06-22 14:00:00,9.089,0.37478982505149616,stop_loss
LONG,9.194,9.52,9.0101,1.77,TREND,23.2416,0.1055,11.8483,34.0555,4,SWEEP,False,2023-06-26 22:00:00,,3.131092110229529,0.5758078390712144,ATOMUSDT,45,1.2180532898314131,0.18390000000000128,2023-06-28 19:00:00,9.0101,-0.5758078390712144,stop_loss
LONG,9.214,9.566,9.126,,TREND,36.7324,0.0671,23.1097,7.0288,4,BOS,False,2023-06-29 09:00:00,BELOW,5.562328262693739,0.48948488711705435,ATOMUSDT,10,2.14772727272725,0.08800000000000097,2023-06-29 19:00:00,9.126,-0.4894848871170544,stop_loss
SHORT,9.065,7.97,9.386,,TREND,32.0243,0.0953,18.3658,25.0375,4,BOS,False,2023-06-29 20:00:00,BELOW,2.505822199083387,0.9146251026654367,ATOMUSDT,15,0.36986301369862934,0.3650000000000002,2023-06-30 11:00:00,9.386,-0.8043689259057665,stop_loss
LONG,9.756,10.983,9.825,,TREND,31.6232,0.0783,29.0146,18.1569,4,BOS,True,2023-07-03 03:00:00,ABOVE,2.5216199408318265,1.0313425558002187,ATOMUSDT,22,0.6821515892420524,0.4090000000000007,2023-07-04 01:00:00,9.825,0.17399177591739368,stop_loss
SHORT,9.307,7.657,9.423,,TREND,30.606,0.0984,7.9826,50.6531,4,BOS,False,2023-07-05 15:00:00,BELOW,1.143951227255048,0.6291731749902753,ATOMUSDT,14,0.04181818181818133,0.5499999999999989,2023-07-06 05:00:00,9.423,-0.13269834236158518,stop_loss
SHORT,9.216,8.596,9.19,,TREND,37.7856,0.0741,4.5279,20.2312,3,BOS,False,2023-07-07 17:00:00,BELOW,2.847087441846121,0.441298553486152,ATOMUSDT,14,0.6451612903225736,0.15500000000000114,2023-07-08 07:00:00,9.19,0.07402427348799859,stop_loss
LONG,9.378,9.7498,9.209,,TREND,25.1437,0.071,22.2334,15.996,4,BOS,True,2023-07-10 19:00:00,ABOVE,3.5791018366577894,0.6048682103951681,ATOMUSDT,3,0.0,0.16900000000000048,2023-07-10 22:00:00,9.209,-0.6048682103951681,stop_loss
SHORT,8.992,8.221,9.077,,TREND,32.4789,0.0646,4.8619,42.9834,4,BOS,False,2023-07-12 19:00:00,BELOW,3.512374022234716,0.9026801237143209,ATOMUSDT,14,0.12062256809338763,0.2569999999999997,2023-07-13 09:00:00,9.077,-0.2985517918899476,stop_loss
SHORT,9.144,8.934,9.249,2.0,TREND,47.646,0.0594,25.3911,14.1998,5,SWEEP,False,2023-07-13 14:00:00,,5.338339965466989,0.5605256963740362,ATOMUSDT,1,0.0,0.10500000000000043,2023-07-13 15:00:00,9.249,-0.5605256963740362,stop_loss
LONG,9.838,10.674,9.687,,TREND,35.5495,0.1051,26.8525,7.274,3,BOS,True,2023-07-15 08:00:00,ABOVE,3.4182467295628736,0.7144135664786393,ATOMUSDT,8,0.2966507177033554,0.20899999999999963,2023-07-15 16:00:00,9.687,-0.5161552561639933,stop_loss
SHORT,9.356,9.086,9.513,1.72,TREND,45.1741,0.0851,25.105,14.0218,5,SWEEP,False,2023-07-19 01:00:00,,3.5307947827830715,0.5543347808969423,ATOMUSDT,32,1.2993630573248445,0.15700000000000003,2023-07-20 09:00:00,9.513,-0.5543347808969423,stop_loss
LONG,9.534,10.773,9.488,,TREND,28.4359,0.0747,34.7036,16.1568,4,BOS,True,2023-07-20 09:00:00,ABOVE,1.4268444381005672,0.5892867529355346,ATOMUSDT,48,0.0024213075060519253,0.41300000000000026,2023-07-22 09:00:00,9.488,-0.06563484415262773,stop_loss
SHORT,9.227,8.843,9.278,,TREND,29.546,0.0469,12.481,23.4399,4,BOS,False,2023-07-23 21:00:00,BELOW,4.046868306230539,0.5179991431975094,ATOMUSDT,12,2.4296874999999973,0.1280000000000001,2023-07-24 09:00:00,8.843,1.5539974295925283,take_profit
SHORT,8.916,7.468,9.024,,TREND,39.3479,0.0827,9.7582,52.7634,4,BOS,True,2023-07-24 09:00:00,BELOW,1.502855492904471,0.5440336884314186,ATOMUSDT,17,0.0,0.3620000000000001,2023-07-25 02:00:00,9.024,-0.16230839323368101,stop_loss
SHORT,8.834,8.411,8.921,,TREND,32.8079,0.0505,11.0325,39.604,3,BOS,False,2023-07-26 09:00:00,BELOW,5.8092146203360615,0.8190992614673848,ATOMUSDT,9,0.14893617021275898,0.14100000000000001,2023-07-26 18:00:00,8.921,-0.5054016719692359,stop_loss
SHORT,8.957,8.82,9.063,1.29,TREND,37.4886,0.0611,18.4579,19.5093,4,SWEEP,False,2023-07-26 18:00:00,,5.244019885831587,0.5558661078981476,ATOMUSDT,10,0.028301886792453938,0.10599999999999987,2023-07-27 04:00:00,9.063,-0.5558661078981476,stop_loss
SHORT,9.028,8.818,9.046,,TREND,30.0738,0.0268,19.4667,26.9333,3,BOS,False,2023-07-30 09:00:00,BELOW,8.012511771521062,0.5608758240064766,ATOMUSDT,5,0.30000000000001015,0.07000000000000028,2023-07-30 14:00:00,9.046,-0.14422521188737036,stop_loss
SHORT,8.936,8.5928,9.092,,TREND,26.3942,0.045,9.6825,39.3651,4,BOS,False,2023-07-30 19:00:00,BELOW,3.3269619752065434,0.5190060681322227,ATOMUSDT,7,0.0,0.15600000000000058,2023-07-31 02:00:00,9.092,-0.5190060681322227,stop_loss
SHORT,8.884,8.3714,8.822,,TREND,25.4722,0.0514,8.0556,27.9167,4,BOS,False,2023-07-31 15:00:00,BELOW,2.2154478463155405,0.5161993481915221,ATOMUSDT,27,0.8240343347639473,0.23300000000000054,2023-08-01 18:00:00,8.822,0.13735776647156608,stop_loss
SHORT,8.499,8.01,8.448,,TREND,34.7676,0.0589,14.1818,33.0909,4,BOS,True,2023-08-04 18:00:00,BELOW,4.734375040031061,0.7717031315250642,ATOMUSDT,20,0.7116564417177991,0.16300000000000026,2023-08-05 14:00:00,8.448,0.24145312704158486,stop_loss
LONG,8.666,9.138,8.548,,TREND,37.7428,0.047,31.459,9.1185,4,BOS,False,2023-08-09 12:00:00,ABOVE,3.992664947244053,0.47113446377479956,ATOMUSDT,2,0.0,0.11800000000000033,2023-08-09 14:00:00,8.548,-0.47113446377479956,stop_loss
SHORT,8.45,8.383,8.4566,10.15,RANGE,17.0534,0.022,33.1169,11.039,4,SWEEP,False,2023-08-13 20:00:00,,58.15572820787818,0.38382780617203116,ATOMUSDT,1,2.5757575757572577,0.006600000000000605,2023-08-13 21:00:00,8.4566,-0.38382780617203116,stop_loss
LONG,8.494,8.834,8.493,,TREND,40.0647,0.0284,27.4559,22.1662,4,BOS,True,2023-08-14 13:00:00,ABOVE,6.245024841565235,0.5308271115330392,ATOMUSDT,15,0.6588235294117829,0.08499999999999908,2023-08-15 04:00:00,8.493,-0.006245024841561774,stop_loss
SHORT,8.027,6.548,7.957,,TREND,32.5504,0.0854,4.097,64.4649,4,BOS,True,2023-08-15 19:00:00,BELOW,2.02172375855476,0.9967098129674974,ATOMUSDT,23,0.2799188640973609,0.4930000000000003,2023-08-16 18:00:00,7.957,0.141520663098832,stop_loss
SHORT,8.032,7.576,8.1926,2.84,TREND,44.3114,0.0928,39.261,9.7768,5,SWEEP,False,2023-08-17 12:00:00,,3.4053316464701386,0.5468962624231061,ATOMUSDT,9,4.12204234122041,0.16060000000000052,2023-08-17 21:00:00,7.576,1.5528312307903847,take_profit
SHORT,7.37,4.294,7.615,,TREND,41.1283,0.2108,15.8929,44.0868,4,BOS,True,2023-08-17 21:00:00,BELOW,0.7025512884579286,0.5402619408241466,ATOMUSDT,20,0.0,0.7689999999999992,2023-08-18 17:00:00,7.615,-0.17212506567219257,stop_loss
SHORT,7.745,7.4546,7.854,,TREND,25.0936,0.0527,11.9241,15.5827,4,BOS,False,2023-08-21 04:00:00,BELOW,3.9532016754668264,0.5218226211616198,ATOMUSDT,11,2.037878787878794,0.13199999999999967,2023-08-21 15:00:00,7.4546,1.1480097665555664,take_profit
SHORT,7.237,6.8432,7.219,,TREND,25.8923,0.0449,9.2357,39.4904,3,BOS,True,2023-08-24 14:00:00,BELOW,3.061948823328042,0.5480888393757203,ATOMUSDT,19,0.8770949720670379,0.17900000000000027,2023-08-25 09:00:00,7.219,0.05511507881990412,stop_loss
SHORT,7.135,6.9788,7.148,,TREND,26.0177,0.035,20.4082,25.102,4,BOS,False,2023-08-28 00:00:00,BELOW,7.441253097673241,0.5283289699348047,ATOMUSDT,12,0.788732394366191,0.07100000000000062,2023-08-28 12:00:00,7.148,-0.09673629026975139,stop_loss
LONG,7.456,8.226,7.347,,TREND,27.7421,0.0564,46.962,21.3924,4,BOS,True,2023-08-29 14:00:00,ABOVE,1.714376838323568,0.6000318934132497,ATOMUSDT,19,0.0,0.35000000000000053,2023-08-30 09:00:00,7.347,-0.18686707537726888,stop_loss
SHORT,6.831,6.271,6.689,,TREND,42.0156,0.0409,13.438,27.9232,5,BOS,False,2023-09-01 14:00:00,BELOW,3.4207485609338155,0.4789047985307331,ATOMUSDT,15,1.3142857142857185,0.13999999999999968,2023-09-02 05:00:00,6.689,0.485746295652603,stop_loss
SHORT,6.817,6.624,6.9533,1.42,TREND,40.6217,0.0439,32.7362,9.6091,5,SWEEP,False,2023-09-03 01:00:00,,4.129975147329268,0.5629156125809768,ATOMUSDT,98,1.0564930300807098,0.13629999999999942,2023-09-07 03:00:00,6.9533,-0.5629156125809768,stop_loss
LONG,6.966,8.066,6.907,,TREND,41.7989,0.0594,32.6113,4.6931,4,BOS,False,2023-09-07 03:00:00,ABOVE,1.7400924177323027,0.4785254148763839,ATOMUSDT,30,0.054545454545453315,0.27500000000000036,2023-09-08 09:00:00,6.907,-0.10266545264620615,stop_loss
SHORT,6.784,6.517,6.873,,TREND,32.3441,0.0277,12.6289,38.6598,4,BOS,True,2023-09-10 01:00:00,BELOW,11.465712015295972,1.0204483693613462,ATOMUSDT,3,1.6516853932584221,0.08900000000000041,2023-09-10 04:00:00,6.517,3.0613451080840184,take_profit
LONG,7.07,7.949,7.037,,TREND,31.8758,0.0572,41.3233,7.8652,4,BOS,True,2023-09-16 02:00:00,ABOVE,3.5924125601917285,1.052576880136177,ATOMUSDT,17,0.2798634812286683,0.29300000000000015,2023-09-16 19:00:00,7.037,-0.11854961448632834,stop_loss
LONG,6.911,7.16,6.8935,14.21,TREND,24.0601,0.0584,13.0807,34.4743,4,SWEEP,False,2023-09-17 20:00:00,,32.91483403109338,0.5760095955441072,ATOMUSDT,4,1.7142857142858086,0.017499999999999183,2023-09-18 00:00:00,6.8935,-0.5760095955441072,stop_loss
LONG,7.285,9.101,7.314,,TREND,41.5717,0.0937,34.9085,15.7774,4,BOS,False,2023-09-18 09:00:00,ABOVE,1.0785383194187625,0.48965639701611796,ATOMUSDT,18,0.3920704845814979,0.45399999999999974,2023-09-19 03:00:00,7.314,0.031277611263144024,stop_loss
LONG,7.269,7.599,7.1236,2.27,TREND,66.9109,0.0531,1.4805,37.1467,4,SWEEP,False,2023-09-20 15:00:00,,3.9400095366883776,0.5728773866344917,ATOMUSDT,33,1.2929848693259915,0.14540000000000042,2023-09-22 00:00:00,7.1236,-0.5728773866344917,stop_loss
SHORT,7.061,6.767,7.159,,TREND,28.3629,0.0471,16.8437,24.7344,3,BOS,False,2023-09-22 20:00:00,BELOW,4.990929808998394,0.4891111212818419,ATOMUSDT,5,0.0,0.09799999999999986,2023-09-23 01:00:00,7.159,-0.4891111212818419,stop_loss
LONG,7.124,7.433,7.047,,TREND,28.0534,0.0339,25.5274,18.7764,4,BOS,False,2023-09-24 17:00:00,ABOVE,5.17522408764556,0.5330480810274915,ATOMUSDT,6,0.0,0.10299999999999976,2023-09-24 23:00:00,7.047,-0.3984922547487079,stop_loss
LONG,7.091,7.58,7.072,,TREND,33.0945,0.0409,38.7435,4.014,4,BOS,True,2023-09-28 10:00:00,ABOVE,6.320786543123801,1.0302882065291812,ATOMUSDT,15,0.3926380368098157,0.16300000000000026,2023-09-29 01:00:00,7.072,-0.12009494431935303,stop_loss
LONG,7.182,7.642,7.067,,TREND,38.2214,0.0449,17.965,11.2878,5,BOS,False,2023-09-29 07:00:00,ABOVE,4.191649219591544,0.48203966025302847,ATOMUSDT,7,0.0,0.11500000000000021,2023-09-29 14:00:00,7.067,-0.48203966025302847,stop_loss
LONG,7.412,7.968,7.485,,TREND,35.4402,0.0518,35.5862,2.069,5,BOS,False,2023-10-01 18:00:00,ABOVE,4.984578597964039,0.6928564251170026,ATOMUSDT,11,1.482014388489209,0.13900000000000023,2023-10-02 05:00:00,7.485,0.36387423765137683,stop_loss
SHORT,7.185,5.585,7.059,,TREND,43.358,0.0849,8.9992,45.5004,4,BOS,False,2023-10-02 18:00:00,BELOW,1.2036468237354068,0.48145872949416313,ATOMUSDT,42,0.7224999999999986,0.40000000000000036,2023-10-04 12:00:00,7.059,0.1516594997906606,stop_loss
LONG,2.1244,2.3792,2.0656,,TREND,27.7768,0.0311,38.2231,4.3848,5,BOS,False,2023-10-19 16:00:00,ABOVE,4.580524681010442,0.5304247580610097,TONUSDT,7,0.0,0.11580000000000013,2023-10-19 23:00:00,2.0656,-0.26933485124341483,stop_loss
LONG,2.161,2.3167,2.1739,,TREND,32.7538,0.0224,25.717,17.9414,4,BOS,True,2023-10-22 06:00:00,ABOVE,19.779435390335717,1.0265526967584204,TONUSDT,24,1.3603082851637764,0.051899999999999835,2023-10-23 06:00:00,2.1739,0.2551547165353334,stop_loss
LONG,2.2062,2.3982,2.1722,,TREND,43.1422,0.0295,18.0387,14.77,4,BOS,False,2023-10-23 22:00:00,ABOVE,10.044471092140622,0.48213461242275024,TONUSDT,17,1.229166666666669,0.04800000000000004,2023-10-24 15:00:00,2.1722,-0.34151201713277923,stop_loss
LONG,2.1264,2.1594,2.1193,4.65,TREND,37.2293,0.0237,17.8744,23.128,4,SWEEP,False,2023-10-26 14:00:00,,79.14597709719611,0.5619364373900833,TONUSDT,1,0.0,0.007099999999999884,2023-10-26 15:00:00,2.1193,-0.5619364373900833,stop_loss
SHORT,2.0785,1.6201,2.0721,,TREND,36.1259,0.028,14.7742,31.2325,4,BOS,False,2023-10-26 16:00:00,BELOW,4.168351081659711,0.4776930339582022,TONUSDT,37,0.3621291448516593,0.11459999999999981,2023-10-28 05:00:00,2.0721,0.026677446922622916,stop_loss
LONG,528.2,571.55,513.75,,TREND,28.4293,4.0036,23.7288,17.9304,4,BOS,False,2024-08-15 13:00:00,ABOVE,0.036374159560712625,0.5256066056522991,BNBUSDT,6,0.16608996539792178,14.450000000000045,2024-08-15 19:00:00,513.75,-0.5256066056522991,stop_loss
SHORT,513.65,469.76,521.5,,TREND,27.187,4.8429,24.5575,36.7994,4,BOS,True,2024-08-15 19:00:00,BELOW,0.029789490890180004,0.5943003432590924,BNBUSDT,12,0.0,19.950000000000045,2024-08-16 07:00:00,521.5,-0.23384750348791372,stop_loss
LONG,546.95,597.05,565.3,,TREND,33.5335,3.9107,28.9498,6.9406,4,BOS,False,2024-08-19 16:00:00,ABOVE,0.05330758349770123,0.890236644411613,BNBUSDT,22,1.5988023952095725,16.700000000000045,2024-08-20 14:00:00,565.3,0.9781941571828128,stop_loss
LONG,573.25,590.05,567.65,,TREND,28.6174,5.1821,23.4321,15.093,4,BOS,False,2024-08-20 22:00:00,ABOVE,0.09406955794457238,0.5267895244896075,BNBUSDT,2,0.0,5.600000000000023,2024-08-21 00:00:00,567.65,-0.5267895244896075,stop_loss
LONG,595.3,659.95,577.25,,TREND,28.0944,4.6821,35.9268,7.0938,4,BOS,False,2024-08-23 21:00:00,ABOVE,0.02431279408769649,0.5239407125898583,BNBUSDT,18,0.0,21.549999999999955,2024-08-24 15:00:00,577.25,-0.43884593328292054,stop_loss
LONG,588.7,613.89,577.25,,TREND,27.2397,3.7464,27.2641,10.3908,3,BOS,True,2024-08-24 19:00:00,ABOVE,0.047282086646024415,0.5413798920969817,BNBUSDT,2,0.05240174672488268,11.450000000000045,2024-08-24 21:00:00,577.25,-0.5413798920969817,stop_loss
SHORT,563.5,536.5,555.3,,TREND,33.6379,4.0321,7.9717,29.8494,4,BOS,True,2024-08-26 06:00:00,BELOW,0.11183428616446443,1.00650857548018,BNBUSDT,22,1.7277777777777727,9.0,2024-08-27 04:00:00,555.3,0.9170411465486135,stop_loss
SHORT,527.9,467.5,536.75,,TREND,41.8102,5.1714,16.5746,27.3481,4,BOS,True,2024-08-30 16:00:00,BELOW,0.03583680973189318,0.5411358269515879,BNBUSDT,8,0.0,15.100000000000023,2024-08-31 00:00:00,536.75,-0.3171557661272555,stop_loss
