direction,entry,entry_level,zone_size_at_entry,tp,sl,rr,regime,adx,atr,plus_di,minus_di,confidence,confidence_bucket,position_size_multiplier,bos,fvg,liquidity_sweep,bos_strength,range,volume,fvg_size,signal_type,has_fvg,nearest_level,last_swing_low,last_swing_high,timestamp,confidence_threshold_used,entry_type,zone_entry_type,htf_filter_variant,htf_filter_applied,position_size,risk_amount,symbol,bars_alive,max_r,initial_risk,mfe_r,mae_r,max_r_reached,max_price_since_entry,min_price_since_entry,original_sl,scale_level,signal_id,exit_time,exit_price,pnl,exit_reason,exit_type,entry_mode,candles_since_bos,ema_position,mtf_tf
SHORT,97.44,1.0,0.829821,,94.42,0.9805194805194798,TREND,32.6416,1.1064,17.5274,22.6598,5.0,5_plus,1.25,BEARISH_BOS,True,,,1.7000000000000028,,,BOS,True,,,100.52,2022-04-28 13:30:00,2.5,zone,full,NONE,False,0.648861093395273,1.9984921676574396,SOLUSDT,35,1.4951298701298723,3.0799999999999983,1.6818181818181803,0.8928571428571433,1.6818181818181803,100.19,92.26,100.52,0,235,2022-04-30 00:00:00,94.42,1.959560502053722,stop_loss,trailing_stop,zone,,BELOW,15m
SHORT,36.4818,1.0,0.376339,,34.63,2.491657696447784,TREND,30.9818,0.5018,11.5302,33.7367,4.0,4_to_5,1.0,BEARISH_BOS,True,,,0.5,,,BOS,True,,,37.225,2022-04-29 09:00:00,2.5,zone,full,NONE,False,2.141002742879826,1.59119323850829,AXSUSDT,21,3.8102798708288415,0.7432000000000016,4.321582346609243,0.0,4.321582346609243,36.4818,33.27,37.225,0,238,2022-04-30 06:00:00,34.63,3.964708879264856,stop_loss,trailing_stop,zone,,BELOW,
SHORT,34.265,1.0,0.376339,,34.63,-1.0,TREND,30.9818,0.5018,11.5302,33.7367,4.0,4_to_5,1.0,BEARISH_BOS,True,,,0.5,,,BOS,True,,,37.225,2022-04-30 00:00:00,2.5,zone,full,NONE,False,2.141002742879826,1.59119323850829,AXSUSDT,6,1.3561643835616295,0.365000000000002,2.3287671232876623,1.5753424657534238,2.3287671232876623,34.84,33.415,37.225,1,238,2022-04-30 06:00:00,34.63,-0.7814660011511407,stop_loss,trailing_stop,zone,,BELOW,
SHORT,16.55,1.0,0.131518,,15.045,3.6265060240963947,TREND,35.147,0.1754,1.4257,33.6049,4.0,4_to_5,1.0,BEARISH_BOS,True,,,0.23499999999999943,,,BOS,True,,,16.965,2022-04-29 09:30:00,2.5,zone,full,NONE,False,3.8342005747187793,1.59119323850829,DOTUSDT,47,5.000000000000012,0.41499999999999915,5.819277108433749,0.2168674698795182,5.819277108433749,16.64,14.135,16.965,0,239,2022-05-01 08:00:00,15.045,5.770471864951766,stop_loss,trailing_stop,zone,,BELOW,15m
SHORT,16.11,1.0,0.131518,,15.045,4.176470588235309,TREND,35.147,0.1754,1.4257,33.6049,4.0,4_to_5,1.0,BEARISH_BOS,True,,,0.23499999999999943,,,BOS,True,,,16.965,2022-04-30 08:00:00,2.5,zone,full,NONE,False,3.8342005747187793,1.59119323850829,DOTUSDT,24,6.411764705882377,0.254999999999999,7.745098039215715,0.21568627450980365,7.745098039215715,16.165,14.135,16.965,1,239,2022-05-01 08:00:00,15.045,4.083423612075498,stop_loss,trailing_stop,zone,,BELOW,15m
SHORT,15.56,1.0,0.131518,,15.045,0.6397515527950334,TREND,35.147,0.1754,1.4257,33.6049,4.0,4_to_5,1.0,BEARISH_BOS,True,,,0.23499999999999943,,,BOS,True,,,16.965,2022-04-30 14:00:00,2.5,zone,full,NONE,False,3.8342005747187793,1.59119323850829,DOTUSDT,18,1.3478260869565262,0.8049999999999979,1.7701863354037322,0.38509316770186275,1.7701863354037322,15.87,14.135,16.965,2,239,2022-05-01 08:00:00,15.045,1.9746132959801734,stop_loss,trailing_stop,zone,,BELOW,15m
SHORT,0.6033,1.0,0.006102,,0.6168,-1.0,TREND,38.6536,0.0081,7.3749,27.7436,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.009699999999999931,,,BOS,False,,,0.6168,2022-05-02 17:15:00,2.5,zone,full,NONE,False,8.802814789858726,0.8802814789858725,XRPUSDT,4,0.06666666666665899,0.013500000000000068,0.4222222222222147,1.4740740740740688,0.4222222222222147,0.6232,0.5976,0.6168,0,240,2022-05-02 21:00:00,0.6168,-0.11883799966309339,stop_loss,SL,zone,,BELOW,15m
SHORT,278.65,,1.821429,,281.5,-0.3413173652694629,TREND,32.3266,2.4286,9.5588,35.1471,5.0,5_plus,1.25,BEARISH_BOS,True,,,2.6999999999999886,,,BOS,True,,,287.0,2022-05-03 18:00:00,2.5,momentum,momentum,NONE,False,0.26337942784058527,2.1992182224688928,BCHUSDT,7,0.10778443113772153,8.350000000000023,0.3113772455089771,0.5508982035928156,0.3113772455089771,283.25,276.05,287.0,0,242,2022-05-04 01:00:00,281.5,-0.750631369345674,stop_loss,trailing_stop,momentum,,BELOW,
SHORT,37789.5,1.0,162.616071,,38042.0,-0.31741043368950345,TREND,37.7281,216.8214,4.7439,42.0524,4.0,4_to_5,1.0,BEARISH_BOS,True,,,493.0,,,BOS,True,,,38585.0,2022-05-03 18:00:00,2.5,zone,full,NONE,False,0.002211658803237101,1.759374577975114,BTCUSDT,9,0.0961659333752357,795.5,0.3639220615964802,0.3903205531112508,0.3639220615964802,38100.0,37500.0,38585.0,0,244,2022-05-04 03:00:00,38042.0,-0.558443847817368,stop_loss,trailing_stop,zone,,BELOW,15m
SHORT,0.7785,1.0,0.005936,,0.7843,-0.3473053892215575,TREND,33.0998,0.0079,13.3574,32.491,5.0,5_plus,1.25,BEARISH_BOS,True,,,0.0121,,,BOS,True,,,0.7952,2022-05-03 18:00:00,2.5,zone,full,NONE,False,8.796872889875571,2.1992182224688928,ADAUSDT,13,0.9520958083832323,0.016700000000000048,1.1437125748502965,0.9101796407185597,1.1437125748502965,0.7937,0.7594,0.7952,0,241,2022-05-04 07:00:00,0.7843,-0.051021862761278555,stop_loss,trailing_stop,zone,,BELOW,
SHORT,383.25,1.0,1.770536,,390.3,-1.0,TREND,36.8292,2.3607,4.6899,36.7625,3.5,3_to_4,0.5,BEARISH_BOS,False,,,3.6999999999999886,,,BOS,False,,,390.3,2022-05-03 18:00:00,2.5,zone,full,NONE,False,0.12477833886348307,0.879687288987557,BNBUSDT,13,0.2907801418439728,7.050000000000011,0.5319148936170204,1.0354609929078014,0.5319148936170204,390.55,379.5,390.3,0,243,2022-05-04 07:00:00,390.3,-0.879687288987557,stop_loss,SL,zone,,BELOW,15m
SHORT,0.1287,1.0,0.000884,,0.1306,-0.8260869565217339,TREND,33.8829,0.0012,6.6667,38.1818,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.0020000000000000018,,,BOS,False,,,0.131,2022-05-03 18:00:00,2.5,zone,full,NONE,False,8.796872889875571,0.879687288987557,DOGEUSDT,13,0.5652173913043468,0.0022999999999999965,1.0434782608695725,0.9565217391304275,1.0434782608695725,0.1309,0.1263,0.131,0,245,2022-05-04 07:00:00,0.1306,-0.016714058490763455,stop_loss,trailing_stop,zone,,BELOW,
SHORT,6.8235,1.0,0.070982,,7.129,-1.0,TREND,37.8979,0.0946,13.7358,32.0,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.12399999999999967,,,BOS,False,,,7.129,2022-05-03 18:00:00,2.5,zone,full,NONE,False,2.87950012761885,0.879687288987557,UNIUSDT,14,0.30605564648117795,0.30549999999999944,0.4566284779050743,1.3273322422258615,0.4566284779050743,7.229,6.684,7.129,0,246,2022-05-04 08:00:00,7.129,-0.879687288987557,stop_loss,SL,zone,,BELOW,
LONG,152.158,1.0,2.416071,,157.25,0.6056137012369197,TREND,37.2741,3.2214,40.5765,10.1996,3.5,3_to_4,0.5,BULLISH_BOS,False,,,9.049999999999983,,,BOS,False,,143.75,,2022-05-04 18:00:00,2.5,zone,full,NONE,False,0.10276003334985814,0.864006360405606,AAVEUSDT,15,1.087297811607997,8.407999999999987,1.1883920076118024,0.0,1.1883920076118024,162.15,152.158,143.75,0,248,2022-05-05 09:00:00,157.25,0.523254089817479,stop_loss,trailing_stop,zone,,ABOVE,
LONG,0.8148,,0.006954,,0.8603,1.1636828644501267,TREND,34.6935,0.0093,42.9122,3.4669,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.018100000000000005,,,BOS,False,,0.7757,,2022-05-04 10:00:00,2.5,momentum,momentum,NONE,False,8.64006360405606,0.864006360405606,ADAUSDT,25,2.1381074168797944,0.039100000000000024,2.3299232736572892,0.012787723785164825,2.3299232736572892,0.9059,0.8143,0.7757,0,247,2022-05-05 11:00:00,0.8603,0.3931228939845506,stop_loss,trailing_stop,momentum,,ABOVE,
LONG,0.8605,,0.006954,,0.8603,-0.0023584905660387827,TREND,34.6935,0.0093,42.9122,3.4669,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.018100000000000005,,,BOS,False,,0.7757,,2022-05-04 18:00:00,2.5,momentum,momentum,NONE,False,8.64006360405606,0.864006360405606,ADAUSDT,17,0.44693396226414966,0.0848000000000001,0.5353773584905653,0.061320754716982166,0.5353773584905653,0.9059,0.8553,0.7757,1,247,2022-05-05 11:00:00,0.8603,-0.001728012720811981,stop_loss,trailing_stop,momentum,,ABOVE,
LONG,0.1342,1.0,0.001227,,0.1295,-1.0,TREND,37.5437,0.0016,41.9214,12.6638,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.00470000000000001,,,BOS,False,,0.1295,,2022-05-04 18:00:00,2.5,zone,full,NONE,False,8.64006360405606,0.864006360405606,DOGEUSDT,21,0.5744680851063776,0.00470000000000001,0.744680851063823,2.0425531914893598,0.744680851063823,0.1377,0.1246,0.1295,0,249,2022-05-05 15:00:00,0.1295,-0.040608298939063564,stop_loss,SL,zone,,ABOVE,
LONG,0.6269,1.0,0.00622,,0.6085,-1.0,TREND,33.3125,0.0083,38.8458,9.0439,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.03410000000000002,,,BOS,False,,0.6085,,2022-05-04 18:30:00,2.5,zone,full,NONE,False,8.64006360405606,0.864006360405606,XRPUSDT,21,1.2771739130434783,0.018399999999999972,1.6304347826086996,2.005434782608701,1.6304347826086996,0.6569,0.59,0.6085,0,250,2022-05-05 15:00:00,0.6085,-0.15897717031463127,stop_loss,SL,zone,,ABOVE,15m
SHORT,156.0915,1.0,2.316964,,142.6,2.6409905060193837,TREND,37.3648,3.0893,7.7457,33.4104,3.5,3_to_4,0.5,BEARISH_BOS,False,,,8.949999999999989,,,BOS,False,,,161.2,2022-05-05 14:00:00,2.5,zone,full,NONE,False,0.17002634927297902,0.8685796052610121,AAVEUSDT,12,3.20867182147402,5.108499999999992,3.87422922580014,0.0,3.87422922580014,156.0915,136.3,161.2,0,251,2022-05-06 02:00:00,142.6,2.293910491216397,stop_loss,trailing_stop,zone,,BELOW,
SHORT,140.0,1.0,2.316964,,142.6,-0.2367294910315937,TREND,37.3648,3.0893,7.7457,33.4104,3.5,3_to_4,0.5,BEARISH_BOS,False,,,8.949999999999989,,,BOS,False,,,161.2,2022-05-05 15:00:00,2.5,zone,full,NONE,False,0.17002634927297902,0.8685796052610121,AAVEUSDT,11,0.02731494127287729,10.983000000000004,0.3368842756988061,0.26859692251661543,0.3368842756988061,142.95,136.3,161.2,1,251,2022-05-06 02:00:00,142.6,-0.44206850810974446,stop_loss,trailing_stop,zone,,BELOW,
SHORT,140.6,1.0,2.316964,,142.6,-0.1926225561013193,TREND,37.3648,3.0893,7.7457,33.4104,3.5,3_to_4,0.5,BEARISH_BOS,False,,,8.949999999999989,,,BOS,False,,,161.2,2022-05-05 16:00:00,2.5,zone,full,NONE,False,0.17002634927297902,0.8685796052610121,AAVEUSDT,10,0.08668015024559422,10.38300000000001,0.41413849561783483,0.22151593951651827,0.41413849561783483,142.9,136.3,161.2,2,251,2022-05-06 02:00:00,142.6,-0.34005269854595804,stop_loss,trailing_stop,zone,,BELOW,
SHORT,16.9699,1.0,0.210268,,17.085,-0.13304820251994165,TREND,31.9989,0.2804,8.4076,23.5669,4.0,4_to_5,1.0,BEARISH_BOS,True,,,0.3049999999999997,,,BOS,True,,,17.835,2022-05-07 03:00:00,2.5,zone,full,NONE,False,2.0232126328460183,1.750281248675094,ATOMUSDT,14,0.42180094786729616,0.8651000000000018,0.46225869841636574,0.21974338226794665,0.46225869841636574,17.16,16.57,17.835,0,252,2022-05-07 17:00:00,17.085,-0.23287177404058026,stop_loss,trailing_stop,zone,,BELOW,
SHORT,373.75,1.0,2.338393,,359.05,3.418604651162779,TREND,35.7324,3.1179,9.8511,42.4971,5.0,5_plus,1.25,BEARISH_BOS,True,,,12.75,,,BOS,True,,,378.05,2022-05-07 21:30:00,2.5,zone,full,NONE,False,0.5081257357368266,2.1849406636683604,BNBUSDT,22,4.860465116279052,4.300000000000011,5.755813953488357,0.0,5.755813953488357,373.75,349.0,378.05,0,253,2022-05-08 19:00:00,359.05,7.469448315331346,stop_loss,trailing_stop,zone,,BELOW,15m
SHORT,362.4,1.0,2.338393,,359.05,0.4751773049645334,TREND,35.7324,3.1179,9.8511,42.4971,5.0,5_plus,1.25,BEARISH_BOS,True,,,12.75,,,BOS,True,,,378.05,2022-05-07 22:00:00,2.5,zone,full,NONE,False,0.5081257357368266,2.1849406636683604,BNBUSDT,21,1.3546099290780056,7.050000000000011,1.9007092198581497,0.7588652482269523,1.9007092198581497,367.75,349.0,378.05,1,253,2022-05-08 19:00:00,359.05,1.7022212147183517,stop_loss,trailing_stop,zone,,BELOW,15m
SHORT,365.25,1.0,2.338393,,359.05,1.4761904761904774,TREND,35.7324,3.1179,9.8511,42.4971,5.0,5_plus,1.25,BEARISH_BOS,True,,,12.75,,,BOS,True,,,378.05,2022-05-07 23:00:00,2.5,zone,full,NONE,False,0.5081257357368266,2.1849406636683604,BNBUSDT,20,2.9523809523809548,4.199999999999989,3.8690476190476297,0.3571428571428581,3.8690476190476297,366.75,349.0,378.05,2,253,2022-05-08 19:00:00,359.05,3.1503795615683194,stop_loss,trailing_stop,zone,,BELOW,15m
SHORT,51.39,1.0,0.872411,,46.48500000000001,3.0,TREND,39.9697,1.1632,17.0402,40.6202,4.5,4_to_5,1.0,BEARISH_BOS,False,SWEEP_LOW,,1.7000000000000028,,,BOS,False,,,53.025,2022-05-09 02:00:00,2.5,zone,full,NONE,False,1.1444483314072604,1.8711730218508684,AVAXUSDT,18,4.568807339449546,1.634999999999998,5.657492354740068,0.30886850152905393,5.657492354740068,51.895,42.14,53.025,0,256,2022-05-09 20:00:00,46.48500000000001,5.613519065552605,stop_loss,trailing_stop,zone,,BELOW,15m
SHORT,349.05,1.0,3.077679,,308.65000000000015,4.0,TREND,37.8123,4.1036,13.8381,38.2942,3.5,3_to_4,0.5,BEARISH_BOS,False,,,9.550000000000011,,,BOS,False,,,359.15,2022-05-09 02:30:00,2.5,zone,full,NONE,False,0.09263232781439974,0.9355865109254342,BNBUSDT,23,5.282178217821802,10.099999999999966,6.0099009900990294,0.3069306930693046,6.0099009900990294,352.15,288.35,359.15,0,257,2022-05-10 01:00:00,308.65000000000015,3.742346043701737,stop_loss,trailing_stop,zone,,BELOW,15m
SHORT,123.9946,1.0,2.110714,,106.9,2.422910111404029,TREND,38.8621,2.8143,6.2183,36.0406,3.5,3_to_4,0.5,BEARISH_BOS,False,,,5.5,,,BOS,False,,,131.05,2022-05-09 02:00:00,2.5,zone,full,NONE,False,0.1326057361631422,0.9355865109254342,AAVEUSDT,26,3.5213595260367914,7.055400000000006,3.9111318989709978,0.01493891203900399,3.9111318989709978,124.1,96.4,131.05,0,254,2022-05-10 04:00:00,106.9,2.2668420174144503,stop_loss,trailing_stop,zone,,BELOW,
SHORT,12.95,1.0,0.18375,,11.32,2.834782608695645,TREND,34.2044,0.245,8.0175,37.172,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.4350000000000005,,,BOS,False,,,13.525,2022-05-09 02:30:00,2.5,zone,full,NONE,False,1.6271069755224912,0.9355865109254342,DOTUSDT,26,4.052173913043471,0.5750000000000011,4.608695652173902,0.32173913043478286,4.608695652173902,13.135,10.3,13.525,0,259,2022-05-10 04:00:00,11.32,2.652184370101659,stop_loss,trailing_stop,zone,,BELOW,15m
SHORT,15.4322,1.0,0.245625,,13.846599999999997,2.0,TREND,31.4059,0.3275,11.8866,36.5322,5.0,5_plus,1.25,BEARISH_BOS,True,,,0.5199999999999996,,,BOS,True,,,16.225,2022-05-09 02:00:00,2.5,zone,full,NONE,False,2.9502601883370096,2.3389662773135855,ATOMUSDT,27,3.7300706357214866,0.7928000000000015,4.3859737638748655,0.09813319878910157,4.3859737638748655,15.51,11.955,16.225,0,255,2022-05-10 05:00:00,13.846599999999997,4.677932554627171,stop_loss,trailing_stop,zone,,BELOW,
SHORT,33545.0,1.0,307.633929,,31499.0,1.6661237785016287,TREND,36.9876,410.1786,7.3313,41.4192,3.5,3_to_4,0.5,BEARISH_BOS,False,,,808.5,,,BOS,False,,,34773.0,2022-05-09 02:15:00,2.5,zone,full,NONE,False,0.0007618782662259236,0.9355865109254342,BTCUSDT,27,2.8350977198697067,1228.0,3.1221498371335503,0.23697068403908794,3.1221498371335503,33836.0,29711.0,34773.0,0,258,2022-05-10 05:00:00,31499.0,1.5588029326982398,stop_loss,trailing_stop,zone,,BELOW,15m
SHORT,13.27,1.0,0.245625,,13.846599999999997,-1.0,TREND,31.4059,0.3275,11.8866,36.5322,5.0,5_plus,1.25,BEARISH_BOS,True,,,0.5199999999999996,,,BOS,True,,,16.225,2022-05-10 04:00:00,2.5,zone,full,NONE,False,2.9502601883370096,2.3389662773135855,ATOMUSDT,1,0.0,0.5765999999999973,0.0607006590357272,1.8470343392299795,0.0607006590357272,14.335,13.235,16.225,1,255,2022-05-10 05:00:00,13.846599999999997,-1.701120024595112,stop_loss,trailing_stop,zone,,BELOW,
SHORT,0.6438,1.0,0.014486,,0.6393,0.1363636363636385,TREND,34.3269,0.0193,10.9098,19.1198,5.0,5_plus,1.25,BEARISH_BOS,True,,,0.015800000000000036,,,BOS,True,,,0.6768,2022-05-10 20:00:00,2.5,zone,full,NONE,False,10.296390457229379,2.5740976143073446,ADAUSDT,13,1.2333333333333385,0.03299999999999992,1.612121212121217,0.3757575757575757,1.612121212121217,0.6562,0.5906,0.6768,0,261,2022-05-11 09:00:00,0.6393,0.046333757057532815,stop_loss,trailing_stop,zone,,BELOW,
SHORT,106.0214,1.0,2.957143,,107.95,-0.2528117872217709,TREND,33.1341,3.9429,11.1413,24.0036,5.0,5_plus,1.25,BEARISH_BOS,True,,,2.9000000000000057,,,BOS,True,,,113.65,2022-05-10 20:00:00,2.5,zone,full,NONE,False,0.3374272624475451,2.5740976143073446,AAVEUSDT,14,0.9990561833101733,7.628600000000006,1.3595417245628276,0.34457174317699235,1.3595417245628276,108.65,95.65,113.65,0,260,2022-05-11 10:00:00,107.95,-0.6507622183563365,stop_loss,trailing_stop,zone,,BELOW,
SHORT,44.205,1.0,1.510714,,35.364999999999995,2.0,TREND,36.8412,2.0143,12.4823,20.8333,5.0,5_plus,1.25,BEARISH_BOS,True,,,2.0050000000000026,,,BOS,True,,,48.625,2022-05-10 20:30:00,2.5,zone,full,NONE,False,0.58237502586139,2.5740976143073446,AVAXUSDT,17,3.6866515837104052,4.420000000000002,4.1447963800904954,0.4592760180995476,4.1447963800904954,46.235,25.885,48.625,0,262,2022-05-11 13:00:00,35.364999999999995,5.148195228614689,stop_loss,trailing_stop,zone,,BELOW,15m
SHORT,11.365,2.0,0.299464,,9.895000000000001,2.0,TREND,34.7028,0.3993,15.0268,20.0358,4.0,4_to_5,1.0,,True,,,0.29499999999999993,,,BOS,True,,,12.1,2022-05-10 20:30:00,2.5,momentum,full,NONE,False,2.8017388999263635,2.0592780914458757,DOTUSDT,17,4.027210884353746,0.7349999999999994,4.666666666666671,0.3741496598639463,4.666666666666671,11.64,7.935,12.1,0,263,2022-05-11 13:00:00,9.895000000000001,4.118556182891751,stop_loss,trailing_stop,momentum,6.0,BELOW,15m
SHORT,39.145,1.0,1.510714,,35.364999999999995,0.747035573122532,TREND,36.8412,2.0143,12.4823,20.8333,5.0,5_plus,1.25,BEARISH_BOS,True,,,2.0050000000000026,,,BOS,True,,,48.625,2022-05-11 10:00:00,2.5,zone,full,NONE,False,0.58237502586139,2.5740976143073446,AVAXUSDT,3,2.220355731225299,5.059999999999995,2.620553359683797,0.20849802371541518,2.620553359683797,40.2,25.885,48.625,1,262,2022-05-11 13:00:00,35.364999999999995,2.2013775977560592,stop_loss,trailing_stop,zone,,BELOW,15m
SHORT,94.35,,5.239286,,75.3,1.332167832167831,TREND,33.7344,6.9857,12.1677,37.3722,3.0,3_to_4,0.5,,True,,,15.75,,,BOS,True,,,108.65,2022-05-11 13:00:00,2.5,momentum,,NONE,False,0.07580122716522766,1.0839575484627564,AAVEUSDT,21,1.6993006993006978,14.300000000000011,2.0909090909090886,0.1643356643356648,2.0909090909090886,96.7,64.45,108.65,0,264,2022-05-12 10:00:00,75.3,1.4440133774975867,stop_loss,trailing_stop,momentum,17.0,BELOW,
SHORT,57.67,3.0,3.308571,,46.385,1.3031177829099316,TREND,34.1963,4.4114,8.8002,37.8238,3.0,3_to_4,0.5,,True,,,10.170000000000002,,,BOS,True,,,66.33,2022-05-11 13:30:00,2.5,momentum,full,NONE,False,0.125168308136577,1.0839575484627564,SOLUSDT,21,1.9763279445727493,8.659999999999997,2.3752886836027725,0.2719399538106233,2.3752886836027725,60.025,37.1,66.33,0,265,2022-05-12 10:00:00,46.385,1.412524357321272,stop_loss,trailing_stop,momentum,17.0,BELOW,15m
SHORT,7.434,,0.37875,,6.343,0.8483670295489889,TREND,31.3073,0.505,9.8161,41.9802,4.0,4_to_5,1.0,,True,,,0.4610000000000003,,,BOS,True,,,8.72,2022-05-11 16:30:00,2.5,momentum,,NONE,False,1.6857815683713158,2.1679150969255128,LINKUSDT,18,1.2581648522550541,1.2860000000000005,1.486780715396578,0.0342146189735611,1.486780715396578,7.478,5.522,8.72,0,266,2022-05-12 10:00:00,6.343,1.8391876910931058,stop_loss,trailing_stop,momentum,20.0,BELOW,15m
SHORT,72.92,,3.040179,,64.14,0.8959183673469392,TREND,31.7155,4.0536,10.7665,39.5242,4.0,4_to_5,1.0,,True,,,3.9299999999999926,,,BOS,True,,,82.72,2022-05-11 16:30:00,2.5,momentum,,NONE,False,0.22121582621688912,2.1679150969255128,LTCUSDT,19,1.622448979591837,9.799999999999997,1.8989795918367351,0.0,1.8989795918367351,72.92,54.31,82.72,0,267,2022-05-12 11:00:00,64.14,1.9422749541842868,stop_loss,trailing_stop,momentum,20.0,BELOW,15m
SHORT,62.72,,3.040179,,64.14,-1.0,TREND,31.7155,4.0536,10.7665,39.5242,4.0,4_to_5,1.0,,True,,,3.9299999999999926,,,BOS,True,,,82.72,2022-05-12 10:00:00,2.5,momentum,,NONE,False,0.22121582621688912,2.1679150969255128,LTCUSDT,1,0.08450704225351922,1.4200000000000017,0.4859154929577443,1.3028169014084452,0.4859154929577443,64.57,62.03,82.72,1,267,2022-05-12 11:00:00,64.14,-0.3141264732279829,stop_loss,trailing_stop,momentum,20.0,BELOW,15m
SHORT,32.895,1.0,1.262679,,32.47,0.23809523809524094,TREND,33.4845,1.6836,16.9495,23.6742,3.5,3_to_4,0.5,BEARISH_BOS,False,SWEEP_LOW,,1.6300000000000026,,,BOS,False,,,34.68,2022-05-13 23:15:00,2.5,zone,full,NONE,False,0.6249730633036974,1.1155769179970978,AVAXUSDT,22,1.7927170868347388,1.7849999999999966,2.039215686274516,0.3305322128851526,2.039215686274516,33.485,29.255,34.68,0,268,2022-05-14 21:00:00,32.47,0.26561355190407404,stop_loss,trailing_stop,zone,,BELOW,15m
SHORT,31.2,1.0,1.262679,,32.47,-0.6135265700483078,TREND,33.4845,1.6836,16.9495,23.6742,3.5,3_to_4,0.5,BEARISH_BOS,False,SWEEP_LOW,,1.6300000000000026,,,BOS,False,,,34.68,2022-05-14 10:00:00,2.5,zone,full,NONE,False,0.6249730633036974,1.1155769179970978,AVAXUSDT,11,0.7270531400966165,2.070000000000004,0.9396135265700467,1.0096618357487903,0.9396135265700467,33.29,29.255,34.68,1,268,2022-05-14 21:00:00,32.47,-0.7937157903956954,stop_loss,trailing_stop,zone,,BELOW,15m
SHORT,29.965,1.0,1.262679,,32.47,-0.8549488054607496,TREND,33.4845,1.6836,16.9495,23.6742,3.5,3_to_4,0.5,BEARISH_BOS,False,SWEEP_LOW,,1.6300000000000026,,,BOS,False,,,34.68,2022-05-14 14:00:00,2.5,zone,full,NONE,False,0.6249730633036974,1.1155769179970978,AVAXUSDT,7,0.09215017064846391,2.9300000000000033,0.20648464163822516,1.1348122866894184,0.20648464163822516,33.29,29.36,34.68,2,268,2022-05-14 21:00:00,32.47,-1.5655575235757613,stop_loss,trailing_stop,zone,,BELOW,15m
SHORT,7.301,1.0,0.114268,,7.537,-0.34756995581737804,TREND,33.4183,0.1524,18.331,28.8326,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.28500000000000014,,,BOS,False,,,7.98,2022-05-16 06:30:00,2.5,zone,full,NONE,False,1.6275531946785866,1.1051086191867607,LINKUSDT,15,0.10014727540500806,0.6790000000000003,0.21944035346097196,0.45360824742267997,0.21944035346097196,7.609,7.152,7.98,0,269,2022-05-16 21:00:00,7.537,-0.38410255394414605,stop_loss,trailing_stop,zone,,BELOW,15m
SHORT,29416.5,1.0,374.169643,,29998.5,-0.6510067114093959,TREND,37.2187,498.8929,8.2397,32.565,4.5,4_to_5,1.0,BEARISH_BOS,False,SWEEP_LOW,,675.5,,,BOS,False,,,30310.5,2022-05-16 16:15:00,2.5,zone,full,NONE,False,0.0024722787901269817,2.2102172383735215,BTCUSDT,5,0.0,894.0,0.2058165548098434,0.9323266219239373,0.2058165548098434,30250.0,29232.5,30310.5,0,270,2022-05-16 21:00:00,29998.5,-1.4388662558539034,stop_loss,trailing_stop,zone,,BELOW,15m
SHORT,296.0,1.0,2.541964,,297.65,-0.2129032258064487,TREND,34.1932,3.3893,8.746,32.9821,5.0,5_plus,1.25,BEARISH_BOS,True,,,5.25,,,BOS,True,,,303.75,2022-05-18 13:15:00,2.5,zone,full,NONE,False,0.3535463790767002,2.7399844378444267,BNBUSDT,17,1.154838709677418,7.75,1.2451612903225777,0.5612903225806481,1.2451612903225777,300.35,286.35,303.75,0,272,2022-05-19 06:00:00,297.65,-0.5833515254765473,stop_loss,trailing_stop,zone,,BELOW,15m
SHORT,7.56,1.0,0.109393,,6.978,1.4405940594059374,TREND,37.2044,0.1459,15.573,25.0735,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.10899999999999999,,,BOS,False,,,7.964,2022-05-17 17:30:00,2.5,zone,full,NONE,False,2.7128558790538824,1.0959937751377706,LINKUSDT,42,2.1534653465346474,0.4040000000000008,2.2797029702970235,0.6262376237623752,2.2797029702970235,7.813,6.639,7.964,0,271,2022-05-19 11:00:00,6.978,1.5788821216093591,stop_loss,trailing_stop,zone,,BELOW,15m
SHORT,7.159,1.0,0.109393,,6.978,0.4689119170984456,TREND,37.2044,0.1459,15.573,25.0735,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.10899999999999999,,,BOS,False,,,7.964,2022-05-18 13:00:00,2.5,zone,full,NONE,False,2.7128558790538824,1.0959937751377706,LINKUSDT,22,1.2150259067357494,0.3860000000000001,1.347150259067356,0.2150259067357517,1.347150259067356,7.242,6.639,7.964,1,271,2022-05-19 11:00:00,6.978,0.4910269141087528,stop_loss,trailing_stop,zone,,BELOW,15m
