direction,entry,entry_level,tp,sl,rr,regime,adx,atr,plus_di,minus_di,confidence,confidence_bucket,position_size_multiplier,bos,fvg,liquidity_sweep,bos_strength,range,volume,fvg_size,signal_type,has_fvg,nearest_level,last_swing_low,last_swing_high,timestamp,confidence_threshold_used,entry_type,position_size,risk_amount,symbol,bars_alive,max_r,initial_risk,mfe_r,mae_r,max_r_reached,max_price_since_entry,min_price_since_entry,original_sl,scale_level,signal_id,exit_time,exit_price,pnl,exit_reason,exit_type,entry_mode,candles_since_bos,ema_position,mtf_tf
SHORT,330.2,1.0,,325.7,0.25862068965517193,TREND,31.5461,3.5786,13.3733,32.7345,3.5,3_to_4,0.5,BEARISH_BOS,False,,,7.300000000000011,,,BOS,False,,,347.6,2025-03-20 16:00:00,2.5,zone,0.10267315892221163,0.8516327839961768,BCHUSDT,38,0.4195402298850573,17.400000000000034,0.5977011494252849,0.30459770114942536,0.5977011494252849,335.5,319.8,347.6,1,295,2025-03-22 06:00:00,325.7,0.4620292151499523,stop_loss,trailing_stop,zone,,BELOW,
SHORT,322.9,1.0,,325.7,-0.451612903225805,TREND,31.5461,3.5786,13.3733,32.7345,3.5,3_to_4,0.5,BEARISH_BOS,False,,,7.300000000000011,,,BOS,False,,,347.6,2025-03-21 23:00:00,2.5,zone,0.10267315892221163,0.8516327839961768,BCHUSDT,7,0.0,6.2000000000000455,0.25806451612902487,0.48387096774193195,0.25806451612902487,325.9,321.3,347.6,2,295,2025-03-22 06:00:00,325.7,-0.28748484498219373,stop_loss,trailing_stop,zone,,BELOW,
LONG,2.776,,,2.723,-1.0,TREND,34.1917,0.0232,27.0769,16.0,3.0,3_to_4,0.5,,True,,,0.029999999999999805,,,BOS,True,,2.723,,2025-03-22 17:00:00,2.5,momentum,8.548366821237272,0.8548366821237271,NEARUSDT,6,0.07547169811320771,0.052999999999999936,0.18867924528302346,1.188679245283015,0.18867924528302346,2.786,2.713,2.723,0,297,2025-03-22 23:00:00,2.723,-0.4530634415255749,stop_loss,SL,momentum,7.0,ABOVE,
SHORT,0.1696,,0.168,0.1706,-1.0,RANGE,13.9376,0.0011,26.8707,22.381,4.0,4_to_5,1.0,BULLISH_BOS,False,SWEEP_HIGH,,0.0019699999999999995,,,SWEEP,False,0.1706,,,2025-03-23 06:00:00,2.5,zone,8.525713649160991,1.7051427298321984,DOGEUSDT,3,0.12999999999999112,0.0010000000000000009,0.4000000000000111,1.370000000000009,0.4000000000000111,0.17097,0.1692,0.1706,0,298,2025-03-23 09:00:00,0.1706,-0.008525713649160998,stop_loss,SL,,,,
LONG,6.753,,6.8344,6.6987,-1.0,RANGE,16.8371,0.0543,13.6842,24.2105,4.0,4_to_5,1.0,,False,SWEEP_LOW,,0.10599999999999987,,,SWEEP,False,6.6987,,,2025-03-23 13:00:00,2.5,zone,8.525287363478533,1.7050574726957066,UNIUSDT,1,0.0,0.05430000000000046,0.23941068139962782,1.712707182320427,0.23941068139962782,6.766,6.66,6.6987,0,299,2025-03-23 14:00:00,6.6987,-0.4629231038368883,stop_loss,SL,,,,
LONG,4.4067,,4.4562,4.3736999999999995,1.4999999999999865,RANGE,22.1353,0.033,24.2811,21.9676,4.0,4_to_5,1.0,BEARISH_BOS,False,SWEEP_LOW,,0.058399999999999785,,,SWEEP,False,4.3765,,,2025-03-23 17:30:00,2.5,zone,8.50214120828669,1.7004282416573377,DOTUSDT,2,1.8060606060606026,0.03300000000000036,1.8060606060606026,0.2969696969697014,1.8060606060606026,4.4663,4.3969,4.3736999999999995,0,301,2025-03-23 19:00:00,4.4562,0.42085598981019195,take_profit,TP,,,,15m
LONG,2.981,,3.0134,2.9594,1.5000000000000102,RANGE,16.3005,0.0216,15.2318,19.2053,4.0,4_to_5,1.0,BEARISH_BOS,False,SWEEP_LOW,,0.03200000000000003,,,SWEEP,False,2.9614,,,2025-03-23 16:30:00,2.5,zone,8.50214120828669,1.7004282416573377,FILUSDT,6,1.1574074074074119,0.02159999999999984,1.620370370370389,0.8333333333333299,1.620370370370389,3.016,2.963,2.9594,0,300,2025-03-23 22:00:00,3.0134,0.27546937514848857,take_profit,TP,,,,15m
LONG,0.1723,2.0,,0.1838,5.0,TREND,37.1108,0.0013,19.9339,13.6564,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.0015199999999999936,,,BOS,False,,0.17,,2025-03-23 23:00:00,2.5,zone,8.536957476534623,0.8536957476534621,DOGEUSDT,23,6.369565217391313,0.0022999999999999965,7.243478260869567,0.7565217391304443,7.243478260869567,0.18896,0.17056,0.17,0,302,2025-03-24 22:00:00,0.1838,0.09817501098014801,stop_loss,trailing_stop,zone,,ABOVE,
LONG,134.3079,1.0,,141.17,1.626899642001949,TREND,37.265,1.2314,30.1624,19.0835,5.0,5_plus,1.25,BULLISH_BOS,True,,,3.019999999999982,,,BOS,True,,130.09,,2025-03-24 00:00:00,2.5,zone,0.5059957251555662,2.1342393691336556,SOLUSDT,22,2.397425259015157,4.217899999999986,2.5112259655278817,0.3575001778135999,2.5112259655278817,144.9,132.8,130.09,0,303,2025-03-24 22:00:00,141.17,3.4721932655900103,stop_loss,trailing_stop,zone,,ABOVE,
LONG,0.1726,2.0,,0.1838,4.307692307692317,TREND,37.1108,0.0013,19.9339,13.6564,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.0015199999999999936,,,BOS,False,,0.17,,2025-03-24 00:00:00,2.5,zone,8.536957476534623,0.8536957476534621,DOGEUSDT,22,5.519230769230789,0.002599999999999991,6.292307692307708,0.7846153846153927,6.292307692307708,0.18896,0.17056,0.17,1,302,2025-03-24 22:00:00,0.1838,0.09561392373718766,stop_loss,trailing_stop,zone,,ABOVE,
LONG,3.0315,1.0,,3.012,-0.16455696202531514,TREND,33.6464,0.0339,27.1579,2.1053,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.04599999999999982,,,BOS,False,,2.913,,2025-03-25 17:00:00,2.5,zone,7.358866317763701,0.8720256586549989,NEARUSDT,10,0.26582278481012905,0.11850000000000005,0.35864978902953554,0.19831223628691852,0.35864978902953554,3.074,3.008,2.913,0,305,2025-03-26 03:00:00,3.012,-0.14349789319639106,stop_loss,trailing_stop,zone,,ABOVE,
LONG,3.587,,,3.513,-1.0,TREND,39.6949,0.0349,36.4754,13.9344,4.0,4_to_5,1.0,,True,,,0.04800000000000004,,,BOS,True,,3.513,,2025-03-26 06:00:00,2.5,momentum,8.71308169189017,1.742616338378034,AXSUSDT,7,0.5945945945945869,0.07400000000000029,0.8378378378378323,1.2702702702702695,0.8378378378378323,3.649,3.493,3.513,0,307,2025-03-26 13:00:00,3.513,-0.6447680451998752,stop_loss,SL,momentum,9.0,ABOVE,
LONG,94.9745,1.0,,93.2,-0.9125739264592434,TREND,37.256,0.8979,27.2076,6.5235,5.0,5_plus,1.25,BULLISH_BOS,True,,,1.2199999999999989,,,BOS,True,,93.03,,2025-03-26 00:00:00,2.5,zone,1.121143814161734,2.1800641466374975,LTCUSDT,14,0.5685266135253223,1.944500000000005,0.7588068912316754,1.195422987914628,0.7588068912316754,96.45,92.65,93.03,0,306,2025-03-26 14:00:00,93.2,-1.9894696982300006,stop_loss,trailing_stop,zone,,ABOVE,
LONG,2.424,,2.4967499999999996,2.3755,-1.0,RANGE,19.0717,0.0236,20.5571,24.7956,3.0,3_to_4,0.5,,False,SWEEP_LOW,,0.016199999999999992,,,SWEEP,False,2.3755,,,2025-03-25 02:45:00,2.5,zone,8.72025658654999,0.8720256586549989,XRPUSDT,40,0.8989690721649545,0.048499999999999766,1.1525773195876403,1.1876288659793846,1.1525773195876403,2.4799,2.3664,2.3755,0,304,2025-03-26 18:00:00,2.3755,-0.4229324444476725,stop_loss,SL,,,,15m
SHORT,2.3771,1.0,,2.3553,0.22923238696109177,TREND,34.4171,0.02,8.8046,36.1489,5.0,5_plus,1.25,BEARISH_BOS,True,,,0.0253000000000001,,,BOS,True,,,2.4722,2025-03-26 18:30:00,2.5,zone,8.560223182496292,2.140055795624073,XRPUSDT,27,0.5941114616193459,0.09509999999999996,0.8044164037854871,0.11987381703470117,0.8044164037854871,2.3885,2.3006,2.4722,0,308,2025-03-27 21:00:00,2.3553,0.18661286537841762,stop_loss,trailing_stop,zone,,BELOW,15m
SHORT,3.026,1.0,,3.035,-0.04945054945055122,TREND,31.362,0.0402,8.7034,42.8064,5.0,5_plus,1.25,BEARISH_BOS,True,,,0.0389999999999997,,,BOS,True,,,3.208,2025-03-26 22:45:00,2.5,zone,8.560223182496292,2.140055795624073,FILUSDT,23,0.20879120879120733,0.18200000000000038,0.3901098901098878,0.4505494505494512,0.3901098901098878,3.108,2.955,3.208,0,309,2025-03-27 21:00:00,3.035,-0.07704200864246954,stop_loss,trailing_stop,zone,,BELOW,15m
SHORT,322.9,2.0,,326.6,-0.22155688622754702,TREND,33.2411,3.75,4.7619,27.619,3.5,3_to_4,0.5,BEARISH_BOS,False,,,4.199999999999989,,,BOS,False,,,339.6,2025-03-27 16:00:00,2.5,zone,0.05125882145207347,0.8560223182496293,BCHUSDT,10,0.08982035928143688,16.700000000000045,0.1377245508982005,0.2994011976047896,0.1377245508982005,327.9,320.6,339.6,0,310,2025-03-28 02:00:00,326.6,-0.18965763937267419,stop_loss,trailing_stop,zone,,BELOW,
SHORT,91.6996,1.0,,86.97,2.8314176245210745,TREND,39.3391,0.8814,9.0762,31.9287,5.0,5_plus,1.25,BEARISH_BOS,True,,,2.0799999999999983,,,BOS,True,,,93.37,2025-03-28 04:00:00,2.5,zone,1.2805643623330416,2.1390547108411138,LTCUSDT,34,3.6156609195402325,1.6704000000000008,4.130507662835251,0.0,4.130507662835251,91.6996,84.8,93.37,0,311,2025-03-29 14:00:00,86.97,6.05655720809036,stop_loss,trailing_stop,zone,,BELOW,
SHORT,89.71,1.0,,86.97,0.7486338797814172,TREND,39.3391,0.8814,9.0762,31.9287,5.0,5_plus,1.25,BEARISH_BOS,True,,,2.0799999999999983,,,BOS,True,,,93.37,2025-03-28 05:00:00,2.5,zone,1.2805643623330416,2.1390547108411138,LTCUSDT,33,1.1065573770491763,3.660000000000011,1.341530054644804,0.16120218579235018,1.341530054644804,90.3,84.8,93.37,1,311,2025-03-29 14:00:00,86.97,3.5087463527925276,stop_loss,trailing_stop,zone,,BELOW,
SHORT,2.3061,1.0,,2.135,3.234404536861994,TREND,34.6609,0.0255,9.7506,34.7156,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.055400000000000116,,,BOS,False,,,2.359,2025-03-28 04:15:00,2.5,zone,8.556218843364455,0.8556218843364455,XRPUSDT,43,4.432892249527391,0.05290000000000017,4.665406427221155,0.0,4.665406427221155,2.3061,2.0593,2.359,0,312,2025-03-29 23:00:00,2.135,1.4639690440996584,stop_loss,trailing_stop,zone,,BELOW,15m
SHORT,2.1156,1.0,,2.135,-0.8255319148936068,TREND,34.6609,0.0255,9.7506,34.7156,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.055400000000000116,,,BOS,False,,,2.359,2025-03-29 14:00:00,2.5,zone,8.556218843364455,0.8556218843364455,XRPUSDT,9,0.85106382978724,0.023499999999999854,1.9234042553191757,1.1063829787234027,1.9234042553191757,2.1416,2.0704,2.359,1,312,2025-03-29 23:00:00,2.135,-0.16599064556126736,stop_loss,trailing_stop,zone,,BELOW,15m
SHORT,2.1062,1.0,,2.135,-0.8753799392097205,TREND,34.6609,0.0255,9.7506,34.7156,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.055400000000000116,,,BOS,False,,,2.359,2025-03-29 15:00:00,2.5,zone,8.556218843364455,0.8556218843364455,XRPUSDT,8,0.32218844984801437,0.03290000000000015,1.0881458966565316,1.0759878419452868,1.0881458966565316,2.1416,2.0704,2.359,2,312,2025-03-29 23:00:00,2.135,-0.24641910268889577,stop_loss,trailing_stop,zone,,BELOW,15m
SHORT,19.182,2.0,,19.011,0.3339843749999985,TREND,38.4661,0.2432,13.6564,27.8708,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.3260000000000005,,,BOS,False,,,19.694,2025-03-30 13:30:00,2.5,zone,1.7748167941798958,0.9087061986201075,AVAXUSDT,23,1.8105468749999976,0.5120000000000005,1.9902343749999951,0.5156250000000052,1.9902343749999951,19.446,18.163,19.694,0,313,2025-03-31 12:00:00,19.011,0.30349367180476106,stop_loss,trailing_stop,zone,,BELOW,15m
SHORT,1814.49,1.0,,1822.95,-0.24528848941722337,TREND,36.3492,15.0021,10.5414,29.2101,4.5,4_to_5,1.0,BEARISH_BOS,False,SWEEP_LOW,,46.99000000000001,,,BOS,False,,,1848.98,2025-03-30 13:30:00,2.5,zone,0.052693893802267744,1.817412397240215,ETHUSDT,23,0.849521600463901,34.49000000000001,1.4041751232241244,0.9182371701942611,1.4041751232241244,1846.16,1766.06,1848.98,0,314,2025-03-31 12:00:00,1822.95,-0.44579034156718705,stop_loss,trailing_stop,zone,,BELOW,15m
SHORT,82454.7,1.0,,82279.6,0.16802610114191563,TREND,31.756,398.4786,7.9266,25.3177,4.5,4_to_5,1.0,BEARISH_BOS,False,SWEEP_LOW,,673.3000000000029,,,BOS,False,,,83496.8,2025-03-30 16:30:00,2.5,zone,0.0017439904013436377,1.817412397240215,BTCUSDT,20,1.0017272814509053,1042.1000000000058,1.1922080414547427,0.6464830630457665,1.1922080414547427,83128.4,81212.3,83496.8,0,316,2025-03-31 12:00:00,82279.6,0.3053727192752557,stop_loss,trailing_stop,zone,,BELOW,15m
SHORT,2.809,,2.7664,2.8374,-1.0,RANGE,15.6074,0.0284,20.8543,12.8141,4.0,4_to_5,1.0,BULLISH_BOS,False,SWEEP_HIGH,,0.02900000000000036,,,SWEEP,False,2.8374,,,2025-04-01 02:45:00,2.5,zone,9.095215788676716,1.8190431577353434,FILUSDT,2,0.0,0.02839999999999998,0.3521126760563464,1.6901408450704252,0.3521126760563464,2.857,2.799,2.8374,0,317,2025-04-01 04:00:00,2.8374,-0.2583041283984186,stop_loss,SL,,,,15m
SHORT,161.7179,1.0,,162.41,-0.11530964162543261,TREND,39.9511,2.0886,6.5663,30.7798,3.5,3_to_4,0.5,BEARISH_BOS,False,,,3.140000000000015,,,BOS,False,,,167.72,2025-03-30 16:00:00,2.5,zone,0.15139804378802513,0.9087061986201075,AAVEUSDT,37,1.5691008147148422,6.002100000000013,1.6690658269605598,0.9000349877542871,1.6690658269605598,167.12,151.7,167.72,0,315,2025-04-01 05:00:00,162.41,-0.1047825861056938,stop_loss,trailing_stop,zone,,BELOW,
SHORT,158.73,1.0,,162.41,-0.6377816291161179,TREND,39.9511,2.0886,6.5663,30.7798,3.5,3_to_4,0.5,BEARISH_BOS,False,,,3.140000000000015,,,BOS,False,,,167.72,2025-03-31 12:00:00,2.5,zone,0.15139804378802513,0.9087061986201075,AAVEUSDT,17,0.2374350086655067,5.77000000000001,0.637781629116113,0.8908145580589265,0.637781629116113,163.87,155.05,167.72,1,315,2025-04-01 05:00:00,162.41,-0.5571448011399335,stop_loss,trailing_stop,zone,,BELOW,
SHORT,3.039,,2.9822,3.0769,1.4986807387862768,RANGE,20.6795,0.0379,30.0,19.0566,3.0,3_to_4,0.5,,False,SWEEP_HIGH,,0.053999999999999826,,,SWEEP,False,3.0769,,,2025-04-01 15:00:00,2.5,zone,9.049204212894514,0.9049204212894515,AXSUSDT,3,1.4248021108179474,0.037900000000000045,1.7941952506596301,0.23746701846965398,1.7941952506596301,3.048,2.971,3.0769,0,318,2025-04-01 18:00:00,2.9822,0.5139947992924081,take_profit,TP,,,,
LONG,6.2553,1.0,,6.195,-0.7426108374384217,TREND,34.4813,0.0812,30.2551,20.0528,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.07200000000000006,,,BOS,False,,6.195,,2025-04-01 20:00:00,2.5,zone,9.074903952859136,0.9074903952859136,UNIUSDT,4,0.5628078817734004,0.08119999999999994,1.1293103448275912,0.8903940886699545,1.1293103448275912,6.347,6.183,6.1741,0,321,2025-04-02 00:00:00,6.195,-0.5472167083574041,stop_loss,trailing_stop,zone,,ABOVE,
LONG,0.1751,2.0,,0.17091,-0.5303797468354418,TREND,34.7453,0.0025,36.3483,20.2528,3.5,3_to_4,0.5,,False,SWEEP_HIGH,,0.004370000000000013,,,BOS,False,,0.1672,,2025-04-01 15:00:00,2.5,momentum,9.049204212894514,0.9049204212894515,DOGEUSDT,10,0.0,0.007900000000000018,0.07215189873417542,0.5430379746835451,0.07215189873417542,0.17567,0.17081,0.1672,0,320,2025-04-02 01:00:00,0.17091,-0.03791616565202801,stop_loss,trailing_stop,momentum,6.0,ABOVE,
LONG,84702.6,1.0,,84671.4,-0.014227734962839855,TREND,39.0948,595.3071,35.3983,19.7509,5.0,5_plus,1.25,BULLISH_BOS,True,,,1346.4000000000087,,,BOS,True,,82509.7,,2025-04-01 15:15:00,2.5,zone,0.0010316480702374114,2.2623010532236285,BTCUSDT,11,0.22559168224725026,2192.9000000000087,0.38870901545897707,0.05335400611062955,0.38870901545897707,85555.0,84585.6,82509.7,0,319,2025-04-02 02:00:00,84671.4,-0.032187419791419244,stop_loss,trailing_stop,zone,,ABOVE,15m
SHORT,2.812,1.0,,2.818,-0.12500000000000464,TREND,36.5425,0.0306,13.5198,35.1981,5.0,5_plus,1.25,BEARISH_BOS,True,,,0.03500000000000014,,,BOS,True,,,2.86,2025-04-02 00:15:00,2.5,zone,9.047543117441265,2.261885779360316,FILUSDT,13,0.9583333333333287,0.04800000000000004,1.041666666666662,0.47916666666666896,1.041666666666662,2.835,2.762,2.86,0,324,2025-04-02 13:00:00,2.818,-0.05428525870464965,stop_loss,trailing_stop,zone,,BELOW,15m
SHORT,1893.48,1.0,,1887.45,0.20608339029391573,TREND,31.6644,19.1029,21.6235,30.3507,5.0,5_plus,1.25,BEARISH_BOS,True,,,21.800000000000182,,,BOS,True,,,1922.74,2025-04-02 00:30:00,2.5,zone,0.07730299997813797,2.261885779360316,ETHUSDT,13,1.3899521531100507,29.25999999999999,1.4651401230348644,0.06561859193438392,1.4651401230348644,1895.4,1850.61,1922.74,0,323,2025-04-02 13:00:00,1887.45,0.4661370898681699,stop_loss,trailing_stop,zone,,ABOVE,15m
SHORT,13.903,1.0,,13.692,0.5861111111111129,TREND,35.5214,0.1744,15.6429,33.7428,5.0,5_plus,1.25,BEARISH_BOS,True,,,0.1919999999999984,,,BOS,True,,,14.263,2025-04-02 00:30:00,2.5,zone,6.283016053778666,2.261885779360316,LINKUSDT,13,1.438888888888893,0.35999999999999943,1.6333333333333386,0.0,1.6333333333333386,13.903,13.315,14.263,0,325,2025-04-02 13:00:00,13.692,1.3257163873473004,stop_loss,trailing_stop,zone,,ABOVE,15m
SHORT,165.4664,1.0,,164.96,0.14966308074240006,TREND,31.373,2.4143,17.1302,28.6391,5.0,5_plus,1.25,BEARISH_BOS,True,,,2.8500000000000227,,,BOS,True,,,168.85,2025-04-02 00:00:00,2.5,zone,0.6684849803050938,2.261885779360316,AAVEUSDT,17,2.2805296134294806,3.3836000000000013,2.847972573590252,0.0,2.847972573590252,165.4664,155.83,168.85,0,322,2025-04-02 17:00:00,164.96,0.33852079402648955,stop_loss,trailing_stop,zone,,BELOW,
SHORT,158.2,1.0,,164.96,-1.0,TREND,31.373,2.4143,17.1302,28.6391,5.0,5_plus,1.25,BEARISH_BOS,True,,,2.8500000000000227,,,BOS,True,,,168.85,2025-04-02 13:00:00,2.5,zone,0.6684849803050938,2.261885779360316,AAVEUSDT,4,0.0,6.760000000000019,0.12130177514792764,1.050295857988166,0.12130177514792764,165.3,157.38,168.85,1,322,2025-04-02 17:00:00,164.96,-4.518958466862447,stop_loss,trailing_stop,zone,,BELOW,
SHORT,158.99,1.0,,164.96,-1.0,TREND,31.373,2.4143,17.1302,28.6391,5.0,5_plus,1.25,BEARISH_BOS,True,,,2.8500000000000227,,,BOS,True,,,168.85,2025-04-02 14:00:00,2.5,zone,0.6684849803050938,2.261885779360316,AAVEUSDT,3,0.0,5.969999999999999,0.03852596314908178,1.0569514237855953,0.03852596314908178,165.3,158.76,168.85,2,322,2025-04-02 17:00:00,164.96,-3.9908553324214093,stop_loss,trailing_stop,zone,,BELOW,
SHORT,301.2411,1.0,,305.6,-0.27836565786868916,TREND,39.9388,5.0357,17.5887,32.766,3.5,3_to_4,0.5,BEARISH_BOS,False,,,12.699999999999989,,,BOS,False,,,316.9,2025-04-02 22:00:00,2.5,zone,0.055702199380746976,0.8722351698831766,BCHUSDT,10,0.5454469981927242,15.65889999999996,0.7242590475703957,0.4060885502813111,0.7242590475703957,307.6,289.9,316.9,0,327,2025-04-03 08:00:00,305.6,-0.2428003168807383,stop_loss,trailing_stop,zone,,BELOW,
SHORT,0.7234,1.0,,0.6804,1.3961038961039,TREND,30.4719,0.0172,11.47,21.7805,6.0,5_plus,1.25,BEARISH_BOS,True,SWEEP_LOW,,0.022499999999999964,,,BOS,True,,,0.7542,2025-04-02 21:00:00,2.5,zone,8.722351698831766,2.1805879247079414,OPUSDT,21,2.061688311688316,0.03079999999999994,2.188311688311693,0.12012987012986795,2.188311688311693,0.7271,0.656,0.7542,0,326,2025-04-03 18:00:00,0.6804,0.37506112304976624,stop_loss,trailing_stop,zone,,BELOW,
SHORT,0.6755,1.0,,0.6804,-0.09496124031007785,TREND,30.4719,0.0172,11.47,21.7805,6.0,5_plus,1.25,BEARISH_BOS,True,SWEEP_LOW,,0.022499999999999964,,,BOS,True,,,0.7542,2025-04-03 10:00:00,2.5,zone,8.722351698831766,2.1805879247079414,OPUSDT,8,0.30232558139534793,0.05159999999999998,0.37790697674418544,0.1899224806201557,0.37790697674418544,0.6853,0.656,0.7542,1,326,2025-04-03 18:00:00,0.6804,-0.04273952332427579,stop_loss,trailing_stop,zone,,BELOW,
SHORT,5.1495,1.0,,5.091,0.45173745173744767,TREND,33.5411,0.09,19.2063,37.7778,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.133,,,BOS,False,,,5.279,2025-04-03 10:00:00,2.5,zone,6.726032187635304,0.871021168298773,APTUSDT,22,1.5482625482625454,0.12950000000000017,1.7567567567567548,0.24324324324324528,1.7567567567567548,5.181,4.922,5.279,0,328,2025-04-04 08:00:00,5.091,0.3934728829766623,stop_loss,trailing_stop,zone,,BELOW,
SHORT,147.74,,,152.52,-1.0,TREND,37.6001,2.6293,10.8394,22.1679,4.0,4_to_5,1.0,,True,,,3.140000000000015,,,BOS,True,,,152.52,2025-04-04 01:00:00,2.5,momentum,0.3651392369445189,1.7453655525948006,AAVEUSDT,7,0.0,4.780000000000001,0.04602510460251021,1.2510460251046,0.04602510460251021,153.72,147.52,152.52,0,329,2025-04-04 08:00:00,152.52,-1.7453655525948006,stop_loss,SL,momentum,15.0,BELOW,
SHORT,5.022,1.0,,5.091,-0.2684824902723737,TREND,33.5411,0.09,19.2063,37.7778,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.133,,,BOS,False,,,5.279,2025-04-03 18:00:00,2.5,zone,6.726032187635304,0.871021168298773,APTUSDT,14,0.2840466926070058,0.2569999999999997,0.3891050583657613,0.2840466926070023,0.3891050583657613,5.095,4.922,5.279,1,328,2025-04-04 08:00:00,5.091,-0.4640962209468356,stop_loss,trailing_stop,zone,,BELOW,
LONG,0.1683,1.0,,0.16956,0.14823529411764497,TREND,32.9716,0.003,36.1526,15.4703,4.5,4_to_5,1.0,BULLISH_BOS,False,SWEEP_HIGH,,0.0043400000000000105,,,BOS,False,,0.1598,,2025-04-04 17:00:00,2.5,zone,8.636028318445755,1.7272056636891508,DOGEUSDT,10,0.4411764705882353,0.008500000000000008,0.5247058823529397,0.0,0.5247058823529397,0.17276,0.1683,0.1598,0,330,2025-04-05 03:00:00,0.16956,0.010881395681241508,stop_loss,trailing_stop,zone,,ABOVE,
SHORT,4.6985,1.0,,4.166000000000002,5.0,TREND,32.0092,0.0541,6.2005,41.5567,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.06400000000000006,,,BOS,False,,,4.805,2025-04-06 15:00:00,2.5,zone,8.109457641530376,0.8636572388229817,APTUSDT,17,7.084507042253549,0.1064999999999996,7.619718309859185,0.0,7.619718309859185,4.6985,3.887,4.805,0,331,2025-04-07 08:00:00,4.166000000000002,4.318286194114909,stop_loss,trailing_stop,zone,,BELOW,
SHORT,4.564,1.0,,4.166000000000002,1.65145228215767,TREND,32.0092,0.0541,6.2005,41.5567,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.06400000000000006,,,BOS,False,,,4.805,2025-04-06 16:00:00,2.5,zone,8.109457641530376,0.8636572388229817,APTUSDT,16,2.5726141078838216,0.24099999999999966,2.8091286307053984,0.0622406639004137,2.8091286307053984,4.579,3.887,4.805,1,331,2025-04-07 08:00:00,4.166000000000002,3.227564141329073,stop_loss,trailing_stop,zone,,BELOW,
SHORT,1745.59,1.0,,1610.9299999999996,2.0,TREND,36.6812,16.2221,2.8048,53.3662,3.5,3_to_4,0.5,BEARISH_BOS,False,,,43.100000000000136,,,BOS,False,,,1812.92,2025-04-06 16:30:00,2.5,zone,0.012827227667057474,0.8636572388229817,ETHUSDT,22,4.6765186395365985,67.33000000000015,4.982474379919787,0.0,4.982474379919787,1745.59,1410.12,1812.92,0,332,2025-04-07 14:00:00,1610.9299999999996,1.7273144776459635,stop_loss,trailing_stop,zone,,BELOW,15m
SHORT,1495.05,1.0,,1610.9299999999996,-1.0,TREND,36.6812,16.2221,2.8048,53.3662,3.5,3_to_4,0.5,BEARISH_BOS,False,,,43.100000000000136,,,BOS,False,,,1812.92,2025-04-07 08:00:00,2.5,zone,0.012827227667057474,0.8636572388229817,ETHUSDT,6,0.10985502243700428,115.87999999999965,0.18398343113565757,1.250086296168455,0.18398343113565757,1639.91,1473.73,1812.92,1,332,2025-04-07 14:00:00,1610.9299999999996,-1.4864191420586157,stop_loss,trailing_stop,zone,,BELOW,15m
SHORT,1483.89,1.0,,1610.9299999999996,-1.0,TREND,36.6812,16.2221,2.8048,53.3662,3.5,3_to_4,0.5,BEARISH_BOS,False,,,43.100000000000136,,,BOS,False,,,1812.92,2025-04-07 09:00:00,2.5,zone,0.012827227667057474,0.8636572388229817,ETHUSDT,5,0.012358312342570605,127.03999999999951,0.07997481108312438,1.2281171284634806,0.07997481108312438,1639.91,1473.73,1812.92,2,332,2025-04-07 14:00:00,1610.9299999999996,-1.629571002822975,stop_loss,trailing_stop,zone,,BELOW,15m
SHORT,2.3601,1.0,,2.229,1.1510096575943798,TREND,33.9337,0.0394,17.5725,26.6304,4.0,4_to_5,1.0,BEARISH_BOS,True,,,0.03100000000000014,,,BOS,True,,,2.474,2025-04-08 06:00:00,2.5,zone,8.944431121640234,1.7888862243280468,AXSUSDT,20,1.6514486391571532,0.11390000000000011,2.107989464442491,0.23617208077260665,2.107989464442491,2.387,2.12,2.474,0,333,2025-04-09 02:00:00,2.229,1.1726149200470346,stop_loss,trailing_stop,zone,,BELOW,
SHORT,2.238,1.0,,2.229,0.06040268456375769,TREND,33.9337,0.0394,17.5725,26.6304,4.0,4_to_5,1.0,BEARISH_BOS,True,,,0.03100000000000014,,,BOS,True,,,2.474,2025-04-08 16:00:00,2.5,zone,8.944431121640234,1.7888862243280468,AXSUSDT,10,0.44295302013422705,0.14900000000000002,0.7919463087248313,0.14765100671140802,0.7919463087248313,2.26,2.12,2.474,1,333,2025-04-09 02:00:00,2.229,0.08049988009476118,stop_loss,trailing_stop,zone,,BELOW,
