direction,entry,entry_level,zone_size_at_entry,tp,sl,rr,regime,adx,atr,plus_di,minus_di,confidence,confidence_bucket,position_size_multiplier,bos,fvg,liquidity_sweep,bos_strength,range,volume,fvg_size,signal_type,has_fvg,nearest_level,last_swing_low,last_swing_high,timestamp,confidence_threshold_used,entry_type,zone_entry_type,htf_filter_variant,htf_filter_applied,entry_mode,candles_since_bos,ema_position,initial_risk,mtf_tf,position_size,risk_amount,capital_before_entry,trade_risk,risk_percent,symbol,bars_alive,max_r,mfe_r,mae_r,max_r_reached,max_price_since_entry,min_price_since_entry,original_sl,scale_level,realized_pnl,realized_r,mfe_valid,mae_valid,partial_tp_hits,tp1_taken,tp1_price,signal_id,entry_bar_index,exit_time,exit_price,pnl,exit_reason,exit_type,capital_after_exit
SHORT,0.0012,1.0,1.6e-05,,0.001265,-0.6500000000000014,TREND,33.4175,0.0,9.1472,34.5254,4.0,4_to_5,1.0,BEARISH_BOS,True,,,2.9900000000000022e-05,,,BOS,True,,,0.0013,2023-07-26 11:00:00,2.5,zone,full,NONE,False,zone,,BELOW,0.00010000000000000005,15m,672816615865.8065,67281661.58658068,336408307.93290335,67281661.58658068,0.2,1000PEPEUSDT,2,0.0,0.0,0.6500000000000014,0.0,0.001265,0.0012,0.0013,0,0.0,-0.6500000000000014,True,True,0,False,0.0010999999999999998,647,2015,2023-07-26 12:00:00,0.001265,-1000000.0,stop_loss,trailing_stop,335408307.93290335
SHORT,29429.0,,55.483929,,29279.7,0.34456496653588625,TREND,32.9537,73.9786,17.1575,22.3134,3.0,3_to_4,0.5,,True,,,145.29999999999927,,,BOS,True,,,29862.3,2023-07-27 14:00:00,2.5,momentum,,NONE,False,momentum,9.0,BELOW,433.2999999999993,15m,34191.61112503687,14815225.100478452,335408307.93290335,14815225.100478452,0.2,BTCUSDT,10,0.6935148857604443,0.8299099930763886,0.0,0.8299099930763886,29429.0,29069.4,29862.3,0,0.0,0.34456496653588625,True,True,0,False,28995.7,648,13742,2023-07-28 00:00:00,29279.7,1000000.0,take_profit,TP,336408307.93290335
SHORT,1.367,,0.008518,,1.367,0.0,TREND,31.178,0.0114,14.4654,28.3019,3.5,3_to_4,0.5,,False,SWEEP_LOW,,0.009999999999999787,,,BOS,False,,,1.386,2023-07-27 18:00:00,2.5,momentum,,NONE,False,momentum,13.0,ABOVE,0.024399999999999977,15m,736082607.0217338,17960415.611330286,335408307.93290335,17960415.611330286,0.2,NEARUSDT,2,0.24590163934426273,0.655737704918034,0.08196721311475424,0.655737704918034,1.369,1.351,1.3914,0,0.0,0.0,True,True,0,False,1.3426,649,13746,2023-07-27 20:00:00,1.367,0.0,stop_loss,trailing_stop,335408307.93290335
SHORT,8.91,,0.039589,,9.01,-0.520833333333331,TREND,30.1165,0.0528,8.2544,37.2124,4.0,4_to_5,1.0,,True,SWEEP_LOW,,0.022999999999999687,,,BOS,True,,,9.102,2023-07-30 20:00:00,2.5,momentum,,NONE,False,momentum,5.0,BELOW,0.19200000000000017,,113268790.54979911,21747607.78556145,336408307.93290335,21747607.78556145,0.2,ATOMUSDT,3,0.0,0.0,0.5260416666666614,0.0,9.011,8.91,9.102,0,0.0,-0.520833333333331,True,True,0,False,8.718,650,13820,2023-07-30 23:00:00,9.01,-1000000.0,stop_loss,trailing_stop,335408307.93290335
SHORT,0.0013,,1e-05,,0.0012635999999999975,28.0,TREND,32.7475,0.0,6.711,23.9046,3.0,3_to_4,0.5,,True,,,2.1399999999999978e-05,,,BOS,True,,,0.0013,2023-07-31 14:30:00,2.5,momentum,,NONE,False,momentum,8.0,BELOW,1.3000000000000858e-06,15m,774019172152.854,1006224.9237987102,335408307.93290335,1006224.9237987102,0.2,1000PEPEUSDT,2,28.384615384613408,30.230769230767176,0.0,30.230769230767176,0.0013,0.0012607,0.0013013,0,0.0,28.0,True,True,0,False,0.0012986999999999999,651,2139,2023-07-31 16:00:00,0.0012635999999999975,1000000.0,take_profit,TP,336408307.93290335
LONG,5.9941,3.0,0.047893,,6.477,5.608594657375139,TREND,30.6626,0.0639,26.3982,13.8702,3.0,3_to_4,0.5,,True,,,0.02800000000000047,,,BOS,True,,5.908,,2023-07-31 17:00:00,2.5,momentum,full,NONE,False,momentum,17.0,BELOW,0.08610000000000007,,168369717.52201498,14496632.6786455,336408307.93290335,14496632.6786455,0.2,UNIUSDT,2,6.0963995354239175,6.979094076655039,0.0,6.979094076655039,6.595,5.9941,5.908,0,0.0,5.608594657375139,True,True,0,False,6.0802000000000005,652,13841,2023-07-31 19:00:00,6.477,1000000.0,take_profit,TP,337408307.93290335
SHORT,7.065,1.0,0.039964,,6.9,1.8580246913580332,TREND,35.9217,0.0533,11.9973,29.3566,5.0,5_plus,1.25,BEARISH_BOS,True,SWEEP_LOW,,0.055000000000000604,,,BOS,True,,,7.1865,2023-07-31 20:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,0.12149999999999928,,71636583.42524487,17407689.7723344,337408307.93290335,17407689.7723344,0.2,APTUSDT,16,1.8600823045267598,2.62139917695475,0.0,2.62139917695475,7.065,6.7465,7.1865,0,1000000.0,1.8580246913580332,True,True,1,True,6.943500000000001,653,6858,2023-08-01 12:00:00,6.9,1000000.0,take_profit,TP,339408307.93290335
SHORT,6.9625,1.0,0.039964,,7.047,-0.21914893617020903,TREND,35.9217,0.0533,11.9973,29.3566,5.0,5_plus,1.25,BEARISH_BOS,True,SWEEP_LOW,,0.055000000000000604,,,BOS,True,,,7.1865,2023-08-01 01:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,0.11749999999999972,,71636583.42524487,17407689.7723344,337408307.93290335,8417298.552466251,0.2,APTUSDT,22,1.0510638297872361,1.8382978723404315,0.9702127659574481,1.8382978723404315,7.0765,6.7465,7.1865,1,1000000.0,-0.21914893617020903,True,True,1,True,6.943500000000001,653,6858,2023-08-01 23:00:00,7.047,0.0,stop_loss,trailing_stop,342408307.93290335
LONG,6.289,,0.052446,,6.589,1.1538461538461575,TREND,32.7708,0.0699,26.3534,15.6282,5.0,5_plus,1.25,BULLISH_BOS,True,SWEEP_HIGH,,0.04100000000000037,,,BOS,True,,6.029,,2023-08-01 17:00:00,2.5,momentum,momentum,NONE,False,momentum,,BELOW,0.2599999999999998,,162859743.0114025,42343533.182964616,341408307.93290335,42343533.182964616,0.2,UNIUSDT,5,1.4230769230769247,1.55769230769231,0.0,1.55769230769231,6.694,6.289,6.029,0,0.0,1.1538461538461575,True,True,0,False,6.5489999999999995,654,13865,2023-08-01 22:00:00,6.589,1000000.0,take_profit,TP,342408307.93290335
LONG,6.659,,0.052446,,6.378,-1.1957295373665489,TREND,32.7708,0.0699,26.3534,15.6282,5.0,5_plus,1.25,BULLISH_BOS,True,SWEEP_HIGH,,0.04100000000000037,,,BOS,True,,6.029,,2023-08-01 18:00:00,2.5,momentum,momentum,NONE,False,momentum,,BELOW,0.2809999999999997,,49553409.350444406,42343533.182964616,341408307.93290335,27849016.054949727,0.2,UNIUSDT,14,0.07117437722420102,0.1103202846975111,1.1708185053380786,0.1103202846975111,6.69,6.33,6.029,1,-1000000.0,-1.1957295373665489,True,True,1,True,6.5489999999999995,654,13865,2023-08-02 08:00:00,6.378,-1000000.0,stop_loss,trailing_stop,340408307.93290335
SHORT,6.8505,,0.028714,,6.888,-0.178997613365154,TREND,33.1918,0.0383,5.4104,28.9179,3.0,3_to_4,0.5,,True,SWEEP_LOW,,0.08999999999999986,,,BOS,True,,,7.06,2023-08-02 13:00:00,2.5,momentum,,NONE,False,momentum,1.0,BELOW,0.20949999999999935,,149073049.23709366,31230803.815171026,340408307.93290335,31230803.815171026,0.2,APTUSDT,9,0.0,0.2887828162291189,0.38424821002386655,0.2887828162291189,6.931,6.79,7.06,0,0.0,-0.178997613365154,True,True,0,False,6.641000000000001,655,6899,2023-08-02 22:00:00,6.888,-1000000.0,stop_loss,trailing_stop,339408307.93290335
SHORT,8.9711,1.0,0.047839,,8.758,1.7626137303556622,TREND,36.0828,0.0638,7.7268,35.6103,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.15399999999999991,,,BOS,False,,,9.092,2023-08-02 16:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,0.12090000000000067,,113834972.72337954,13762648.202256663,340408307.93290335,13762648.202256663,0.2,ATOMUSDT,22,2.7468982630272842,3.0446650124069317,0.0,3.0446650124069317,8.9711,8.603,9.092,0,0.0,1.7626137303556622,True,True,0,False,8.8502,656,13888,2023-08-03 14:00:00,8.758,1000000.0,take_profit,TP,342408307.93290335
SHORT,0.6349,2.0,0.004339,,0.61374,1.4106666666666698,TREND,32.6212,0.0058,1.9879,45.3513,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.005649999999999933,,,BOS,False,,,0.6498,2023-08-02 16:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,0.015000000000000013,,1608481530.632714,24127222.95949073,340408307.93290335,24127222.95949073,0.2,SUIUSDT,6,1.5126666666666646,1.7713333333333305,0.0,1.7713333333333305,0.6349,0.60833,0.6499,0,0.0,1.4106666666666698,True,True,0,False,0.6199,658,2187,2023-08-02 22:00:00,0.61374,1000000.0,take_profit,TP,340408307.93290335
SHORT,12.63,1.0,0.06375,,12.5,0.1666666666666678,TREND,30.8761,0.085,4.2017,42.0168,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.28000000000000114,,,BOS,False,,,13.41,2023-08-02 16:45:00,2.5,zone,full,NONE,False,zone,,ABOVE,0.7799999999999994,15m,43642090.76062868,34040830.79329034,340408307.93290335,34040830.79329034,0.2,AVAXUSDT,18,0.2628205128205131,0.3525641025641033,0.0,0.3525641025641033,12.63,12.355,13.41,0,0.0,0.1666666666666678,True,True,0,False,11.850000000000001,657,13888,2023-08-03 10:00:00,12.5,1000000.0,take_profit,TP,341408307.93290335
SHORT,8.752,1.0,0.047839,,8.758,-0.032085561497318026,TREND,36.0828,0.0638,7.7268,35.6103,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.15399999999999991,,,BOS,False,,,9.092,2023-08-02 22:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,0.1869999999999994,,54056393.464364894,13762648.202256663,340408307.93290335,10108545.577836202,0.2,ATOMUSDT,16,0.6042780748663192,0.7967914438502749,0.1390374331550796,0.7967914438502749,8.778,8.603,9.092,1,0.0,-0.032085561497318026,True,True,0,False,8.8502,656,13888,2023-08-03 14:00:00,8.758,-324338.3607861056,stop_loss,trailing_stop,342083969.57211727
SHORT,4.219,3.0,0.019179,,4.146,1.1033057851239725,TREND,30.0432,0.0256,8.1006,28.7709,4.0,4_to_5,1.0,,True,SWEEP_LOW,,0.03399999999999981,,,BOS,True,,,4.34,2023-08-03 14:00:00,2.5,momentum,full,NONE,False,momentum,1.0,ABOVE,0.12099999999999955,15m,121382427.565621,29374547.470880173,341408307.93290335,29374547.470880173,0.2,FILUSDT,24,0.9504132231405011,1.3801652892562093,0.12396694214875814,1.3801652892562093,4.234,4.052,4.34,0,1000000.0,1.1033057851239725,True,True,1,True,4.098000000000001,659,13909,2023-08-04 13:00:00,4.146,1000000.0,take_profit,TP,346083969.57211727
SHORT,4.117,3.0,0.019179,,4.146,0.25213675213675285,TREND,30.0432,0.0256,8.1006,28.7709,4.0,4_to_5,1.0,,True,SWEEP_LOW,,0.03399999999999981,,,BOS,True,,,4.34,2023-08-03 22:00:00,2.5,momentum,full,NONE,False,momentum,1.0,ABOVE,0.11699999999999999,15m,121382427.565621,29374547.470880173,341408307.93290335,14201744.025177656,0.2,FILUSDT,15,0.11111111111111027,0.26495726495726235,0.26495726495726235,0.26495726495726235,4.148,4.086,4.34,1,1000000.0,0.25213675213675285,True,True,1,True,4.098000000000001,659,13909,2023-08-04 13:00:00,4.146,0.0,stop_loss,trailing_stop,346083969.57211727
SHORT,90.6513,1.0,0.777321,,83.16,3.519190116033273,TREND,33.6931,1.0364,10.3377,45.7615,5.0,5_plus,1.25,BEARISH_BOS,True,,,4.38000000000001,,,BOS,True,,,92.78,2023-08-03 23:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,2.128699999999995,,11320873.597139277,24098743.62623032,342083969.57211727,24098743.62623032,0.2,LTCUSDT,7,3.7164936346126884,3.9231925588387413,0.0,3.9231925588387413,90.6513,82.3,92.78,0,0.0,3.519190116033273,True,True,0,False,88.52260000000001,660,13919,2023-08-04 06:00:00,83.16,1000000.0,take_profit,TP,343083969.57211727
SHORT,6.8785,,0.030482,,6.761,0.5703883495145606,TREND,33.2878,0.0406,5.4482,38.6643,3.0,3_to_4,0.5,,True,,,0.04800000000000004,,,BOS,True,,,7.0845,2023-08-04 07:00:00,2.5,momentum,,NONE,False,momentum,14.0,ABOVE,0.2060000000000004,,149633191.64299655,30824437.47845735,343083969.57211727,30824437.47845735,0.2,APTUSDT,2,0.679611650485434,0.7427184466019382,0.0,0.7427184466019382,6.8785,6.7255,7.0845,0,0.0,0.5703883495145606,True,True,0,False,6.672499999999999,661,6941,2023-08-04 09:00:00,6.761,1000000.0,take_profit,TP,344083969.57211727
SHORT,6.8095,,0.036402,,6.6825,1.6339285714285685,TREND,37.6054,0.0485,14.9375,30.9051,3.0,3_to_4,0.5,,True,,,0.029499999999999638,,,BOS,True,,,6.9215,2023-08-04 19:00:00,2.5,momentum,,NONE,False,momentum,1.0,BELOW,0.1120000000000001,,76235546.56849635,17076762.431343198,346083969.57211727,17076762.431343198,0.2,APTUSDT,12,1.4955357142857089,1.9508928571428528,0.0,1.9508928571428528,6.8095,6.591,6.9215,0,1000000.0,1.6339285714285685,True,True,1,True,6.6975,663,6953,2023-08-05 07:00:00,6.6825,1000000.0,take_profit,TP,352083969.57211727
SHORT,0.0012,3.0,1.1e-05,,0.0011099999999999977,75.0,TREND,34.3763,0.0,14.0421,34.8546,3.0,3_to_4,0.5,,True,,,1.7899999999999947e-05,,,BOS,True,,,0.0012,2023-08-04 19:15:00,2.5,momentum,full,NONE,False,momentum,24.0,BELOW,1.2000000000000292e-06,15m,865209923930.2932,1038251.9087163518,346083969.57211727,1038251.9087163518,0.2,1000PEPEUSDT,1,36.83333333333234,50.0,0.0,50.0,0.0012,0.0011065,0.0012012,0,0.0,75.0,True,True,0,False,0.0011987999999999999,662,2240,2023-08-04 20:00:00,0.0011099999999999977,1000000.0,take_profit,TP,347083969.57211727
SHORT,6.642,,0.036402,,6.706,0.1332378223495682,TREND,37.6054,0.0485,14.9375,30.9051,3.0,3_to_4,0.5,,True,,,0.029499999999999638,,,BOS,True,,,6.9215,2023-08-04 20:00:00,2.5,momentum,,NONE,False,momentum,1.0,BELOW,0.1744999999999992,,76235546.56849635,17076762.431343198,346083969.57211727,13303102.876202552,0.2,APTUSDT,12,0.0,0.11461318051576248,0.4240687679083105,0.11461318051576248,6.716,6.622,6.9215,1,1000000.0,0.1332378223495682,True,True,1,True,6.6975,663,6953,2023-08-05 08:00:00,6.706,0.0,stop_loss,trailing_stop,352083969.57211727
SHORT,0.0012,,1.5e-05,,0.001163999999999999,30.0,TREND,37.4985,0.0,10.1744,48.3648,3.0,3_to_4,0.5,,True,,,7.499999999999911e-06,,,BOS,True,,,0.0012,2023-08-04 21:00:00,2.5,momentum,,NONE,False,momentum,26.0,BELOW,1.2000000000000292e-06,15m,867709923930.2932,1041251.9087163518,347083969.57211727,1041251.9087163518,0.2,1000PEPEUSDT,1,31.083333333332476,32.41666666666581,0.0,32.41666666666581,0.0012,0.0011611,0.0012012,0,0.0,30.0,True,True,0,False,0.0011987999999999999,664,2242,2023-08-04 22:00:00,0.001163999999999999,1000000.0,take_profit,TP,348083969.57211727
SHORT,237.6304,1.0,1.639286,,224.55,1.4111072753948393,TREND,32.597,2.1857,15.1961,34.3137,3.5,3_to_4,0.5,BEARISH_BOS,False,,,4.599999999999994,,,BOS,False,,,246.9,2023-08-05 04:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,9.269599999999997,,3755113.161000662,34808396.957211725,348083969.57211727,34808396.957211725,0.2,BCHUSDT,1,1.351773539311299,1.497410891516356,0.0,1.497410891516356,237.6304,223.75,246.9,0,0.0,1.4111072753948393,True,True,0,False,228.3608,665,13948,2023-08-05 05:00:00,224.55,1000000.0,take_profit,TP,349083969.57211727
SHORT,238.45,2.0,1.66875,,224.55,1.6449704142011774,TREND,32.7103,2.225,14.9278,33.3868,4.0,4_to_5,1.0,BEARISH_BOS,True,,,2.75,,,BOS,True,,,246.9,2023-08-05 05:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,8.450000000000017,,4391914.064652345,37111673.84631239,349083969.57211727,37111673.84631239,0.2,BCHUSDT,1,1.6272189349112394,1.6449704142011774,0.0,1.6449704142011774,238.45,224.55,246.9,0,0.0,1.6449704142011774,True,True,0,False,229.99999999999997,666,13949,2023-08-05 06:00:00,224.55,1000000.0,take_profit,TP,350083969.57211727
SHORT,1.347,2.0,0.006536,,1.347,0.0,TREND,38.8881,0.0087,15.5738,27.0492,3.5,3_to_4,0.5,BEARISH_BOS,False,SWEEP_LOW,,0.007000000000000117,,,BOS,False,,,1.419,2023-08-06 15:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,0.07200000000000006,15m,489005513.29460686,35208396.957211725,352083969.57211727,35208396.957211725,0.2,NEARUSDT,5,0.08333333333333333,0.1388888888888889,0.01388888888889043,0.1388888888888889,1.348,1.337,1.419,0,0.0,0.0,True,True,0,False,1.275,667,13983,2023-08-06 20:00:00,1.347,0.0,stop_loss,trailing_stop,352083969.57211727
SHORT,0.6187,,0.004318,,0.6204,-0.0349794238683112,TREND,31.8425,0.0058,8.933,34.2432,3.0,3_to_4,0.5,,True,,,0.0042999999999999705,,,BOS,True,,,0.6673,2023-08-07 07:00:00,2.5,momentum,,NONE,False,momentum,26.0,ABOVE,0.04859999999999998,15m,724452612.2883074,35208396.957211725,352083969.57211727,35208396.957211725,0.2,XRPUSDT,4,0.055555555555556316,0.16666666666666666,0.05761316872428037,0.16666666666666666,0.6215,0.6106,0.6673,0,0.0,-0.0349794238683112,True,True,0,False,0.5701,668,13999,2023-08-07 11:00:00,0.6204,-1000000.0,stop_loss,trailing_stop,351083969.57211727
SHORT,4.933,1.0,0.024589,,4.983,-0.47169811320754607,TREND,37.1823,0.0328,3.268,50.5447,4.0,4_to_5,1.0,BEARISH_BOS,True,,,0.07000000000000028,,,BOS,True,,,5.039,2023-08-07 16:00:00,2.5,zone,full,NONE,False,zone,,BELOW,0.10599999999999987,15m,213511434.97189373,22632212.10702071,351083969.57211727,22632212.10702071,0.2,DOTUSDT,13,0.09433962264150754,0.3490566037735846,0.47169811320754607,0.3490566037735846,4.983,4.896,5.039,0,0.0,-0.47169811320754607,True,True,0,False,4.827,669,14008,2023-08-08 05:00:00,4.983,-1000000.0,stop_loss,trailing_stop,350083969.57211727
SHORT,0.6386,2.0,0.00578,,0.6315,1.3255813953488422,TREND,33.4992,0.0077,14.6432,29.9351,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.012400000000000078,,,BOS,False,,,0.63,2023-08-10 05:00:00,2.5,zone,full,NONE,False,zone,,BELOW,0.008599999999999941,15m,822308102.6592169,14143699.365738433,350083969.57211727,14143699.365738433,0.2,XRPUSDT,5,1.430232558139542,1.7325581395348855,0.0,1.7325581395348855,0.6386,0.6237,0.6471999999999999,0,1000000.0,1.3255813953488422,True,True,1,True,0.63,670,14069,2023-08-10 10:00:00,0.6315,1000000.0,take_profit,TP,352083969.57211727
SHORT,0.629,2.0,0.00578,,0.6315,0.3493975903614485,TREND,33.4992,0.0077,14.6432,29.9351,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.012400000000000078,,,BOS,False,,,0.63,2023-08-10 06:00:00,2.5,zone,full,NONE,False,zone,,BELOW,0.016599999999999948,15m,505273653.441201,14143699.365738433,350083969.57211727,8387542.64712391,0.2,XRPUSDT,4,0.16265060240964122,0.3192771084337342,0.15060240963855148,0.3192771084337342,0.6315,0.6237,0.6471999999999999,1,1000000.0,0.3493975903614485,True,True,1,True,0.63,670,14069,2023-08-10 10:00:00,0.6315,0.0,stop_loss,trailing_stop,352083969.57211727
LONG,0.0758,2.0,0.000343,,0.07653,1.0428571428571258,TREND,32.7874,0.0005,39.6875,5.4687,4.0,4_to_5,1.0,BULLISH_BOS,True,,,0.0005600000000000049,,,BOS,True,,0.0751,,2023-08-12 10:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,0.0007000000000000062,,13934721750.87535,9754305.225612832,352083969.57211727,9754305.225612832,0.2,DOGEUSDT,5,1.5714285714285432,2.0285714285713974,0.0,2.0285714285713974,0.07722,0.0758,0.0751,0,0.0,1.0428571428571258,True,True,0,False,0.07650000000000001,671,14122,2023-08-12 15:00:00,0.07653,1000000.0,take_profit,TP,353083969.57211727
LONG,0.0769,2.0,0.000343,,0.0762,-1.2857142857142771,TREND,32.7874,0.0005,39.6875,5.4687,4.0,4_to_5,1.0,BULLISH_BOS,True,,,0.0005600000000000049,,,BOS,True,,0.0751,,2023-08-12 11:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,0.0006999999999999923,,2986011803.7591224,9754305.225612832,352083969.57211727,4180416.525262725,0.2,DOGEUSDT,18,0.2571428571428594,0.5571428571428654,1.2428571428571504,0.5571428571428654,0.07729,0.07603,0.0751,1,-1000000.0,-1.2857142857142771,True,True,1,True,0.07650000000000001,671,14122,2023-08-13 05:00:00,0.0762,-1000000.0,stop_loss,trailing_stop,351083969.57211727
SHORT,12.34,2.0,0.033482,,12.275,0.2063492063492051,TREND,32.4928,0.0446,16.0,38.4,4.0,4_to_5,1.0,,True,,,0.054999999999999716,,,BOS,True,,,12.655,2023-08-13 22:00:00,2.5,momentum,full,NONE,False,momentum,27.0,ABOVE,0.3149999999999995,15m,85352666.83276756,26886090.05232174,351083969.57211727,26886090.05232174,0.2,AVAXUSDT,2,0.23809523809523622,0.34920634920634797,0.0,0.34920634920634797,12.34,12.23,12.655,0,0.0,0.2063492063492051,True,True,0,False,12.025,672,14158,2023-08-14 00:00:00,12.275,1000000.0,take_profit,TP,352083969.57211727
SHORT,12.385,1.0,0.044464,,12.35,0.3043478260869572,TREND,31.9935,0.0593,21.6867,34.9398,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.025000000000000355,,,BOS,False,,,12.5,2023-08-14 06:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,0.11500000000000021,15m,85284772.60527669,9807748.849606838,352083969.57211727,9807748.849606838,0.2,AVAXUSDT,1,0.26086956521738525,0.478260869565214,0.0,0.478260869565214,12.385,12.33,12.5,0,0.0,0.3043478260869572,True,True,0,False,12.27,673,14166,2023-08-14 07:00:00,12.35,1000000.0,take_profit,TP,353083969.57211727
SHORT,0.2926,1.0,0.000862,,0.2907,0.4634146341463454,TREND,35.8619,0.0012,19.2547,35.4037,3.0,3_to_4,0.5,,True,,,0.0010000000000000009,,,BOS,True,,,0.2967,2023-08-14 18:00:00,2.5,momentum,full,NONE,False,momentum,4.0,ABOVE,0.0040999999999999925,,3620136393.425672,14842559.213045228,353083969.57211727,14842559.213045228,0.2,ADAUSDT,3,0.7317073170731727,0.9756097560975636,0.0,0.9756097560975636,0.2926,0.2886,0.2967,0,0.0,0.4634146341463454,True,True,0,False,0.28850000000000003,674,14178,2023-08-14 21:00:00,0.2907,1000000.0,take_profit,TP,354083969.57211727
SHORT,66.19,2.0,0.2475,,62.589999999999975,8.0,TREND,34.758,0.33,8.2251,27.2727,3.5,3_to_4,0.5,BEARISH_BOS,False,SWEEP_LOW,,0.37000000000000455,,,BOS,False,,,66.64,2023-08-15 18:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,0.45000000000000284,,16048525.588704513,7221836.514917077,354083969.57211727,7221836.514917077,0.2,AAVEUSDT,1,6.666666666666624,10.3777777777777,0.0,10.3777777777777,66.19,61.52,66.64,0,0.0,8.0,True,True,0,False,65.74,675,14202,2023-08-15 19:00:00,62.589999999999975,1000000.0,take_profit,TP,355083969.57211727
SHORT,66.3971,3.0,0.414107,,63.64,4.993841695344945,TREND,35.4361,0.5521,4.9159,54.3338,5.0,5_plus,1.25,BEARISH_BOS,True,,,0.23999999999999488,,,BOS,True,,,66.64,2023-08-15 19:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,0.55210000000001,,16043651.134106034,8857699.791140102,355083969.57211727,8857699.791140102,0.2,AAVEUSDT,6,5.573446839340588,6.116826661836497,0.0,6.116826661836497,66.3971,63.02,66.9492,0,0.0,4.993841695344945,True,True,0,False,65.84499999999998,676,14203,2023-08-16 01:00:00,63.64,1000000.0,take_profit,TP,356083969.57211727
SHORT,6.3775,2.0,0.123241,,5.561,4.969567863664035,TREND,34.3812,0.1643,4.6946,67.3115,3.0,3_to_4,0.5,,True,,,0.08349999999999991,,,BOS,True,,,6.45,2023-08-17 21:00:00,2.5,momentum,full,NONE,False,momentum,14.0,ABOVE,0.1642999999999999,,167503239.31263843,27520782.219066475,356083969.57211727,27520782.219066475,0.2,APTUSDT,8,5.456482045039569,5.605599513085824,0.0,5.605599513085824,6.3775,5.4565,6.5418,0,0.0,4.969567863664035,True,True,0,False,6.2132000000000005,677,7267,2023-08-18 05:00:00,5.561,1000000.0,take_profit,TP,357083969.57211727
SHORT,55.2159,1.0,0.408214,,55.33,-0.09171288481633329,TREND,35.3498,0.5443,12.336,39.895,3.5,3_to_4,0.5,BEARISH_BOS,False,,,1.0399999999999991,,,BOS,False,,,56.46,2023-08-21 15:00:00,2.5,zone,full,NONE,False,zone,,BELOW,1.244100000000003,,19401149.102275826,24136969.598141417,357083969.57211727,24136969.598141417,0.2,AAVEUSDT,16,0.18157704364600533,0.2619564343702246,0.7749377059721884,0.2619564343702246,56.18,54.89,56.46,0,0.0,-0.09171288481633329,True,True,0,False,53.971799999999995,678,14343,2023-08-22 07:00:00,55.33,-1000000.0,stop_loss,trailing_stop,356083969.57211727
SHORT,0.2609,1.0,0.001859,,0.2629,-0.31250000000000216,TREND,37.0766,0.0025,10.6628,44.9568,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.005300000000000027,,,BOS,False,,,0.2673,2023-08-21 15:00:00,2.5,zone,full,NONE,False,zone,,BELOW,0.006399999999999961,,4105986618.3072124,26278314.357166,357083969.57211727,26278314.357166,0.2,ADAUSDT,3,0.0,0.0,0.4531249999999962,0.0,0.2638,0.2609,0.2673,0,0.0,-0.31250000000000216,True,True,0,False,0.25450000000000006,679,14343,2023-08-21 18:00:00,0.2629,-1000000.0,stop_loss,trailing_stop,357083969.57211727
SHORT,0.062,1.0,0.000524,,0.06206,-0.04285714285714116,TREND,39.002,0.0007,6.4351,48.0082,3.0,3_to_4,0.5,,True,,,0.0012899999999999925,,,BOS,True,,,0.0634,2023-08-21 16:00:00,2.5,momentum,full,NONE,False,momentum,20.0,BELOW,0.0013999999999999985,,17278256592.199223,24189559.229078885,357083969.57211727,24189559.229078885,0.2,DOGEUSDT,2,0.10000000000000099,0.3785714285714309,0.3785714285714309,0.3785714285714309,0.06253,0.06147,0.0634,0,0.0,-0.04285714285714116,True,True,0,False,0.0606,681,14344,2023-08-21 18:00:00,0.06206,-1000000.0,stop_loss,trailing_stop,356083969.57211727
SHORT,4.9243,1.0,0.037339,,4.823,1.129319955406897,TREND,31.2172,0.0498,13.056,37.5897,4.0,4_to_5,1.0,BEARISH_BOS,True,,,0.12400000000000055,,,BOS,True,,,5.014,2023-08-21 16:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,0.08970000000000056,,217543997.87103787,19513696.609032217,357083969.57211727,19513696.609032217,0.2,UNIUSDT,5,1.7870680044592915,2.0434782608695525,0.0,2.0434782608695525,4.9243,4.741,5.014,0,0.0,1.129319955406897,True,True,0,False,4.834599999999999,682,14344,2023-08-21 21:00:00,4.823,1000000.0,take_profit,TP,357083969.57211727
