direction,entry,entry_level,zone_size_at_entry,tp,sl,rr,regime,adx,atr,plus_di,minus_di,confidence,confidence_bucket,position_size_multiplier,bos,fvg,liquidity_sweep,bos_strength,range,volume,fvg_size,signal_type,has_fvg,nearest_level,last_swing_low,last_swing_high,timestamp,confidence_threshold_used,entry_type,zone_entry_type,htf_filter_variant,htf_filter_applied,entry_mode,candles_since_bos,ema_position,initial_risk,mtf_tf,position_size,risk_amount,requested_size,actual_size,trade_risk,capital_before_entry,risk_percent,allocated_capital,log_message,sizing_warning,capital_after_entry,symbol,bars_alive,max_r,mfe_r,mae_r,max_r_reached,max_price_since_entry,min_price_since_entry,original_sl,scale_level,realized_pnl,realized_r,mfe_valid,mae_valid,partial_tp_hits,tp1_taken,tp1_price,signal_id,entry_bar_index,exit_time,exit_price,pnl,exit_reason,exit_type,capital_after_exit
SHORT,15.683,,0.335464,,11.333,0.5568446585880059,TREND,34.7682,0.4473,15.107,38.5819,3.5,3_to_4,0.5,BEARISH_BOS,False,SWEEP_LOW,,0.5800000000000001,,,BOS,False,,,17.53,2022-01-21 00:30:00,2.5,momentum,momentum,NONE,False,momentum,,BELOW,1.8470000000000013,15m,0.19721742055465127,0.7285211515288823,6.185921613117192,6.185921613117192,0.7285211515288823,72.85211515288823,0.01,3.092960806558596,"ENTRY NEARUSDT: requested_size=6.1859, actual_size=6.1859, available=72.8521, units=0.394435, trade_risk=0.7285",False,66.66619353977104,NEARUSDT,40,2.706009745533295,3.035733622089873,0.0,3.035733622089873,15.683,10.076,17.53,0,0.35611039601637784,0.5568446585880059,True,True,1,True,13.835999999999999,9,480,2022-01-22 16:00:00,11.333,1.2065472824202366,take_profit,TP,103.46162413171058
SHORT,128.715,,2.101339,,124.095,0.012125493265158474,TREND,32.9488,2.8018,19.4264,44.2065,4.0,4_to_5,1.0,BEARISH_BOS,True,,,3.2700000000000102,,,BOS,True,,,144.03,2022-01-21 00:30:00,2.5,momentum,momentum,NONE,False,momentum,,BELOW,15.314999999999998,15m,0.04352999904653677,0.6666619353977105,5.60296382727498,5.60296382727498,0.6666619353977105,66.66619353977104,0.01,5.60296382727498,"ENTRY SOLUSDT: requested_size=5.6030, actual_size=5.6030, available=66.6662, units=0.043530, trade_risk=0.6667",False,61.06322971249607,SOLUSDT,16,0.7009467841984983,0.8596147567744047,0.0,0.8596147567744047,128.715,115.55,144.03,0,0.0,0.012125493265158474,True,True,0,False,113.4,10,480,2022-01-21 16:00:00,124.095,0.18570192935590202,take_profit,TP,84.81080724005896
SHORT,2465.05,1.0,38.196429,,2794.0,0.00038443815440576825,TREND,36.0235,50.9286,19.3128,40.1262,3.5,3_to_4,0.5,BEARISH_BOS,False,SWEEP_LOW,,88.20000000000027,,,BOS,False,,,3272.0,2022-01-22 13:00:00,2.5,zone,full,NONE,False,zone,,BELOW,328.9499999999998,15m,0.0009695389481885887,0.9640303788080192,7.224146786079068,2.3899619842322806,0.3189298370066361,96.40303788080192,0.01,2.3899619842322806,"SCALE-IN ETHUSDT L1: requested_size=7.2241, actual_size=7.2241, available=96.4030, units=0.002931, trade_risk=0.9640",False,94.01307589656963,ETHUSDT,164,0.8616811065511489,0.9425444596443239,0.7750417996656026,0.9425444596443239,2720.0,2155.0,3272.0,1,0.3080439151043757,0.00038443815440576825,True,True,1,True,2794.0,8,480,2022-01-29 09:00:00,2546.25,0.22251521027735743,timeout,timeout,105.23570119354201
SHORT,17.81,1.0,0.346607,,18.4,-0.20233590619451444,TREND,31.2955,0.4621,15.3014,36.1669,4.0,4_to_5,1.0,BEARISH_BOS,True,,,0.5899999999999999,,,BOS,True,,,19.62,2022-01-24 10:00:00,2.5,zone,full,NONE,False,zone,,BELOW,1.8100000000000023,15m,0.5716111830481241,1.0346162413171058,10.18039517008709,10.18039517008709,1.0346162413171058,103.46162413171058,0.01,10.18039517008709,"ENTRY FILUSDT: requested_size=10.1804, actual_size=10.1804, available=103.4616, units=0.571611, trade_risk=1.0346",False,93.28122896162348,FILUSDT,13,0.46961325966850653,0.5580110497237551,0.49723756906077404,0.5580110497237551,18.71,16.8,19.62,0,0.0,-0.20233590619451444,True,True,0,False,15.999999999999996,11,562,2022-01-24 23:00:00,18.4,-0.3662279902120716,stop_loss,trailing_stop,102.62322399903238
SHORT,86.86,,2.3625,,94.27,-0.031187063571079313,TREND,32.8239,3.15,14.6485,34.4218,5.0,5_plus,1.25,BEARISH_BOS,True,,,3.4299999999999926,,,BOS,True,,,102.0,2022-01-24 11:00:00,2.5,momentum,momentum,NONE,False,momentum,,BELOW,15.14,15m,0.06161243656646201,0.9328122896162349,5.35165624016289,5.35165624016289,0.9328122896162349,93.28122896162348,0.01,5.35165624016289,"ENTRY SOLUSDT: requested_size=5.3517, actual_size=5.3517, available=93.2812, units=0.061612, trade_risk=0.9328",False,87.92957272146059,SOLUSDT,10,0.3309114927344785,0.40356671070013206,0.6324306472919421,0.40356671070013206,96.435,80.75,102.0,0,0.0,-0.031187063571079313,True,True,0,False,71.72,12,562,2022-01-24 20:00:00,94.27,-0.4721721424661408,stop_loss,trailing_stop,92.80905681915735
SHORT,19.76,,0.213214,,19.38,0.1697978038757815,TREND,33.8633,0.2843,9.2965,40.201,4.0,4_to_5,1.0,BEARISH_BOS,True,,,0.3099999999999987,,,BOS,True,,,20.78,2022-01-30 20:00:00,2.5,momentum,momentum,NONE,False,momentum,,ABOVE,1.0199999999999996,15m,0.5325693380239981,0.5432207247844778,10.523570119354202,10.523570119354202,0.5432207247844778,105.23570119354201,0.01,10.523570119354202,"ENTRY FILUSDT: requested_size=10.5236, actual_size=10.5236, available=105.2357, units=0.532569, trade_risk=0.5432",False,94.71213107418781,FILUSDT,13,0.6274509803921576,0.8235294117647061,0.2941176470588209,0.8235294117647061,20.06,18.92,20.78,0,0.0,0.1697978038757815,True,True,0,False,18.740000000000002,13,716,2022-01-31 09:00:00,19.38,0.17319375995329706,take_profit,TP,105.67135735095488
SHORT,10.447,1.0,0.136554,,10.259,0.2062366525860358,TREND,30.3594,0.1821,7.1793,39.0349,3.5,3_to_4,0.5,BEARISH_BOS,False,SWEEP_LOW,,0.13899999999999935,,,BOS,False,,,11.146,2022-01-30 21:00:00,2.5,zone,full,NONE,False,zone,,BELOW,0.6990000000000016,15m,0.9065964494514006,0.6337109181665305,9.471213107418782,9.471213107418782,0.6337109181665305,94.71213107418781,0.01,9.471213107418782,"ENTRY NEARUSDT: requested_size=9.4712, actual_size=9.4712, available=94.7121, units=0.906596, trade_risk=0.6337",False,85.24091796676903,NEARUSDT,10,0.48068669527896674,0.6065808297567933,0.13018597997138895,0.6065808297567933,10.538,10.023,11.146,0,0.0,0.2062366525860358,True,True,0,False,9.747999999999998,14,717,2022-01-31 07:00:00,10.259,0.14415942015763936,take_profit,TP,86.33219869766855
SHORT,147.1,,1.955357,,144.65,0.016662391169287485,TREND,32.9392,2.6071,10.8219,35.6164,3.5,3_to_4,0.5,BEARISH_BOS,False,,,1.8499999999999943,,,BOS,False,,,154.2,2022-01-31 00:00:00,2.5,momentum,momentum,NONE,False,momentum,,BELOW,7.099999999999994,,0.05794759888971383,0.41142795211696787,8.524091796676904,8.524091796676904,0.41142795211696787,85.24091796676903,0.01,8.524091796676904,"ENTRY AAVEUSDT: requested_size=8.5241, actual_size=8.5241, available=85.2409, units=0.057948, trade_risk=0.4114",False,76.71682617009213,AAVEUSDT,8,0.6619718309859144,0.788732394366197,0.0,0.788732394366197,147.1,141.5,154.2,0,0.0,0.016662391169287485,True,True,0,False,140.0,15,720,2022-01-31 08:00:00,144.65,0.11830297730194105,take_profit,TP,94.97459347164738
SHORT,155.95,,2.051786,,153.25,0.02062008015841967,TREND,37.7016,2.7357,14.8825,39.1645,3.0,3_to_4,0.5,,True,,,1.9499999999999886,,,BOS,True,,,163.4,2022-02-02 22:00:00,2.5,momentum,,NONE,False,momentum,3.0,BELOW,7.450000000000017,,0.06775976745813074,0.5048102675630751,10.567135735095489,10.567135735095489,0.5048102675630751,105.67135735095488,0.01,10.567135735095489,"ENTRY AAVEUSDT: requested_size=10.5671, actual_size=10.5671, available=105.6714, units=0.067760, trade_risk=0.5048",False,95.10422161585939,AAVEUSDT,2,0.6375838926174482,0.7449664429530162,0.0,0.7449664429530162,155.95,150.4,163.4,0,0.0,0.02062008015841967,True,True,0,False,148.49999999999997,16,790,2022-02-03 00:00:00,153.25,0.15361959718022689,take_profit,TP,87.75517484112181
SHORT,37191.5,,267.133929,,36755.5,5.608091321780836e-05,TREND,37.5822,356.1786,10.6488,46.0543,3.0,3_to_4,0.5,,True,,,234.5,,,BOS,True,,,38707.5,2022-02-02 22:30:00,2.5,momentum,,NONE,False,momentum,3.0,BELOW,1516.0,15m,0.00025571493920884984,0.38766384784061636,9.51042216158594,9.51042216158594,0.38766384784061636,95.10422161585939,0.01,9.51042216158594,"ENTRY BTCUSDT: requested_size=9.5104, actual_size=9.5104, available=95.1042, units=0.000256, trade_risk=0.3877",False,85.59379945427345,BTCUSDT,17,0.5438654353562006,0.6536939313984169,0.0,0.6536939313984169,37191.5,36200.5,38707.5,0,0.0,5.608091321780836e-05,True,True,0,False,35675.5,17,790,2022-02-03 15:00:00,36755.5,0.08501866443819747,take_profit,TP,97.2739546144005
SHORT,15.995,,0.214607,,15.69,0.10129011324574191,TREND,33.5425,0.2861,11.5577,48.003,3.0,3_to_4,0.5,,True,,,0.17600000000000193,,,BOS,True,,,17.372,2022-02-02 22:45:00,2.5,momentum,,NONE,False,momentum,3.0,BELOW,1.3770000000000007,15m,0.5351284742374083,0.7368719090249115,8.559379945427345,8.559379945427345,0.7368719090249115,85.59379945427345,0.01,8.559379945427345,"ENTRY LINKUSDT: requested_size=8.5594, actual_size=8.5594, available=85.5938, units=0.535128, trade_risk=0.7369",False,77.0344195088461,LINKUSDT,15,0.4306463326071167,0.5432098765432092,0.0,0.5432098765432092,15.995,15.247,17.372,0,0.0,0.10129011324574191,True,True,0,False,14.617999999999999,18,790,2022-02-03 13:00:00,15.69,0.1394764859393867,take_profit,TP,87.67851378837636
SHORT,68.405,3.0,1.048125,,67.63,0.01915471790034913,TREND,39.1778,1.3975,12.8546,24.4314,3.5,3_to_4,0.5,,False,SWEEP_LOW,,0.6650000000000063,,,BOS,False,,,72.32,2022-02-03 06:00:00,2.5,momentum,full,NONE,False,momentum,3.0,BELOW,3.914999999999992,15m,0.1282876614883734,0.5022461947269808,8.775517484112182,8.775517484112182,0.5022461947269808,87.75517484112181,0.01,8.775517484112182,"ENTRY AVAXUSDT: requested_size=8.7755, actual_size=8.7755, available=87.7552, units=0.128288, trade_risk=0.5022",False,78.97965735700963,AVAXUSDT,9,0.7241379310344863,0.8735632183908069,0.08301404853129081,0.8735632183908069,68.73,64.985,72.32,0,0.0,0.01915471790034913,True,True,0,False,64.49000000000001,19,798,2022-02-03 15:00:00,67.63,0.0749907205798667,take_profit,TP,106.12446281909254
SHORT,2663.0,1.0,24.361607,,2620.4,0.0043189988275300125,TREND,31.4818,32.4821,15.9868,23.7493,3.5,3_to_4,0.5,BEARISH_BOS,False,,,45.40000000000009,,,BOS,False,,,2682.25,2022-02-03 16:00:00,2.5,zone,full,NONE,False,zone,,BELOW,32.48210000000017,15m,0.0039851469327485,0.12944594118423075,10.612446281909255,10.612446281909255,0.12944594118423075,106.12446281909254,0.01,10.612446281909255,"ENTRY ETHUSDT: requested_size=10.6124, actual_size=10.6124, available=106.1245, units=0.003985, trade_risk=0.1294",False,95.51201653718329,ETHUSDT,1,1.1098420360752534,1.908743584928304,0.0,1.908743584928304,2663.0,2601.0,2695.4821,0,0.0,0.0043189988275300125,True,True,0,False,2630.5179,20,808,2022-02-03 17:00:00,2620.4,0.14029015181571336,take_profit,TP,106.26475297090826
LONG,424.15,1.0,3.289286,,433.35,0.01297706052138137,TREND,30.9465,4.3857,34.8534,9.3648,4.0,4_to_5,1.0,BULLISH_BOS,True,,,7.5,,,BOS,True,,410.35,,2022-02-07 04:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,13.799999999999955,15m,0.012526789222080429,0.3457393825294187,10.626475297090828,10.626475297090828,0.3457393825294187,106.26475297090826,0.01,5.313237648545414,"ENTRY BNBUSDT: requested_size=10.6265, actual_size=10.6265, available=106.2648, units=0.025054, trade_risk=0.3457",False,95.63827767381744,BNBUSDT,28,1.2355072463768164,1.5181159420289938,0.20289855072463506,1.5181159420289938,445.1,421.35,410.35,0,0.1577506774288891,0.01297706052138137,True,True,1,True,437.94999999999993,21,892,2022-02-08 08:00:00,433.35,0.2579587739095069,take_profit,TP,97.85886224353646
LONG,22.03,1.0,0.241607,,22.34,0.08473420069800228,TREND,38.6961,0.3221,34.0355,6.9845,4.0,4_to_5,1.0,BULLISH_BOS,True,,,0.620000000000001,,,BOS,True,,20.76,,2022-02-07 04:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,1.2699999999999996,15m,0.43412745199190844,0.5513418640297235,9.563827767381744,9.563827767381744,0.5513418640297235,95.63827767381744,0.01,9.563827767381744,"ENTRY DOTUSDT: requested_size=9.5638, actual_size=9.5638, available=95.6383, units=0.434127, trade_risk=0.5513",False,86.0744499064357,DOTUSDT,14,0.4685039370078733,0.5118110236220463,0.299212598425199,0.5118110236220463,22.68,21.65,20.76,0,0.0,0.08473420069800228,True,True,0,False,23.3,22,892,2022-02-07 18:00:00,22.34,0.10761243488646285,take_profit,TP,97.14616007834654
LONG,127.85,3.0,1.152857,,137.71,0.05979385264099017,TREND,34.8299,1.5371,32.4814,2.6952,4.0,4_to_5,1.0,,True,SWEEP_HIGH,,1.3700000000000045,,,BOS,True,,120.56,,2022-02-07 07:45:00,2.5,momentum,full,NONE,False,momentum,19.0,ABOVE,7.289999999999992,15m,0.0336622799790519,0.49079604209457617,8.60744499064357,8.60744499064357,0.49079604209457617,86.0744499064357,0.01,4.303722495321785,"ENTRY LTCUSDT: requested_size=8.6074, actual_size=8.6074, available=86.0744, units=0.067325, trade_risk=0.4908",False,77.46700491579213,LTCUSDT,19,1.4156378600823052,1.6488340192043929,0.18930041152263333,1.6488340192043929,139.87,126.47,120.56,0,0.23300413899012953,0.05979385264099017,True,True,1,True,135.14,23,895,2022-02-08 02:00:00,137.71,0.5523992552478827,take_profit,TP,92.28766582108155
LONG,435.4,1.0,3.289286,,433.35,-0.0024727521840882992,TREND,30.9465,4.3857,34.8534,9.3648,4.0,4_to_5,1.0,BULLISH_BOS,True,,,7.5,,,BOS,True,,410.35,,2022-02-07 18:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,8.899999999999977,15m,0.02231193387192158,0.19857621146010154,9.714616007834655,9.714616007834655,0.19857621146010154,97.14616007834654,0.01,9.714616007834655,"SCALE-IN BNBUSDT L1: requested_size=9.7146, actual_size=9.7146, available=97.1462, units=0.022312, trade_risk=0.1986",False,87.43154407051189,BNBUSDT,14,0.6516853932584299,1.0898876404494462,1.0168539325842672,1.0898876404494462,445.1,426.35,410.35,1,0.1577506774288891,-0.0024727521840882992,True,True,1,True,437.94999999999993,21,892,2022-02-08 08:00:00,433.35,0.08487430512394119,take_profit,TP,107.65835255649506
SHORT,11.812,,0.235875,,11.969,-0.16660860613361078,TREND,36.3601,0.3145,10.7881,43.2432,4.0,4_to_5,1.0,,True,,,0.21700000000000053,,,BOS,True,,,12.853,2022-02-11 00:00:00,2.5,momentum,,NONE,False,momentum,6.0,BELOW,1.0410000000000004,15m,0.9114320399296907,0.9488007535668084,10.765835255649506,10.765835255649506,0.9488007535668084,107.65835255649506,0.01,10.765835255649506,"ENTRY NEARUSDT: requested_size=10.7658, actual_size=10.7658, available=107.6584, units=0.911432, trade_risk=0.9488",False,96.89251730084555,NEARUSDT,8,0.14985590778097863,0.280499519692603,0.1700288184438053,0.280499519692603,11.989,11.52,12.853,0,0.0,-0.16660860613361078,True,True,0,False,10.770999999999999,24,984,2022-02-11 08:00:00,11.969,-0.1734395589850889,stop_loss,trailing_stop,107.48491299750997
SHORT,19.805,3.0,0.226071,,18.765,0.41562772826367556,TREND,36.7259,0.3014,8.6493,31.6351,3.0,3_to_4,0.5,,True,,,0.3150000000000013,,,BOS,True,,,20.68,2022-02-11 19:30:00,2.5,momentum,full,NONE,False,momentum,15.0,BELOW,0.9295000000000009,15m,0.2713580232201716,0.5044545651662995,10.748491299750997,10.748491299750997,0.5044545651662995,107.48491299750997,0.01,5.3742456498754985,"ENTRY DOTUSDT: requested_size=10.7485, actual_size=10.7485, available=107.4849, units=0.542716, trade_risk=0.5045",False,96.73642169775897,DOTUSDT,12,1.2318450779989225,1.6783216783216754,0.0,1.6783216783216754,19.805,18.245,20.7345,0,0.2375326138500274,0.41562772826367556,True,True,1,True,18.8755,25,1003,2022-02-12 07:00:00,18.765,0.5050922803461004,take_profit,TP,91.29030066311795
SHORT,11.037,2.0,0.171643,,10.731,0.16499082963431674,TREND,39.5811,0.2289,12.0474,35.1436,4.0,4_to_5,1.0,BEARISH_BOS,True,,,0.21399999999999864,,,BOS,True,,,12.308,2022-02-11 21:15:00,2.5,zone,full,NONE,False,zone,,BELOW,1.270999999999999,15m,0.7611048127282379,0.9673642169775897,8.400313818081562,8.400313818081562,0.9673642169775897,96.73642169775897,0.01,8.400313818081562,"ENTRY NEARUSDT: requested_size=8.4003, actual_size=8.4003, available=96.7364, units=0.761105, trade_risk=0.9674",False,88.33610787967741,NEARUSDT,11,0.3328088119590876,0.5011801730920542,0.0,0.5011801730920542,11.037,10.4,12.308,0,0.0,0.16499082963431674,True,True,0,False,9.766000000000002,26,1005,2022-02-12 08:00:00,10.731,0.20970334446521643,take_profit,TP,99.90031782566471
