direction,entry,tp,sl,rr,regime,adx,atr,plus_di,minus_di,confidence,signal_type,has_fvg,timestamp,ema_position,position_size,risk_amount,symbol,bars_alive,max_r,initial_risk,exit_time,exit_price,pnl,exit_reason
SHORT,8.027,7.8363,8.1082,2.35,TREND,32.5504,0.0854,4.097,64.4649,4,BOS,True,2023-08-15 19:00:00,BELOW,5.720712384556005,0.46452184562595233,ATOMUSDT,3,0.049261083743836434,0.08120000000000083,2023-08-15 22:00:00,8.1082,-0.4645218456259523,stop_loss
SHORT,7.237,7.1432,7.237,2.2,TREND,25.8923,0.0449,9.2357,39.4904,3,BOS,True,2023-08-24 14:00:00,BELOW,8.05178862418885,0.3430061953904466,ATOMUSDT,3,0.9154929577464677,0.04260000000000019,2023-08-24 17:00:00,7.237,-0.0,stop_loss
LONG,7.456,7.5739,7.4024,2.2,TREND,27.7421,0.0564,46.962,21.3924,4,BOS,True,2023-08-29 14:00:00,ABOVE,6.7193377828352014,0.3601565051599689,ATOMUSDT,1,0.0,0.053600000000000314,2023-08-29 15:00:00,7.4024,-0.3601565051599689,stop_loss
SHORT,6.666,6.5337,6.715,2.7,TREND,37.3442,0.0516,8.8643,43.0748,4,BOS,True,2023-09-01 17:00:00,BELOW,7.321515751485365,0.35875427182277914,ATOMUSDT,1,0.0,0.04899999999999949,2023-09-01 18:00:00,6.715,-0.35875427182277914,stop_loss
LONG,6.928,7.0639,6.8702,2.35,TREND,34.4966,0.0609,27.23,10.2113,4,BOS,True,2023-09-07 01:00:00,ABOVE,7.213098286003569,0.41691708093100843,ATOMUSDT,8,0.6574394463667831,0.057800000000000296,2023-09-07 09:00:00,6.8702,-0.41691708093100843,stop_loss
SHORT,6.784,6.7221,6.784,2.35,TREND,32.3441,0.0277,12.6289,38.6598,4,BOS,True,2023-09-10 01:00:00,BELOW,17.358389746073204,0.4565256503217251,ATOMUSDT,3,5.5893536121673115,0.02629999999999999,2023-09-10 04:00:00,6.7221,1.0744843252819247,take_profit
LONG,7.07,7.1977,7.07,2.35,TREND,31.8758,0.0572,41.3233,7.8652,4,BOS,True,2023-09-16 02:00:00,ABOVE,8.490704843520664,0.461894343487526,ATOMUSDT,12,1.5073529411764617,0.054400000000000226,2023-09-16 14:00:00,7.07,-0.0,stop_loss
LONG,7.091,7.1824,7.0521,2.35,TREND,33.0945,0.0409,38.7435,4.014,4,BOS,True,2023-09-28 10:00:00,ABOVE,11.873890578085522,0.461894343487526,ATOMUSDT,1,0.0,0.038899999999999935,2023-09-28 11:00:00,7.0521,-0.461894343487526,stop_loss
LONG,2.161,2.211,2.1397,2.35,TREND,32.7538,0.0224,25.717,17.9414,4,BOS,True,2023-10-22 06:00:00,ABOVE,21.576829790772685,0.45958647454346024,TONUSDT,1,0.0,0.021300000000000097,2023-10-22 07:00:00,2.1397,-0.45958647454346024,stop_loss
SHORT,2.0841,2.0482,2.0841,2.35,TREND,31.3309,0.0161,14.9578,33.2446,3,BOS,True,2023-10-27 11:00:00,BELOW,28.464994518257093,0.43551441612934244,TONUSDT,3,1.3594771241829742,0.015300000000000313,2023-10-27 14:00:00,2.0841,-0.0,stop_loss
SHORT,2.0633,2.0171,2.0633,2.6,TREND,36.0496,0.0187,5.9565,40.5116,5,BOS,False,2023-10-27 14:00:00,BELOW,17.491926429027153,0.3113562904366879,TONUSDT,2,1.4775280898876184,0.01780000000000026,2023-10-27 16:00:00,2.0633,-0.0,stop_loss
SHORT,513.65,503.5284,518.2507,2.2,TREND,27.187,4.8429,24.5575,36.7994,4,BOS,True,2024-08-15 19:00:00,BELOW,0.07745125238183158,0.3563299768330983,BNBUSDT,2,0.0,4.600700000000074,2024-08-15 21:00:00,518.2507,-0.3563299768330983,stop_loss
LONG,546.95,555.3092,546.95,2.25,TREND,33.5335,3.9107,28.9498,6.9406,4,BOS,False,2024-08-19 16:00:00,ABOVE,0.1071323764574048,0.39801820501456053,BNBUSDT,1,1.937984496123963,3.7152000000000953,2024-08-19 17:00:00,555.3092,0.8955409612827367,take_profit
LONG,554.15,565.2986,550.0209,2.7,TREND,37.3686,4.3464,37.4692,6.2449,4,BOS,True,2024-08-19 17:00:00,ABOVE,0.08680568183864645,0.35842934087995454,BNBUSDT,1,0.0,4.129099999999994,2024-08-19 18:00:00,550.0209,-0.35842934087995454,stop_loss
LONG,588.7,596.53,585.1409,2.2,TREND,27.2397,3.7464,27.2641,10.3908,3,BOS,True,2024-08-24 19:00:00,ABOVE,0.09553882190231794,0.34003222103254527,BNBUSDT,2,0.16858194487367575,3.5591000000000577,2024-08-24 21:00:00,585.1409,-0.34003222103254527,stop_loss
SHORT,563.5,554.4982,563.5,2.35,TREND,33.6379,4.0321,7.9717,29.8494,4,BOS,True,2024-08-26 06:00:00,BELOW,0.11917359003994142,0.4564944366479991,BNBUSDT,11,2.2059783318104635,3.830500000000029,2024-08-26 17:00:00,554.4982,1.072776822821545,take_profit
SHORT,526.55,520.7216,526.55,2.35,TREND,31.4253,2.6107,7.1135,35.5677,3,BOS,True,2024-09-01 01:00:00,BELOW,0.1773492146280509,0.43986152212050633,BNBUSDT,4,3.850495927747617,2.4802000000000817,2024-09-01 05:00:00,520.7216,1.0336621625381297,take_profit
LONG,522.4,535.1242,522.4,2.7,TREND,37.6312,4.9607,29.4456,15.6947,4,BOS,True,2024-09-11 16:00:00,ABOVE,0.07721925014968264,0.36391116018040376,BNBUSDT,1,2.238631782205579,4.712699999999927,2024-09-11 17:00:00,535.1242,0.9825531827545916,take_profit
LONG,532.95,547.7446,532.95,2.7,TREND,39.5872,5.7679,39.7523,13.4985,4,BOS,True,2024-09-11 17:00:00,ABOVE,0.06711134825114307,0.36773663274214047,BNBUSDT,7,0.9398667761656992,5.47950000000003,2024-09-12 00:00:00,532.95,-0.0,stop_loss
LONG,552.9,555.7,551.2929,1.74,RANGE,16.1772,4.0179,18.6667,25.6,4,SWEEP,False,2024-09-15 23:00:00,,0.17278749156303033,0.2776867776909367,BNBUSDT,1,0.0,1.6070999999999458,2024-09-16 00:00:00,551.2929,-0.2776867776909367,stop_loss
LONG,552.0,563.4336,552.0,2.35,TREND,34.21,5.1214,23.6402,16.7364,4,BOS,True,2024-09-18 22:00:00,ABOVE,0.08791974655366257,0.4277647348821918,BNBUSDT,1,1.510667159945737,4.865400000000022,2024-09-18 23:00:00,552.0,-0.0,stop_loss
LONG,559.35,571.1902,554.3116,2.35,TREND,34.9849,5.3036,31.9192,9.899,4,BOS,True,2024-09-18 23:00:00,ABOVE,0.0849009080029751,0.4277647348821918,BNBUSDT,9,0.337408701174961,5.038400000000024,2024-09-19 08:00:00,554.3116,-0.4277647348821918,stop_loss
LONG,574.0,583.5916,569.6402,2.2,TREND,26.108,4.5893,28.716,21.0895,4,BOS,True,2024-09-20 04:00:00,ABOVE,0.08371714936994643,0.36499002782308826,BNBUSDT,4,0.33258406348916514,4.35979999999995,2024-09-20 08:00:00,569.6402,-0.36499002782308826,stop_loss
LONG,573.9,580.5797,573.9,2.25,TREND,34.9787,3.125,28.2286,10.4,3,BOS,False,2024-09-21 05:00:00,ABOVE,0.11889638507427519,0.3529795880085067,BNBUSDT,1,1.0947184047426617,2.9687999999999874,2024-09-21 06:00:00,573.9,-0.0,stop_loss
LONG,577.15,585.4679,577.15,2.7,TREND,39.1174,3.2429,38.6564,10.022,3,BOS,True,2024-09-21 06:00:00,ABOVE,0.112395289150043,0.3462561672845351,BNBUSDT,1,1.7690784561950474,3.080699999999979,2024-09-21 07:00:00,577.15,-0.0,stop_loss
LONG,594.85,607.2258,591.45,2.2,TREND,26.6184,5.9214,27.4427,17.1894,4,BOS,True,2024-09-23 01:00:00,ABOVE,0.06462988865658638,0.3635689756487619,BNBUSDT,6,0.311088989227432,5.625400000000013,2024-09-23 07:00:00,591.45,-0.21974162143239223,stop_loss
SHORT,581.6,573.3669,581.6,2.2,TREND,27.8315,3.9393,7.2529,37.4433,4,BOS,True,2024-09-30 01:00:00,BELOW,0.09692259669718542,0.362713433619877,BNBUSDT,1,1.7368997675226465,3.7423,2024-09-30 02:00:00,581.6,-0.0,stop_loss
SHORT,575.1,565.5242,579.1748,2.35,TREND,32.251,4.2893,6.6611,44.1299,4,BOS,True,2024-09-30 02:00:00,BELOW,0.11423437710125102,0.4654822398121756,BNBUSDT,3,0.0,4.074799999999982,2024-09-30 05:00:00,579.1748,-0.4654822398121756,stop_loss
LONG,575.25,582.7847,572.0438,2.35,TREND,33.6773,3.375,31.8519,4.6561,4,BOS,True,2024-10-07 00:00:00,ABOVE,0.14445650422197356,0.4631564438364869,BNBUSDT,3,0.046784355311577194,3.206199999999967,2024-10-07 03:00:00,572.0438,-0.4631564438364869,stop_loss
LONG,569.5,577.25,566.5,2.58,RANGE,14.5574,5.0714,17.6056,26.0563,4,SWEEP,False,2024-10-08 00:00:00,,0.09038781382174453,0.2711634414652336,BNBUSDT,5,0.2000000000000076,3.0,2024-10-08 05:00:00,566.5,-0.2711634414652336,stop_loss
LONG,580.2,589.436,576.6477,2.6,TREND,37.5982,3.7393,30.9456,18.1471,4,BOS,False,2024-10-14 03:00:00,ABOVE,0.088070360437435,0.3128523413819056,BNBUSDT,4,0.2955831433155806,3.5523000000000593,2024-10-14 07:00:00,576.6477,-0.3128523413819056,stop_loss
LONG,587.95,596.7763,587.95,2.35,TREND,34.0535,3.9536,34.598,15.8988,4,BOS,True,2024-10-14 15:00:00,ABOVE,0.11083754683920224,0.4162947421733594,BNBUSDT,7,0.9584919726297058,3.755899999999997,2024-10-14 22:00:00,587.95,-0.0,stop_loss
LONG,598.1,608.5369,593.6588,2.35,TREND,28.9268,4.675,22.0779,16.8831,4,BOS,True,2024-10-15 13:00:00,ABOVE,0.08034406572998824,0.35682406472002226,BNBUSDT,1,0.0,4.441199999999981,2024-10-15 14:00:00,593.6588,-0.35682406472002226,stop_loss
SHORT,588.3,579.9729,591.3841,2.7,TREND,37.2123,3.2464,7.3707,36.1936,4,BOS,True,2024-10-22 08:00:00,BELOW,0.11524749713253052,0.3554348059064414,BNBUSDT,2,0.0,3.084100000000035,2024-10-22 10:00:00,591.3841,-0.3554348059064414,stop_loss
SHORT,580.3,573.4661,582.8311,2.7,TREND,39.3947,2.6643,3.8874,39.6783,3,BOS,True,2024-10-23 08:00:00,BELOW,0.13321930650634486,0.3371913866982145,BNBUSDT,2,0.0,2.5311000000000377,2024-10-23 10:00:00,582.8311,-0.3371913866982145,stop_loss
LONG,593.45,601.7102,589.935,2.35,TREND,31.221,3.7,32.4324,11.0039,4,BOS,True,2024-10-24 05:00:00,ABOVE,0.12878537886101055,0.4526806066964649,BNBUSDT,2,0.0,3.5150000000001,2024-10-24 07:00:00,589.935,-0.452680606696465,stop_loss
LONG,594.2,599.5285,591.8318,2.25,TREND,32.1272,2.4929,29.7994,10.0287,4,BOS,False,2024-10-28 09:00:00,ABOVE,0.16618942780605922,0.39356980293030974,BNBUSDT,6,0.696731694958186,2.3682000000000016,2024-10-28 15:00:00,591.8318,-0.39356980293030974,stop_loss
LONG,597.9,605.1716,597.9,2.35,TREND,34.2223,3.2571,29.8246,12.8289,4,BOS,True,2024-10-28 20:00:00,ABOVE,0.13175319168596097,0.40768390103386587,BNBUSDT,1,0.9372071227741331,3.0942999999999756,2024-10-28 21:00:00,597.9,-0.0,stop_loss
LONG,600.8,609.2095,600.8,2.7,TREND,35.1742,3.2786,29.085,12.7451,4,BOS,True,2024-10-28 21:00:00,ABOVE,0.13089446511072575,0.40768390103386587,BNBUSDT,3,1.059526102870376,3.114599999999996,2024-10-29 00:00:00,600.8,-0.0,stop_loss
SHORT,590.55,583.1588,590.55,2.35,TREND,28.0526,3.3107,5.3937,29.5577,4,BOS,True,2024-10-31 04:00:00,BELOW,0.11110369570879705,0.34944334374331354,BNBUSDT,4,2.177921912755885,3.1452000000000453,2024-10-31 08:00:00,583.1588,0.8211896357228511,take_profit
LONG,588.35,598.2288,588.35,2.35,TREND,29.6114,4.425,29.54,15.3349,4,BOS,True,2024-11-06 19:00:00,ABOVE,0.08388614193611418,0.3526405634710369,BNBUSDT,6,3.2708501831676093,4.203800000000001,2024-11-07 01:00:00,598.2288,0.8286944189584811,take_profit
LONG,635.7,651.8458,628.8295,2.35,TREND,28.9917,7.2321,48.4938,10.6667,4,BOS,True,2024-11-09 03:00:00,ABOVE,0.05179637614755988,0.3558670023218098,BNBUSDT,1,0.0,6.870499999999993,2024-11-09 04:00:00,628.8295,-0.3558670023218098,stop_loss
LONG,656.6,688.6218,644.2839,2.6,TREND,37.4925,12.9643,22.562,11.7906,4,BOS,False,2024-11-12 08:00:00,ABOVE,0.02514928346308348,0.3097410900596826,BNBUSDT,1,0.0,12.316100000000006,2024-11-12 09:00:00,644.2839,-0.3097410900596826,stop_loss
LONG,647.6,662.5976,641.218,2.35,TREND,32.9642,6.7179,36.9484,12.5997,4,BOS,True,2024-11-23 01:00:00,ABOVE,0.07103889932797837,0.4533702555111624,BNBUSDT,1,0.0,6.382000000000062,2024-11-23 02:00:00,641.218,-0.45337025551116233,stop_loss
LONG,654.2,672.658,646.3455,2.35,TREND,34.4817,8.2679,28.3801,10.2808,4,BOS,True,2024-12-03 00:00:00,ABOVE,0.05221152638943413,0.41009543402581194,BNBUSDT,7,0.2928257686676358,7.85450000000003,2024-12-03 07:00:00,646.3455,-0.41009543402581194,stop_loss
LONG,678.75,705.0412,678.75,2.7,TREND,36.2541,10.25,32.4739,22.1951,4,BOS,True,2024-12-03 18:00:00,ABOVE,0.03593465534883595,0.34991370645928843,BNBUSDT,1,1.2580231065468608,9.737499999999955,2024-12-03 19:00:00,678.75,-0.0,stop_loss
LONG,691.0,719.5998,691.0,2.7,TREND,36.9,11.15,39.1095,20.4036,4,BOS,True,2024-12-03 19:00:00,ABOVE,0.033034100208571095,0.34991370645928843,BNBUSDT,1,2.213830540476762,10.592499999999973,2024-12-03 20:00:00,691.0,-0.0,stop_loss
LONG,714.45,746.6774,714.45,2.7,TREND,36.9374,12.5643,44.2865,18.1069,4,BOS,True,2024-12-03 20:00:00,ABOVE,0.029315581007137017,0.34991370645928843,BNBUSDT,2,1.8515260428448062,11.93610000000001,2024-12-03 22:00:00,714.45,-0.0,stop_loss
LONG,269.45,283.0268,269.45,2.35,TREND,29.4658,6.0814,30.2208,9.1379,3,BOS,True,2024-12-06 15:00:00,ABOVE,0.057681854988203364,0.3332511490088461,AAVEUSDT,1,1.6045279883684769,5.7774,2024-12-06 16:00:00,269.45,-0.0,stop_loss
LONG,17.591,18.6543,17.591,2.35,TREND,32.6015,0.4763,33.3233,8.6083,4,BOS,True,2024-12-06 18:00:00,ABOVE,0.9923887807500988,0.4490559232894203,UNIUSDT,1,1.2132596685082846,0.45250000000000057,2024-12-06 19:00:00,17.591,-0.0,stop_loss
LONG,18.14,19.4007,17.6731,2.7,TREND,36.55,0.4915,35.8959,8.3418,4,BOS,True,2024-12-06 19:00:00,ABOVE,0.7494403650873618,0.34991370645928843,UNIUSDT,3,0.0,0.466899999999999,2024-12-06 22:00:00,17.6731,-0.34991370645928843,stop_loss
LONG,3988.54,4097.6717,3988.54,2.6,TREND,35.1111,44.1829,28.2964,13.1337,4,BOS,False,2024-12-06 14:00:00,ABOVE,0.008498372727717845,0.35670814736141054,ETHUSDT,11,1.9688519239428466,41.97370000000001,2024-12-07 01:00:00,3988.54,-0.0,stop_loss
LONG,285.86,302.7601,279.67,2.6,TREND,35.5972,6.8421,33.0201,8.1219,4,BOS,False,2024-12-06 18:00:00,ABOVE,0.05487817651714008,0.35670814736141054,AAVEUSDT,7,0.24153846153846048,6.5,2024-12-07 01:00:00,279.67,-0.339695912641097,stop_loss
LONG,24.94,26.2289,25.163,2.7,TREND,39.9628,0.5025,25.3447,17.4129,4,BOS,True,2024-12-06 19:00:00,ABOVE,0.7329570726000969,0.34991370645928843,LINKUSDT,8,3.5588604943443394,0.47740000000000293,2024-12-07 03:00:00,26.2289,0.9447083708742635,take_profit
