direction,entry,tp,sl,rr,regime,adx,atr,plus_di,minus_di,confidence,bos,fvg,liquidity_sweep,bos_strength,range,volume,fvg_size,signal_type,has_fvg,nearest_level,last_swing_low,last_swing_high,timestamp,confidence_threshold_used,position_size,risk_amount,symbol,bars_alive,max_r,initial_risk,exit_time,exit_price,pnl,exit_reason,ema_position,mtf_tf
LONG,141.4,,146.39,0.6397435897435864,TREND,36.796,1.5821,33.8149,9.3002,3,BULLISH_BOS,True,,,2.440000000000026,,,BOS,True,,133.6,,2025-04-12 12:00:00,1,0.4618264080211121,3.6022459825646793,AAVEUSDT,12,0.9923076923076883,7.800000000000011,2025-04-13 00:00:00,146.39,2.3045137760253405,stop_loss,ABOVE,
LONG,3.6502,,3.6776,0.3142201834862406,TREND,30.1916,0.0289,36.5884,7.8863,3,BULLISH_BOS,True,,,0.058099999999999596,,,BOS,True,,3.563,,2025-04-12 13:30:00,1,11.116166841012829,3.557173389124105,DOTUSDT,12,0.8761467889908288,0.08719999999999972,2025-04-13 01:00:00,3.6776,0.3045829714437525,stop_loss,ABOVE,15m
LONG,1624.15,,1627.68,0.044330026371969956,TREND,36.9054,15.9893,44.369,7.2281,3,BULLISH_BOS,True,,,41.180000000000064,,,BOS,True,,1544.52,,2025-04-12 13:30:00,1,0.04467127199703755,3.557173389124105,ETHUSDT,12,0.3925656159738785,79.63000000000011,2025-04-13 01:00:00,1627.68,0.15768959014954131,stop_loss,ABOVE,15m
LONG,0.1743,,0.17042,-0.5969230769230798,TREND,33.4997,0.0021,34.2221,6.5474,3,BULLISH_BOS,True,,,0.004210000000000019,,,BOS,True,,0.1678,,2025-04-12 13:00:00,1,11.116166841012829,3.557173389124105,HBARUSDT,19,0.410769230769227,0.006500000000000006,2025-04-13 08:00:00,0.17042,-0.043130727343130025,stop_loss,ABOVE,
LONG,5.052,,4.902,-0.9036144578313249,TREND,34.0493,0.0609,42.1362,12.6761,4,BULLISH_BOS,True,SWEEP_HIGH,,0.14500000000000046,,,BOS,True,,4.886,,2025-04-13 10:00:00,1,11.252349621526605,4.0508458637495774,APTUSDT,9,0.0,0.16599999999999948,2025-04-13 19:00:00,4.902,-1.6878524432289848,stop_loss,ABOVE,
LONG,0.6411,0.663,0.6302,-1.0,RANGE,14.5923,0.0109,27.0588,27.451,3,,False,SWEEP_LOW,,0.02510000000000001,,,SWEEP,False,0.6302,,,2025-04-13 19:00:00,1,11.167956999365154,3.5737462397968494,ADAUSDT,2,0.0,0.01090000000000002,2025-04-13 21:00:00,0.6302,-0.12173073129308042,stop_loss,,
LONG,77.83,79.9343,76.7779,-1.0,RANGE,14.7569,1.0521,22.539,27.6307,3,,False,SWEEP_LOW,,3.0,,,SWEEP,False,76.7779,,,2025-04-13 19:00:00,1,3.3967742988279284,3.5737462397968494,LTCUSDT,2,0.0,1.0520999999999958,2025-04-13 21:00:00,76.7779,-3.5737462397968494,stop_loss,,
LONG,0.676,0.699,0.6645,-1.0,RANGE,16.7465,0.0115,28.1463,30.9361,3,,False,SWEEP_LOW,,0.032399999999999984,,,SWEEP,False,0.6645,,,2025-04-13 19:00:00,1,11.167956999365154,3.5737462397968494,OPUSDT,2,0.0,0.011500000000000066,2025-04-13 21:00:00,0.6645,-0.12843150549270002,stop_loss,,
LONG,19.54,20.138199999999998,19.2409,2.0,RANGE,21.7502,0.2991,24.0029,33.4368,3,,False,SWEEP_LOW,,0.8459999999999965,,,SWEEP,False,19.4099,,,2025-04-13 19:30:00,1,11.167956999365154,3.5737462397968494,AVAXUSDT,7,2.123035773988643,0.29909999999999926,2025-04-14 02:00:00,20.138199999999998,6.6806718770202185,take_profit,,15m
LONG,302.2,,339.3,2.875968992248069,TREND,37.0172,3.2143,38.6667,2.8889,3,BULLISH_BOS,True,,,4.099999999999966,,,BOS,True,,289.3,,2025-04-11 09:00:00,1,0.27839615831534725,3.591310442267973,BCHUSDT,70,4.217054263565902,12.899999999999977,2025-04-14 07:00:00,339.3,10.32849747349939,stop_loss,ABOVE,
SHORT,2.306,,2.305,0.009345794392522356,TREND,36.4617,0.0284,11.335,45.3401,4,BEARISH_BOS,True,,,0.06700000000000017,,,BOS,True,,,2.413,2025-04-13 13:00:00,1,11.252349621526605,4.0508458637495774,AXSUSDT,26,0.8411214953271033,0.10699999999999976,2025-04-14 15:00:00,2.305,0.011252349621525366,stop_loss,BELOW,
SHORT,585.1,,587.6,-0.32467532467532756,TREND,31.9317,3.4214,7.5157,22.1294,4,BEARISH_BOS,True,,,3.6000000000000227,,,BOS,True,,,592.8,2025-04-14 16:30:00,1,0.5529872412721489,4.258001757795509,BNBUSDT,11,0.14285714285714707,7.699999999999932,2025-04-15 03:00:00,587.6,-1.3824681031803723,stop_loss,BELOW,15m
SHORT,3.6181,3.5109,3.6717,-1.0,RANGE,10.9592,0.0536,17.0819,18.1479,4,BULLISH_BOS,False,SWEEP_HIGH,,0.03880000000000017,,,SWEEP,False,3.6659,,,2025-04-17 05:30:00,1,11.75865925538406,4.233117331938262,DOTUSDT,1,0.0,0.05359999999999987,2025-04-17 06:00:00,3.6717,-0.6302641360885841,stop_loss,,15m
SHORT,0.1606,0.1557,0.1631,-1.0,RANGE,13.8972,0.0024,17.2363,15.7172,4,BULLISH_BOS,False,SWEEP_HIGH,,0.0022000000000000075,,,SWEEP,False,0.1631,,,2025-04-17 06:00:00,1,11.727146048579632,4.221772577488668,HBARUSDT,10,0.7879999999999991,0.0025000000000000022,2025-04-17 16:00:00,0.1631,-0.029317865121449106,stop_loss,,
SHORT,0.1577,0.1545,0.1593,-1.0,RANGE,17.6231,0.0016,20.8806,20.3813,4,BULLISH_BOS,False,SWEEP_HIGH,,0.0034299999999999886,,,SWEEP,False,0.1593,,,2025-04-17 16:00:00,1,11.725680155323559,4.221244855916482,DOGEUSDT,2,0.04999999999999827,0.0015999999999999903,2025-04-17 18:00:00,0.1593,-0.01876108824851758,stop_loss,,
LONG,590.6,,588.3,-0.32857142857143834,TREND,30.7113,2.5357,34.9296,8.4507,4,BULLISH_BOS,True,,,3.0,,,BOS,True,,583.6,,2025-04-17 16:30:00,1,0.6030349794166403,4.221244855916482,BNBUSDT,8,0.1571428571428604,7.0,2025-04-18 00:00:00,588.3,-1.3869804526583138,stop_loss,ABOVE,15m
SHORT,1604.36,1574.25,1619.415,1.999999999999985,RANGE,22.0901,15.055,25.1222,19.4762,3,BULLISH_BOS,False,SWEEP_HIGH,,39.61999999999989,,,SWEEP,False,1619.415,,,2025-04-17 16:45:00,1,0.24923398536722172,3.752217649703539,ETHUSDT,13,1.7150448356027783,15.055000000000064,2025-04-18 05:00:00,1574.25,7.504435299407021,take_profit,,15m
SHORT,0.6458,0.6247,0.6564,-1.0,RANGE,17.3633,0.0106,14.479,17.5913,4,BULLISH_BOS,False,SWEEP_HIGH,,0.006700000000000039,,,SWEEP,False,0.6564,,,2025-04-17 05:00:00,1,11.75865925538406,4.233117331938262,OPUSDT,26,1.1320754716981203,0.010599999999999943,2025-04-18 07:00:00,0.6564,-0.12464178810707037,stop_loss,,
LONG,594.2,,591.5,-0.3552631578947418,TREND,32.0838,1.95,28.5714,7.6923,3,BULLISH_BOS,True,,,1.6000000000000227,,,BOS,True,,586.6,,2025-04-18 16:30:00,1,0.506289800161818,3.8478024812298286,BNBUSDT,7,0.13157894736842066,7.600000000000023,2025-04-18 23:00:00,591.5,-1.3669824604369316,stop_loss,ABOVE,15m
LONG,0.2938,,0.2924,-0.2978723404255357,TREND,35.7212,0.0022,26.3844,13.6808,3,BULLISH_BOS,True,,,0.002599999999999991,,,BOS,True,,0.2891,,2025-04-19 02:00:00,1,11.956033630821368,3.8259307618628378,ARBUSDT,7,0.17021276595744053,0.004699999999999982,2025-04-19 09:00:00,0.2924,-0.016738447083150063,stop_loss,ABOVE,
SHORT,5.242,5.0801,5.3229,-1.0,RANGE,17.268,0.0809,15.0927,20.2118,4,BULLISH_BOS,False,SWEEP_HIGH,,0.038000000000000256,,,SWEEP,False,5.3229,,,2025-04-17 05:00:00,1,11.75865925538406,4.233117331938262,UNIUSDT,61,1.594561186650185,0.08089999999999975,2025-04-19 18:00:00,5.3229,-0.9512755337605675,stop_loss,,
LONG,0.3026,,0.2999,-0.22689075630251998,TREND,33.4678,0.0024,36.4706,11.1765,4,BULLISH_BOS,True,,,0.0040999999999999925,,,BOS,True,,0.2907,,2025-04-19 18:00:00,1,11.907632931779183,4.286747855440506,ARBUSDT,14,0.2857142857142877,0.011899999999999966,2025-04-20 08:00:00,0.2999,-0.032150608915803555,stop_loss,ABOVE,
LONG,2.578,,2.613,0.3070175438596507,TREND,30.537,0.0231,40.7407,11.1111,4,BULLISH_BOS,True,,,0.040999999999999925,,,BOS,True,,2.464,,2025-04-19 19:30:00,1,11.907632931779183,4.286747855440506,FILUSDT,13,0.5964912280701766,0.11399999999999988,2025-04-20 08:00:00,2.613,0.4167671526122731,stop_loss,ABOVE,15m
LONG,3.8372,,3.8648,0.22348178137651448,TREND,32.7598,0.0239,41.923,7.0469,4,BULLISH_BOS,True,,,0.055199999999999694,,,BOS,True,,3.7137,,2025-04-19 21:30:00,1,11.907632931779183,4.286747855440506,DOTUSDT,11,0.8080971659918976,0.12350000000000039,2025-04-20 08:00:00,3.8648,0.328650668917101,stop_loss,ABOVE,15m
SHORT,84195.1,,84627.6,-0.39501324321856085,TREND,38.326,221.85,7.2378,45.2944,4,BEARISH_BOS,True,,,563.8999999999942,,,BOS,True,,,85290.0,2025-04-20 10:30:00,1,0.003926921787622224,4.29958666526755,BTCUSDT,10,0.10503242305233411,1094.8999999999942,2025-04-20 20:00:00,84627.6,-1.698393673146612,stop_loss,BELOW,15m
LONG,13.536,,13.453,-0.2794612794612812,TREND,32.194,0.1536,41.7945,7.9498,4,BULLISH_BOS,True,,,0.18099999999999916,,,BOS,True,,13.239,,2025-04-21 01:30:00,1,11.858376608752529,4.269015579150911,LINKUSDT,10,0.34006734006734435,0.2969999999999988,2025-04-21 11:00:00,13.453,-0.984245258526462,stop_loss,ABOVE,15m
LONG,2.1113,,2.1064,-0.09404990403071294,TREND,39.8187,0.0174,37.2428,8.0247,5,BULLISH_BOS,True,SWEEP_HIGH,,0.02120000000000033,,,BOS,True,,2.0592,,2025-04-21 01:15:00,1,11.858376608752529,4.743350643501012,XRPUSDT,12,0.47408829174664596,0.05209999999999981,2025-04-21 13:00:00,2.1064,-0.05810604538288889,stop_loss,ABOVE,15m
LONG,596.3,,600.0,0.5068493150685025,TREND,31.2665,2.3571,31.8182,10.6061,4,BULLISH_BOS,True,,,6.100000000000023,,,BOS,True,,589.0,,2025-04-21 00:30:00,1,0.5847966546782106,4.269015579150911,BNBUSDT,14,1.3287671232876856,7.2999999999999545,2025-04-21 14:00:00,600.0,2.163747622309406,stop_loss,ABOVE,15m
LONG,5.415,,5.387,-0.13526570048309414,TREND,34.0482,0.0511,47.067,11.1732,4,BULLISH_BOS,True,,,0.06599999999999984,,,BOS,True,,5.208,,2025-04-21 01:00:00,1,11.858376608752529,4.269015579150911,UNIUSDT,13,0.28985507246376646,0.20699999999999985,2025-04-21 14:00:00,5.387,-0.3320345450450764,stop_loss,ABOVE,
LONG,0.1602,,0.15952,-0.10000000000000205,TREND,37.3655,0.0017,40.6521,14.3211,4,BULLISH_BOS,True,,,0.0021700000000000053,,,BOS,True,,0.1534,,2025-04-21 01:00:00,1,11.858376608752529,4.269015579150911,DOGEUSDT,15,0.31764705882352867,0.0068000000000000005,2025-04-21 16:00:00,0.15952,-0.008063696093951885,stop_loss,ABOVE,
LONG,79.26,,78.52,-0.1897435897435918,TREND,33.8123,0.6714,44.3617,2.5532,4,BULLISH_BOS,True,,,0.7800000000000011,,,BOS,True,,75.36,,2025-04-21 01:00:00,1,1.0946193792694627,4.269015579150911,LTCUSDT,15,0.4538461538461522,3.9000000000000057,2025-04-21 16:00:00,78.52,-0.8100183406594124,stop_loss,ABOVE,
SHORT,2.274,,2.291,-0.14529914529914448,TREND,38.2349,0.0294,13.835,30.3398,4,BEARISH_BOS,True,,,0.03200000000000003,,,BOS,True,,,2.391,2025-04-21 22:00:00,1,11.85694059558261,4.26849861440974,AXSUSDT,12,0.4529914529914525,0.11699999999999999,2025-04-22 10:00:00,2.291,-0.20156799012490323,stop_loss,BELOW,
LONG,0.1718,,0.1842,1.7222222222222185,TREND,38.0324,0.002,48.3618,9.9003,4,BULLISH_BOS,True,,,0.0030799999999999994,,,BOS,True,,0.1646,,2025-04-21 01:00:00,1,11.858376608752529,4.269015579150911,HBARUSDT,60,2.126388888888884,0.007200000000000012,2025-04-23 13:00:00,0.1842,0.1470438699485313,stop_loss,ABOVE,
LONG,143.12,,150.87,1.8235294117647058,TREND,31.6125,1.6043,35.5298,4.8085,4,BULLISH_BOS,True,,,3.0900000000000034,,,BOS,True,,138.87,,2025-04-22 13:00:00,1,1.0034989154323508,4.264870390587491,SOLUSDT,24,2.2305882352941153,4.25,2025-04-23 13:00:00,150.87,7.777116594600718,stop_loss,ABOVE,
LONG,0.6364,,0.6959,3.6956521739130426,TREND,34.0975,0.0065,30.2863,6.9383,4,BULLISH_BOS,True,,,0.007199999999999984,,,BOS,True,,0.6203,,2025-04-22 08:00:00,1,11.85694059558261,4.26849861440974,ADAUSDT,30,4.465838509316774,0.016100000000000003,2025-04-23 14:00:00,0.6959,0.7054879654371653,stop_loss,ABOVE,
LONG,354.4,363.5286,349.8357,2.0,RANGE,21.3093,4.5643,8.9202,28.3255,4,BEARISH_BOS,False,SWEEP_LOW,,9.300000000000011,,,SWEEP,False,349.8357,,,2025-04-23 13:00:00,1,0.965647586475336,4.407505278949379,BCHUSDT,5,1.643187345266524,4.564300000000003,2025-04-23 18:00:00,363.5286,8.815010557898757,take_profit,,
LONG,2.676,2.7464,2.6408,1.9999999999999873,RANGE,14.154,0.0352,11.7647,35.497,4,BEARISH_BOS,False,SWEEP_LOW,,0.05900000000000016,,,SWEEP,False,2.6408,,,2025-04-24 08:45:00,1,12.719095145470623,4.578874252369425,FILUSDT,6,3.096590909090898,0.03520000000000012,2025-04-24 14:00:00,2.7464,0.8954242982411293,take_profit,,15m
LONG,0.1846,,0.18516,0.06021505376344155,TREND,31.5036,0.0026,32.1409,15.2033,4,BULLISH_BOS,True,,,0.004239999999999994,,,BOS,True,,0.1753,,2025-04-24 14:00:00,1,12.763866360382679,4.594991889737765,HBARUSDT,12,0.3956989247311856,0.009299999999999975,2025-04-25 02:00:00,0.18516,0.007147765161814363,stop_loss,ABOVE,
LONG,154.83,,152.86,-0.44772727272727186,TREND,39.838,1.6914,33.9105,12.2044,4,BULLISH_BOS,True,,,2.299999999999983,,,BOS,True,,150.43,,2025-04-25 07:00:00,1,1.0443455794342436,4.5951205495106775,SOLUSDT,6,0.0,4.400000000000006,2025-04-25 13:00:00,152.86,-2.0573607914854586,stop_loss,ABOVE,
LONG,0.193,,0.1943,0.14285714285714243,TREND,32.8006,0.0025,27.5951,11.8101,4,BULLISH_BOS,True,,,0.0036199999999999843,,,BOS,True,,0.1839,,2025-04-25 07:00:00,1,12.76422374864077,4.5951205495106775,HBARUSDT,13,0.8131868131868123,0.009099999999999997,2025-04-25 20:00:00,0.1943,0.016593490873232947,stop_loss,ABOVE,
LONG,604.0,,601.9,-0.28767123287671725,TREND,35.3367,3.25,22.1978,14.2857,4,BULLISH_BOS,True,,,2.2000000000000455,,,BOS,True,,596.7,,2025-04-25 05:30:00,1,0.6294685684261241,4.5951205495106775,BNBUSDT,16,0.7534246575342513,7.2999999999999545,2025-04-25 21:00:00,601.9,-1.321883993694875,stop_loss,ABOVE,15m
LONG,0.8074,,0.8195,0.3677811550151971,TREND,36.4208,0.0115,24.2387,16.097,4,BULLISH_BOS,True,,,0.018399999999999972,,,BOS,True,,0.7745,,2025-04-25 06:00:00,1,12.76422374864077,4.5951205495106775,OPUSDT,29,0.9726443768996957,0.03290000000000004,2025-04-26 11:00:00,0.8195,0.15444710735855333,stop_loss,ABOVE,
LONG,22.127,22.6998,21.8406,-1.0,RANGE,11.4546,0.2864,25.0437,22.2499,4,BEARISH_BOS,False,SWEEP_LOW,,0.4109999999999978,,,SWEEP,False,21.8716,,,2025-04-26 09:30:00,1,12.596091183925415,4.534592826213149,AVAXUSDT,2,0.3386871508379929,0.28640000000000043,2025-04-26 11:00:00,21.8406,-3.6075205150762444,stop_loss,,15m
LONG,1784.7,1819.8442,1767.1279,1.9999999999999871,RANGE,22.8613,17.5721,24.8974,18.2432,4,BEARISH_BOS,False,SWEEP_LOW,,27.61999999999989,,,SWEEP,False,1767.1279,,,2025-04-26 11:45:00,1,0.2545192381601635,4.4724375048742315,ETHUSDT,11,1.765298399166851,17.57210000000009,2025-04-26 22:00:00,1819.8442,8.944875009748406,take_profit,,15m
LONG,0.7068,0.7243,0.698,-1.0,RANGE,14.4834,0.0088,20.0,25.1429,3,BEARISH_BOS,False,SWEEP_LOW,,0.01419999999999999,,,SWEEP,False,0.698,,,2025-04-26 11:00:00,1,12.42343751353953,3.9755000043326496,ADAUSDT,14,0.8977272727272717,0.00880000000000003,2025-04-27 01:00:00,0.698,-0.10932625011914825,stop_loss,,
LONG,93917.8,94698.0,93527.7,-1.0,RANGE,19.2906,390.1,8.2671,27.46,4,,False,SWEEP_LOW,,488.70000000001164,,,SWEEP,False,93616.2,,,2025-04-27 13:30:00,1,0.01187253879145729,4.631477382547558,BTCUSDT,11,1.2260958728531037,390.1000000000058,2025-04-28 00:00:00,93527.7,-4.631477382547558,stop_loss,,15m
LONG,0.1776,0.1815,0.1756,-1.0,RANGE,13.4384,0.002,15.3957,31.8345,3,,False,SWEEP_LOW,,0.0031799999999999884,,,SWEEP,False,0.1756,,,2025-04-28 00:00:00,1,12.633641082393616,4.042765146365957,DOGEUSDT,1,0.0,0.0020000000000000018,2025-04-28 01:00:00,0.1756,-0.025267282164787255,stop_loss,,
SHORT,5.532,,5.575,-0.1902654867256644,TREND,35.9097,0.06,3.4524,37.5,3,BEARISH_BOS,True,,,0.0649999999999995,,,BOS,True,,,5.758,2025-04-27 16:00:00,1,12.865214951520995,4.1168687844867184,UNIUSDT,18,0.6814159292035395,0.22599999999999998,2025-04-28 10:00:00,5.575,-0.5532042429154047,stop_loss,BELOW,
LONG,0.3443,,0.3382,-0.3505747126436784,TREND,38.8324,0.004,30.4425,17.6991,4,BULLISH_BOS,True,,,0.005099999999999993,,,BOS,True,,0.3269,,2025-04-28 07:00:00,1,12.632377718285378,4.547655978582736,ARBUSDT,6,0.04597701149425427,0.01739999999999997,2025-04-28 13:00:00,0.3382,-0.07705750408154073,stop_loss,ABOVE,
LONG,4.2123,,4.1764,-0.1744412050534491,TREND,30.0214,0.049,31.7877,19.0435,4,BULLISH_BOS,True,,,0.06649999999999956,,,BOS,True,,4.0065,,2025-04-28 07:30:00,1,12.632377718285378,4.547655978582736,DOTUSDT,6,0.0665694849368321,0.20579999999999998,2025-04-28 13:00:00,4.1764,-0.4535023600864428,stop_loss,ABOVE,15m
LONG,2.77,,2.747,-0.17968750000000086,TREND,31.4723,0.0332,24.5161,15.0538,4,BULLISH_BOS,True,,,0.022999999999999687,,,BOS,True,,2.642,,2025-04-28 07:30:00,1,12.632377718285378,4.547655978582736,FILUSDT,6,0.14062499999999828,0.1280000000000001,2025-04-28 13:00:00,2.747,-0.29054468752056534,stop_loss,ABOVE,15m
SHORT,21.317,,22.075,-0.6568457538994793,TREND,33.9978,0.2768,7.5613,35.4323,4,BEARISH_BOS,True,,,0.593,,,BOS,True,,,22.471,2025-04-28 01:15:00,1,3.940776411250205,4.547655978582736,AVAXUSDT,29,0.0,1.154,2025-04-29 06:00:00,22.075,-2.987108519727652,stop_loss,BELOW,15m
LONG,85.14,86.8929,83.78,1.2888970588235276,RANGE,15.945,0.8764,15.0774,23.3904,4,BEARISH_BOS,False,SWEEP_LOW,,0.789999999999992,,,SWEEP,False,83.78,,,2025-04-29 15:00:00,1,3.286140049209389,4.469150466924767,LTCUSDT,2,1.4852941176470564,1.3599999999999994,2025-04-29 17:00:00,86.8929,5.760274892259128,take_profit,,
LONG,2.51,2.5787,2.4598,-1.0,RANGE,17.6005,0.0344,9.9792,25.9875,4,BEARISH_BOS,False,SWEEP_LOW,,0.03999999999999959,,,SWEEP,False,2.4598,,,2025-04-29 22:00:00,1,12.702320597181753,4.572835414985431,NEARUSDT,14,0.7171314741035891,0.0501999999999998,2025-04-30 12:00:00,2.4598,-0.6376564939785214,stop_loss,,
SHORT,2.714,,2.767,-0.6624999999999986,TREND,32.0039,0.0315,19.2744,33.7868,4,BEARISH_BOS,True,,,0.07500000000000018,,,BOS,True,,,2.794,2025-04-30 13:30:00,1,12.670437772482828,4.561357598093818,FILUSDT,5,0.0,0.08000000000000007,2025-04-30 18:00:00,2.767,-0.671533201941589,stop_loss,BELOW,15m
SHORT,20.758,,21.209,-0.4668737060041408,TREND,34.9296,0.2698,12.4702,38.4167,4,BEARISH_BOS,True,,,0.7459999999999987,,,BOS,True,,,21.724,2025-04-30 13:30:00,1,4.721902275459434,4.561357598093818,AVAXUSDT,12,0.0,0.9660000000000011,2025-05-01 01:00:00,21.209,-2.129577926232207,stop_loss,BELOW,15m
SHORT,2.381,,2.491,-0.7189542483660151,TREND,35.0537,0.0315,12.2449,42.6304,4,BEARISH_BOS,True,,,0.09299999999999997,,,BOS,True,,,2.534,2025-04-30 13:00:00,1,12.670437772482828,4.561357598093818,NEARUSDT,12,0.0,0.15300000000000002,2025-05-01 01:00:00,2.491,-1.393748154973115,stop_loss,BELOW,
SHORT,0.3151,,0.3302,-0.7626262626262633,TREND,38.5583,0.0046,16.1442,35.7367,4,BEARISH_BOS,True,,,0.010799999999999976,,,BOS,True,,,0.3349,2025-04-30 13:00:00,1,12.670437772482828,4.561357598093818,ARBUSDT,18,0.0,0.019799999999999984,2025-05-01 07:00:00,0.3302,-0.19132361036449072,stop_loss,BELOW,
SHORT,5.078,,5.356,-0.885350318471336,TREND,30.0933,0.0724,17.6529,35.7988,4,BEARISH_BOS,True,,,0.17300000000000004,,,BOS,True,,,5.392,2025-04-30 13:00:00,1,12.670437772482828,4.561357598093818,UNIUSDT,21,0.0,0.31400000000000006,2025-05-01 10:00:00,5.356,-3.5223817007502207,stop_loss,BELOW,
LONG,0.1857,,0.18668,0.24500000000000194,TREND,30.1533,0.0015,29.3684,13.5546,3,BULLISH_BOS,True,,,0.0018600000000000005,,,BOS,True,,0.1817,,2025-05-01 09:00:00,1,12.451128627807257,3.9843611608983225,HBARUSDT,11,1.0649999999999955,0.0040000000000000036,2025-05-01 20:00:00,0.18668,0.01220210605525122,stop_loss,ABOVE,
LONG,2.2313,,2.214,-0.43908629441624486,TREND,36.9483,0.0152,32.6598,13.8628,3,BULLISH_BOS,True,,,0.03160000000000007,,,BOS,True,,2.1919,,2025-05-01 10:30:00,1,12.275009542769746,3.928003053686319,XRPUSDT,10,0.28934010152284384,0.0394000000000001,2025-05-01 20:00:00,2.214,-0.21235766508991774,stop_loss,ABOVE,15m
LONG,2.582,,2.531,-0.4249999999999988,TREND,37.2303,0.0246,41.5698,10.1744,3,BULLISH_BOS,True,,,0.04800000000000004,,,BOS,True,,2.462,,2025-05-01 10:00:00,1,12.275009542769746,3.928003053686319,NEARUSDT,13,0.016666666666668578,0.11999999999999966,2025-05-01 23:00:00,2.531,-0.6260254866812536,stop_loss,ABOVE,
LONG,0.3345,,0.3376,0.3734939759036121,TREND,36.4395,0.0031,34.0278,6.0185,3,BULLISH_BOS,True,,,0.004599999999999993,,,BOS,True,,0.3262,,2025-05-01 08:00:00,1,12.451128627807257,3.9843611608983225,ARBUSDT,21,1.1686746987951748,0.00830000000000003,2025-05-02 05:00:00,0.3376,0.03859849874620239,stop_loss,ABOVE,
LONG,4.2392,,4.1681,-0.8713235294117706,TREND,30.544,0.0457,27.9437,7.5841,4,BULLISH_BOS,True,SWEEP_HIGH,,0.048499999999999766,,,BOS,True,,4.1576,,2025-05-02 03:45:00,1,12.233700490483951,4.4041321765742225,DOTUSDT,7,0.0,0.0815999999999999,2025-05-02 10:00:00,4.1681,-0.8698161048734137,stop_loss,ABOVE,15m
LONG,5.469,5.5947,5.4061,-1.0,RANGE,20.2715,0.0629,14.5455,26.1364,4,,False,SWEEP_LOW,,0.08599999999999941,,,SWEEP,False,5.4061,,,2025-05-02 12:00:00,1,12.192139610177591,4.389170259663933,APTUSDT,7,0.34976152623210444,0.06289999999999996,2025-05-02 19:00:00,5.4061,-0.7668855814801699,stop_loss,,
LONG,383.7,,376.3,-0.4624999999999986,TREND,39.0454,4.6429,42.3077,3.0769,4,BULLISH_BOS,True,,,13.300000000000011,,,BOS,True,,367.7,,2025-05-02 14:00:00,1,0.2743231412289958,4.389170259663933,BCHUSDT,10,0.0,16.0,2025-05-03 00:00:00,376.3,-2.0299912450945627,stop_loss,ABOVE,
LONG,96433.0,97186.5572,96056.2214,-1.0,RANGE,12.7695,376.7786,6.8361,24.7531,4,BEARISH_BOS,False,SWEEP_LOW,,285.6000000000058,,,SWEEP,False,96093.8214,,,2025-05-03 04:15:00,1,0.011515586280074106,4.338826476785588,BTCUSDT,6,0.0,376.7786000000051,2025-05-03 10:00:00,96056.2214,-4.338826476785588,stop_loss,,15m
SHORT,21.393,,20.18,1.5452229299363067,TREND,30.7125,0.2397,15.3159,28.5161,3,BEARISH_BOS,True,,,0.25900000000000034,,,BOS,True,,,22.178,2025-05-02 08:45:00,1,4.9877729081972015,3.9154017329348036,AVAXUSDT,66,1.9464968152866267,0.7850000000000001,2025-05-05 02:00:00,20.18,6.05016853764321,stop_loss,BELOW,15m
SHORT,5.255,,5.16,0.5621301775147898,TREND,34.5122,0.0393,10.1818,32.0,3,BEARISH_BOS,True,,,0.06599999999999984,,,BOS,True,,,5.424,2025-05-03 10:00:00,1,11.835354445009575,3.787313422403064,APTUSDT,40,1.011834319526626,0.16900000000000048,2025-05-05 02:00:00,5.16,1.1243586722759067,stop_loss,BELOW,
SHORT,3.3125,3.2018,3.3678,-1.0,RANGE,22.3138,0.0553,22.509,17.0367,3,,False,SWEEP_HIGH,,0.12699999999999978,,,SWEEP,False,3.3678,,,2025-05-05 02:00:00,1,12.19408080550553,3.9021058577617698,SUIUSDT,3,0.506329113924052,0.055299999999999905,2025-05-05 05:00:00,3.3678,-0.6743326685444546,stop_loss,,
SHORT,593.7,,594.9,-0.18461538461537413,TREND,34.6835,1.7929,1.992,24.7012,4,BEARISH_BOS,True,,,2.0,,,BOS,True,,,600.2,2025-05-04 09:00:00,1,0.6554965538774534,4.260727600203447,BNBUSDT,25,1.3384615384615455,6.5,2025-05-05 10:00:00,594.9,-0.7865958646528994,stop_loss,BELOW,15m
SHORT,14.099,13.7812,14.2579,2.000000000000011,RANGE,17.1361,0.1589,20.2338,19.1996,5,BULLISH_BOS,False,SWEEP_HIGH,,0.12899999999999956,,,SWEEP,False,14.2479,,,2025-05-05 06:00:00,1,12.160364172078308,4.864145668831323,LINKUSDT,4,2.234109502831984,0.15889999999999915,2025-05-05 10:00:00,13.7812,3.8645637338864876,take_profit,,15m
SHORT,0.663,,0.6572,0.20138888888889028,TREND,39.8469,0.0087,15.2263,34.9794,4,BEARISH_BOS,True,,,0.01090000000000002,,,BOS,True,,,0.6918,2025-05-05 11:00:00,1,12.314262565539988,4.433134523594396,ADAUSDT,31,0.6076388888888927,0.028799999999999937,2025-05-06 18:00:00,0.6572,0.07142272288013227,stop_loss,BELOW,
