direction,entry,entry_level,tp,sl,rr,regime,adx,atr,plus_di,minus_di,confidence,bos,fvg,liquidity_sweep,bos_strength,range,volume,fvg_size,signal_type,has_fvg,nearest_level,last_swing_low,last_swing_high,timestamp,confidence_threshold_used,entry_mode,candles_since_bos,ema_position,position_size,risk_amount,symbol,bars_alive,max_r,initial_risk,mfe_r,mae_r,max_r_reached,max_price_since_entry,min_price_since_entry,original_sl,scale_level,signal_id,exit_time,exit_price,pnl,exit_reason,exit_type,mtf_tf
LONG,2.4674,1.0,,2.607,1.4332648870636577,TREND,30.6449,0.0258,32.687,17.7285,5.0,BULLISH_BOS,True,,,0.038000000000000256,,,BOS,True,,2.37,,2025-06-09 10:00:00,1,zone,,ABOVE,22.24701174536679,8.898804698146716,NEARUSDT,47,1.9979466119096512,0.09739999999999993,2.059548254620126,0.4763860369609882,2.059548254620126,2.668,2.421,2.37,0,524,2025-06-11 09:00:00,2.607,3.1056828396532077,stop_loss,trailing_stop,
LONG,0.012765,1.0,,0.012709,-0.595744680851067,TREND,34.4242,0.0002,38.8375,7.926,5.0,BULLISH_BOS,True,,,0.00027500000000000094,,,BOS,True,,0.0113,,2025-06-11 05:00:00,1,zone,,ABOVE,22.135118720235994,8.854047488094398,1000PEPEUSDT,4,1.585106382978716,9.400000000000033e-05,2.5957446808510487,2.0106382978723327,2.5957446808510487,0.013009,0.012576,0.0113,1,520,2025-06-11 09:00:00,0.012709,-0.0012395666483332266,stop_loss,trailing_stop,
LONG,15.194,1.0,,15.126,-0.37756801776791554,TREND,39.3998,0.1801,24.4647,14.3537,3.5,BULLISH_BOS,False,,,0.40000000000000036,,,BOS,False,,15.126,,2025-06-11 10:30:00,1,zone,,ABOVE,22.30311727380284,7.583059873092966,LINKUSDT,1,0.0,0.18009999999999948,1.7212659633536902,0.7440310938367614,1.7212659633536902,15.504,15.06,15.013900000000001,0,525,2025-06-11 11:00:00,15.126,-1.5166119746186242,stop_loss,trailing_stop,15m
LONG,21.898,,22.36675,21.5855,-1.0,RANGE,21.5175,0.3125,21.0743,21.3029,3.0,,False,SWEEP_LOW,,0.6000000000000014,,,SWEEP,False,21.5855,,,2025-06-11 17:45:00,1,,,,22.22728667507191,7.112731736023011,AVAXUSDT,3,0.0,0.3125,0.20159999999999628,1.0015999999999963,0.20159999999999628,21.961,21.585,21.5855,0,527,2025-06-11 20:00:00,21.5855,-6.9460270859599715,stop_loss,SL,15m
LONG,5.2238,1.0,,5.005,-1.0,TREND,30.7366,0.067,36.1407,10.5544,3.5,BULLISH_BOS,False,,,0.16199999999999992,,,BOS,False,,5.005,,2025-06-11 14:00:00,1,zone,,ABOVE,22.22728667507191,7.55727746952445,APTUSDT,7,0.0,0.21879999999999988,0.08775137111517624,1.1142595978062133,0.08775137111517624,5.243,4.98,5.005,0,526,2025-06-11 21:00:00,5.005,-4.863330324505731,stop_loss,SL,
LONG,0.3944,,0.4062,0.3865,-1.0,RANGE,20.0716,0.0073,12.3772,26.1297,3.0,,False,SWEEP_LOW,,0.005500000000000005,,,SWEEP,False,0.3865,,,2025-06-12 03:00:00,1,,,,21.636818804548625,6.923782017455559,ARBUSDT,4,0.0,0.007899999999999963,0.037974683544306824,1.39240506329114,0.037974683544306824,0.3947,0.3834,0.3865,0,530,2025-06-12 07:00:00,0.3865,-0.17093086855593334,stop_loss,SL,
LONG,2.663,,2.7429499999999996,2.6097,-1.0,RANGE,17.8969,0.0331,10.7991,19.4384,3.0,,False,SWEEP_LOW,,0.03500000000000014,,,SWEEP,False,2.6097,,,2025-06-12 02:45:00,1,,,,21.636818804548625,6.923782017455559,FILUSDT,8,0.0,0.05329999999999968,0.07504690431519752,1.3133208255159523,0.07504690431519752,2.667,2.593,2.6097,0,529,2025-06-12 10:00:00,2.6097,-1.1532424422824348,stop_loss,SL,15m
LONG,2758.0,,2815.9,2719.4,-1.0,RANGE,16.705,38.6,20.3257,21.0215,3.0,,False,SWEEP_LOW,,43.320000000000164,,,SWEEP,False,2719.5,,,2025-06-11 22:15:00,1,,,,0.1793725911257921,6.923782017455559,ETHUSDT,14,0.44067357512954036,38.59999999999991,0.6686528497409328,1.2616580310880812,0.6686528497409328,2783.81,2709.3,2719.4,0,528,2025-06-12 12:00:00,2719.4,-6.923782017455559,stop_loss,SL,15m
LONG,302.3414,1.0,,292.08,-1.0,TREND,37.8412,4.0057,30.9736,10.2889,4.0,BULLISH_BOS,True,,,6.890000000000043,,,BOS,True,,292.08,,2025-06-12 17:00:00,1,zone,,ABOVE,0.7446149232783232,7.640791573728214,AAVEUSDT,3,0.0,10.261400000000037,0.3974701307813729,1.3878613054748812,0.3974701307813729,306.42,288.1,292.08,0,532,2025-06-12 20:00:00,292.08,-7.6407915737282135,stop_loss,SL,
SHORT,0.0121,1.0,,0.010799,2.6019999999999976,TREND,30.4701,0.0002,13.429,28.9952,3.5,BEARISH_BOS,False,,,0.0007299999999999997,,,BOS,False,,,0.0126,2025-06-12 15:00:00,1,zone,,BELOW,21.224421038133926,7.216303152965535,1000PEPEUSDT,17,3.005999999999996,0.0005000000000000004,3.325999999999996,0.5460000000000008,3.325999999999996,0.012373,0.010437,0.0126,0,531,2025-06-13 08:00:00,0.010799,0.027612971770612237,stop_loss,trailing_stop,
SHORT,0.011558,1.0,,0.010799,0.7333333333333347,TREND,30.4701,0.0002,13.429,28.9952,3.5,BEARISH_BOS,False,,,0.0007299999999999997,,,BOS,False,,,0.0126,2025-06-12 20:00:00,1,zone,,BELOW,21.224421038133926,7.216303152965535,1000PEPEUSDT,12,0.9285024154589377,0.0010349999999999995,1.0830917874396147,0.10338164251207682,1.0830917874396147,0.011665,0.010437,0.0126,1,531,2025-06-13 08:00:00,0.010799,0.01610933556794367,stop_loss,trailing_stop,
SHORT,0.010788,1.0,,0.010799,-0.013546798029555268,TREND,30.4701,0.0002,13.429,28.9952,3.5,BEARISH_BOS,False,,,0.0007299999999999997,,,BOS,False,,,0.0126,2025-06-13 00:00:00,1,zone,,BELOW,21.224421038133926,7.216303152965535,1000PEPEUSDT,8,0.23522167487684797,0.0008119999999999985,0.4322660098522183,0.17733990147783288,0.4322660098522183,0.010932,0.010437,0.0126,2,531,2025-06-13 08:00:00,0.010799,-0.00023346863141944895,stop_loss,trailing_stop,
LONG,424.3107,1.0,,432.3214,1.0,TREND,35.7185,6.4429,36.1419,3.6585,3.5,BULLISH_BOS,False,,,5.100000000000023,,,BOS,False,,416.3,,2025-06-13 15:00:00,1,zone,,ABOVE,0.8847103257480857,7.087149006470177,BCHUSDT,16,3.0196237532300607,8.010699999999986,3.693722146628888,0.2260351779494926,3.693722146628888,453.9,422.5,416.3,0,533,2025-06-14 07:00:00,432.3214,7.087149006470177,stop_loss,trailing_stop,
LONG,433.9,1.0,,432.3214,-0.08969318181818167,TREND,35.7185,6.4429,36.1419,3.6585,3.5,BULLISH_BOS,False,,,5.100000000000023,,,BOS,False,,416.3,,2025-06-13 16:00:00,1,zone,,ABOVE,0.8847103257480857,7.087149006470177,BCHUSDT,15,0.8295454545454575,17.599999999999966,1.1363636363636385,0.34659090909090784,1.1363636363636385,453.9,427.8,416.3,1,533,2025-06-14 07:00:00,432.3214,-1.3966037202259232,stop_loss,trailing_stop,
LONG,448.5,1.0,,432.3214,-1.0,TREND,35.7185,6.4429,36.1419,3.6585,3.5,BULLISH_BOS,False,,,5.100000000000023,,,BOS,False,,416.3,,2025-06-13 23:00:00,1,zone,,ABOVE,0.8847103257480857,7.087149006470177,BCHUSDT,8,0.0,16.178600000000017,0.09271506805285985,1.0013227349708858,0.09271506805285985,450.0,432.3,416.3,2,533,2025-06-14 07:00:00,432.3214,-14.313374476147995,stop_loss,trailing_stop,
SHORT,2.1276,1.0,,2.1612,-0.682926829268291,TREND,37.3763,0.0164,13.4557,26.2123,5.0,BEARISH_BOS,True,SWEEP_LOW,,0.03459999999999974,,,BOS,True,,,2.1768,2025-06-14 16:30:00,1,zone,,BELOW,20.413414441887685,8.165365776755074,XRPUSDT,17,0.08739837398374391,0.04919999999999991,0.4024390243902454,0.7256097560975591,0.4024390243902454,2.1633,2.1078,2.1768,0,534,2025-06-15 09:00:00,2.1612,-0.6858907252474232,stop_loss,trailing_stop,15m
SHORT,2.238,,2.2002,2.2632,1.5,RANGE,22.053,0.0252,26.0623,6.2323,3.0,,False,SWEEP_HIGH,,0.0349999999999997,,,SWEEP,False,2.2632,,,2025-06-15 06:00:00,1,,,,20.413414441887685,6.532292621404059,NEARUSDT,5,1.3888888888889006,0.02519999999999989,1.8253968253968262,0.11904761904762408,1.8253968253968262,2.241,2.192,2.2632,0,535,2025-06-15 11:00:00,2.2002,0.7716270659033511,take_profit,TP,
SHORT,644.6355,1.0,,648.7,-1.0,TREND,37.3778,2.2429,14.0127,31.5287,5.0,BEARISH_BOS,True,,,4.0,,,BOS,True,,,648.7,2025-06-15 20:00:00,1,zone,,BELOW,2.009369049961388,8.167080503568194,BNBUSDT,5,0.0,4.064500000000066,0.5746094230532628,1.3690490835281033,0.5746094230532628,650.2,642.3,648.7,0,537,2025-06-16 01:00:00,648.7,-8.167080503568194,stop_loss,SL,
SHORT,0.3263,1.0,,0.3345,-0.9761904761904788,TREND,30.5956,0.0035,14.6045,27.1805,4.0,BEARISH_BOS,True,,,0.003200000000000036,,,BOS,True,,,0.3347,2025-06-15 09:00:00,1,zone,,BELOW,20.379119905625316,7.336483166025114,ARBUSDT,20,0.5714285714285667,0.008400000000000019,0.8928571428571417,1.3809523809523778,0.8928571428571417,0.3379,0.3188,0.3347,0,536,2025-06-16 05:00:00,0.3345,-0.16710878322612843,stop_loss,trailing_stop,
SHORT,86.89,,84.2833,88.6278,-1.0,RANGE,13.762,0.6314,20.1357,22.1719,4.0,BULLISH_BOS,False,SWEEP_HIGH,,0.5800000000000125,,,SWEEP,False,88.6278,,,2025-06-16 04:00:00,1,,,,4.145105883385416,7.203365004147147,LTCUSDT,10,0.0,1.737799999999993,0.19564967199908206,1.0703187938773202,0.19564967199908206,88.75,86.55,88.6278,0,538,2025-06-16 14:00:00,88.6278,-7.203365004147147,stop_loss,SL,
LONG,7.3234,1.0,,7.722,1.3402824478816386,TREND,35.098,0.1214,24.1765,16.8235,4.5,BULLISH_BOS,False,SWEEP_HIGH,,0.16000000000000014,,,BOS,False,,7.026,,2025-06-16 04:00:00,1,zone,,ABOVE,20.009347233742076,7.603551948821988,UNIUSDT,18,2.1002017484868825,0.29740000000000055,2.194351042367177,0.0,2.194351042367177,7.976,7.3234,7.026,0,539,2025-06-16 22:00:00,7.722,7.975725807369593,stop_loss,trailing_stop,
LONG,7.573,1.0,,7.722,0.27239488117001803,TREND,35.098,0.1214,24.1765,16.8235,4.5,BULLISH_BOS,False,SWEEP_HIGH,,0.16000000000000014,,,BOS,False,,7.026,,2025-06-16 05:00:00,1,zone,,ABOVE,20.009347233742076,7.603551948821988,UNIUSDT,17,0.6855575868372936,0.5470000000000006,0.7367458866544774,0.10603290676416939,0.7367458866544774,7.976,7.515,7.026,1,539,2025-06-16 22:00:00,7.722,2.9813927378275697,stop_loss,trailing_stop,
LONG,7.809,1.0,,7.722,-0.1791598023064246,TREND,35.098,0.1214,24.1765,16.8235,4.5,BULLISH_BOS,False,SWEEP_HIGH,,0.16000000000000014,,,BOS,False,,7.026,,2025-06-16 14:00:00,1,zone,,ABOVE,20.009347233742076,7.603551948821988,UNIUSDT,8,0.10914332784184505,0.4855999999999998,0.20181219110378892,0.5869028006589792,0.20181219110378892,7.907,7.524,7.026,2,539,2025-06-16 22:00:00,7.722,-1.7408132093355555,stop_loss,trailing_stop,
SHORT,0.1748,1.0,,0.17138,0.5428571428571438,TREND,31.7895,0.0018,18.9922,29.5349,3.5,,False,SWEEP_LOW,,0.006159999999999999,,,BOS,False,,,0.1811,2025-06-16 22:00:00,1,momentum,26.0,BELOW,20.10163881116649,6.834557195796607,DOGEUSDT,27,1.707936507936511,0.0063,1.7492063492063494,0.2650793650793614,1.7492063492063494,0.17647,0.16378,0.1811,0,540,2025-06-18 01:00:00,0.17138,0.06874760473418953,stop_loss,trailing_stop,
SHORT,0.6368,1.0,,0.6173,1.0000000000000058,TREND,31.9529,0.0079,9.8921,27.9676,5.0,BEARISH_BOS,True,,,0.01639999999999997,,,BOS,True,,,0.6563,2025-06-16 23:00:00,1,zone,,BELOW,20.10163881116649,8.040655524466596,ADAUSDT,29,1.8102564102564136,0.019499999999999962,1.9333333333333405,0.27692307692307544,1.9333333333333405,0.6422,0.5991,0.6563,0,541,2025-06-18 04:00:00,0.6173,0.39198195681774806,stop_loss,trailing_stop,
SHORT,0.6112,1.0,,0.6173,-0.5754716981132041,TREND,31.9529,0.0079,9.8921,27.9676,5.0,BEARISH_BOS,True,,,0.01639999999999997,,,BOS,True,,,0.6563,2025-06-18 01:00:00,1,zone,,BELOW,20.10163881116649,8.040655524466596,ADAUSDT,3,0.19811320754716794,0.010600000000000054,0.32075471698112656,0.867924528301881,0.32075471698112656,0.6204,0.6078,0.6563,1,541,2025-06-18 04:00:00,0.6173,-0.12261999674811548,stop_loss,trailing_stop,
LONG,7.601,1.0,,7.332,-1.0,TREND,39.74,0.1559,28.8136,15.0252,6.0,BULLISH_BOS,True,SWEEP_HIGH,,0.2889999999999997,,,BOS,True,,7.332,,2025-06-18 04:00:00,1,zone,,ABOVE,20.11854428940668,8.047417715762672,UNIUSDT,6,0.0,0.26900000000000013,0.5353159851301117,1.7881040892193296,0.5353159851301117,7.745,7.12,7.332,0,543,2025-06-18 10:00:00,7.332,-5.4118884138503995,stop_loss,SL,
SHORT,0.6007,1.0,,0.5579,2.57831325301206,TREND,39.9748,0.0098,14.7145,27.1596,5.0,BEARISH_BOS,True,,,0.02059999999999995,,,BOS,True,,,0.6173,2025-06-16 23:00:00,1,zone,,BELOW,20.10163881116649,8.040655524466596,OPUSDT,45,3.813253012048206,0.016599999999999948,4.096385542168691,0.0,4.096385542168691,0.6007,0.5327,0.6173,0,542,2025-06-18 20:00:00,0.5579,0.8603501411179271,stop_loss,trailing_stop,
SHORT,0.5675,1.0,,0.5579,3.4285714285714173,TREND,39.9748,0.0098,14.7145,27.1596,5.0,BEARISH_BOS,True,,,0.02059999999999995,,,BOS,True,,,0.6173,2025-06-18 04:00:00,1,zone,,BELOW,20.10163881116649,8.040655524466596,OPUSDT,16,10.749999999999911,0.0028000000000000247,12.428571428571338,0.928571428571437,12.428571428571338,0.5701,0.5327,0.6173,1,542,2025-06-18 20:00:00,0.5579,0.19297573258719938,stop_loss,trailing_stop,
SHORT,0.5374,1.0,,0.5579,-0.6269113149847071,TREND,39.9748,0.0098,14.7145,27.1596,5.0,BEARISH_BOS,True,,,0.02059999999999995,,,BOS,True,,,0.6173,2025-06-18 10:00:00,1,zone,,BELOW,20.10163881116649,8.040655524466596,OPUSDT,10,0.0,0.03270000000000006,0.14373088685015378,0.9633027522935753,0.14373088685015378,0.5689,0.5327,0.6173,2,542,2025-06-18 20:00:00,0.5579,-0.41208359562891234,stop_loss,trailing_stop,
SHORT,3.5678,1.0,,3.5863,-0.3854166666666655,TREND,37.0584,0.0436,11.5536,19.7968,3.5,BEARISH_BOS,False,,,0.03399999999999981,,,BOS,False,,,3.6158,2025-06-19 06:00:00,1,zone,,BELOW,19.88001198261797,6.75920407409011,DOTUSDT,6,0.23958333333333912,0.04800000000000004,0.31250000000000233,0.4499999999999963,0.31250000000000233,3.5894,3.5528,3.6158,0,544,2025-06-19 12:00:00,3.5863,-0.36778022167843166,stop_loss,trailing_stop,15m
LONG,7.7479,1.0,,7.48,-1.0,TREND,39.0326,0.1598,20.1609,2.101,4.5,BULLISH_BOS,False,SWEEP_HIGH,,0.13600000000000012,,,BOS,False,,7.48,,2025-06-19 07:00:00,1,zone,,ABOVE,19.88001198261797,7.554404553394827,UNIUSDT,7,0.5080253826054544,0.26789999999999914,0.7357222844344955,1.0895856662933934,0.7357222844344955,7.945,7.456,7.48,0,545,2025-06-19 14:00:00,7.48,-5.325855210143337,stop_loss,SL,
SHORT,264.1,,255.28,269.98,1.5000000000000049,RANGE,18.3708,3.9329,24.2281,9.0628,4.0,BULLISH_BOS,False,SWEEP_HIGH,,5.310000000000002,,,SWEEP,False,269.98,,,2025-06-19 09:00:00,1,,,,1.2171435907725296,7.156804313742469,AAVEUSDT,5,2.6139455782313004,5.8799999999999955,2.6445578231292557,0.37244897959183665,2.6445578231292557,266.29,248.55,269.98,0,546,2025-06-19 14:00:00,255.28,10.735206470613738,take_profit,TP,
SHORT,0.171,,0.169,0.1723,1.538461538461545,RANGE,19.2913,0.0014,19.8522,12.83,3.0,BULLISH_BOS,False,SWEEP_HIGH,,0.0015300000000000036,,,SWEEP,False,0.1723,,,2025-06-19 22:00:00,1,,,,20.132090534557562,6.44226897105842,DOGEUSDT,6,2.7384615384615536,0.0012999999999999956,2.9230769230769527,0.353846153846146,2.9230769230769527,0.17146,0.1672,0.1723,0,547,2025-06-20 04:00:00,0.169,0.04026418106911516,take_profit,TP,
SHORT,146.61,,144.6996,147.8836,1.5000000000000224,RANGE,21.0798,1.2736,25.014,16.0404,4.0,BULLISH_BOS,False,SWEEP_HIGH,,1.7699999999999818,,,SWEEP,False,147.8836,,,2025-06-19 22:00:00,1,,,,5.690603480245597,7.247552592440723,SOLUSDT,6,1.7195351758794342,1.2735999999999876,1.8922738693467718,0.7223618090452233,1.8922738693467718,147.53,144.2,147.8836,0,548,2025-06-20 04:00:00,144.6996,10.871328888661246,take_profit,TP,
SHORT,3.5331,1.0,,3.5331,0.0,TREND,38.7831,0.0336,11.3496,23.4857,3.5,BEARISH_BOS,False,,,0.03160000000000007,,,BOS,False,,,3.5712,2025-06-20 02:15:00,1,zone,,BELOW,20.132090534557562,6.844910781749571,DOTUSDT,5,1.6089238845144382,0.03810000000000002,2.0183727034120773,0.18897637795274663,2.0183727034120773,3.5403,3.4562,3.5712,0,549,2025-06-20 07:00:00,3.5331,0.0,stop_loss,trailing_stop,15m
SHORT,3.4718,1.0,,3.5331,-0.6167002012072438,TREND,38.7831,0.0336,11.3496,23.4857,3.5,BEARISH_BOS,False,,,0.03160000000000007,,,BOS,False,,,3.5712,2025-06-20 04:00:00,1,zone,,BELOW,20.132090534557562,6.844910781749571,DOTUSDT,3,0.0,0.09940000000000015,0.1569416498993967,0.6891348088531155,0.1569416498993967,3.5403,3.4562,3.5712,1,549,2025-06-20 07:00:00,3.5331,-1.2340971497683813,stop_loss,trailing_stop,15m
SHORT,3.4852,1.0,,3.5331,-1.0,TREND,38.7831,0.0336,11.3496,23.4857,3.5,BEARISH_BOS,False,,,0.03160000000000007,,,BOS,False,,,3.5712,2025-06-20 05:00:00,1,zone,,BELOW,20.132090534557562,6.844910781749571,DOTUSDT,2,0.20876826722337638,0.047900000000000276,0.34864300626304007,1.150313152400827,0.34864300626304007,3.5403,3.4685,3.5712,2,549,2025-06-20 07:00:00,3.5331,-0.9643271366053128,stop_loss,trailing_stop,15m
SHORT,147.41,,145.5971,148.6186,-1.0,RANGE,21.5066,1.2086,30.792,13.8298,3.0,,False,SWEEP_HIGH,,2.5600000000000023,,,SWEEP,False,148.6186,,,2025-06-20 07:00:00,1,,,,5.445705503551366,6.581679671592126,SOLUSDT,3,0.041370180373972665,1.20859999999999,0.4550719841138404,1.1004467979480586,0.4550719841138404,148.74,146.86,148.6186,0,550,2025-06-20 10:00:00,148.6186,-6.581679671592126,stop_loss,SL,
SHORT,83.9189,1.0,,83.62,0.14788976300034062,TREND,32.8738,0.6843,16.8058,26.096,3.5,BEARISH_BOS,False,,,1.8799999999999955,,,BOS,False,,,85.94,2025-06-20 14:00:00,1,zone,,BELOW,3.4046539491611276,6.881146096649569,LTCUSDT,13,0.7614170501212186,2.021100000000004,1.4936915541041917,0.10939587353421726,1.4936915541041917,84.14,80.9,85.94,0,554,2025-06-21 03:00:00,83.62,1.017651065404224,stop_loss,trailing_stop,
SHORT,104827.7,1.0,,103644.1,0.9278043427137994,TREND,35.4957,549.9429,26.9586,32.8008,5.0,BEARISH_BOS,True,,,1938.8999999999942,,,BOS,True,,,106103.4,2025-06-20 14:30:00,1,zone,,BELOW,0.006345901070830395,8.095465996058316,BTCUSDT,18,1.3902171356902124,1275.699999999997,2.01277729873795,0.0,2.01277729873795,104827.7,102260.0,106103.4,0,552,2025-06-21 08:00:00,103644.1,7.511008507434799,stop_loss,trailing_stop,15m
SHORT,2507.64,1.0,,2436.99,1.3896538158929954,TREND,34.6661,19.5421,20.7902,30.3483,5.0,BEARISH_BOS,True,,,52.870000000000346,,,BOS,True,,,2558.48,2025-06-20 14:30:00,1,zone,,BELOW,0.15923418560303487,8.095465996058316,ETHUSDT,18,2.322580645161282,50.840000000000146,2.826317859952786,0.02419354838709706,2.826317859952786,2508.87,2363.95,2558.48,0,553,2025-06-21 08:00:00,2436.99,11.249895212854428,stop_loss,trailing_stop,15m
SHORT,17.971,1.0,,16.439000000000004,4.0,TREND,32.246,0.1948,20.132,29.5196,3.5,BEARISH_BOS,False,,,0.5159999999999982,,,BOS,False,,,18.354,2025-06-20 14:30:00,1,zone,,BELOW,17.966438894646437,6.881146096649569,AVAXUSDT,57,5.313315926892963,0.3829999999999991,6.198433420365551,0.0,6.198433420365551,17.971,15.597,18.354,0,551,2025-06-22 23:00:00,16.439000000000004,27.524584386598278,stop_loss,trailing_stop,15m
SHORT,17.596,1.0,,16.439000000000004,36.15624999999986,TREND,32.246,0.1948,20.132,29.5196,3.5,BEARISH_BOS,False,,,0.5159999999999982,,,BOS,False,,,18.354,2025-06-21 08:00:00,1,zone,,BELOW,17.966438894646437,6.881146096649569,AVAXUSDT,39,51.87499999999996,0.03200000000000003,62.468749999999964,0.9687499999999618,62.468749999999964,17.627,15.597,18.354,1,551,2025-06-22 23:00:00,16.439000000000004,20.787169801105865,stop_loss,trailing_stop,15m
SHORT,17.153,1.0,,16.439000000000004,1.5063291139240396,TREND,32.246,0.1948,20.132,29.5196,3.5,BEARISH_BOS,False,,,0.5159999999999982,,,BOS,False,,,18.354,2025-06-21 13:00:00,1,zone,,BELOW,17.966438894646437,6.881146096649569,AVAXUSDT,34,2.567510548523203,0.4740000000000002,3.282700421940925,0.20464135021097313,3.282700421940925,17.25,15.597,18.354,2,551,2025-06-22 23:00:00,16.439000000000004,12.828037370777468,stop_loss,trailing_stop,15m
SHORT,0.2789,,0.2705,0.2845,-1.0,RANGE,20.2469,0.0052,27.1117,19.6185,3.0,,False,SWEEP_HIGH,,0.013000000000000012,,,SWEEP,False,0.2845,,,2025-06-23 17:00:00,1,,,,24.28458230735454,7.771066338353453,ARBUSDT,1,0.0,0.005599999999999994,0.0,1.321428571428576,0.0,0.2863,0.2789,0.2845,0,555,2025-06-23 18:00:00,0.2845,-0.13599366092118528,stop_loss,SL,
SHORT,2.0288,,1.98545,2.0577,-1.0,RANGE,11.301,0.0289,23.2213,20.8498,3.0,,False,SWEEP_HIGH,,0.08640000000000003,,,SWEEP,False,2.0556,,,2025-06-23 17:30:00,1,,,,24.28458230735454,7.771066338353453,XRPUSDT,2,0.0,0.028900000000000148,0.0934256055363291,1.1557093425605434,0.0934256055363291,2.0622,2.0261,2.0577,0,556,2025-06-23 19:00:00,2.0577,-0.7018244286825498,stop_loss,SL,15m
SHORT,0.0093,,0.009,0.0095,-1.0,RANGE,22.4287,0.0002,28.4015,18.2232,3.0,,False,SWEEP_HIGH,,0.00016599999999999948,,,SWEEP,False,0.0095,,,2025-06-23 18:00:00,1,,,,24.277782624308482,7.768890439778714,1000PEPEUSDT,2,0.03999999999999653,0.00020000000000000052,0.5399999999999922,1.4999999999999956,0.5399999999999922,0.0096,0.009192,0.0095,0,557,2025-06-23 20:00:00,0.0095,-0.004855556524861709,stop_loss,SL,
SHORT,0.1571,,0.1524,0.1603,-1.0,RANGE,21.6198,0.0025,27.2088,20.3995,4.0,BULLISH_BOS,False,SWEEP_HIGH,,0.0016300000000000203,,,SWEEP,False,0.1603,,,2025-06-23 19:00:00,1,,,,24.242691402874357,8.72736890503477,DOGEUSDT,3,0.0,0.0032000000000000084,0.10624999999999322,2.453125000000001,0.10624999999999322,0.16495,0.15676,0.1603,0,558,2025-06-23 22:00:00,0.1603,-0.07757661248919814,stop_loss,SL,
LONG,0.154,1.0,,0.15055,-0.9857142857142873,TREND,36.5216,0.0029,45.3317,13.0958,3.5,BULLISH_BOS,False,,,0.0039799999999999836,,,BOS,False,,0.1506,,2025-06-24 05:00:00,1,zone,,ABOVE,24.23856979442365,8.241113730104042,HBARUSDT,3,0.06285714285714222,0.003500000000000003,0.2085714285714308,1.0171428571428585,0.2085714285714308,0.15473,0.15044,0.1505,0,562,2025-06-24 08:00:00,0.15055,-0.0836230657907618,stop_loss,trailing_stop,
LONG,18.281,1.0,,17.963,-0.9455842997323715,TREND,32.2881,0.3363,40.4843,11.4486,3.5,BULLISH_BOS,False,,,0.3089999999999975,,,BOS,False,,17.963,,2025-06-24 05:30:00,1,zone,,ABOVE,24.23856979442365,8.241113730104042,AVAXUSDT,3,0.4608980077311939,0.3363000000000014,0.579839429081176,1.2042818911685873,0.579839429081176,18.476,17.876,17.944699999999997,0,560,2025-06-24 08:00:00,17.963,-7.7078651946266685,stop_loss,trailing_stop,15m
LONG,0.0101,1.0,,0.009845,-0.8500000000000003,TREND,36.1147,0.0002,41.8271,12.9527,3.5,BULLISH_BOS,False,,,0.0002710000000000004,,,BOS,False,,0.0098,,2025-06-24 05:00:00,1,zone,,ABOVE,24.23856979442365,8.241113730104042,1000PEPEUSDT,6,0.4366666666666698,0.0002999999999999999,0.6299999999999999,1.0099999999999985,0.6299999999999999,0.010289,0.009797,0.0098,0,559,2025-06-24 11:00:00,0.009845,-0.006180835297578032,stop_loss,trailing_stop,
LONG,0.1659,1.0,,0.16212,-0.9219512195121982,TREND,32.4818,0.0027,45.6777,15.3949,3.5,BULLISH_BOS,False,,,0.003789999999999988,,,BOS,False,,0.1618,,2025-06-24 05:00:00,1,zone,,ABOVE,24.23856979442365,8.241113730104042,DOGEUSDT,8,0.19756097560975772,0.0040999999999999925,0.4195121951219518,1.0560975609756118,0.4195121951219518,0.16762,0.16157,0.1618,0,561,2025-06-24 13:00:00,0.16212,-0.09162179382292153,stop_loss,trailing_stop,
LONG,2.1571,1.0,,2.159,0.006438495425279616,TREND,38.8537,0.0444,48.2315,11.8971,3.5,BULLISH_BOS,False,,,0.07299999999999995,,,BOS,False,,1.862,,2025-06-24 05:00:00,1,zone,,ABOVE,24.23856979442365,8.241113730104042,NEARUSDT,14,0.2402575398170128,0.2950999999999997,0.24364622161979116,0.017282277194170335,0.24364622161979116,2.229,2.152,1.862,0,563,2025-06-24 19:00:00,2.159,0.04605328260940524,stop_loss,trailing_stop,
LONG,2.8246,1.0,,2.7549,-0.9183135704874812,TREND,33.8489,0.0478,27.1179,20.9174,3.5,BULLISH_BOS,False,,,0.07369999999999965,,,BOS,False,,2.7487,,2025-06-24 16:00:00,1,zone,,ABOVE,23.84410524994675,8.106995784981896,SUIUSDT,3,0.0,0.0759000000000003,0.0026350461133066824,1.214756258234515,0.0026350461133066824,2.8248,2.7324,2.7487,0,565,2025-06-24 19:00:00,2.7549,-1.6619341359212907,stop_loss,trailing_stop,
LONG,2.1843,1.0,,2.1765,-0.14498141263940614,TREND,35.1855,0.0341,48.333,12.7071,3.5,BULLISH_BOS,False,,,0.056599999999999984,,,BOS,False,,2.1305,,2025-06-24 05:30:00,1,zone,,ABOVE,24.23856979442365,8.241113730104042,XRPUSDT,22,0.5799256505576246,0.05379999999999985,0.5947955390334595,0.46282527881040464,0.5947955390334595,2.2163,2.1594,2.1305,0,564,2025-06-25 03:00:00,2.1765,-0.18906084439650517,stop_loss,trailing_stop,15m
