direction,entry,entry_level,tp,sl,rr,regime,adx,atr,plus_di,minus_di,confidence,bos,fvg,liquidity_sweep,bos_strength,range,volume,fvg_size,signal_type,has_fvg,nearest_level,last_swing_low,last_swing_high,timestamp,confidence_threshold_used,entry_mode,candles_since_bos,ema_position,position_size,risk_amount,symbol,bars_alive,max_r,initial_risk,mfe_r,mae_r,max_r_reached,max_price_since_entry,min_price_since_entry,original_sl,scale_level,signal_id,exit_time,exit_price,pnl,exit_reason,exit_type,mtf_tf
SHORT,91.6996,1.0,,86.97,2.8314176245210745,TREND,39.3391,0.8814,9.0762,31.9287,5.0,BEARISH_BOS,True,,,2.0799999999999983,,,BOS,True,,,93.37,2025-03-28 04:00:00,1,zone,,BELOW,3.458375888852897,5.776871084739882,LTCUSDT,34,3.6156609195402325,1.6704000000000008,4.130507662835251,0.0,4.130507662835251,91.6996,84.8,93.37,0,307,2025-03-29 14:00:00,86.97,16.356734603918678,stop_loss,trailing_stop,
SHORT,89.71,1.0,,86.97,0.7486338797814172,TREND,39.3391,0.8814,9.0762,31.9287,5.0,BEARISH_BOS,True,,,2.0799999999999983,,,BOS,True,,,93.37,2025-03-28 05:00:00,1,zone,,BELOW,3.458375888852897,5.776871084739882,LTCUSDT,33,1.1065573770491763,3.660000000000011,1.341530054644804,0.16120218579235018,1.341530054644804,90.3,84.8,93.37,1,307,2025-03-29 14:00:00,86.97,9.475949935456919,stop_loss,trailing_stop,
SHORT,2.3061,1.0,,2.135,3.234404536861994,TREND,34.6609,0.0255,9.7506,34.7156,3.5,BEARISH_BOS,False,,,0.055400000000000116,,,BOS,False,,,2.359,2025-03-28 04:15:00,1,zone,,BELOW,14.442177711849704,4.9103404220288995,XRPUSDT,43,4.432892249527391,0.05290000000000017,4.665406427221155,0.0,4.665406427221155,2.3061,2.0593,2.359,0,308,2025-03-29 23:00:00,2.135,2.4710566064974846,stop_loss,trailing_stop,15m
SHORT,2.1156,1.0,,2.135,-0.8255319148936068,TREND,34.6609,0.0255,9.7506,34.7156,3.5,BEARISH_BOS,False,,,0.055400000000000116,,,BOS,False,,,2.359,2025-03-29 14:00:00,1,zone,,BELOW,14.442177711849704,4.9103404220288995,XRPUSDT,9,0.85106382978724,0.023499999999999854,1.9234042553191757,1.1063829787234027,1.9234042553191757,2.1416,2.0704,2.359,1,308,2025-03-29 23:00:00,2.135,-0.280178247609879,stop_loss,trailing_stop,15m
SHORT,2.1062,1.0,,2.135,-0.8753799392097205,TREND,34.6609,0.0255,9.7506,34.7156,3.5,BEARISH_BOS,False,,,0.055400000000000116,,,BOS,False,,,2.359,2025-03-29 15:00:00,1,zone,,BELOW,14.442177711849704,4.9103404220288995,XRPUSDT,8,0.32218844984801437,0.03290000000000015,1.0881458966565316,1.0759878419452868,1.0881458966565316,2.1416,2.0704,2.359,2,308,2025-03-29 23:00:00,2.135,-0.41593471810127053,stop_loss,trailing_stop,15m
SHORT,19.182,2.0,,19.011,0.3339843749999985,TREND,38.4661,0.2432,13.6564,27.8708,3.5,BEARISH_BOS,False,,,0.3260000000000005,,,BOS,False,,,19.694,2025-03-30 13:30:00,1,zone,,BELOW,10.507168166194624,5.379670101091652,AVAXUSDT,23,1.8105468749999976,0.5120000000000005,1.9902343749999951,0.5156250000000052,1.9902343749999951,19.446,18.163,19.694,0,309,2025-03-31 12:00:00,19.011,1.7967257564192742,stop_loss,trailing_stop,15m
SHORT,1814.49,1.0,,1822.95,-0.24528848941722337,TREND,36.3492,15.0021,10.5414,29.2101,4.5,BEARISH_BOS,False,SWEEP_LOW,,46.99000000000001,,,BOS,False,,,1848.98,2025-03-30 13:30:00,1,zone,,BELOW,0.1743279926333999,6.012572465925964,ETHUSDT,23,0.849521600463901,34.49000000000001,1.4041751232241244,0.9182371701942611,1.4041751232241244,1846.16,1766.06,1848.98,0,310,2025-03-31 12:00:00,1822.95,-1.4748148176785696,stop_loss,trailing_stop,15m
SHORT,82454.7,1.0,,82279.6,0.16802610114191563,TREND,31.756,398.4786,7.9266,25.3177,4.5,BEARISH_BOS,False,SWEEP_LOW,,673.3000000000029,,,BOS,False,,,83496.8,2025-03-30 16:30:00,1,zone,,BELOW,0.005769669384824806,6.012572465925964,BTCUSDT,20,1.0017272814509053,1042.1000000000058,1.1922080414547427,0.6464830630457665,1.1922080414547427,83128.4,81212.3,83496.8,0,312,2025-03-31 12:00:00,82279.6,1.0102691092827731,stop_loss,trailing_stop,15m
SHORT,2.809,,2.7664,2.8374,-1.0,RANGE,15.6074,0.0284,20.8543,12.8141,4.0,BULLISH_BOS,False,SWEEP_HIGH,,0.02900000000000036,,,SWEEP,False,2.8374,,,2025-04-01 02:45:00,1,,,,15.889168123258976,5.7201005243732315,FILUSDT,2,0.0,0.02839999999999998,0.3521126760563464,1.6901408450704252,0.3521126760563464,2.857,2.799,2.8374,0,313,2025-04-01 04:00:00,2.8374,-0.4512523747005546,stop_loss,SL,15m
SHORT,161.7179,1.0,,162.41,-0.11530964162543261,TREND,39.9511,2.0886,6.5663,30.7798,3.5,BEARISH_BOS,False,,,3.140000000000015,,,BOS,False,,,167.72,2025-03-30 16:00:00,1,zone,,BELOW,0.8962979792225456,5.379670101091652,AAVEUSDT,37,1.5691008147148422,6.002100000000013,1.6690658269605598,0.9000349877542871,1.6690658269605598,167.12,151.7,167.72,0,311,2025-04-01 05:00:00,162.41,-0.6203278314199333,stop_loss,trailing_stop,
SHORT,158.73,1.0,,162.41,-0.6377816291161179,TREND,39.9511,2.0886,6.5663,30.7798,3.5,BEARISH_BOS,False,,,3.140000000000015,,,BOS,False,,,167.72,2025-03-31 12:00:00,1,zone,,BELOW,0.8962979792225456,5.379670101091652,AAVEUSDT,17,0.2374350086655067,5.77000000000001,0.637781629116113,0.8908145580589265,0.637781629116113,163.87,155.05,167.72,1,311,2025-04-01 05:00:00,162.41,-3.298376563538974,stop_loss,trailing_stop,
SHORT,3.039,,2.9822,3.0769,1.4986807387862768,RANGE,20.6795,0.0379,30.0,19.0566,3.0,,False,SWEEP_HIGH,,0.053999999999999826,,,SWEEP,False,3.0769,,,2025-04-01 15:00:00,1,,,,15.670670284776001,5.01461449112832,AXSUSDT,3,1.4248021108179474,0.037900000000000045,1.7941952506596301,0.23746701846965398,1.7941952506596301,3.048,2.971,3.0769,0,314,2025-04-01 18:00:00,2.9822,0.8900940721752763,take_profit,TP,
LONG,6.2553,1.0,,6.195,-0.7426108374384217,TREND,34.4813,0.0812,30.2551,20.0528,3.5,BULLISH_BOS,False,,,0.07200000000000006,,,BOS,False,,6.195,,2025-04-01 20:00:00,1,zone,,ABOVE,15.715174988384764,5.34315949605082,UNIUSDT,4,0.5628078817734004,0.08119999999999994,1.1293103448275912,0.8903940886699545,1.1293103448275912,6.347,6.183,6.1741,0,316,2025-04-02 00:00:00,6.195,-0.9476250517995981,stop_loss,trailing_stop,
LONG,6.301,1.0,,6.195,-1.0,TREND,34.4813,0.0812,30.2551,20.0528,3.5,BULLISH_BOS,False,,,0.07200000000000006,,,BOS,False,,6.195,,2025-04-01 21:00:00,1,zone,,ABOVE,15.715174988384764,5.34315949605082,UNIUSDT,3,0.0,0.10599999999999987,0.30188679245283084,1.1132075471698157,0.30188679245283084,6.333,6.183,6.1741,1,316,2025-04-02 00:00:00,6.195,-1.665808548768783,stop_loss,trailing_stop,
LONG,84702.6,1.0,,84671.4,-0.014227734962839855,TREND,39.0948,595.3071,35.3983,19.7509,5.0,BULLISH_BOS,True,,,1346.4000000000087,,,BOS,True,,82509.7,,2025-04-01 15:15:00,1,zone,,ABOVE,0.00285843773720205,6.2682681139104,BTCUSDT,11,0.22559168224725026,2192.9000000000087,0.38870901545897707,0.05335400611062955,0.38870901545897707,85555.0,84585.6,82509.7,0,315,2025-04-02 02:00:00,84671.4,-0.08918325740073724,stop_loss,trailing_stop,15m
SHORT,2.812,1.0,,2.818,-0.12500000000000464,TREND,36.5425,0.0306,13.5198,35.1981,5.0,BEARISH_BOS,True,,,0.03500000000000014,,,BOS,True,,,2.86,2025-04-02 00:15:00,1,zone,,BELOW,15.584503308356345,6.233801323342537,FILUSDT,13,0.9583333333333287,0.04800000000000004,1.041666666666662,0.47916666666666896,1.041666666666662,2.835,2.762,2.86,0,319,2025-04-02 13:00:00,2.818,-0.0935070198501416,stop_loss,trailing_stop,15m
SHORT,1893.48,1.0,,1887.45,0.20608339029391573,TREND,31.6644,19.1029,21.6235,30.3507,5.0,BEARISH_BOS,True,,,21.800000000000182,,,BOS,True,,,1922.74,2025-04-02 00:30:00,1,zone,,ABOVE,0.21304857564396923,6.233801323342537,ETHUSDT,13,1.3899521531100507,29.25999999999999,1.4651401230348644,0.06561859193438392,1.4651401230348644,1895.4,1850.61,1922.74,0,318,2025-04-02 13:00:00,1887.45,1.2846829111331286,stop_loss,trailing_stop,15m
SHORT,13.903,1.0,,13.692,0.5861111111111129,TREND,35.5214,0.1744,15.6429,33.7428,5.0,BEARISH_BOS,True,,,0.1919999999999984,,,BOS,True,,,14.263,2025-04-02 00:30:00,1,zone,,ABOVE,15.584503308356345,6.233801323342537,LINKUSDT,13,1.438888888888893,0.35999999999999943,1.6333333333333386,0.0,1.6333333333333386,13.903,13.315,14.263,0,320,2025-04-02 13:00:00,13.692,3.2883301980631936,stop_loss,trailing_stop,15m
SHORT,165.4664,1.0,,164.96,0.14966308074240006,TREND,31.373,2.4143,17.1302,28.6391,5.0,BEARISH_BOS,True,,,2.8500000000000227,,,BOS,True,,,168.85,2025-04-02 00:00:00,1,zone,,BELOW,1.8423576437352331,6.233801323342537,AAVEUSDT,17,2.2805296134294806,3.3836000000000013,2.847972573590252,0.0,2.847972573590252,165.4664,155.83,168.85,0,317,2025-04-02 17:00:00,164.96,0.9329699107874946,stop_loss,trailing_stop,
SHORT,158.2,1.0,,164.96,-1.0,TREND,31.373,2.4143,17.1302,28.6391,5.0,BEARISH_BOS,True,,,2.8500000000000227,,,BOS,True,,,168.85,2025-04-02 13:00:00,1,zone,,BELOW,1.8423576437352331,6.233801323342537,AAVEUSDT,4,0.0,6.760000000000019,0.12130177514792764,1.050295857988166,0.12130177514792764,165.3,157.38,168.85,1,317,2025-04-02 17:00:00,164.96,-12.454337671650212,stop_loss,trailing_stop,
SHORT,158.99,1.0,,164.96,-1.0,TREND,31.373,2.4143,17.1302,28.6391,5.0,BEARISH_BOS,True,,,2.8500000000000227,,,BOS,True,,,168.85,2025-04-02 14:00:00,1,zone,,BELOW,1.8423576437352331,6.233801323342537,AAVEUSDT,3,0.0,5.969999999999999,0.03852596314908178,1.0569514237855953,0.03852596314908178,165.3,158.76,168.85,2,317,2025-04-02 17:00:00,164.96,-10.99887513309934,stop_loss,trailing_stop,
SHORT,301.2411,1.0,,305.6,-0.27836565786868916,TREND,39.9388,5.0357,17.5887,32.766,3.5,BEARISH_BOS,False,,,12.699999999999989,,,BOS,False,,,316.9,2025-04-02 22:00:00,1,zone,,BELOW,0.31870198313974085,4.990522483786875,BCHUSDT,10,0.5454469981927242,15.65889999999996,0.7242590475703957,0.4060885502813111,0.7242590475703957,307.6,289.9,316.9,0,322,2025-04-03 08:00:00,305.6,-1.3891900743078183,stop_loss,trailing_stop,
SHORT,0.7234,1.0,,0.6804,1.3961038961039,TREND,30.4719,0.0172,11.47,21.7805,6.0,BEARISH_BOS,True,SWEEP_LOW,,0.022499999999999964,,,BOS,True,,,0.7542,2025-04-02 21:00:00,1,zone,,BELOW,14.678007305255514,5.8712029221022055,OPUSDT,21,2.061688311688316,0.03079999999999994,2.188311688311693,0.12012987012986795,2.188311688311693,0.7271,0.656,0.7542,0,321,2025-04-03 18:00:00,0.6804,0.6311543141259877,stop_loss,trailing_stop,
SHORT,0.6755,1.0,,0.6804,-0.09496124031007785,TREND,30.4719,0.0172,11.47,21.7805,6.0,BEARISH_BOS,True,SWEEP_LOW,,0.022499999999999964,,,BOS,True,,,0.7542,2025-04-03 10:00:00,1,zone,,BELOW,14.678007305255514,5.8712029221022055,OPUSDT,8,0.30232558139534793,0.05159999999999998,0.37790697674418544,0.1899224806201557,0.37790697674418544,0.6853,0.656,0.7542,1,321,2025-04-03 18:00:00,0.6804,-0.07192223579575224,stop_loss,trailing_stop,
SHORT,5.1495,1.0,,5.091,0.45173745173744767,TREND,33.5411,0.09,19.2063,37.7778,3.5,BEARISH_BOS,False,,,0.133,,,BOS,False,,,5.279,2025-04-03 10:00:00,1,zone,,BELOW,14.608547801540125,4.966906252523643,APTUSDT,22,1.5482625482625454,0.12950000000000017,1.7567567567567548,0.24324324324324528,1.7567567567567548,5.181,4.922,5.279,0,323,2025-04-04 08:00:00,5.091,0.8546000463900908,stop_loss,trailing_stop,
SHORT,147.74,,,152.52,-1.0,TREND,37.6001,2.6293,10.8394,22.1679,4.0,,True,,,3.140000000000015,,,BOS,True,,,152.52,2025-04-04 01:00:00,1,momentum,15.0,BELOW,1.102331252293805,5.269143385964389,AAVEUSDT,7,0.0,4.780000000000001,0.04602510460251021,1.2510460251046,0.04602510460251021,153.72,147.52,152.52,0,324,2025-04-04 08:00:00,152.52,-5.269143385964389,stop_loss,SL,
SHORT,5.022,1.0,,5.091,-0.2684824902723737,TREND,33.5411,0.09,19.2063,37.7778,3.5,BEARISH_BOS,False,,,0.133,,,BOS,False,,,5.279,2025-04-03 18:00:00,1,zone,,BELOW,14.608547801540125,4.966906252523643,APTUSDT,14,0.2840466926070058,0.2569999999999997,0.3891050583657613,0.2840466926070023,0.3891050583657613,5.095,4.922,5.279,1,323,2025-04-04 08:00:00,5.091,-1.0079897983062678,stop_loss,trailing_stop,
LONG,0.1683,1.0,,0.16956,0.14823529411764497,TREND,32.9716,0.003,36.1526,15.4703,4.5,BULLISH_BOS,False,SWEEP_HIGH,,0.0043400000000000105,,,BOS,False,,0.1598,,2025-04-04 17:00:00,1,zone,,ABOVE,14.365382748562608,5.45884544445379,DOGEUSDT,10,0.4411764705882353,0.008500000000000008,0.5247058823529397,0.0,0.5247058823529397,0.17276,0.1683,0.1598,0,325,2025-04-05 03:00:00,0.16956,0.018100382263188646,stop_loss,trailing_stop,
SHORT,4.6985,1.0,,4.166000000000002,5.0,TREND,32.0092,0.0541,6.2005,41.5567,3.5,BEARISH_BOS,False,,,0.06400000000000006,,,BOS,False,,,4.805,2025-04-06 15:00:00,1,zone,,BELOW,14.366287767675766,4.88453784100976,APTUSDT,17,7.084507042253549,0.1064999999999996,7.619718309859185,0.0,7.619718309859185,4.6985,3.887,4.805,0,326,2025-04-07 08:00:00,4.166000000000002,7.650048236287317,stop_loss,trailing_stop,
SHORT,4.564,1.0,,4.166000000000002,1.65145228215767,TREND,32.0092,0.0541,6.2005,41.5567,3.5,BEARISH_BOS,False,,,0.06400000000000006,,,BOS,False,,,4.805,2025-04-06 16:00:00,1,zone,,BELOW,14.366287767675766,4.88453784100976,APTUSDT,16,2.5726141078838216,0.24099999999999966,2.8091286307053984,0.0622406639004137,2.8091286307053984,4.579,3.887,4.805,1,326,2025-04-07 08:00:00,4.166000000000002,5.717782531534925,stop_loss,trailing_stop,
SHORT,1745.59,1.0,,1610.9299999999996,2.0,TREND,36.6812,16.2221,2.8048,53.3662,3.5,BEARISH_BOS,False,,,43.100000000000136,,,BOS,False,,,1812.92,2025-04-06 16:30:00,1,zone,,BELOW,0.07254623260076859,4.88453784100976,ETHUSDT,22,4.6765186395365985,67.33000000000015,4.982474379919787,0.0,4.982474379919787,1745.59,1410.12,1812.92,0,327,2025-04-07 14:00:00,1610.9299999999996,9.76907568201952,stop_loss,trailing_stop,15m
SHORT,1495.05,1.0,,1610.9299999999996,-1.0,TREND,36.6812,16.2221,2.8048,53.3662,3.5,BEARISH_BOS,False,,,43.100000000000136,,,BOS,False,,,1812.92,2025-04-07 08:00:00,1,zone,,BELOW,0.07254623260076859,4.88453784100976,ETHUSDT,6,0.10985502243700428,115.87999999999965,0.18398343113565757,1.250086296168455,0.18398343113565757,1639.91,1473.73,1812.92,1,327,2025-04-07 14:00:00,1610.9299999999996,-8.406657433777038,stop_loss,trailing_stop,15m
SHORT,1483.89,1.0,,1610.9299999999996,-1.0,TREND,36.6812,16.2221,2.8048,53.3662,3.5,BEARISH_BOS,False,,,43.100000000000136,,,BOS,False,,,1812.92,2025-04-07 09:00:00,1,zone,,BELOW,0.07254623260076859,4.88453784100976,ETHUSDT,5,0.012358312342570605,127.03999999999951,0.07997481108312438,1.2281171284634806,0.07997481108312438,1639.91,1473.73,1812.92,2,327,2025-04-07 14:00:00,1610.9299999999996,-9.216273389601605,stop_loss,trailing_stop,15m
SHORT,2.3601,1.0,,2.229,1.1510096575943798,TREND,33.9337,0.0394,17.5725,26.6304,4.0,BEARISH_BOS,True,,,0.03100000000000014,,,BOS,True,,,2.474,2025-04-08 06:00:00,1,zone,,BELOW,14.641986548998924,5.271115157639613,AXSUSDT,20,1.6514486391571532,0.11390000000000011,2.107989464442491,0.23617208077260665,2.107989464442491,2.387,2.12,2.474,0,328,2025-04-09 02:00:00,2.229,1.9195644365737587,stop_loss,trailing_stop,
SHORT,2.238,1.0,,2.229,0.06040268456375769,TREND,33.9337,0.0394,17.5725,26.6304,4.0,BEARISH_BOS,True,,,0.03100000000000014,,,BOS,True,,,2.474,2025-04-08 16:00:00,1,zone,,BELOW,14.641986548998924,5.271115157639613,AXSUSDT,10,0.44295302013422705,0.14900000000000002,0.7919463087248313,0.14765100671140802,0.7919463087248313,2.26,2.12,2.474,1,328,2025-04-09 02:00:00,2.229,0.1317778789409888,stop_loss,trailing_stop,
SHORT,11.136,1.0,,11.481,-0.46000000000000085,TREND,31.2723,0.2229,13.1689,29.3816,4.0,BEARISH_BOS,True,,,0.4060000000000006,,,BOS,True,,,11.886,2025-04-08 16:30:00,1,zone,,BELOW,7.028153543519484,5.271115157639613,LINKUSDT,22,0.5999999999999991,0.75,0.9333333333333323,0.4800000000000016,0.9333333333333323,11.496,10.436,11.886,0,330,2025-04-09 14:00:00,11.481,-2.4247129725142265,stop_loss,trailing_stop,15m
SHORT,16.739,1.0,,16.855,-0.11824668705402638,TREND,31.8052,0.3281,16.1768,24.6462,5.0,BEARISH_BOS,True,SWEEP_LOW,,0.5960000000000001,,,BOS,True,,,17.72,2025-04-08 16:30:00,1,zone,,BELOW,5.970228970030154,5.85679461959957,AVAXUSDT,23,0.7278287461773737,0.9809999999999981,1.1896024464831843,0.17227319062181531,1.1896024464831843,16.908,15.572,17.72,0,329,2025-04-09 15:00:00,16.855,-0.6925465605234958,stop_loss,trailing_stop,15m
SHORT,106.5802,1.0,,108.22,-0.29335575512540607,TREND,31.9142,2.0793,13.26,34.2838,4.0,BEARISH_BOS,True,,,3.6500000000000057,,,BOS,True,,,112.17,2025-04-08 16:00:00,1,zone,,BELOW,0.9429881494220932,5.271115157639613,SOLUSDT,24,0.6315431679129861,5.589799999999997,0.9642921034741869,0.3219793194747561,0.9642921034741869,108.38,101.19,112.17,0,331,2025-04-09 16:00:00,108.22,-1.5463119674223427,stop_loss,trailing_stop,
LONG,4.428,1.0,,4.649,1.057416267942586,TREND,35.3395,0.1041,39.8765,11.3246,3.5,BULLISH_BOS,False,,,0.4009999999999998,,,BOS,False,,4.219,,2025-04-09 17:00:00,1,zone,,ABOVE,14.511375089751656,4.933867530515563,APTUSDT,10,1.7751196172248855,0.20899999999999963,1.9138755980861295,0.0,1.9138755980861295,4.828,4.428,4.219,0,332,2025-04-10 03:00:00,4.649,3.207013894835117,stop_loss,trailing_stop,
LONG,4.716,1.0,,4.649,-0.13480885311871266,TREND,35.3395,0.1041,39.8765,11.3246,3.5,BULLISH_BOS,False,,,0.4009999999999998,,,BOS,False,,4.219,,2025-04-09 18:00:00,1,zone,,ABOVE,14.511375089751656,4.933867530515563,APTUSDT,9,0.167002012072435,0.4969999999999999,0.2253521126760566,0.26559356136821044,0.2253521126760566,4.828,4.584,4.219,1,332,2025-04-10 03:00:00,4.649,-0.9722621310133635,stop_loss,trailing_stop,
SHORT,11.853,1.0,,12.126,-0.3611111111111106,TREND,39.7043,0.2116,13.9386,29.6996,3.5,BEARISH_BOS,False,,,0.5359999999999996,,,BOS,False,,,12.609,2025-04-10 15:30:00,1,zone,,BELOW,6.576532156746736,4.971858310500534,LINKUSDT,9,0.0,0.7560000000000002,0.25,0.3928571428571435,0.25,12.15,11.664,12.609,0,335,2025-04-11 00:00:00,12.126,-1.7953932787918567,stop_loss,trailing_stop,15m
SHORT,2.3583,1.0,,2.365,-0.1103789126853435,TREND,30.9476,0.0389,16.7279,30.1471,3.5,BEARISH_BOS,False,,,0.10200000000000031,,,BOS,False,,,2.419,2025-04-10 15:00:00,1,zone,,BELOW,14.623112677942746,4.971858310500534,AXSUSDT,11,1.125205930807242,0.0607000000000002,1.619439868204279,0.2586490939044517,1.619439868204279,2.374,2.26,2.419,0,334,2025-04-11 02:00:00,2.365,-0.09797485494222184,stop_loss,trailing_stop,
SHORT,0.6125,1.0,,0.6328,-1.0,TREND,38.9741,0.0108,15.0033,26.768,3.5,BEARISH_BOS,False,,,0.013400000000000079,,,BOS,False,,,0.6328,2025-04-10 13:00:00,1,zone,,ABOVE,14.623112677942746,4.971858310500534,ADAUSDT,17,1.1280788177339927,0.020299999999999985,1.3399014778325133,1.1773399014778296,1.3399014778325133,0.6364,0.5853,0.6328,0,333,2025-04-11 06:00:00,0.6328,-0.29684918736223753,stop_loss,SL,
SHORT,2.0091,1.0,,2.049,-0.5399188092016208,TREND,35.987,0.0398,13.465,30.8797,3.5,BEARISH_BOS,False,,,0.10599999999999987,,,BOS,False,,,2.083,2025-04-10 15:00:00,1,zone,,BELOW,14.623112677942746,4.971858310500534,NEARUSDT,15,0.4614343707713124,0.07390000000000008,0.9485791610284164,0.5805142083897143,0.9485791610284164,2.052,1.939,2.083,0,336,2025-04-11 06:00:00,2.049,-0.583462195849913,stop_loss,trailing_stop,
SHORT,0.5896,1.0,,0.6328,-1.0,TREND,38.9741,0.0108,15.0033,26.768,3.5,BEARISH_BOS,False,,,0.013400000000000079,,,BOS,False,,,0.6328,2025-04-10 15:00:00,1,zone,,ABOVE,14.623112677942746,4.971858310500534,ADAUSDT,15,0.0,0.043200000000000016,0.09953703703703631,1.083333333333332,0.09953703703703631,0.6364,0.5853,0.6328,1,333,2025-04-11 06:00:00,0.6328,-0.6317184676871269,stop_loss,SL,
SHORT,2.423,,2.3774,2.4534,1.5000000000000073,RANGE,20.8834,0.0304,37.0892,12.2066,5.0,BULLISH_BOS,False,SWEEP_HIGH,,0.07699999999999996,,,SWEEP,False,2.4534,,,2025-04-12 06:00:00,1,,,,14.452842778711082,5.7811371114844325,AXSUSDT,1,5.822368421052679,0.03039999999999976,5.921052631578999,0.197368421052626,5.921052631578999,2.429,2.243,2.4534,0,338,2025-04-12 07:00:00,2.3774,0.6590496307092234,take_profit,TP,
SHORT,75.3291,1.0,,76.8,-0.75784429903653,TREND,32.1663,0.6836,14.2111,19.3312,4.0,BEARISH_BOS,True,,,0.5900000000000034,,,BOS,True,,,77.27,2025-04-12 02:00:00,1,zone,,ABOVE,2.680727188590856,5.20302340033599,LTCUSDT,11,0.051058787160591944,1.9408999999999992,0.24169199855736906,1.2266989540934607,0.24169199855736906,77.71,74.86,77.27,0,337,2025-04-12 13:00:00,76.8,-3.943081621698291,stop_loss,trailing_stop,
LONG,140.2055,1.0,,146.39,0.9362652335175202,TREND,36.796,1.5821,33.8149,9.3002,4.0,BULLISH_BOS,True,,,2.440000000000026,,,BOS,True,,133.6,,2025-04-12 12:00:00,1,zone,,ABOVE,0.789476389930929,5.214886293688756,AAVEUSDT,12,1.3525849670728902,6.605500000000006,1.4933767315116164,0.0,1.4933767315116164,150.07,140.2055,133.6,0,339,2025-04-13 00:00:00,146.39,4.882516733527819,stop_loss,trailing_stop,
LONG,0.6768,1.0,,0.6819,0.4249999999999991,TREND,30.3581,0.006,33.0969,10.7565,3.5,BULLISH_BOS,False,,,0.0121,,,BOS,False,,0.6648,,2025-04-12 13:00:00,1,zone,,ABOVE,14.288641179161628,4.858138000914954,OPUSDT,12,1.2250000000000028,0.01200000000000001,1.5500000000000036,0.0,1.5500000000000036,0.6954,0.6768,0.6648,0,343,2025-04-13 01:00:00,0.6819,0.07287207001372421,stop_loss,trailing_stop,
LONG,1624.15,1.0,,1627.68,0.044330026371969956,TREND,36.9054,15.9893,44.369,7.2281,4.0,BULLISH_BOS,True,,,41.180000000000064,,,BOS,True,,1544.52,,2025-04-12 13:30:00,1,zone,,ABOVE,0.06459764943486349,5.143910824498186,ETHUSDT,12,0.3925656159738785,79.63000000000011,0.5781740550043941,0.22001758131357477,0.5781740550043941,1670.19,1606.63,1544.52,0,341,2025-04-13 01:00:00,1627.68,0.22802970250506635,stop_loss,trailing_stop,15m
LONG,0.165,1.0,,0.16483,-0.04722222222222293,TREND,37.9602,0.0017,42.0382,10.4034,3.5,BULLISH_BOS,False,,,0.003489999999999993,,,BOS,False,,0.1614,,2025-04-12 13:00:00,1,zone,,ABOVE,14.288641179161628,4.858138000914954,DOGEUSDT,15,0.9361111111111016,0.00360000000000002,1.2277777777777654,0.13055555555555434,1.2277777777777654,0.16942,0.16453,0.1614,0,340,2025-04-13 04:00:00,0.16483,-0.0024290690004575267,stop_loss,trailing_stop,
LONG,0.1658,1.0,,0.16483,-1.0,TREND,37.9602,0.0017,42.0382,10.4034,3.5,BULLISH_BOS,False,,,0.003489999999999993,,,BOS,False,,0.1614,,2025-04-13 01:00:00,1,zone,,ABOVE,14.288641179161628,4.858138000914954,DOGEUSDT,3,0.6597938144329923,0.0009699999999999986,1.2268041237113385,1.3092783505154588,1.2268041237113385,0.16699,0.16453,0.1614,1,340,2025-04-13 04:00:00,0.16483,-0.01385998194378676,stop_loss,trailing_stop,
LONG,0.1715,1.0,,0.17042,-0.29189189189189807,TREND,33.4997,0.0021,34.2221,6.5474,4.0,BULLISH_BOS,True,,,0.004210000000000019,,,BOS,True,,0.1678,,2025-04-12 13:00:00,1,zone,,ABOVE,14.288641179161628,5.143910824498186,HBARUSDT,19,1.4783783783783682,0.003700000000000009,1.918918918918913,0.29189189189189807,1.918918918918913,0.1786,0.17042,0.1678,0,342,2025-04-13 08:00:00,0.17042,-0.01543173247349492,stop_loss,trailing_stop,
LONG,4.9776,1.0,,4.9776,0.0,TREND,33.3727,0.0545,40.498,14.1547,3.5,BULLISH_BOS,False,,,0.2240000000000002,,,BOS,False,,4.886,,2025-04-13 09:00:00,1,zone,,ABOVE,14.546226065293073,4.945716862199645,APTUSDT,2,0.8122270742358085,0.09159999999999968,2.3951965065502296,0.050218340611353204,2.3951965065502296,5.197,4.973,4.886,0,345,2025-04-13 11:00:00,4.9776,0.0,stop_loss,trailing_stop,
LONG,0.6651,2.0,,0.6401,-1.0,TREND,38.2971,0.0079,29.7371,18.0417,3.5,BULLISH_BOS,False,,,0.020000000000000018,,,BOS,False,,0.6401,,2025-04-13 09:00:00,1,zone,,ABOVE,14.546226065293073,4.945716862199645,ADAUSDT,4,0.0,0.025000000000000022,0.12399999999999956,1.1520000000000008,0.12399999999999956,0.6682,0.6363,0.6401,0,344,2025-04-13 13:00:00,0.6401,-0.36365565163232716,stop_loss,SL,
LONG,0.1751,,,0.17042,-0.9957446808510655,TREND,34.8084,0.0022,35.2884,18.5305,4.0,,True,,,0.0035300000000000054,,,BOS,True,,0.1704,,2025-04-13 09:00:00,1,momentum,20.0,ABOVE,14.546226065293073,5.236641383505507,HBARUSDT,4,0.0,0.00470000000000001,0.1276595744680826,1.5765957446808478,0.1276595744680826,0.1757,0.16769,0.1704,0,346,2025-04-13 13:00:00,0.17042,-0.06807633798557183,stop_loss,trailing_stop,
