symbol,direction,entry,entry_level,zone_size_at_entry,tp,sl,rr,regime,adx,atr,plus_di,minus_di,confidence,confidence_bucket,position_size_multiplier,bos,fvg,liquidity_sweep,bos_strength,range,volume,fvg_size,signal_type,has_fvg,nearest_level,last_swing_low,last_swing_high,timestamp,confidence_threshold_used,entry_type,zone_entry_type,htf_filter_variant,htf_filter_applied,entry_mode,candles_since_bos,ema_position,initial_risk,mtf_tf,position_size,risk_amount,trade_risk,stop_distance,max_leverage,requested_size,actual_size,capital_before_entry,risk_percent,allocated_capital,log_message,sizing_warning,capital_after_entry,bars_alive,max_r,mfe_r,mae_r,max_r_reached,max_price_since_entry,min_price_since_entry,original_sl,scale_level,realized_pnl,realized_r,mfe_valid,mae_valid,partial_tp_hits,tp1_taken,tp1_price,signal_id,entry_bar_index,exit_time,exit_price,pnl,exit_reason,exit_type,capital_after_exit,anomaly_flags
BNBUSDT,SHORT,472.65,,3.747321,,475.25,-0.07909209254230473,TREND,35.9187,4.9964,15.4396,22.2302,4.0,4_to_5,1.0,,True,,,3.8000000000000114,,,BOS,True,,,479.2,2022-01-18 04:00:00,2.5,momentum,,NONE,False,momentum,10.0,BELOW,7.0464000000000055,15m,0.14191643960036318,1.0,0.9999999999999999,7.0464000000000055,3.0,67.07680517711165,67.07680517711165,100.0,0.01,67.07680517711165,"ENTRY BNBUSDT: notional=67.076805, capital=100.00, units=0.141916, risk_amount=1.0000, trade_risk=1.0000",False,100.0,2,0.5676657584014527,0.794732061762029,0.3973660308810186,0.794732061762029,475.45,467.05,479.6964,0,0.0,-0.07909209254230473,True,True,0,False,465.6036,1,412,2022-01-18 06:00:00,475.25,-0.5573145208900965,stop_loss,trailing_stop,99.4426854791099,
UNIUSDT,LONG,17.2174,1.0,0.248732,,17.063,-0.45457121075065166,TREND,35.9375,0.3316,29.8945,20.3748,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.25900000000000034,,,BOS,False,,16.552,,2022-01-18 09:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,0.6654000000000018,,1.4944797937948548,0.994426854791099,0.994426854791099,0.6654000000000018,3.0,25.731056401683535,25.731056401683535,99.4426854791099,0.01,25.731056401683535,"ENTRY UNIUSDT: notional=25.731056, capital=99.44, units=1.494480, risk_amount=0.9944, trade_risk=0.9944",False,99.4426854791099,4,0.42320408776675184,0.6215810039074208,1.0661256387135563,0.6215810039074208,17.631,16.508,16.552,0,0.0,-0.45457121075065166,True,True,0,False,17.882800000000003,3,417,2022-01-18 13:00:00,17.063,-0.3024716836334844,stop_loss,trailing_stop,99.0449736129892,
BNBUSDT,SHORT,465.8,,4.138393,,465.8,-0.006993749586002086,TREND,30.1981,5.5179,9.7087,35.9871,4.0,4_to_5,1.0,,True,SWEEP_LOW,,3.9499999999999886,,,BOS,True,,,479.2,2022-01-18 09:45:00,2.5,momentum,,NONE,False,momentum,15.0,BELOW,13.617899999999963,15m,0.0730235098503515,0.994426854791099,0.9944268547910989,13.617899999999963,3.0,34.01435088829373,34.01435088829373,99.4426854791099,0.01,34.01435088829373,"ENTRY BNBUSDT: notional=34.014351, capital=99.44, units=0.073024, risk_amount=0.9944, trade_risk=0.9944",False,99.4426854791099,1,0.0477312948398825,0.2202982838763692,0.09179095161515383,0.2202982838763692,467.05,462.8,479.4179,0,0.0,-0.006993749586002086,True,True,0,False,452.18210000000005,2,417,2022-01-18 10:00:00,465.8,-0.09524018248721755,stop_loss,trailing_stop,99.34744529662268,
UNIUSDT,SHORT,16.056,,0.179036,,15.817300000000003,2.530253302361749,TREND,36.6918,0.2387,19.0604,27.3489,3.0,3_to_4,0.5,,True,,,0.1390000000000029,,,BOS,True,,,16.221,2022-01-19 04:00:00,2.5,momentum,,NONE,False,momentum,8.0,BELOW,0.2386999999999979,,2.0746747719520333,0.990449736129892,0.9904497361298921,0.2386999999999979,3.0,66.6219562769237,66.6219562769237,99.0449736129892,0.01,33.31097813846185,"ENTRY UNIUSDT: notional=66.621956, capital=99.04, units=4.149350, risk_amount=0.9904, trade_risk=0.9904",False,99.0449736129892,10,3.225806451612937,3.4352744030163698,0.0,3.4352744030163698,16.056,15.236,16.2947,0,0.40264764218249616,2.530253302361749,True,True,1,True,15.817300000000003,4,436,2022-01-19 14:00:00,15.817300000000003,0.8052952843649923,take_profit,TP,100.25291653953668,
UNIUSDT,SHORT,15.736,,0.179036,,15.817300000000003,-0.22049265401171392,TREND,36.6918,0.2387,19.0604,27.3489,3.0,3_to_4,0.5,,True,,,0.1390000000000029,,,BOS,True,,,16.221,2022-01-19 05:00:00,2.5,momentum,,NONE,False,momentum,8.0,BELOW,0.3359999999999985,,2.8489730350555575,0.994476212551717,0.9572549397786632,0.3359999999999985,3.0,46.574635954505624,44.83143967963426,99.4476212551717,0.01,44.83143967963426,"SCALE-IN UNIUSDT L1: notional=46.574636, capital=99.45, units=2.959751, risk_amount=0.9945, trade_risk=0.9945",False,54.61618157553744,9,1.3392857142857233,1.4880952380952446,0.2648809523809495,1.4880952380952446,15.825,15.236,16.2947,1,0.40264764218249616,-0.22049265401171392,True,True,1,True,15.817300000000003,4,436,2022-01-19 14:00:00,15.817300000000003,0.04517374057004592,take_profit,TP,100.29809028010673,
UNIUSDT,SHORT,15.313,,0.179036,,15.817300000000003,0.2755325926735043,TREND,36.6918,0.2387,19.0604,27.3489,3.0,3_to_4,0.5,,True,,,0.1390000000000029,,,BOS,True,,,16.221,2022-01-19 07:00:00,2.5,momentum,,NONE,False,momentum,8.0,BELOW,0.5043000000000024,,0.5227114025677597,0.994476212551717,0.2636033603149225,0.5043000000000024,3.0,30.197133140599586,8.004279707520105,99.4476212551717,0.01,8.004279707520105,"SCALE-IN UNIUSDT L2: notional=30.197133, capital=99.45, units=1.971993, risk_amount=0.9945, trade_risk=0.9945",False,91.44334154765158,7,0.05353955978584354,0.15070394606385118,1.0152686892722511,0.15070394606385118,15.825,15.237,16.2947,2,0.40264764218249616,0.2755325926735043,True,True,1,True,15.817300000000003,4,436,2022-01-19 14:00:00,15.817300000000003,0.11626314854073294,take_profit,TP,100.41435342864747,
ADAUSDT,LONG,1.3816,1.0,0.017464,,1.378,-3.63599452031947,TREND,33.1217,0.0233,36.9632,9.6933,4.0,4_to_5,1.0,BULLISH_BOS,True,SWEEP_HIGH,,0.04169999999999985,,,BOS,True,,1.3362,,2022-01-20 15:00:00,2.5,zone,full,NONE,False,zone,,BELOW,0.045399999999999885,,22.117698993094216,1.0041435342864748,1.0041435342864748,0.045399999999999885,3.0,30.55781292885897,30.55781292885897,100.41435342864747,0.01,30.55781292885897,"ENTRY ADAUSDT: notional=30.557813, capital=100.41, units=22.117699, risk_amount=1.0041, trade_risk=1.0041",False,100.41435342864747,5,0.5440528634361284,0.7488986784140995,0.5814977973568292,0.7488986784140995,1.4156,1.3552,1.3362,0,0.0,-3.63599452031947,True,True,0,False,1.4269999999999998,5,471,2022-01-20 20:00:00,1.378,-0.16507415122250352,stop_loss,trailing_stop,100.24927927742498,
BTCUSDT,SHORT,41111.0,1.0,399.053571,,35850.0,0.0006064865162470793,TREND,39.9816,532.0714,23.285,39.0254,3.5,3_to_4,0.5,BEARISH_BOS,False,SWEEP_LOW,,810.0,,,BOS,False,,,43380.5,2022-01-21 00:30:00,2.5,zone,full,NONE,False,zone,,BELOW,2269.5,15m,0.00022086203850501206,1.0024927927742497,1.0024927927742497,2269.5,3.0,18.1597185299591,18.1597185299591,100.24927927742498,0.01,9.07985926497955,"ENTRY BTCUSDT: notional=18.159719, capital=100.25, units=0.000442, risk_amount=1.0025, trade_risk=1.0025",False,100.24927927742498,37,2.7814496585150916,3.150914298303591,0.0,3.150914298303591,41111.0,33960.0,43380.5,0,0.4765247358986827,0.0006064865162470793,True,True,1,True,38841.5,6,480,2022-01-22 13:00:00,35850.0,1.6146835165720876,take_profit,TP,104.08047777959105,
DOTUSDT,SHORT,23.445,,0.367232,,19.155,0.5767066732596534,TREND,35.7878,0.4896,16.9949,39.752,3.5,3_to_4,0.5,BEARISH_BOS,False,SWEEP_LOW,,0.6899999999999977,,,BOS,False,,,25.585,2022-01-21 00:30:00,2.5,momentum,momentum,NONE,False,momentum,,BELOW,2.1400000000000006,15m,0.2342272880313667,1.0024927927742497,1.0024927927742497,2.1400000000000006,3.0,10.982917535790785,10.982917535790785,100.24927927742498,0.01,5.491458767895392,"ENTRY DOTUSDT: notional=10.982918, capital=100.25, units=0.468455, risk_amount=1.0025, trade_risk=1.0025",False,100.24927927742498,37,2.990654205607475,3.464953271028036,0.0,3.464953271028036,23.445,16.03,25.585,0,0.4865722572905189,0.5767066732596534,True,True,1,True,21.305,7,480,2022-01-22 13:00:00,19.155,1.4774384094209179,take_profit,TP,105.55791618901196,
ETHUSDT,SHORT,3033.0,1.0,38.196429,,2430.6,0.006231881980877972,TREND,36.0235,50.9286,19.3128,40.1262,3.5,3_to_4,0.5,BEARISH_BOS,False,SWEEP_LOW,,88.20000000000027,,,BOS,False,,,3272.0,2022-01-21 00:30:00,2.5,zone,full,NONE,False,zone,,BELOW,239.0,15m,0.0020972652568498947,1.0024927927742497,1.0024927927742497,239.0,3.0,12.722011048051462,12.722011048051462,100.24927927742498,0.01,6.361005524025731,"ENTRY ETHUSDT: notional=12.722011, capital=100.25, units=0.004195, risk_amount=1.0025, trade_risk=1.0025",False,100.24927927742498,40,2.708995815899581,3.083682008368201,0.0,3.083682008368201,3033.0,2296.0,3272.0,0,0.4841375263733539,0.006231881980877972,True,True,1,True,2794.0,8,480,2022-01-22 16:00:00,2430.6,1.7314885566165121,take_profit,TP,107.28940474562847,
