time,capital
2022-01-09 08:00:00,100.0
2022-01-09 09:00:00,100.0
2022-01-09 10:00:00,100.0
2022-01-09 11:00:00,100.0
2022-01-09 12:00:00,100.0
2022-01-09 13:00:00,100.0
2022-01-09 14:00:00,100.0
2022-01-09 15:00:00,100.0
2022-01-09 16:00:00,100.0
2022-01-09 17:00:00,100.0
2022-01-09 18:00:00,100.0
2022-01-09 19:00:00,100.0
2022-01-09 20:00:00,100.0
2022-01-09 21:00:00,100.0
2022-01-09 22:00:00,100.0
2022-01-09 23:00:00,100.5944916604304
2022-01-10 00:00:00,99.41561222711884
2022-01-10 01:00:00,99.41561222711884
2022-01-10 02:00:00,99.41561222711884
2022-01-10 03:00:00,99.41561222711884
2022-01-10 04:00:00,99.41561222711884
2022-01-10 05:00:00,99.41561222711884
2022-01-10 06:00:00,99.41561222711884
2022-01-10 07:00:00,99.41561222711884
2022-01-10 08:00:00,99.41561222711884
2022-01-10 09:00:00,99.41561222711884
2022-01-10 10:00:00,99.41561222711884
2022-01-10 11:00:00,99.41561222711884
2022-01-10 12:00:00,99.41561222711884
2022-01-10 13:00:00,99.41561222711884
2022-01-10 14:00:00,97.68163506959311
2022-01-10 15:00:00,96.52115774042862
2022-01-10 16:00:00,96.52115774042862
2022-01-10 17:00:00,96.52115774042862
2022-01-10 18:00:00,96.52115774042862
2022-01-10 19:00:00,94.71956572879972
2022-01-10 20:00:00,94.71956572879972
2022-01-10 21:00:00,94.71956572879972
2022-01-10 22:00:00,94.71956572879972
2022-01-10 23:00:00,94.71956572879972
2022-01-11 00:00:00,94.71956572879972
2022-01-11 01:00:00,93.52393999683227
2022-01-11 02:00:00,93.52393999683227
2022-01-11 03:00:00,93.52393999683227
2022-01-11 04:00:00,93.52393999683227
2022-01-11 05:00:00,93.52393999683227
2022-01-11 06:00:00,93.52393999683227
2022-01-11 07:00:00,93.52393999683227
2022-01-11 08:00:00,93.52393999683227
2022-01-11 09:00:00,93.52393999683227
2022-01-11 10:00:00,93.52393999683227
2022-01-11 11:00:00,92.2115555133945
2022-01-11 12:00:00,92.2115555133945
2022-01-11 13:00:00,92.2115555133945
2022-01-11 14:00:00,90.96525824591319
2022-01-11 15:00:00,90.96525824591319
2022-01-11 16:00:00,90.96525824591319
2022-01-11 17:00:00,91.69400610769222
2022-01-11 18:00:00,91.69400610769222
2022-01-11 19:00:00,91.69400610769222
2022-01-11 20:00:00,91.69400610769222
2022-01-11 21:00:00,91.69400610769222
2022-01-11 22:00:00,91.69400610769222
2022-01-11 23:00:00,91.69400610769222
2022-01-12 00:00:00,91.69400610769222
2022-01-12 01:00:00,91.69400610769222
2022-01-12 02:00:00,92.2028475150438
2022-01-12 03:00:00,92.2028475150438
2022-01-12 04:00:00,92.2028475150438
2022-01-12 05:00:00,92.2028475150438
2022-01-12 06:00:00,92.7260737600483
2022-01-12 07:00:00,92.52249333034186
2022-01-12 08:00:00,92.52249333034186
2022-01-12 09:00:00,92.52249333034186
2022-01-12 10:00:00,92.52249333034186
2022-01-12 11:00:00,92.52249333034186
2022-01-12 12:00:00,92.52249333034186
2022-01-12 13:00:00,92.52249333034186
2022-01-12 14:00:00,92.52249333034186
2022-01-12 15:00:00,92.52249333034186
2022-01-12 16:00:00,92.52249333034186
2022-01-12 17:00:00,92.52249333034186
2022-01-12 18:00:00,92.52249333034186
2022-01-12 19:00:00,92.52249333034186
2022-01-12 20:00:00,92.52249333034186
2022-01-12 21:00:00,91.40746481087437
2022-01-12 22:00:00,91.40746481087437
2022-01-12 23:00:00,91.40746481087437
2022-01-13 00:00:00,91.40746481087437
2022-01-13 01:00:00,91.40746481087437
2022-01-13 02:00:00,91.40746481087437
2022-01-13 03:00:00,91.40746481087437
2022-01-13 04:00:00,91.40746481087437
2022-01-13 05:00:00,91.40746481087437
2022-01-13 06:00:00,91.40746481087437
2022-01-13 07:00:00,91.40746481087437
2022-01-13 08:00:00,91.40746481087437
2022-01-13 09:00:00,91.40746481087437
2022-01-13 10:00:00,91.40746481087437
2022-01-13 11:00:00,91.40746481087437
2022-01-13 12:00:00,91.40746481087437
2022-01-13 13:00:00,91.69053993547732
2022-01-13 14:00:00,91.69053993547732
2022-01-13 15:00:00,91.69053993547732
2022-01-13 16:00:00,90.4349549028964
2022-01-13 17:00:00,90.4349549028964
2022-01-13 18:00:00,90.4349549028964
