symbol,entry_time,exit_time,MFE,MAE,final_R
HBARUSDT,2022-04-02 01:30:00,2022-04-02 10:00:00,0.28819444444444553,0.13194444444444536,0.15972222222222202
AVAXUSDT,2022-04-02 01:30:00,2022-04-02 15:00:00,0.9348534201954388,0.25488599348534163,0.41286644951140006
DOGEUSDT,2022-04-04 10:00:00,2022-04-04 13:00:00,1.0853658536585338,0.0,0.024390243902439684
DOGEUSDT,2022-04-04 11:00:00,2022-04-04 13:00:00,0.029702970297029185,0.7029702970297026,-0.7029702970297026
BNBUSDT,2022-04-05 10:30:00,2022-04-05 13:00:00,0.21973094170403473,0.1278026905829606,-0.08744394618834025
LTCUSDT,2022-04-06 00:30:00,2022-04-06 06:00:00,0.052963430012610606,0.1992433795712484,-0.1349306431273637
AXSUSDT,2022-04-06 01:00:00,2022-04-06 10:00:00,2.4556995738636447,0.1721413352272726,0.5824751420454549
AXSUSDT,2022-04-06 06:00:00,2022-04-06 10:00:00,0.18271954674221047,1.253541076487251,-1.0
XRPUSDT,2022-04-07 23:30:00,2022-04-08 11:00:00,2.805555555555561,0.7222222222222213,1.5000000000000078
BNBUSDT,2022-04-08 17:45:00,2022-04-09 05:00:00,0.6070175438596476,0.2561403508771954,0.14035087719298245
LINKUSDT,2022-04-08 21:30:00,2022-04-09 13:00:00,0.5639097744360916,0.396616541353384,-0.2857142857142843
AAVEUSDT,2022-04-10 00:00:00,2022-04-10 03:00:00,0.15441100778917374,1.1151906118107275,-1.0
BCHUSDT,2022-03-21 07:00:00,2022-04-10 23:00:00,5.106837606837612,1.1495726495726497,-1.0
AXSUSDT,2022-04-11 00:00:00,2022-04-12 03:00:00,3.5138695869698093,0.0,2.3909611429206685
AXSUSDT,2022-04-11 01:00:00,2022-04-12 03:00:00,1.5108055009823238,0.03732809430255366,0.7170923379174879
AAVEUSDT,2022-04-10 23:00:00,2022-04-12 05:00:00,3.296300568034377,0.0,2.1357227300250923
AAVEUSDT,2022-04-12 03:00:00,2022-04-12 05:00:00,0.11702127659574739,1.4680851063829834,-1.0
AAVEUSDT,2022-04-12 04:00:00,2022-04-12 05:00:00,0.261904761904768,2.0476190476190586,-1.0
BTCUSDT,2022-04-12 19:30:00,2022-04-12 21:00:00,0.1080322693791652,0.07050157839354612,-0.017888460189407224
AAVEUSDT,2022-04-14 18:00:00,2022-04-14 20:00:00,1.6243509669651537,0.0,0.8248175182481723
AAVEUSDT,2022-04-14 19:00:00,2022-04-14 20:00:00,0.6341463414634254,1.0,-1.0
ATOMUSDT,2022-04-15 04:00:00,2022-04-15 05:00:00,0.0,0.28865979381443346,-0.0927835051546388
BTCUSDT,2022-04-18 04:30:00,2022-04-18 08:00:00,0.24140995260663506,0.09686018957345971,-0.08471563981042654
