direction,entry,tp,sl,rr,regime,adx,atr,plus_di,minus_di,confidence,bos,fvg,liquidity_sweep,bos_strength,range,volume,fvg_size,signal_type,has_fvg,nearest_level,last_swing_low,last_swing_high,timestamp,confidence_threshold_used,entry_mode,candles_since_bos,ema_position,position_size,risk_amount,symbol,bars_alive,max_r,initial_risk,mfe_r,mae_r,max_r_reached,max_price_since_entry,min_price_since_entry,exit_time,exit_price,pnl,exit_reason,mtf_tf
SHORT,10.352,,10.46,-0.9191489361702195,TREND,32.3136,0.1175,14.2857,36.3526,3.0,,True,,,0.041999999999999815,,,BOS,True,,,10.46,2023-05-10 03:00:00,1,momentum,12.0,BELOW,4.874236681260341,1.5597557380033091,ATOMUSDT,9,0.7659574468085113,0.11749999999999972,1.3021276595744753,2.799999999999997,1.3021276595744753,10.681,10.199,2023-05-10 12:00:00,10.46,-0.5264175615761195,stop_loss,
SHORT,10.868,10.7069,10.9486,-1.0,RANGE,20.2667,0.0806,23.1383,21.0993,3.0,,False,SWEEP_HIGH,,0.20000000000000107,,,SWEEP,False,10.9486,,,2023-05-16 21:00:00,1,,,,4.847915803181535,1.551333057018091,ATOMUSDT,3,0.18610421836228888,0.08060000000000045,0.3846153846153897,1.0794044665012315,0.3846153846153897,10.955,10.837,2023-05-17 00:00:00,10.9486,-0.3907420137364339,stop_loss,
SHORT,10.609,,10.336,1.0111111111111115,TREND,30.6432,0.0574,12.2042,37.858,3.5,BEARISH_BOS,False,,,0.21199999999999974,,,BOS,False,,,10.879,2023-05-31 04:00:00,1,zone,,BELOW,4.828378702494714,1.6416487588482025,ATOMUSDT,29,1.4185185185185174,0.2699999999999996,1.4333333333333373,0.13333333333333203,1.4333333333333373,10.645,10.222,2023-06-01 09:00:00,10.336,1.3181473857810553,stop_loss,
LONG,10.616,,10.592,-0.06486486486486266,TREND,39.8377,0.0615,40.9988,13.2404,3.5,BULLISH_BOS,False,,,0.0600000000000005,,,BOS,False,,10.246,,2023-06-02 15:00:00,1,zone,,ABOVE,4.49745206596347,1.6640572644064806,ATOMUSDT,9,0.07837837837837831,0.3699999999999992,0.12702702702702892,0.17027027027026748,0.12702702702702892,10.663,10.553,2023-06-03 00:00:00,10.592,-0.10793884958311939,stop_loss,
LONG,10.694,,10.725,0.4626865671641601,TREND,37.8069,0.0433,35.1485,12.5413,5.0,BULLISH_BOS,True,,,0.014000000000001123,,,BOS,True,,10.627,,2023-06-03 23:00:00,1,zone,,ABOVE,4.88888912930461,1.955555651721844,ATOMUSDT,25,2.089552238805947,0.06700000000000017,2.238805970149227,0.6268656716418132,2.238805970149227,10.844,10.652,2023-06-05 00:00:00,10.725,0.1515555630084371,stop_loss,
SHORT,9.45,,7.5249999999999915,11.0,TREND,31.9659,0.0676,18.8161,33.4038,3.5,BEARISH_BOS,False,,,0.12099999999999866,,,BOS,False,,,9.625,2023-06-08 16:00:00,1,zone,,BELOW,4.896466907455032,1.664798748534711,ATOMUSDT,36,8.697142857142818,0.1750000000000007,13.6571428571428,0.4171428571428577,13.6571428571428,9.523,7.06,2023-06-10 04:00:00,7.5249999999999915,9.425698796850975,stop_loss,
LONG,9.187,,9.089,-0.38281249999999567,TREND,37.66,0.1213,30.8598,5.477,3.5,BULLISH_BOS,False,,,0.1869999999999994,,,BOS,False,,8.931,,2023-06-22 00:00:00,1,zone,,ABOVE,5.367751847297582,1.8250356280811777,ATOMUSDT,14,0.7656249999999982,0.2560000000000002,0.8671875000000043,0.8320312499999961,0.8671875000000043,9.409,8.974,2023-06-22 14:00:00,9.089,-0.5260396810351575,stop_loss,
LONG,9.363,,9.219,-1.0,TREND,32.8663,0.0773,21.2569,15.9889,5.0,BULLISH_BOS,True,,,0.0730000000000004,,,BOS,True,,9.219,,2023-06-27 07:00:00,1,zone,,ABOVE,5.341449863245824,2.136579945298329,ATOMUSDT,8,0.16666666666667285,0.14400000000000013,0.5625000000000084,1.0694444444444429,0.5625000000000084,9.444,9.209,2023-06-27 15:00:00,9.219,-0.7691687803073993,stop_loss,
LONG,9.361,,9.252,-0.7171052631578898,TREND,39.024,0.0734,21.4981,12.5486,3.0,,True,,,0.03599999999999959,,,BOS,True,,9.209,,2023-06-27 22:00:00,1,momentum,15.0,ABOVE,5.302991424230454,1.6969572557537451,ATOMUSDT,9,0.3749999999999883,0.15200000000000102,0.4539473684210434,1.493421052631571,0.4539473684210434,9.43,9.134,2023-06-28 07:00:00,9.252,-0.5780260652411194,stop_loss,
LONG,9.214,,9.214,0.0,TREND,36.7324,0.0671,23.1097,7.0288,3.5,BULLISH_BOS,False,,,0.09499999999999886,,,BOS,False,,9.126,,2023-06-29 09:00:00,1,zone,,BELOW,5.274090120968398,1.7931906411292553,ATOMUSDT,7,2.14772727272725,0.08800000000000097,2.4545454545454195,0.46590909090909,2.4545454545454195,9.43,9.173,2023-06-29 16:00:00,9.214,0.0,stop_loss,
SHORT,9.065,,9.386,-0.8794520547945193,TREND,32.0243,0.0953,18.3658,25.0375,3.5,BEARISH_BOS,False,,,0.11800000000000033,,,BOS,False,,,9.43,2023-06-29 20:00:00,1,zone,,BELOW,4.9128510715869975,1.7931906411292553,ATOMUSDT,15,0.36986301369862934,0.3650000000000002,0.6027397260273938,0.8794520547945193,0.6027397260273938,9.386,8.845,2023-06-30 11:00:00,9.386,-1.5770251939794249,stop_loss,
SHORT,9.307,,9.423,-0.21090909090909069,TREND,30.606,0.0984,7.9826,50.6531,3.5,BEARISH_BOS,False,,,0.1999999999999993,,,BOS,False,,,9.857,2023-07-05 15:00:00,1,zone,,BELOW,3.2116022051483792,1.7663812128316052,ATOMUSDT,14,0.04181818181818133,0.5499999999999989,0.08727272727272752,0.29999999999999905,0.08727272727272752,9.472,9.259,2023-07-06 05:00:00,9.423,-0.3725458557972109,stop_loss,
SHORT,8.992,,9.077,-0.33073929961089177,TREND,32.4789,0.0646,4.8619,42.9834,3.5,BEARISH_BOS,False,,,0.11499999999999844,,,BOS,False,,,9.249,2023-07-12 19:00:00,1,zone,,BELOW,5.176611568479566,1.7600479332830525,ATOMUSDT,14,0.12062256809338763,0.2569999999999997,0.2256809338521466,0.5914396887159511,0.2256809338521466,9.144,8.934,2023-07-13 09:00:00,9.077,-0.4400119833207583,stop_loss,
LONG,9.838,,9.687,-0.7224880382775123,TREND,35.5495,0.1051,26.8525,7.274,4.0,BULLISH_BOS,True,,,0.07200000000000095,,,BOS,True,,9.629,,2023-07-15 08:00:00,1,zone,,ABOVE,5.154610969313528,1.8556599489528702,ATOMUSDT,8,0.2966507177033554,0.20899999999999963,0.6937799043062278,0.7703349282296644,0.6937799043062278,9.983,9.677,2023-07-15 16:00:00,9.687,-0.7783462563663417,stop_loss,
SHORT,9.335,,9.328,0.07291666666668305,TREND,35.2635,0.0597,10.0478,39.7129,4.0,,True,,,0.049999999999998934,,,BOS,True,,,9.431,2023-07-22 18:00:00,1,momentum,8.0,BELOW,5.1156936564952105,1.841649716338276,ATOMUSDT,11,0.9375000000000335,0.09599999999999831,1.7708333333333823,0.4791666666666686,1.7708333333333823,9.381,9.165,2023-07-23 05:00:00,9.328,0.03580985559547389,stop_loss,
SHORT,8.916,,9.024,-0.2983425414364606,TREND,39.3479,0.0827,9.7582,52.7634,5.0,BEARISH_BOS,True,,,0.375,,,BOS,True,,,9.278,2023-07-24 09:00:00,1,zone,,BELOW,5.1174841492749845,2.046993659709994,ATOMUSDT,17,0.0,0.3620000000000001,0.09944751381215353,0.4309392265193336,0.09944751381215353,9.072,8.88,2023-07-25 02:00:00,9.024,-0.552688288121692,stop_loss,
SHORT,8.824,,8.822,0.006825938566555156,TREND,35.1411,0.0559,8.4291,32.6948,5.0,BEARISH_BOS,True,,,0.11000000000000121,,,BOS,True,,,9.117,2023-07-31 19:00:00,1,zone,,BELOW,5.0898497348689,2.03593989394756,ATOMUSDT,23,0.45051194539248873,0.29300000000000104,0.849829351535835,0.2764505119453899,0.849829351535835,8.905,8.575,2023-08-01 18:00:00,8.822,0.0101796994697412,stop_loss,
SHORT,8.499,,8.448,0.31288343558282256,TREND,34.7676,0.0589,14.1818,33.0909,5.0,BEARISH_BOS,True,,,0.19200000000000017,,,BOS,True,,,8.662,2023-08-04 18:00:00,1,zone,,BELOW,5.090358719842388,2.036143487936955,ATOMUSDT,20,0.7116564417177991,0.16300000000000026,0.8588957055214745,0.23926380368097938,0.8588957055214745,8.538,8.359,2023-08-05 14:00:00,8.448,0.25960829471196256,stop_loss,
LONG,8.666,,8.548,-1.0,TREND,37.7428,0.047,31.459,9.1185,3.5,BULLISH_BOS,False,,,0.10699999999999932,,,BOS,False,,8.548,,2023-08-09 12:00:00,1,zone,,ABOVE,5.103339134577986,1.735135305756515,ATOMUSDT,2,0.0,0.11800000000000033,0.03389830508474193,1.0254237288135601,0.03389830508474193,8.67,8.545,2023-08-09 14:00:00,8.548,-0.602194017880204,stop_loss,
SHORT,8.433,,8.49,-0.48305084745762905,TREND,31.2661,0.0437,9.4771,33.1699,3.5,,False,SWEEP_LOW,,0.07699999999999996,,,BOS,False,,,8.551,2023-08-10 06:00:00,1,momentum,9.0,BELOW,5.073229433683975,1.7248980074525517,ATOMUSDT,6,0.0,0.11800000000000033,0.11016949152542257,0.677966101694914,0.11016949152542257,8.513,8.42,2023-08-10 12:00:00,8.49,-0.28917407771998854,stop_loss,
SHORT,8.45,8.406,8.45,1.9999999999999192,RANGE,17.0534,0.022,33.1169,11.039,4.0,,False,SWEEP_HIGH,,0.05500000000000149,,,SWEEP,False,8.472,,,2023-08-13 20:00:00,1,,,,5.058770729797976,1.8211574627272713,ATOMUSDT,1,0.7727272727272397,0.02200000000000024,2.2272727272726796,0.36363636363640034,2.2272727272726796,8.458,8.401,2023-08-13 21:00:00,8.406,0.2225859121111044,take_profit,
SHORT,6.866,6.7873,6.9054,-1.0,RANGE,17.1148,0.0394,25.4083,25.4083,4.0,BULLISH_BOS,False,SWEEP_HIGH,,0.06199999999999939,,,SWEEP,False,6.9054,,,2023-09-04 02:00:00,1,,,,5.0699000254035305,1.8251640091452712,ATOMUSDT,1,0.12690355329948794,0.039400000000000546,0.15228426395937197,1.319796954314715,0.15228426395937197,6.918,6.86,2023-09-04 03:00:00,6.9054,-0.19975406100090187,stop_loss,
LONG,6.928,,6.907,-0.08860759493670843,TREND,34.4966,0.0609,27.23,10.2113,5.0,BULLISH_BOS,True,,,0.036000000000000476,,,BOS,True,,6.691,,2023-09-07 01:00:00,1,zone,,ABOVE,5.059912322353486,2.0239649289413943,ATOMUSDT,32,0.223628691983122,0.2370000000000001,0.2869198312236307,0.5316455696202543,0.2869198312236307,6.996,6.802,2023-09-08 09:00:00,6.907,-0.10625815876942274,stop_loss,
LONG,6.651,,6.799,1.2131147540983664,TREND,33.6986,0.0415,23.2358,13.7694,3.5,BULLISH_BOS,False,SWEEP_HIGH,,0.06400000000000006,,,BOS,False,,6.529,,2023-09-14 14:00:00,1,zone,,ABOVE,5.054599414415015,1.718563800901105,ATOMUSDT,21,2.0573770491803325,0.12199999999999989,3.262295081967221,0.20491803278688106,3.262295081967221,7.049,6.626,2023-09-15 11:00:00,6.799,0.7480807133334251,stop_loss,
LONG,7.07,,7.037,-0.11262798634812404,TREND,31.8758,0.0572,41.3233,7.8652,5.0,BULLISH_BOS,True,,,0.1459999999999999,,,BOS,True,,6.777,,2023-09-16 02:00:00,1,zone,,ABOVE,5.092003450081686,2.0368013800326743,ATOMUSDT,17,0.2798634812286683,0.29300000000000015,0.290102389078498,0.12627986348122833,0.290102389078498,7.155,7.033,2023-09-16 19:00:00,7.037,-0.16803611385269748,stop_loss,
LONG,7.182,,7.067,-1.0,TREND,38.2214,0.0449,17.965,11.2878,4.5,BULLISH_BOS,False,SWEEP_HIGH,,0.07399999999999984,,,BOS,False,,7.067,,2023-09-29 07:00:00,1,zone,,ABOVE,5.083601644389051,1.9317686248678392,ATOMUSDT,7,0.0,0.11500000000000021,0.026086956521732346,1.0,0.026086956521732346,7.185,7.067,2023-09-29 14:00:00,7.067,-0.5846141891047419,stop_loss,
LONG,7.412,,7.485,0.5251798561151099,TREND,35.4402,0.0518,35.5862,2.069,4.5,BULLISH_BOS,False,SWEEP_HIGH,,0.09299999999999997,,,BOS,False,,7.273,,2023-10-01 18:00:00,1,zone,,ABOVE,5.054370934933814,1.9206609552748493,ATOMUSDT,11,1.482014388489209,0.13900000000000023,1.856115107913666,0.11510791366906466,1.856115107913666,7.67,7.396,2023-10-02 05:00:00,7.485,0.36896907825017045,stop_loss,
LONG,2.161,,2.1739,0.24855491329480106,TREND,32.7538,0.0224,25.717,17.9414,5.0,BULLISH_BOS,True,,,0.02069999999999972,,,BOS,True,,2.1091,,2023-10-22 06:00:00,1,zone,,ABOVE,5.072819388846323,2.029127755538529,TONUSDT,24,1.3603082851637764,0.051899999999999835,1.5183044315992296,0.8786127167630059,1.5183044315992296,2.2398,2.1154,2023-10-23 06:00:00,2.1739,0.06543937011611825,stop_loss,
SHORT,2.0841,,2.0721,0.3269754768392358,TREND,31.3309,0.0161,14.9578,33.2446,4.0,BEARISH_BOS,True,,,0.025700000000000056,,,BOS,True,,,2.1208,2023-10-27 11:00:00,1,zone,,BELOW,5.076091357352129,1.8273928886467665,TONUSDT,18,1.283378746593997,0.03670000000000018,1.7820163487738307,0.4059945504087271,1.7820163487738307,2.099,2.0187,2023-10-28 05:00:00,2.0721,0.0609130962882256,stop_loss,
SHORT,563.5,,555.3,0.9111111111111162,TREND,33.6379,4.0321,7.9717,29.8494,5.0,BEARISH_BOS,True,,,5.149999999999977,,,BOS,True,,,572.5,2024-08-26 06:45:00,1,zone,,BELOW,0.22573942276295733,2.031654804866616,BNBUSDT,22,1.7277777777777727,9.0,1.9499999999999948,0.3555555555555606,1.9499999999999948,566.7,545.95,2024-08-27 04:00:00,555.3,1.8510632666562603,stop_loss,15m
SHORT,505.15,,516.1,-1.0,TREND,39.5794,5.0571,8.7571,33.9689,3.5,BEARISH_BOS,False,,,3.849999999999966,,,BOS,False,,,516.1,2024-09-02 06:30:00,1,zone,,BELOW,0.16058216070043588,1.75837465966978,BNBUSDT,3,0.20547945205479368,10.950000000000045,0.35159817351597716,1.0182648401826422,0.35159817351597716,516.3,501.3,2024-09-02 09:00:00,516.1,-1.7583746596697802,stop_loss,15m
LONG,522.1,,540.3,1.304659498207876,TREND,37.6312,4.9607,29.4456,15.6947,5.0,BULLISH_BOS,True,,,6.850000000000023,,,BOS,True,,508.15,,2024-09-11 16:30:00,1,zone,,ABOVE,0.14577122415816052,2.0335085770063457,BNBUSDT,23,1.634408602150529,13.950000000000045,1.9068100358422893,0.0,1.9068100358422893,548.7,522.1,2024-09-12 15:00:00,540.3,2.6530362796785116,stop_loss,15m
LONG,552.5,560.5358,548.4821,-1.0,RANGE,16.1772,4.0179,18.6667,25.6,4.0,BEARISH_BOS,False,SWEEP_LOW,,9.200000000000045,,,SWEEP,False,548.8821,,,2024-09-15 23:30:00,1,,,,0.4673865383259661,1.8779123723399245,BNBUSDT,2,0.0,4.017900000000054,0.5973269618457266,1.8417581323576688,0.5973269618457266,554.9,545.1,2024-09-16 01:00:00,548.4821,-1.8779123723399245,stop_loss,15m
LONG,550.55,,568.6,1.8324873096446939,TREND,34.21,5.1214,23.6402,16.7364,5.0,BULLISH_BOS,True,,,5.350000000000023,,,BOS,True,,540.7,,2024-09-18 22:30:00,1,zone,,ABOVE,0.20802142691910014,2.0490110551531173,BNBUSDT,37,2.527918781725921,9.849999999999909,2.6649746192893646,0.0,2.6649746192893646,576.8,550.55,2024-09-20 11:00:00,568.6,3.754786755889772,stop_loss,15m
LONG,575.6,,583.05,0.7487437185929545,TREND,39.1174,3.2429,38.6564,10.022,4.0,BULLISH_BOS,True,,,6.0,,,BOS,True,,565.65,,2024-09-21 06:15:00,1,zone,,ABOVE,0.19213026243656411,1.9116961112438218,BNBUSDT,20,1.2914572864321572,9.950000000000045,1.4623115577889334,0.0,1.4623115577889334,590.15,575.6,2024-09-22 02:00:00,583.05,1.4313704551523896,stop_loss,15m
LONG,600.5,,591.8,-1.0,TREND,39.4022,4.0036,42.7297,7.5825,3.5,BULLISH_BOS,False,,,10.75,,,BOS,False,,591.8,,2024-09-26 15:30:00,1,zone,,ABOVE,0.2103246056859606,1.8298240694678667,BNBUSDT,5,0.6149425287356316,8.700000000000045,0.9770114942528685,1.212643678160908,0.9770114942528685,609.0,589.95,2024-09-26 20:00:00,591.8,-1.8298240694678667,stop_loss,15m
LONG,598.25,,606.15,0.9518072289156652,TREND,30.3185,5.4714,30.0261,19.7781,3.5,BULLISH_BOS,False,,,5.25,,,BOS,False,,589.95,,2024-09-27 02:15:00,1,zone,,ABOVE,0.21671289882974973,1.798717060286913,BNBUSDT,17,1.5843373493975963,8.299999999999955,1.9939759036144633,0.0,1.9939759036144633,614.8,598.25,2024-09-27 19:00:00,606.15,1.712031900755018,stop_loss,15m
LONG,573.55,,571.05,-0.2392344497607671,TREND,33.6773,3.375,31.8519,4.6561,5.0,BULLISH_BOS,True,,,8.5,,,BOS,True,,563.1,,2024-10-07 00:30:00,1,zone,,ABOVE,0.20577783311002085,2.150378355999704,BNBUSDT,9,0.2966507177033534,10.449999999999932,0.3732057416268054,0.3301435406698521,0.3732057416268054,577.45,570.1,2024-10-07 09:00:00,571.05,-0.5144445827750521,stop_loss,15m
LONG,568.5,578.6428,563.4286,-1.0,RANGE,14.5574,5.0714,17.6056,26.0563,4.0,,False,SWEEP_LOW,,6.7000000000000455,,,SWEEP,False,564.4286,,,2024-10-08 00:30:00,1,,,,0.3797926643352462,1.9260805179097826,BNBUSDT,5,0.3154947351816087,5.07140000000004,0.5028197341956727,1.2324013093031414,0.5028197341956727,571.05,562.25,2024-10-08 05:00:00,563.4286,-1.9260805179097829,stop_loss,15m
LONG,580.0,,587.0,0.6603773584905647,TREND,37.5982,3.7393,30.9456,18.1471,3.5,BULLISH_BOS,False,,,10.949999999999932,,,BOS,False,,569.4,,2024-10-14 03:30:00,1,zone,,ABOVE,0.16852195055548136,1.7863326758881062,BNBUSDT,24,1.0896226415094272,10.600000000000023,1.1603773584905592,0.533018867924525,1.1603773584905592,592.3,574.35,2024-10-15 03:00:00,587.0,1.1796536538883695,stop_loss,15m
SHORT,590.95,,599.6,-1.0,TREND,37.2123,3.2464,7.3707,36.1936,5.0,BEARISH_BOS,True,,,7.0,,,BOS,True,,,599.6,2024-10-22 08:30:00,1,zone,,BELOW,0.2456833441692231,2.1251609270637744,BNBUSDT,4,0.13294797687862359,8.649999999999977,0.49710982658960456,1.0231213872832292,0.49710982658960456,599.8,586.65,2024-10-22 12:00:00,599.6,-2.1251609270637744,stop_loss,15m
LONG,596.8,,604.0,0.8470588235294171,TREND,34.2223,3.2571,29.8246,12.8289,5.0,BULLISH_BOS,True,,,2.699999999999932,,,BOS,True,,588.3,,2024-10-28 20:15:00,1,zone,,ABOVE,0.24501855394382344,2.082657708522499,BNBUSDT,23,1.6117647058823583,8.5,1.8529411764705883,0.0,1.8529411764705883,612.55,596.8,2024-10-29 19:00:00,604.0,1.7641335883955398,stop_loss,15m
SHORT,589.85,,580.3,0.8967136150234825,TREND,36.8739,3.0357,5.8824,32.1176,3.5,BEARISH_BOS,False,,,3.3500000000000227,,,BOS,False,,,600.5,2024-10-31 06:15:00,1,zone,,BELOW,0.1690374951405495,1.8002493232468484,BNBUSDT,30,1.582159624413151,10.649999999999977,1.887323943661978,0.0,1.887323943661978,589.85,569.75,2024-11-01 12:00:00,580.3,1.6143080785922592,stop_loss,15m
SHORT,572.8,,576.45,-0.2943548387096826,TREND,30.0357,4.6571,19.3252,33.0521,4.5,BEARISH_BOS,False,SWEEP_LOW,,14.950000000000045,,,BOS,False,,,585.2,2024-11-01 15:30:00,1,zone,,BELOW,0.16473509796525218,2.042715214769142,BNBUSDT,17,0.161290322580644,12.400000000000091,0.43951612903224935,0.34677419354839006,0.43951612903224935,577.1,567.35,2024-11-02 08:00:00,576.45,-0.6012831075731855,stop_loss,15m
LONG,629.65,,631.75,0.1390728476821205,TREND,39.6789,5.5321,25.4358,13.428,3.5,,False,SWEEP_HIGH,,9.549999999999955,,,BOS,False,,614.55,,2024-11-10 04:30:00,1,momentum,25.0,ABOVE,0.12036230117577285,1.8174707477541727,BNBUSDT,15,0.8344370860927155,15.100000000000023,1.0165562913907285,0.46026490066224646,1.0165562913907285,645.0,622.7,2024-11-10 19:00:00,631.75,0.25276083246912573,stop_loss,15m
LONG,654.4,,643.55,-0.8369136783320379,TREND,37.4925,12.9643,22.562,11.7906,3.5,BULLISH_BOS,False,,,7.900000000000091,,,BOS,False,,643.55,,2024-11-12 08:30:00,1,zone,,ABOVE,0.1405218702055761,1.8217676819061477,BNBUSDT,1,0.0,12.96429999999998,0.32782333022222615,1.3845714770562205,0.32782333022222615,658.65,636.45,2024-11-12 09:00:00,643.55,-1.524662291730504,stop_loss,15m
LONG,620.65,639.0214,611.4643,-1.0,RANGE,22.1513,9.1857,8.126,35.2644,3.0,,False,SWEEP_LOW,,15.950000000000045,,,SWEEP,False,613.4643,,,2024-11-14 23:30:00,1,,,,0.1840045157604158,1.6902102804204509,BNBUSDT,5,0.391913517750419,9.185699999999997,0.8872486582405238,1.4587892049598812,0.8872486582405238,628.8,607.25,2024-11-15 04:00:00,611.4643,-1.6902102804204509,stop_loss,15m
SHORT,613.4,,615.85,-0.39516129032258507,TREND,33.1239,4.3393,13.1687,32.0988,3.5,BEARISH_BOS,False,,,10.75,,,BOS,False,,,619.6,2024-11-19 20:30:00,1,zone,,BELOW,0.28501852389993043,1.7671148481795815,BNBUSDT,17,0.5322580645161178,6.2000000000000455,1.2741935483870837,0.975806451612907,1.2741935483870837,619.45,605.5,2024-11-20 13:00:00,615.85,-0.6982953835548426,stop_loss,15m
LONG,649.15,,646.15,-0.14319809069212458,TREND,34.4817,8.2679,28.3801,10.2808,5.0,BULLISH_BOS,True,,,8.299999999999955,,,BOS,True,,628.2,,2024-12-03 00:15:00,1,zone,,ABOVE,0.09856767242224651,2.0649927372460577,BNBUSDT,12,0.3508353221957063,20.949999999999932,0.6062052505966629,0.2338902147971357,0.6062052505966629,661.85,644.25,2024-12-03 12:00:00,646.15,-0.29570301726673953,stop_loss,15m
LONG,3933.06,,3973.0,0.40092350933547577,TREND,35.1111,44.1829,28.2964,13.1337,3.5,BULLISH_BOS,False,,,112.71000000000004,,,BOS,False,,3833.44,,2024-12-06 14:30:00,1,zone,,ABOVE,0.017568930690279226,1.7502168753656147,ETHUSDT,17,1.3864685806063044,99.61999999999989,1.5952619955832188,0.0,1.5952619955832188,4091.98,3933.06,2024-12-07 07:00:00,3973.0,0.7017030917697532,stop_loss,15m
