direction,entry,entry_level,zone_size_at_entry,tp,sl,rr,regime,adx,atr,plus_di,minus_di,confidence,confidence_bucket,position_size_multiplier,bos,fvg,liquidity_sweep,bos_strength,range,volume,fvg_size,signal_type,has_fvg,nearest_level,last_swing_low,last_swing_high,timestamp,confidence_threshold_used,entry_type,zone_entry_type,htf_filter_variant,htf_filter_applied,entry_mode,candles_since_bos,ema_position,initial_risk,mtf_tf,position_size,risk_amount,trade_risk,stop_distance,max_leverage,requested_size,actual_size,capital_before_entry,risk_percent,allocated_capital,log_message,sizing_warning,capital_after_entry,symbol,bars_alive,max_r,mfe_r,mae_r,max_r_reached,max_price_since_entry,min_price_since_entry,original_sl,scale_level,realized_pnl,realized_r,mfe_valid,mae_valid,partial_tp_hits,tp1_taken,tp1_price,signal_id,entry_bar_index,exit_time,exit_price,pnl,exit_reason,exit_type,capital_after_exit
SHORT,472.65,,3.747321,,467.43210092034275,0.5537276092087313,TREND,35.9187,4.9964,15.4396,22.2302,4.0,4_to_5,1.0,,True,,,3.8000000000000114,,,BOS,True,,,479.2,2022-01-18 04:00:00,2.5,momentum,,NONE,False,momentum,10.0,BELOW,0.14908283084735016,15m,0.021157304559399133,1.0,0.14908283084735016,7.0464000000000055,3.0,67.07680517711165,10.0,100.0,0.01,10.0,"ENTRY BNBUSDT: notional=10.000000, capital=100.00, units=0.021157, risk_amount=1.0000, trade_risk=0.1491",False,90.0,BNBUSDT,1,26.830722070844665,37.5630108991823,0.0,37.5630108991823,472.65,467.05,479.6964,0,0.0,0.5537276092087313,True,True,0,False,472.5009171691526,1,412,2022-01-18 05:00:00,467.43210092034275,0.0825512794991729,take_profit,TP,90.08255127949917
LONG,17.2174,1.0,0.248732,,17.063,-0.05263941545603015,TREND,35.9375,0.3316,29.8945,20.3748,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.25900000000000034,,,BOS,False,,16.552,,2022-01-18 09:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,0.31332742841103195,,0.23544291284267443,0.8107429615154925,0.31332742841103195,0.6654000000000018,3.0,20.978187354368508,8.107429615154926,81.07429615154925,0.01,4.053714807577463,"ENTRY UNIUSDT: notional=8.107430, capital=81.07, units=0.470886, risk_amount=0.8107, trade_risk=0.3133",False,72.96686653639432,UNIUSDT,4,0.8987403414634559,1.3200248765244595,2.2640852210020723,1.3200248765244595,17.631,16.508,16.552,0,0.06231707145428428,-0.05263941545603015,True,True,1,True,17.530727428411033,3,417,2022-01-18 13:00:00,17.063,0.014665163049244284,take_profit,TP,73.03406604428191
SHORT,465.8,,4.138393,,463.4297517012405,0.02015995347436215,TREND,30.1981,5.5179,9.7087,35.9871,4.0,4_to_5,1.0,,True,SWEEP_LOW,,3.9499999999999886,,,BOS,True,,,479.2,2022-01-18 09:45:00,2.5,momentum,,NONE,False,momentum,15.0,BELOW,0.26336092208439,15m,0.009669659862548216,0.9008255127949917,0.26336092208439,13.617899999999963,3.0,30.812718837699517,9.008255127949917,90.08255127949917,0.01,4.504127563974959,"ENTRY BNBUSDT: notional=9.008255, capital=90.08, units=0.019339, risk_amount=0.9008, trade_risk=0.2634",False,81.07429615154925,BNBUSDT,2,2.468095854371863,11.391211635561845,4.746338181484102,11.391211635561845,467.05,462.8,479.4179,0,-0.010061380368089092,0.02015995347436215,True,True,1,True,465.5366390779156,2,417,2022-01-18 11:00:00,463.4297517012405,0.0002786537521418716,take_profit,TP,73.01940088123267
LONG,17.31,1.0,0.248732,,17.063,-2.0412716688753934,TREND,35.9375,0.3316,29.8945,20.3748,3.5,3_to_4,0.5,BULLISH_BOS,False,,,0.25900000000000034,,,BOS,False,,16.552,,2022-01-18 10:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,0.05815439947214056,,0.4218320174897778,0.7301912222748053,0.10419250831997506,0.2469999999999999,3.0,51.172510354562284,7.301912222748053,73.01912222748052,0.01,7.301912222748053,"SCALE-IN UNIUSDT L1: notional=7.301912, capital=73.02, units=0.421832, risk_amount=0.7302, trade_risk=0.1042",False,65.71721000473246,UNIUSDT,3,3.24996907741335,4.952333832248917,13.79087407452648,4.952333832248917,17.598,16.508,16.552,1,0.06231707145428428,-2.0412716688753934,True,True,1,True,17.530727428411033,3,417,2022-01-18 13:00:00,17.063,-0.06217496325473898,stop_loss,trailing_stop,72.97189108102718
SHORT,16.056,,0.179036,,15.513573791696532,2.087260251217363,TREND,36.6918,0.2387,19.0604,27.3489,3.0,3_to_4,0.5,,True,,,0.1390000000000029,,,BOS,True,,,16.221,2022-01-19 04:00:00,2.5,momentum,,NONE,False,momentum,8.0,BELOW,0.10848524166069405,,0.4544836265634478,0.7297189108102718,0.10848524166069405,0.2386999999999979,3.0,49.08406716367754,7.297189108102718,72.97189108102718,0.01,7.297189108102718,"ENTRY UNIUSDT: notional=7.297189, capital=72.97, units=0.454484, risk_amount=0.7297, trade_risk=0.1085",False,65.67470197292447,UNIUSDT,7,7.097739639169599,7.55863182353125,0.0,7.55863182353125,16.056,15.236,16.2947,0,0.0,2.087260251217363,True,True,0,False,15.947514758339308,4,436,2022-01-19 11:00:00,15.513573791696532,0.2264369327620766,take_profit,TP,53.46052239565978
SHORT,15.736,,0.179036,,15.513573791696532,0.5200525768932619,TREND,36.6918,0.2387,19.0604,27.3489,3.0,3_to_4,0.5,,True,,,0.1390000000000029,,,BOS,True,,,16.221,2022-01-19 05:00:00,2.5,momentum,,NONE,False,momentum,8.0,BELOW,0.09612999444173956,,0.2797935995898415,0.6567470197292447,0.05918047560213018,0.2115147583393071,3.0,48.85981093518266,4.402832083145746,65.67470197292447,0.01,4.402832083145746,"SCALE-IN UNIUSDT L1: notional=6.567470, capital=65.67, units=0.417353, risk_amount=0.6567, trade_risk=0.0883",False,61.27186988977872,UNIUSDT,6,4.681161198576034,5.2012902206400256,0.5409341829465586,5.2012902206400256,15.788,15.236,16.2947,1,0.0,0.5200525768932619,True,True,0,False,15.947514758339308,4,436,2022-01-19 11:00:00,15.513573791696532,0.0499926513261616,take_profit,TP,53.510515046985944
SHORT,0.2591,,0.002306,,0.26445,-0.627110529896912,TREND,33.1544,0.0031,16.3763,36.8177,4.0,4_to_5,1.0,,True,,,0.0024000000000000132,,,BOS,True,,,0.2688,2022-01-19 07:00:00,2.5,momentum,,NONE,False,momentum,2.0,BELOW,0.24586823972881763,15m,25.347241209156493,0.6567470197292447,0.24586823972881763,0.009699999999999986,3.0,17.542593073386342,6.567470197292447,65.67470197292447,0.01,6.567470197292447,"ENTRY HBARUSDT: notional=6.567470, capital=65.67, units=25.347241, risk_amount=0.6567, trade_risk=0.2459",False,59.107231775632016,HBARUSDT,12,0.019726012621025666,0.02765708986040689,0.025216758402135726,0.02765708986040689,0.2653,0.2523,0.2688,0,0.0,-0.627110529896912,True,True,0,False,0.013231760271182363,5,439,2022-01-19 19:00:00,0.26445,-0.1541865621011598,stop_loss,trailing_stop,53.23498496614831
SHORT,21.89,3.0,0.289714,,22.477,-0.20300574262581805,TREND,31.0678,0.3863,18.2138,39.7374,4.0,4_to_5,1.0,,True,,,0.29799999999999827,,,BOS,True,,,23.146,2022-01-19 07:00:00,2.5,momentum,full,NONE,False,momentum,11.0,BELOW,0.339144280996774,15m,0.13500966600190045,0.5910723177563202,0.339144280996774,1.2560000000000002,3.0,10.30141165261612,5.910723177563202,59.107231775632016,0.01,2.955361588781601,"ENTRY LINKUSDT: notional=5.910723, capital=59.11, units=0.270019, risk_amount=0.5911, trade_risk=0.3391",False,53.19650859806882,LINKUSDT,7,1.33866329299629,1.963765976069446,1.8605650614111413,1.963765976069446,22.521,21.224,23.146,0,0.03757686482888884,-0.20300574262581805,True,True,1,True,21.550855719003227,6,439,2022-01-19 14:00:00,22.477,-0.050059804206604795,stop_loss,trailing_stop,53.46045524277934
SHORT,22.09,3.0,0.289714,,22.477,-2.0281067520655838,TREND,31.0678,0.3863,18.2138,39.7374,4.0,4_to_5,1.0,,True,,,0.29799999999999827,,,BOS,True,,,23.146,2022-01-19 11:00:00,2.5,momentum,full,NONE,False,momentum,11.0,BELOW,0.052248740742735535,15m,0.24223863760518763,0.5351051504698594,0.09374635275320772,0.38700000000000045,3.0,30.543857296845427,5.351051504698595,53.510515046985944,0.01,5.351051504698595,"SCALE-IN LINKUSDT L1: notional=5.351052, capital=53.51, units=0.242239, risk_amount=0.5351, trade_risk=0.0937",False,48.15946354228735,LINKUSDT,3,3.713008146076173,5.052753353423257,8.249002633808463,5.052753353423257,22.521,21.826,23.146,1,0.03757686482888884,-2.0281067520655838,True,True,1,True,21.550855719003227,6,439,2022-01-19 14:00:00,22.477,-0.07128371452987009,stop_loss,trailing_stop,53.38917152824947
LONG,1.3816,1.0,0.017464,,1.378,-0.16439298325991017,TREND,33.1217,0.0233,36.9632,9.6933,4.0,4_to_5,1.0,BULLISH_BOS,True,SWEEP_HIGH,,0.04169999999999985,,,BOS,True,,1.3362,,2022-01-20 15:00:00,2.5,zone,full,NONE,False,zone,,BELOW,0.17493256495824608,,3.853140197318205,0.5323498496614831,0.17493256495824608,0.045399999999999885,3.0,16.200320535072837,5.323498496614832,53.23498496614831,0.01,5.323498496614832,"ENTRY ADAUSDT: notional=5.323498, capital=53.23, units=3.853140, risk_amount=0.5323, trade_risk=0.1749",False,47.91148646953348,ADAUSDT,5,0.14119726653465411,0.1943606098047859,0.15091529702489234,0.1943606098047859,1.4156,1.3552,1.3362,0,0.0,-0.16439298325991017,True,True,0,False,1.556532564958246,7,471,2022-01-20 20:00:00,1.378,-0.028757686222794097,stop_loss,trailing_stop,47.88272878331068
SHORT,41111.0,1.0,399.053571,,39723.78152220549,0.5613793075791188,TREND,39.9816,532.0714,23.285,39.0254,3.5,3_to_4,0.5,BEARISH_BOS,False,SWEEP_LOW,,810.0,,,BOS,False,,,43380.5,2022-01-21 00:30:00,2.5,zone,full,NONE,False,zone,,BELOW,0.2643327892138931,15m,0.00011647181723458608,0.47882728783310685,0.2643327892138931,2269.5,3.0,8.673746917870393,4.788272878331068,47.88272878331068,0.01,4.788272878331068,"ENTRY BTCUSDT: notional=4.788273, capital=47.88, units=0.000116, risk_amount=0.4788, trade_risk=0.2643",False,43.09445590497961,BTCUSDT,1,1000.0,50.0,0.0,50.0,41111.0,39723.0,43380.5,0,0.0,0.5613793075791188,True,True,0,False,41110.735667210785,8,480,2022-01-21 01:00:00,39723.78152220549,0.14839095817935247,take_profit,TP,29.406349911574903
SHORT,23.445,,0.367232,,23.051644761626545,0.11504442513409253,TREND,35.7878,0.4896,16.9949,39.752,3.5,3_to_4,0.5,BEARISH_BOS,False,SWEEP_LOW,,0.6899999999999977,,,BOS,False,,,25.585,2022-01-21 00:30:00,2.5,momentum,momentum,NONE,False,momentum,,BELOW,0.39335523837345443,15m,0.09190542952650801,0.4309445590497961,0.39335523837345443,2.1400000000000006,3.0,4.7212594331413404,4.309445590497961,43.09445590497961,0.01,2.1547227952489805,"ENTRY DOTUSDT: notional=4.309446, capital=43.09, units=0.183811, risk_amount=0.4309, trade_risk=0.3934",False,38.78501031448165,DOTUSDT,2,2.682054024149984,3.126944502089557,0.0,3.126944502089557,23.445,22.215,25.585,0,0.030168884848105332,0.11504442513409253,True,True,1,True,23.051644761626545,9,480,2022-01-21 02:00:00,23.051644761626545,0.060337769696210665,take_profit,TP,29.533664214499673
SHORT,3033.0,1.0,38.196429,,3018.3299822509816,0.025933730719139604,TREND,36.0235,50.9286,19.3128,40.1262,3.5,3_to_4,0.5,BEARISH_BOS,False,SWEEP_LOW,,88.20000000000027,,,BOS,False,,,3272.0,2022-01-21 00:30:00,2.5,zone,full,NONE,False,zone,,BELOW,0.3056253697712204,15m,0.001278767237536487,0.38785010314481655,0.3056253697712204,239.0,3.0,4.921963861247819,3.8785010314481654,38.78501031448165,0.01,3.8785010314481654,"ENTRY ETHUSDT: notional=3.878501, capital=38.79, units=0.001279, risk_amount=0.3879, trade_risk=0.3056",False,34.906509283033486,ETHUSDT,1,438.60887628649726,50.0,0.0,50.0,3033.0,2891.45,3272.0,0,0.0,0.025933730719139604,True,True,0,False,3032.6943746302286,10,480,2022-01-21 01:00:00,3018.3299822509816,0.0079260060405843,take_profit,TP,29.444444802463593
SHORT,15.683,,0.335464,,12.89047925735732,0.7865023688369907,TREND,34.7682,0.4473,15.107,38.5819,3.5,3_to_4,0.5,BEARISH_BOS,False,SWEEP_LOW,,0.5800000000000001,,,BOS,False,,,17.53,2022-01-21 00:30:00,2.5,momentum,momentum,NONE,False,momentum,,BELOW,0.3490650928303349,15m,0.0944951523633824,0.3490650928303349,0.3490650928303349,1.8470000000000013,3.0,2.9639349490298526,2.9639349490298526,34.906509283033486,0.01,1.4819674745149263,"ENTRY NEARUSDT: notional=2.963935, capital=34.91, units=0.188990, risk_amount=0.3491, trade_risk=0.3491",False,31.942574334003634,NEARUSDT,22,8.614439145485022,10.837520215287608,0.0,10.837520215287608,15.683,11.9,17.53,0,0.028881642339867227,0.7865023688369907,True,True,1,True,15.333934907169665,11,480,2022-01-21 22:00:00,12.89047925735732,0.28898134355929606,take_profit,TP,24.825133972205137
SHORT,128.715,,2.101339,,121.6876336465192,0.4359650980948241,TREND,32.9488,2.8018,19.4264,44.2065,4.0,4_to_5,1.0,BEARISH_BOS,True,,,3.2700000000000102,,,BOS,True,,,144.03,2022-01-21 00:30:00,2.5,momentum,momentum,NONE,False,momentum,,BELOW,0.31942574334003637,15m,0.020857051475026863,0.31942574334003637,0.31942574334003637,15.314999999999998,3.0,2.684615380608083,2.684615380608083,31.942574334003634,0.01,2.684615380608083,"ENTRY SOLUSDT: notional=2.684615, capital=31.94, units=0.020857, risk_amount=0.3194, trade_risk=0.3194",False,29.25795895339555,SOLUSDT,2,22.96308344876175,24.152718310456276,0.0,24.152718310456276,128.715,121.0,144.03,0,0.0,0.4359650980948241,True,True,0,False,128.39557425665996,12,480,2022-01-21 02:00:00,121.6876336465192,0.13925847552925105,take_profit,TP,29.672922690028923
SHORT,199.95,,3.73125,,182.14624638598264,0.8069544855410491,TREND,34.5915,4.975,10.1938,44.5083,4.0,4_to_5,1.0,BEARISH_BOS,True,,,5.150000000000006,,,BOS,True,,,221.35,2022-01-21 02:00:00,2.5,momentum,momentum,NONE,False,momentum,,BELOW,0.29672922690028924,,0.013865851724312577,0.29672922690028924,0.29672922690028924,21.400000000000006,3.0,2.7724770522762996,2.7724770522762996,29.672922690028923,0.01,2.7724770522762996,"ENTRY AAVEUSDT: notional=2.772477, capital=29.67, units=0.013866, risk_amount=0.2967, trade_risk=0.2967",False,26.90044563775262,AAVEUSDT,1,49.7086187096645,50.0,0.0,50.0,199.95,181.45,221.35,0,0.0,0.8069544855410491,True,True,0,False,199.6532707730997,13,482,2022-01-21 03:00:00,182.14624638598264,0.23944698063831613,take_profit,TP,24.449848054615675
SHORT,14.927,,0.335464,,12.89047925735732,10.367958339137395,TREND,34.7682,0.4473,15.107,38.5819,3.5,3_to_4,0.5,BEARISH_BOS,False,SWEEP_LOW,,0.5800000000000001,,,BOS,False,,,17.53,2022-01-21 02:00:00,2.5,momentum,momentum,NONE,False,momentum,,BELOW,0.038453376054976396,15m,0.1987869142495406,0.29672922690028924,0.08089333449668101,0.4069349071696653,3.0,10.884485680393837,2.9672922690028924,29.672922690028923,0.01,2.9672922690028924,"SCALE-IN NEARUSDT L1: notional=2.967292, capital=29.67, units=0.198787, risk_amount=0.2967, trade_risk=0.0809",False,26.70563042102603,NEARUSDT,20,58.53842317464578,50.0,2.392507744143689,50.0,15.019,11.9,17.53,1,0.028881642339867227,10.367958339137395,True,True,1,True,15.333934907169665,11,480,2022-01-21 22:00:00,12.89047925735732,0.425973827299179,take_profit,TP,25.251107799504314
SHORT,434.5,,6.160714,,419.3645524854744,0.33072463096619165,TREND,34.1122,8.2143,9.8696,43.3478,4.0,4_to_5,1.0,BEARISH_BOS,True,,,8.25,,,BOS,True,,,476.65,2022-01-21 02:15:00,2.5,momentum,momentum,NONE,False,momentum,,BELOW,0.26095599162975197,15m,0.00619112672905699,0.26900445637752624,0.26095599162975197,42.14999999999998,3.0,2.7730115372724846,2.6900445637752624,26.90044563775262,0.01,2.6900445637752624,"ENTRY BNBUSDT: notional=2.690045, capital=26.90, units=0.006191, risk_amount=0.2690, trade_risk=0.2610",False,24.21040107397736,BNBUSDT,1,45.40995562505792,50.0,0.0,50.0,434.5,418.7,476.65,0,0.0,0.33072463096619165,True,True,0,False,434.23904400837023,14,482,2022-01-21 03:00:00,419.3645524854744,0.08630457403016632,take_profit,TP,24.53615262864584
SHORT,14.569,,0.335464,,12.89047925735732,3.8626358395889917,TREND,34.7682,0.4473,15.107,38.5819,3.5,3_to_4,0.5,BEARISH_BOS,False,SWEEP_LOW,,0.5800000000000001,,,BOS,False,,,17.53,2022-01-21 03:00:00,2.5,momentum,momentum,NONE,False,momentum,,BELOW,0.07228264060106718,15m,0.16841343008199494,0.2453615262864584,0.12882531150589552,0.7649349071696641,3.0,4.673171590108312,2.4536152628645844,24.53615262864584,0.01,2.4536152628645844,"SCALE-IN NEARUSDT L2: notional=2.453615, capital=24.54, units=0.168413, risk_amount=0.2454, trade_risk=0.1288",False,22.082537365781256,NEARUSDT,19,26.18886062073461,36.92449497978904,5.492328402763653,36.92449497978904,14.966,11.9,17.53,2,0.028881642339867227,3.8626358395889917,True,True,1,True,15.333934907169665,11,480,2022-01-21 22:00:00,12.89047925735732,0.30509282802027715,take_profit,TP,25.556200627524593
SHORT,110.395,,3.820714,,104.00594984311884,0.3711607060482083,TREND,35.7724,5.0943,9.0157,26.6054,3.0,3_to_4,0.5,,True,,,1.8499999999999943,,,BOS,True,,,126.8,2022-01-22 04:45:00,2.5,momentum,,NONE,False,momentum,4.0,BELOW,0.25556200627524595,15m,0.015578299681514534,0.25556200627524595,0.25556200627524595,16.405,3.0,1.719766393340797,1.719766393340797,25.556200627524593,0.01,1.719766393340797,"ENTRY SOLUSDT: notional=1.719766, capital=25.56, units=0.015578, risk_amount=0.2556, trade_risk=0.2556",False,23.836434234183795,SOLUSDT,1,24.103739400783777,27.194965720040166,0.0,27.194965720040166,110.395,103.445,126.8,0,0.0,0.3711607060482083,True,True,0,False,110.13943799372475,15,508,2022-01-22 05:00:00,104.00594984311884,0.09485457468821692,take_profit,TP,23.93128880887201
SHORT,17.81,1.0,0.346607,,17.57068711191128,0.10485084080508363,TREND,31.2955,0.4621,15.3014,36.1669,4.0,4_to_5,1.0,BEARISH_BOS,True,,,0.5899999999999999,,,BOS,True,,,19.62,2022-01-24 10:00:00,2.5,zone,full,NONE,False,zone,,BELOW,0.23931288808872012,15m,0.13221706524238663,0.23931288808872012,0.23931288808872012,1.8100000000000023,3.0,2.3547859319669056,2.3547859319669056,23.93128880887201,0.01,2.3547859319669056,"ENTRY FILUSDT: notional=2.354786, capital=23.93, units=0.132217, risk_amount=0.2393, trade_risk=0.2393",False,21.576502876905106,FILUSDT,1,1.9221697739465757,3.802553248459553,0.0,3.802553248459553,17.81,16.9,19.62,0,0.0,0.10485084080508363,True,True,0,False,17.57068711191128,16,562,2022-01-24 11:00:00,17.57068711191128,0.025092157531595185,take_profit,TP,20.36372512698097
SHORT,17.77,2.0,0.377679,,17.3615015360151,0.19422406769397987,TREND,31.2255,0.5036,13.9007,33.7589,3.5,3_to_4,0.5,BEARISH_BOS,False,SWEEP_LOW,,0.5599999999999987,,,BOS,False,,,19.62,2022-01-24 11:00:00,2.5,zone,full,NONE,False,zone,,BELOW,0.204249231992449,15m,0.11040499026618855,0.204249231992449,0.204249231992449,1.8500000000000014,3.0,1.9618966770301705,1.9618966770301705,20.424923199244898,0.01,1.9618966770301705,"ENTRY FILUSDT: notional=1.961897, capital=20.42, units=0.110405, risk_amount=0.2042, trade_risk=0.2042",False,18.463026522214726,FILUSDT,1,3.7699040162288893,4.749099864600026,0.0,4.749099864600026,17.77,16.8,19.62,0,0.0,0.19422406769397987,True,True,0,False,17.56575076800755,18,563,2022-01-24 12:00:00,17.3615015360151,0.03967011666094481,take_profit,TP,18.50269663887567
SHORT,86.86,,2.3625,,82.32893439584993,0.28363295300014146,TREND,32.8239,3.15,14.6485,34.4218,5.0,5_plus,1.25,BEARISH_BOS,True,,,3.4299999999999926,,,BOS,True,,,102.0,2022-01-24 11:00:00,2.5,momentum,momentum,NONE,False,momentum,,BELOW,0.21576502876905107,15m,0.014251322904164535,0.21576502876905107,0.21576502876905107,15.14,3.0,1.2378699074557316,1.2378699074557316,21.576502876905106,0.01,1.2378699074557316,"ENTRY SOLUSDT: notional=1.237870, capital=21.58, units=0.014251, risk_amount=0.2158, trade_risk=0.2158",False,20.338632969449375,SOLUSDT,1,13.255160098540642,23.683170665574366,1.6453083339097838,23.683170665574366,87.215,81.75,102.0,0,0.0,0.28363295300014146,True,True,0,False,86.64423497123094,17,562,2022-01-24 11:00:00,82.32893439584993,0.061198072263926435,take_profit,TP,20.424923199244898
SHORT,19.76,,0.213214,,19.664490128685966,0.029643840689577948,TREND,33.8633,0.2843,9.2965,40.201,4.0,4_to_5,1.0,BEARISH_BOS,True,,,0.3099999999999987,,,BOS,True,,,20.78,2022-01-30 20:00:00,2.5,momentum,momentum,NONE,False,momentum,,ABOVE,0.0955098713140343,15m,0.04681856436962467,0.18502696638875668,0.0955098713140343,1.0199999999999996,3.0,3.5844439763155234,1.850269663887567,18.50269663887567,0.01,0.9251348319437835,"ENTRY FILUSDT: notional=1.850270, capital=18.50, units=0.093637, risk_amount=0.1850, trade_risk=0.0955",False,16.652426974988103,FILUSDT,2,1.7799207313456171,3.664542682182131,0.10470121949089678,3.664542682182131,19.77,19.41,20.78,0,0.001887519606343549,0.029643840689577948,True,True,1,True,19.664490128685966,19,716,2022-01-30 22:00:00,19.664490128685966,0.003775039212687098,take_profit,TP,14.992658084347688
SHORT,19.59,,0.213214,,19.664490128685966,-1.0905994750590384,TREND,33.8633,0.2843,9.2965,40.201,4.0,4_to_5,1.0,BEARISH_BOS,True,,,0.3099999999999987,,,BOS,True,,,20.78,2022-01-30 21:00:00,2.5,momentum,momentum,NONE,False,momentum,,ABOVE,0.01,15m,0.0850143669963984,0.16654314494594444,0.006332731137717643,0.07449012868596583,3.0,43.79882632832304,1.6654314494594447,16.654314494594445,0.01,1.6654314494594447,"SCALE-IN FILUSDT L1: notional=1.665431, capital=16.65, units=0.085014, risk_amount=0.1665, trade_risk=0.0063",False,14.988883045135001,FILUSDT,1,0.0,5.999999999999872,17.99999999999997,5.999999999999872,19.77,19.53,20.78,1,0.001887519606343549,-1.0905994750590384,True,True,1,True,19.664490128685966,19,716,2022-01-30 22:00:00,19.664490128685966,-0.009117287946545429,stop_loss,trailing_stop,14.990103768860234
SHORT,10.447,1.0,0.136554,,10.259,0.1431904223304153,TREND,30.3594,0.1821,7.1793,39.0349,3.5,3_to_4,0.5,BEARISH_BOS,False,SWEEP_LOW,,0.13899999999999935,,,BOS,False,,,11.146,2022-01-30 21:00:00,2.5,zone,full,NONE,False,zone,,BELOW,0.11143262019452041,15m,0.0797085981362805,0.16654314494594444,0.11143262019452041,0.6990000000000016,3.0,2.4890933265383084,1.6654314494594447,16.654314494594445,0.01,0.8327157247297223,"ENTRY NEARUSDT: notional=1.665431, capital=16.65, units=0.159417, risk_amount=0.1665, trade_risk=0.1114",False,14.988883045135001,NEARUSDT,10,3.0152750551271787,3.8049899505176428,0.8166369940969576,3.8049899505176428,10.538,10.023,11.146,0,0.006562972459089156,0.1431904223304153,True,True,1,True,10.335567379805479,20,717,2022-01-31 07:00:00,10.259,0.01923757017658272,take_profit,TP,15.009341339036816
SHORT,10.41,1.0,0.136554,,10.259,0.32847794163910343,TREND,30.3594,0.1821,7.1793,39.0349,3.5,3_to_4,0.5,BEARISH_BOS,False,SWEEP_LOW,,0.13899999999999935,,,BOS,False,,,11.146,2022-01-30 22:00:00,2.5,zone,full,NONE,False,zone,,BELOW,0.04686865570413287,15m,0.11481833779154749,0.14990103768860233,0.06751318262142983,0.5879999999999992,3.0,2.6538602080584224,1.1952588964100093,14.990103768860234,0.01,1.1952588964100093,"SCALE-IN NEARUSDT L1: notional=1.499010, capital=14.99, units=0.143997, risk_amount=0.1499, trade_risk=0.0847",False,13.794844872450224,NEARUSDT,9,6.379530104031418,8.257117559398548,2.731036298715798,8.257117559398548,10.538,10.023,11.146,1,0.006562972459089156,0.32847794163910343,True,True,1,True,10.335567379805479,20,717,2022-01-31 07:00:00,10.259,0.020578096087301725,take_profit,TP,15.029919435124118
SHORT,10.111,1.0,0.136554,,10.259,-1.4325533734847324,TREND,30.3594,0.1821,7.1793,39.0349,3.5,3_to_4,0.5,BEARISH_BOS,False,SWEEP_LOW,,0.13899999999999935,,,BOS,False,,,11.146,2022-01-31 00:00:00,2.5,zone,full,NONE,False,zone,,BELOW,0.017899951031432333,15m,0.1482554027184278,0.14990103768860233,0.03329332733048329,0.22456737980547814,3.0,6.749196581366023,1.4990103768860235,14.990103768860234,0.01,1.4990103768860235,"SCALE-IN NEARUSDT L2: notional=1.499010, capital=14.99, units=0.148255, risk_amount=0.1499, trade_risk=0.0333",False,13.49109339197421,NEARUSDT,7,0.0,3.687160924859775,10.000027356816469,3.687160924859775,10.29,10.045,11.146,2,0.006562972459089156,-1.4325533734847324,True,True,1,True,10.335567379805479,20,717,2022-01-31 07:00:00,10.259,-0.019606783494681854,stop_loss,trailing_stop,15.010312651629436
SHORT,155.95,,2.051786,,152.5080713021977,0.4040387617115061,TREND,37.7016,2.7357,14.8825,39.1645,3.0,3_to_4,0.5,,True,,,1.9499999999999886,,,BOS,True,,,163.4,2022-02-02 22:00:00,2.5,momentum,,NONE,False,momentum,3.0,BELOW,0.07170684787088141,,0.009625080251125,0.15010312651629437,0.07170684787088141,7.450000000000017,3.0,3.1420916215055104,1.5010312651629436,15.010312651629436,0.01,1.5010312651629436,"ENTRY AAVEUSDT: notional=1.501031, capital=15.01, units=0.009625, risk_amount=0.1501, trade_risk=0.0717",False,13.509281386466492,AAVEUSDT,1,66.24193003927692,50.0,0.0,50.0,155.95,150.6,163.4,0,0.0,0.4040387617115061,True,True,0,False,155.87829315212912,21,790,2022-02-02 23:00:00,152.5080713021977,0.028972346019986273,take_profit,TP,10.971490269057844
SHORT,37191.5,,267.133929,,36790.12002212509,0.1964418670157846,TREND,37.5822,356.1786,10.6488,46.0543,3.0,3_to_4,0.5,,True,,,234.5,,,BOS,True,,,38707.5,2022-02-02 22:30:00,2.5,momentum,,NONE,False,momentum,3.0,BELOW,0.05506653558442979,15m,3.6323572285243924e-05,0.13509281386466493,0.05506653558442979,1516.0,3.0,3.3141849517464945,1.3509281386466494,13.509281386466492,0.01,1.3509281386466494,"ENTRY BTCUSDT: notional=1.350928, capital=13.51, units=0.000036, risk_amount=0.1351, trade_risk=0.0551",False,12.158353247819843,BTCUSDT,1,1000.0,50.0,0.0,50.0,37191.5,36790.0,38707.5,0,0.0,0.1964418670157846,True,True,0,False,37191.444933464416,22,790,2022-02-02 23:00:00,36790.12002212509,0.010817373060296526,take_profit,TP,10.98230764211814
