direction,entry,entry_level,zone_size_at_entry,tp,sl,rr,regime,adx,atr,plus_di,minus_di,confidence,confidence_bucket,position_size_multiplier,bos,fvg,liquidity_sweep,bos_strength,range,volume,fvg_size,signal_type,has_fvg,nearest_level,last_swing_low,last_swing_high,timestamp,confidence_threshold_used,entry_type,zone_entry_type,htf_filter_variant,htf_filter_applied,entry_mode,candles_since_bos,ema_position,initial_risk,mtf_tf,position_size,risk_amount,trade_risk,stop_distance,max_leverage,requested_size,actual_size,capital_before_entry,risk_percent,allocated_capital,log_message,sizing_warning,capital_after_entry,symbol,bars_alive,max_r,mfe_r,mae_r,max_r_reached,max_price_since_entry,min_price_since_entry,original_sl,scale_level,realized_pnl,realized_r,mfe_valid,mae_valid,partial_tp_hits,tp1_taken,tp1_price,signal_id,entry_bar_index,exit_time,exit_price,pnl,exit_reason,exit_type,capital_after_exit
LONG,85.955,,0.973125,,89.145,0.41682395980184106,TREND,38.6233,1.2975,44.6738,1.4313,4.0,4_to_5,1.0,,True,,,0.8249999999999886,,,BOS,True,,78.89,,2022-02-15 09:00:00,2.5,momentum,,NONE,False,momentum,2.0,ABOVE,0.01,15m,0.0014154281670205242,0.010517517049976347,0.008644785987793946,7.064999999999998,3.0,0.12795940241057566,0.10517517049976347,1.0517517049976346,0.01,0.10517517049976347,"ENTRY AVAXUSDT: notional=0.105175, capital=1.05, units=0.001224, risk_amount=0.0105, trade_risk=0.0086",False,0.9465765344978712,AVAXUSDT,1,296.0000000000008,50.0,0.0,50.0,89.17,85.955,78.89,0,0.0,0.41682395980184106,True,True,0,False,85.965,47,1089,2022-02-15 10:00:00,89.145,0.004168239598018411,take_profit,TP,0.9507447740958895
LONG,3086.0,1.0,23.051786,,3118.03,0.28660983194598727,TREND,38.8322,30.7357,46.8743,7.5761,3.5,3_to_4,0.5,BULLISH_BOS,False,,,34.59999999999991,,,BOS,False,,3004.55,,2022-02-15 12:00:00,2.5,zone,full,NONE,False,zone,,ABOVE,0.01,15m,0.0001227747084100678,0.009507447740958895,0.002509337713872652,81.44999999999982,3.0,0.36022079470348944,0.09507447740958896,0.9507447740958895,0.01,0.09507447740958896,"ENTRY ETHUSDT: notional=0.095074, capital=0.95, units=0.000031, risk_amount=0.0095, trade_risk=0.0025",False,0.8556702966863006,ETHUSDT,1,1000.0,50.0,0.0,50.0,3118.05,3086.0,3004.55,0,0.0,0.28660983194598727,True,True,0,False,3086.01,48,1092,2022-02-15 13:00:00,3118.03,0.0028660983194598727,take_profit,TP,0.8585363950057604
LONG,0.8369,,0.007548,,0.8254,-0.6313801187214563,TREND,30.1092,0.0101,27.5373,13.9815,3.0,3_to_4,0.5,,True,,,0.005900000000000016,,,BOS,True,,0.8163,,2022-02-16 01:00:00,2.5,momentum,,NONE,False,momentum,18.0,ABOVE,0.01,15m,0.4566210045662094,0.008585363950057604,0.002246618120519319,0.02190000000000003,3.0,0.3280863511325662,0.08585363950057605,0.8585363950057604,0.01,0.08585363950057605,"ENTRY XRPUSDT: notional=0.085854, capital=0.86, units=0.102585, risk_amount=0.0086, trade_risk=0.0022",False,0.7726827555051844,XRPUSDT,4,0.10999999999999899,0.7800000000000029,1.1499999999999955,0.7800000000000029,0.8447,0.8254,0.815,0,0.0,-0.6313801187214563,True,True,0,False,0.8469,49,1104,2022-02-16 04:00:00,0.8254,-0.006313801187214563,stop_loss,trailing_stop,0.7663689543179698
SHORT,164.2763,1.0,1.947321,,159.5763,0.8208068191043213,TREND,32.9801,2.5964,7.7029,42.7785,4.0,4_to_5,1.0,,True,,,2.799999999999983,,,BOS,True,,,169.45,2022-02-17 14:00:00,2.5,momentum,full,NONE,False,momentum,5.0,BELOW,0.01,,0.0019328526972959403,0.007663689543179698,0.002413594084450939,5.173699999999997,3.0,0.24333891847270844,0.07663689543179698,0.7663689543179698,0.01,0.07663689543179698,"ENTRY AAVEUSDT: notional=0.076637, capital=0.77, units=0.000467, risk_amount=0.0077, trade_risk=0.0024",False,0.6897320588861728,AAVEUSDT,1,357.63000000000034,50.0,0.0,50.0,164.2763,159.55,169.45,0,0.0,0.8208068191043213,True,True,0,False,164.2663,50,1142,2022-02-17 15:00:00,159.5763,0.008208068191043213,take_profit,TP,0.4607412720262612
SHORT,60.2833,1.0,0.863304,,58.8533,0.5939762693374724,TREND,35.7665,1.1511,7.3224,40.8005,4.0,4_to_5,1.0,,True,SWEEP_LOW,,1.6799999999999997,,,BOS,True,,,62.41,2022-02-17 14:00:00,2.5,momentum,full,NONE,False,momentum,5.0,BELOW,0.01,,0.0047021206564160445,0.006897320588861729,0.0024332662107635506,2.1266999999999996,3.0,0.19551100120117001,0.06897320588861729,0.6897320588861728,0.01,0.06897320588861729,"ENTRY AXSUSDT: notional=0.068973, capital=0.69, units=0.001144, risk_amount=0.0069, trade_risk=0.0024",False,0.6207588529975555,AXSUSDT,1,100.32999999999959,50.0,0.0,50.0,60.2833,58.825,62.41,0,0.0,0.5939762693374724,True,True,0,False,60.2733,51,1142,2022-02-17 15:00:00,58.8533,0.005939762693374723,take_profit,TP,0.4666810347196359
SHORT,325.5223,1.0,2.555357,,321.3223,0.47900013667359803,TREND,35.4966,3.4071,9.0147,41.6143,4.0,4_to_5,1.0,BEARISH_BOS,True,,,4.0,,,BOS,True,,,332.4,2022-02-17 14:00:00,2.5,zone,full,NONE,False,zone,,BELOW,0.01,,0.0014539744391293592,0.006207588529975556,0.001311551670426662,6.877700000000004,3.0,0.29380585017247923,0.06207588529975555,0.6207588529975555,0.01,0.06207588529975555,"ENTRY BCHUSDT: notional=0.062076, capital=0.62, units=0.000191, risk_amount=0.0062, trade_risk=0.0013",False,0.5586829676978,BCHUSDT,1,262.22999999999956,50.0,0.0,50.0,325.5223,321.3,332.4,0,0.0,0.47900013667359803,True,True,0,False,325.5123,52,1142,2022-02-17 15:00:00,321.3223,0.0047900013667359805,take_profit,TP,0.47147103608637186
SHORT,98.355,2.0,1.18875,,96.555,0.5635153948339559,TREND,34.2364,1.585,8.3822,36.6832,4.0,4_to_5,1.0,,True,SWEEP_LOW,,2.0900000000000034,,,BOS,True,,,101.065,2022-02-17 14:00:00,2.5,momentum,full,NONE,False,momentum,19.0,BELOW,0.01,15m,0.0036900369003690123,0.0050281467092802,0.0013854178823800834,2.7099999999999937,3.0,0.18248832826245584,0.050281467092802005,0.50281467092802,0.01,0.050281467092802005,"ENTRY SOLUSDT: notional=0.050281, capital=0.50, units=0.000511, risk_amount=0.0050, trade_risk=0.0014",False,0.452533203835218,SOLUSDT,1,104.00000000000063,50.0,0.0,50.0,98.355,96.53,101.065,0,0.0,0.5635153948339559,True,True,0,False,98.345,54,1142,2022-02-17 15:00:00,96.555,0.005635153948339559,take_profit,TP,0.47710619003471144
SHORT,16.392,1.0,0.190661,,16.052,0.45180757055214743,TREND,31.7411,0.2542,5.5353,42.7929,4.0,4_to_5,1.0,BEARISH_BOS,True,,,0.38500000000000156,,,BOS,True,,,17.044,2022-02-17 14:15:00,2.5,zone,full,NONE,False,zone,,BELOW,0.01,15m,0.015337423312883411,0.005586829676978,0.0022221894517994523,0.652000000000001,3.0,0.14045906758439147,0.05586829676978,0.5586829676978,0.01,0.05586829676978,"ENTRY LINKUSDT: notional=0.055868, capital=0.56, units=0.003408, risk_amount=0.0056, trade_risk=0.0022",False,0.50281467092802,LINKUSDT,1,24.299999999999855,36.499999999999844,0.0,36.499999999999844,16.392,16.027,17.044,0,0.0,0.45180757055214743,True,True,0,False,16.381999999999998,53,1142,2022-02-17 15:00:00,16.052,0.0045180757055214744,take_profit,TP,0.4816242657402329
SHORT,1.0652,,0.009632,,1.0352,0.8131695212765953,TREND,33.1175,0.0128,7.4527,40.7119,3.0,3_to_4,0.5,,True,,,0.012199999999999989,,,BOS,True,,,1.084,2022-02-17 15:00:00,2.5,momentum,,NONE,False,momentum,6.0,BELOW,0.01,,0.2659574468085085,0.00481624265740233,0.0008500315617645937,0.01880000000000015,3.0,0.27288625950345324,0.048162426574023295,0.4816242657402329,0.01,0.024081213287011648,"ENTRY ADAUSDT: notional=0.048162, capital=0.48, units=0.045214, risk_amount=0.0048, trade_risk=0.0009",False,0.4334618391662096,ADAUSDT,10,4.569999999999985,5.659999999999998,0.0,5.659999999999998,1.0652,1.0086,1.084,0,0.001870064893617042,0.8131695212765953,True,True,1,True,1.0552,55,1143,2022-02-18 01:00:00,1.0352,0.009066727659574473,take_profit,TP,0.4443986317194011
SHORT,1.052,,0.009632,,1.0352,0.15093199243199765,TREND,33.1175,0.0128,7.4527,40.7119,3.0,3_to_4,0.5,,True,,,0.012199999999999989,,,BOS,True,,,1.084,2022-02-17 16:00:00,2.5,momentum,,NONE,False,momentum,6.0,BELOW,0.01,,0.04138135970150443,0.0043533190405982665,0.0005462339480598534,0.013199999999999878,3.0,0.3469463356598045,0.043533190405982664,0.43533190405982664,0.01,0.043533190405982664,"SCALE-IN ADAUSDT L1: notional=0.043533, capital=0.44, units=0.041381, risk_amount=0.0044, trade_risk=0.0005",False,0.391798713653844,ADAUSDT,9,3.2499999999999973,4.3400000000000105,0.07999999999999119,4.3400000000000105,1.0528,1.0086,1.084,1,0.001870064893617042,0.15093199243199765,True,True,1,True,1.0552,55,1143,2022-02-18 01:00:00,1.0352,0.0024443523711284976,take_profit,TP,0.4468429840905296
SHORT,1.0414,,0.009632,,1.0352,0.09770632612589682,TREND,33.1175,0.0128,7.4527,40.7119,3.0,3_to_4,0.5,,True,,,0.012199999999999989,,,BOS,True,,,1.084,2022-02-17 17:00:00,2.5,momentum,,NONE,False,momentum,6.0,BELOW,0.01,,0.012764605617846328,0.0043533190405982665,0.0003037976137047403,0.02379999999999982,3.0,0.19048514491088525,0.013293060290425167,0.43533190405982664,0.01,0.013293060290425167,"SCALE-IN ADAUSDT L2: notional=0.043533, capital=0.44, units=0.041803, risk_amount=0.0044, trade_risk=0.0010",False,0.4220388437694015,ADAUSDT,8,2.190000000000003,3.2800000000000162,0.34999999999998366,3.2800000000000162,1.0449,1.0086,1.084,2,0.001870064893617042,0.09770632612589682,True,True,1,True,1.0552,55,1143,2022-02-18 01:00:00,1.0352,0.0019120957080674891,take_profit,TP,0.4487550797985971
SHORT,1.0345,,0.007687,,1.0145,1.004374271844664,TREND,37.5247,0.0102,16.2369,22.0906,3.0,3_to_4,0.5,,True,,,0.007799999999999807,,,BOS,True,,,1.038,2022-02-18 12:00:00,2.5,momentum,,NONE,False,momentum,27.0,BELOW,0.01,,0.48543689320388467,0.004487550797985971,0.0004468030277356732,0.010299999999999976,3.0,0.4507156602443201,0.04487550797985971,0.4487550797985971,0.01,0.022437753989929855,"ENTRY ADAUSDT: notional=0.044876, capital=0.45, units=0.043379, risk_amount=0.0045, trade_risk=0.0004",False,0.40387957181873735,ADAUSDT,2,1.6299999999999981,4.649999999999999,0.0,4.649999999999999,1.0345,0.988,1.0448,0,0.0034550504854369427,1.004374271844664,True,True,1,True,1.0245,56,1164,2022-02-18 14:00:00,1.0145,0.011771267961165111,take_profit,TP,0.4191058902653394
SHORT,15.66,,0.162268,,15.06,1.312422808671069,TREND,37.7155,0.2164,7.9234,27.1047,3.5,3_to_4,0.5,,False,SWEEP_LOW,,0.13400000000000034,,,BOS,False,,,16.038,2022-02-18 15:00:00,2.5,momentum,,NONE,False,momentum,24.0,BELOW,0.01,15m,0.02356267672007548,0.004191058902653394,0.0011358144305786044,0.42439999999999856,3.0,0.1546465184155334,0.04191058902653394,0.4191058902653394,0.01,0.04191058902653394,"ENTRY LINKUSDT: notional=0.041911, capital=0.42, units=0.002676, risk_amount=0.0042, trade_risk=0.0011",False,0.37719530123880546,LINKUSDT,1,40.000000000000036,50.0,0.0,50.0,15.66,15.032,16.0844,0,0.0,1.312422808671069,True,True,0,False,15.65,57,1167,2022-02-18 16:00:00,15.06,0.01312422808671069,take_profit,TP,0.39031952932551617
SHORT,15.472,1.0,0.180536,,15.251999999999999,0.31269697526502327,TREND,36.853,0.2407,6.5282,26.3798,3.5,3_to_4,0.5,BEARISH_BOS,False,SWEEP_LOW,,0.2560000000000002,,,BOS,False,,,16.038,2022-02-18 16:30:00,2.5,zone,full,NONE,False,zone,,BELOW,0.01,15m,0.017667844522968174,0.003903195293255162,0.0014278752171551347,0.5660000000000007,3.0,0.10669653282198549,0.03903195293255162,0.39031952932551617,0.01,0.03903195293255162,"ENTRY LINKUSDT: notional=0.039032, capital=0.39, units=0.002523, risk_amount=0.0039, trade_risk=0.0014",False,0.35128757639296454,LINKUSDT,1,19.599999999999973,24.899999999999878,0.0,24.899999999999878,15.472,15.223,16.038,0,0.0,0.31269697526502327,True,True,0,False,15.462,58,1168,2022-02-18 17:00:00,15.251999999999999,0.0031269697526502328,take_profit,TP,0.3544145461456148
SHORT,10.373,1.0,0.133982,,10.093,0.7979292444444461,TREND,37.6049,0.1786,2.2791,33.1867,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.12100000000000044,,,BOS,False,,,10.688,2022-02-18 22:00:00,2.5,zone,full,NONE,False,zone,,BELOW,0.01,,0.03174603174603162,0.003544145461456148,0.0010762612748083402,0.3150000000000013,3.0,0.11670927260852212,0.03544145461456148,0.3544145461456148,0.01,0.03544145461456148,"ENTRY UNIUSDT: notional=0.035441, capital=0.35, units=0.003417, risk_amount=0.0035, trade_risk=0.0011",False,0.3189730915310533,UNIUSDT,1,21.699999999999875,30.299999999999905,0.0,30.299999999999905,10.373,10.07,10.688,0,0.0,0.7979292444444461,True,True,0,False,10.363,59,1174,2022-02-18 23:00:00,10.093,0.007979292444444461,take_profit,TP,0.32695238397549775
SHORT,148.4,,1.261607,,140.87,4.235791577195205,TREND,37.3379,1.6821,13.5881,29.9363,3.0,3_to_4,0.5,,True,,,0.5,,,BOS,True,,,148.85,2022-02-19 12:00:00,2.5,momentum,,NONE,False,momentum,15.0,BELOW,0.01,,0.0059449497651745155,0.0032695238397549777,0.00037059744277977223,1.6820999999999913,3.0,0.28844737995341607,0.03269523839754978,0.32695238397549775,0.01,0.03269523839754978,"ENTRY AAVEUSDT: notional=0.032695, capital=0.33, units=0.000220, risk_amount=0.0033, trade_risk=0.0004",False,0.29425714557794796,AAVEUSDT,1,390.00000000000057,50.0,0.0,50.0,148.4,140.85,150.0821,0,0.0,4.235791577195205,True,True,0,False,148.39000000000001,60,1188,2022-02-19 13:00:00,140.87,0.042357915771952054,take_profit,TP,0.33661506134990005
SHORT,26.3804,3.0,0.240804,,25.9004,0.701875555555562,TREND,31.1849,0.3211,12.3471,23.0256,3.0,3_to_4,0.5,,True,SWEEP_LOW,,0.28000000000000114,,,BOS,True,,,26.96,2022-02-20 04:00:00,2.5,momentum,full,NONE,False,momentum,10.0,BELOW,0.01,,0.017253278122843364,0.0033661506134990003,0.0007395721427969319,0.5795999999999992,3.0,0.15320979924835948,0.033661506134990006,0.33661506134990005,0.01,0.033661506134990006,"ENTRY ATOMUSDT: notional=0.033662, capital=0.34, units=0.001276, risk_amount=0.0034, trade_risk=0.0007",False,0.30295355521491,ATOMUSDT,1,74.0400000000001,50.0,0.0,50.0,26.3804,25.6,26.96,0,0.0,0.701875555555562,True,True,0,False,26.3704,61,1204,2022-02-20 05:00:00,25.9004,0.00701875555555562,take_profit,TP,0.30997231077046566
SHORT,54.1577,3.0,0.635357,,50.2677,4.419556127965988,TREND,30.383,0.8471,4.0472,43.887,3.0,3_to_4,0.5,,True,,,0.9550000000000054,,,BOS,True,,,54.845,2022-02-20 06:00:00,2.5,momentum,full,NONE,False,momentum,12.0,BELOW,0.01,,0.011804981702278297,0.003099723107704657,0.00048483880307631765,0.8471000000000046,3.0,0.1981748012632931,0.030997231077046567,0.30997231077046566,0.01,0.030997231077046567,"ENTRY AXSUSDT: notional=0.030997, capital=0.31, units=0.000572, risk_amount=0.0031, trade_risk=0.0005",False,0.2789750796934191,AXSUSDT,1,338.27,50.0,0.0,50.0,54.1577,50.24,55.0048,0,0.0,4.419556127965988,True,True,0,False,54.1477,62,1206,2022-02-20 07:00:00,50.2677,0.04419556127965988,take_profit,TP,0.2701653758313294
SHORT,382.45,2.0,3.0375,,377.21999999999997,0.23539345152542682,TREND,30.0581,4.05,4.8501,46.4727,4.0,4_to_5,1.0,,True,,,3.9499999999999886,,,BOS,True,,,400.15,2022-02-20 06:00:00,2.5,momentum,full,NONE,False,momentum,12.0,BELOW,0.01,15m,0.0005649717514124297,0.002789750796934191,0.001291112278879204,17.69999999999999,3.0,0.0602791069088973,0.027897507969341914,0.2789750796934191,0.01,0.027897507969341914,"ENTRY BNBUSDT: notional=0.027898, capital=0.28, units=0.000073, risk_amount=0.0028, trade_risk=0.0013",False,0.2510775717240772,BNBUSDT,1,109.99999999999659,50.0,0.0,50.0,382.45,377.2,400.15,0,0.0,0.23539345152542682,True,True,0,False,382.44,63,1206,2022-02-20 07:00:00,377.21999999999997,0.0023539345152542683,take_profit,TP,0.27251931034658367
SHORT,9.9249,3.0,0.101732,,9.444899999999999,3.339841238938066,TREND,31.9605,0.1356,4.3181,39.1785,4.0,4_to_5,1.0,,True,,,0.15999999999999837,,,BOS,True,,,10.056,2022-02-20 06:00:00,2.5,momentum,full,NONE,False,momentum,12.0,BELOW,0.01,,0.0737463126843657,0.002510775717240772,0.0003430373981177132,0.13560000000000016,3.0,0.1837698961360096,0.02510775717240772,0.2510775717240772,0.01,0.02510775717240772,"ENTRY UNIUSDT: notional=0.025108, capital=0.25, units=0.002530, risk_amount=0.0025, trade_risk=0.0003",False,0.22596981455166948,UNIUSDT,1,48.88999999999992,50.0,0.0,50.0,9.9249,9.358,10.0605,0,0.0,3.339841238938066,True,True,0,False,9.9149,64,1206,2022-02-20 07:00:00,9.444899999999999,0.03339841238938066,take_profit,TP,0.30591772273596435
SHORT,9.874,2.0,0.101839,,9.264000000000001,3.2044343076923276,TREND,36.1394,0.1358,4.3135,38.7691,3.0,3_to_4,0.5,,True,,,0.11299999999999955,,,BOS,True,,,10.056,2022-02-20 07:00:00,2.5,momentum,full,NONE,False,momentum,13.0,BELOW,0.01,,0.05494505494505537,0.0030591772273596434,0.0005638750814051559,0.1819999999999986,3.0,0.16596876891730414,0.030591772273596437,0.30591772273596435,0.01,0.030591772273596437,"ENTRY UNIUSDT: notional=0.030592, capital=0.31, units=0.003098, risk_amount=0.0031, trade_risk=0.0006",False,0.2753259504623679,UNIUSDT,1,59.40000000000012,50.0,0.0,50.0,9.874,9.243,10.056,0,0.0,3.2044343076923276,True,True,0,False,9.864,65,1207,2022-02-20 08:00:00,9.264000000000001,0.032044343076923276,take_profit,TP,0.3073702935392912
SHORT,143.5482,1.0,1.403571,,135.72820000000002,2.6515155143122366,TREND,31.9688,1.8714,5.916,36.6412,3.5,3_to_4,0.5,BEARISH_BOS,False,,,2.5999999999999943,,,BOS,False,,,146.35,2022-02-20 08:00:00,2.5,zone,full,NONE,False,zone,,BELOW,0.01,,0.0035691341280605507,0.0030737029353929118,0.0005999309559007927,2.801799999999986,3.0,0.1574789505711939,0.03073702935392912,0.3073702935392912,0.01,0.03073702935392912,"ENTRY AAVEUSDT: notional=0.030737, capital=0.31, units=0.000214, risk_amount=0.0031, trade_risk=0.0006",False,0.27663326418536205,AAVEUSDT,1,629.8200000000008,50.0,0.0,50.0,143.5482,135.7,146.35,0,0.0,2.6515155143122366,True,True,0,False,143.53820000000002,66,1208,2022-02-20 09:00:00,135.72820000000002,0.026515155143122367,take_profit,TP,0.22818080473425129
SHORT,2653.3,1.0,24.846429,,2596.27,0.439457096965948,TREND,32.4463,33.1286,5.843,37.6348,3.5,3_to_4,0.5,BEARISH_BOS,False,,,30.75,,,BOS,False,,,2766.35,2022-02-20 08:00:00,2.5,zone,full,NONE,False,zone,,BELOW,0.01,15m,8.845643520566142e-05,0.002489699377668259,0.0010607941606504954,113.04999999999973,3.0,0.05843360777326145,0.024896993776682586,0.24896993776682586,0.01,0.024896993776682586,"ENTRY ETHUSDT: notional=0.024897, capital=0.25, units=0.000009, risk_amount=0.0025, trade_risk=0.0011",False,0.22407294399014327,ETHUSDT,1,1000.0,50.0,0.0,50.0,2653.3,2596.25,2766.35,0,0.0,0.439457096965948,True,True,0,False,2653.29,68,1208,2022-02-20 09:00:00,2596.27,0.00439457096965948,take_profit,TP,0.23257537570391076
SHORT,14.757,1.0,0.158839,,14.467,0.3141065775535942,TREND,38.3175,0.2118,6.7791,36.5936,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.25299999999999834,,,BOS,False,,,15.55,2022-02-20 08:00:00,2.5,zone,full,NONE,False,zone,,BELOW,0.01,15m,0.012610340479192923,0.002240729439901433,0.001204105472549867,0.793000000000001,3.0,0.04169791216220101,0.02240729439901433,0.22407294399014327,0.01,0.02240729439901433,"ENTRY LINKUSDT: notional=0.022407, capital=0.22, units=0.001518, risk_amount=0.0022, trade_risk=0.0012",False,0.20166564959112893,LINKUSDT,1,18.599999999999994,31.599999999999895,0.0,31.599999999999895,14.757,14.441,15.55,0,0.0,0.3141065775535942,True,True,0,False,14.747,69,1208,2022-02-20 09:00:00,14.467,0.003141065775535942,take_profit,TP,0.2357164414794467
SHORT,144.25,2.0,1.475893,,136.83,3.3459480800000105,TREND,35.7655,1.9679,5.6261,32.8494,3.5,3_to_4,0.5,BEARISH_BOS,False,SWEEP_LOW,,1.8500000000000227,,,BOS,False,,,146.35,2022-02-20 09:00:00,2.5,zone,full,NONE,False,zone,,BELOW,0.01,,0.0047619047619047745,0.0023549337641435796,0.0003428326450399656,2.0999999999999943,3.0,0.16176152165605348,0.023549337641435797,0.23549337641435794,0.01,0.023549337641435797,"ENTRY AAVEUSDT: notional=0.023549, capital=0.24, units=0.000163, risk_amount=0.0024, trade_risk=0.0003",False,0.21194403877292214,AAVEUSDT,1,730.0000000000011,50.0,0.0,50.0,144.25,136.8,146.35,0,0.0,3.3459480800000105,True,True,0,False,144.24,70,1209,2022-02-20 10:00:00,136.83,0.03345948080000011,take_profit,TP,0.22494807479622175
SHORT,17.04,2.0,0.178929,,16.83,0.08504916331360993,TREND,35.3383,0.2386,7.6347,38.4731,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.26000000000000156,,,BOS,False,,,17.885,2022-02-20 09:00:00,2.5,zone,full,NONE,False,zone,,BELOW,0.01,15m,0.005917159763313593,0.0027663326418536204,0.0013718022783839885,0.8450000000000024,3.0,0.05578498013868113,0.027663326418536208,0.27663326418536205,0.01,0.013831663209268104,"ENTRY DOTUSDT: notional=0.027663, capital=0.28, units=0.001623, risk_amount=0.0028, trade_risk=0.0014",False,0.24896993776682586,DOTUSDT,2,7.000000000000028,23.499999999999943,11.500000000000199,23.499999999999943,17.155,16.805,17.885,0,-0.00022306506508875128,0.08504916331360993,True,True,1,True,17.029999999999998,67,1208,2022-02-20 10:00:00,16.83,0.0007389591005917237,take_profit,TP,0.19148859399622165
SHORT,16.97,2.0,0.178929,,16.83,-0.0026002922870542646,TREND,35.3383,0.2386,7.6347,38.4731,3.5,3_to_4,0.5,BEARISH_BOS,False,,,0.26000000000000156,,,BOS,False,,,17.885,2022-02-20 09:00:00,2.5,zone,full,NONE,False,zone,,BELOW,0.01,15m,0.0009228480577723457,0.0023549337641435796,0.00012919872808812892,0.14000000000000057,3.0,0.285451614125117,0.015660731540396707,0.23549337641435794,0.01,0.015660731540396707,"SCALE-IN DOTUSDT L1: notional=0.023549, capital=0.24, units=0.001388, risk_amount=0.0024, trade_risk=0.0002",False,0.21983264487396123,DOTUSDT,1,0.0,2.499999999999858,18.500000000000227,2.499999999999858,17.155,16.945,17.885,1,-0.00022306506508875128,-0.0026002922870542646,True,True,1,True,17.029999999999998,67,1208,2022-02-20 10:00:00,16.83,-0.00013753545541491828,stop_loss,trailing_stop,0.22429636711632922
SHORT,2632.35,2.0,26.067857,,2631.87,-0.051417222447761805,TREND,35.9705,34.7571,5.5693,35.522,3.5,3_to_4,0.5,BEARISH_BOS,False,SWEEP_LOW,,23.899999999999636,,,BOS,False,,,2766.35,2022-02-20 09:00:00,2.5,zone,full,NONE,False,zone,,BELOW,0.01,15m,7.462686567164179e-05,0.0021194403877292213,0.0010789029268741456,134.0,3.0,0.041635141079395636,0.021194403877292215,0.21194403877292214,0.01,0.021194403877292215,"ENTRY ETHUSDT: notional=0.021194, capital=0.21, units=0.000008, risk_amount=0.0021, trade_risk=0.0011",False,0.19074963489562993,ETHUSDT,1,1000.0,50.0,50.0,50.0,2641.75,2612.0,2766.35,0,0.0,-0.051417222447761805,True,True,0,False,2632.3399999999997,71,1209,2022-02-20 10:00:00,2631.87,-0.000514172224477618,stop_loss,trailing_stop,0.22443390257174414
SHORT,80.285,3.0,1.12125,,78.60499999999999,0.26916983785780496,TREND,37.2685,1.495,8.4329,27.8309,3.5,3_to_4,0.5,BEARISH_BOS,False,,,1.6599999999999966,,,BOS,False,,,85.7,2022-02-20 12:15:00,2.5,zone,full,NONE,False,zone,,BELOW,0.01,15m,0.0018467220683287145,0.002242963671163292,0.001512816625689636,5.415000000000006,3.0,0.03325509479950964,0.022429636711632922,0.22429636711632922,0.01,0.022429636711632922,"ENTRY AVAXUSDT: notional=0.022430, capital=0.22, units=0.000279, risk_amount=0.0022, trade_risk=0.0015",False,0.2018667304046963,AVAXUSDT,1,164.4999999999996,50.0,0.0,50.0,80.285,78.58,85.7,0,0.0,0.26916983785780496,True,True,0,False,80.27499999999999,72,1212,2022-02-20 13:00:00,78.60499999999999,0.0026916983785780497,take_profit,TP,0.20455842878327435
SHORT,86.155,,1.806964,,82.555,0.5629803246861932,TREND,34.721,2.4093,9.9022,39.075,4.0,4_to_5,1.0,,True,SWEEP_LOW,,1.394999999999996,,,BOS,True,,,92.13,2022-02-21 22:15:00,2.5,momentum,,NONE,False,momentum,3.0,BELOW,0.01,15m,0.0016736401673640184,0.0020455842878327433,0.001418648496291641,5.974999999999994,3.0,0.029495784823134755,0.020455842878327437,0.20455842878327435,0.01,0.020455842878327437,"ENTRY SOLUSDT: notional=0.020456, capital=0.20, units=0.000237, risk_amount=0.0020, trade_risk=0.0014",False,0.1841025859049469,SOLUSDT,1,321.50000000000034,50.0,0.0,50.0,86.155,82.53,92.13,0,0.0,0.5629803246861932,True,True,0,False,86.145,73,1246,2022-02-21 23:00:00,82.555,0.005629803246861932,take_profit,TP,0.18973238915180884
SHORT,25.22,,0.530089,,23.75,1.1393842178861786,TREND,34.6951,0.7068,10.9146,37.4937,3.0,3_to_4,0.5,,True,,,0.625,,,BOS,True,,,26.45,2022-02-22 00:00:00,2.5,momentum,,NONE,False,momentum,5.0,BELOW,0.01,,0.008130081300813006,0.0018973238915180885,0.0009253403594636201,1.2300000000000004,3.0,0.03890285247486681,0.018973238915180886,0.18973238915180884,0.01,0.018973238915180886,"ENTRY ATOMUSDT: notional=0.018973, capital=0.19, units=0.000752, risk_amount=0.0019, trade_risk=0.0009",False,0.17075915023662797,ATOMUSDT,1,119.99999999999993,50.0,0.0,50.0,25.22,23.725,26.45,0,0.0,1.1393842178861786,True,True,0,False,25.209999999999997,74,1248,2022-02-22 01:00:00,23.75,0.011393842178861786,take_profit,TP,0.18215299241548974
