direction,entry,tp,sl,rr,regime,adx,atr,plus_di,minus_di,confidence,bos,fvg,liquidity_sweep,bos_strength,range,volume,fvg_size,signal_type,has_fvg,timestamp,ema_position,position_size,risk_amount,symbol,bars_alive,max_r,initial_risk,exit_time,exit_price,pnl,exit_reason
SHORT,2.714,,2.767,,TREND,32.0039,0.0315,19.2744,33.7868,4,BEARISH_BOS,True,,,0.07500000000000018,,,BOS,True,2025-04-30 13:30:00,BELOW,0.8226056886652773,0.06580845509322224,FILUSDT,5,0.0,0.08000000000000007,2025-04-30 18:00:00,2.767,-0.04359810149925964,stop_loss
SHORT,20.758,,21.209,,TREND,34.9296,0.2698,12.4702,38.4167,4,BEARISH_BOS,True,,,0.7459999999999987,,,BOS,True,2025-04-30 13:30:00,BELOW,0.20090714706858112,0.19407630406824958,AVAXUSDT,12,0.0,0.9660000000000011,2025-05-01 01:00:00,21.209,-0.09060912332793018,stop_loss
LONG,2.2313,,2.214,,TREND,36.9483,0.0152,32.6598,13.8628,3,BULLISH_BOS,True,,,0.03160000000000007,,,BOS,True,2025-05-01 10:30:00,ABOVE,5.0046323771705605,0.19718251566052059,XRPUSDT,10,0.28934010152284384,0.0394000000000001,2025-05-01 20:00:00,2.214,-0.08658014012505116,stop_loss
SHORT,21.065,,20.18,,TREND,35.7453,0.245,7.5219,33.8484,4,BEARISH_BOS,True,,,0.23199999999999932,,,BOS,True,2025-05-02 19:30:00,BELOW,0.2820802608465421,0.16783775520369223,AVAXUSDT,55,2.0168067226890845,0.5949999999999989,2025-05-05 02:00:00,20.18,0.24964103084919018,stop_loss
LONG,99589.1,,102378.3,,TREND,31.8281,618.3214,41.9534,4.0051,4,BULLISH_BOS,True,,,648.0,,,BOS,True,2025-05-08 08:30:00,ABOVE,7.717805489184762e-05,0.06877336471412586,BTCUSDT,30,4.499831668724006,891.1000000000058,2025-05-09 14:00:00,102378.3,0.21526503070434114,stop_loss
LONG,2.2073,,2.4023,,TREND,33.169,0.0193,46.7432,8.1051,4,BULLISH_BOS,True,,,0.031400000000000095,,,BOS,True,2025-05-08 08:30:00,ABOVE,6.894572903671795,0.27509345885650344,XRPUSDT,64,6.609022556391007,0.039899999999999824,2025-05-11 00:00:00,2.4023,1.344441716215999,stop_loss
LONG,1887.43,,2501.34,,TREND,33.3255,22.8036,34.415,11.4518,4,BULLISH_BOS,True,,,69.15999999999985,,,BOS,True,2025-05-08 03:30:00,ABOVE,0.0006602276089727621,0.06717815921297854,ETHUSDT,76,6.822800982800983,101.75,2025-05-11 07:00:00,2501.34,0.40532033142446844,stop_loss
LONG,4.2346,,5.0456,,TREND,34.2967,0.0467,54.4399,5.3034,4,BULLISH_BOS,True,,,0.03929999999999989,,,BOS,True,2025-05-08 05:30:00,ABOVE,0.31807286690673636,0.1137428572058491,DOTUSDT,74,2.9983221476510007,0.3576000000000006,2025-05-11 07:00:00,5.0456,0.25795709506136316,stop_loss
LONG,2587.0,,2655.25,,TREND,37.8138,32.135,38.625,0.3556,4,BULLISH_BOS,True,,,41.31999999999971,,,BOS,True,2025-05-13 16:30:00,ABOVE,0.0008608165353232288,0.1497820771462418,ETHUSDT,10,0.6222413793103447,174.0,2025-05-14 02:00:00,2655.25,0.05875072853581036,stop_loss
LONG,5.1299,,5.1563,,TREND,32.5989,0.0712,31.02,8.8256,3,BULLISH_BOS,True,,,0.0613999999999999,,,BOS,True,2025-05-13 17:30:00,ABOVE,0.6670979709516559,0.11987750538001285,DOTUSDT,9,0.5191986644407343,0.17970000000000041,2025-05-14 02:00:00,5.1563,0.017611386433123554,stop_loss
LONG,17.111,,17.058,,TREND,33.6969,0.2337,28.7286,4.2176,3,BULLISH_BOS,True,,,0.17799999999999727,,,BOS,True,2025-05-13 17:30:00,ABOVE,0.32007891965374324,0.19140719395293815,LINKUSDT,15,0.9080267558528431,0.597999999999999,2025-05-14 08:00:00,17.058,-0.016964182741648657,stop_loss
SHORT,4.658,,4.7484,,TREND,38.7584,0.0689,1.4311,38.7846,4,BEARISH_BOS,True,,,0.09529999999999994,,,BOS,True,2025-05-17 01:30:00,BELOW,0.5510617288343688,0.16322448408073992,DOTUSDT,6,0.01316677920324336,0.2961999999999998,2025-05-17 07:00:00,4.7484,-0.049815980286626836,stop_loss
SHORT,2.3304,,2.3803,,TREND,32.3389,0.0288,3.6192,34.6306,4,BEARISH_BOS,True,,,0.04420000000000002,,,BOS,True,2025-05-17 01:30:00,BELOW,2.7625766935859852,0.254709571148628,XRPUSDT,6,0.0,0.09220000000000006,2025-05-17 07:00:00,2.3803,-0.13785257700994083,stop_loss
